,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
50,1,6:50.0,,R. Covington makes 2-pt layup from 2 ft (assist by B. Simmons),12,17
51,1,6:42.0,Miami full timeout,,12,17
52,1,6:42.0,,T. McConnell enters the game for A. Johnson,12,17
53,1,6:42.0,,E. İlyasova enters the game for R. Covington,12,17
54,1,6:42.0,W. Ellington enters the game for T. Johnson,,12,17
55,1,6:24.0,H. Whiteside misses 2-pt jump shot from 10 ft,,12,17
56,1,6:22.0,,Defensive rebound by E. İlyasova,12,17
57,1,6:06.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Simmons),12,19
58,1,5:51.0,J. Johnson misses 2-pt jump shot from 18 ft,,12,19
59,1,5:48.0,Offensive rebound by H. Whiteside,,12,19
60,1,5:45.0,Turnover by H. Whiteside (lost ball; steal by M. Belinelli),,12,19
61,1,5:37.0,,E. İlyasova misses 2-pt layup from 2 ft,12,19
62,1,5:35.0,Defensive rebound by J. Richardson,,12,19
63,1,5:29.0,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Johnson),,14,19
64,1,5:19.0,,Turnover by B. Simmons (bad pass),14,19
65,1,5:19.0,,J. Redick enters the game for M. Belinelli,14,19
66,1,5:19.0,J. Winslow enters the game for J. Richardson,,14,19
67,1,5:19.0,K. Olynyk enters the game for H. Whiteside,,14,19
68,1,5:02.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by W. Ellington),,17,19
69,1,4:44.0,,D. Šarić misses 3-pt jump shot from 27 ft,17,19
70,1,4:42.0,Defensive rebound by G. Dragić,,17,19
71,1,4:32.0,K. Olynyk makes 2-pt layup at rim (assist by G. Dragić),,19,19
72,1,4:32.0,Shooting foul by E. İlyasova (drawn by K. Olynyk),,19,19
73,1,4:32.0,,R. Holmes enters the game for D. Šarić,19,19
74,1,4:32.0,K. Olynyk makes free throw 1 of 1,,20,19
75,1,4:32.0,,Philadelphia full timeout,20,19
76,1,4:32.0,D. Wade enters the game for J. Johnson,,20,19
77,1,4:16.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),20,22
78,1,3:54.0,D. Wade makes 2-pt dunk at rim (assist by K. Olynyk),,22,22
79,1,3:41.0,,J. Redick misses 2-pt jump shot from 21 ft,22,22
80,1,3:37.0,Defensive rebound by K. Olynyk,,22,22
81,1,3:32.0,Shooting foul by R. Holmes (drawn by D. Wade),,22,22
82,1,3:32.0,D. Wade makes free throw 1 of 2,,23,22
83,1,3:32.0,,R. Covington enters the game for T. McConnell,23,22
84,1,3:32.0,B. Adebayo enters the game for G. Dragić,,23,22
85,1,3:32.0,D. Wade makes free throw 2 of 2,,24,22
86,1,3:22.0,,B. Simmons misses 2-pt hook shot from 2 ft,24,22
87,1,3:19.0,Defensive rebound by K. Olynyk,,24,22
88,1,3:11.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by J. Winslow),,27,22
89,1,2:56.0,,B. Simmons misses 2-pt jump shot from 9 ft,27,22
90,1,2:52.0,Defensive rebound by J. Winslow,,27,22
91,1,2:46.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Winslow),,30,22
92,1,2:30.0,,Shooting foul by J. Winslow (drawn by B. Simmons),30,22
93,1,2:30.0,,B. Simmons misses free throw 1 of 2,30,22
94,1,2:30.0,,Offensive rebound by Team,30,22
95,1,2:30.0,,B. Simmons makes free throw 2 of 2,30,23
96,1,2:13.0,D. Wade makes 2-pt jump shot from 13 ft,,32,23
97,1,2:00.0,,E. İlyasova misses 3-pt jump shot from 28 ft,32,23
98,1,1:56.0,Defensive rebound by D. Wade,,32,23
99,1,1:51.0,Turnover by D. Wade (bad pass; steal by B. Simmons),,32,23
100,1,1:46.0,,E. İlyasova misses 2-pt layup from 4 ft (block by W. Ellington),32,23
101,1,1:44.0,Defensive rebound by W. Ellington,,32,23
102,1,1:39.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),,35,23
103,1,1:21.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by R. Covington),35,25
104,1,1:02.0,,Offensive charge foul by K. Olynyk (drawn by E. İlyasova),35,25
105,1,1:02.0,Turnover by K. Olynyk (offensive foul),,35,25
106,1,1:02.0,,M. Fultz enters the game for B. Simmons,35,25
107,1,0:48.0,,J. Redick misses 2-pt jump shot from 12 ft,35,25
108,1,0:47.0,Defensive rebound by W. Ellington,,35,25
109,1,0:37.0,D. Wade misses 2-pt jump shot from 19 ft,,35,25
110,1,0:37.0,,Defensive rebound by Team,35,25
111,1,0:31.0,,M. Fultz misses 2-pt jump shot from 14 ft,35,25
112,1,0:28.0,Defensive rebound by D. Wade,,35,25
113,1,0:11.0,Turnover by J. Winslow (lost ball; steal by M. Fultz),,35,25
114,1,0:04.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Redick),35,28
115,1,0:02.0,Turnover by J. Winslow (bad pass; steal by M. Fultz),,35,28
116,1,0:00.0,,Shooting foul by J. Winslow (drawn by M. Fultz),35,28
117,1,0:00.0,,M. Fultz misses free throw 1 of 2,35,28
118,1,0:00.0,,Offensive rebound by Team,35,28
119,1,0:00.0,,M. Fultz makes free throw 2 of 2,35,29
120,2,11:44.0,W. Ellington misses 3-pt jump shot from 27 ft,,35,29
121,2,11:40.0,Offensive rebound by K. Olynyk,,35,29
122,2,11:40.0,K. Olynyk misses 2-pt layup at rim,,35,29
123,2,11:40.0,Offensive rebound by K. Olynyk,,35,29
124,2,11:40.0,Shooting foul by R. Covington (drawn by K. Olynyk),,35,29
125,2,11:40.0,K. Olynyk misses free throw 1 of 2,,35,29
126,2,11:40.0,Offensive rebound by Team,,35,29
127,2,11:40.0,K. Olynyk misses free throw 2 of 2,,35,29
128,2,11:37.0,,Defensive rebound by D. Šarić,35,29
129,2,11:17.0,,D. Šarić misses 2-pt layup at rim (block by B. Adebayo),35,29
130,2,11:15.0,Defensive rebound by J. Richardson,,35,29
131,2,11:10.0,K. Olynyk makes 2-pt dunk at rim (assist by J. Richardson),,37,29
132,2,10:58.0,,M. Belinelli misses 3-pt jump shot from 27 ft,37,29
133,2,10:53.0,,Offensive rebound by R. Covington,37,29
134,2,10:53.0,,R. Covington misses 2-pt layup at rim,37,29
135,2,10:52.0,Defensive rebound by B. Adebayo,,37,29
136,2,10:42.0,D. Wade misses 2-pt layup from 1 ft,,37,29
137,2,10:40.0,,Defensive rebound by E. İlyasova,37,29
138,2,10:32.0,,E. İlyasova makes 2-pt layup at rim (assist by D. Šarić),37,31
139,2,10:20.0,J. Richardson misses 3-pt jump shot from 27 ft,,37,31
140,2,10:19.0,,Defensive rebound by E. İlyasova,37,31
141,2,10:13.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by M. Fultz),37,34
142,2,9:53.0,Personal foul by M. Belinelli (drawn by K. Olynyk),,37,34
143,2,9:39.0,Turnover by Team (shot clock),,37,34
144,2,9:27.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by M. Fultz),37,36
145,2,9:08.0,Shooting foul by E. İlyasova (drawn by D. Wade),,37,36
146,2,9:08.0,D. Wade misses free throw 1 of 2,,37,36
147,2,9:08.0,Offensive rebound by Team,,37,36
148,2,9:08.0,,A. Johnson enters the game for E. İlyasova,37,36
149,2,9:08.0,J. Johnson enters the game for K. Olynyk,,37,36
150,2,9:08.0,D. Wade makes free throw 2 of 2,,38,36
151,2,9:08.0,,J. Redick enters the game for R. Covington,38,36
152,2,8:53.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by M. Belinelli),38,39
153,2,8:38.0,Miami full timeout,,38,39
154,2,8:38.0,,B. Simmons enters the game for M. Fultz,38,39
155,2,8:38.0,H. Whiteside enters the game for B. Adebayo,,38,39
156,2,8:38.0,Turnover by Team (turnover),,38,39
157,2,8:31.0,,Personal foul by D. Wade (drawn by D. Šarić),38,39
158,2,8:23.0,,M. Belinelli misses 2-pt jump shot from 14 ft,38,39
159,2,8:21.0,,Offensive rebound by Team,38,39
160,2,8:21.0,Loose ball foul by H. Whiteside (drawn by A. Johnson),,38,39
161,2,8:14.0,,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),38,41
162,2,7:54.0,W. Ellington misses 3-pt jump shot from 27 ft,,38,41
163,2,7:50.0,,Defensive rebound by B. Simmons,38,41
164,2,7:48.0,,Personal foul by W. Ellington (drawn by A. Johnson),38,41
165,2,7:48.0,G. Dragić enters the game for W. Ellington,,38,41
166,2,7:48.0,J. Winslow enters the game for D. Wade,,38,41
167,2,7:46.0,,Personal foul by G. Dragić (drawn by M. Belinelli),38,41
168,2,7:37.0,,D. Šarić misses 2-pt layup from 2 ft,38,41
169,2,7:35.0,Defensive rebound by H. Whiteside,,38,41
170,2,7:27.0,Turnover by H. Whiteside (lost ball; steal by M. Belinelli),,38,41
171,2,7:22.0,,M. Belinelli misses 3-pt jump shot from 26 ft,38,41
172,2,7:18.0,Defensive rebound by J. Richardson,,38,41
173,2,7:07.0,J. Johnson makes 2-pt layup from 1 ft (assist by J. Richardson),,40,41
174,2,6:59.0,,Personal foul by J. Richardson (drawn by M. Belinelli),40,41
175,2,6:59.0,,M. Belinelli makes free throw 1 of 2,40,42
176,2,6:59.0,K. Olynyk enters the game for H. Whiteside,,40,42
177,2,6:59.0,,M. Belinelli misses free throw 2 of 2,40,42
178,2,6:56.0,Defensive rebound by J. Winslow,,40,42
179,2,6:51.0,G. Dragić misses 3-pt jump shot from 25 ft,,40,42
180,2,6:48.0,,Defensive rebound by D. Šarić,40,42
181,2,6:34.0,,Turnover by J. Redick (bad pass; steal by J. Richardson),40,42
182,2,6:30.0,J. Winslow makes 2-pt dunk from 1 ft (assist by J. Johnson),,42,42
183,2,6:30.0,,Philadelphia full timeout,42,42
184,2,6:30.0,,R. Covington enters the game for M. Belinelli,42,42
185,2,6:25.0,,Offensive foul by B. Simmons (drawn by J. Johnson),42,42
186,2,6:25.0,,Turnover by B. Simmons (offensive foul),42,42
187,2,6:13.0,G. Dragić misses 2-pt layup from 1 ft,,42,42
188,2,6:13.0,,Defensive rebound by Team,42,42
189,2,6:13.0,Loose ball foul by K. Olynyk (drawn by R. Covington),,42,42
190,2,6:13.0,,R. Covington makes free throw 1 of 2,42,43
191,2,6:13.0,,R. Covington misses free throw 2 of 2,42,43
192,2,6:11.0,Defensive rebound by K. Olynyk,,42,43
193,2,6:00.0,Turnover by G. Dragić (bad pass; steal by J. Redick),,42,43
194,2,5:52.0,,B. Simmons misses 2-pt layup from 1 ft,42,43
195,2,5:47.0,,Offensive rebound by B. Simmons,42,43
196,2,5:47.0,,B. Simmons makes 2-pt layup at rim,42,45
197,2,5:43.0,Personal foul by R. Covington (drawn by K. Olynyk),,42,45
198,2,5:43.0,,M. Belinelli enters the game for R. Covington,42,45
199,2,5:43.0,,Technical foul by A. Johnson,42,45
200,2,5:43.0,G. Dragić makes free throw 1 of 1,,43,45
201,2,5:35.0,Turnover by G. Dragić (lost ball; steal by B. Simmons),,43,45
202,2,5:18.0,,D. Šarić misses 2-pt jump shot from 16 ft,43,45
203,2,5:14.0,,Offensive rebound by A. Johnson,43,45
204,2,5:13.0,,J. Redick misses 3-pt jump shot from 28 ft,43,45
205,2,5:12.0,,Offensive rebound by Team,43,45
206,2,5:12.0,,Turnover by Team (shot clock),43,45
207,2,4:56.0,K. Olynyk makes 2-pt layup from 1 ft,,45,45
208,2,4:40.0,,J. Redick makes 2-pt layup at rim (assist by A. Johnson),45,47
209,2,4:28.0,J. Johnson makes 2-pt layup at rim (assist by G. Dragić),,47,47
210,2,4:20.0,,Turnover by B. Simmons (traveling),47,47
211,2,4:20.0,,E. İlyasova enters the game for A. Johnson,47,47
212,2,4:20.0,,T. McConnell enters the game for J. Redick,47,47
213,2,4:20.0,T. Johnson enters the game for J. Richardson,,47,47
214,2,4:11.0,J. Winslow misses 2-pt jump shot from 4 ft,,47,47
215,2,4:08.0,,Defensive rebound by B. Simmons,47,47
216,2,4:02.0,,E. İlyasova misses 2-pt layup from 1 ft,47,47
217,2,4:02.0,,Offensive rebound by Team,47,47
218,2,4:02.0,,Turnover by E. İlyasova (traveling),47,47
219,2,3:50.0,J. Winslow misses 3-pt jump shot from 26 ft,,47,47
220,2,3:46.0,Offensive rebound by G. Dragić,,47,47
221,2,3:38.0,G. Dragić makes 2-pt layup at rim,,49,47
222,2,3:28.0,,M. Belinelli misses 2-pt layup at rim,49,47
223,2,3:25.0,Defensive rebound by J. Winslow,,49,47
224,2,3:23.0,K. Olynyk misses 3-pt jump shot from 26 ft,,49,47
225,2,3:20.0,Offensive rebound by J. Winslow,,49,47
226,2,3:18.0,J. Winslow makes 2-pt jump shot from 3 ft,,51,47
227,2,3:08.0,,Personal foul by J. Johnson (drawn by B. Simmons),51,47
228,2,3:08.0,,B. Simmons makes free throw 1 of 2,51,48
229,2,3:08.0,,A. Johnson enters the game for D. Šarić,51,48
230,2,3:08.0,,B. Simmons misses free throw 2 of 2,51,48
231,2,3:04.0,,Offensive rebound by E. İlyasova,51,48
232,2,3:04.0,,E. İlyasova misses 2-pt layup at rim,51,48
233,2,3:03.0,,Offensive rebound by A. Johnson,51,48
234,2,3:03.0,,A. Johnson misses 2-pt layup from 1 ft,51,48
235,2,3:02.0,,Offensive rebound by B. Simmons,51,48
236,2,3:01.0,,Turnover by B. Simmons (step out of bounds),51,48
237,2,2:41.0,K. Olynyk misses 2-pt layup from 1 ft,,51,48
238,2,2:38.0,,Defensive rebound by E. İlyasova,51,48
239,2,2:22.0,,E. İlyasova misses 2-pt layup from 2 ft,51,48
240,2,2:18.0,,Offensive rebound by E. İlyasova,51,48
241,2,2:18.0,,E. İlyasova makes 2-pt layup at rim,51,50
242,2,2:11.0,Personal foul by T. McConnell (drawn by G. Dragić),,51,50
243,2,2:11.0,G. Dragić makes free throw 1 of 2,,52,50
244,2,2:11.0,,J. Redick enters the game for T. McConnell,52,50
245,2,2:11.0,B. Adebayo enters the game for K. Olynyk,,52,50
246,2,2:11.0,G. Dragić makes free throw 2 of 2,,53,50
247,2,2:03.0,,Personal foul by G. Dragić (drawn by M. Belinelli),53,50
248,2,2:03.0,,M. Belinelli makes free throw 1 of 2,53,51
249,2,2:03.0,,M. Belinelli makes free throw 2 of 2,53,52
250,2,1:51.0,G. Dragić misses 2-pt jump shot from 19 ft,,53,52
251,2,1:47.0,,Defensive rebound by E. İlyasova,53,52
252,2,1:47.0,,Turnover by E. İlyasova (step out of bounds),53,52
253,2,1:47.0,D. Wade enters the game for G. Dragić,,53,52
254,2,1:47.0,,M. Fultz enters the game for B. Simmons,53,52
255,2,1:41.0,Turnover by B. Adebayo (offensive goaltending),,53,52
256,2,1:26.0,,A. Johnson makes 2-pt hook shot from 9 ft,53,54
257,2,1:11.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,56,54
258,2,0:56.0,,M. Belinelli misses 2-pt jump shot from 18 ft,56,54
259,2,0:54.0,Defensive rebound by T. Johnson,,56,54
260,2,0:34.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Wade),,59,54
261,2,0:26.0,,Shooting foul by D. Wade (drawn by M. Fultz),59,54
262,2,0:26.0,,M. Fultz makes free throw 1 of 2,59,55
263,2,0:26.0,W. Ellington enters the game for B. Adebayo,,59,55
264,2,0:26.0,K. Olynyk enters the game for J. Winslow,,59,55
265,2,0:26.0,,M. Fultz makes free throw 2 of 2,59,56
266,2,0:03.0,J. Johnson misses 2-pt jump shot from 12 ft,,59,56
267,2,0:01.0,Offensive rebound by Team,,59,56
268,2,0:01.0,,Loose ball foul by M. Belinelli (drawn by K. Olynyk),59,56
269,2,0:01.0,K. Olynyk makes free throw 1 of 2,,60,56
270,2,0:01.0,B. Adebayo enters the game for D. Wade,,60,56
271,2,0:01.0,K. Olynyk misses free throw 2 of 2,,60,56
272,2,0:00.0,,Defensive rebound by E. İlyasova,60,56
273,3,11:45.0,J. Johnson misses 2-pt jump shot from 13 ft,,60,56
274,3,11:41.0,,Defensive rebound by E. İlyasova,60,56
275,3,11:28.0,,D. Šarić misses 3-pt jump shot from 22 ft,60,56
276,3,11:23.0,Defensive rebound by J. Johnson,,60,56
277,3,11:06.0,J. Richardson misses 3-pt jump shot from 24 ft,,60,56
278,3,11:03.0,Offensive rebound by G. Dragić,,60,56
279,3,11:01.0,G. Dragić makes 3-pt jump shot from 25 ft,,63,56
280,3,10:47.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by D. Šarić),63,59
281,3,10:31.0,G. Dragić misses 2-pt jump shot from 18 ft,,63,59
282,3,10:29.0,,Defensive rebound by E. İlyasova,63,59
283,3,10:14.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by B. Simmons),63,61
284,3,9:45.0,G. Dragić misses 2-pt layup from 1 ft (block by R. Covington),,63,61
285,3,9:41.0,,Defensive rebound by R. Covington,63,61
286,3,9:38.0,,Personal foul by G. Dragić (drawn by R. Covington),63,61
287,3,9:32.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by B. Simmons),63,64
288,3,9:16.0,J. Johnson misses 2-pt jump shot from 16 ft,,63,64
289,3,9:10.0,Offensive rebound by H. Whiteside,,63,64
290,3,9:10.0,H. Whiteside misses 2-pt layup at rim,,63,64
291,3,9:09.0,,Defensive rebound by E. İlyasova,63,64
292,3,9:07.0,,B. Simmons makes 2-pt layup from 1 ft,63,66
293,3,9:07.0,Miami full timeout,,63,66
294,3,8:48.0,H. Whiteside misses 2-pt dunk from 1 ft,,63,66
295,3,8:45.0,,Defensive rebound by E. İlyasova,63,66
296,3,8:43.0,,R. Covington misses 3-pt jump shot from 23 ft,63,66
297,3,8:43.0,Defensive rebound by H. Whiteside,,63,66
298,3,8:31.0,Personal foul by B. Simmons (drawn by H. Whiteside),,63,66
299,3,8:18.0,J. Richardson misses 3-pt jump shot from 25 ft,,63,66
300,3,8:14.0,,Defensive rebound by R. Covington,63,66
301,3,8:07.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),63,69
302,3,7:54.0,T. Johnson misses 2-pt layup from 1 ft (block by E. İlyasova),,63,69
303,3,7:54.0,,Defensive rebound by Team,63,69
304,3,7:54.0,K. Olynyk enters the game for H. Whiteside,,63,69
305,3,7:30.0,,B. Simmons misses 2-pt jump shot from 15 ft,63,69
306,3,7:26.0,Defensive rebound by J. Johnson,,63,69
307,3,7:14.0,Turnover by J. Johnson (traveling),,63,69
308,3,7:05.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by R. Covington),63,71
309,3,6:43.0,J. Richardson misses 2-pt layup from 1 ft (block by R. Covington),,63,71
310,3,6:41.0,,Defensive rebound by R. Covington,63,71
311,3,6:34.0,,B. Simmons misses 2-pt jump shot from 9 ft,63,71
312,3,6:30.0,Defensive rebound by T. Johnson,,63,71
313,3,6:29.0,Shooting foul by D. Šarić (drawn by T. Johnson),,63,71
314,3,6:29.0,T. Johnson makes free throw 1 of 2,,64,71
315,3,6:29.0,,M. Belinelli enters the game for E. İlyasova,64,71
316,3,6:29.0,,A. Johnson enters the game for R. Covington,64,71
317,3,6:29.0,J. Winslow enters the game for J. Richardson,,64,71
318,3,6:29.0,T. Johnson makes free throw 2 of 2,,65,71
319,3,6:18.0,,D. Šarić misses 2-pt layup from 1 ft,65,71
320,3,6:16.0,,Offensive rebound by Team,65,71
321,3,6:16.0,W. Ellington enters the game for T. Johnson,,65,71
322,3,6:08.0,,D. Šarić makes 2-pt layup from 2 ft,65,73
323,3,5:52.0,Turnover by G. Dragić (traveling),,65,73
324,3,5:52.0,B. Adebayo enters the game for J. Johnson,,65,73
325,3,5:41.0,,Shooting foul by W. Ellington (drawn by J. Redick),65,73
326,3,5:41.0,,J. Redick makes free throw 1 of 3,65,74
327,3,5:41.0,,J. Redick makes free throw 2 of 3,65,75
328,3,5:41.0,,J. Redick makes free throw 3 of 3,65,76
329,3,5:20.0,G. Dragić misses 2-pt layup from 1 ft,,65,76
330,3,5:17.0,,Defensive rebound by D. Šarić,65,76
331,3,4:58.0,,A. Johnson misses 2-pt layup from 1 ft,65,76
332,3,4:55.0,,Offensive rebound by D. Šarić,65,76
333,3,4:55.0,,R. Covington enters the game for J. Redick,65,76
334,3,4:53.0,,Turnover by D. Šarić (turnover; steal by J. Winslow),65,76
335,3,4:41.0,Shooting foul by A. Johnson (drawn by B. Adebayo),,65,76
336,3,4:41.0,B. Adebayo misses free throw 1 of 2,,65,76
337,3,4:41.0,Offensive rebound by Team,,65,76
338,3,4:41.0,,E. İlyasova enters the game for D. Šarić,65,76
339,3,4:41.0,D. Wade enters the game for G. Dragić,,65,76
340,3,4:41.0,B. Adebayo makes free throw 2 of 2,,66,76
341,3,4:30.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Covington),66,79
342,3,4:10.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Wade),,69,79
343,3,3:56.0,,B. Simmons makes 2-pt dunk from 1 ft,69,81
344,3,3:39.0,Shooting foul by B. Simmons (drawn by B. Adebayo),,69,81
345,3,3:39.0,B. Adebayo misses free throw 1 of 2,,69,81
346,3,3:39.0,Offensive rebound by Team,,69,81
347,3,3:39.0,,M. Fultz enters the game for B. Simmons,69,81
348,3,3:39.0,B. Adebayo makes free throw 2 of 2,,70,81
349,3,3:39.0,,Philadelphia full timeout,70,81
350,3,3:29.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by M. Fultz),70,83
351,3,3:10.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Wade),,73,83
352,3,2:49.0,,M. Fultz misses 2-pt jump shot from 7 ft,73,83
353,3,2:46.0,,Offensive rebound by A. Johnson,73,83
354,3,2:46.0,,A. Johnson misses 2-pt layup from 1 ft,73,83
355,3,2:46.0,,Offensive rebound by A. Johnson,73,83
356,3,2:45.0,,A. Johnson misses 2-pt layup from 1 ft,73,83
357,3,2:43.0,Defensive rebound by J. Winslow,,73,83
358,3,2:43.0,Shooting block foul by E. İlyasova (drawn by J. Winslow),,73,83
359,3,2:43.0,J. Winslow makes free throw 1 of 2,,74,83
360,3,2:43.0,J. Winslow misses free throw 2 of 2,,74,83
361,3,2:41.0,,Defensive rebound by E. İlyasova,74,83
362,3,2:22.0,,A. Johnson misses 2-pt hook shot from 7 ft,74,83
363,3,2:17.0,,Offensive rebound by E. İlyasova,74,83
364,3,2:17.0,,E. İlyasova makes 2-pt layup at rim,74,85
365,3,2:07.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Winslow),,76,85
366,3,1:49.0,,R. Covington misses 3-pt jump shot from 24 ft,76,85
367,3,1:48.0,Defensive rebound by Team,,76,85
368,3,1:48.0,,Violation by A. Johnson (kicked ball),76,85
369,3,1:37.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),,78,85
370,3,1:24.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by M. Fultz),78,88
371,3,1:03.0,B. Adebayo misses 2-pt jump shot from 2 ft,,78,88
372,3,1:00.0,,Defensive rebound by M. Fultz,78,88
373,3,0:46.0,,M. Fultz makes 2-pt hook shot from 6 ft,78,90
374,3,0:27.0,W. Ellington misses 3-pt jump shot from 24 ft,,78,90
375,3,0:24.0,,Defensive rebound by R. Covington,78,90
376,3,0:21.0,,R. Covington misses 2-pt layup from 6 ft (block by K. Olynyk),78,90
377,3,0:21.0,Defensive rebound by Team,,78,90
378,3,0:03.0,J. Winslow misses 2-pt jump shot from 5 ft,,78,90
379,3,0:00.0,,Defensive rebound by R. Covington,78,90
380,4,11:43.0,,J. Redick makes 2-pt layup from 1 ft,78,92
381,4,11:43.0,,Shooting foul by B. Adebayo (drawn by J. Redick),78,92
382,4,11:43.0,G. Dragić enters the game for B. Adebayo,,78,92
383,4,11:43.0,,J. Redick makes free throw 1 of 1,78,93
384,4,11:29.0,Personal foul by M. Fultz (drawn by K. Olynyk),,78,93
