,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
384,4,8:25.0,Shooting foul by R. Westbrook (drawn by K. Porziņģis),,67,87
385,4,8:25.0,K. Porziņģis misses free throw 1 of 2,,67,87
386,4,8:25.0,Offensive rebound by Team,,67,87
387,4,8:25.0,K. Porziņģis makes free throw 2 of 2,,68,87
388,4,8:09.0,,C. Anthony misses 2-pt jump shot from 18 ft,68,87
389,4,8:07.0,Defensive rebound by D. McDermott,,68,87
390,4,7:53.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,68,87
391,4,7:52.0,Offensive rebound by Team,,68,87
392,4,7:52.0,,Loose ball foul by C. Anthony (drawn by K. O'Quinn),68,87
393,4,7:52.0,,J. Grant enters the game for C. Anthony,68,87
394,4,7:42.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by R. Baker),,71,87
395,4,7:27.0,,P. George misses 2-pt layup from 2 ft (block by D. McDermott),71,87
396,4,7:27.0,,Offensive rebound by Team,71,87
397,4,7:27.0,,Á. Abrines enters the game for R. Felton,71,87
398,4,7:17.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),71,89
399,4,7:00.0,D. McDermott misses 2-pt layup from 3 ft (block by S. Adams),,71,89
400,4,6:57.0,,Defensive rebound by Á. Abrines,71,89
401,4,6:54.0,,R. Westbrook makes 2-pt layup from 1 ft,71,91
402,4,6:54.0,,Shooting foul by K. O'Quinn (drawn by R. Westbrook),71,91
403,4,6:54.0,,R. Westbrook makes free throw 1 of 1,71,92
404,4,6:31.0,K. Porziņģis makes 2-pt dunk at rim (assist by K. O'Quinn),,73,92
405,4,6:20.0,,P. George misses 2-pt jump shot from 16 ft,73,92
406,4,6:17.0,Defensive rebound by K. Porziņģis,,73,92
407,4,6:12.0,T. Hardaway makes 3-pt jump shot from 22 ft (assist by D. McDermott),,76,92
408,4,6:10.0,,Oklahoma City full timeout,76,92
409,4,5:49.0,,J. Grant misses 3-pt jump shot from 25 ft,76,92
410,4,5:46.0,Defensive rebound by K. O'Quinn,,76,92
411,4,5:46.0,New York full timeout,,76,92
412,4,5:30.0,Shooting foul by J. Grant (drawn by K. Porziņģis),,76,92
413,4,5:30.0,K. Porziņģis misses free throw 1 of 2,,76,92
414,4,5:30.0,Offensive rebound by Team,,76,92
415,4,5:30.0,K. Porziņģis makes free throw 2 of 2,,77,92
416,4,5:17.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),77,95
417,4,4:53.0,D. McDermott makes 2-pt dunk at rim (assist by K. Porziņģis),,79,95
418,4,4:37.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by R. Westbrook),79,98
419,4,4:24.0,K. O'Quinn misses 3-pt jump shot from 24 ft,,79,98
420,4,4:22.0,,Defensive rebound by R. Westbrook,79,98
421,4,4:15.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),79,101
422,4,3:59.0,K. Porziņģis misses 2-pt jump shot from 1 ft,,79,101
423,4,3:56.0,,Defensive rebound by R. Westbrook,79,101
424,4,3:53.0,,Turnover by R. Westbrook (out of bounds lost ball),79,101
425,4,3:46.0,Def 3 sec tech foul by S. Adams,,79,101
426,4,3:46.0,K. Porziņģis makes technical free throw,,80,101
427,4,3:46.0,W. Hernangómez enters the game for K. O'Quinn,,80,101
428,4,3:42.0,D. McDermott misses 3-pt jump shot from 26 ft,,80,101
429,4,3:39.0,,Defensive rebound by P. George,80,101
430,4,3:28.0,,Personal foul by T. Hardaway (drawn by S. Adams),80,101
431,4,3:28.0,,T. Ferguson enters the game for P. George,80,101
432,4,3:17.0,,Á. Abrines misses 3-pt jump shot from 26 ft,80,101
433,4,3:15.0,Defensive rebound by Team,,80,101
434,4,3:03.0,,Violation by S. Adams (kicked ball),80,101
435,4,3:03.0,,R. Felton enters the game for R. Westbrook,80,101
436,4,2:55.0,R. Baker misses 2-pt layup from 5 ft (block by S. Adams),,80,101
437,4,2:55.0,Offensive rebound by K. Porziņģis,,80,101
438,4,2:55.0,K. Porziņģis misses 2-pt dunk at rim,,80,101
439,4,2:52.0,,Defensive rebound by J. Grant,80,101
440,4,2:48.0,,Personal foul by T. Hardaway (drawn by J. Grant),80,101
441,4,2:48.0,,D. Johnson enters the game for S. Adams,80,101
442,4,2:48.0,F. Ntilikina enters the game for T. Hardaway,,80,101
443,4,2:48.0,D. Dotson enters the game for K. Porziņģis,,80,101
444,4,2:47.0,,T. Ferguson misses 2-pt dunk from 1 ft,80,101
445,4,2:47.0,,Offensive rebound by J. Grant,80,101
446,4,2:35.0,,J. Grant misses 2-pt jump shot from 2 ft (block by W. Hernangómez),80,101
447,4,2:34.0,,Offensive rebound by Team,80,101
448,4,2:34.0,,J. Huestis enters the game for J. Grant,80,101
449,4,2:32.0,,Personal foul by F. Ntilikina (drawn by Á. Abrines),80,101
450,4,2:22.0,,D. Johnson makes 2-pt layup at rim (assist by R. Felton),80,103
451,4,2:15.0,W. Hernangómez makes 2-pt layup at rim (assist by R. Baker),,82,103
452,4,2:15.0,Shooting foul by Á. Abrines (drawn by W. Hernangómez),,82,103
453,4,2:15.0,W. Hernangómez makes free throw 1 of 1,,83,103
454,4,2:02.0,,Á. Abrines misses 3-pt jump shot from 25 ft,83,103
455,4,2:02.0,Defensive rebound by R. Baker,,83,103
456,4,1:47.0,Turnover by R. Baker (bad pass; steal by D. Johnson),,83,103
457,4,1:43.0,,Turnover by J. Huestis (traveling),83,103
458,4,1:32.0,D. Dotson misses 2-pt jump shot from 20 ft,,83,103
459,4,1:30.0,,Defensive rebound by D. Johnson,83,103
460,4,1:20.0,,D. Johnson misses 2-pt hook shot from 1 ft,83,103
461,4,1:20.0,,Offensive rebound by D. Johnson,83,103
462,4,1:16.0,,Turnover by Á. Abrines (traveling),83,103
463,4,1:04.0,Turnover by W. Hernangómez (lost ball; steal by R. Felton),,83,103
464,4,0:56.0,,T. Ferguson misses 2-pt jump shot from 8 ft,83,103
465,4,0:53.0,,Offensive rebound by D. Johnson,83,103
466,4,0:53.0,,D. Johnson makes 2-pt layup at rim,83,105
467,4,0:40.0,Personal foul by Á. Abrines (drawn by R. Baker),,83,105
468,4,0:40.0,R. Baker makes free throw 1 of 2,,84,105
469,4,0:40.0,R. Baker misses free throw 2 of 2,,84,105
470,4,0:40.0,Turnover by W. Hernangómez (turnover),,84,105
471,4,0:23.0,,T. Ferguson misses 3-pt jump shot from 25 ft,84,105
472,4,0:20.0,,Offensive rebound by D. Johnson,84,105
473,4,0:18.0,,Á. Abrines misses 3-pt jump shot from 23 ft,84,105
474,4,0:18.0,,Offensive rebound by J. Huestis,84,105
