,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
383,4,9:47.0,J. Johnson misses 3-pt jump shot from 25 ft,,92,87
384,4,9:43.0,,Defensive rebound by I. Clark,92,87
385,4,9:31.0,,N. Mirotić misses 2-pt jump shot from 10 ft,92,87
386,4,9:28.0,Defensive rebound by J. Johnson,,92,87
387,4,9:22.0,J. Johnson misses 2-pt layup from 1 ft (block by E. Okafor),,92,87
388,4,9:21.0,,Defensive rebound by N. Mirotić,92,87
389,4,9:17.0,,I. Clark makes 2-pt layup from 1 ft (assist by R. Rondo),92,89
390,4,9:17.0,Miami full timeout,,92,89
391,4,8:59.0,W. Ellington misses 3-pt jump shot from 26 ft,,92,89
392,4,8:53.0,,Defensive rebound by E. Okafor,92,89
393,4,8:50.0,,Shooting foul by D. Wade (drawn by D. Miller),92,89
394,4,8:50.0,,D. Miller makes free throw 1 of 3,92,90
395,4,8:50.0,,D. Miller makes free throw 2 of 3,92,91
396,4,8:50.0,,J. Holiday enters the game for N. Mirotić,92,91
397,4,8:50.0,,A. Davis enters the game for E. Okafor,92,91
398,4,8:50.0,,D. Miller makes free throw 3 of 3,92,92
399,4,8:34.0,D. Wade misses 2-pt jump shot from 12 ft,,92,92
400,4,8:29.0,,Defensive rebound by J. Holiday,92,92
401,4,8:22.0,,R. Rondo misses 2-pt layup from 1 ft (block by J. Johnson),92,92
402,4,8:18.0,Defensive rebound by W. Ellington,,92,92
403,4,8:10.0,Turnover by H. Whiteside (lost ball; steal by A. Davis),,92,92
404,4,8:05.0,,D. Miller misses 3-pt jump shot from 27 ft,92,92
405,4,8:00.0,Defensive rebound by H. Whiteside,,92,92
406,4,7:59.0,J. Richardson makes 2-pt layup from 3 ft,,94,92
407,4,7:59.0,Shooting foul by D. Miller (drawn by J. Richardson),,94,92
408,4,7:59.0,J. Richardson makes free throw 1 of 1,,95,92
409,4,7:59.0,G. Dragić enters the game for D. Wade,,95,92
410,4,7:48.0,,J. Holiday makes 2-pt jump shot from 13 ft,95,94
411,4,7:21.0,G. Dragić misses 2-pt jump shot from 7 ft,,95,94
412,4,7:20.0,Offensive rebound by Team,,95,94
413,4,7:20.0,,Loose ball foul by I. Clark (drawn by H. Whiteside),95,94
414,4,7:20.0,T. Johnson enters the game for J. Richardson,,95,94
415,4,7:13.0,G. Dragić misses 2-pt layup from 3 ft,,95,94
416,4,7:11.0,Offensive rebound by H. Whiteside,,95,94
417,4,7:07.0,Turnover by H. Whiteside (offensive goaltending),,95,94
418,4,6:57.0,,A. Davis misses 2-pt jump shot from 21 ft,95,94
419,4,6:52.0,Defensive rebound by W. Ellington,,95,94
420,4,6:43.0,Turnover by J. Johnson (bad pass; steal by A. Davis),,95,94
421,4,6:43.0,,Personal foul by H. Whiteside (drawn by A. Davis),95,94
422,4,6:43.0,,N. Mirotić enters the game for R. Rondo,95,94
423,4,6:43.0,B. Adebayo enters the game for H. Whiteside,,95,94
424,4,6:35.0,,J. Holiday misses 2-pt layup from 1 ft,95,94
425,4,6:32.0,Defensive rebound by B. Adebayo,,95,94
426,4,6:19.0,T. Johnson makes 2-pt jump shot from 14 ft (assist by G. Dragić),,97,94
427,4,5:51.0,,Turnover by D. Miller (bad pass; steal by J. Johnson),97,94
428,4,5:30.0,J. Johnson makes 2-pt jump shot from 5 ft,,99,94
429,4,5:29.0,,New Orleans full timeout,99,94
430,4,5:20.0,,J. Holiday makes 2-pt jump shot from 14 ft,99,96
431,4,5:04.0,W. Ellington misses 3-pt jump shot from 26 ft,,99,96
432,4,5:00.0,,Defensive rebound by A. Davis,99,96
433,4,4:55.0,,Personal foul by G. Dragić (drawn by J. Holiday),99,96
434,4,4:42.0,,J. Holiday makes 2-pt layup from 3 ft (assist by A. Davis),99,98
435,4,4:18.0,W. Ellington misses 2-pt jump shot from 8 ft,,99,98
436,4,4:13.0,,Defensive rebound by D. Miller,99,98
437,4,4:06.0,,A. Davis misses 3-pt jump shot from 25 ft,99,98
438,4,4:01.0,,Offensive rebound by A. Davis,99,98
439,4,3:59.0,,A. Davis makes 2-pt layup at rim,99,100
440,4,3:52.0,Miami full timeout,,99,100
441,4,3:52.0,J. Richardson enters the game for T. Johnson,,99,100
442,4,3:44.0,G. Dragić misses 2-pt layup from 5 ft (block by I. Clark),,99,100
443,4,3:39.0,,Defensive rebound by I. Clark,99,100
444,4,3:32.0,,J. Holiday makes 2-pt jump shot from 4 ft,99,102
445,4,3:17.0,Personal foul by I. Clark (drawn by G. Dragić),,99,102
446,4,3:17.0,H. Whiteside enters the game for W. Ellington,,99,102
447,4,3:17.0,D. Wade enters the game for B. Adebayo,,99,102
448,4,3:03.0,J. Richardson misses 2-pt hook shot from 10 ft,,99,102
449,4,3:02.0,,Defensive rebound by A. Davis,99,102
450,4,3:02.0,,New Orleans full timeout,99,102
451,4,2:51.0,,J. Holiday makes 2-pt layup from 1 ft,99,104
452,4,2:34.0,D. Wade makes 2-pt jump shot from 15 ft,,101,104
453,4,2:21.0,,A. Davis makes 2-pt jump shot from 22 ft,101,106
454,4,1:54.0,Shooting foul by J. Holiday (drawn by H. Whiteside),,101,106
455,4,1:54.0,H. Whiteside makes free throw 1 of 2,,102,106
456,4,1:54.0,H. Whiteside misses free throw 2 of 2,,102,106
457,4,1:52.0,,Defensive rebound by Team,102,106
458,4,1:40.0,,J. Holiday misses 3-pt jump shot from 26 ft,102,106
459,4,1:35.0,Defensive rebound by H. Whiteside,,102,106
460,4,1:29.0,G. Dragić misses 2-pt jump shot from 3 ft,,102,106
461,4,1:26.0,,Defensive rebound by A. Davis,102,106
462,4,1:17.0,,D. Miller misses 3-pt jump shot from 24 ft,102,106
463,4,1:10.0,Defensive rebound by J. Richardson,,102,106
464,4,1:06.0,J. Johnson misses 2-pt layup from 1 ft,,102,106
465,4,1:05.0,Offensive rebound by G. Dragić,,102,106
466,4,1:05.0,Shooting foul by D. Miller (drawn by G. Dragić),,102,106
467,4,1:05.0,G. Dragić makes free throw 1 of 2,,103,106
468,4,1:05.0,G. Dragić makes free throw 2 of 2,,104,106
469,4,0:44.0,,Turnover by J. Holiday (lost ball; steal by J. Richardson),104,106
470,4,0:34.0,Shooting foul by J. Holiday (drawn by D. Wade),,104,106
471,4,0:34.0,D. Wade makes free throw 1 of 2,,105,106
472,4,0:34.0,D. Wade makes free throw 2 of 2,,106,106
473,4,0:34.0,,New Orleans full timeout,106,106
474,4,0:24.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),106,108
475,4,0:23.0,Miami full timeout,,106,108
476,4,0:17.0,D. Wade misses 2-pt jump shot from 19 ft,,106,108
477,4,0:14.0,Offensive rebound by G. Dragić,,106,108
478,4,0:14.0,G. Dragić makes 2-pt layup at rim,,108,108
479,4,0:14.0,,New Orleans full timeout,108,108
480,4,0:00.0,,A. Davis misses 2-pt layup from 1 ft,108,108
481,4,0:00.0,Defensive rebound by G. Dragić,,108,108
482,4,0:00.0,Miami full timeout,,108,108
483,4,0:00.0,,E. Okafor enters the game for N. Mirotić,108,108
484,4,0:00.0,,D. Liggins enters the game for D. Miller,108,108
485,4,0:00.0,W. Ellington enters the game for H. Whiteside,,108,108
486,4,0:00.0,Turnover by J. Johnson (bad pass),,108,108
487,4,0:00.0,,R. Rondo enters the game for E. Okafor,108,108
488,4,0:00.0,,N. Mirotić enters the game for D. Liggins,108,108
489,4,0:00.0,H. Whiteside enters the game for G. Dragić,,108,108
490,4,0:00.0,B. Adebayo enters the game for W. Ellington,,108,108
491,1OT,4:46.0,,N. Mirotić misses 3-pt jump shot from 26 ft,108,108
492,1OT,4:44.0,Defensive rebound by G. Dragić,,108,108
493,1OT,4:27.0,J. Johnson makes 2-pt jump shot from 17 ft (assist by G. Dragić),,110,108
494,1OT,4:14.0,,J. Holiday makes 2-pt layup from 1 ft,110,110
495,1OT,3:57.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Johnson),,113,110
496,1OT,3:42.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by J. Holiday),113,112
497,1OT,3:42.0,,Shooting foul by J. Richardson (drawn by A. Davis),113,112
498,1OT,3:42.0,,A. Davis misses free throw 1 of 1,113,112
499,1OT,3:40.0,Defensive rebound by H. Whiteside,,113,112
500,1OT,3:29.0,G. Dragić makes 2-pt jump shot from 17 ft,,115,112
501,1OT,3:17.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Davis),115,115
502,1OT,2:59.0,Personal foul by I. Clark (drawn by J. Richardson),,115,115
503,1OT,2:50.0,J. Johnson makes 2-pt jump shot from 21 ft (assist by H. Whiteside),,117,115
504,1OT,2:34.0,,A. Davis misses 3-pt jump shot from 26 ft,117,115
505,1OT,2:29.0,Defensive rebound by G. Dragić,,117,115
506,1OT,2:22.0,J. Richardson misses 2-pt hook shot from 7 ft,,117,115
507,1OT,2:17.0,,Defensive rebound by E. Moore,117,115
508,1OT,2:02.0,,A. Davis misses 2-pt jump shot from 17 ft,117,115
509,1OT,1:58.0,Defensive rebound by G. Dragić,,117,115
510,1OT,1:51.0,D. Wade misses 2-pt layup from 2 ft (block by N. Mirotić),,117,115
511,1OT,1:45.0,,Defensive rebound by J. Holiday,117,115
512,1OT,1:44.0,,E. Moore misses 3-pt jump shot from 25 ft,117,115
513,1OT,1:43.0,,Offensive rebound by A. Davis,117,115
514,1OT,1:43.0,,A. Davis misses 2-pt layup at rim,117,115
515,1OT,1:43.0,,Offensive rebound by A. Davis,117,115
516,1OT,1:43.0,,Shooting foul by H. Whiteside (drawn by A. Davis),117,115
517,1OT,1:43.0,T. Johnson enters the game for H. Whiteside,,117,115
518,1OT,1:43.0,,A. Davis makes free throw 1 of 2,117,116
519,1OT,1:43.0,,A. Davis makes free throw 2 of 2,117,117
520,1OT,1:25.0,D. Wade misses 2-pt jump shot from 14 ft,,117,117
521,1OT,1:22.0,,Defensive rebound by A. Davis,117,117
522,1OT,1:17.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),117,119
523,1OT,1:10.0,Miami full timeout,,117,119
524,1OT,1:10.0,B. Adebayo enters the game for T. Johnson,,117,119
525,1OT,0:59.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),,119,119
526,1OT,0:48.0,,A. Davis misses 2-pt jump shot from 14 ft,119,119
527,1OT,0:44.0,Defensive rebound by D. Wade,,119,119
528,1OT,0:36.0,D. Wade makes 2-pt jump shot from 12 ft,,121,119
529,1OT,0:35.0,,New Orleans full timeout,121,119
530,1OT,0:35.0,,New Orleans full timeout,121,119
531,1OT,0:29.0,,A. Davis makes 2-pt layup at rim (assist by J. Holiday),121,121
532,1OT,0:29.0,,Shooting foul by B. Adebayo (drawn by A. Davis),121,121
533,1OT,0:29.0,,A. Davis makes free throw 1 of 1,121,122
534,1OT,0:29.0,Miami full timeout,,121,122
535,1OT,0:21.0,D. Wade makes 2-pt jump shot from 14 ft,,123,122
536,1OT,0:07.0,,J. Holiday makes 2-pt jump shot from 9 ft,123,124
537,1OT,0:02.0,D. Wade misses 2-pt jump shot from 21 ft,,123,124
538,1OT,0:02.0,Offensive rebound by J. Richardson,,123,124
539,1OT,0:00.0,J. Richardson misses 2-pt layup at rim,,123,124
540,1OT,0:00.0,,Defensive rebound by Team,123,124
