,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
60,1,4:12.0,,I. Thomas misses 2-pt jump shot from 15 ft,23,25
61,1,4:10.0,Defensive rebound by K. Thompson,,23,25
62,1,4:07.0,K. Durant makes 2-pt dunk from 3 ft (assist by K. Thompson),,25,25
63,1,4:06.0,,Cleveland full timeout,25,25
64,1,4:06.0,,D. Wade enters the game for I. Thomas,25,25
65,1,3:57.0,,Personal foul by A. Iguodala (drawn by L. James),25,25
66,1,3:57.0,,L. James makes free throw 1 of 2,25,26
67,1,3:57.0,,L. James makes free throw 2 of 2,25,27
68,1,3:44.0,K. Thompson misses 3-pt jump shot from 25 ft,,25,27
69,1,3:42.0,,Defensive rebound by K. Love,25,27
70,1,3:28.0,,K. Love makes 2-pt jump shot from 10 ft (assist by D. Wade),25,29
71,1,3:19.0,Turnover by J. Bell (bad pass),,25,29
72,1,3:19.0,P. McCaw enters the game for J. Bell,,25,29
73,1,3:19.0,D. Green enters the game for K. Thompson,,25,29
74,1,3:10.0,,L. James misses 3-pt jump shot from 24 ft,25,29
75,1,3:06.0,Defensive rebound by A. Iguodala,,25,29
76,1,3:03.0,Shooting foul by D. Wade (drawn by K. Durant),,25,29
77,1,3:03.0,K. Durant makes free throw 1 of 2,,26,29
78,1,3:03.0,,J. Green enters the game for J. Crowder,26,29
79,1,3:03.0,K. Durant makes free throw 2 of 2,,27,29
80,1,2:43.0,,J. Smith makes 2-pt jump shot from 8 ft,27,31
81,1,2:37.0,Turnover by P. McCaw (step out of bounds),,27,31
82,1,2:22.0,,L. James makes 2-pt layup from 1 ft,27,33
83,1,2:22.0,,Shooting foul by A. Iguodala (drawn by L. James),27,33
84,1,2:22.0,,L. James makes free throw 1 of 1,27,34
85,1,2:14.0,Personal foul by J. Green (drawn by S. Curry),,27,34
86,1,2:14.0,S. Curry makes free throw 1 of 2,,28,34
87,1,2:14.0,S. Curry makes free throw 2 of 2,,29,34
88,1,2:03.0,,Turnover by D. Wade (bad pass; steal by K. Durant),29,34
89,1,1:59.0,K. Durant makes 2-pt dunk from 1 ft,,31,34
90,1,1:45.0,,J. Smith misses 3-pt jump shot from 24 ft,31,34
91,1,1:41.0,Defensive rebound by D. Green,,31,34
92,1,1:38.0,A. Iguodala misses 2-pt layup from 1 ft,,31,34
93,1,1:38.0,Offensive rebound by S. Curry,,31,34
94,1,1:21.0,S. Curry misses 3-pt jump shot from 25 ft,,31,34
95,1,1:21.0,Offensive rebound by A. Iguodala,,31,34
96,1,1:18.0,A. Iguodala makes 2-pt jump shot from 4 ft,,33,34
97,1,1:11.0,,Personal block foul by S. Curry (drawn by L. James),33,34
98,1,1:11.0,,L. James makes free throw 1 of 2,33,35
99,1,1:11.0,,T. Thompson enters the game for K. Love,33,35
100,1,1:11.0,S. Livingston enters the game for S. Curry,,33,35
101,1,1:11.0,,L. James misses free throw 2 of 2,33,35
102,1,1:09.0,,Offensive rebound by T. Thompson,33,35
103,1,1:09.0,,T. Thompson misses 2-pt layup at rim,33,35
104,1,1:09.0,Defensive rebound by Team,,33,35
105,1,0:49.0,K. Durant misses 2-pt layup from 1 ft,,33,35
106,1,0:46.0,Offensive rebound by A. Iguodala,,33,35
107,1,0:43.0,S. Livingston misses 2-pt jump shot from 15 ft,,33,35
108,1,0:43.0,,Defensive rebound by L. James,33,35
109,1,0:36.0,,Turnover by L. James (bad pass; steal by K. Durant),33,35
110,1,0:30.0,K. Durant makes 2-pt layup at rim (assist by A. Iguodala),,35,35
111,1,0:07.0,,J. Smith misses 2-pt jump shot from 11 ft,35,35
112,1,0:07.0,,Offensive rebound by L. James,35,35
113,1,0:05.0,,L. James makes 2-pt layup from 1 ft,35,37
114,1,0:01.0,Turnover by K. Durant (bad pass; steal by J. Green),,35,37
115,2,11:43.0,D. West misses 2-pt jump shot from 19 ft,,35,37
116,2,11:39.0,Offensive rebound by S. Livingston,,35,37
117,2,11:27.0,D. Green misses 2-pt jump shot from 4 ft,,35,37
118,2,11:25.0,,Defensive rebound by T. Thompson,35,37
119,2,11:18.0,,D. Wade misses 3-pt jump shot from 25 ft,35,37
120,2,11:18.0,Defensive rebound by Team,,35,37
121,2,11:18.0,,Loose ball foul by T. Thompson (drawn by D. Green),35,37
122,2,11:01.0,Turnover by D. West (lost ball; steal by T. Thompson),,35,37
123,2,10:52.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Wade),35,40
124,2,10:43.0,S. Livingston misses 2-pt jump shot from 21 ft,,35,40
125,2,10:41.0,,Defensive rebound by J. Green,35,40
126,2,10:17.0,,T. Thompson misses 2-pt layup from 2 ft,35,40
127,2,10:11.0,,Offensive rebound by J. Green,35,40
128,2,10:11.0,,J. Green makes 2-pt layup at rim,35,42
129,2,9:59.0,D. West misses 2-pt jump shot from 20 ft,,35,42
130,2,9:59.0,,Defensive rebound by T. Thompson,35,42
131,2,9:49.0,,D. Wade makes 2-pt layup from 1 ft,35,44
132,2,9:33.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),,37,44
133,2,9:21.0,,I. Thomas misses 3-pt jump shot from 25 ft,37,44
134,2,9:17.0,Defensive rebound by K. Thompson,,37,44
135,2,9:12.0,A. Iguodala makes 2-pt layup at rim,,39,44
136,2,9:00.0,,I. Thomas misses 2-pt jump shot from 12 ft,39,44
137,2,8:58.0,Defensive rebound by S. Livingston,,39,44
138,2,8:57.0,Personal foul by D. Wade (drawn by D. Green),,39,44
139,2,8:51.0,K. Thompson misses 2-pt jump shot from 18 ft,,39,44
140,2,8:47.0,,Defensive rebound by T. Thompson,39,44
141,2,8:41.0,,D. Wade makes 2-pt jump shot from 11 ft,39,46
142,2,8:23.0,D. Green misses 3-pt jump shot from 26 ft,,39,46
143,2,8:19.0,Offensive rebound by D. West,,39,46
144,2,8:04.0,Personal foul by I. Thomas (drawn by A. Iguodala),,39,46
145,2,7:55.0,S. Livingston makes 2-pt jump shot from 12 ft (assist by D. West),,41,46
146,2,7:36.0,,Personal foul by S. Livingston (drawn by J. Green),41,46
147,2,7:26.0,,K. Korver misses 3-pt jump shot from 25 ft,41,46
148,2,7:23.0,,Offensive rebound by T. Thompson,41,46
149,2,7:23.0,,Turnover by T. Thompson (out of bounds lost ball),41,46
150,2,7:23.0,S. Curry enters the game for A. Iguodala,,41,46
151,2,7:23.0,K. Looney enters the game for D. Green,,41,46
152,2,7:11.0,K. Looney makes 2-pt jump shot from 7 ft (assist by S. Curry),,43,46
153,2,6:46.0,,D. Wade misses 2-pt jump shot from 14 ft,43,46
154,2,6:44.0,,Offensive rebound by T. Thompson,43,46
155,2,6:44.0,,Turnover by T. Thompson (out of bounds lost ball),43,46
156,2,6:44.0,,Cleveland full timeout,43,46
157,2,6:44.0,,L. James enters the game for D. Wade,43,46
158,2,6:44.0,K. Durant enters the game for K. Thompson,,43,46
159,2,6:44.0,P. McCaw enters the game for S. Livingston,,43,46
160,2,6:22.0,D. West misses 2-pt jump shot from 20 ft,,43,46
161,2,6:22.0,,Defensive rebound by Team,43,46
162,2,6:22.0,Loose ball foul by K. Looney (drawn by K. Korver),,43,46
163,2,6:00.0,,L. James makes 2-pt jump shot from 16 ft,43,48
164,2,5:47.0,S. Curry makes 3-pt jump shot from 25 ft,,46,48
165,2,5:35.0,,Shooting foul by P. McCaw (drawn by I. Thomas),46,48
166,2,5:35.0,,I. Thomas makes free throw 1 of 2,46,49
167,2,5:35.0,,K. Love enters the game for T. Thompson,46,49
168,2,5:35.0,,I. Thomas makes free throw 2 of 2,46,50
169,2,5:20.0,S. Curry makes 2-pt layup from 1 ft,,48,50
170,2,5:05.0,,I. Thomas makes 2-pt jump shot from 14 ft,48,52
171,2,4:49.0,P. McCaw misses 3-pt jump shot from 22 ft,,48,52
172,2,4:46.0,,Defensive rebound by K. Korver,48,52
173,2,4:37.0,,L. James makes 2-pt layup at rim (assist by I. Thomas),48,54
174,2,4:36.0,Golden State full timeout,,48,54
175,2,4:36.0,K. Thompson enters the game for P. McCaw,,48,54
176,2,4:36.0,D. Green enters the game for D. West,,48,54
177,2,4:24.0,K. Durant misses 2-pt jump shot from 15 ft,,48,54
178,2,4:20.0,Offensive rebound by K. Looney,,48,54
179,2,4:14.0,K. Durant makes 3-pt jump shot from 22 ft (assist by K. Thompson),,51,54
180,2,3:56.0,,J. Green misses 3-pt jump shot from 23 ft,51,54
181,2,3:55.0,Defensive rebound by S. Curry,,51,54
182,2,3:48.0,K. Durant misses 2-pt layup at rim (block by L. James),,51,54
183,2,3:45.0,,Defensive rebound by K. Korver,51,54
184,2,3:45.0,,Personal foul by S. Curry (drawn by I. Thomas),51,54
185,2,3:45.0,,J. Smith enters the game for I. Thomas,51,54
186,2,3:45.0,,D. Wade enters the game for K. Korver,51,54
187,2,3:31.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Smith),51,56
188,2,3:16.0,Turnover by K. Looney (lost ball; steal by K. Love),,51,56
189,2,3:16.0,Violation by K. Looney (kicked ball),,51,56
190,2,2:56.0,,Turnover by J. Smith (bad pass; steal by K. Durant),51,56
191,2,2:50.0,S. Curry misses 3-pt jump shot from 25 ft,,51,56
192,2,2:48.0,,Defensive rebound by L. James,51,56
193,2,2:48.0,,Turnover by L. James (out of bounds lost ball),51,56
194,2,2:48.0,,J. Crowder enters the game for J. Green,51,56
195,2,2:48.0,A. Iguodala enters the game for K. Looney,,51,56
196,2,2:41.0,A. Iguodala misses 2-pt jump shot from 16 ft,,51,56
197,2,2:37.0,,Defensive rebound by L. James,51,56
198,2,2:30.0,,J. Crowder misses 3-pt jump shot from 27 ft,51,56
199,2,2:25.0,Defensive rebound by D. Green,,51,56
200,2,2:22.0,Personal foul by J. Crowder (drawn by S. Curry),,51,56
201,2,2:21.0,Personal foul by K. Love (drawn by A. Iguodala),,51,56
202,2,2:21.0,A. Iguodala makes free throw 1 of 2,,52,56
203,2,2:21.0,A. Iguodala makes free throw 2 of 2,,53,56
204,2,2:11.0,,J. Smith makes 2-pt jump shot from 9 ft (assist by L. James),53,58
205,2,1:57.0,Turnover by S. Curry (bad pass),,53,58
206,2,1:46.0,,J. Smith misses 2-pt jump shot from 11 ft,53,58
207,2,1:43.0,,Offensive rebound by D. Wade,53,58
208,2,1:43.0,,D. Wade misses 2-pt layup at rim,53,58
209,2,1:43.0,Defensive rebound by K. Durant,,53,58
210,2,1:43.0,,J. Green enters the game for K. Love,53,58
211,2,1:37.0,K. Durant misses 3-pt jump shot from 27 ft,,53,58
212,2,1:34.0,,Defensive rebound by L. James,53,58
213,2,1:30.0,,J. Crowder makes 2-pt layup at rim (assist by D. Wade),53,60
214,2,1:14.0,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),,55,60
215,2,0:53.0,,Turnover by L. James (bad pass),55,60
216,2,0:53.0,N. Young enters the game for S. Curry,,55,60
217,2,0:43.0,Personal foul by J. Crowder (drawn by K. Durant),,55,60
218,2,0:43.0,K. Durant makes free throw 1 of 2,,56,60
219,2,0:43.0,K. Durant makes free throw 2 of 2,,57,60
220,2,0:26.0,,D. Wade makes 2-pt jump shot from 11 ft,57,62
221,2,0:05.0,Turnover by K. Thompson (lost ball; steal by D. Wade),,57,62
222,2,0:02.0,,J. Green makes 2-pt dunk from 1 ft (assist by D. Wade),57,64
223,2,0:00.0,D. Green misses 3-pt jump shot from 36 ft,,57,64
224,2,0:00.0,Offensive rebound by Team,,57,64
225,3,11:35.0,K. Durant misses 2-pt jump shot from 17 ft,,57,64
226,3,11:33.0,Offensive rebound by D. Green,,57,64
227,3,11:33.0,Shooting foul by K. Love (drawn by D. Green),,57,64
228,3,11:33.0,D. Green misses free throw 1 of 2,,57,64
229,3,11:33.0,Offensive rebound by Team,,57,64
230,3,11:33.0,D. Green makes free throw 2 of 2,,58,64
231,3,11:17.0,,J. Crowder misses 3-pt jump shot from 23 ft (block by D. Green),58,64
232,3,11:17.0,,Offensive rebound by Team,58,64
233,3,11:13.0,,I. Thomas misses 2-pt jump shot from 8 ft (block by K. Durant),58,64
234,3,11:09.0,Defensive rebound by J. Bell,,58,64
235,3,11:09.0,Shooting foul by J. Smith (drawn by K. Durant),,58,64
236,3,11:09.0,K. Durant makes free throw 1 of 2,,59,64
237,3,11:09.0,K. Durant makes free throw 2 of 2,,60,64
238,3,11:00.0,,Personal foul by K. Durant (drawn by L. James),60,64
239,3,10:52.0,,K. Love misses 3-pt jump shot from 25 ft,60,64
240,3,10:50.0,Defensive rebound by D. Green,,60,64
241,3,10:48.0,S. Curry makes 2-pt dunk from 1 ft (assist by K. Durant),,62,64
242,3,10:47.0,,Cleveland full timeout,62,64
243,3,10:33.0,,L. James makes 2-pt layup at rim (assist by K. Love),62,66
244,3,10:33.0,Violation by K. Durant (def goaltending),,62,66
245,3,10:19.0,D. Green misses 2-pt jump shot from 15 ft,,62,66
246,3,10:17.0,,Defensive rebound by K. Love,62,66
247,3,10:06.0,,I. Thomas misses 3-pt jump shot from 25 ft,62,66
248,3,10:02.0,Defensive rebound by D. Green,,62,66
249,3,9:56.0,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),,65,66
250,3,9:36.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),65,69
251,3,9:24.0,J. Bell misses 2-pt jump shot from 4 ft (block by K. Love),,65,69
252,3,9:24.0,,Defensive rebound by I. Thomas,65,69
253,3,9:15.0,,J. Crowder misses 3-pt jump shot from 23 ft,65,69
254,3,9:15.0,Defensive rebound by K. Thompson,,65,69
255,3,9:08.0,D. Green misses 3-pt jump shot from 25 ft,,65,69
256,3,9:08.0,,Defensive rebound by J. Crowder,65,69
257,3,8:57.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),65,72
258,3,8:39.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,68,72
259,3,8:28.0,,I. Thomas misses 3-pt jump shot from 24 ft,68,72
260,3,8:24.0,Defensive rebound by S. Curry,,68,72
261,3,8:22.0,Offensive foul by D. Green (drawn by I. Thomas),,68,72
262,3,8:22.0,Turnover by D. Green (offensive foul),,68,72
263,3,8:22.0,K. Looney enters the game for J. Bell,,68,72
264,3,8:04.0,,Turnover by L. James (out of bounds lost ball),68,72
265,3,7:51.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,71,72
266,3,7:31.0,,K. Love misses 3-pt jump shot from 23 ft,71,72
267,3,7:28.0,Defensive rebound by K. Durant,,71,72
268,3,7:26.0,Shooting foul by J. Crowder (drawn by K. Durant),,71,72
269,3,7:26.0,K. Durant makes free throw 1 of 2,,72,72
270,3,7:26.0,K. Durant makes free throw 2 of 2,,73,72
271,3,7:10.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Smith),73,74
272,3,6:56.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,75,74
273,3,6:47.0,,I. Thomas misses 2-pt jump shot from 16 ft,75,74
274,3,6:46.0,,Offensive rebound by L. James,75,74
275,3,6:40.0,,Shooting foul by K. Durant (drawn by L. James),75,74
276,3,6:40.0,,L. James makes free throw 1 of 2,75,75
277,3,6:40.0,,L. James makes free throw 2 of 2,75,76
278,3,6:24.0,K. Durant makes 2-pt jump shot from 9 ft (assist by D. Green),,77,76
279,3,6:03.0,,Turnover by L. James (bad pass; steal by K. Thompson),77,76
280,3,5:58.0,Turnover by S. Curry (bad pass; steal by K. Love),,77,76
281,3,5:48.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by L. James),77,79
282,3,5:36.0,Shooting foul by K. Love (drawn by K. Looney),,77,79
283,3,5:36.0,K. Looney makes free throw 1 of 2,,78,79
284,3,5:36.0,,J. Green enters the game for K. Love,78,79
285,3,5:36.0,A. Iguodala enters the game for D. Green,,78,79
286,3,5:36.0,K. Looney makes free throw 2 of 2,,79,79
287,3,5:17.0,,J. Smith makes 2-pt jump shot from 8 ft (assist by I. Thomas),79,81
288,3,5:05.0,S. Curry makes 3-pt jump shot from 33 ft,,82,81
289,3,4:41.0,,I. Thomas makes 2-pt layup at rim (assist by L. James),82,83
290,3,4:25.0,K. Durant misses 2-pt jump shot from 18 ft,,82,83
291,3,4:21.0,,Defensive rebound by L. James,82,83
292,3,4:19.0,,Turnover by L. James (bad pass),82,83
293,3,4:19.0,Golden State full timeout,,82,83
294,3,4:19.0,,D. Wade enters the game for I. Thomas,82,83
295,3,4:00.0,A. Iguodala misses 2-pt jump shot from 5 ft (block by L. James),,82,83
296,3,3:59.0,Offensive rebound by A. Iguodala,,82,83
297,3,3:59.0,Personal foul by L. James (drawn by A. Iguodala),,82,83
298,3,3:59.0,A. Iguodala makes free throw 1 of 2,,83,83
299,3,3:59.0,N. Young enters the game for K. Thompson,,83,83
300,3,3:59.0,A. Iguodala misses free throw 2 of 2,,83,83
301,3,3:53.0,,Defensive rebound by D. Wade,83,83
302,3,3:37.0,,Turnover by L. James (lost ball; steal by A. Iguodala),83,83
303,3,3:32.0,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),,85,83
304,3,3:19.0,,L. James misses 3-pt jump shot from 24 ft,85,83
305,3,3:19.0,Defensive rebound by Team,,85,83
306,3,3:08.0,S. Curry misses 2-pt layup from 3 ft (block by L. James),,85,83
307,3,3:04.0,Offensive rebound by K. Looney,,85,83
308,3,3:01.0,Turnover by S. Curry (bad pass; steal by J. Crowder),,85,83
309,3,2:58.0,,L. James makes 2-pt layup at rim (assist by J. Crowder),85,85
310,3,2:58.0,,Shooting foul by A. Iguodala (drawn by L. James),85,85
311,3,2:58.0,,L. James misses free throw 1 of 1,85,85
312,3,2:55.0,Defensive rebound by K. Durant,,85,85
313,3,2:47.0,K. Durant misses 3-pt jump shot from 25 ft,,85,85
314,3,2:44.0,,Defensive rebound by D. Wade,85,85
315,3,2:38.0,,D. Wade misses 2-pt jump shot from 15 ft,85,85
316,3,2:36.0,Defensive rebound by K. Looney,,85,85
317,3,2:31.0,N. Young misses 3-pt jump shot from 24 ft,,85,85
318,3,2:27.0,,Defensive rebound by D. Wade,85,85
319,3,2:22.0,,J. Crowder misses 2-pt jump shot from 15 ft,85,85
320,3,2:22.0,Defensive rebound by K. Durant,,85,85
321,3,2:17.0,Shooting foul by J. Green (drawn by K. Looney),,85,85
322,3,2:17.0,K. Looney makes free throw 1 of 2,,86,85
323,3,2:17.0,,T. Thompson enters the game for J. Crowder,86,85
324,3,2:17.0,K. Looney misses free throw 2 of 2,,86,85
325,3,2:14.0,,Defensive rebound by L. James,86,85
326,3,1:57.0,,L. James misses 2-pt jump shot from 16 ft,86,85
327,3,1:55.0,Defensive rebound by A. Iguodala,,86,85
328,3,1:52.0,Shooting foul by L. James (drawn by K. Durant),,86,85
329,3,1:52.0,K. Durant makes free throw 1 of 2,,87,85
330,3,1:52.0,,I. Thomas enters the game for J. Smith,87,85
331,3,1:52.0,,K. Korver enters the game for L. James,87,85
332,3,1:52.0,D. Green enters the game for K. Looney,,87,85
333,3,1:52.0,K. Durant makes free throw 2 of 2,,88,85
334,3,1:35.0,,D. Wade misses 2-pt jump shot from 20 ft,88,85
335,3,1:33.0,Defensive rebound by S. Curry,,88,85
336,3,1:23.0,K. Durant makes 3-pt jump shot from 29 ft,,91,85
337,3,1:04.0,,J. Green misses 3-pt jump shot from 25 ft,91,85
338,3,1:01.0,,Offensive rebound by T. Thompson,91,85
339,3,0:59.0,,J. Green makes 2-pt dunk from 1 ft (assist by K. Korver),91,87
340,3,0:53.0,S. Curry misses 3-pt jump shot from 28 ft,,91,87
341,3,0:53.0,,Defensive rebound by K. Korver,91,87
342,3,0:41.0,,D. Wade makes 2-pt layup at rim,91,89
343,3,0:27.0,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),,93,89
344,3,0:03.0,,I. Thomas makes 2-pt jump shot from 7 ft,93,91
345,3,0:00.0,A. Iguodala misses 3-pt jump shot from 26 ft,,93,91
346,3,0:00.0,Offensive rebound by Team,,93,91
347,4,11:46.0,,I. Thomas makes 2-pt jump shot from 21 ft (assist by D. Wade),93,93
348,4,11:21.0,D. Green misses 3-pt jump shot from 23 ft,,93,93
349,4,11:21.0,Offensive rebound by Team,,93,93
350,4,11:21.0,Turnover by Team (shot clock),,93,93
351,4,11:05.0,,I. Thomas misses 2-pt jump shot from 20 ft,93,93
352,4,11:05.0,Defensive rebound by Team,,93,93
353,4,10:50.0,Turnover by S. Livingston (traveling),,93,93
354,4,10:29.0,,J. Green misses 3-pt jump shot from 25 ft,93,93
355,4,10:27.0,Defensive rebound by A. Iguodala,,93,93
356,4,10:24.0,K. Thompson misses 3-pt jump shot from 34 ft,,93,93
357,4,10:20.0,Offensive rebound by D. Green,,93,93
358,4,10:09.0,A. Iguodala misses 3-pt jump shot from 26 ft,,93,93
359,4,10:05.0,,Defensive rebound by D. Wade,93,93
360,4,9:57.0,,D. Wade misses 2-pt jump shot from 11 ft,93,93
361,4,9:57.0,,Offensive rebound by Team,93,93
362,4,9:57.0,Loose ball foul by K. Thompson (drawn by T. Thompson),,93,93
363,4,9:40.0,,J. Green misses 2-pt jump shot from 16 ft,93,93
364,4,9:37.0,Defensive rebound by D. Green,,93,93
365,4,9:36.0,Shooting foul by J. Green (drawn by A. Iguodala),,93,93
366,4,9:36.0,A. Iguodala misses free throw 1 of 2,,93,93
367,4,9:36.0,Offensive rebound by Team,,93,93
368,4,9:36.0,A. Iguodala misses free throw 2 of 2,,93,93
369,4,9:34.0,,Defensive rebound by T. Thompson,93,93
370,4,9:21.0,,Personal foul by S. Livingston (drawn by I. Thomas),93,93
371,4,9:13.0,,D. Wade misses 2-pt jump shot from 18 ft,93,93
372,4,9:10.0,Defensive rebound by D. Green,,93,93
373,4,9:07.0,Shooting foul by K. Korver (drawn by D. West),,93,93
374,4,9:07.0,D. West makes free throw 1 of 2,,94,93
375,4,9:07.0,D. West makes free throw 2 of 2,,95,93
376,4,8:54.0,,I. Thomas misses 2-pt layup from 2 ft (block by K. Thompson),95,93
377,4,8:51.0,Defensive rebound by D. Green,,95,93
378,4,8:47.0,S. Livingston makes 2-pt layup from 2 ft (assist by D. Green),,97,93
379,4,8:47.0,,Cleveland full timeout,97,93
380,4,8:47.0,,L. James enters the game for I. Thomas,97,93
381,4,8:47.0,N. Young enters the game for A. Iguodala,,97,93
382,4,8:30.0,,L. James misses 2-pt jump shot from 11 ft (block by D. West),97,93
383,4,8:25.0,,Offensive rebound by D. Wade,97,93
384,4,8:24.0,,D. Wade misses 3-pt jump shot from 24 ft,97,93
385,4,8:24.0,Defensive rebound by D. West,,97,93
386,4,8:00.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),,99,93
387,4,7:40.0,,T. Thompson makes 2-pt hook shot from 8 ft (assist by K. Korver),99,95
388,4,7:19.0,D. West makes 2-pt dunk from 1 ft (assist by D. Green),,101,95
389,4,7:05.0,,T. Thompson misses 2-pt layup from 3 ft (block by D. West),101,95
390,4,7:05.0,,Offensive rebound by Team,101,95
391,4,7:05.0,,K. Love enters the game for D. Wade,101,95
392,4,7:05.0,,J. Smith enters the game for T. Thompson,101,95
393,4,6:57.0,,J. Smith misses 2-pt jump shot from 20 ft,101,95
394,4,6:54.0,Defensive rebound by D. Green,,101,95
