,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
37,1,5:29.0,K. Simmons misses 3-pt jump shot from 23 ft,,10,16
38,1,5:26.0,,Defensive rebound by R. Gobert,10,16
39,1,5:16.0,,J. Crowder makes 2-pt jump shot from 15 ft,10,18
40,1,4:56.0,Turnover by M. Gasol (lost ball; steal by R. Gobert),,10,18
41,1,4:51.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Ingles),10,20
42,1,4:51.0,Memphis full timeout,,10,20
43,1,4:51.0,,D. Exum enters the game for J. Ingles,10,20
44,1,4:51.0,W. Selden enters the game for J. Martin,,10,20
45,1,4:51.0,D. Davis enters the game for K. Simmons,,10,20
46,1,4:51.0,M. Teague enters the game for M. Gasol,,10,20
47,1,4:32.0,M. Teague misses 2-pt jump shot from 19 ft,,10,20
48,1,4:31.0,,Defensive rebound by R. Gobert,10,20
49,1,4:16.0,,D. Exum misses 3-pt jump shot from 23 ft,10,20
50,1,4:13.0,Defensive rebound by J. Green,,10,20
51,1,3:57.0,D. Brooks misses 2-pt jump shot from 10 ft,,10,20
52,1,3:54.0,,Defensive rebound by R. Gobert,10,20
53,1,3:48.0,,D. Mitchell makes 2-pt layup from 1 ft,10,22
54,1,3:25.0,W. Selden misses 3-pt jump shot from 31 ft,,10,22
55,1,3:21.0,Offensive rebound by J. Green,,10,22
56,1,3:09.0,M. Teague misses 2-pt jump shot from 17 ft,,10,22
57,1,3:06.0,,Defensive rebound by D. Exum,10,22
58,1,2:58.0,,J. Crowder misses 3-pt jump shot from 23 ft,10,22
59,1,2:55.0,Defensive rebound by D. Brooks,,10,22
60,1,2:47.0,Turnover by W. Selden (bad pass; steal by R. Gobert),,10,22
61,1,2:40.0,,J. Crowder misses 2-pt layup from 2 ft,10,22
62,1,2:37.0,Defensive rebound by W. Selden,,10,22
63,1,2:18.0,J. Green misses 3-pt jump shot from 22 ft,,10,22
64,1,2:16.0,,Defensive rebound by R. Gobert,10,22
65,1,1:59.0,,J. Crowder misses 2-pt layup from 1 ft,10,22
66,1,1:48.0,,Offensive rebound by R. Gobert,10,22
67,1,1:48.0,,R. Gobert makes 2-pt dunk at rim,10,24
68,1,1:36.0,Personal foul by R. O'Neale (drawn by D. Brooks),,10,24
69,1,1:36.0,,D. Favors enters the game for R. O'Neale,10,24
70,1,1:36.0,,A. Burks enters the game for R. Gobert,10,24
71,1,1:36.0,,J. Jerebko enters the game for D. Mitchell,10,24
72,1,1:36.0,M. Brooks enters the game for J. Green,,10,24
73,1,1:36.0,B. McLemore enters the game for D. Brooks,,10,24
74,1,1:22.0,W. Selden makes 3-pt jump shot from 24 ft (assist by D. Davis),,13,24
75,1,1:09.0,,A. Burks misses 2-pt jump shot from 17 ft,13,24
76,1,1:05.0,Defensive rebound by M. Teague,,13,24
77,1,1:01.0,M. Brooks misses 2-pt jump shot from 18 ft,,13,24
78,1,0:59.0,,Defensive rebound by A. Burks,13,24
79,1,0:52.0,,D. Favors misses 2-pt hook shot from 6 ft,13,24
80,1,0:49.0,Defensive rebound by D. Davis,,13,24
81,1,0:43.0,Shooting foul by D. Exum (drawn by M. Teague),,13,24
82,1,0:43.0,M. Teague misses free throw 1 of 2,,13,24
83,1,0:43.0,Offensive rebound by Team,,13,24
84,1,0:43.0,,D. Mitchell enters the game for J. Jerebko,13,24
85,1,0:43.0,I. Rabb enters the game for D. Davis,,13,24
86,1,0:43.0,M. Teague makes free throw 2 of 2,,14,24
87,1,0:33.0,,D. Exum makes 3-pt jump shot from 22 ft (assist by D. Mitchell),14,27
88,1,0:09.0,W. Selden misses 3-pt jump shot from 24 ft,,14,27
89,1,0:06.0,,Defensive rebound by D. Favors,14,27
90,1,0:03.0,,Shooting foul by I. Rabb (drawn by D. Exum),14,27
91,1,0:03.0,,D. Exum makes free throw 1 of 2,14,28
92,1,0:03.0,,D. Exum makes free throw 2 of 2,14,29
93,1,0:00.0,M. Teague misses 3-pt jump shot from 25 ft,,14,29
94,1,0:00.0,Offensive rebound by Team,,14,29
95,2,11:48.0,,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),14,31
96,2,11:34.0,I. Rabb makes 2-pt dunk from 1 ft (assist by W. Selden),,16,31
97,2,11:25.0,,Turnover by J. Ingles (bad pass; steal by M. Brooks),16,31
98,2,11:18.0,M. Brooks makes 2-pt layup from 6 ft,,18,31
99,2,10:54.0,,J. Ingles misses 3-pt jump shot from 34 ft,18,31
100,2,10:54.0,Defensive rebound by Team,,18,31
101,2,10:51.0,K. Simmons enters the game for W. Selden,,18,31
102,2,10:38.0,I. Rabb misses 2-pt hook shot from 3 ft,,18,31
103,2,10:35.0,Offensive rebound by M. Brooks,,18,31
104,2,10:35.0,M. Brooks misses 2-pt layup at rim,,18,31
105,2,10:35.0,Offensive rebound by I. Rabb,,18,31
106,2,10:19.0,M. Brooks makes 2-pt jump shot from 7 ft,,20,31
107,2,10:10.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Exum),20,34
108,2,9:57.0,I. Rabb makes 2-pt jump shot from 18 ft (assist by B. McLemore),,22,34
109,2,9:33.0,,J. Crowder misses 3-pt jump shot from 25 ft,22,34
110,2,9:31.0,,Offensive rebound by Team,22,34
111,2,9:31.0,,Turnover by Team (shot clock),22,34
112,2,9:31.0,,R. O'Neale enters the game for J. Crowder,22,34
113,2,9:19.0,M. Brooks misses 3-pt jump shot from 24 ft,,22,34
114,2,9:15.0,,Defensive rebound by R. O'Neale,22,34
115,2,9:14.0,,Personal foul by I. Rabb (drawn by R. O'Neale),22,34
116,2,9:06.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),22,36
117,2,8:48.0,Turnover by I. Rabb (bad pass),,22,36
118,2,8:38.0,,Turnover by J. Ingles (bad pass; steal by M. Brooks),22,36
119,2,8:36.0,Personal foul by D. Exum (drawn by K. Simmons),,22,36
120,2,8:14.0,B. McLemore makes 2-pt jump shot from 19 ft (assist by K. Simmons),,24,36
121,2,7:56.0,,Shooting foul by I. Rabb (drawn by A. Burks),24,36
122,2,7:56.0,,A. Burks makes free throw 1 of 2,24,37
123,2,7:56.0,,R. Gobert enters the game for D. Exum,24,37
124,2,7:56.0,M. Gasol enters the game for I. Rabb,,24,37
125,2,7:56.0,J. Martin enters the game for M. Teague,,24,37
126,2,7:56.0,,D. Mitchell enters the game for R. O'Neale,24,37
127,2,7:56.0,,A. Burks makes free throw 2 of 2,24,38
128,2,7:42.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Brooks),,26,38
129,2,7:24.0,,J. Ingles misses 3-pt jump shot from 24 ft,26,38
130,2,7:21.0,Defensive rebound by B. McLemore,,26,38
131,2,7:15.0,M. Brooks makes 2-pt layup from 2 ft,,28,38
132,2,7:15.0,,Utah full timeout,28,38
133,2,7:15.0,,J. Jerebko enters the game for J. Ingles,28,38
134,2,7:15.0,,R. O'Neale enters the game for A. Burks,28,38
135,2,7:15.0,,D. Exum enters the game for D. Favors,28,38
136,2,7:01.0,Offensive charge foul by D. Mitchell (drawn by K. Simmons),,28,38
137,2,7:01.0,,Turnover by D. Mitchell (offensive foul),28,38
138,2,6:37.0,M. Brooks makes 2-pt layup from 2 ft,,30,38
139,2,6:20.0,,Personal foul by B. McLemore (drawn by D. Mitchell),30,38
140,2,6:13.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by D. Mitchell),30,41
141,2,5:53.0,M. Gasol makes 3-pt jump shot from 23 ft (assist by M. Brooks),,33,41
142,2,5:43.0,,J. Jerebko misses 3-pt jump shot from 24 ft,33,41
143,2,5:39.0,Defensive rebound by B. McLemore,,33,41
144,2,5:35.0,J. Martin makes 2-pt layup from 1 ft (assist by K. Simmons),,35,41
145,2,5:18.0,,D. Mitchell misses 3-pt jump shot from 25 ft,35,41
146,2,5:16.0,Defensive rebound by B. McLemore,,35,41
147,2,5:02.0,J. Martin misses 2-pt jump shot from 19 ft,,35,41
148,2,4:59.0,,Defensive rebound by R. O'Neale,35,41
149,2,4:54.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. O'Neale),35,44
150,2,4:47.0,Memphis full timeout,,35,44
151,2,4:47.0,,J. Ingles enters the game for D. Exum,35,44
152,2,4:47.0,D. Brooks enters the game for M. Brooks,,35,44
153,2,4:47.0,J. Green enters the game for B. McLemore,,35,44
154,2,4:33.0,M. Gasol makes 2-pt jump shot from 15 ft (assist by J. Martin),,37,44
155,2,4:14.0,,Turnover by R. Gobert (lost ball; steal by M. Gasol),37,44
156,2,4:11.0,Personal foul by D. Mitchell (drawn by K. Simmons),,37,44
157,2,3:57.0,Turnover by J. Martin (bad pass),,37,44
158,2,3:42.0,,D. Mitchell misses 3-pt jump shot from 25 ft,37,44
159,2,3:37.0,Defensive rebound by J. Martin,,37,44
160,2,3:32.0,J. Martin makes 2-pt layup from 1 ft,,39,44
161,2,3:13.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by D. Mitchell),39,46
162,2,2:59.0,Personal foul by R. O'Neale (drawn by M. Gasol),,39,46
163,2,2:59.0,,D. Favors enters the game for J. Jerebko,39,46
164,2,2:59.0,M. Teague enters the game for K. Simmons,,39,46
165,2,2:53.0,Turnover by J. Green (bad pass),,39,46
166,2,2:34.0,,Utah full timeout,39,46
167,2,2:30.0,,D. Mitchell misses 2-pt jump shot from 12 ft,39,46
168,2,2:27.0,Defensive rebound by J. Green,,39,46
169,2,2:09.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Teague),,42,46
170,2,1:54.0,,Shooting foul by M. Gasol (drawn by R. Gobert),42,46
171,2,1:54.0,,R. Gobert makes free throw 1 of 2,42,47
172,2,1:54.0,,R. Gobert makes free throw 2 of 2,42,48
173,2,1:32.0,J. Martin makes 2-pt dunk from 1 ft (assist by M. Gasol),,44,48
174,2,1:13.0,,J. Ingles misses 2-pt jump shot from 18 ft,44,48
175,2,1:09.0,,Offensive rebound by D. Favors,44,48
176,2,1:09.0,,D. Favors makes 2-pt layup at rim,44,50
177,2,1:01.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Teague),,47,50
178,2,0:37.0,,J. Ingles misses 3-pt jump shot from 26 ft,47,50
179,2,0:34.0,Defensive rebound by D. Brooks,,47,50
180,2,0:31.0,D. Brooks misses 3-pt jump shot from 25 ft,,47,50
181,2,0:28.0,,Defensive rebound by D. Mitchell,47,50
182,2,0:08.0,,Shooting foul by J. Martin (drawn by D. Mitchell),47,50
183,2,0:08.0,,D. Mitchell makes free throw 1 of 2,47,51
184,2,0:08.0,,D. Mitchell makes free throw 2 of 2,47,52
185,2,0:00.0,J. Martin misses 2-pt jump shot from 20 ft,,47,52
186,2,0:00.0,Offensive rebound by Team,,47,52
187,3,11:43.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),47,54
188,3,11:31.0,M. Gasol makes 3-pt jump shot from 22 ft (assist by K. Simmons),,50,54
189,3,11:08.0,,R. O'Neale misses 2-pt layup from 2 ft,50,54
190,3,11:07.0,,Offensive rebound by R. Gobert,50,54
191,3,11:07.0,,Turnover by R. Gobert (bad pass),50,54
192,3,10:52.0,Turnover by M. Gasol (bad pass; steal by D. Mitchell),,50,54
193,3,10:50.0,,D. Mitchell makes 2-pt layup from 2 ft,50,56
194,3,10:34.0,D. Brooks makes 2-pt layup from 1 ft,,52,56
195,3,10:06.0,,J. Ingles misses 3-pt jump shot from 24 ft,52,56
196,3,10:04.0,Defensive rebound by M. Gasol,,52,56
197,3,9:58.0,D. Brooks misses 3-pt jump shot from 25 ft,,52,56
198,3,9:55.0,,Defensive rebound by D. Favors,52,56
199,3,9:42.0,,D. Mitchell misses 3-pt jump shot from 27 ft,52,56
200,3,9:39.0,Defensive rebound by J. Green,,52,56
201,3,9:25.0,D. Brooks misses 2-pt jump shot from 16 ft,,52,56
202,3,9:22.0,,Defensive rebound by R. O'Neale,52,56
203,3,9:14.0,,Personal foul by K. Simmons (drawn by R. O'Neale),52,56
204,3,9:05.0,,J. Ingles misses 2-pt layup from 4 ft,52,56
205,3,9:03.0,Defensive rebound by M. Gasol,,52,56
206,3,8:56.0,Offensive foul by M. Gasol (drawn by R. Gobert),,52,56
207,3,8:56.0,Turnover by M. Gasol (offensive foul),,52,56
208,3,8:47.0,,Shooting foul by M. Gasol (drawn by D. Mitchell),52,56
209,3,8:47.0,,D. Mitchell misses free throw 1 of 2,52,56
210,3,8:47.0,,Offensive rebound by Team,52,56
211,3,8:47.0,,D. Mitchell makes free throw 2 of 2,52,57
212,3,8:32.0,Personal foul by R. Gobert (drawn by M. Gasol),,52,57
213,3,8:32.0,,J. Crowder enters the game for D. Favors,52,57
214,3,8:29.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by J. Martin),,54,57
215,3,8:06.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),54,60
216,3,7:54.0,M. Gasol misses 3-pt jump shot from 29 ft,,54,60
217,3,7:51.0,,Defensive rebound by J. Crowder,54,60
218,3,7:43.0,,R. Gobert misses 2-pt dunk from 3 ft (block by J. Green),54,60
219,3,7:40.0,Defensive rebound by D. Brooks,,54,60
220,3,7:38.0,J. Martin misses 2-pt layup from 2 ft (block by J. Ingles),,54,60
221,3,7:33.0,Offensive rebound by M. Gasol,,54,60
222,3,7:33.0,M. Gasol makes 2-pt dunk from 1 ft,,56,60
223,3,7:10.0,,J. Ingles misses 2-pt jump shot from 13 ft,56,60
224,3,7:07.0,Defensive rebound by J. Green,,56,60
225,3,7:07.0,Personal foul by D. Mitchell (drawn by D. Brooks),,56,60
226,3,7:07.0,W. Selden enters the game for J. Green,,56,60
227,3,6:56.0,D. Brooks makes 2-pt jump shot from 12 ft,,58,60
228,3,6:55.0,,Utah full timeout,58,60
229,3,6:46.0,,Turnover by J. Ingles (bad pass),58,60
230,3,6:33.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Martin),,61,60
231,3,6:17.0,Offensive charge foul by R. Gobert (drawn by M. Gasol),,61,60
232,3,6:17.0,,Turnover by R. Gobert (offensive foul),61,60
233,3,6:17.0,,D. Exum enters the game for R. O'Neale,61,60
234,3,6:17.0,,D. Favors enters the game for R. Gobert,61,60
235,3,6:05.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Simmons),,64,60
236,3,6:04.0,,Utah full timeout,64,60
237,3,5:41.0,,J. Crowder misses 3-pt jump shot from 24 ft,64,60
238,3,5:38.0,Defensive rebound by D. Brooks,,64,60
239,3,5:15.0,Turnover by Team (shot clock),,64,60
240,3,5:05.0,,Personal foul by K. Simmons (drawn by D. Mitchell),64,60
241,3,5:05.0,M. Teague enters the game for K. Simmons,,64,60
242,3,5:05.0,B. McLemore enters the game for D. Brooks,,64,60
243,3,4:54.0,,J. Ingles makes 2-pt jump shot from 11 ft,64,62
244,3,4:33.0,J. Martin misses 2-pt layup from 3 ft,,64,62
245,3,4:31.0,,Defensive rebound by Team,64,62
246,3,4:19.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),64,64
247,3,4:01.0,Personal foul by J. Ingles (drawn by W. Selden),,64,64
248,3,4:01.0,D. Davis enters the game for J. Martin,,64,64
249,3,4:01.0,M. Brooks enters the game for M. Gasol,,64,64
250,3,3:50.0,B. McLemore makes 2-pt jump shot from 16 ft (assist by M. Teague),,66,64
251,3,3:27.0,,J. Ingles makes 2-pt layup from 1 ft,66,66
252,3,3:16.0,W. Selden makes 3-pt jump shot from 25 ft (assist by D. Davis),,69,66
253,3,3:01.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by D. Favors),69,69
254,3,2:49.0,Personal foul by J. Crowder (drawn by M. Teague),,69,69
255,3,2:49.0,,R. O'Neale enters the game for J. Ingles,69,69
256,3,2:45.0,Turnover by D. Davis (bad pass; steal by R. O'Neale),,69,69
257,3,2:43.0,,R. O'Neale makes 2-pt layup at rim,69,71
258,3,2:43.0,,Shooting foul by W. Selden (drawn by R. O'Neale),69,71
259,3,2:43.0,,R. O'Neale makes free throw 1 of 1,69,72
260,3,2:27.0,B. McLemore misses 3-pt jump shot from 25 ft,,69,72
261,3,2:24.0,,Defensive rebound by R. O'Neale,69,72
262,3,2:15.0,,D. Exum makes 2-pt dunk from 1 ft (assist by R. O'Neale),69,74
263,3,2:15.0,Memphis full timeout,,69,74
264,3,2:15.0,,A. Burks enters the game for D. Mitchell,69,74
265,3,1:51.0,W. Selden misses 2-pt layup from 6 ft (block by D. Favors),,69,74
266,3,1:51.0,Offensive rebound by Team,,69,74
267,3,1:51.0,Turnover by Team (shot clock),,69,74
268,3,1:34.0,,Turnover by J. Crowder (bad pass),69,74
269,3,1:21.0,M. Brooks makes 2-pt jump shot from 14 ft,,71,74
270,3,1:11.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Exum),71,77
271,3,0:58.0,M. Brooks makes 3-pt jump shot from 24 ft,,74,77
272,3,0:43.0,,J. Crowder misses 3-pt jump shot from 22 ft,74,77
273,3,0:39.0,,Offensive rebound by D. Favors,74,77
274,3,0:31.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by R. O'Neale),74,80
275,3,0:09.0,Shooting foul by J. Crowder (drawn by M. Brooks),,74,80
276,3,0:09.0,M. Brooks makes free throw 1 of 2,,75,80
277,3,0:09.0,,D. Mitchell enters the game for A. Burks,75,80
278,3,0:09.0,M. Brooks makes free throw 2 of 2,,76,80
279,3,0:03.0,,D. Mitchell misses 3-pt jump shot from 28 ft,76,80
280,3,0:03.0,,Offensive rebound by J. Crowder,76,80
281,3,0:00.0,,J. Crowder misses 2-pt layup at rim,76,80
282,3,0:00.0,,Offensive rebound by D. Favors,76,80
283,3,0:00.0,,D. Favors misses 2-pt layup at rim,76,80
284,3,0:00.0,,Offensive rebound by Team,76,80
285,4,11:47.0,Turnover by M. Brooks (bad pass),,76,80
286,4,11:38.0,,Turnover by D. Exum (lost ball; steal by B. McLemore),76,80
287,4,11:37.0,Personal foul by J. Ingles (drawn by B. McLemore),,76,80
288,4,11:28.0,B. McLemore misses 2-pt jump shot from 19 ft,,76,80
289,4,11:24.0,,Defensive rebound by R. Gobert,76,80
290,4,11:16.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by A. Burks),76,83
291,4,11:04.0,Shooting foul by A. Burks (drawn by W. Selden),,76,83
292,4,11:04.0,W. Selden makes free throw 1 of 2,,77,83
293,4,11:04.0,W. Selden makes free throw 2 of 2,,78,83
294,4,10:55.0,,D. Exum makes 2-pt layup from 3 ft,78,85
295,4,10:42.0,Offensive foul by D. Davis (drawn by A. Burks),,78,85
296,4,10:42.0,Turnover by D. Davis (offensive foul),,78,85
297,4,10:42.0,K. Simmons enters the game for M. Teague,,78,85
298,4,10:42.0,I. Rabb enters the game for D. Davis,,78,85
299,4,10:26.0,,Turnover by R. O'Neale (bad pass; steal by K. Simmons),78,85
300,4,10:17.0,B. McLemore misses 2-pt jump shot from 9 ft,,78,85
301,4,10:13.0,Offensive rebound by I. Rabb,,78,85
302,4,10:10.0,B. McLemore makes 2-pt layup from 1 ft (assist by I. Rabb),,80,85
303,4,9:55.0,,Shooting block foul by B. McLemore (drawn by R. Gobert),80,85
304,4,9:55.0,,R. Gobert misses free throw 1 of 2,80,85
305,4,9:55.0,,Offensive rebound by Team,80,85
306,4,9:55.0,,J. Crowder enters the game for R. O'Neale,80,85
307,4,9:55.0,,R. Gobert misses free throw 2 of 2,80,85
308,4,9:53.0,Defensive rebound by K. Simmons,,80,85
309,4,9:43.0,Shooting foul by J. Ingles (drawn by M. Brooks),,80,85
310,4,9:43.0,M. Brooks makes free throw 1 of 3,,81,85
311,4,9:43.0,M. Brooks makes free throw 2 of 3,,82,85
312,4,9:43.0,M. Brooks makes free throw 3 of 3,,83,85
313,4,9:31.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),83,87
314,4,9:18.0,K. Simmons misses 2-pt jump shot from 19 ft,,83,87
315,4,9:15.0,,Defensive rebound by R. Gobert,83,87
316,4,9:08.0,,D. Exum misses 2-pt layup from 3 ft (block by B. McLemore),83,87
317,4,9:08.0,,Offensive rebound by Team,83,87
318,4,9:08.0,D. Brooks enters the game for M. Brooks,,83,87
319,4,9:08.0,,D. Mitchell enters the game for D. Exum,83,87
320,4,8:56.0,,Shooting foul by K. Simmons (drawn by D. Mitchell),83,87
321,4,8:56.0,,D. Mitchell makes free throw 1 of 2,83,88
322,4,8:56.0,,D. Mitchell misses free throw 2 of 2,83,88
323,4,8:52.0,Defensive rebound by B. McLemore,,83,88
324,4,8:45.0,B. McLemore misses 2-pt layup from 1 ft,,83,88
325,4,8:43.0,,Defensive rebound by J. Crowder,83,88
326,4,8:40.0,,Personal foul by D. Brooks (drawn by J. Crowder),83,88
327,4,8:30.0,,Turnover by D. Mitchell (bad pass; steal by K. Simmons),83,88
328,4,8:25.0,D. Brooks makes 2-pt layup from 1 ft (assist by W. Selden),,85,88
329,4,8:06.0,,D. Mitchell makes 2-pt layup from 2 ft,85,90
330,4,8:06.0,,Shooting foul by I. Rabb (drawn by D. Mitchell),85,90
331,4,8:06.0,,D. Mitchell misses free throw 1 of 1,85,90
332,4,8:06.0,Defensive rebound by Team,,85,90
333,4,8:05.0,,Loose ball foul by R. Gobert (drawn by I. Rabb),85,90
334,4,7:48.0,D. Brooks misses 2-pt jump shot from 15 ft,,85,90
335,4,7:45.0,,Defensive rebound by J. Ingles,85,90
336,4,7:36.0,,Personal foul by B. McLemore,85,90
337,4,7:36.0,Technical foul by B. McLemore,,85,90
338,4,7:36.0,,D. Mitchell makes technical free throw,85,91
339,4,7:36.0,,R. Gobert misses free throw 1 of 2,85,91
340,4,7:36.0,,Offensive rebound by Team,85,91
341,4,7:36.0,,R. Gobert makes free throw 2 of 2,85,92
342,4,7:24.0,K. Simmons misses 2-pt jump shot from 8 ft,,85,92
343,4,7:21.0,Offensive rebound by K. Simmons,,85,92
344,4,7:18.0,K. Simmons makes 2-pt jump shot from 4 ft,,87,92
345,4,7:11.0,,Personal foul by K. Simmons (drawn by D. Mitchell),87,92
346,4,7:11.0,,D. Mitchell misses free throw 1 of 2,87,92
347,4,7:11.0,,Offensive rebound by Team,87,92
348,4,7:11.0,,D. Favors enters the game for R. Gobert,87,92
349,4,7:11.0,M. Teague enters the game for K. Simmons,,87,92
350,4,7:11.0,,D. Mitchell makes free throw 2 of 2,87,93
351,4,6:56.0,I. Rabb misses 2-pt jump shot from 8 ft (block by D. Favors),,87,93
352,4,6:53.0,Offensive rebound by D. Brooks,,87,93
353,4,6:49.0,W. Selden misses 3-pt jump shot from 26 ft,,87,93
354,4,6:45.0,,Defensive rebound by A. Burks,87,93
355,4,6:37.0,,A. Burks misses 3-pt jump shot from 25 ft,87,93
356,4,6:33.0,Defensive rebound by M. Teague,,87,93
357,4,6:30.0,D. Brooks makes 2-pt layup from 6 ft (assist by M. Teague),,89,93
358,4,6:30.0,,Utah full timeout,89,93
359,4,6:30.0,,R. O'Neale enters the game for A. Burks,89,93
360,4,6:30.0,,D. Exum enters the game for J. Crowder,89,93
361,4,6:30.0,J. Martin enters the game for W. Selden,,89,93
362,4,6:08.0,,Turnover by D. Mitchell (bad pass; steal by M. Teague),89,93
363,4,6:08.0,,Loose ball foul by J. Ingles (drawn by M. Teague),89,93
364,4,6:08.0,M. Teague misses free throw 1 of 2,,89,93
365,4,6:08.0,Offensive rebound by Team,,89,93
366,4,6:08.0,M. Teague misses free throw 2 of 2,,89,93
367,4,6:05.0,,Defensive rebound by R. O'Neale,89,93
368,4,5:50.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Ingles),89,96
369,4,5:41.0,Memphis full timeout,,89,96
370,4,5:27.0,J. Martin misses 2-pt layup from 5 ft,,89,96
371,4,5:24.0,,Defensive rebound by D. Exum,89,96
372,4,5:11.0,,Turnover by J. Ingles (out of bounds lost ball),89,96
373,4,5:11.0,D. Davis enters the game for I. Rabb,,89,96
374,4,5:11.0,W. Selden enters the game for D. Brooks,,89,96
375,4,4:52.0,B. McLemore makes 2-pt jump shot from 10 ft (assist by M. Teague),,91,96
376,4,4:37.0,,D. Mitchell misses 2-pt jump shot from 7 ft (block by D. Davis),91,96
377,4,4:34.0,Defensive rebound by D. Davis,,91,96
378,4,4:31.0,Personal foul by J. Ingles (drawn by D. Davis),,91,96
379,4,4:31.0,D. Davis misses free throw 1 of 2,,91,96
380,4,4:31.0,Offensive rebound by Team,,91,96
381,4,4:31.0,D. Davis misses free throw 2 of 2,,91,96
382,4,4:29.0,,Defensive rebound by J. Ingles,91,96
383,4,4:10.0,,D. Exum makes 2-pt jump shot from 6 ft (assist by D. Favors),91,98
384,4,3:54.0,W. Selden misses 2-pt layup from 8 ft (block by D. Favors),,91,98
385,4,3:54.0,Offensive rebound by Team,,91,98
