,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
97,2,10:56.0,,D. Harris misses 3-pt jump shot from 24 ft,36,30
98,2,10:53.0,Defensive rebound by N. Mirotić,,36,30
99,2,10:46.0,B. Portis makes 2-pt jump shot from 15 ft (assist by N. Mirotić),,38,30
100,2,10:36.0,,Personal block foul by P. Zipser (drawn by D. Harris),38,30
101,2,10:26.0,,Personal foul by D. Nwaba (drawn by D. Nowitzki),38,30
102,2,10:16.0,,D. Nowitzki misses 2-pt layup from 4 ft,38,30
103,2,10:13.0,Defensive rebound by N. Mirotić,,38,30
104,2,10:12.0,Turnover by N. Mirotić (bad pass; steal by J. Barea),,38,30
105,2,10:06.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Barea),38,32
106,2,9:54.0,P. Zipser makes 2-pt dunk at rim,,40,32
107,2,9:33.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,40,32
108,2,9:29.0,Defensive rebound by N. Mirotić,,40,32
109,2,9:21.0,B. Portis makes 2-pt layup at rim (assist by J. Grant),,42,32
110,2,9:10.0,,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),42,34
111,2,9:02.0,Offensive foul by D. Nwaba (drawn by J. Barea),,42,34
112,2,9:02.0,Turnover by D. Nwaba (offensive foul),,42,34
113,2,9:02.0,D. Valentine enters the game for D. Nwaba,,42,34
114,2,8:51.0,,D. Harris misses 2-pt layup from 1 ft,42,34
115,2,8:50.0,Defensive rebound by P. Zipser,,42,34
116,2,8:50.0,Personal foul by D. Harris (drawn by P. Zipser),,42,34
117,2,8:37.0,J. Grant misses 2-pt jump shot from 15 ft,,42,34
118,2,8:33.0,,Defensive rebound by Y. Ferrell,42,34
119,2,8:25.0,,J. Barea makes 2-pt layup from 2 ft,42,36
120,2,8:07.0,N. Mirotić misses 2-pt jump shot from 14 ft,,42,36
121,2,8:04.0,,Defensive rebound by Y. Ferrell,42,36
122,2,7:56.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Barea),42,38
123,2,7:55.0,Chicago full timeout,,42,38
124,2,7:41.0,B. Portis misses 2-pt jump shot from 21 ft,,42,38
125,2,7:37.0,,Defensive rebound by Y. Ferrell,42,38
126,2,7:28.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Barea),42,40
127,2,7:09.0,Shooting foul by D. Nowitzki (drawn by J. Grant),,42,40
128,2,7:09.0,J. Grant makes free throw 1 of 2,,43,40
129,2,7:09.0,J. Holiday enters the game for P. Zipser,,43,40
130,2,7:09.0,L. Markkanen enters the game for N. Mirotić,,43,40
131,2,7:09.0,,D. Smith enters the game for Y. Ferrell,43,40
132,2,7:09.0,J. Grant makes free throw 2 of 2,,44,40
133,2,6:57.0,,J. Barea misses 2-pt jump shot from 9 ft,44,40
134,2,6:55.0,Defensive rebound by J. Holiday,,44,40
135,2,6:45.0,J. Grant misses 3-pt jump shot from 26 ft,,44,40
136,2,6:42.0,,Defensive rebound by D. Nowitzki,44,40
137,2,6:29.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),44,42
138,2,6:12.0,L. Markkanen misses 2-pt jump shot from 17 ft,,44,42
139,2,6:12.0,Offensive rebound by Team,,44,42
140,2,6:12.0,,Loose ball foul by J. Barea (drawn by B. Portis),44,42
141,2,6:12.0,K. Dunn enters the game for J. Grant,,44,42
142,2,6:04.0,K. Dunn misses 2-pt jump shot from 15 ft,,44,42
143,2,6:02.0,,Defensive rebound by J. Barea,44,42
144,2,5:43.0,,D. Harris misses 3-pt jump shot from 22 ft,44,42
145,2,5:40.0,Defensive rebound by D. Valentine,,44,42
146,2,5:31.0,L. Markkanen makes 2-pt jump shot from 8 ft (assist by K. Dunn),,46,42
147,2,5:31.0,Shooting foul by D. Powell (drawn by L. Markkanen),,46,42
148,2,5:31.0,,H. Barnes enters the game for D. Harris,46,42
149,2,5:31.0,,W. Matthews enters the game for D. Nowitzki,46,42
150,2,5:31.0,L. Markkanen makes free throw 1 of 1,,47,42
151,2,5:31.0,R. Lopez enters the game for B. Portis,,47,42
152,2,5:18.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),47,44
153,2,5:07.0,K. Dunn makes 2-pt jump shot from 9 ft,,49,44
154,2,4:44.0,,D. Smith makes 2-pt jump shot from 13 ft,49,46
155,2,4:36.0,D. Valentine misses 3-pt jump shot from 25 ft,,49,46
156,2,4:34.0,,Defensive rebound by D. Powell,49,46
157,2,4:21.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),49,48
158,2,3:59.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by D. Valentine),,51,48
159,2,3:40.0,,H. Barnes misses 2-pt jump shot from 16 ft,51,48
160,2,3:38.0,Defensive rebound by D. Valentine,,51,48
161,2,3:29.0,Turnover by R. Lopez (bad pass; steal by D. Smith),,51,48
162,2,3:28.0,,Shooting block foul by K. Dunn (drawn by D. Smith),51,48
163,2,3:28.0,,D. Smith misses free throw 1 of 2,51,48
164,2,3:28.0,,Offensive rebound by Team,51,48
165,2,3:28.0,,S. Mejri enters the game for J. Barea,51,48
166,2,3:28.0,,M. Kleber enters the game for D. Powell,51,48
167,2,3:28.0,P. Zipser enters the game for D. Valentine,,51,48
168,2,3:28.0,,D. Smith misses free throw 2 of 2,51,48
169,2,3:26.0,Defensive rebound by L. Markkanen,,51,48
170,2,3:06.0,L. Markkanen misses 3-pt jump shot from 26 ft,,51,48
171,2,3:02.0,,Defensive rebound by M. Kleber,51,48
172,2,2:55.0,,D. Smith makes 2-pt jump shot from 15 ft,51,50
173,2,2:55.0,,Shooting foul by K. Dunn (drawn by D. Smith),51,50
174,2,2:55.0,,Dallas full timeout,51,50
175,2,2:55.0,N. Mirotić enters the game for K. Dunn,,51,50
176,2,2:55.0,J. Grant enters the game for R. Lopez,,51,50
177,2,2:55.0,,D. Powell enters the game for S. Mejri,51,50
178,2,2:55.0,,D. Smith misses free throw 1 of 1,51,50
179,2,2:53.0,Defensive rebound by P. Zipser,,51,50
180,2,2:35.0,L. Markkanen makes 2-pt dunk at rim (assist by N. Mirotić),,53,50
181,2,2:21.0,,D. Powell makes 2-pt dunk at rim (assist by H. Barnes),53,52
182,2,2:11.0,Personal foul by M. Kleber (drawn by N. Mirotić),,53,52
183,2,2:11.0,N. Mirotić makes free throw 1 of 2,,54,52
184,2,2:11.0,N. Mirotić makes free throw 2 of 2,,55,52
185,2,1:48.0,,D. Smith misses 2-pt layup from 1 ft,55,52
186,2,1:45.0,Defensive rebound by N. Mirotić,,55,52
187,2,1:43.0,Turnover by N. Mirotić (lost ball; steal by D. Powell),,55,52
188,2,1:38.0,,H. Barnes misses 3-pt jump shot from 25 ft,55,52
189,2,1:34.0,Defensive rebound by J. Holiday,,55,52
190,2,1:19.0,J. Holiday misses 3-pt jump shot from 27 ft,,55,52
191,2,1:18.0,,Defensive rebound by Team,55,52
192,2,0:56.0,,D. Smith misses 3-pt jump shot from 25 ft,55,52
193,2,0:53.0,Defensive rebound by J. Holiday,,55,52
194,2,0:42.0,N. Mirotić misses 2-pt jump shot from 9 ft,,55,52
195,2,0:40.0,,Defensive rebound by H. Barnes,55,52
196,2,0:32.0,,Personal foul by P. Zipser (drawn by D. Smith),55,52
197,2,0:32.0,,D. Smith makes free throw 1 of 2,55,53
198,2,0:32.0,,D. Smith misses free throw 2 of 2,55,53
199,2,0:29.0,Defensive rebound by N. Mirotić,,55,53
200,2,0:25.0,Shooting foul by D. Powell (drawn by J. Grant),,55,53
201,2,0:25.0,J. Grant makes free throw 1 of 2,,56,53
202,2,0:25.0,,D. Nowitzki enters the game for M. Kleber,56,53
203,2,0:25.0,,J. Barea enters the game for D. Powell,56,53
204,2,0:25.0,J. Grant makes free throw 2 of 2,,57,53
205,2,0:02.0,,D. Smith misses 2-pt layup from 5 ft (block by L. Markkanen),57,53
206,2,0:02.0,Defensive rebound by L. Markkanen,,57,53
207,2,0:00.0,J. Grant misses 3-pt jump shot from 58 ft,,57,53
208,2,0:00.0,Offensive rebound by Team,,57,53
209,3,11:45.0,,Shooting foul by J. Holiday (drawn by H. Barnes),57,53
210,3,11:45.0,,H. Barnes makes free throw 1 of 2,57,54
211,3,11:45.0,,H. Barnes makes free throw 2 of 2,57,55
212,3,11:37.0,Personal foul by W. Matthews (drawn by L. Markkanen),,57,55
213,3,11:25.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by K. Dunn),,59,55
214,3,11:01.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by W. Matthews),59,58
215,3,10:35.0,D. Valentine misses 3-pt jump shot from 25 ft,,59,58
216,3,10:33.0,,Defensive rebound by W. Matthews,59,58
217,3,10:27.0,,W. Matthews makes 2-pt jump shot from 11 ft (assist by M. Kleber),59,60
218,3,10:16.0,Personal foul by D. Smith (drawn by L. Markkanen),,59,60
219,3,10:10.0,K. Dunn misses 2-pt jump shot from 17 ft,,59,60
220,3,10:06.0,,Defensive rebound by D. Nowitzki,59,60
221,3,9:58.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),59,63
222,3,9:42.0,R. Lopez misses 2-pt hook shot from 10 ft,,59,63
223,3,9:40.0,,Defensive rebound by H. Barnes,59,63
224,3,9:20.0,,H. Barnes misses 3-pt jump shot from 24 ft,59,63
225,3,9:18.0,Defensive rebound by L. Markkanen,,59,63
226,3,9:04.0,K. Dunn makes 3-pt jump shot from 25 ft,,62,63
227,3,8:48.0,,H. Barnes misses 3-pt jump shot from 23 ft,62,63
228,3,8:46.0,,Offensive rebound by D. Smith,62,63
229,3,8:45.0,,Turnover by D. Smith (lost ball; steal by K. Dunn),62,63
230,3,8:39.0,K. Dunn makes 2-pt layup from 1 ft,,64,63
231,3,8:16.0,,M. Kleber makes 2-pt jump shot from 1 ft (assist by D. Smith),64,65
232,3,8:04.0,L. Markkanen misses 3-pt jump shot from 25 ft,,64,65
233,3,8:02.0,,Defensive rebound by W. Matthews,64,65
234,3,7:55.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by W. Matthews),64,67
235,3,7:42.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by K. Dunn),,66,67
236,3,7:42.0,Shooting foul by D. Nowitzki (drawn by R. Lopez),,66,67
237,3,7:42.0,,S. Mejri enters the game for D. Nowitzki,66,67
238,3,7:42.0,R. Lopez misses free throw 1 of 1,,66,67
239,3,7:40.0,,Defensive rebound by S. Mejri,66,67
240,3,7:31.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),66,70
241,3,7:20.0,Turnover by D. Valentine (bad pass; steal by S. Mejri),,66,70
242,3,7:09.0,,D. Smith misses 2-pt layup from 3 ft (block by R. Lopez),66,70
243,3,7:09.0,,Offensive rebound by Team,66,70
244,3,6:59.0,,Turnover by S. Mejri (bad pass; steal by K. Dunn),66,70
245,3,6:53.0,R. Lopez misses 2-pt jump shot from 21 ft,,66,70
246,3,6:50.0,,Defensive rebound by W. Matthews,66,70
247,3,6:37.0,,Turnover by W. Matthews (traveling),66,70
248,3,6:37.0,,Dallas full timeout,66,70
249,3,6:23.0,K. Dunn misses 2-pt layup from 2 ft,,66,70
250,3,6:19.0,,Defensive rebound by S. Mejri,66,70
251,3,6:01.0,,Turnover by D. Smith (lost ball; steal by K. Dunn),66,70
252,3,5:56.0,Turnover by K. Dunn (bad pass),,66,70
253,3,5:39.0,,W. Matthews misses 3-pt jump shot from 24 ft,66,70
254,3,5:35.0,Defensive rebound by L. Markkanen,,66,70
255,3,5:23.0,Turnover by R. Lopez (traveling),,66,70
256,3,5:13.0,,H. Barnes misses 3-pt jump shot from 25 ft,66,70
257,3,5:09.0,Defensive rebound by R. Lopez,,66,70
258,3,4:59.0,K. Dunn misses 3-pt jump shot from 25 ft,,66,70
259,3,4:56.0,,Defensive rebound by D. Smith,66,70
260,3,4:42.0,,H. Barnes misses 2-pt layup from 2 ft,66,70
261,3,4:39.0,Defensive rebound by R. Lopez,,66,70
262,3,4:35.0,J. Holiday misses 2-pt layup from 2 ft (block by S. Mejri),,66,70
263,3,4:32.0,Offensive rebound by K. Dunn,,66,70
264,3,4:22.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by K. Dunn),,69,70
265,3,4:08.0,,Shooting foul by D. Valentine (drawn by W. Matthews),69,70
266,3,4:08.0,,W. Matthews makes free throw 1 of 2,69,71
267,3,4:08.0,,D. Harris enters the game for D. Smith,69,71
268,3,4:08.0,,J. Barea enters the game for M. Kleber,69,71
269,3,4:08.0,,D. Powell enters the game for S. Mejri,69,71
270,3,4:08.0,N. Mirotić enters the game for R. Lopez,,69,71
271,3,4:08.0,D. Nwaba enters the game for D. Valentine,,69,71
272,3,4:08.0,,W. Matthews makes free throw 2 of 2,69,72
273,3,3:56.0,K. Dunn makes 2-pt layup from 1 ft,,71,72
274,3,3:42.0,,Personal foul by J. Holiday (drawn by H. Barnes),71,72
275,3,3:27.0,,H. Barnes makes 2-pt jump shot from 3 ft,71,74
276,3,3:02.0,Turnover by Team (shot clock),,71,74
277,3,2:42.0,,W. Matthews makes 2-pt jump shot from 21 ft,71,76
278,3,2:23.0,D. Nwaba makes 2-pt layup from 1 ft (assist by L. Markkanen),,73,76
279,3,2:14.0,,Shooting foul by D. Nwaba (drawn by J. Barea),73,76
280,3,2:14.0,Chicago full timeout,,73,76
281,3,2:14.0,B. Portis enters the game for L. Markkanen,,73,76
282,3,2:14.0,,J. Barea makes free throw 1 of 2,73,77
283,3,2:14.0,,J. Barea makes free throw 2 of 2,73,78
284,3,2:02.0,N. Mirotić misses 3-pt jump shot from 27 ft,,73,78
285,3,1:58.0,,Defensive rebound by D. Harris,73,78
286,3,1:43.0,,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Harris),73,81
287,3,1:31.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by B. Portis),,76,81
288,3,1:07.0,,D. Harris makes 2-pt layup from 1 ft,76,83
289,3,0:50.0,K. Dunn makes 3-pt jump shot from 24 ft (assist by N. Mirotić),,79,83
290,3,0:32.0,,J. Barea makes 2-pt jump shot from 8 ft,79,85
291,3,0:27.0,Shooting block foul by D. Powell (drawn by K. Dunn),,79,85
292,3,0:27.0,K. Dunn misses free throw 1 of 2,,79,85
293,3,0:27.0,Offensive rebound by Team,,79,85
294,3,0:27.0,K. Dunn makes free throw 2 of 2,,80,85
295,3,0:05.0,,J. Barea makes 3-pt jump shot from 24 ft,80,88
296,3,0:00.0,Turnover by J. Holiday (lost ball; steal by W. Matthews),,80,88
297,3,0:00.0,,W. Matthews misses 3-pt jump shot from 25 ft,80,88
298,3,0:00.0,,Offensive rebound by Team,80,88
299,4,11:46.0,Shooting foul by J. Barea (drawn by J. Grant),,80,88
300,4,11:46.0,J. Grant makes free throw 1 of 2,,81,88
301,4,11:46.0,J. Grant misses free throw 2 of 2,,81,88
302,4,11:44.0,,Defensive rebound by Y. Ferrell,81,88
303,4,11:34.0,,Turnover by D. Harris (lost ball; steal by B. Portis),81,88
304,4,11:30.0,D. Nwaba makes 2-pt jump shot from 8 ft (assist by B. Portis),,83,88
305,4,11:11.0,,J. Barea misses 2-pt jump shot from 8 ft,83,88
306,4,11:08.0,Defensive rebound by N. Mirotić,,83,88
307,4,11:01.0,J. Grant makes 3-pt jump shot from 25 ft,,86,88
308,4,10:46.0,,Personal foul by P. Zipser (drawn by D. Harris),86,88
309,4,10:39.0,,J. Barea misses 3-pt jump shot from 26 ft,86,88
310,4,10:37.0,Defensive rebound by P. Zipser,,86,88
311,4,10:24.0,D. Nwaba makes 2-pt jump shot from 10 ft (assist by B. Portis),,88,88
312,4,10:09.0,,Turnover by J. Barea (bad pass; steal by B. Portis),88,88
313,4,10:01.0,N. Mirotić misses 3-pt jump shot from 27 ft,,88,88
314,4,9:58.0,Offensive rebound by B. Portis,,88,88
315,4,9:57.0,B. Portis makes 2-pt layup from 3 ft,,90,88
316,4,9:57.0,,Dallas full timeout,90,88
317,4,9:45.0,,Personal block foul by P. Zipser (drawn by D. Harris),90,88
318,4,9:35.0,,Shooting foul by P. Zipser (drawn by D. Harris),90,88
319,4,9:35.0,,D. Harris misses free throw 1 of 2,90,88
320,4,9:35.0,,Offensive rebound by Team,90,88
321,4,9:35.0,,D. Harris makes free throw 2 of 2,90,89
322,4,9:22.0,J. Grant misses 3-pt jump shot from 26 ft,,90,89
323,4,9:19.0,Offensive rebound by N. Mirotić,,90,89
324,4,9:19.0,N. Mirotić makes 2-pt layup from 5 ft,,92,89
325,4,8:58.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),92,92
326,4,8:33.0,N. Mirotić misses 2-pt jump shot from 9 ft,,92,92
327,4,8:30.0,,Defensive rebound by D. Nowitzki,92,92
328,4,8:23.0,,D. Harris misses 2-pt layup from 2 ft,92,92
329,4,8:23.0,,Offensive rebound by Team,92,92
330,4,8:23.0,,Turnover by D. Harris (traveling),92,92
331,4,8:13.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Grant),,95,92
332,4,7:48.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),95,94
333,4,7:27.0,B. Portis makes 2-pt jump shot from 11 ft,,97,94
334,4,7:13.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),97,97
335,4,7:02.0,Shooting foul by D. Nowitzki (drawn by D. Nwaba),,97,97
336,4,7:02.0,D. Nwaba misses free throw 1 of 2,,97,97
337,4,7:02.0,Offensive rebound by Team,,97,97
338,4,7:02.0,,W. Matthews enters the game for D. Harris,97,97
339,4,7:02.0,D. Nwaba makes free throw 2 of 2,,98,97
340,4,7:02.0,,Violation by D. Nowitzki (lane),98,97
341,4,6:45.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),98,100
342,4,6:27.0,P. Zipser misses 3-pt jump shot from 25 ft,,98,100
343,4,6:25.0,Offensive rebound by B. Portis,,98,100
344,4,6:23.0,J. Grant misses 3-pt jump shot from 27 ft,,98,100
345,4,6:23.0,,Defensive rebound by J. Barea,98,100
346,4,6:03.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,98,100
347,4,6:01.0,Defensive rebound by N. Mirotić,,98,100
348,4,5:55.0,Turnover by D. Nwaba (lost ball; steal by D. Powell),,98,100
349,4,5:54.0,,Personal foul by N. Mirotić (drawn by W. Matthews),98,100
350,4,5:54.0,,H. Barnes enters the game for D. Nowitzki,98,100
351,4,5:54.0,K. Dunn enters the game for J. Grant,,98,100
352,4,5:54.0,J. Holiday enters the game for P. Zipser,,98,100
353,4,5:54.0,L. Markkanen enters the game for N. Mirotić,,98,100
354,4,5:38.0,,W. Matthews misses 3-pt jump shot from 25 ft,98,100
355,4,5:35.0,Defensive rebound by K. Dunn,,98,100
356,4,5:26.0,K. Dunn makes 2-pt jump shot from 16 ft,,100,100
357,4,5:05.0,,W. Matthews misses 2-pt layup from 2 ft,100,100
358,4,5:02.0,Defensive rebound by B. Portis,,100,100
359,4,4:57.0,D. Nwaba makes 2-pt dunk at rim (assist by B. Portis),,102,100
360,4,4:37.0,,J. Barea misses 3-pt jump shot from 23 ft,102,100
361,4,4:34.0,,Offensive rebound by Y. Ferrell,102,100
362,4,4:25.0,,H. Barnes misses 2-pt jump shot from 21 ft,102,100
363,4,4:22.0,Defensive rebound by L. Markkanen,,102,100
364,4,4:09.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by K. Dunn),,105,100
365,4,4:08.0,,Dallas full timeout,105,100
366,4,4:08.0,,D. Smith enters the game for J. Barea,105,100
367,4,3:51.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Powell),105,102
368,4,3:32.0,B. Portis misses 2-pt layup from 3 ft,,105,102
369,4,3:29.0,Offensive rebound by B. Portis,,105,102
370,4,3:26.0,Turnover by B. Portis (lost ball; steal by H. Barnes),,105,102
371,4,3:14.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,105,102
372,4,3:10.0,Defensive rebound by B. Portis,,105,102
373,4,3:00.0,D. Nwaba misses 2-pt jump shot from 5 ft,,105,102
374,4,2:56.0,Offensive rebound by D. Nwaba,,105,102
375,4,2:54.0,D. Nwaba misses 2-pt layup from 1 ft,,105,102
376,4,2:52.0,Offensive rebound by L. Markkanen,,105,102
