,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
37,1,7:26.0,,D. Cousins misses 2-pt layup at rim (block by P. Gasol),13,2
38,1,7:26.0,,Offensive rebound by Team,13,2
39,1,7:14.0,,D. Cousins misses 2-pt layup from 2 ft,13,2
40,1,7:11.0,Defensive rebound by P. Gasol,,13,2
41,1,6:59.0,L. Aldridge makes 2-pt jump shot from 15 ft,,15,2
42,1,6:46.0,,Personal foul by L. Aldridge (drawn by A. Davis),15,2
43,1,6:37.0,,A. Davis misses 2-pt jump shot from 19 ft,15,2
44,1,6:31.0,Defensive rebound by P. Gasol,,15,2
45,1,6:25.0,P. Mills makes 2-pt jump shot from 21 ft,,17,2
46,1,6:14.0,,D. Cousins makes 2-pt dunk at rim (assist by J. Holiday),17,4
47,1,5:58.0,Turnover by P. Mills (bad pass; steal by R. Rondo),,17,4
48,1,5:52.0,,R. Rondo makes 2-pt dunk from 2 ft,17,6
49,1,5:41.0,K. Anderson misses 2-pt layup from 2 ft (block by D. Cousins),,17,6
50,1,5:36.0,,Defensive rebound by E. Moore,17,6
51,1,5:26.0,,R. Rondo misses 3-pt jump shot from 25 ft,17,6
52,1,5:25.0,Defensive rebound by Team,,17,6
53,1,5:25.0,M. Ginóbili enters the game for K. Anderson,,17,6
54,1,5:25.0,R. Gay enters the game for D. Green,,17,6
55,1,5:13.0,L. Aldridge makes 2-pt jump shot from 13 ft,,19,6
56,1,4:52.0,,A. Davis misses 2-pt jump shot from 9 ft,19,6
57,1,4:46.0,Defensive rebound by P. Gasol,,19,6
58,1,4:44.0,Personal foul by R. Rondo (drawn by P. Mills),,19,6
59,1,4:44.0,,J. Nelson enters the game for R. Rondo,19,6
60,1,4:44.0,,D. Miller enters the game for E. Moore,19,6
61,1,4:44.0,J. Lauvergne enters the game for P. Gasol,,19,6
62,1,4:33.0,Turnover by L. Aldridge (traveling),,19,6
63,1,4:33.0,D. Murray enters the game for P. Mills,,19,6
64,1,4:21.0,,D. Cousins makes 2-pt jump shot from 4 ft,19,8
65,1,4:21.0,,Shooting foul by J. Lauvergne (drawn by D. Cousins),19,8
66,1,4:21.0,,D. Cousins makes free throw 1 of 1,19,9
67,1,4:03.0,R. Gay misses 2-pt jump shot from 14 ft,,19,9
68,1,4:03.0,Offensive rebound by Team,,19,9
69,1,4:03.0,,Loose ball foul by J. Nelson (drawn by J. Lauvergne),19,9
70,1,3:47.0,R. Gay makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,22,9
71,1,3:43.0,,Turnover by J. Nelson (turnover),22,9
72,1,3:39.0,J. Lauvergne misses 2-pt hook shot from 3 ft,,22,9
73,1,3:38.0,Offensive rebound by Team,,22,9
74,1,3:24.0,R. Gay misses 2-pt jump shot from 15 ft,,22,9
75,1,3:18.0,Offensive rebound by J. Lauvergne,,22,9
76,1,3:11.0,J. Lauvergne misses 2-pt layup from 2 ft,,22,9
77,1,3:05.0,,Defensive rebound by A. Davis,22,9
78,1,3:03.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by A. Davis),22,12
79,1,2:52.0,Turnover by R. Gay (bad pass),,22,12
80,1,2:52.0,,D. Cunningham enters the game for A. Davis,22,12
81,1,2:36.0,,D. Miller makes 3-pt jump shot from 22 ft (assist by D. Cousins),22,15
82,1,2:19.0,M. Ginóbili misses 2-pt jump shot from 13 ft,,22,15
83,1,2:16.0,,Defensive rebound by D. Cousins,22,15
84,1,2:16.0,Offensive charge foul by D. Cousins (drawn by M. Ginóbili),,22,15
85,1,2:16.0,,Turnover by D. Cousins (offensive foul),22,15
86,1,2:16.0,D. Bertāns enters the game for L. Aldridge,,22,15
87,1,2:16.0,P. Gasol enters the game for J. Lauvergne,,22,15
88,1,1:55.0,R. Gay misses 2-pt jump shot from 19 ft,,22,15
89,1,1:51.0,,Defensive rebound by D. Cousins,22,15
90,1,1:35.0,,Shooting foul by D. Murray (drawn by D. Cunningham),22,15
91,1,1:35.0,,D. Cunningham makes free throw 1 of 2,22,16
92,1,1:35.0,,T. Allen enters the game for J. Holiday,22,16
93,1,1:35.0,,D. Cunningham makes free throw 2 of 2,22,17
94,1,1:18.0,D. Murray makes 2-pt jump shot from 19 ft (assist by P. Gasol),,24,17
95,1,1:04.0,,D. Miller misses 3-pt jump shot from 25 ft,24,17
96,1,0:59.0,Defensive rebound by R. Gay,,24,17
97,1,0:51.0,Shooting foul by T. Allen (drawn by D. Bertāns),,24,17
98,1,0:51.0,D. Bertāns makes free throw 1 of 3,,25,17
99,1,0:51.0,D. Bertāns makes free throw 2 of 3,,26,17
100,1,0:51.0,D. Bertāns makes free throw 3 of 3,,27,17
101,1,0:37.0,,D. Cousins makes 2-pt jump shot from 20 ft,27,19
102,1,0:27.0,Personal foul by D. Cousins (drawn by D. Murray),,27,19
103,1,0:27.0,D. Murray makes free throw 1 of 2,,28,19
104,1,0:27.0,,A. Davis enters the game for D. Cousins,28,19
105,1,0:27.0,K. Anderson enters the game for R. Gay,,28,19
106,1,0:27.0,B. Paul enters the game for D. Bertāns,,28,19
107,1,0:27.0,D. Murray makes free throw 2 of 2,,29,19
108,1,0:04.0,,J. Nelson misses 2-pt jump shot from 11 ft (block by K. Anderson),29,19
109,1,0:04.0,Defensive rebound by K. Anderson,,29,19
110,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,29,19
111,1,0:00.0,Offensive rebound by Team,,29,19
112,2,11:42.0,,D. Cunningham misses 3-pt jump shot from 23 ft,29,19
113,2,11:37.0,Defensive rebound by M. Ginóbili,,29,19
114,2,11:27.0,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),,31,19
115,2,11:27.0,Shooting foul by D. Miller (drawn by L. Aldridge),,31,19
116,2,11:27.0,L. Aldridge makes free throw 1 of 1,,32,19
117,2,11:08.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Nelson),32,21
118,2,10:53.0,Turnover by M. Ginóbili (bad pass; steal by T. Allen),,32,21
119,2,10:48.0,,Turnover by T. Allen (bad pass; steal by D. Murray),32,21
120,2,10:39.0,D. Bertāns misses 3-pt jump shot from 22 ft,,32,21
121,2,10:34.0,Offensive rebound by L. Aldridge,,32,21
122,2,10:32.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Murray),,34,21
123,2,10:16.0,,D. Cunningham makes 2-pt dunk at rim (assist by D. Miller),34,23
124,2,10:02.0,D. Murray misses 2-pt layup from 2 ft,,34,23
125,2,10:01.0,,Defensive rebound by Team,34,23
126,2,10:01.0,P. Mills enters the game for D. Murray,,34,23
127,2,10:01.0,D. Green enters the game for M. Ginóbili,,34,23
128,2,10:01.0,K. Anderson enters the game for R. Gay,,34,23
129,2,9:47.0,P. Mills misses 3-pt jump shot from 26 ft,,34,23
130,2,9:45.0,,Defensive rebound by Team,34,23
131,2,9:37.0,,Shooting foul by L. Aldridge (drawn by A. Davis),34,23
132,2,9:37.0,,A. Davis makes free throw 1 of 2,34,24
133,2,9:37.0,,A. Davis makes free throw 2 of 2,34,25
134,2,9:28.0,L. Aldridge misses 3-pt jump shot from 24 ft,,34,25
135,2,9:24.0,,Defensive rebound by D. Miller,34,25
136,2,9:15.0,,A. Davis misses 2-pt jump shot from 20 ft,34,25
137,2,9:11.0,Defensive rebound by D. Bertāns,,34,25
138,2,9:02.0,L. Aldridge misses 2-pt jump shot from 14 ft,,34,25
139,2,8:54.0,,Defensive rebound by A. Davis,34,25
140,2,8:48.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Nelson),34,28
141,2,8:46.0,San Antonio full timeout,,34,28
142,2,8:26.0,L. Aldridge makes 2-pt jump shot from 14 ft,,36,28
143,2,8:05.0,,J. Nelson misses 2-pt jump shot from 22 ft,36,28
144,2,8:01.0,Defensive rebound by P. Mills,,36,28
145,2,7:56.0,K. Anderson misses 2-pt jump shot from 11 ft,,36,28
146,2,7:47.0,,Defensive rebound by D. Cunningham,36,28
147,2,7:45.0,,A. Davis misses 2-pt jump shot from 13 ft,36,28
148,2,7:41.0,Defensive rebound by P. Mills,,36,28
149,2,7:31.0,Turnover by L. Aldridge (traveling),,36,28
150,2,7:31.0,,D. Cousins enters the game for D. Cunningham,36,28
151,2,7:19.0,,Turnover by A. Davis (lost ball; steal by P. Mills),36,28
152,2,7:13.0,Turnover by K. Anderson (bad pass; steal by D. Miller),,36,28
153,2,7:13.0,,Personal foul by D. Bertāns (drawn by A. Davis),36,28
154,2,7:13.0,P. Gasol enters the game for D. Bertāns,,36,28
155,2,7:13.0,,J. Holiday enters the game for J. Nelson,36,28
156,2,7:13.0,,R. Rondo enters the game for T. Allen,36,28
157,2,7:01.0,,Shooting foul by P. Gasol (drawn by D. Cousins),36,28
158,2,7:01.0,,D. Cousins makes free throw 1 of 2,36,29
159,2,7:01.0,,D. Cousins misses free throw 2 of 2,36,29
160,2,6:58.0,Defensive rebound by P. Gasol,,36,29
161,2,6:48.0,P. Gasol misses 3-pt jump shot from 25 ft,,36,29
162,2,6:44.0,,Defensive rebound by R. Rondo,36,29
163,2,6:36.0,,D. Cousins misses 3-pt jump shot from 25 ft,36,29
164,2,6:35.0,,Offensive rebound by Team,36,29
165,2,6:35.0,Loose ball foul by P. Gasol (drawn by A. Davis),,36,29
166,2,6:22.0,,D. Cousins makes 2-pt jump shot from 18 ft,36,31
167,2,6:20.0,San Antonio full timeout,,36,31
168,2,5:56.0,D. Green misses 3-pt jump shot from 25 ft,,36,31
169,2,5:55.0,,Defensive rebound by Team,36,31
170,2,5:39.0,,Turnover by D. Cousins (traveling),36,31
171,2,5:22.0,P. Gasol makes 2-pt hook shot from 4 ft,,38,31
172,2,5:16.0,,Turnover by J. Holiday (bad pass; steal by P. Mills),38,31
173,2,5:12.0,P. Mills misses 3-pt jump shot from 25 ft,,38,31
174,2,5:09.0,,Defensive rebound by A. Davis,38,31
175,2,5:03.0,,D. Cousins misses 3-pt jump shot from 25 ft,38,31
176,2,5:03.0,,Offensive rebound by Team,38,31
177,2,5:03.0,M. Ginóbili enters the game for P. Mills,,38,31
178,2,5:03.0,D. Murray enters the game for D. Green,,38,31
179,2,5:03.0,,E. Moore enters the game for D. Miller,38,31
180,2,4:53.0,,R. Rondo makes 2-pt layup from 1 ft,38,33
181,2,4:43.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,38,33
182,2,4:39.0,,Defensive rebound by E. Moore,38,33
183,2,4:31.0,,Turnover by J. Holiday (lost ball; steal by K. Anderson),38,33
184,2,4:26.0,P. Gasol misses 2-pt jump shot from 12 ft,,38,33
185,2,4:11.0,,Defensive rebound by A. Davis,38,33
186,2,4:04.0,,J. Holiday misses 3-pt jump shot from 25 ft,38,33
187,2,4:00.0,,Offensive rebound by R. Rondo,38,33
188,2,3:52.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by R. Rondo),38,35
189,2,3:32.0,K. Anderson makes 2-pt jump shot from 20 ft (assist by D. Murray),,40,35
190,2,3:20.0,,Personal foul by D. Murray (drawn by D. Cousins),40,35
191,2,3:20.0,,D. Cousins makes free throw 1 of 2,40,36
192,2,3:20.0,R. Gay enters the game for L. Aldridge,,40,36
193,2,3:20.0,,D. Cousins makes free throw 2 of 2,40,37
194,2,3:07.0,Turnover by M. Ginóbili (lost ball; steal by D. Cousins),,40,37
195,2,3:01.0,,A. Davis makes 2-pt layup from 2 ft,40,39
196,2,2:50.0,D. Murray misses 2-pt jump shot from 19 ft,,40,39
197,2,2:47.0,,Defensive rebound by D. Cousins,40,39
198,2,2:36.0,,D. Cousins misses 2-pt layup from 2 ft,40,39
199,2,2:36.0,Defensive rebound by M. Ginóbili,,40,39
200,2,2:30.0,,Offensive charge foul by P. Gasol (drawn by R. Rondo),40,39
201,2,2:30.0,Turnover by P. Gasol (offensive foul),,40,39
202,2,2:30.0,J. Lauvergne enters the game for P. Gasol,,40,39
203,2,2:15.0,,R. Rondo misses 3-pt jump shot from 22 ft,40,39
204,2,2:12.0,,Offensive rebound by R. Rondo,40,39
205,2,2:09.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),40,41
206,2,1:54.0,Personal foul by A. Davis (drawn by R. Gay),,40,41
207,2,1:37.0,K. Anderson misses 2-pt jump shot from 22 ft,,40,41
208,2,1:37.0,,Defensive rebound by Team,40,41
209,2,1:20.0,,A. Davis misses 2-pt jump shot from 9 ft,40,41
210,2,1:20.0,,Offensive rebound by D. Cousins,40,41
211,2,1:20.0,,D. Cousins makes 2-pt layup at rim,40,43
212,2,1:20.0,,Shooting foul by K. Anderson (drawn by D. Cousins),40,43
213,2,1:20.0,,D. Cousins makes free throw 1 of 1,40,44
214,2,1:04.0,Turnover by M. Ginóbili (out of bounds lost ball),,40,44
215,2,0:58.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by E. Moore),40,46
216,2,0:37.0,Shooting foul by E. Moore (drawn by K. Anderson),,40,46
217,2,0:37.0,K. Anderson makes free throw 1 of 2,,41,46
218,2,0:37.0,,D. Miller enters the game for D. Cousins,41,46
219,2,0:37.0,K. Anderson makes free throw 2 of 2,,42,46
220,2,0:30.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),42,48
221,2,0:06.0,Turnover by Team (shot clock),,42,48
222,2,0:01.0,,J. Holiday makes 2-pt jump shot from 16 ft,42,50
223,3,11:59.0,,Personal foul by D. Green (drawn by J. Holiday),42,50
224,3,11:39.0,,R. Rondo misses 2-pt jump shot from 12 ft,42,50
225,3,11:33.0,Defensive rebound by D. Green,,42,50
226,3,11:28.0,L. Aldridge misses 2-pt jump shot from 16 ft,,42,50
227,3,11:24.0,,Defensive rebound by D. Cousins,42,50
228,3,11:15.0,,A. Davis misses 2-pt jump shot from 14 ft,42,50
229,3,11:09.0,Defensive rebound by P. Gasol,,42,50
230,3,11:02.0,D. Green misses 2-pt jump shot from 18 ft,,42,50
231,3,10:59.0,,Defensive rebound by J. Holiday,42,50
232,3,10:50.0,,D. Cousins misses 3-pt jump shot from 26 ft,42,50
233,3,10:45.0,Defensive rebound by L. Aldridge,,42,50
234,3,10:38.0,P. Mills misses 2-pt jump shot from 18 ft,,42,50
235,3,10:33.0,,Defensive rebound by R. Rondo,42,50
236,3,10:27.0,,E. Moore misses 3-pt jump shot from 24 ft,42,50
237,3,10:23.0,Defensive rebound by L. Aldridge,,42,50
238,3,10:09.0,K. Anderson makes 2-pt layup from 2 ft (assist by P. Mills),,44,50
239,3,9:51.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by E. Moore),44,53
240,3,9:33.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by D. Green),,47,53
241,3,9:21.0,,D. Cousins misses 2-pt layup from 2 ft (block by P. Gasol),47,53
242,3,9:15.0,Defensive rebound by K. Anderson,,47,53
243,3,9:12.0,K. Anderson misses 2-pt layup from 14 ft,,47,53
244,3,9:12.0,Offensive rebound by L. Aldridge,,47,53
245,3,9:02.0,L. Aldridge misses 2-pt jump shot from 8 ft,,47,53
246,3,8:58.0,,Defensive rebound by D. Cousins,47,53
247,3,8:49.0,,A. Davis makes 2-pt jump shot from 3 ft (assist by E. Moore),47,55
248,3,8:26.0,D. Green misses 3-pt jump shot from 22 ft,,47,55
249,3,8:22.0,,Defensive rebound by R. Rondo,47,55
250,3,8:16.0,,D. Cousins misses 3-pt jump shot from 25 ft,47,55
251,3,8:12.0,Defensive rebound by P. Gasol,,47,55
252,3,7:51.0,D. Green misses 3-pt jump shot from 24 ft,,47,55
253,3,7:47.0,,Defensive rebound by D. Cousins,47,55
254,3,7:44.0,,Personal foul by K. Anderson (drawn by E. Moore),47,55
255,3,7:38.0,,Shooting foul by L. Aldridge (drawn by A. Davis),47,55
256,3,7:38.0,,A. Davis makes free throw 1 of 2,47,56
257,3,7:38.0,,A. Davis makes free throw 2 of 2,47,57
258,3,7:25.0,K. Anderson makes 2-pt layup from 2 ft (assist by P. Mills),,49,57
259,3,7:04.0,,E. Moore makes 2-pt jump shot from 15 ft,49,59
260,3,6:51.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Green),,51,59
261,3,6:42.0,,Turnover by R. Rondo (bad pass; steal by P. Gasol),51,59
262,3,6:39.0,Turnover by K. Anderson (bad pass),,51,59
263,3,6:39.0,,New Orleans full timeout,51,59
264,3,6:39.0,R. Gay enters the game for K. Anderson,,51,59
265,3,6:39.0,B. Forbes enters the game for D. Green,,51,59
266,3,6:31.0,,Shooting foul by L. Aldridge (drawn by J. Holiday),51,59
267,3,6:31.0,,J. Holiday makes free throw 1 of 2,51,60
268,3,6:31.0,J. Lauvergne enters the game for L. Aldridge,,51,60
269,3,6:31.0,,J. Holiday makes free throw 2 of 2,51,61
270,3,6:19.0,P. Mills misses 2-pt jump shot from 19 ft,,51,61
271,3,6:11.0,Offensive rebound by J. Lauvergne,,51,61
272,3,6:11.0,J. Lauvergne makes 2-pt layup at rim,,53,61
273,3,6:00.0,,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),53,63
274,3,5:47.0,Offensive foul by R. Gay (drawn by R. Rondo),,53,63
275,3,5:47.0,Turnover by R. Gay (offensive foul),,53,63
276,3,5:28.0,,E. Moore makes 2-pt jump shot from 9 ft,53,65
277,3,5:11.0,P. Gasol misses 2-pt jump shot from 16 ft,,53,65
278,3,5:07.0,,Defensive rebound by D. Cousins,53,65
279,3,4:56.0,,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),53,67
280,3,4:39.0,Turnover by B. Forbes (lost ball; steal by E. Moore),,53,67
281,3,4:30.0,,Turnover by D. Cousins (bad pass; steal by R. Gay),53,67
282,3,4:30.0,P. Mills misses 3-pt jump shot from 26 ft,,53,67
283,3,4:30.0,,Defensive rebound by D. Cousins,53,67
284,3,4:27.0,,E. Moore misses 3-pt jump shot from 26 ft,53,67
285,3,4:25.0,,Offensive rebound by E. Moore,53,67
286,3,4:24.0,,E. Moore misses 2-pt layup from 3 ft,53,67
287,3,4:23.0,,Offensive rebound by D. Cousins,53,67
288,3,4:22.0,,D. Cousins makes 2-pt layup at rim,53,69
289,3,3:58.0,J. Lauvergne misses 2-pt layup from 1 ft,,53,69
290,3,3:56.0,Offensive rebound by P. Gasol,,53,69
291,3,3:56.0,Personal foul by A. Davis (drawn by P. Gasol),,53,69
292,3,3:56.0,,J. Nelson enters the game for D. Cousins,53,69
293,3,3:56.0,,D. Miller enters the game for R. Rondo,53,69
294,3,3:56.0,,D. Cunningham enters the game for E. Moore,53,69
295,3,3:56.0,D. Murray enters the game for P. Mills,,53,69
296,3,3:56.0,D. Bertāns enters the game for P. Gasol,,53,69
297,3,3:52.0,Personal foul by J. Holiday (drawn by B. Forbes),,53,69
298,3,3:47.0,R. Gay misses 3-pt jump shot from 23 ft,,53,69
299,3,3:46.0,Offensive rebound by J. Lauvergne,,53,69
300,3,3:45.0,J. Lauvergne misses 2-pt layup from 1 ft,,53,69
301,3,3:44.0,,Defensive rebound by A. Davis,53,69
302,3,3:32.0,,A. Davis makes 2-pt layup from 1 ft (assist by D. Cunningham),53,71
303,3,3:32.0,,Shooting foul by D. Murray (drawn by A. Davis),53,71
304,3,3:32.0,,A. Davis makes free throw 1 of 1,53,72
305,3,3:14.0,Turnover by D. Bertāns (bad pass; steal by A. Davis),,53,72
306,3,3:09.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by A. Davis),53,75
307,3,3:07.0,San Antonio full timeout,,53,75
308,3,3:07.0,P. Gasol enters the game for B. Forbes,,53,75
309,3,3:07.0,P. Mills enters the game for R. Gay,,53,75
310,3,3:07.0,D. Green enters the game for J. Lauvergne,,53,75
311,3,3:07.0,L. Aldridge enters the game for D. Murray,,53,75
312,3,3:07.0,K. Anderson enters the game for D. Bertāns,,53,75
313,3,2:48.0,P. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),,55,75
314,3,2:31.0,,J. Holiday makes 2-pt layup from 1 ft (assist by A. Davis),55,77
315,3,2:15.0,D. Green misses 2-pt jump shot from 21 ft,,55,77
316,3,2:10.0,,Defensive rebound by D. Cunningham,55,77
317,3,2:03.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Miller),55,80
318,3,1:54.0,Shooting foul by D. Miller (drawn by K. Anderson),,55,80
319,3,1:54.0,K. Anderson makes free throw 1 of 2,,56,80
320,3,1:54.0,,T. Allen enters the game for J. Holiday,56,80
321,3,1:54.0,B. Forbes enters the game for D. Green,,56,80
322,3,1:54.0,K. Anderson makes free throw 2 of 2,,57,80
323,3,1:30.0,,D. Miller misses 3-pt jump shot from 27 ft,57,80
324,3,1:30.0,,Offensive rebound by Team,57,80
325,3,1:30.0,,Turnover by Team (shot clock),57,80
326,3,1:06.0,K. Anderson misses 2-pt jump shot from 19 ft,,57,80
327,3,1:03.0,,Defensive rebound by D. Miller,57,80
328,3,0:59.0,,A. Davis makes 2-pt dunk at rim (assist by T. Allen),57,82
329,3,0:47.0,P. Mills misses 3-pt jump shot from 24 ft,,57,82
330,3,0:43.0,,Defensive rebound by A. Davis,57,82
331,3,0:35.0,,J. Nelson makes 3-pt jump shot from 25 ft,57,85
332,3,0:17.0,B. Forbes misses 2-pt jump shot from 15 ft,,57,85
333,3,0:14.0,,Defensive rebound by A. Davis,57,85
334,3,0:13.0,,T. Allen makes 2-pt layup at rim (assist by A. Davis),57,87
335,3,0:02.0,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Anderson),,59,87
336,4,11:51.0,D. Murray misses 2-pt layup from 3 ft (block by D. Cousins),,59,87
337,4,11:51.0,Offensive rebound by Team,,59,87
338,4,11:42.0,B. Paul misses 3-pt jump shot from 25 ft,,59,87
339,4,11:37.0,,Defensive rebound by D. Cunningham,59,87
340,4,11:18.0,,D. Cousins misses 2-pt layup from 2 ft,59,87
341,4,11:14.0,Defensive rebound by D. Murray,,59,87
342,4,11:11.0,Offensive foul by D. Murray (drawn by T. Allen),,59,87
343,4,11:11.0,Turnover by D. Murray (offensive foul),,59,87
344,4,10:52.0,,T. Allen makes 2-pt layup from 1 ft (assist by D. Cousins),59,89
345,4,10:38.0,R. Gay makes 2-pt jump shot from 12 ft,,61,89
346,4,10:15.0,,Turnover by D. Cousins (lost ball; steal by D. Murray),61,89
347,4,10:12.0,Personal foul by T. Allen (drawn by D. Murray),,61,89
348,4,10:04.0,Personal foul by D. Cunningham (drawn by R. Gay),,61,89
349,4,9:50.0,R. Gay misses 2-pt hook shot from 7 ft,,61,89
350,4,9:47.0,,Defensive rebound by D. Cousins,61,89
351,4,9:28.0,,Turnover by D. Cousins (traveling),61,89
352,4,9:11.0,B. Forbes misses 3-pt jump shot from 24 ft,,61,89
353,4,9:06.0,,Defensive rebound by D. Miller,61,89
354,4,8:53.0,,Turnover by D. Cousins (lost ball; steal by B. Paul),61,89
355,4,8:53.0,,Technical foul by D. Cousins,61,89
356,4,8:53.0,R. Gay makes technical free throw,,62,89
357,4,8:41.0,D. Murray makes 2-pt layup from 1 ft,,64,89
358,4,8:32.0,,D. Cousins misses 3-pt jump shot from 27 ft,64,89
359,4,8:28.0,Defensive rebound by J. Lauvergne,,64,89
360,4,8:18.0,Turnover by D. Murray (bad pass; steal by J. Nelson),,64,89
361,4,8:10.0,,Shooting foul by R. Gay (drawn by D. Cousins),64,89
362,4,8:10.0,,D. Cousins misses free throw 1 of 2,64,89
363,4,8:10.0,,Offensive rebound by Team,64,89
364,4,8:10.0,,D. Cousins makes free throw 2 of 2,64,90
365,4,7:53.0,R. Gay makes 2-pt jump shot from 15 ft (assist by D. Murray),,66,90
366,4,7:40.0,,D. Cousins makes 2-pt layup from 1 ft,66,92
367,4,7:40.0,,Shooting foul by J. Lauvergne (drawn by D. Cousins),66,92
368,4,7:40.0,,D. Cousins makes free throw 1 of 1,66,93
369,4,7:26.0,R. Gay makes 2-pt jump shot from 9 ft,,68,93
370,4,7:12.0,,T. Allen misses 2-pt layup at rim,68,93
371,4,7:07.0,Defensive rebound by R. Gay,,68,93
372,4,7:03.0,D. Murray makes 2-pt jump shot from 9 ft,,70,93
373,4,6:57.0,,New Orleans full timeout,70,93
374,4,6:57.0,,A. Davis enters the game for T. Allen,70,93
375,4,6:57.0,,J. Holiday enters the game for D. Cousins,70,93
376,4,6:44.0,,Shooting foul by J. Lauvergne (drawn by A. Davis),70,93
377,4,6:44.0,,A. Davis makes free throw 1 of 2,70,94
378,4,6:44.0,,A. Davis makes free throw 2 of 2,70,95
379,4,6:35.0,B. Forbes misses 3-pt jump shot from 25 ft,,70,95
380,4,6:30.0,,Defensive rebound by A. Davis,70,95
381,4,6:22.0,,Personal foul by B. Forbes (drawn by J. Holiday),70,95
382,4,6:13.0,,Personal foul by B. Forbes (drawn by J. Holiday),70,95
383,4,6:13.0,,J. Holiday makes free throw 1 of 2,70,96
384,4,6:13.0,,J. Holiday makes free throw 2 of 2,70,97
