,QUARTER,TIME_REMAINING,PHOENIX_ACTION,HOUSTON_ACTION,PHOENIX_SCORE,HOUSTON_SCORE
37,1,7:37.0,J. Jackson misses 2-pt jump shot from 18 ft (block by J. Harden),,9,3
38,1,7:35.0,Offensive rebound by J. Jackson,,9,3
39,1,7:26.0,M. Chriss makes 2-pt dunk at rim (assist by A. Peters),,11,3
40,1,7:08.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by T. Ariza),11,6
41,1,6:54.0,M. Chriss makes 2-pt jump shot from 15 ft,,13,6
42,1,6:47.0,,T. Ariza makes 2-pt layup at rim (assist by J. Harden),13,8
43,1,6:45.0,Phoenix full timeout,,13,8
44,1,6:45.0,,L. Mbah a Moute enters the game for G. Green,13,8
45,1,6:45.0,S. Harrison enters the game for T. Daniels,,13,8
46,1,6:32.0,J. Jackson makes 2-pt layup from 2 ft (assist by S. Harrison),,15,8
47,1,6:16.0,,Shooting foul by J. Jackson (drawn by J. Harden),15,8
48,1,6:16.0,,J. Harden misses free throw 1 of 3,15,8
49,1,6:16.0,,Offensive rebound by Team,15,8
50,1,6:16.0,,J. Harden makes free throw 2 of 3,15,9
51,1,6:16.0,,J. Harden makes free throw 3 of 3,15,10
52,1,6:00.0,J. Jackson misses 3-pt jump shot from 23 ft,,15,10
53,1,5:58.0,,Defensive rebound by J. Harden,15,10
54,1,5:52.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),15,13
55,1,5:33.0,T. Ulis misses 2-pt layup from 1 ft,,15,13
56,1,5:30.0,,Defensive rebound by L. Mbah a Moute,15,13
57,1,5:25.0,,L. Mbah a Moute makes 2-pt dunk from 1 ft (assist by J. Harden),15,15
58,1,5:16.0,S. Harrison misses 2-pt jump shot from 2 ft,,15,15
59,1,5:16.0,Offensive rebound by S. Harrison,,15,15
60,1,5:11.0,S. Harrison misses 2-pt layup from 2 ft (block by L. Mbah a Moute),,15,15
61,1,5:09.0,,Defensive rebound by J. Harden,15,15
62,1,5:01.0,,C. Capela misses 2-pt layup from 1 ft,15,15
63,1,5:01.0,,Offensive rebound by C. Capela,15,15
64,1,4:57.0,,C. Capela makes 2-pt layup at rim,15,17
65,1,4:40.0,M. Chriss makes 2-pt layup at rim (assist by T. Ulis),,17,17
66,1,4:20.0,,T. Ariza misses 2-pt layup from 1 ft (block by M. Chriss),17,17
67,1,4:17.0,Defensive rebound by J. Jackson,,17,17
68,1,4:15.0,S. Harrison misses 2-pt layup at rim,,17,17
69,1,4:15.0,Offensive rebound by T. Ulis,,17,17
70,1,4:08.0,T. Ulis misses 3-pt jump shot from 22 ft,,17,17
71,1,4:06.0,,Defensive rebound by L. Mbah a Moute,17,17
72,1,4:01.0,,Turnover by L. Mbah a Moute (out of bounds lost ball),17,17
73,1,4:01.0,,J. Johnson enters the game for T. Ariza,17,17
74,1,4:01.0,,R. Anderson enters the game for P. Tucker,17,17
75,1,4:01.0,A. Williams enters the game for M. Chriss,,17,17
76,1,3:47.0,J. Jackson misses 2-pt jump shot from 20 ft,,17,17
77,1,3:45.0,,Defensive rebound by C. Capela,17,17
78,1,3:40.0,,Turnover by J. Johnson (bad pass; steal by T. Ulis),17,17
79,1,3:29.0,S. Harrison misses 3-pt jump shot from 25 ft,,17,17
80,1,3:25.0,,Defensive rebound by C. Capela,17,17
81,1,3:20.0,,Shooting foul by A. Williams (drawn by L. Mbah a Moute),17,17
82,1,3:20.0,,L. Mbah a Moute makes free throw 1 of 2,17,18
83,1,3:20.0,,L. Mbah a Moute misses free throw 2 of 2,17,18
84,1,3:20.0,Defensive rebound by A. Williams,,17,18
85,1,3:08.0,Shooting foul by R. Anderson (drawn by T. Ulis),,17,18
86,1,3:08.0,T. Ulis makes free throw 1 of 2,,18,18
87,1,3:08.0,T. Ulis makes free throw 2 of 2,,19,18
88,1,2:53.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,19,18
89,1,2:51.0,Defensive rebound by Team,,19,18
90,1,2:51.0,,Houston full timeout,19,18
91,1,2:51.0,,T. Black enters the game for C. Capela,19,18
92,1,2:51.0,T. Daniels enters the game for T. Ulis,,19,18
93,1,2:36.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by A. Williams),,22,18
94,1,2:07.0,,J. Harden misses 3-pt jump shot from 25 ft,22,18
95,1,2:04.0,,Offensive rebound by R. Anderson,22,18
96,1,2:01.0,,Turnover by J. Harden (bad pass; steal by A. Williams),22,18
97,1,1:45.0,J. Jackson misses 2-pt jump shot from 15 ft,,22,18
98,1,1:42.0,,Defensive rebound by T. Black,22,18
99,1,1:31.0,,T. Black makes 2-pt dunk from 1 ft (assist by J. Harden),22,20
100,1,1:07.0,S. Harrison makes 2-pt layup at rim (assist by J. Jackson),,24,20
101,1,1:02.0,,Personal foul by S. Harrison (drawn by J. Harden),24,20
102,1,1:02.0,,J. Harden misses free throw 1 of 2,24,20
103,1,1:02.0,,Offensive rebound by Team,24,20
104,1,1:02.0,,J. Harden makes free throw 2 of 2,24,21
105,1,0:49.0,Shooting foul by T. Black (drawn by A. Williams),,24,21
106,1,0:49.0,A. Williams makes free throw 1 of 2,,25,21
107,1,0:49.0,,G. Green enters the game for J. Harden,25,21
108,1,0:49.0,A. Williams misses free throw 2 of 2,,25,21
109,1,0:49.0,,Defensive rebound by J. Johnson,25,21
110,1,0:39.0,,J. Johnson misses 2-pt jump shot from 20 ft,25,21
111,1,0:37.0,Defensive rebound by A. Peters,,25,21
112,1,0:31.0,T. Daniels misses 3-pt jump shot from 25 ft,,25,21
113,1,0:29.0,,Defensive rebound by T. Black,25,21
114,1,0:09.0,,Shooting foul by A. Williams (drawn by L. Mbah a Moute),25,21
115,1,0:09.0,,L. Mbah a Moute makes free throw 1 of 2,25,22
116,1,0:09.0,,L. Mbah a Moute misses free throw 2 of 2,25,22
117,1,0:09.0,Defensive rebound by A. Williams,,25,22
118,1,0:00.0,A. Peters misses 3-pt jump shot from 23 ft,,25,22
119,1,0:00.0,Offensive rebound by Team,,25,22
120,2,11:46.0,A. Williams makes 2-pt layup at rim (assist by S. Harrison),,27,22
121,2,11:46.0,Shooting foul by G. Green (drawn by A. Williams),,27,22
122,2,11:46.0,A. Williams makes free throw 1 of 1,,28,22
123,2,11:29.0,,G. Green misses 3-pt jump shot from 25 ft,28,22
124,2,11:27.0,Defensive rebound by A. Williams,,28,22
125,2,11:17.0,A. Williams makes 2-pt jump shot from 2 ft (assist by S. Harrison),,30,22
126,2,11:04.0,,J. Johnson misses 2-pt jump shot from 5 ft,30,22
127,2,11:01.0,Defensive rebound by D. House,,30,22
128,2,10:59.0,Turnover by D. House (bad pass),,30,22
129,2,10:59.0,,C. Capela enters the game for T. Black,30,22
130,2,10:49.0,,J. Johnson makes 2-pt jump shot from 7 ft,30,24
131,2,10:23.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by A. Williams),,33,24
132,2,10:08.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Johnson),33,26
133,2,9:43.0,S. Harrison makes 2-pt layup at rim,,35,26
134,2,9:33.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by C. Capela),35,29
135,2,9:21.0,Turnover by A. Williams (bad pass),,35,29
136,2,9:21.0,,P. Tucker enters the game for L. Mbah a Moute,35,29
137,2,9:21.0,M. Chriss enters the game for A. Williams,,35,29
138,2,9:08.0,,J. Johnson misses 2-pt layup from 5 ft,35,29
139,2,9:06.0,,Offensive rebound by J. Johnson,35,29
140,2,9:05.0,,G. Green misses 3-pt jump shot from 25 ft,35,29
141,2,9:02.0,,Offensive rebound by R. Anderson,35,29
142,2,8:50.0,,R. Anderson misses 2-pt jump shot from 18 ft,35,29
143,2,8:49.0,Defensive rebound by M. Chriss,,35,29
144,2,8:36.0,Personal foul by C. Capela (drawn by S. Harrison),,35,29
145,2,8:36.0,,T. Ariza enters the game for G. Green,35,29
146,2,8:36.0,,J. Harden enters the game for J. Johnson,35,29
147,2,8:22.0,Turnover by S. Harrison (bad pass; steal by J. Harden),,35,29
148,2,8:16.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),35,31
149,2,8:04.0,M. Chriss misses 3-pt jump shot from 25 ft,,35,31
150,2,8:04.0,,Defensive rebound by P. Tucker,35,31
151,2,7:48.0,,J. Harden misses 3-pt jump shot from 25 ft,35,31
152,2,7:44.0,Defensive rebound by D. House,,35,31
153,2,7:35.0,S. Harrison makes 2-pt layup at rim,,37,31
154,2,7:21.0,,Turnover by J. Harden (bad pass; steal by D. House),37,31
155,2,7:12.0,M. Chriss misses 3-pt jump shot from 23 ft,,37,31
156,2,7:10.0,,Defensive rebound by J. Harden,37,31
157,2,7:03.0,,T. Ariza misses 2-pt layup at rim,37,31
158,2,7:00.0,,Offensive rebound by C. Capela,37,31
159,2,6:54.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by T. Ariza),37,34
160,2,6:38.0,Turnover by M. Chriss (bad pass),,37,34
161,2,6:38.0,,Houston full timeout,37,34
162,2,6:38.0,,L. Mbah a Moute enters the game for R. Anderson,37,34
163,2,6:38.0,T. Ulis enters the game for S. Harrison,,37,34
164,2,6:38.0,J. Jackson enters the game for T. Daniels,,37,34
165,2,6:25.0,,T. Ariza misses 3-pt jump shot from 25 ft,37,34
166,2,6:23.0,Defensive rebound by D. House,,37,34
167,2,6:09.0,Turnover by T. Ulis (bad pass; steal by T. Ariza),,37,34
168,2,5:47.0,,Turnover by C. Capela (bad pass; steal by A. Peters),37,34
169,2,5:39.0,D. House makes 3-pt jump shot from 25 ft (assist by T. Ulis),,40,34
170,2,5:24.0,,T. Ariza misses 3-pt jump shot from 24 ft,40,34
171,2,5:22.0,Defensive rebound by M. Chriss,,40,34
172,2,5:14.0,T. Ulis misses 3-pt jump shot from 25 ft,,40,34
173,2,5:09.0,Offensive rebound by M. Chriss,,40,34
174,2,5:09.0,M. Chriss makes 2-pt layup at rim,,42,34
175,2,4:59.0,,Turnover by J. Harden (lost ball; steal by J. Jackson),42,34
176,2,4:55.0,J. Jackson makes 2-pt layup at rim,,44,34
177,2,4:45.0,,Personal foul by J. Jackson (drawn by J. Harden),44,34
178,2,4:45.0,,G. Green enters the game for C. Capela,44,34
179,2,4:29.0,,J. Harden misses 2-pt layup from 1 ft,44,34
180,2,4:28.0,Defensive rebound by M. Chriss,,44,34
181,2,4:24.0,J. Jackson makes 2-pt layup from 3 ft,,46,34
182,2,4:24.0,Shooting foul by P. Tucker (drawn by J. Jackson),,46,34
183,2,4:24.0,J. Jackson makes free throw 1 of 1,,47,34
184,2,4:02.0,,J. Harden misses 3-pt jump shot from 26 ft,47,34
185,2,4:00.0,Defensive rebound by D. House,,47,34
186,2,3:53.0,J. Jackson makes 2-pt jump shot from 7 ft (assist by T. Ulis),,49,34
187,2,3:30.0,,J. Harden makes 2-pt layup from 1 ft,49,36
188,2,3:20.0,Turnover by J. Jackson (lost ball; steal by P. Tucker),,49,36
189,2,3:05.0,,J. Harden misses 3-pt jump shot from 26 ft,49,36
190,2,3:03.0,Defensive rebound by D. House,,49,36
191,2,2:43.0,T. Ulis makes 3-pt jump shot from 26 ft,,52,36
192,2,2:33.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),52,39
193,2,2:31.0,Phoenix full timeout,,52,39
194,2,2:20.0,J. Jackson misses 2-pt layup at rim,,52,39
195,2,2:17.0,,Defensive rebound by L. Mbah a Moute,52,39
196,2,2:15.0,,T. Ariza misses 3-pt jump shot from 24 ft,52,39
197,2,2:12.0,Defensive rebound by T. Ulis,,52,39
198,2,2:03.0,Turnover by T. Ulis (bad pass; steal by T. Ariza),,52,39
199,2,1:55.0,,P. Tucker misses 3-pt jump shot from 23 ft,52,39
200,2,1:53.0,Defensive rebound by M. Chriss,,52,39
201,2,1:36.0,J. Jackson misses 2-pt jump shot from 16 ft,,52,39
202,2,1:33.0,,Defensive rebound by T. Ariza,52,39
203,2,1:19.0,,Shooting foul by M. Chriss (drawn by J. Harden),52,39
204,2,1:19.0,,J. Harden makes free throw 1 of 2,52,40
205,2,1:19.0,,J. Harden misses free throw 2 of 2,52,40
206,2,1:19.0,Defensive rebound by A. Peters,,52,40
207,2,0:58.0,T. Ulis makes 3-pt jump shot from 25 ft,,55,40
208,2,0:47.0,,G. Green misses 3-pt jump shot from 25 ft,55,40
209,2,0:44.0,Defensive rebound by J. Jackson,,55,40
210,2,0:32.0,M. Chriss misses 3-pt jump shot from 24 ft,,55,40
211,2,0:31.0,Offensive rebound by A. Peters,,55,40
212,2,0:29.0,A. Peters misses 2-pt layup from 1 ft,,55,40
213,2,0:29.0,Offensive rebound by J. Jackson,,55,40
214,2,0:29.0,J. Jackson makes 2-pt layup from 1 ft,,57,40
215,2,0:29.0,Shooting foul by J. Harden (drawn by J. Jackson),,57,40
216,2,0:29.0,,C. Capela enters the game for G. Green,57,40
217,2,0:29.0,J. Jackson misses free throw 1 of 1,,57,40
218,2,0:29.0,,Defensive rebound by J. Harden,57,40
219,2,0:05.0,,J. Harden misses 3-pt jump shot from 25 ft,57,40
220,2,0:02.0,Defensive rebound by D. House,,57,40
221,2,0:00.0,D. House misses 3-pt jump shot from 33 ft,,57,40
222,2,0:00.0,Offensive rebound by Team,,57,40
223,3,11:45.0,Turnover by J. Jackson (step out of bounds),,57,40
224,3,11:33.0,,G. Green makes 2-pt jump shot from 14 ft (assist by C. Capela),57,42
225,3,11:14.0,M. Chriss misses 2-pt jump shot from 8 ft,,57,42
226,3,11:12.0,,Defensive rebound by C. Capela,57,42
227,3,10:50.0,,J. Harden makes 2-pt layup at rim,57,44
228,3,10:43.0,D. Bender makes 3-pt jump shot from 24 ft (assist by T. Ulis),,60,44
229,3,10:29.0,,T. Ariza makes 2-pt layup at rim (assist by J. Harden),60,46
230,3,10:04.0,T. Ulis makes 2-pt jump shot from 15 ft,,62,46
231,3,9:47.0,,J. Harden makes 2-pt jump shot from 3 ft,62,48
232,3,9:36.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by T. Ulis),,65,48
233,3,9:13.0,,J. Harden misses 3-pt jump shot from 25 ft,65,48
234,3,9:06.0,Defensive rebound by T. Ulis,,65,48
235,3,9:03.0,Personal foul by G. Green (drawn by M. Chriss),,65,48
236,3,8:56.0,T. Daniels makes 3-pt jump shot from 26 ft,,68,48
237,3,8:41.0,,J. Harden misses 2-pt jump shot from 7 ft,68,48
238,3,8:39.0,Defensive rebound by M. Chriss,,68,48
239,3,8:34.0,Turnover by M. Chriss (bad pass; steal by P. Tucker),,68,48
240,3,8:32.0,,P. Tucker makes 2-pt layup at rim,68,50
241,3,8:21.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by D. Bender),,71,50
242,3,7:57.0,,G. Green makes 3-pt jump shot from 25 ft (assist by T. Ariza),71,53
243,3,7:48.0,T. Ulis misses 2-pt jump shot from 16 ft,,71,53
244,3,7:45.0,,Defensive rebound by T. Ariza,71,53
245,3,7:40.0,,G. Green misses 3-pt jump shot from 24 ft,71,53
246,3,7:38.0,Defensive rebound by T. Ulis,,71,53
247,3,7:19.0,M. Chriss misses 2-pt dunk from 1 ft (block by C. Capela),,71,53
248,3,7:17.0,,Defensive rebound by J. Harden,71,53
249,3,7:15.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),71,55
250,3,6:51.0,J. Jackson misses 2-pt layup from 7 ft,,71,55
251,3,6:50.0,Offensive rebound by M. Chriss,,71,55
252,3,6:32.0,T. Ulis misses 2-pt layup from 1 ft (block by C. Capela),,71,55
253,3,6:31.0,,Defensive rebound by Team,71,55
254,3,6:31.0,,Houston full timeout,71,55
255,3,6:31.0,,L. Mbah a Moute enters the game for G. Green,71,55
256,3,6:06.0,,J. Harden makes 2-pt jump shot from 16 ft,71,57
257,3,5:53.0,Personal foul by C. Capela (drawn by M. Chriss),,71,57
258,3,5:40.0,M. Chriss makes 2-pt jump shot from 20 ft (assist by D. Bender),,73,57
259,3,5:31.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by J. Harden),73,60
260,3,5:13.0,Shooting foul by P. Tucker (drawn by D. Bender),,73,60
261,3,5:13.0,D. Bender makes free throw 1 of 2,,74,60
262,3,5:13.0,,J. Johnson enters the game for T. Ariza,74,60
263,3,5:13.0,,R. Anderson enters the game for P. Tucker,74,60
264,3,5:13.0,D. Bender makes free throw 2 of 2,,75,60
265,3,5:00.0,,Turnover by L. Mbah a Moute (lost ball; steal by M. Chriss),75,60
266,3,4:52.0,J. Jackson misses 2-pt layup from 1 ft (block by C. Capela),,75,60
267,3,4:49.0,,Defensive rebound by J. Harden,75,60
268,3,4:45.0,,C. Capela misses 2-pt layup at rim,75,60
269,3,4:42.0,Defensive rebound by M. Chriss,,75,60
270,3,4:32.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),,78,60
271,3,4:10.0,,Turnover by J. Harden (bad pass),78,60
272,3,4:10.0,A. Williams enters the game for M. Chriss,,78,60
273,3,3:56.0,T. Daniels misses 3-pt jump shot from 24 ft,,78,60
274,3,3:53.0,,Defensive rebound by R. Anderson,78,60
275,3,3:40.0,,J. Johnson makes 2-pt jump shot from 6 ft (assist by R. Anderson),78,62
276,3,3:20.0,J. Jackson makes 2-pt layup from 1 ft (assist by T. Ulis),,80,62
277,3,3:08.0,,J. Johnson makes 2-pt jump shot from 3 ft,80,64
278,3,3:08.0,,Shooting foul by J. Jackson (drawn by J. Johnson),80,64
279,3,3:08.0,,G. Green enters the game for J. Harden,80,64
280,3,3:08.0,,J. Johnson makes free throw 1 of 1,80,65
281,3,2:48.0,D. Bender misses 3-pt jump shot from 24 ft,,80,65
282,3,2:45.0,,Defensive rebound by R. Anderson,80,65
283,3,2:37.0,,G. Green misses 2-pt layup at rim,80,65
284,3,2:35.0,,Offensive rebound by C. Capela,80,65
285,3,2:33.0,,C. Capela misses 2-pt layup at rim (block by D. Bender),80,65
286,3,2:31.0,,Offensive rebound by C. Capela,80,65
287,3,2:29.0,,Turnover by J. Johnson (lost ball; steal by J. Jackson),80,65
288,3,2:26.0,J. Jackson makes 2-pt dunk at rim (assist by T. Ulis),,82,65
289,3,2:12.0,Phoenix full timeout,,82,65
290,3,2:12.0,,T. Black enters the game for C. Capela,82,65
291,3,2:12.0,S. Harrison enters the game for T. Ulis,,82,65
292,3,2:12.0,D. House enters the game for T. Daniels,,82,65
293,3,2:07.0,,Shooting foul by A. Williams (drawn by J. Johnson),82,65
294,3,2:07.0,,J. Johnson makes free throw 1 of 2,82,66
295,3,2:07.0,,J. Johnson makes free throw 2 of 2,82,67
296,3,1:51.0,J. Jackson makes 2-pt layup at rim,,84,67
297,3,1:37.0,,Def 3 sec tech foul by A. Williams,84,67
298,3,1:37.0,,G. Green makes technical free throw,84,68
299,3,1:33.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Black),84,71
300,3,1:13.0,J. Jackson makes 2-pt jump shot from 17 ft,,86,71
301,3,0:58.0,,Turnover by L. Mbah a Moute (bad pass; steal by S. Harrison),86,71
302,3,0:47.0,Turnover by J. Jackson (lost ball; steal by L. Mbah a Moute),,86,71
303,3,0:42.0,,G. Green misses 2-pt layup from 1 ft,86,71
304,3,0:41.0,Defensive rebound by J. Jackson,,86,71
305,3,0:41.0,Turnover by J. Jackson (bad pass),,86,71
306,3,0:34.0,,J. Johnson makes 2-pt hook shot from 4 ft,86,73
307,3,0:31.0,S. Harrison misses 3-pt jump shot from 26 ft,,86,73
308,3,0:27.0,,Defensive rebound by J. Johnson,86,73
309,3,0:23.0,,Personal foul by J. Jackson (drawn by J. Johnson),86,73
310,3,0:23.0,A. Peters enters the game for J. Jackson,,86,73
311,3,0:15.0,,Shooting foul by A. Williams (drawn by J. Johnson),86,73
312,3,0:15.0,,J. Johnson makes free throw 1 of 2,86,74
313,3,0:15.0,T. Daniels enters the game for S. Harrison,,86,74
314,3,0:15.0,M. Chriss enters the game for A. Williams,,86,74
315,3,0:15.0,T. Ulis enters the game for A. Peters,,86,74
316,3,0:15.0,,J. Johnson makes free throw 2 of 2,86,75
317,3,0:02.0,T. Ulis misses 2-pt jump shot from 21 ft,,86,75
318,3,0:01.0,,Defensive rebound by T. Black,86,75
319,4,11:44.0,,J. Johnson misses 2-pt hook shot from 6 ft (block by D. House),86,75
320,4,11:41.0,,Offensive rebound by J. Johnson,86,75
321,4,11:39.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,86,75
322,4,11:36.0,Defensive rebound by T. Ulis,,86,75
323,4,11:23.0,T. Daniels misses 2-pt jump shot from 19 ft,,86,75
324,4,11:20.0,,Defensive rebound by J. Johnson,86,75
325,4,11:11.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Johnson),86,78
326,4,10:48.0,D. House makes 2-pt jump shot from 8 ft,,88,78
327,4,10:32.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,88,78
328,4,10:30.0,Defensive rebound by A. Williams,,88,78
329,4,10:10.0,T. Ulis misses 3-pt jump shot from 25 ft,,88,78
330,4,10:07.0,,Defensive rebound by R. Anderson,88,78
331,4,9:59.0,,G. Green misses 3-pt jump shot from 23 ft,88,78
332,4,9:57.0,Defensive rebound by T. Daniels,,88,78
333,4,9:40.0,A. Peters misses 3-pt jump shot from 25 ft,,88,78
334,4,9:38.0,Offensive rebound by Team,,88,78
335,4,9:38.0,,Loose ball foul by G. Green (drawn by A. Williams),88,78
336,4,9:38.0,,J. Harden enters the game for G. Green,88,78
337,4,9:38.0,,T. Ariza enters the game for R. Anderson,88,78
338,4,9:38.0,,P. Tucker enters the game for L. Mbah a Moute,88,78
339,4,9:33.0,T. Daniels misses 3-pt jump shot from 24 ft (block by T. Black),,88,78
340,4,9:33.0,Offensive rebound by Team,,88,78
341,4,9:21.0,A. Peters misses 3-pt jump shot from 23 ft,,88,78
342,4,9:17.0,,Defensive rebound by P. Tucker,88,78
343,4,9:08.0,,J. Johnson misses 3-pt jump shot from 23 ft,88,78
344,4,9:05.0,Defensive rebound by T. Daniels,,88,78
345,4,8:48.0,Turnover by T. Ulis (bad pass; steal by T. Black),,88,78
346,4,8:45.0,,Personal foul by T. Ulis (drawn by J. Harden),88,78
347,4,8:45.0,S. Harrison enters the game for T. Ulis,,88,78
348,4,8:39.0,,J. Harden misses 2-pt hook shot from 4 ft,88,78
349,4,8:36.0,Defensive rebound by A. Williams,,88,78
350,4,8:28.0,Shooting foul by P. Tucker (drawn by A. Williams),,88,78
351,4,8:28.0,A. Williams misses free throw 1 of 2,,88,78
352,4,8:28.0,Offensive rebound by Team,,88,78
353,4,8:28.0,,C. Capela enters the game for T. Black,88,78
354,4,8:28.0,A. Williams makes free throw 2 of 2,,89,78
355,4,8:15.0,,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Johnson),89,81
356,4,7:52.0,Turnover by A. Williams (bad pass),,89,81
357,4,7:41.0,,Shooting foul by A. Peters (drawn by J. Harden),89,81
358,4,7:41.0,,J. Harden makes free throw 1 of 2,89,82
359,4,7:41.0,,J. Harden makes free throw 2 of 2,89,83
360,4,7:41.0,Phoenix full timeout,,89,83
361,4,7:41.0,M. Chriss enters the game for S. Harrison,,89,83
362,4,7:41.0,J. Jackson enters the game for A. Williams,,89,83
363,4,7:41.0,T. Ulis enters the game for D. House,,89,83
364,4,7:22.0,,Offensive charge foul by J. Jackson (drawn by P. Tucker),89,83
365,4,7:22.0,Turnover by J. Jackson (offensive foul),,89,83
366,4,6:59.0,,J. Harden makes 2-pt layup at rim,89,85
367,4,6:41.0,J. Jackson makes 2-pt layup from 1 ft (assist by T. Ulis),,91,85
368,4,6:30.0,,J. Harden makes 2-pt layup at rim,91,87
369,4,6:10.0,Turnover by T. Ulis (bad pass; steal by J. Harden),,91,87
370,4,6:10.0,,Personal foul by A. Peters (drawn by J. Harden),91,87
371,4,6:10.0,D. Bender enters the game for A. Peters,,91,87
372,4,6:10.0,D. House enters the game for J. Jackson,,91,87
373,4,5:48.0,,J. Harden misses 2-pt layup at rim (block by M. Chriss),91,87
374,4,5:45.0,Defensive rebound by D. House,,91,87
375,4,5:25.0,T. Ulis misses 2-pt jump shot from 10 ft (block by J. Johnson),,91,87
376,4,5:24.0,Offensive rebound by Team,,91,87
377,4,5:24.0,Turnover by Team (shot clock),,91,87
378,4,5:24.0,,G. Green enters the game for J. Johnson,91,87
379,4,5:09.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),91,90
380,4,4:43.0,Offensive foul by M. Chriss (drawn by P. Tucker),,91,90
381,4,4:43.0,Turnover by M. Chriss (offensive foul),,91,90
382,4,4:20.0,,J. Harden misses 3-pt jump shot from 25 ft,91,90
383,4,4:16.0,Defensive rebound by T. Ulis,,91,90
384,4,3:54.0,T. Ulis makes 3-pt jump shot from 27 ft (assist by M. Chriss),,94,90
385,4,3:45.0,,T. Ariza misses 3-pt jump shot from 25 ft,94,90
386,4,3:42.0,Defensive rebound by M. Chriss,,94,90
387,4,3:37.0,Phoenix full timeout,,94,90
388,4,3:37.0,J. Jackson enters the game for D. Bender,,94,90
389,4,3:24.0,J. Jackson misses 2-pt jump shot from 20 ft,,94,90
