,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
373,4,5:01.0,,M. Beasley misses 3-pt jump shot from 26 ft,101,91
374,4,4:57.0,Defensive rebound by K. Towns,,101,91
375,4,4:46.0,J. Teague misses 2-pt layup from 2 ft,,101,91
376,4,4:44.0,,Defensive rebound by E. Freedom,101,91
377,4,4:41.0,,T. Burke makes 2-pt jump shot from 11 ft (assist by T. Hardaway),101,93
378,4,4:39.0,Minnesota full timeout,,101,93
379,4,4:26.0,K. Towns misses 2-pt jump shot from 22 ft,,101,93
380,4,4:24.0,,Defensive rebound by M. Beasley,101,93
381,4,4:12.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by T. Burke),101,96
382,4,3:48.0,A. Wiggins makes 2-pt layup from 3 ft (assist by K. Towns),,103,96
383,4,3:35.0,,T. Hardaway misses 2-pt jump shot from 17 ft,103,96
384,4,3:33.0,Defensive rebound by A. Wiggins,,103,96
385,4,3:16.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),,105,96
386,4,3:16.0,,New York full timeout,105,96
387,4,3:04.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,105,96
388,4,3:01.0,Defensive rebound by A. Wiggins,,105,96
389,4,2:41.0,T. Gibson misses 2-pt jump shot from 18 ft,,105,96
390,4,2:40.0,,Defensive rebound by Team,105,96
391,4,2:40.0,Loose ball foul by K. Towns (drawn by E. Freedom),,105,96
392,4,2:30.0,Violation by A. Wiggins (kicked ball),,105,96
393,4,2:17.0,,Turnover by T. Hardaway (lost ball; steal by A. Wiggins),105,96
394,4,2:17.0,Personal foul by T. Hardaway (drawn by A. Wiggins),,105,96
395,4,2:03.0,K. Towns misses 2-pt hook shot from 8 ft,,105,96
396,4,2:01.0,,Defensive rebound by M. Beasley,105,96
397,4,1:57.0,,T. Hardaway makes 3-pt jump shot from 27 ft (assist by T. Burke),105,99
398,4,1:41.0,Turnover by J. Teague (bad pass; steal by T. Burke),,105,99
399,4,1:39.0,,Shooting foul by A. Wiggins (drawn by T. Hardaway),105,99
400,4,1:39.0,,T. Hardaway makes free throw 1 of 2,105,100
401,4,1:39.0,,T. Hardaway makes free throw 2 of 2,105,101
402,4,1:20.0,A. Wiggins misses 2-pt layup from 2 ft,,105,101
403,4,1:16.0,Offensive rebound by K. Towns,,105,101
404,4,0:56.0,A. Wiggins misses 2-pt jump shot from 20 ft,,105,101
405,4,0:49.0,Offensive rebound by T. Gibson,,105,101
406,4,0:29.0,J. Teague misses 3-pt jump shot from 25 ft,,105,101
407,4,0:28.0,,Defensive rebound by F. Ntilikina,105,101
408,4,0:28.0,,New York full timeout,105,101
409,4,0:21.0,,T. Hardaway misses 2-pt layup from 1 ft,105,101
410,4,0:20.0,Defensive rebound by K. Towns,,105,101
411,4,0:20.0,Personal take foul by E. Freedom (drawn by K. Towns),,105,101
412,4,0:20.0,K. Towns makes free throw 1 of 2,,106,101
413,4,0:20.0,K. Towns misses free throw 2 of 2,,106,101
414,4,0:19.0,,Defensive rebound by M. Beasley,106,101
415,4,0:13.0,,T. Hardaway misses 2-pt layup from 2 ft (block by K. Towns),106,101
416,4,0:10.0,Defensive rebound by A. Wiggins,,106,101
417,4,0:10.0,Personal take foul by T. Burke (drawn by J. Teague),,106,101
418,4,0:10.0,J. Teague makes free throw 1 of 2,,107,101
419,4,0:10.0,J. Teague makes free throw 2 of 2,,108,101
420,4,0:10.0,,New York full timeout,108,101
421,4,0:05.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Hardaway),108,104
422,4,0:03.0,Personal take foul by F. Ntilikina (drawn by N. Bjelica),,108,104
423,4,0:03.0,N. Bjelica misses free throw 1 of 2,,108,104
424,4,0:03.0,Offensive rebound by Team,,108,104
425,4,0:03.0,N. Bjelica misses free throw 2 of 2,,108,104
426,4,0:02.0,,Defensive rebound by E. Freedom,108,104
427,4,0:00.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,108,104
428,4,0:00.0,,Offensive rebound by Team,108,104
