,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
0,1,11:54.0,,M. Kleber misses 2-pt jump shot from 19 ft,0,0
1,1,11:50.0,Defensive rebound by T. Booker,,0,0
2,1,11:37.0,S. Dinwiddie misses 2-pt jump shot from 5 ft (block by M. Kleber),,0,0
3,1,11:35.0,,Defensive rebound by W. Matthews,0,0
4,1,11:22.0,,D. Smith makes 2-pt jump shot from 14 ft,0,2
5,1,11:01.0,T. Booker makes 2-pt hook shot from 3 ft,,2,2
6,1,10:40.0,,W. Matthews misses 2-pt jump shot from 6 ft,2,2
7,1,10:37.0,Defensive rebound by T. Zeller,,2,2
8,1,10:26.0,Personal block foul by D. Smith (drawn by T. Zeller),,2,2
9,1,10:17.0,T. Booker misses 3-pt jump shot from 23 ft,,2,2
10,1,10:15.0,,Defensive rebound by M. Kleber,2,2
11,1,10:05.0,,M. Kleber misses 2-pt hook shot from 1 ft,2,2
12,1,10:01.0,,Offensive rebound by M. Kleber,2,2
13,1,10:01.0,,M. Kleber makes 2-pt layup at rim,2,4
14,1,9:45.0,J. Harris makes 2-pt jump shot from 1 ft,,4,4
15,1,9:21.0,,M. Kleber makes 3-pt jump shot from 22 ft (assist by H. Barnes),4,7
16,1,9:06.0,T. Zeller misses 2-pt hook shot from 2 ft,,4,7
17,1,9:06.0,,Defensive rebound by M. Kleber,4,7
18,1,8:59.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),4,10
19,1,8:37.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,7,10
20,1,8:14.0,,H. Barnes makes 2-pt layup from 2 ft,7,12
21,1,7:54.0,T. Booker misses 2-pt hook shot from 8 ft,,7,12
22,1,7:52.0,,Defensive rebound by M. Kleber,7,12
23,1,7:42.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Smith),7,14
24,1,7:41.0,Brooklyn full timeout,,7,14
25,1,7:41.0,,S. Mejri enters the game for D. Nowitzki,7,14
26,1,7:21.0,D. Carroll misses 3-pt jump shot from 25 ft,,7,14
27,1,7:18.0,Offensive rebound by T. Zeller,,7,14
28,1,7:17.0,D. Carroll makes 2-pt layup at rim (assist by T. Zeller),,9,14
29,1,7:02.0,,D. Smith misses 3-pt jump shot from 24 ft,9,14
30,1,6:59.0,Defensive rebound by T. Zeller,,9,14
31,1,6:49.0,J. Harris misses 3-pt jump shot from 24 ft,,9,14
32,1,6:46.0,,Defensive rebound by D. Smith,9,14
33,1,6:36.0,,W. Matthews makes 2-pt jump shot from 18 ft (assist by S. Mejri),9,16
34,1,6:13.0,T. Zeller makes 2-pt dunk from 1 ft (assist by D. Carroll),,11,16
35,1,5:56.0,,H. Barnes misses 3-pt jump shot from 24 ft,11,16
36,1,5:56.0,Defensive rebound by T. Zeller,,11,16
37,1,5:35.0,T. Zeller makes 2-pt hook shot from 7 ft (assist by S. Dinwiddie),,13,16
38,1,5:15.0,,D. Smith misses 2-pt jump shot from 4 ft (block by S. Dinwiddie),13,16
39,1,5:13.0,Defensive rebound by T. Zeller,,13,16
40,1,5:09.0,T. Booker makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,15,16
41,1,5:09.0,,Dallas full timeout,15,16
42,1,5:09.0,,Y. Ferrell enters the game for D. Smith,15,16
43,1,4:45.0,,M. Kleber makes 2-pt jump shot from 9 ft (assist by W. Matthews),15,18
44,1,4:38.0,Turnover by T. Zeller (traveling),,15,18
45,1,4:18.0,,M. Kleber makes 2-pt jump shot from 14 ft (assist by H. Barnes),15,20
46,1,3:55.0,Turnover by T. Booker (bad pass; steal by H. Barnes),,15,20
47,1,3:47.0,,Y. Ferrell misses 2-pt jump shot from 17 ft,15,20
48,1,3:44.0,Defensive rebound by T. Booker,,15,20
49,1,3:42.0,,D. Powell enters the game for S. Mejri,15,20
50,1,3:42.0,S. Kilpatrick enters the game for S. Dinwiddie,,15,20
51,1,3:42.0,C. LeVert enters the game for J. Harris,,15,20
