,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
392,4,10:18.0,,Personal foul by M. Chriss (drawn by D. McDermott),81,95
393,4,10:18.0,D. Bender enters the game for M. Chriss,,81,95
394,4,10:02.0,,D. McDermott misses 3-pt jump shot from 22 ft,81,95
395,4,9:59.0,Defensive rebound by D. Bender,,81,95
396,4,9:48.0,Shooting foul by D. McDermott (drawn by T. Ulis),,81,95
397,4,9:48.0,T. Ulis makes free throw 2 of 2,,82,95
398,4,9:48.0,T. Ulis makes free throw 1 of 2,,83,95
399,4,9:32.0,,D. McDermott makes 2-pt layup from 2 ft (assist by K. O'Quinn),83,97
400,4,9:16.0,Def 3 sec tech foul by M. Beasley,,83,97
401,4,9:16.0,D. Booker makes technical free throw,,84,97
402,4,9:14.0,A. Len misses 2-pt layup from 2 ft (block by K. O'Quinn),,84,97
403,4,9:09.0,,Defensive rebound by M. Beasley,84,97
404,4,9:08.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),84,100
405,4,8:59.0,T. Ulis misses 2-pt layup from 2 ft (block by K. O'Quinn),,84,100
406,4,8:59.0,Offensive rebound by Team,,84,100
407,4,8:58.0,,K. Porziņģis enters the game for M. Beasley,84,100
408,4,8:56.0,D. Booker makes 3-pt jump shot from 23 ft (assist by T. Ulis),,87,100
409,4,8:42.0,,Turnover by D. McDermott (out of bounds lost ball),87,100
410,4,8:33.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Ulis),,89,100
411,4,8:04.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,89,102
412,4,7:42.0,Turnover by D. Booker (lost ball; steal by C. Lee),,89,102
413,4,7:39.0,,D. McDermott makes 2-pt dunk at rim (assist by C. Lee),89,104
414,4,7:39.0,,Shooting foul by D. Booker (drawn by D. McDermott),89,104
415,4,7:39.0,Phoenix full timeout,,89,104
416,4,7:39.0,,E. Freedom enters the game for K. O'Quinn,89,104
417,4,7:39.0,,D. McDermott makes free throw 1 of 1,89,105
418,4,7:24.0,T. Ulis makes 2-pt jump shot from 12 ft,,91,105
419,4,6:58.0,,K. Porziņģis misses 2-pt layup from 4 ft (block by A. Len),91,105
420,4,6:55.0,Defensive rebound by A. Len,,91,105
421,4,6:51.0,Personal foul by F. Ntilikina (drawn by T. Ulis),,91,105
422,4,6:51.0,,T. Hardaway enters the game for D. McDermott,91,105
423,4,6:44.0,D. Booker makes 2-pt jump shot from 20 ft (assist by T. Ulis),,93,105
424,4,6:28.0,,F. Ntilikina makes 2-pt layup at rim,93,107
425,4,6:13.0,D. Bender misses 3-pt jump shot from 25 ft,,93,107
426,4,6:11.0,,Defensive rebound by E. Freedom,93,107
427,4,6:06.0,,Personal foul by D. Bender (drawn by K. Porziņģis),93,107
428,4,6:06.0,T. Chandler enters the game for A. Len,,93,107
429,4,5:57.0,,K. Porziņģis makes 3-pt jump shot from 25 ft,93,110
430,4,5:43.0,D. Booker makes 2-pt layup from 2 ft,,95,110
431,4,5:26.0,,Turnover by T. Hardaway (traveling),95,110
432,4,5:26.0,J. Jackson enters the game for D. Bender,,95,110
433,4,5:17.0,Turnover by T. Ulis (out of bounds lost ball),,95,110
434,4,5:17.0,,J. Jack enters the game for F. Ntilikina,95,110
435,4,4:57.0,,Turnover by E. Freedom (bad pass; steal by J. Jackson),95,110
436,4,4:53.0,J. Jackson misses 2-pt layup from 2 ft (block by K. Porziņģis),,95,110
437,4,4:50.0,,Defensive rebound by C. Lee,95,110
438,4,4:48.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Jack),95,112
439,4,4:48.0,,Shooting foul by J. Jackson (drawn by K. Porziņģis),95,112
440,4,4:48.0,,K. Porziņģis makes free throw 1 of 1,95,113
441,4,4:40.0,D. Booker misses 2-pt layup from 3 ft (block by E. Freedom),,95,113
442,4,4:36.0,,Defensive rebound by T. Hardaway,95,113
443,4,4:34.0,,T. Hardaway misses 3-pt jump shot from 25 ft,95,113
444,4,4:31.0,Defensive rebound by T. Chandler,,95,113
445,4,4:22.0,T. Chandler makes 2-pt dunk at rim (assist by T. Ulis),,97,113
446,4,3:55.0,,K. Porziņģis misses 2-pt jump shot from 23 ft,97,113
447,4,3:53.0,,Offensive rebound by E. Freedom,97,113
448,4,3:41.0,,Shooting foul by J. Jackson (drawn by E. Freedom),97,113
449,4,3:41.0,,E. Freedom makes free throw 1 of 2,97,114
450,4,3:41.0,M. James enters the game for T. Ulis,,97,114
451,4,3:41.0,,E. Freedom makes free throw 2 of 2,97,115
452,4,3:30.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. James),,100,115
453,4,3:18.0,,New York full timeout,100,115
454,4,3:09.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Jack),100,118
455,4,2:56.0,Personal foul by C. Lee (drawn by D. Booker),,100,118
456,4,2:56.0,D. Booker makes free throw 1 of 2,,101,118
457,4,2:56.0,D. Booker makes free throw 2 of 2,,102,118
458,4,2:37.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,102,118
459,4,2:35.0,Defensive rebound by T. Chandler,,102,118
460,4,2:27.0,T. Chandler misses 2-pt layup from 3 ft (block by K. Porziņģis),,102,118
461,4,2:25.0,,Defensive rebound by K. Porziņģis,102,118
462,4,2:22.0,,C. Lee misses 3-pt jump shot from 25 ft,102,118
463,4,2:19.0,,Offensive rebound by K. Porziņģis,102,118
464,4,2:17.0,,C. Lee misses 3-pt jump shot from 25 ft,102,118
465,4,2:17.0,Defensive rebound by T. Chandler,,102,118
466,4,2:12.0,Personal take foul by J. Jack (drawn by J. Jackson),,102,118
467,4,2:12.0,J. Jackson makes free throw 1 of 2,,103,118
468,4,2:12.0,,M. Beasley enters the game for K. Porziņģis,103,118
469,4,2:12.0,J. Jackson misses free throw 2 of 2,,103,118
470,4,2:11.0,,Defensive rebound by M. Beasley,103,118
471,4,1:57.0,,T. Hardaway makes 2-pt jump shot from 17 ft,103,120
472,4,1:46.0,M. James misses 2-pt jump shot from 15 ft,,103,120
473,4,1:43.0,,Defensive rebound by E. Freedom,103,120
474,4,1:29.0,,E. Freedom misses 2-pt jump shot from 14 ft,103,120
475,4,1:26.0,Defensive rebound by T. Chandler,,103,120
476,4,1:20.0,T. Chandler makes 2-pt dunk at rim (assist by M. James),,105,120
477,4,1:02.0,,E. Freedom misses 2-pt layup from 2 ft,105,120
478,4,1:00.0,Defensive rebound by M. James,,105,120
479,4,0:57.0,M. James misses 3-pt jump shot from 28 ft,,105,120
480,4,0:52.0,,Defensive rebound by C. Lee,105,120
481,4,0:30.0,,C. Lee misses 2-pt jump shot from 14 ft,105,120
482,4,0:28.0,,Offensive rebound by E. Freedom,105,120
483,4,0:05.0,,Turnover by Team (shot clock),105,120
484,4,0:00.0,T. Chandler makes 2-pt dunk from 1 ft (assist by M. James),,107,120
