,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
50,1,5:37.0,,Turnover by L. Williams (bad pass),12,17
51,1,5:37.0,,S. Dekker enters the game for M. Harrell,12,17
52,1,5:14.0,T. Sefolosha misses 2-pt jump shot from 12 ft,,12,17
53,1,5:11.0,,Defensive rebound by D. Jordan,12,17
54,1,5:00.0,,L. Williams makes 2-pt layup from 1 ft (assist by A. Rivers),12,19
55,1,4:40.0,A. Burks misses 2-pt jump shot from 9 ft,,12,19
56,1,4:38.0,Offensive rebound by D. Favors,,12,19
57,1,4:37.0,D. Favors misses 2-pt layup from 2 ft (block by W. Johnson),,12,19
58,1,4:37.0,Offensive rebound by D. Favors,,12,19
59,1,4:33.0,T. Sefolosha misses 2-pt jump shot from 19 ft,,12,19
60,1,4:29.0,,Defensive rebound by D. Jordan,12,19
61,1,4:24.0,,A. Rivers makes 2-pt layup from 1 ft,12,21
62,1,4:24.0,Utah full timeout,,12,21
63,1,4:08.0,A. Burks makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,15,21
64,1,3:52.0,,Turnover by A. Rivers (bad pass),15,21
65,1,3:42.0,Turnover by T. Sefolosha (bad pass; steal by W. Johnson),,15,21
66,1,3:34.0,,L. Williams misses 2-pt jump shot from 4 ft (block by A. Burks),15,21
67,1,3:30.0,Defensive rebound by D. Favors,,15,21
68,1,3:18.0,D. Favors misses 2-pt jump shot from 7 ft (block by W. Johnson),,15,21
69,1,3:18.0,Offensive rebound by Team,,15,21
70,1,3:18.0,,C. Williams enters the game for L. Williams,15,21
71,1,3:18.0,E. Udoh enters the game for J. Ingles,,15,21
72,1,3:18.0,R. O'Neale enters the game for D. Favors,,15,21
73,1,3:11.0,Turnover by T. Sefolosha (bad pass; steal by A. Rivers),,15,21
74,1,3:02.0,,S. Dekker misses 3-pt jump shot from 23 ft,15,21
75,1,2:59.0,Defensive rebound by A. Burks,,15,21
76,1,2:51.0,D. Mitchell makes 2-pt layup from 3 ft (assist by A. Burks),,17,21
77,1,2:28.0,,C. Williams makes 2-pt jump shot from 6 ft (assist by A. Rivers),17,23
78,1,2:06.0,A. Burks makes 3-pt jump shot from 24 ft,,20,23
79,1,2:04.0,Shooting foul by D. Jordan (drawn by A. Burks),,20,23
80,1,2:04.0,,W. Reed enters the game for D. Jordan,20,23
81,1,2:04.0,R. Rubio enters the game for D. Mitchell,,20,23
82,1,2:04.0,A. Burks makes free throw 1 of 1,,21,23
83,1,1:45.0,,A. Rivers misses 3-pt jump shot from 25 ft,21,23
84,1,1:41.0,Defensive rebound by R. Rubio,,21,23
85,1,1:37.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,21,23
86,1,1:32.0,,Defensive rebound by W. Reed,21,23
87,1,1:23.0,,J. Evans enters the game for A. Rivers,21,23
88,1,1:15.0,,W. Reed makes 2-pt jump shot from 19 ft (assist by C. Williams),21,25
89,1,0:56.0,T. Sefolosha makes 2-pt hook shot from 5 ft (assist by R. Rubio),,23,25
90,1,0:46.0,,J. Evans makes 2-pt jump shot from 17 ft (assist by W. Reed),23,27
91,1,0:35.0,Shooting foul by J. Evans (drawn by R. Rubio),,23,27
92,1,0:35.0,R. Rubio makes free throw 1 of 2,,24,27
93,1,0:35.0,R. Rubio misses free throw 2 of 2,,24,27
94,1,0:32.0,,Defensive rebound by W. Reed,24,27
95,1,0:21.0,,W. Johnson misses 3-pt jump shot from 23 ft,24,27
96,1,0:18.0,Defensive rebound by R. O'Neale,,24,27
97,1,0:01.0,E. Udoh makes 2-pt layup from 1 ft (assist by R. Rubio),,26,27
98,2,11:46.0,Personal foul by J. Evans (drawn by R. Rubio),,26,27
99,2,11:39.0,A. Burks misses 3-pt jump shot from 23 ft,,26,27
100,2,11:35.0,,Defensive rebound by C. Williams,26,27
101,2,11:15.0,,Turnover by C. Williams (bad pass; steal by R. O'Neale),26,27
102,2,10:51.0,A. Burks misses 2-pt layup from 5 ft (block by W. Reed),,26,27
103,2,10:49.0,,Defensive rebound by J. Evans,26,27
104,2,10:43.0,,J. Evans misses 2-pt layup from 2 ft (block by E. Udoh),26,27
105,2,10:43.0,Defensive rebound by R. Rubio,,26,27
106,2,10:37.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by A. Burks),,28,27
107,2,10:22.0,,Turnover by J. Evans (bad pass; steal by A. Burks),28,27
108,2,10:10.0,A. Burks makes 2-pt jump shot from 9 ft (assist by R. O'Neale),,30,27
109,2,10:10.0,Shooting foul by S. Dekker (drawn by A. Burks),,30,27
110,2,10:10.0,,L. Williams enters the game for C. Williams,30,27
111,2,10:10.0,A. Burks makes free throw 1 of 1,,31,27
112,2,9:50.0,,J. Evans misses 2-pt jump shot from 3 ft,31,27
113,2,9:49.0,Defensive rebound by Team,,31,27
114,2,9:38.0,Turnover by A. Burks (lost ball; steal by J. Evans),,31,27
115,2,9:38.0,,Personal foul by A. Burks (drawn by J. Evans),31,27
116,2,9:25.0,,S. Thornwell makes 3-pt jump shot from 22 ft (assist by W. Reed),31,30
117,2,9:12.0,Turnover by R. Rubio (bad pass; steal by J. Evans),,31,30
118,2,9:09.0,,Shooting foul by R. O'Neale (drawn by S. Dekker),31,30
119,2,9:09.0,,S. Dekker misses free throw 1 of 2,31,30
120,2,9:09.0,,Offensive rebound by Team,31,30
121,2,9:09.0,D. Mitchell enters the game for R. Rubio,,31,30
122,2,9:09.0,J. Jerebko enters the game for T. Sefolosha,,31,30
123,2,9:09.0,,S. Dekker makes free throw 2 of 2,31,31
124,2,8:56.0,Personal foul by J. Evans (drawn by J. Jerebko),,31,31
125,2,8:56.0,,A. Rivers enters the game for J. Evans,31,31
126,2,8:50.0,D. Mitchell makes 3-pt jump shot from 25 ft,,34,31
127,2,8:41.0,,Shooting block foul by J. Jerebko (drawn by W. Reed),34,31
128,2,8:41.0,,W. Reed makes free throw 1 of 2,34,32
129,2,8:41.0,,W. Reed makes free throw 2 of 2,34,33
130,2,8:19.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by A. Burks),,37,33
131,2,8:12.0,,L. Williams makes 2-pt jump shot from 10 ft,37,35
132,2,8:01.0,A. Burks misses 2-pt jump shot from 11 ft,,37,35
133,2,7:58.0,,Defensive rebound by W. Reed,37,35
134,2,7:46.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by A. Rivers),37,38
135,2,7:31.0,D. Mitchell makes 3-pt jump shot from 24 ft,,40,38
136,2,7:09.0,,L. Williams misses 3-pt jump shot from 22 ft,40,38
137,2,7:06.0,Defensive rebound by A. Burks,,40,38
138,2,7:04.0,Turnover by D. Mitchell (bad pass),,40,38
139,2,7:04.0,,LA Clippers full timeout,40,38
140,2,7:04.0,,D. Jordan enters the game for W. Reed,40,38
141,2,7:04.0,J. Ingles enters the game for R. O'Neale,,40,38
142,2,7:04.0,D. Favors enters the game for E. Udoh,,40,38
143,2,6:48.0,,Shooting foul by D. Favors (drawn by D. Jordan),40,38
144,2,6:48.0,,D. Jordan misses free throw 1 of 2,40,38
145,2,6:48.0,,Offensive rebound by Team,40,38
146,2,6:48.0,,M. Harrell enters the game for S. Dekker,40,38
147,2,6:48.0,,D. Jordan makes free throw 2 of 2,40,39
148,2,6:25.0,A. Burks makes 2-pt layup from 1 ft,,42,39
149,2,6:14.0,,M. Harrell makes 2-pt hook shot from 9 ft,42,41
150,2,5:52.0,J. Ingles makes 2-pt jump shot from 17 ft (assist by J. Jerebko),,44,41
151,2,5:34.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),44,43
152,2,5:15.0,J. Jerebko misses 3-pt jump shot from 23 ft,,44,43
153,2,5:11.0,Offensive rebound by D. Favors,,44,43
154,2,4:57.0,J. Jerebko makes 2-pt hook shot from 8 ft (assist by J. Ingles),,46,43
155,2,4:37.0,,L. Williams misses 2-pt jump shot from 17 ft,46,43
156,2,4:33.0,Defensive rebound by D. Favors,,46,43
157,2,4:22.0,J. Ingles misses 3-pt jump shot from 25 ft,,46,43
158,2,4:18.0,,Defensive rebound by D. Jordan,46,43
159,2,4:08.0,,Turnover by S. Thornwell (bad pass; steal by J. Ingles),46,43
160,2,4:04.0,A. Burks makes 2-pt dunk at rim (assist by J. Ingles),,48,43
161,2,3:54.0,,Personal foul by A. Burks (drawn by D. Jordan),48,43
162,2,3:54.0,,D. Jordan makes free throw 1 of 2,48,44
163,2,3:54.0,,W. Johnson enters the game for S. Thornwell,48,44
164,2,3:54.0,R. Rubio enters the game for A. Burks,,48,44
165,2,3:54.0,E. Udoh enters the game for D. Favors,,48,44
166,2,3:54.0,,D. Jordan misses free throw 2 of 2,48,44
167,2,3:51.0,Defensive rebound by E. Udoh,,48,44
168,2,3:42.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Ingles),,50,44
169,2,3:25.0,,W. Johnson makes 2-pt jump shot from 15 ft (assist by D. Jordan),50,46
170,2,3:12.0,J. Jerebko makes 2-pt hook shot from 1 ft (assist by E. Udoh),,52,46
171,2,3:04.0,,M. Harrell makes 2-pt layup from 1 ft (assist by A. Rivers),52,48
172,2,2:49.0,J. Jerebko misses 3-pt jump shot from 25 ft,,52,48
173,2,2:49.0,,Defensive rebound by W. Johnson,52,48
174,2,2:39.0,,A. Rivers makes 2-pt jump shot from 3 ft,52,50
175,2,2:39.0,Utah full timeout,,52,50
176,2,2:39.0,T. Sefolosha enters the game for J. Jerebko,,52,50
177,2,2:39.0,D. Favors enters the game for E. Udoh,,52,50
178,2,2:25.0,R. Rubio makes 2-pt jump shot from 13 ft (assist by D. Favors),,54,50
179,2,2:03.0,,A. Rivers makes 2-pt jump shot from 19 ft,54,52
180,2,1:46.0,R. Rubio makes 2-pt jump shot from 17 ft,,56,52
181,2,1:31.0,,A. Rivers makes 2-pt hook shot from 6 ft,56,54
182,2,1:12.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by D. Favors),,59,54
183,2,1:00.0,,A. Rivers misses 3-pt jump shot from 25 ft,59,54
184,2,0:58.0,,Offensive rebound by Team,59,54
185,2,0:58.0,Loose ball foul by D. Mitchell (drawn by M. Harrell),,59,54
186,2,0:58.0,,M. Harrell makes free throw 1 of 2,59,55
187,2,0:58.0,,M. Harrell makes free throw 2 of 2,59,56
188,2,0:46.0,J. Ingles misses 3-pt jump shot from 22 ft,,59,56
189,2,0:41.0,,Defensive rebound by W. Johnson,59,56
190,2,0:36.0,,L. Williams misses 3-pt jump shot from 23 ft,59,56
191,2,0:32.0,,Offensive rebound by D. Jordan,59,56
192,2,0:31.0,,W. Johnson makes 2-pt jump shot from 13 ft (assist by D. Jordan),59,58
193,2,0:31.0,,Shooting foul by D. Favors (drawn by W. Johnson),59,58
194,2,0:31.0,,W. Johnson makes free throw 1 of 1,59,59
195,2,0:20.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Favors),,61,59
196,2,0:02.0,,A. Rivers makes 2-pt layup from 1 ft,61,61
197,3,11:47.0,Turnover by D. Mitchell (bad pass; steal by W. Johnson),,61,61
198,3,11:25.0,,A. Rivers makes 2-pt jump shot from 11 ft,61,63
199,3,11:11.0,Personal foul by W. Johnson (drawn by D. Favors),,61,63
200,3,11:11.0,T. Sefolosha enters the game for J. Jerebko,,61,63
201,3,10:55.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),,64,63
202,3,10:46.0,,Shooting foul by J. Ingles (drawn by L. Williams),64,63
203,3,10:46.0,,L. Williams makes free throw 1 of 2,64,64
204,3,10:46.0,,L. Williams makes free throw 2 of 2,64,65
205,3,10:31.0,R. Rubio misses 2-pt jump shot from 8 ft (block by L. Williams),,64,65
206,3,10:27.0,,Defensive rebound by L. Williams,64,65
207,3,10:22.0,,Shooting foul by R. Rubio (drawn by A. Rivers),64,65
208,3,10:22.0,,A. Rivers makes free throw 1 of 2,64,66
209,3,10:22.0,,A. Rivers makes free throw 2 of 2,64,67
210,3,10:11.0,Personal foul by W. Johnson (drawn by R. Rubio),,64,67
211,3,9:59.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Favors),,66,67
212,3,9:43.0,,D. Jordan makes 2-pt layup from 1 ft,66,69
213,3,9:43.0,,Shooting foul by T. Sefolosha (drawn by D. Jordan),66,69
214,3,9:43.0,,D. Jordan misses free throw 1 of 1,66,69
215,3,9:41.0,Defensive rebound by D. Favors,,66,69
216,3,9:34.0,D. Mitchell makes 3-pt jump shot from 26 ft,,69,69
217,3,9:15.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),69,71
218,3,9:02.0,D. Mitchell misses 2-pt layup from 1 ft,,69,71
219,3,9:02.0,,Defensive rebound by D. Jordan,69,71
220,3,8:48.0,,A. Rivers makes 3-pt jump shot from 23 ft,69,74
221,3,8:34.0,Personal foul by A. Rivers (drawn by D. Mitchell),,69,74
222,3,8:34.0,J. Jerebko enters the game for T. Sefolosha,,69,74
223,3,8:25.0,D. Favors makes 2-pt layup from 3 ft (assist by D. Mitchell),,71,74
224,3,8:25.0,Shooting foul by W. Johnson (drawn by D. Favors),,71,74
225,3,8:25.0,D. Favors makes free throw 1 of 1,,72,74
226,3,8:09.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),72,76
227,3,7:57.0,J. Ingles misses 3-pt jump shot from 22 ft,,72,76
228,3,7:55.0,,Defensive rebound by D. Jordan,72,76
229,3,7:43.0,,Turnover by D. Jordan (lost ball; steal by R. Rubio),72,76
230,3,7:40.0,Turnover by D. Favors (traveling),,72,76
231,3,7:26.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Harrell),72,79
232,3,7:07.0,D. Favors makes 2-pt jump shot from 13 ft (assist by J. Jerebko),,74,79
233,3,6:51.0,,W. Johnson makes 2-pt jump shot from 12 ft (assist by M. Harrell),74,81
234,3,6:34.0,Personal foul by M. Harrell (drawn by J. Ingles),,74,81
235,3,6:34.0,,LA Clippers full timeout,74,81
236,3,6:34.0,J. Ingles makes free throw 1 of 2,,75,81
237,3,6:34.0,J. Ingles misses free throw 2 of 2,,75,81
238,3,6:32.0,,Defensive rebound by M. Harrell,75,81
239,3,6:23.0,Violation by R. Rubio (kicked ball),,75,81
240,3,6:13.0,,Turnover by M. Harrell (lost ball; steal by D. Mitchell),75,81
241,3,5:55.0,Personal foul by D. Jordan (drawn by R. Rubio),,75,81
242,3,5:55.0,R. Rubio makes free throw 1 of 2,,76,81
243,3,5:55.0,R. Rubio makes free throw 2 of 2,,77,81
244,3,5:39.0,,Turnover by W. Johnson (traveling),77,81
245,3,5:16.0,J. Ingles misses 3-pt jump shot from 27 ft,,77,81
246,3,5:13.0,Offensive rebound by D. Favors,,77,81
247,3,5:02.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Rubio),,80,81
248,3,4:47.0,,Turnover by M. Harrell (bad pass; steal by D. Favors),80,81
249,3,4:42.0,J. Ingles misses 3-pt jump shot from 23 ft,,80,81
250,3,4:39.0,Offensive rebound by J. Jerebko,,80,81
251,3,4:39.0,J. Jerebko makes 2-pt dunk at rim,,82,81
252,3,4:39.0,,LA Clippers full timeout,82,81
253,3,4:39.0,,S. Dekker enters the game for M. Harrell,82,81
254,3,4:39.0,,C. Williams enters the game for L. Williams,82,81
255,3,4:39.0,A. Burks enters the game for R. Rubio,,82,81
256,3,4:29.0,,W. Johnson misses 3-pt jump shot from 22 ft,82,81
257,3,4:27.0,,Offensive rebound by Team,82,81
258,3,4:27.0,,Technical foul by D. Jordan,82,81
259,3,4:27.0,D. Mitchell makes technical free throw,,83,81
260,3,4:21.0,,S. Dekker misses 3-pt jump shot from 25 ft,83,81
261,3,4:17.0,,Offensive rebound by D. Jordan,83,81
262,3,4:16.0,,Offensive foul by D. Jordan (drawn by D. Mitchell),83,81
263,3,4:16.0,,Turnover by D. Jordan (offensive foul),83,81
264,3,3:56.0,,Offensive charge foul by J. Jerebko (drawn by A. Rivers),83,81
265,3,3:56.0,Turnover by J. Jerebko (offensive foul),,83,81
266,3,3:56.0,,W. Reed enters the game for D. Jordan,83,81
267,3,3:56.0,R. O'Neale enters the game for J. Ingles,,83,81
268,3,3:46.0,,Turnover by S. Dekker (traveling),83,81
269,3,3:35.0,A. Burks makes 2-pt jump shot from 10 ft,,85,81
270,3,3:12.0,,W. Johnson makes 2-pt jump shot from 21 ft (assist by C. Williams),85,83
271,3,2:51.0,A. Burks misses 3-pt jump shot from 24 ft,,85,83
272,3,2:47.0,Offensive rebound by D. Favors,,85,83
273,3,2:31.0,D. Favors makes 2-pt dunk at rim (assist by D. Mitchell),,87,83
274,3,2:18.0,,A. Rivers misses 2-pt jump shot from 18 ft,87,83
275,3,2:13.0,Defensive rebound by R. O'Neale,,87,83
276,3,2:00.0,D. Mitchell misses 3-pt jump shot from 28 ft,,87,83
277,3,1:57.0,Shooting foul by W. Reed (drawn by D. Favors),,87,83
278,3,1:57.0,D. Favors makes free throw 1 of 2,,88,83
279,3,1:57.0,,L. Williams enters the game for A. Rivers,88,83
280,3,1:57.0,R. Rubio enters the game for D. Mitchell,,88,83
281,3,1:57.0,D. Favors misses free throw 2 of 2,,88,83
282,3,1:56.0,Offensive rebound by D. Favors,,88,83
283,3,1:54.0,,Defensive rebound by L. Williams,88,83
284,3,1:49.0,,Personal foul by R. O'Neale (drawn by L. Williams),88,83
285,3,1:49.0,E. Udoh enters the game for D. Favors,,88,83
286,3,1:39.0,,W. Johnson makes 2-pt layup from 1 ft,88,85
287,3,1:26.0,R. Rubio misses 2-pt jump shot from 17 ft,,88,85
288,3,1:23.0,,Defensive rebound by C. Williams,88,85
289,3,1:15.0,,C. Williams makes 2-pt layup from 4 ft (assist by L. Williams),88,87
290,3,1:08.0,Utah full timeout,,88,87
291,3,1:08.0,,J. Evans enters the game for W. Johnson,88,87
292,3,1:02.0,A. Burks makes 3-pt jump shot from 25 ft,,91,87
293,3,0:45.0,,W. Reed misses 2-pt hook shot from 5 ft,91,87
294,3,0:43.0,Defensive rebound by A. Burks,,91,87
295,3,0:36.0,R. Rubio misses 2-pt jump shot from 5 ft (block by J. Evans),,91,87
296,3,0:32.0,Offensive rebound by E. Udoh,,91,87
297,3,0:23.0,R. Rubio makes 3-pt jump shot from 22 ft (assist by A. Burks),,94,87
298,3,0:03.0,,L. Williams misses 3-pt jump shot from 27 ft,94,87
299,3,0:00.0,Defensive rebound by Team,,94,87
300,4,11:50.0,,J. Evans makes 2-pt jump shot from 11 ft (assist by L. Williams),94,89
301,4,11:35.0,R. Rubio misses 3-pt jump shot from 24 ft,,94,89
302,4,11:33.0,Offensive rebound by Team,,94,89
303,4,11:23.0,Turnover by R. Rubio (lost ball; steal by S. Dekker),,94,89
304,4,11:19.0,,S. Dekker makes 2-pt dunk from 1 ft,94,91
305,4,10:56.0,A. Burks misses 2-pt jump shot from 19 ft,,94,91
306,4,10:52.0,,Defensive rebound by W. Reed,94,91
307,4,10:43.0,,S. Dekker misses 2-pt layup from 1 ft,94,91
308,4,10:43.0,,Offensive rebound by W. Reed,94,91
309,4,10:43.0,,Shooting foul by R. Rubio (drawn by W. Reed),94,91
310,4,10:43.0,,W. Reed makes free throw 1 of 2,94,92
311,4,10:43.0,,W. Reed misses free throw 2 of 2,94,92
312,4,10:40.0,,Offensive rebound by S. Dekker,94,92
313,4,10:35.0,,L. Williams misses 3-pt jump shot from 24 ft,94,92
314,4,10:31.0,Defensive rebound by A. Burks,,94,92
315,4,10:25.0,Turnover by R. Rubio (bad pass; steal by S. Dekker),,94,92
316,4,10:23.0,,Shooting foul by A. Burks (drawn by S. Dekker),94,92
317,4,10:23.0,,S. Dekker makes free throw 1 of 2,94,93
318,4,10:23.0,,S. Dekker misses free throw 2 of 2,94,93
319,4,10:21.0,Defensive rebound by A. Burks,,94,93
320,4,10:00.0,A. Burks makes 2-pt jump shot from 9 ft (assist by R. O'Neale),,96,93
321,4,10:00.0,,Violation by W. Reed (def goaltending),96,93
322,4,9:48.0,,C. Williams misses 3-pt jump shot from 23 ft,96,93
323,4,9:43.0,Defensive rebound by R. O'Neale,,96,93
324,4,9:30.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,99,93
325,4,9:18.0,,S. Dekker misses 3-pt jump shot from 25 ft,99,93
326,4,9:15.0,Defensive rebound by R. Rubio,,99,93
327,4,9:09.0,Shooting foul by W. Reed (drawn by T. Sefolosha),,99,93
328,4,9:09.0,T. Sefolosha makes free throw 1 of 2,,100,93
329,4,9:09.0,,A. Rivers enters the game for J. Evans,100,93
330,4,9:09.0,,D. Jordan enters the game for C. Williams,100,93
331,4,9:09.0,,W. Johnson enters the game for W. Reed,100,93
332,4,9:09.0,T. Sefolosha makes free throw 2 of 2,,101,93
333,4,8:54.0,,Turnover by D. Jordan (lost ball; steal by A. Burks),101,93
334,4,8:50.0,R. O'Neale makes 2-pt layup from 1 ft (assist by T. Sefolosha),,103,93
335,4,8:39.0,,Personal foul by R. Rubio (drawn by W. Johnson),103,93
336,4,8:39.0,D. Mitchell enters the game for R. Rubio,,103,93
337,4,8:27.0,,L. Williams makes 2-pt layup from 1 ft,103,95
338,4,8:11.0,A. Burks makes 3-pt jump shot from 26 ft,,106,95
339,4,8:03.0,,Turnover by S. Dekker (bad pass; steal by R. O'Neale),106,95
340,4,7:43.0,D. Mitchell misses 3-pt jump shot from 24 ft,,106,95
341,4,7:39.0,,Defensive rebound by D. Jordan,106,95
342,4,7:35.0,,L. Williams misses 2-pt jump shot from 16 ft,106,95
343,4,7:31.0,Defensive rebound by T. Sefolosha,,106,95
344,4,7:14.0,Turnover by A. Burks (traveling),,106,95
345,4,7:14.0,,C. Williams enters the game for S. Dekker,106,95
346,4,7:00.0,,Turnover by A. Rivers (lost ball; steal by E. Udoh),106,95
347,4,6:56.0,D. Mitchell makes 2-pt dunk at rim (assist by R. O'Neale),,108,95
348,4,6:39.0,,A. Rivers misses 2-pt layup from 2 ft,108,95
349,4,6:33.0,,Offensive rebound by D. Jordan,108,95
350,4,6:33.0,,D. Jordan misses 2-pt layup at rim,108,95
351,4,6:33.0,Defensive rebound by T. Sefolosha,,108,95
352,4,6:29.0,T. Sefolosha misses 2-pt layup from 1 ft,,108,95
353,4,6:29.0,,Defensive rebound by D. Jordan,108,95
354,4,6:22.0,,Shooting foul by E. Udoh (drawn by L. Williams),108,95
355,4,6:22.0,,LA Clippers full timeout,108,95
356,4,6:22.0,J. Ingles enters the game for R. O'Neale,,108,95
357,4,6:22.0,D. Favors enters the game for E. Udoh,,108,95
358,4,6:22.0,,L. Williams makes free throw 1 of 2,108,96
359,4,6:22.0,,L. Williams makes free throw 2 of 2,108,97
360,4,6:02.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by D. Mitchell),,111,97
361,4,5:40.0,,W. Johnson misses 3-pt jump shot from 23 ft,111,97
362,4,5:37.0,,Offensive rebound by W. Johnson,111,97
363,4,5:31.0,,Turnover by W. Johnson (lost ball; steal by A. Burks),111,97
364,4,5:19.0,T. Sefolosha makes 2-pt jump shot from 23 ft (assist by J. Ingles),,113,97
365,4,5:06.0,,Turnover by W. Johnson (bad pass; steal by T. Sefolosha),113,97
366,4,5:01.0,A. Burks makes 2-pt dunk from 1 ft (assist by J. Ingles),,115,97
367,4,4:50.0,,LA Clippers full timeout,115,97
368,4,4:50.0,,J. Wilson enters the game for C. Williams,115,97
369,4,4:41.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by A. Rivers),115,100
370,4,4:21.0,T. Sefolosha makes 2-pt dunk from 1 ft (assist by D. Mitchell),,117,100
371,4,4:11.0,,L. Williams misses 2-pt jump shot from 8 ft,117,100
372,4,4:09.0,Defensive rebound by A. Burks,,117,100
373,4,3:53.0,D. Favors makes 2-pt dunk at rim (assist by A. Burks),,119,100
374,4,3:31.0,,A. Rivers misses 3-pt jump shot from 25 ft,119,100
375,4,3:28.0,Defensive rebound by D. Favors,,119,100
376,4,3:14.0,Personal take foul by A. Rivers (drawn by D. Mitchell),,119,100
377,4,3:14.0,,B. Johnson enters the game for D. Jordan,119,100
