,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MEMPHIS_ACTION,ATLANTA_SCORE,MEMPHIS_SCORE
77,1,2:42.0,Shooting foul by J. Martin (drawn by D. Schröder),,16,9
78,1,2:42.0,D. Schröder makes free throw 1 of 2,,17,9
79,1,2:42.0,D. Schröder makes free throw 2 of 2,,18,9
80,1,2:29.0,,C. Parsons makes 2-pt layup from 1 ft,18,11
81,1,2:29.0,,Shooting foul by J. Collins (drawn by C. Parsons),18,11
82,1,2:29.0,I. Taylor enters the game for D. Schröder,,18,11
83,1,2:29.0,,C. Parsons makes free throw 1 of 1,18,12
84,1,2:12.0,Shooting foul by B. McLemore (drawn by M. Belinelli),,18,12
85,1,2:12.0,M. Belinelli makes free throw 1 of 2,,19,12
86,1,2:12.0,M. Belinelli makes free throw 2 of 2,,20,12
87,1,2:02.0,,C. Parsons misses 2-pt jump shot from 14 ft,20,12
88,1,1:59.0,Defensive rebound by I. Taylor,,20,12
89,1,1:48.0,M. Belinelli misses 3-pt jump shot from 25 ft,,20,12
90,1,1:44.0,,Defensive rebound by D. Davis,20,12
91,1,1:35.0,,M. Chalmers misses 3-pt jump shot from 26 ft,20,12
92,1,1:32.0,Defensive rebound by J. Collins,,20,12
93,1,1:21.0,Personal foul by M. Chalmers (drawn by I. Taylor),,20,12
94,1,1:21.0,I. Taylor misses free throw 1 of 2,,20,12
95,1,1:21.0,Offensive rebound by Team,,20,12
96,1,1:21.0,M. Plumlee enters the game for J. Collins,,20,12
97,1,1:21.0,I. Taylor makes free throw 2 of 2,,21,12
98,1,1:10.0,,Shooting foul by I. Taylor (drawn by M. Chalmers),21,12
99,1,1:10.0,,M. Chalmers misses free throw 1 of 2,21,12
100,1,1:10.0,,Offensive rebound by Team,21,12
101,1,1:10.0,,M. Chalmers makes free throw 2 of 2,21,13
102,1,1:02.0,Turnover by D. Bembry (bad pass; steal by M. Chalmers),,21,13
103,1,0:49.0,,M. Chalmers misses 2-pt layup from 1 ft,21,13
104,1,0:47.0,,Offensive rebound by D. Davis,21,13
105,1,0:47.0,,D. Davis misses 2-pt layup at rim,21,13
106,1,0:47.0,,Offensive rebound by D. Davis,21,13
107,1,0:45.0,,D. Davis makes 2-pt layup at rim,21,15
108,1,0:29.0,I. Taylor misses 2-pt layup from 4 ft,,21,15
109,1,0:25.0,,Defensive rebound by B. McLemore,21,15
110,1,0:10.0,,C. Parsons makes 2-pt jump shot from 8 ft,21,17
111,1,0:01.0,M. Belinelli misses 3-pt jump shot from 26 ft,,21,17
112,1,0:01.0,,Defensive rebound by C. Parsons,21,17
113,2,11:38.0,,D. Davis misses 2-pt jump shot from 13 ft,21,17
114,2,11:35.0,Defensive rebound by D. Bembry,,21,17
115,2,11:19.0,M. Plumlee misses 2-pt hook shot from 8 ft,,21,17
116,2,11:16.0,,Defensive rebound by M. Chalmers,21,17
117,2,11:12.0,,B. McLemore makes 2-pt layup at rim (assist by M. Chalmers),21,19
118,2,11:12.0,,Shooting foul by D. Bembry (drawn by B. McLemore),21,19
119,2,11:12.0,J. Collins enters the game for M. Plumlee,,21,19
120,2,11:12.0,,B. McLemore misses free throw 1 of 1,21,19
121,2,11:07.0,Defensive rebound by L. Babbitt,,21,19
122,2,11:00.0,M. Belinelli makes 2-pt layup at rim (assist by I. Taylor),,23,19
123,2,10:44.0,,M. Chalmers makes 2-pt jump shot from 8 ft,23,21
124,2,10:20.0,Turnover by M. Belinelli (lost ball; steal by M. Chalmers),,23,21
125,2,10:14.0,,B. McLemore makes 2-pt jump shot from 12 ft,23,23
126,2,9:57.0,Shooting foul by B. McLemore (drawn by I. Taylor),,23,23
127,2,9:57.0,I. Taylor makes free throw 1 of 2,,24,23
128,2,9:57.0,,T. Evans enters the game for M. Chalmers,24,23
129,2,9:57.0,K. Bazemore enters the game for D. Bembry,,24,23
130,2,9:57.0,I. Taylor makes free throw 2 of 2,,25,23
131,2,9:40.0,,Turnover by J. Martin (lost ball; steal by I. Taylor),25,23
132,2,9:36.0,K. Bazemore misses 2-pt jump shot from 21 ft,,25,23
133,2,9:36.0,,Defensive rebound by Team,25,23
134,2,9:23.0,,B. McLemore misses 3-pt jump shot from 26 ft,25,23
135,2,9:23.0,Defensive rebound by K. Bazemore,,25,23
136,2,9:16.0,Turnover by K. Bazemore (lost ball; steal by B. McLemore),,25,23
137,2,9:09.0,,B. McLemore makes 2-pt jump shot from 19 ft (assist by J. Martin),25,25
138,2,8:56.0,L. Babbitt misses 3-pt jump shot from 27 ft,,25,25
139,2,8:52.0,,Defensive rebound by B. McLemore,25,25
140,2,8:46.0,,D. Brooks makes 2-pt jump shot from 11 ft (assist by B. McLemore),25,27
141,2,8:46.0,Atlanta full timeout,,25,27
142,2,8:46.0,,A. Harrison enters the game for B. McLemore,25,27
143,2,8:46.0,D. Schröder enters the game for L. Babbitt,,25,27
144,2,8:46.0,T. Prince enters the game for I. Taylor,,25,27
145,2,8:30.0,Personal foul by A. Harrison (drawn by J. Collins),,25,27
146,2,8:19.0,D. Schröder misses 2-pt jump shot from 12 ft,,25,27
147,2,8:15.0,Offensive rebound by J. Collins,,25,27
148,2,8:05.0,D. Schröder misses 3-pt jump shot from 23 ft,,25,27
149,2,8:02.0,,Defensive rebound by T. Evans,25,27
150,2,7:48.0,,T. Evans misses 2-pt layup from 1 ft (block by J. Collins),25,27
151,2,7:44.0,Defensive rebound by J. Collins,,25,27
152,2,7:41.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by D. Schröder),,28,27
153,2,7:18.0,,Personal foul by T. Prince (drawn by A. Harrison),28,27
154,2,7:18.0,E. İlyasova enters the game for M. Belinelli,,28,27
155,2,7:06.0,,T. Evans misses 2-pt jump shot from 5 ft,28,27
156,2,7:01.0,,Offensive rebound by D. Davis,28,27
157,2,7:01.0,,D. Davis makes 2-pt layup at rim,28,29
158,2,6:42.0,Turnover by T. Prince (bad pass; steal by D. Davis),,28,29
159,2,6:31.0,,Offensive foul by D. Davis (drawn by D. Schröder),28,29
160,2,6:31.0,,Turnover by D. Davis (offensive foul),28,29
161,2,6:20.0,K. Bazemore makes 2-pt layup at rim (assist by J. Collins),,30,29
162,2,5:56.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Davis),30,32
163,2,5:42.0,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Schröder),,33,32
164,2,5:29.0,,C. Parsons enters the game for J. Martin,33,32
165,2,5:29.0,,M. Gasol enters the game for D. Davis,33,32
166,2,5:29.0,,J. Green enters the game for D. Brooks,33,32
167,2,5:29.0,M. Plumlee enters the game for J. Collins,,33,32
168,2,5:14.0,,Turnover by Team (shot clock),33,32
169,2,5:04.0,Turnover by E. İlyasova (bad pass; steal by A. Harrison),,33,32
170,2,5:00.0,,Shooting foul by M. Plumlee (drawn by J. Green),33,32
171,2,5:00.0,,J. Green misses free throw 1 of 2,33,32
172,2,5:00.0,,Offensive rebound by Team,33,32
173,2,5:00.0,,J. Green makes free throw 2 of 2,33,33
174,2,4:45.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Schröder),,35,33
175,2,4:25.0,,Turnover by M. Gasol (lost ball; steal by T. Prince),35,33
176,2,4:16.0,D. Schröder misses 3-pt jump shot from 25 ft,,35,33
177,2,4:11.0,,Defensive rebound by J. Green,35,33
178,2,4:09.0,,Shooting foul by T. Prince (drawn by A. Harrison),35,33
179,2,4:09.0,,A. Harrison misses free throw 1 of 2,35,33
180,2,4:09.0,,Offensive rebound by Team,35,33
181,2,4:09.0,,A. Harrison makes free throw 2 of 2,35,34
182,2,4:02.0,Turnover by D. Schröder (step out of bounds),,35,34
183,2,3:51.0,,C. Parsons misses 3-pt jump shot from 26 ft,35,34
184,2,3:48.0,Defensive rebound by D. Schröder,,35,34
185,2,3:43.0,K. Bazemore makes 2-pt jump shot from 21 ft (assist by D. Schröder),,37,34
186,2,3:29.0,,M. Gasol misses 2-pt jump shot from 19 ft,37,34
187,2,3:29.0,Defensive rebound by E. İlyasova,,37,34
188,2,3:16.0,E. İlyasova makes 2-pt layup at rim (assist by D. Schröder),,39,34
189,2,3:05.0,,Offensive foul by C. Parsons (drawn by E. İlyasova),39,34
190,2,3:05.0,,Turnover by C. Parsons (offensive foul),39,34
191,2,3:05.0,,M. Chalmers enters the game for A. Harrison,39,34
192,2,3:05.0,M. Belinelli enters the game for K. Bazemore,,39,34
193,2,2:55.0,D. Schröder misses 2-pt layup from 1 ft,,39,34
194,2,2:52.0,,Defensive rebound by M. Gasol,39,34
195,2,2:31.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by M. Gasol),39,37
196,2,2:16.0,E. İlyasova misses 2-pt jump shot from 18 ft,,39,37
197,2,2:13.0,,Defensive rebound by M. Gasol,39,37
198,2,2:04.0,,J. Green misses 3-pt jump shot from 23 ft,39,37
199,2,2:01.0,Defensive rebound by M. Belinelli,,39,37
200,2,1:53.0,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Schröder),,42,37
201,2,1:26.0,,J. Green misses 2-pt jump shot from 11 ft,42,37
202,2,1:23.0,Defensive rebound by D. Schröder,,42,37
203,2,1:18.0,D. Schröder makes 3-pt jump shot from 25 ft,,45,37
204,2,0:50.0,,T. Evans makes 3-pt jump shot from 25 ft,45,40
205,2,0:32.0,D. Schröder makes 2-pt layup at rim,,47,40
206,2,0:13.0,,Turnover by J. Green (out of bounds lost ball),47,40
207,2,0:13.0,,Memphis full timeout,47,40
208,2,0:13.0,,A. Harrison enters the game for C. Parsons,47,40
209,2,0:13.0,,D. Brooks enters the game for M. Chalmers,47,40
210,2,0:13.0,L. Babbitt enters the game for M. Plumlee,,47,40
211,2,0:08.0,Personal take foul by A. Harrison (drawn by D. Schröder),,47,40
212,3,11:44.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Green),47,43
213,3,11:21.0,D. Schröder misses 2-pt layup from 2 ft (block by M. Gasol),,47,43
214,3,11:18.0,,Defensive rebound by A. Harrison,47,43
215,3,11:17.0,,Turnover by A. Harrison (bad pass; steal by T. Prince),47,43
216,3,11:14.0,K. Bazemore misses 3-pt jump shot from 23 ft,,47,43
217,3,11:10.0,,Defensive rebound by A. Harrison,47,43
218,3,11:05.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Evans),47,46
219,3,11:05.0,Atlanta full timeout,,47,46
220,3,10:52.0,T. Prince misses 3-pt jump shot from 26 ft,,47,46
221,3,10:47.0,Offensive rebound by M. Plumlee,,47,46
222,3,10:37.0,T. Prince misses 2-pt layup from 1 ft,,47,46
223,3,10:34.0,,Defensive rebound by J. Green,47,46
224,3,10:13.0,,M. Gasol misses 2-pt jump shot from 13 ft,47,46
225,3,10:10.0,,Offensive rebound by J. Green,47,46
226,3,10:04.0,,Personal foul by M. Plumlee (drawn by M. Gasol),47,46
227,3,10:04.0,Violation by K. Bazemore (kicked ball),,47,46
228,3,9:48.0,,A. Harrison misses 2-pt jump shot from 11 ft,47,46
229,3,9:43.0,Defensive rebound by D. Schröder,,47,46
230,3,9:40.0,Personal foul by M. Gasol (drawn by D. Schröder),,47,46
231,3,9:40.0,,M. Chalmers enters the game for A. Harrison,47,46
232,3,9:33.0,K. Bazemore makes 2-pt jump shot from 11 ft,,49,46
233,3,9:22.0,,T. Evans misses 2-pt layup from 4 ft,49,46
234,3,9:18.0,Defensive rebound by T. Prince,,49,46
235,3,9:14.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,52,46
236,3,8:51.0,,M. Gasol misses 2-pt jump shot from 21 ft,52,46
237,3,8:49.0,Defensive rebound by K. Bazemore,,52,46
238,3,8:43.0,Turnover by D. Schröder (bad pass; steal by M. Chalmers),,52,46
239,3,8:34.0,,M. Chalmers misses 2-pt layup from 1 ft,52,46
240,3,8:31.0,Defensive rebound by K. Bazemore,,52,46
241,3,8:29.0,Turnover by E. İlyasova (lost ball; steal by D. Brooks),,52,46
242,3,8:28.0,,Personal take foul by D. Schröder (drawn by D. Brooks),52,46
243,3,8:08.0,,M. Gasol misses 2-pt jump shot from 12 ft,52,46
244,3,8:08.0,Defensive rebound by Team,,52,46
245,3,8:00.0,,Violation by M. Gasol (kicked ball),52,46
246,3,8:00.0,Personal foul by T. Evans (drawn by T. Prince),,52,46
247,3,7:53.0,D. Schröder misses 2-pt layup from 1 ft (block by J. Green),,52,46
248,3,7:50.0,,Defensive rebound by J. Green,52,46
249,3,7:46.0,,Shooting foul by M. Plumlee (drawn by D. Brooks),52,46
250,3,7:46.0,,D. Brooks makes free throw 1 of 2,52,47
251,3,7:46.0,D. Bembry enters the game for D. Schröder,,52,47
252,3,7:46.0,,D. Brooks makes free throw 2 of 2,52,48
253,3,7:41.0,Turnover by T. Prince (bad pass; steal by T. Evans),,52,48
254,3,7:37.0,,T. Evans makes 2-pt layup from 2 ft,52,50
255,3,7:17.0,T. Prince makes 2-pt jump shot from 8 ft (assist by E. İlyasova),,54,50
256,3,7:00.0,,Offensive foul by D. Brooks (drawn by T. Prince),54,50
257,3,7:00.0,,Turnover by D. Brooks (offensive foul),54,50
258,3,7:00.0,,A. Harrison enters the game for T. Evans,54,50
259,3,7:00.0,D. Schröder enters the game for M. Plumlee,,54,50
260,3,6:46.0,E. İlyasova makes 2-pt layup at rim (assist by K. Bazemore),,56,50
261,3,6:23.0,,D. Brooks misses 3-pt jump shot from 25 ft,56,50
262,3,6:20.0,,Offensive rebound by J. Green,56,50
263,3,6:19.0,,J. Green makes 2-pt dunk at rim,56,52
264,3,6:05.0,D. Schröder makes 2-pt layup at rim,,58,52
265,3,6:01.0,,Memphis full timeout,58,52
266,3,6:01.0,,C. Parsons enters the game for D. Brooks,58,52
267,3,5:53.0,,Offensive foul by M. Gasol (drawn by D. Schröder),58,52
268,3,5:53.0,,Turnover by M. Gasol (offensive foul),58,52
269,3,5:45.0,Personal foul by A. Harrison (drawn by D. Schröder),,58,52
270,3,5:37.0,T. Prince makes 3-pt jump shot from 23 ft (assist by D. Schröder),,61,52
271,3,5:13.0,,J. Green makes 2-pt jump shot from 20 ft (assist by A. Harrison),61,54
272,3,4:55.0,T. Prince makes 3-pt jump shot from 22 ft (assist by E. İlyasova),,64,54
273,3,4:42.0,,A. Harrison misses 2-pt layup from 1 ft (block by D. Schröder),64,54
274,3,4:42.0,,Offensive rebound by Team,64,54
275,3,4:42.0,,J. Martin enters the game for J. Green,64,54
276,3,4:42.0,J. Collins enters the game for E. İlyasova,,64,54
277,3,4:34.0,,Personal foul by D. Bembry (drawn by M. Chalmers),64,54
278,3,4:27.0,,Turnover by M. Chalmers (bad pass; steal by K. Bazemore),64,54
279,3,4:24.0,D. Bembry makes 2-pt dunk at rim (assist by K. Bazemore),,66,54
280,3,4:05.0,,Shooting foul by J. Collins (drawn by M. Gasol),66,54
281,3,4:05.0,,M. Gasol makes free throw 1 of 2,66,55
282,3,4:05.0,M. Belinelli enters the game for K. Bazemore,,66,55
283,3,4:05.0,,M. Gasol makes free throw 2 of 2,66,56
284,3,3:53.0,D. Schröder misses 2-pt jump shot from 13 ft,,66,56
285,3,3:51.0,,Defensive rebound by M. Gasol,66,56
286,3,3:40.0,,A. Harrison makes 3-pt jump shot from 23 ft (assist by M. Gasol),66,59
287,3,3:24.0,J. Collins misses 2-pt dunk at rim,,66,59
288,3,3:21.0,Offensive rebound by D. Schröder,,66,59
289,3,3:17.0,D. Schröder makes 2-pt jump shot from 6 ft,,68,59
290,3,2:59.0,,Shooting foul by D. Bembry (drawn by M. Gasol),68,59
291,3,2:59.0,,M. Gasol makes free throw 1 of 2,68,60
292,3,2:59.0,L. Babbitt enters the game for T. Prince,,68,60
293,3,2:59.0,,M. Gasol makes free throw 2 of 2,68,61
294,3,2:48.0,M. Belinelli makes 2-pt layup at rim (assist by J. Collins),,70,61
295,3,2:28.0,,C. Parsons makes 2-pt jump shot from 22 ft (assist by M. Gasol),70,63
296,3,2:14.0,D. Schröder misses 2-pt jump shot from 21 ft,,70,63
297,3,2:12.0,,Defensive rebound by J. Martin,70,63
298,3,2:09.0,,M. Gasol makes 2-pt layup at rim (assist by C. Parsons),70,65
299,3,2:09.0,,Shooting foul by L. Babbitt (drawn by M. Gasol),70,65
300,3,2:09.0,,M. Gasol makes free throw 1 of 1,70,66
301,3,1:57.0,M. Belinelli misses 3-pt jump shot from 26 ft,,70,66
302,3,1:54.0,,Defensive rebound by C. Parsons,70,66
303,3,1:47.0,,A. Harrison makes 3-pt jump shot from 26 ft (assist by C. Parsons),70,69
304,3,1:22.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by L. Babbitt),,73,69
305,3,1:14.0,,C. Parsons misses 3-pt jump shot from 25 ft,73,69
306,3,1:11.0,Defensive rebound by J. Collins,,73,69
307,3,1:05.0,D. Schröder misses 2-pt jump shot from 15 ft (block by A. Harrison),,73,69
308,3,1:00.0,,Defensive rebound by C. Parsons,73,69
309,3,0:51.0,,A. Harrison misses 2-pt layup from 3 ft (block by J. Collins),73,69
310,3,0:48.0,,Offensive rebound by A. Harrison,73,69
311,3,0:40.0,,J. Martin misses 2-pt jump shot from 11 ft,73,69
312,3,0:37.0,Defensive rebound by M. Belinelli,,73,69
313,3,0:32.0,Turnover by M. Belinelli (bad pass; steal by M. Chalmers),,73,69
314,3,0:09.0,,A. Harrison makes 3-pt jump shot from 22 ft (assist by M. Gasol),73,72
315,3,0:07.0,Personal take foul by A. Harrison (drawn by D. Schröder),,73,72
316,3,0:07.0,,D. Brooks enters the game for A. Harrison,73,72
317,3,0:07.0,I. Taylor enters the game for D. Schröder,,73,72
318,3,0:07.0,T. Prince enters the game for D. Bembry,,73,72
319,3,0:07.0,,J. Green enters the game for C. Parsons,73,72
320,3,0:00.0,T. Prince misses 3-pt jump shot from 23 ft,,73,72
321,3,0:00.0,Offensive rebound by Team,,73,72
322,4,11:47.0,Turnover by I. Taylor (bad pass; steal by C. Parsons),,73,72
323,4,11:33.0,,Turnover by M. Chalmers (bad pass; steal by M. Plumlee),73,72
324,4,11:26.0,M. Belinelli misses 3-pt jump shot from 27 ft,,73,72
325,4,11:22.0,Offensive rebound by M. Plumlee,,73,72
326,4,11:13.0,L. Babbitt makes 2-pt jump shot from 14 ft (assist by K. Bazemore),,75,72
327,4,10:57.0,,Turnover by C. Parsons (out of bounds lost ball),75,72
328,4,10:46.0,K. Bazemore makes 3-pt jump shot from 26 ft,,78,72
329,4,10:32.0,,C. Parsons makes 2-pt jump shot from 14 ft,78,74
330,4,10:16.0,L. Babbitt misses 2-pt layup from 1 ft (block by D. Davis),,78,74
331,4,10:13.0,,Defensive rebound by M. Chalmers,78,74
332,4,9:53.0,,J. Martin misses 2-pt layup from 2 ft,78,74
333,4,9:51.0,Defensive rebound by M. Plumlee,,78,74
334,4,9:47.0,K. Bazemore misses 3-pt jump shot from 26 ft,,78,74
335,4,9:45.0,,Defensive rebound by J. Martin,78,74
336,4,9:30.0,,C. Parsons misses 2-pt jump shot from 15 ft,78,74
337,4,9:28.0,Defensive rebound by Team,,78,74
338,4,9:15.0,I. Taylor misses 2-pt jump shot from 5 ft,,78,74
339,4,9:12.0,,Defensive rebound by D. Davis,78,74
340,4,9:02.0,,T. Evans makes 2-pt layup at rim,78,76
341,4,8:51.0,Shooting foul by T. Evans (drawn by I. Taylor),,78,76
342,4,8:51.0,I. Taylor makes free throw 1 of 2,,79,76
343,4,8:51.0,,A. Harrison enters the game for C. Parsons,79,76
344,4,8:51.0,E. İlyasova enters the game for L. Babbitt,,79,76
345,4,8:51.0,I. Taylor makes free throw 2 of 2,,80,76
346,4,8:37.0,,J. Martin misses 2-pt jump shot from 21 ft,80,76
347,4,8:35.0,Defensive rebound by M. Belinelli,,80,76
348,4,8:35.0,Personal foul by A. Harrison (drawn by M. Belinelli),,80,76
349,4,8:35.0,,B. McLemore enters the game for J. Martin,80,76
350,4,8:35.0,,J. Green enters the game for A. Harrison,80,76
351,4,8:35.0,T. Prince enters the game for M. Belinelli,,80,76
352,4,8:25.0,M. Plumlee makes 2-pt dunk at rim (assist by K. Bazemore),,82,76
353,4,8:11.0,,M. Chalmers makes 2-pt jump shot from 20 ft,82,78
354,4,8:00.0,Turnover by T. Prince (bad pass; steal by J. Green),,82,78
355,4,7:54.0,,J. Green misses 2-pt layup from 2 ft,82,78
356,4,7:54.0,,Offensive rebound by Team,82,78
357,4,7:51.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Davis),82,81
358,4,7:29.0,Personal foul by D. Davis (drawn by I. Taylor),,82,81
359,4,7:29.0,J. Collins enters the game for M. Plumlee,,82,81
360,4,7:29.0,D. Schröder enters the game for I. Taylor,,82,81
361,4,7:16.0,J. Collins makes 2-pt dunk at rim (assist by D. Schröder),,84,81
362,4,7:08.0,,Personal foul by D. Schröder (drawn by M. Chalmers),84,81
363,4,7:01.0,,B. McLemore misses 3-pt jump shot from 23 ft,84,81
364,4,6:57.0,Defensive rebound by K. Bazemore,,84,81
365,4,6:53.0,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,87,81
366,4,6:45.0,,Memphis full timeout,87,81
367,4,6:45.0,,M. Gasol enters the game for M. Chalmers,87,81
368,4,6:45.0,,D. Brooks enters the game for D. Davis,87,81
369,4,6:36.0,,B. McLemore misses 3-pt jump shot from 24 ft,87,81
370,4,6:34.0,,Offensive rebound by J. Green,87,81
371,4,6:22.0,,T. Evans misses 2-pt jump shot from 6 ft,87,81
372,4,6:18.0,Defensive rebound by T. Prince,,87,81
373,4,6:09.0,Shooting foul by B. McLemore (drawn by D. Schröder),,87,81
374,4,6:09.0,D. Schröder makes free throw 1 of 2,,88,81
375,4,6:09.0,D. Schröder makes free throw 2 of 2,,89,81
376,4,5:55.0,,T. Evans makes 2-pt layup from 2 ft (assist by D. Brooks),89,83
377,4,5:37.0,K. Bazemore misses 3-pt jump shot from 26 ft,,89,83
378,4,5:35.0,,Defensive rebound by D. Brooks,89,83
379,4,5:25.0,,J. Green misses 3-pt jump shot from 24 ft,89,83
380,4,5:18.0,,Offensive rebound by D. Brooks,89,83
