,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHOENIX_ACTION,HOUSTON_SCORE,PHOENIX_SCORE
52,1,5:28.0,T. Ariza makes 2-pt jump shot from 2 ft (assist by J. Harden),,23,13
53,1,5:15.0,,J. Jackson makes 2-pt jump shot from 4 ft,23,15
54,1,4:59.0,C. Capela misses 2-pt layup from 1 ft,,23,15
55,1,4:58.0,C. Capela misses 2-pt layup from 1 ft,,23,15
56,1,4:58.0,Offensive rebound by C. Capela,,23,15
57,1,4:57.0,Offensive rebound by C. Capela,,23,15
58,1,4:56.0,C. Capela misses 2-pt layup at rim,,23,15
59,1,4:55.0,,Defensive rebound by Team,23,15
60,1,4:54.0,N. Hilário enters the game for C. Capela,,23,15
61,1,4:37.0,,D. Bender misses 2-pt layup from 2 ft,23,15
62,1,4:31.0,,Offensive rebound by A. Len,23,15
63,1,4:31.0,,A. Len makes 2-pt dunk at rim,23,17
64,1,4:29.0,E. Gordon makes 2-pt layup from 3 ft,,25,17
65,1,4:29.0,Shooting foul by D. Bender (drawn by E. Gordon),,25,17
66,1,4:29.0,E. Gordon makes free throw 1 of 1,,26,17
67,1,4:13.0,,Turnover by T. Ulis (bad pass; steal by J. Harden),26,17
68,1,4:13.0,Personal foul by T. Ulis (drawn by J. Harden),,26,17
69,1,4:13.0,J. Harden makes free throw 1 of 2,,27,17
70,1,4:13.0,,M. James enters the game for T. Ulis,27,17
71,1,4:13.0,J. Harden makes free throw 2 of 2,,28,17
72,1,4:02.0,,Turnover by J. Jackson (lost ball; steal by P. Tucker),28,17
73,1,3:59.0,E. Gordon makes 2-pt dunk from 2 ft (assist by J. Harden),,30,17
74,1,3:41.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Booker),30,20
75,1,3:25.0,Turnover by J. Harden (lost ball; steal by J. Jackson),,30,20
76,1,3:21.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Booker),30,22
77,1,3:04.0,N. Hilário makes 2-pt layup from 1 ft (assist by E. Gordon),,32,22
78,1,2:54.0,,Turnover by D. Bender (bad pass),32,22
79,1,2:54.0,Houston full timeout,,32,22
80,1,2:54.0,R. Anderson enters the game for T. Ariza,,32,22
81,1,2:54.0,C. Paul enters the game for J. Harden,,32,22
82,1,2:38.0,E. Gordon misses 3-pt jump shot from 26 ft,,32,22
83,1,2:35.0,,Defensive rebound by M. James,32,22
84,1,2:29.0,,Turnover by D. Booker (bad pass; steal by C. Paul),32,22
85,1,2:26.0,N. Hilário makes 2-pt dunk from 1 ft (assist by C. Paul),,34,22
86,1,2:19.0,,M. James misses 2-pt layup from 3 ft,34,22
87,1,2:19.0,Defensive rebound by R. Anderson,,34,22
88,1,2:13.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by C. Paul),,37,22
89,1,1:57.0,,Shooting foul by N. Hilário (drawn by A. Len),37,22
90,1,1:57.0,,A. Len misses free throw 1 of 2,37,22
91,1,1:57.0,,Offensive rebound by Team,37,22
92,1,1:57.0,,T. Daniels enters the game for D. Booker,37,22
93,1,1:57.0,,A. Len misses free throw 2 of 2,37,22
94,1,1:55.0,Defensive rebound by P. Tucker,,37,22
95,1,1:42.0,E. Gordon misses 3-pt jump shot from 29 ft,,37,22
96,1,1:42.0,,Defensive rebound by Team,37,22
97,1,1:30.0,,T. Daniels misses 3-pt jump shot from 26 ft,37,22
98,1,1:27.0,,Offensive rebound by D. Bender,37,22
99,1,1:24.0,,Shooting block foul by P. Tucker (drawn by J. Jackson),37,22
100,1,1:24.0,,J. Jackson misses free throw 1 of 2,37,22
101,1,1:24.0,,Offensive rebound by Team,37,22
102,1,1:24.0,,J. Jackson makes free throw 2 of 2,37,23
103,1,1:12.0,,T. Warren enters the game for D. Bender,37,23
104,1,1:08.0,N. Hilário makes 2-pt jump shot from 13 ft,,39,23
105,1,0:56.0,,Turnover by M. James (bad pass),39,23
106,1,0:49.0,N. Hilário misses 2-pt layup from 5 ft,,39,23
107,1,0:47.0,,Defensive rebound by A. Len,39,23
108,1,0:42.0,,J. Jackson misses 2-pt layup from 6 ft,39,23
109,1,0:40.0,Defensive rebound by N. Hilário,,39,23
110,1,0:34.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by C. Paul),,42,23
111,1,0:13.0,,M. James misses 2-pt layup from 2 ft,42,23
112,1,0:11.0,Defensive rebound by P. Tucker,,42,23
113,1,0:03.0,C. Paul makes 3-pt jump shot from 26 ft,,45,23
114,2,11:42.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by C. Paul),,48,23
115,2,11:27.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by D. Booker),48,26
116,2,11:20.0,C. Paul misses 3-pt jump shot from 25 ft,,48,26
117,2,11:16.0,,Defensive rebound by A. Len,48,26
118,2,10:59.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by T. Daniels),48,28
119,2,10:50.0,R. Anderson misses 3-pt jump shot from 29 ft,,48,28
120,2,10:48.0,,Defensive rebound by T. Daniels,48,28
121,2,10:42.0,,T. Warren makes 2-pt jump shot from 16 ft,48,30
122,2,10:26.0,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),,50,30
123,2,10:21.0,,Shooting foul by C. Paul (drawn by D. Booker),50,30
124,2,10:21.0,,D. Booker makes free throw 1 of 2,50,31
125,2,10:21.0,C. Capela enters the game for N. Hilário,,50,31
126,2,10:21.0,,D. Booker misses free throw 2 of 2,50,31
127,2,10:19.0,Defensive rebound by C. Capela,,50,31
128,2,10:00.0,E. Gordon misses 3-pt jump shot from 31 ft,,50,31
129,2,9:58.0,Offensive rebound by P. Tucker,,50,31
130,2,9:56.0,C. Paul misses 3-pt jump shot from 25 ft,,50,31
131,2,9:53.0,Offensive rebound by R. Anderson,,50,31
132,2,9:48.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),,53,31
133,2,9:34.0,,J. Jackson misses 2-pt jump shot from 14 ft,53,31
134,2,9:33.0,Defensive rebound by C. Capela,,53,31
135,2,9:33.0,Personal foul by J. Jackson (drawn by C. Paul),,53,31
136,2,9:33.0,J. Harden enters the game for C. Paul,,53,31
137,2,9:33.0,,G. Monroe enters the game for A. Len,53,31
138,2,9:21.0,Shooting foul by G. Monroe (drawn by C. Capela),,53,31
139,2,9:21.0,C. Capela misses free throw 1 of 2,,53,31
140,2,9:21.0,Offensive rebound by Team,,53,31
141,2,9:21.0,C. Capela misses free throw 2 of 2,,53,31
142,2,9:21.0,,Violation by D. Booker (lane),53,31
143,2,9:19.0,,Offensive rebound by T. Warren,53,31
144,2,9:05.0,,G. Monroe makes 2-pt layup at rim (assist by T. Warren),53,33
145,2,8:52.0,J. Harden misses 2-pt layup from 5 ft (block by J. Jackson),,53,33
146,2,8:49.0,,Defensive rebound by G. Monroe,53,33
147,2,8:42.0,,D. Booker misses 3-pt jump shot from 24 ft,53,33
148,2,8:39.0,,Offensive rebound by J. Jackson,53,33
149,2,8:37.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Jackson),53,36
150,2,8:35.0,Houston full timeout,,53,36
151,2,8:35.0,T. Ariza enters the game for E. Gordon,,53,36
152,2,8:16.0,R. Anderson makes 2-pt jump shot from 10 ft,,55,36
153,2,7:56.0,,G. Monroe makes 2-pt layup from 2 ft (assist by D. Booker),55,38
154,2,7:42.0,J. Harden makes 2-pt layup from 1 ft,,57,38
155,2,7:33.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by D. Booker),57,41
156,2,7:19.0,Shooting foul by T. Daniels (drawn by J. Harden),,57,41
157,2,7:19.0,J. Harden makes free throw 1 of 3,,58,41
158,2,7:19.0,J. Harden makes free throw 2 of 3,,59,41
159,2,7:19.0,J. Harden makes free throw 3 of 3,,60,41
160,2,7:12.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by J. Jackson),60,43
161,2,7:02.0,Shooting foul by J. Jackson (drawn by R. Anderson),,60,43
162,2,7:02.0,R. Anderson makes free throw 1 of 2,,61,43
163,2,7:02.0,,M. Chriss enters the game for J. Jackson,61,43
164,2,7:02.0,R. Anderson makes free throw 2 of 2,,62,43
165,2,6:50.0,,M. Chriss misses 3-pt jump shot from 23 ft,62,43
166,2,6:47.0,Defensive rebound by C. Capela,,62,43
167,2,6:39.0,J. Harden makes 3-pt jump shot from 25 ft,,65,43
168,2,6:30.0,,Personal block foul by J. Harden (drawn by D. Booker),65,43
169,2,6:24.0,,G. Monroe misses 2-pt hook shot from 7 ft,65,43
170,2,6:21.0,,Offensive rebound by T. Warren,65,43
171,2,6:20.0,,Turnover by T. Warren (bad pass; steal by P. Tucker),65,43
172,2,6:19.0,Turnover by P. Tucker (bad pass; steal by T. Warren),,65,43
173,2,6:14.0,,G. Monroe makes 2-pt hook shot from 2 ft (assist by T. Warren),65,45
174,2,6:01.0,J. Harden makes 3-pt jump shot from 25 ft,,68,45
175,2,5:44.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by D. Booker),68,48
176,2,5:31.0,Turnover by J. Harden (bad pass),,68,48
177,2,5:18.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by D. Booker),68,51
178,2,5:06.0,Personal foul by M. Chriss (drawn by P. Tucker),,68,51
179,2,5:06.0,P. Tucker makes free throw 1 of 2,,69,51
180,2,5:06.0,,T. Ulis enters the game for M. Chriss,69,51
181,2,5:06.0,N. Hilário enters the game for C. Capela,,69,51
182,2,5:06.0,P. Tucker makes free throw 2 of 2,,70,51
183,2,4:51.0,,G. Monroe makes 2-pt layup from 1 ft,70,53
184,2,4:38.0,J. Harden misses 2-pt layup from 2 ft (block by G. Monroe),,70,53
185,2,4:38.0,Offensive rebound by Team,,70,53
186,2,4:38.0,E. Gordon enters the game for P. Tucker,,70,53
187,2,4:31.0,Personal foul by G. Monroe (drawn by N. Hilário),,70,53
188,2,4:31.0,N. Hilário makes free throw 1 of 2,,71,53
189,2,4:31.0,N. Hilário makes free throw 2 of 2,,72,53
190,2,4:18.0,,G. Monroe makes 2-pt jump shot from 17 ft,72,55
191,2,4:02.0,J. Harden makes 2-pt layup from 1 ft,,74,55
192,2,3:49.0,,G. Monroe makes 2-pt layup from 2 ft (assist by T. Warren),74,57
193,2,3:31.0,Shooting foul by D. Booker (drawn by J. Harden),,74,57
194,2,3:31.0,J. Harden makes free throw 1 of 2,,75,57
195,2,3:31.0,J. Harden makes free throw 2 of 2,,76,57
196,2,3:27.0,,Phoenix full timeout,76,57
197,2,3:27.0,,J. Jackson enters the game for T. Daniels,76,57
198,2,3:22.0,,Shooting foul by E. Gordon (drawn by T. Ulis),76,57
199,2,3:22.0,,T. Ulis makes free throw 1 of 2,76,58
200,2,3:22.0,,T. Ulis makes free throw 2 of 2,76,59
201,2,3:07.0,,Offensive charge foul by J. Harden (drawn by G. Monroe),76,59
202,2,3:07.0,Turnover by J. Harden (offensive foul),,76,59
203,2,3:07.0,,T. Daniels enters the game for J. Jackson,76,59
204,2,2:54.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by D. Booker),76,62
205,2,2:37.0,Personal foul by D. Booker (drawn by J. Harden),,76,62
206,2,2:37.0,J. Harden makes free throw 1 of 2,,77,62
207,2,2:37.0,,J. Jackson enters the game for T. Ulis,77,62
208,2,2:37.0,J. Harden makes free throw 2 of 2,,78,62
209,2,2:25.0,,D. Booker misses 2-pt jump shot from 14 ft (block by E. Gordon),78,62
210,2,2:22.0,Defensive rebound by E. Gordon,,78,62
211,2,2:19.0,J. Harden makes 3-pt jump shot from 27 ft (assist by E. Gordon),,81,62
212,2,2:07.0,,D. Booker makes 2-pt layup from 1 ft,81,64
213,2,2:00.0,Shooting foul by J. Jackson (drawn by R. Anderson),,81,64
214,2,2:00.0,R. Anderson makes free throw 1 of 2,,82,64
215,2,2:00.0,,D. Bender enters the game for J. Jackson,82,64
216,2,2:00.0,R. Anderson makes free throw 2 of 2,,83,64
217,2,1:53.0,,Personal foul by N. Hilário (drawn by G. Monroe),83,64
218,2,1:50.0,,Turnover by D. Booker (bad pass; steal by N. Hilário),83,64
219,2,1:43.0,Def 3 sec tech foul by T. Warren,,83,64
220,2,1:43.0,J. Harden makes technical free throw,,84,64
221,2,1:40.0,J. Harden makes 2-pt dunk from 1 ft (assist by N. Hilário),,86,64
222,2,1:18.0,,Shooting foul by N. Hilário (drawn by D. Booker),86,64
223,2,1:18.0,,D. Booker misses free throw 1 of 2,86,64
224,2,1:18.0,,Offensive rebound by Team,86,64
225,2,1:18.0,C. Capela enters the game for N. Hilário,,86,64
226,2,1:18.0,,D. Booker makes free throw 2 of 2,86,65
227,2,1:05.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,88,65
228,2,0:46.0,,Turnover by D. Booker (bad pass; steal by T. Ariza),88,65
229,2,0:42.0,J. Harden misses 2-pt layup from 1 ft,,88,65
230,2,0:41.0,T. Ariza misses 2-pt layup from 1 ft,,88,65
231,2,0:41.0,Offensive rebound by T. Ariza,,88,65
232,2,0:41.0,Offensive rebound by C. Capela,,88,65
233,2,0:41.0,C. Capela makes 2-pt layup at rim,,90,65
234,2,0:25.0,,T. Warren misses 2-pt jump shot from 14 ft,90,65
235,2,0:22.0,,Offensive rebound by G. Monroe,90,65
236,2,0:21.0,,T. Warren misses 2-pt layup from 3 ft,90,65
237,2,0:21.0,,Offensive rebound by Team,90,65
238,2,0:04.0,,D. Booker misses 2-pt jump shot from 10 ft,90,65
239,2,0:04.0,Defensive rebound by R. Anderson,,90,65
240,3,11:46.0,T. Ariza misses 3-pt jump shot from 25 ft,,90,65
241,3,11:42.0,,Defensive rebound by G. Monroe,90,65
242,3,11:27.0,,Turnover by M. Chriss (bad pass; steal by J. Harden),90,65
243,3,11:19.0,J. Harden misses 3-pt jump shot from 25 ft,,90,65
244,3,11:15.0,,Defensive rebound by G. Monroe,90,65
245,3,11:09.0,,T. Warren misses 3-pt jump shot from 26 ft,90,65
246,3,11:06.0,Defensive rebound by R. Anderson,,90,65
247,3,11:06.0,Turnover by R. Anderson (bad pass; steal by M. Chriss),,90,65
248,3,11:06.0,Loose ball foul by R. Anderson (drawn by M. Chriss),,90,65
249,3,11:00.0,,G. Monroe makes 2-pt hook shot from 2 ft (assist by T. Ulis),90,67
250,3,10:49.0,Personal block foul by T. Ulis (drawn by C. Paul),,90,67
251,3,10:41.0,Personal foul by M. Chriss (drawn by J. Harden),,90,67
252,3,10:35.0,J. Harden misses 3-pt jump shot from 27 ft,,90,67
253,3,10:32.0,,Defensive rebound by D. Booker,90,67
254,3,10:24.0,,M. Chriss misses 2-pt dunk from 1 ft,90,67
255,3,10:22.0,Defensive rebound by C. Paul,,90,67
256,3,10:14.0,C. Capela makes 2-pt hook shot from 1 ft (assist by C. Paul),,92,67
257,3,10:04.0,,D. Booker makes 2-pt jump shot from 8 ft,92,69
258,3,9:49.0,C. Capela misses 2-pt dunk from 1 ft (block by M. Chriss),,92,69
259,3,9:47.0,,Defensive rebound by D. Booker,92,69
260,3,9:45.0,,T. Warren makes 2-pt dunk at rim (assist by D. Booker),92,71
261,3,9:25.0,Shooting foul by D. Booker (drawn by J. Harden),,92,71
262,3,9:25.0,J. Harden makes free throw 1 of 2,,93,71
263,3,9:25.0,,D. Bender enters the game for M. Chriss,93,71
264,3,9:25.0,J. Harden makes free throw 2 of 2,,94,71
265,3,9:12.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by D. Bender),94,74
266,3,9:01.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,96,74
267,3,8:43.0,,D. Booker makes 2-pt layup at rim,96,76
268,3,8:34.0,C. Paul misses 2-pt jump shot from 9 ft,,96,76
269,3,8:31.0,,Defensive rebound by D. Bender,96,76
270,3,8:24.0,,T. Ulis makes 2-pt layup from 1 ft,96,78
271,3,8:11.0,R. Anderson misses 3-pt jump shot from 30 ft,,96,78
272,3,8:09.0,,Defensive rebound by G. Monroe,96,78
273,3,8:04.0,,D. Booker misses 3-pt jump shot from 23 ft,96,78
274,3,8:01.0,Defensive rebound by C. Paul,,96,78
275,3,7:53.0,Turnover by T. Ariza (traveling),,96,78
276,3,7:36.0,,T. Ulis misses 2-pt jump shot from 18 ft,96,78
277,3,7:32.0,Defensive rebound by C. Paul,,96,78
278,3,7:27.0,,A. Len enters the game for G. Monroe,96,78
279,3,7:25.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by C. Paul),,99,78
280,3,7:05.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Bender),99,80
281,3,6:49.0,C. Paul makes 3-pt jump shot from 27 ft,,102,80
282,3,6:40.0,,Personal foul by C. Paul (drawn by D. Booker),102,80
283,3,6:40.0,,Phoenix full timeout,102,80
284,3,6:40.0,E. Gordon enters the game for C. Paul,,102,80
285,3,6:40.0,P. Tucker enters the game for R. Anderson,,102,80
286,3,6:34.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Bender),102,82
287,3,6:16.0,J. Harden makes 2-pt layup from 1 ft,,104,82
288,3,5:56.0,,D. Booker misses 2-pt jump shot from 9 ft,104,82
289,3,5:54.0,Defensive rebound by C. Capela,,104,82
290,3,5:43.0,C. Capela makes 2-pt jump shot from 5 ft (assist by E. Gordon),,106,82
291,3,5:29.0,,A. Len misses 2-pt layup from 5 ft,106,82
292,3,5:27.0,Defensive rebound by C. Capela,,106,82
293,3,5:17.0,Shooting foul by T. Ulis (drawn by E. Gordon),,106,82
294,3,5:17.0,E. Gordon makes free throw 1 of 3,,107,82
295,3,5:17.0,,M. James enters the game for T. Ulis,107,82
296,3,5:17.0,E. Gordon makes free throw 2 of 3,,108,82
297,3,5:17.0,E. Gordon makes free throw 3 of 3,,109,82
298,3,4:57.0,,M. James misses 2-pt layup from 2 ft (block by C. Capela),109,82
299,3,4:55.0,,Offensive rebound by A. Len,109,82
300,3,4:54.0,,A. Len misses 2-pt layup at rim,109,82
301,3,4:54.0,Defensive rebound by C. Capela,,109,82
302,3,4:43.0,Shooting foul by T. Warren (drawn by J. Harden),,109,82
303,3,4:43.0,J. Harden makes free throw 1 of 3,,110,82
304,3,4:43.0,J. Harden makes free throw 2 of 3,,111,82
305,3,4:43.0,J. Harden makes free throw 3 of 3,,112,82
306,3,4:37.0,,D. Bender misses 3-pt jump shot from 26 ft,112,82
307,3,4:34.0,Defensive rebound by J. Harden,,112,82
308,3,4:29.0,P. Tucker misses 3-pt jump shot from 26 ft,,112,82
309,3,4:26.0,,Defensive rebound by A. Len,112,82
310,3,4:20.0,,A. Len makes 2-pt layup from 3 ft (assist by D. Booker),112,84
311,3,4:20.0,,Shooting foul by C. Capela (drawn by A. Len),112,84
312,3,4:20.0,,J. Jackson enters the game for T. Warren,112,84
313,3,4:20.0,N. Hilário enters the game for C. Capela,,112,84
314,3,4:20.0,,A. Len makes free throw 1 of 1,112,85
315,3,4:09.0,E. Gordon misses 3-pt jump shot from 26 ft,,112,85
316,3,4:09.0,,Defensive rebound by A. Len,112,85
317,3,3:59.0,,D. Bender misses 3-pt jump shot from 26 ft,112,85
318,3,3:58.0,Defensive rebound by P. Tucker,,112,85
319,3,3:51.0,J. Harden makes 3-pt jump shot from 25 ft,,115,85
320,3,3:45.0,Offensive charge foul by D. Booker (drawn by J. Harden),,115,85
321,3,3:45.0,,Turnover by D. Booker (offensive foul),115,85
322,3,3:45.0,,T. Daniels enters the game for D. Booker,115,85
323,3,3:27.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,118,85
324,3,3:04.0,,J. Jackson misses 2-pt jump shot from 14 ft,118,85
325,3,2:57.0,,Offensive rebound by T. Daniels,118,85
326,3,2:57.0,,T. Daniels makes 2-pt layup at rim,118,87
327,3,2:50.0,J. Harden misses 3-pt jump shot from 26 ft,,118,87
328,3,2:47.0,,Defensive rebound by A. Len,118,87
329,3,2:37.0,,Turnover by J. Jackson (bad pass),118,87
330,3,2:37.0,Houston full timeout,,118,87
331,3,2:37.0,C. Paul enters the game for T. Ariza,,118,87
332,3,2:37.0,R. Anderson enters the game for J. Harden,,118,87
333,3,2:19.0,E. Gordon misses 3-pt jump shot from 26 ft,,118,87
334,3,2:15.0,Offensive rebound by P. Tucker,,118,87
335,3,2:13.0,Turnover by P. Tucker (lost ball; steal by J. Jackson),,118,87
336,3,1:57.0,,T. Daniels misses 3-pt jump shot from 24 ft,118,87
337,3,1:55.0,,Offensive rebound by Team,118,87
338,3,1:49.0,,M. James misses 2-pt jump shot from 15 ft,118,87
339,3,1:46.0,Defensive rebound by P. Tucker,,118,87
340,3,1:31.0,R. Anderson misses 3-pt jump shot from 30 ft,,118,87
341,3,1:28.0,,Defensive rebound by A. Len,118,87
342,3,1:23.0,,Loose ball foul by A. Len (drawn by N. Hilário),118,87
343,3,1:23.0,N. Hilário makes free throw 2 of 2,,119,87
344,3,1:23.0,N. Hilário makes free throw 1 of 2,,120,87
345,3,1:06.0,,Turnover by J. Jackson (lost ball; steal by P. Tucker),120,87
346,3,1:01.0,R. Anderson misses 2-pt jump shot from 2 ft,,120,87
347,3,0:59.0,,Defensive rebound by A. Len,120,87
348,3,0:55.0,,M. James misses 2-pt layup from 1 ft (block by E. Gordon),120,87
349,3,0:55.0,,Offensive rebound by Team,120,87
350,3,0:50.0,,M. James misses 3-pt jump shot from 26 ft,120,87
351,3,0:50.0,Defensive rebound by P. Tucker,,120,87
352,3,0:33.0,Turnover by C. Paul (bad pass; steal by M. James),,120,87
353,3,0:29.0,,J. Jackson makes 2-pt dunk at rim (assist by M. James),120,89
354,3,0:08.0,Turnover by E. Gordon (traveling),,120,89
355,3,0:02.0,,M. James misses 2-pt layup from 3 ft (block by R. Anderson),120,89
356,3,0:02.0,,Offensive rebound by A. Len,120,89
357,3,0:01.0,,A. Len makes 2-pt layup at rim,120,91
358,4,11:39.0,,G. Monroe misses 2-pt layup from 2 ft,120,91
359,4,11:38.0,,Offensive rebound by Team,120,91
360,4,11:23.0,,G. Monroe makes 2-pt layup at rim (assist by M. James),120,93
361,4,11:06.0,T. Black misses 2-pt layup from 2 ft,,120,93
362,4,11:03.0,Offensive rebound by T. Black,,120,93
363,4,11:02.0,T. Black misses 2-pt layup at rim,,120,93
364,4,11:02.0,,Defensive rebound by G. Monroe,120,93
365,4,10:52.0,,G. Monroe misses 2-pt layup at rim,120,93
366,4,10:50.0,Defensive rebound by P. Tucker,,120,93
367,4,10:45.0,C. Paul misses 2-pt jump shot from 11 ft,,120,93
368,4,10:42.0,,Defensive rebound by J. Jackson,120,93
369,4,10:37.0,,J. Jackson makes 2-pt layup at rim,120,95
370,4,10:20.0,Shooting foul by D. Bender (drawn by J. Harden),,120,95
371,4,10:20.0,J. Harden makes free throw 1 of 2,,121,95
372,4,10:20.0,J. Harden makes free throw 2 of 2,,122,95
373,4,10:00.0,,M. James misses 2-pt layup at rim,122,95
374,4,10:00.0,,Offensive rebound by G. Monroe,122,95
375,4,9:59.0,,G. Monroe misses 2-pt hook shot from 4 ft,122,95
376,4,9:58.0,,Offensive rebound by M. James,122,95
377,4,9:50.0,,T. Daniels misses 3-pt jump shot from 28 ft,122,95
378,4,9:47.0,Defensive rebound by P. Tucker,,122,95
379,4,9:42.0,Turnover by J. Harden (bad pass; steal by G. Monroe),,122,95
380,4,9:39.0,,M. James makes 2-pt layup from 1 ft (assist by G. Monroe),122,97
381,4,9:39.0,,Shooting foul by C. Paul (drawn by M. James),122,97
382,4,9:39.0,,M. James makes free throw 1 of 1,122,98
383,4,9:29.0,,Technical foul by T. Warren,122,98
384,4,9:29.0,J. Harden makes technical free throw,,123,98
385,4,9:29.0,R. Anderson enters the game for C. Paul,,123,98
386,4,9:24.0,J. Harden misses 3-pt jump shot from 26 ft,,123,98
387,4,9:24.0,,Defensive rebound by Team,123,98
388,4,9:22.0,Loose ball foul by P. Tucker (drawn by M. James),,123,98
389,4,9:12.0,,G. Monroe makes 2-pt layup at rim (assist by M. James),123,100
