,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
0,1,11:46.0,Turnover by J. Bayless (bad pass),,0,0
1,1,11:32.0,,J. Brown misses 3-pt jump shot from 23 ft,0,0
2,1,11:31.0,Defensive rebound by D. Šarić,,0,0
3,1,11:18.0,D. Šarić misses 2-pt layup from 1 ft,,0,0
4,1,11:17.0,,Defensive rebound by A. Baynes,0,0
5,1,11:07.0,,A. Horford makes 2-pt jump shot from 14 ft,0,2
6,1,10:54.0,Turnover by B. Simmons (bad pass),,0,2
7,1,10:41.0,,J. Brown misses 2-pt jump shot from 17 ft,0,2
8,1,10:40.0,Defensive rebound by J. Embiid,,0,2
9,1,10:29.0,D. Šarić misses 2-pt jump shot from 18 ft,,0,2
10,1,10:27.0,,Defensive rebound by J. Brown,0,2
11,1,10:20.0,,J. Tatum makes 2-pt layup from 2 ft (assist by J. Brown),0,4
12,1,10:10.0,B. Simmons misses 2-pt jump shot from 11 ft (block by A. Baynes),,0,4
13,1,10:07.0,,Defensive rebound by M. Smart,0,4
14,1,10:05.0,,Turnover by M. Smart (bad pass),0,4
15,1,9:50.0,J. Embiid misses 2-pt jump shot from 18 ft,,0,4
16,1,9:49.0,,Defensive rebound by J. Tatum,0,4
17,1,9:38.0,,J. Tatum misses 3-pt jump shot from 27 ft,0,4
18,1,9:37.0,Defensive rebound by J. Embiid,,0,4
19,1,9:28.0,J. Embiid misses 3-pt jump shot from 24 ft,,0,4
20,1,9:26.0,,Defensive rebound by A. Baynes,0,4
21,1,9:12.0,,A. Horford makes 2-pt jump shot from 12 ft,0,6
22,1,8:58.0,Personal foul by J. Tatum (drawn by D. Šarić),,0,6
23,1,8:51.0,J. Bayless misses 2-pt jump shot from 19 ft,,0,6
24,1,8:50.0,,Defensive rebound by A. Baynes,0,6
25,1,8:35.0,,Turnover by A. Horford (bad pass),0,6
26,1,8:18.0,J. Embiid misses 2-pt jump shot from 16 ft,,0,6
27,1,8:17.0,Offensive rebound by B. Simmons,,0,6
28,1,8:09.0,J. Bayless makes 2-pt layup at rim (assist by D. Šarić),,2,6
29,1,7:46.0,,A. Baynes makes 2-pt layup from 1 ft,2,8
30,1,7:30.0,J. Embiid makes 2-pt jump shot from 8 ft,,4,8
31,1,7:20.0,,A. Baynes misses 2-pt hook shot from 10 ft (block by J. Embiid),4,8
32,1,7:19.0,Defensive rebound by J. Embiid,,4,8
33,1,7:18.0,Personal foul by A. Baynes (drawn by J. Embiid),,4,8
34,1,7:18.0,T. Luwawu-Cabarrot enters the game for R. Covington,,4,8
35,1,7:09.0,D. Šarić makes 2-pt jump shot from 23 ft (assist by B. Simmons),,6,8
36,1,6:41.0,,A. Horford makes 2-pt jump shot from 17 ft,6,10
37,1,6:33.0,Personal foul by A. Baynes (drawn by J. Embiid),,6,10
38,1,6:33.0,,Boston full timeout,6,10
39,1,6:33.0,,T. Rozier enters the game for J. Tatum,6,10
40,1,6:33.0,,M. Morris enters the game for A. Baynes,6,10
41,1,6:33.0,A. Johnson enters the game for J. Bayless,,6,10
42,1,6:33.0,T. McConnell enters the game for J. Embiid,,6,10
43,1,6:27.0,B. Simmons makes 2-pt hook shot from 7 ft,,8,10
44,1,6:13.0,,Turnover by A. Horford (traveling),8,10
45,1,5:54.0,B. Simmons misses 2-pt hook shot from 8 ft,,8,10
46,1,5:52.0,Offensive rebound by B. Simmons,,8,10
47,1,5:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,8,10
48,1,5:49.0,,Defensive rebound by M. Morris,8,10
49,1,5:38.0,,Turnover by T. Rozier (bad pass; steal by B. Simmons),8,10
50,1,5:32.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,8,10
51,1,5:31.0,,Defensive rebound by J. Brown,8,10
52,1,5:28.0,,J. Brown misses 2-pt layup at rim,8,10
53,1,5:27.0,Defensive rebound by D. Šarić,,8,10
54,1,5:21.0,A. Johnson makes 2-pt dunk from 1 ft (assist by B. Simmons),,10,10
55,1,5:00.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Rozier),10,12
56,1,4:52.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by A. Horford),,10,12
57,1,4:51.0,,Defensive rebound by T. Rozier,10,12
58,1,4:46.0,,T. Rozier makes 2-pt jump shot from 14 ft,10,14
59,1,4:36.0,B. Simmons misses 2-pt jump shot from 14 ft,,10,14
60,1,4:35.0,,Defensive rebound by M. Morris,10,14
61,1,4:19.0,,T. Rozier misses 3-pt jump shot from 26 ft,10,14
62,1,4:17.0,Defensive rebound by A. Johnson,,10,14
63,1,4:04.0,B. Simmons misses 2-pt jump shot from 10 ft,,10,14
64,1,4:01.0,,Defensive rebound by A. Horford,10,14
65,1,3:52.0,,J. Brown misses 2-pt layup from 6 ft (block by T. Luwawu-Cabarrot),10,14
66,1,3:52.0,Defensive rebound by T. McConnell,,10,14
67,1,3:43.0,Philadelphia full timeout,,10,14
68,1,3:43.0,,S. Larkin enters the game for M. Smart,10,14
69,1,3:43.0,,D. Theis enters the game for A. Horford,10,14
70,1,3:43.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,10,14
71,1,3:43.0,J. Embiid enters the game for D. Šarić,,10,14
72,1,3:43.0,R. Covington enters the game for B. Simmons,,10,14
73,1,3:43.0,T. Booker enters the game for A. Johnson,,10,14
