,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
0,1,11:35.0,D. Green misses 2-pt jump shot from 8 ft,,0,0
1,1,11:31.0,,Defensive rebound by A. Drummond,0,0
2,1,11:26.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by I. Smith),0,3
3,1,11:10.0,P. Gasol misses 3-pt jump shot from 22 ft,,0,3
4,1,11:06.0,,Defensive rebound by T. Harris,0,3
5,1,10:58.0,,T. Harris misses 3-pt jump shot from 25 ft,0,3
6,1,10:55.0,Defensive rebound by L. Aldridge,,0,3
7,1,10:45.0,K. Leonard misses 2-pt jump shot from 15 ft,,0,3
8,1,10:42.0,,Defensive rebound by I. Smith,0,3
9,1,10:39.0,,R. Bullock makes 3-pt jump shot from 27 ft (assist by I. Smith),0,6
10,1,10:25.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by K. Leonard),,2,6
11,1,10:06.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by A. Drummond),2,8
12,1,9:45.0,D. Green misses 3-pt jump shot from 27 ft,,2,8
13,1,9:41.0,,Defensive rebound by A. Drummond,2,8
14,1,9:32.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by T. Harris),2,10
15,1,9:16.0,D. Green makes 3-pt jump shot from 26 ft (assist by T. Parker),,5,10
16,1,8:57.0,,R. Bullock makes 2-pt jump shot from 12 ft (assist by A. Drummond),5,12
17,1,8:47.0,Offensive foul by K. Leonard (drawn by A. Drummond),,5,12
18,1,8:47.0,Turnover by K. Leonard (offensive foul),,5,12
19,1,8:39.0,,R. Bullock misses 3-pt jump shot from 24 ft,5,12
20,1,8:35.0,Defensive rebound by T. Parker,,5,12
21,1,8:25.0,K. Leonard misses 2-pt jump shot from 8 ft,,5,12
22,1,8:22.0,,Defensive rebound by A. Drummond,5,12
23,1,8:04.0,,I. Smith misses 2-pt jump shot from 19 ft,5,12
24,1,8:03.0,,Offensive rebound by A. Drummond,5,12
25,1,8:03.0,,A. Drummond misses 2-pt layup at rim,5,12
26,1,8:02.0,Defensive rebound by P. Gasol,,5,12
27,1,7:48.0,L. Aldridge makes 2-pt hook shot from 7 ft,,7,12
28,1,7:27.0,,A. Tolliver misses 3-pt jump shot from 24 ft,7,12
29,1,7:27.0,Defensive rebound by T. Parker,,7,12
30,1,7:06.0,D. Green misses 3-pt jump shot from 25 ft,,7,12
31,1,7:03.0,,Defensive rebound by A. Tolliver,7,12
32,1,6:59.0,,I. Smith makes 2-pt jump shot from 13 ft,7,14
33,1,6:58.0,San Antonio full timeout,,7,14
34,1,6:38.0,Turnover by K. Leonard (lost ball; steal by A. Drummond),,7,14
35,1,6:34.0,,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),7,16
36,1,6:12.0,L. Aldridge misses 2-pt jump shot from 10 ft,,7,16
37,1,6:10.0,,Defensive rebound by A. Drummond,7,16
38,1,6:05.0,,R. Bullock misses 3-pt jump shot from 25 ft,7,16
39,1,6:01.0,Defensive rebound by P. Gasol,,7,16
40,1,5:52.0,D. Green makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,10,16
41,1,5:27.0,,A. Drummond makes 2-pt hook shot from 6 ft,10,18
42,1,5:08.0,K. Leonard misses 3-pt jump shot from 25 ft,,10,18
43,1,5:05.0,,Defensive rebound by A. Drummond,10,18
44,1,4:56.0,,I. Smith misses 2-pt jump shot from 6 ft,10,18
45,1,4:54.0,Defensive rebound by T. Parker,,10,18
46,1,4:44.0,P. Gasol misses 3-pt jump shot from 25 ft,,10,18
47,1,4:40.0,,Defensive rebound by A. Tolliver,10,18
48,1,4:26.0,,A. Tolliver misses 3-pt jump shot from 23 ft,10,18
49,1,4:23.0,Defensive rebound by P. Gasol,,10,18
50,1,4:09.0,T. Parker misses 2-pt jump shot from 21 ft,,10,18
51,1,4:04.0,,Defensive rebound by T. Harris,10,18
52,1,4:01.0,,T. Harris misses 3-pt jump shot from 26 ft,10,18
53,1,4:01.0,Defensive rebound by P. Gasol,,10,18
54,1,3:43.0,Shooting foul by A. Tolliver (drawn by L. Aldridge),,10,18
55,1,3:43.0,L. Aldridge misses free throw 1 of 2,,10,18
56,1,3:43.0,Offensive rebound by Team,,10,18
57,1,3:43.0,,L. Galloway enters the game for R. Bullock,10,18
58,1,3:43.0,,L. Kennard enters the game for A. Tolliver,10,18
59,1,3:43.0,M. Ginóbili enters the game for K. Leonard,,10,18
60,1,3:43.0,K. Anderson enters the game for P. Gasol,,10,18
61,1,3:43.0,P. Mills enters the game for D. Green,,10,18
62,1,3:43.0,D. Bertāns enters the game for T. Parker,,10,18
63,1,3:43.0,L. Aldridge makes free throw 2 of 2,,11,18
64,1,3:20.0,,I. Smith makes 2-pt jump shot from 15 ft,11,20
65,1,3:03.0,D. Bertāns misses 2-pt layup from 8 ft,,11,20
66,1,3:01.0,,Defensive rebound by A. Drummond,11,20
67,1,2:54.0,,L. Kennard misses 3-pt jump shot from 22 ft,11,20
68,1,2:49.0,Defensive rebound by L. Aldridge,,11,20
69,1,2:39.0,Turnover by M. Ginóbili (bad pass; steal by I. Smith),,11,20
70,1,2:33.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),11,22
71,1,2:20.0,L. Aldridge misses 2-pt layup from 5 ft,,11,22
72,1,2:18.0,,Defensive rebound by A. Drummond,11,22
73,1,2:13.0,,I. Smith misses 2-pt layup at rim,11,22
74,1,2:10.0,Defensive rebound by M. Ginóbili,,11,22
75,1,1:55.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,11,22
76,1,1:52.0,,Defensive rebound by A. Drummond,11,22
77,1,1:48.0,,Detroit full timeout,11,22
78,1,1:48.0,,D. Buycks enters the game for I. Smith,11,22
79,1,1:48.0,B. Forbes enters the game for L. Aldridge,,11,22
80,1,1:48.0,J. Lauvergne enters the game for D. Bertāns,,11,22
81,1,1:38.0,,L. Galloway misses 3-pt jump shot from 26 ft,11,22
82,1,1:37.0,Defensive rebound by Team,,11,22
83,1,1:19.0,J. Lauvergne misses 2-pt hook shot from 11 ft,,11,22
84,1,1:16.0,,Defensive rebound by A. Drummond,11,22
85,1,1:08.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),11,24
86,1,0:54.0,B. Forbes misses 2-pt jump shot from 11 ft (block by L. Galloway),,11,24
87,1,0:49.0,,Defensive rebound by D. Buycks,11,24
88,1,0:47.0,,B. Marjanović enters the game for A. Drummond,11,24
89,1,0:43.0,,L. Kennard misses 2-pt layup from 1 ft,11,24
90,1,0:42.0,Defensive rebound by J. Lauvergne,,11,24
91,1,0:31.0,K. Anderson makes 2-pt jump shot from 9 ft (assist by P. Mills),,13,24
92,1,0:14.0,,D. Buycks misses 2-pt jump shot from 18 ft,13,24
93,1,0:11.0,Defensive rebound by K. Anderson,,13,24
94,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,13,24
95,1,0:00.0,Offensive rebound by Team,,13,24
96,2,11:40.0,,B. Marjanović makes 2-pt dunk at rim (assist by A. Tolliver),13,26
97,2,11:21.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by P. Mills),,16,26
98,2,11:07.0,,Turnover by B. Marjanović (turnover),16,26
99,2,10:56.0,M. Ginóbili makes 2-pt jump shot from 6 ft,,18,26
100,2,10:33.0,,D. Buycks misses 2-pt layup from 2 ft (block by M. Ginóbili),18,26
101,2,10:33.0,,Offensive rebound by Team,18,26
102,2,10:30.0,,Turnover by D. Buycks (bad pass; steal by P. Mills),18,26
103,2,10:26.0,,Violation by D. Buycks (kicked ball),18,26
104,2,10:09.0,K. Anderson misses 2-pt layup from 4 ft,,18,26
105,2,10:08.0,,Defensive rebound by Team,18,26
106,2,9:55.0,,B. Marjanović misses 2-pt hook shot from 6 ft,18,26
107,2,9:53.0,Defensive rebound by M. Ginóbili,,18,26
108,2,9:47.0,M. Ginóbili misses 2-pt layup from 9 ft,,18,26
109,2,9:43.0,,Defensive rebound by L. Kennard,18,26
110,2,9:39.0,,L. Galloway misses 3-pt jump shot from 24 ft,18,26
111,2,9:36.0,Defensive rebound by K. Anderson,,18,26
112,2,9:22.0,B. Forbes misses 2-pt jump shot from 14 ft,,18,26
113,2,9:17.0,,Defensive rebound by A. Tolliver,18,26
114,2,9:10.0,,Personal foul by B. Forbes (drawn by B. Marjanović),18,26
115,2,9:10.0,K. Leonard enters the game for K. Anderson,,18,26
116,2,9:10.0,T. Parker enters the game for P. Mills,,18,26
117,2,9:04.0,,D. Buycks makes 2-pt jump shot from 21 ft,18,28
118,2,8:39.0,J. Lauvergne misses 3-pt jump shot from 22 ft,,18,28
119,2,8:35.0,,Defensive rebound by B. Marjanović,18,28
120,2,8:30.0,,D. Buycks makes 2-pt layup at rim,18,30
121,2,8:30.0,San Antonio full timeout,,18,30
122,2,8:30.0,,A. Drummond enters the game for B. Marjanović,18,30
123,2,8:30.0,P. Gasol enters the game for M. Ginóbili,,18,30
124,2,8:30.0,D. Green enters the game for J. Lauvergne,,18,30
125,2,8:15.0,L. Aldridge enters the game for B. Forbes,,18,30
126,2,8:15.0,,R. Bullock enters the game for L. Galloway,18,30
127,2,8:07.0,P. Gasol misses 2-pt hook shot from 6 ft,,18,30
128,2,8:03.0,Offensive rebound by P. Gasol,,18,30
129,2,7:57.0,Personal foul by R. Bullock (drawn by K. Leonard),,18,30
130,2,7:52.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by T. Parker),,20,30
131,2,7:29.0,,L. Kennard makes 3-pt jump shot from 28 ft (assist by D. Buycks),20,33
132,2,7:12.0,Turnover by P. Gasol (lost ball; steal by L. Kennard),,20,33
133,2,7:08.0,,L. Kennard makes 2-pt layup at rim,20,35
134,2,6:46.0,Turnover by T. Parker (traveling),,20,35
135,2,6:46.0,B. Paul enters the game for D. Green,,20,35
136,2,6:27.0,,L. Kennard misses 2-pt jump shot from 7 ft,20,35
137,2,6:22.0,Defensive rebound by B. Paul,,20,35
138,2,6:09.0,L. Aldridge misses 2-pt hook shot from 4 ft,,20,35
139,2,6:06.0,,Defensive rebound by A. Tolliver,20,35
140,2,5:51.0,,A. Drummond misses 2-pt layup from 1 ft,20,35
141,2,5:49.0,Defensive rebound by L. Aldridge,,20,35
142,2,5:39.0,Shooting foul by L. Kennard (drawn by K. Leonard),,20,35
143,2,5:39.0,K. Leonard makes free throw 1 of 2,,21,35
144,2,5:39.0,,I. Smith enters the game for D. Buycks,21,35
145,2,5:39.0,D. Murray enters the game for T. Parker,,21,35
146,2,5:39.0,K. Leonard makes free throw 2 of 2,,22,35
147,2,5:28.0,,L. Kennard misses 2-pt jump shot from 14 ft,22,35
148,2,5:24.0,Defensive rebound by B. Paul,,22,35
149,2,5:13.0,,T. Harris enters the game for L. Kennard,22,35
150,2,5:01.0,K. Leonard misses 2-pt jump shot from 17 ft,,22,35
151,2,4:57.0,Offensive rebound by L. Aldridge,,22,35
152,2,4:55.0,L. Aldridge misses 2-pt layup from 3 ft,,22,35
153,2,4:55.0,,Defensive rebound by A. Tolliver,22,35
154,2,4:45.0,,A. Tolliver misses 3-pt jump shot from 22 ft,22,35
155,2,4:40.0,Defensive rebound by P. Gasol,,22,35
156,2,4:32.0,Turnover by D. Murray (bad pass; steal by A. Drummond),,22,35
157,2,4:22.0,,I. Smith misses 2-pt jump shot from 8 ft,22,35
158,2,4:22.0,Defensive rebound by Team,,22,35
159,2,4:22.0,,Loose ball foul by A. Drummond (drawn by P. Gasol),22,35
160,2,4:22.0,K. Anderson enters the game for P. Gasol,,22,35
161,2,4:08.0,K. Leonard makes 2-pt layup from 4 ft,,24,35
162,2,3:57.0,Violation by L. Aldridge (kicked ball),,24,35
163,2,3:57.0,,L. Galloway enters the game for A. Tolliver,24,35
164,2,3:48.0,,L. Galloway misses 3-pt jump shot from 23 ft,24,35
165,2,3:44.0,Defensive rebound by K. Anderson,,24,35
166,2,3:33.0,Shooting foul by R. Bullock (drawn by K. Leonard),,24,35
167,2,3:33.0,K. Leonard makes free throw 1 of 2,,25,35
168,2,3:33.0,K. Leonard makes free throw 2 of 2,,26,35
169,2,3:16.0,,I. Smith misses 2-pt layup from 2 ft (block by L. Aldridge),26,35
170,2,3:16.0,Defensive rebound by Team,,26,35
171,2,3:16.0,M. Ginóbili enters the game for K. Leonard,,26,35
172,2,3:16.0,B. Forbes enters the game for B. Paul,,26,35
173,2,2:58.0,L. Aldridge makes 2-pt jump shot from 14 ft,,28,35
174,2,2:39.0,,L. Galloway misses 2-pt jump shot from 15 ft,28,35
175,2,2:36.0,Defensive rebound by K. Anderson,,28,35
176,2,2:30.0,M. Ginóbili makes 2-pt jump shot from 13 ft (assist by K. Anderson),,30,35
177,2,2:09.0,,R. Bullock makes 2-pt jump shot from 7 ft,30,37
178,2,1:49.0,L. Aldridge makes 2-pt jump shot from 16 ft,,32,37
179,2,1:30.0,,Turnover by T. Harris (lost ball; steal by K. Anderson),32,37
180,2,1:26.0,D. Murray misses 2-pt jump shot from 14 ft,,32,37
181,2,1:24.0,Offensive rebound by L. Aldridge,,32,37
182,2,1:24.0,Personal foul by L. Galloway (drawn by L. Aldridge),,32,37
183,2,1:24.0,,Detroit full timeout,32,37
184,2,1:24.0,,L. Kennard enters the game for R. Bullock,32,37
185,2,1:24.0,L. Aldridge makes free throw 1 of 2,,33,37
186,2,1:24.0,L. Aldridge makes free throw 2 of 2,,34,37
187,2,1:12.0,,T. Harris misses 2-pt jump shot from 14 ft,34,37
188,2,1:09.0,Defensive rebound by L. Aldridge,,34,37
189,2,0:58.0,L. Aldridge misses 2-pt hook shot from 6 ft,,34,37
190,2,0:56.0,Offensive rebound by L. Aldridge,,34,37
191,2,0:55.0,L. Aldridge makes 2-pt layup from 1 ft,,36,37
192,2,0:41.0,,T. Harris misses 2-pt jump shot from 7 ft,36,37
193,2,0:39.0,Defensive rebound by K. Anderson,,36,37
194,2,0:34.0,K. Anderson misses 2-pt jump shot from 17 ft,,36,37
195,2,0:30.0,,Defensive rebound by A. Drummond,36,37
196,2,0:10.0,,I. Smith makes 2-pt jump shot from 21 ft (assist by A. Drummond),36,39
197,2,0:00.0,D. Murray misses 3-pt jump shot from 23 ft,,36,39
198,2,0:00.0,Offensive rebound by Team,,36,39
199,3,11:44.0,,I. Smith makes 2-pt jump shot from 7 ft,36,41
200,3,11:27.0,T. Parker misses 2-pt jump shot from 15 ft,,36,41
201,3,11:23.0,,Defensive rebound by I. Smith,36,41
202,3,11:08.0,,Turnover by R. Bullock (lost ball; steal by K. Leonard),36,41
203,3,11:03.0,T. Parker misses 2-pt layup from 6 ft,,36,41
204,3,10:59.0,Offensive rebound by P. Gasol,,36,41
205,3,10:59.0,P. Gasol makes 2-pt layup at rim,,38,41
206,3,10:49.0,,I. Smith misses 2-pt jump shot from 17 ft,38,41
207,3,10:46.0,Defensive rebound by P. Gasol,,38,41
208,3,10:35.0,P. Gasol misses 2-pt jump shot from 18 ft,,38,41
209,3,10:32.0,,Defensive rebound by A. Drummond,38,41
210,3,10:25.0,,T. Harris makes 2-pt layup from 2 ft (assist by I. Smith),38,43
211,3,10:07.0,Personal foul by A. Tolliver (drawn by L. Aldridge),,38,43
212,3,9:56.0,L. Aldridge misses 2-pt jump shot from 7 ft,,38,43
213,3,9:54.0,,Defensive rebound by A. Drummond,38,43
214,3,9:41.0,,Shooting foul by L. Aldridge (drawn by A. Tolliver),38,43
215,3,9:41.0,,A. Tolliver makes free throw 1 of 2,38,44
216,3,9:41.0,,A. Tolliver misses free throw 2 of 2,38,44
217,3,9:38.0,Defensive rebound by K. Leonard,,38,44
218,3,9:28.0,Shooting foul by R. Bullock (drawn by K. Leonard),,38,44
219,3,9:28.0,K. Leonard makes free throw 1 of 3,,39,44
220,3,9:28.0,K. Leonard makes free throw 2 of 3,,40,44
221,3,9:28.0,K. Leonard makes free throw 3 of 3,,41,44
222,3,9:15.0,,Shooting foul by K. Leonard (drawn by T. Harris),41,44
223,3,9:15.0,,T. Harris makes free throw 1 of 2,41,45
224,3,9:15.0,,T. Harris makes free throw 2 of 2,41,46
225,3,9:04.0,Turnover by P. Gasol (bad pass; steal by A. Tolliver),,41,46
226,3,9:00.0,,T. Harris misses 3-pt jump shot from 26 ft,41,46
227,3,8:55.0,Defensive rebound by P. Gasol,,41,46
228,3,8:44.0,L. Aldridge misses 2-pt hook shot from 7 ft,,41,46
229,3,8:43.0,,Defensive rebound by A. Drummond,41,46
230,3,8:34.0,,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),41,48
231,3,8:33.0,San Antonio full timeout,,41,48
232,3,8:18.0,D. Green misses 2-pt layup from 4 ft,,41,48
233,3,8:16.0,Offensive rebound by L. Aldridge,,41,48
234,3,8:15.0,L. Aldridge makes 2-pt layup at rim,,43,48
235,3,7:57.0,,A. Drummond misses 2-pt layup from 4 ft (block by L. Aldridge),43,48
236,3,7:57.0,,Offensive rebound by Team,43,48
237,3,7:57.0,D. Bertāns enters the game for P. Gasol,,43,48
238,3,7:57.0,,L. Kennard enters the game for A. Tolliver,43,48
239,3,7:53.0,,T. Harris makes 2-pt jump shot from 12 ft,43,50
240,3,7:37.0,T. Parker makes 2-pt jump shot from 19 ft (assist by K. Leonard),,45,50
241,3,7:16.0,,A. Drummond misses 2-pt hook shot from 6 ft,45,50
242,3,7:14.0,Defensive rebound by T. Parker,,45,50
243,3,7:07.0,K. Leonard misses 3-pt jump shot from 25 ft,,45,50
244,3,7:03.0,,Defensive rebound by T. Harris,45,50
245,3,6:53.0,B. Forbes enters the game for D. Bertāns,,45,50
246,3,6:46.0,,Turnover by T. Harris (traveling),45,50
247,3,6:32.0,T. Parker misses 3-pt jump shot from 23 ft,,45,50
248,3,6:31.0,,Defensive rebound by A. Drummond,45,50
249,3,6:26.0,,Shooting foul by T. Parker (drawn by I. Smith),45,50
250,3,6:26.0,,I. Smith makes free throw 1 of 2,45,51
251,3,6:26.0,P. Mills enters the game for T. Parker,,45,51
252,3,6:26.0,M. Ginóbili enters the game for D. Green,,45,51
253,3,6:26.0,,I. Smith makes free throw 2 of 2,45,52
254,3,6:08.0,B. Forbes misses 3-pt jump shot from 26 ft,,45,52
255,3,6:06.0,,Defensive rebound by Team,45,52
256,3,5:57.0,,I. Smith misses 2-pt layup from 4 ft,45,52
257,3,5:53.0,Defensive rebound by K. Leonard,,45,52
258,3,5:48.0,P. Mills misses 3-pt jump shot from 25 ft,,45,52
259,3,5:44.0,Offensive rebound by L. Aldridge,,45,52
260,3,5:40.0,K. Leonard misses 2-pt layup from 2 ft,,45,52
261,3,5:38.0,,Defensive rebound by A. Drummond,45,52
262,3,5:26.0,,T. Harris misses 2-pt layup from 1 ft,45,52
263,3,5:22.0,,Offensive rebound by A. Drummond,45,52
264,3,5:22.0,,A. Drummond makes 2-pt dunk at rim,45,54
265,3,5:15.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by K. Leonard),,47,54
