,QUARTER,TIME_REMAINING,NEW YORK_ACTION,UTAH_ACTION,NEW YORK_SCORE,UTAH_SCORE
384,4,8:25.0,,Defensive rebound by R. Gobert,91,88
385,4,8:08.0,,D. Mitchell makes 3-pt jump shot from 24 ft,91,91
386,4,8:06.0,New York full timeout,,91,91
387,4,8:06.0,C. Lee enters the game for R. Baker,,91,91
388,4,7:46.0,M. Beasley makes 2-pt layup from 2 ft,,93,91
389,4,7:30.0,,D. Mitchell makes 2-pt layup from 2 ft,93,93
390,4,7:15.0,Offensive foul by K. O'Quinn (drawn by R. Rubio),,93,93
391,4,7:15.0,Turnover by K. O'Quinn (offensive foul),,93,93
392,4,7:15.0,E. Freedom enters the game for K. O'Quinn,,93,93
393,4,6:56.0,,Turnover by R. Gobert (lost ball; steal by T. Burke),93,93
394,4,6:56.0,Personal foul by D. Mitchell (drawn by T. Burke),,93,93
395,4,6:56.0,,D. Favors enters the game for R. Gobert,93,93
396,4,6:44.0,M. Beasley misses 2-pt layup from 2 ft,,93,93
397,4,6:41.0,Offensive rebound by E. Freedom,,93,93
398,4,6:40.0,E. Freedom makes 2-pt layup from 2 ft,,95,93
399,4,6:27.0,,D. Mitchell misses 3-pt jump shot from 25 ft,95,93
400,4,6:25.0,Defensive rebound by M. Beasley,,95,93
401,4,6:17.0,T. Burke makes 3-pt jump shot from 25 ft,,98,93
402,4,6:16.0,,Utah full timeout,98,93
403,4,6:16.0,,R. Hood enters the game for R. O'Neale,98,93
404,4,6:06.0,,D. Mitchell makes 2-pt jump shot from 6 ft,98,95
405,4,5:46.0,D. McDermott makes 2-pt layup from 2 ft (assist by E. Freedom),,100,95
406,4,5:32.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by D. Mitchell),100,98
407,4,5:11.0,T. Burke makes 2-pt jump shot from 7 ft,,102,98
408,4,4:47.0,,J. Johnson misses 3-pt jump shot from 23 ft,102,98
409,4,4:44.0,Defensive rebound by D. McDermott,,102,98
410,4,4:26.0,M. Beasley misses 2-pt layup from 2 ft,,102,98
411,4,4:25.0,Offensive rebound by M. Beasley,,102,98
412,4,4:25.0,Shooting foul by R. Rubio (drawn by E. Freedom),,102,98
413,4,4:25.0,E. Freedom misses free throw 1 of 2,,102,98
414,4,4:25.0,Offensive rebound by Team,,102,98
415,4,4:25.0,,J. Ingles enters the game for R. Rubio,102,98
416,4,4:25.0,,R. Gobert enters the game for J. Johnson,102,98
417,4,4:25.0,T. Hardaway enters the game for D. McDermott,,102,98
418,4,4:25.0,E. Freedom makes free throw 2 of 2,,103,98
419,4,4:21.0,,Utah full timeout,103,98
420,4,4:21.0,,R. Rubio enters the game for R. Hood,103,98
421,4,4:21.0,K. Porziņģis enters the game for E. Freedom,,103,98
422,4,4:13.0,,D. Mitchell misses 2-pt layup from 4 ft (block by K. Porziņģis),103,98
423,4,4:10.0,,Offensive rebound by D. Favors,103,98
424,4,4:09.0,,R. Rubio makes 2-pt jump shot from 15 ft (assist by D. Favors),103,100
425,4,3:45.0,T. Hardaway makes 3-pt jump shot from 25 ft,,106,100
426,4,3:45.0,Shooting foul by R. Gobert (drawn by T. Hardaway),,106,100
427,4,3:45.0,T. Hardaway makes free throw 1 of 1,,107,100
428,4,3:34.0,,D. Mitchell misses 3-pt jump shot from 24 ft,107,100
429,4,3:31.0,Defensive rebound by T. Hardaway,,107,100
430,4,3:21.0,T. Hardaway makes 2-pt dunk from 1 ft,,109,100
431,4,3:09.0,,Personal foul by K. Porziņģis (drawn by D. Mitchell),109,100
432,4,3:09.0,,J. Johnson enters the game for D. Favors,109,100
433,4,3:03.0,,D. Mitchell misses 2-pt jump shot from 10 ft,109,100
434,4,3:02.0,,Offensive rebound by R. Gobert,109,100
435,4,3:02.0,,Shooting foul by C. Lee (drawn by R. Gobert),109,100
436,4,3:02.0,,R. Gobert misses free throw 1 of 2,109,100
437,4,3:02.0,,Offensive rebound by Team,109,100
438,4,3:02.0,,R. Gobert makes free throw 2 of 2,109,101
439,4,2:51.0,T. Hardaway misses 2-pt layup from 7 ft,,109,101
440,4,2:49.0,,Defensive rebound by R. Gobert,109,101
441,4,2:43.0,,R. Rubio misses 2-pt layup from 1 ft,109,101
442,4,2:43.0,Defensive rebound by Team,,109,101
443,4,2:43.0,,Loose ball foul by R. Gobert (drawn by K. Porziņģis),109,101
444,4,2:43.0,K. Porziņģis makes free throw 1 of 2,,110,101
445,4,2:43.0,K. Porziņģis misses free throw 2 of 2,,110,101
446,4,2:41.0,,Defensive rebound by J. Johnson,110,101
447,4,2:26.0,,J. Ingles makes 2-pt layup from 2 ft,110,103
448,4,2:12.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by T. Burke),,113,103
449,4,1:58.0,,Personal foul by T. Burke (drawn by R. Rubio),113,103
450,4,1:58.0,,R. Rubio makes free throw 1 of 2,113,104
451,4,1:58.0,,R. Rubio misses free throw 2 of 2,113,104
452,4,1:54.0,,Offensive rebound by J. Johnson,113,104
453,4,1:54.0,,Shooting foul by M. Beasley (drawn by J. Johnson),113,104
454,4,1:54.0,,J. Johnson makes free throw 1 of 3,113,105
455,4,1:54.0,,J. Johnson makes free throw 2 of 3,113,106
456,4,1:54.0,,J. Johnson makes free throw 3 of 3,113,107
457,4,1:37.0,C. Lee misses 2-pt jump shot from 14 ft,,113,107
458,4,1:36.0,,Defensive rebound by R. Gobert,113,107
459,4,1:30.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Gobert),113,109
460,4,1:30.0,New York full timeout,,113,109
461,4,1:18.0,M. Beasley makes 2-pt jump shot from 12 ft (assist by T. Burke),,115,109
462,4,1:07.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),115,111
463,4,1:07.0,,Shooting foul by K. Porziņģis (drawn by R. Gobert),115,111
464,4,1:07.0,,R. Gobert makes free throw 1 of 1,115,112
465,4,0:55.0,T. Burke misses 2-pt jump shot from 16 ft,,115,112
466,4,0:53.0,,Defensive rebound by D. Mitchell,115,112
467,4,0:49.0,,J. Johnson misses 3-pt jump shot from 23 ft,115,112
468,4,0:47.0,Defensive rebound by Team,,115,112
469,4,0:32.0,Personal foul by R. Gobert (drawn by T. Hardaway),,115,112
470,4,0:32.0,T. Hardaway misses free throw 1 of 2,,115,112
471,4,0:32.0,Offensive rebound by Team,,115,112
472,4,0:32.0,T. Hardaway misses free throw 2 of 2,,115,112
473,4,0:32.0,,Defensive rebound by R. Rubio,115,112
474,4,0:32.0,,Utah full timeout,115,112
475,4,0:23.0,,D. Mitchell misses 3-pt jump shot from 25 ft,115,112
476,4,0:20.0,,Offensive rebound by R. Rubio,115,112
477,4,0:19.0,,J. Johnson misses 3-pt jump shot from 22 ft,115,112
478,4,0:19.0,,Offensive rebound by J. Ingles,115,112
479,4,0:14.0,,J. Ingles misses 3-pt jump shot from 22 ft,115,112
480,4,0:14.0,Defensive rebound by T. Burke,,115,112
481,4,0:09.0,Personal foul by D. Mitchell (drawn by T. Hardaway),,115,112
482,4,0:09.0,T. Hardaway makes free throw 1 of 2,,116,112
483,4,0:09.0,T. Hardaway makes free throw 2 of 2,,117,112
484,4,0:04.0,,D. Mitchell misses 3-pt jump shot from 26 ft,117,112
485,4,0:02.0,,Offensive rebound by Team,117,112
486,4,0:01.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),117,115
