,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
0,1,11:39.0,,M. Morris misses 2-pt jump shot from 12 ft,0,0
1,1,11:34.0,,Offensive rebound by M. Gortat,0,0
2,1,11:32.0,,J. Wall makes 3-pt jump shot from 24 ft (assist by M. Morris),0,3
3,1,11:15.0,K. Middleton makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),,2,3
4,1,11:02.0,,Turnover by J. Wall (bad pass; steal by E. Bledsoe),2,3
5,1,10:57.0,K. Middleton makes 2-pt dunk at rim (assist by M. Brogdon),,4,3
6,1,10:40.0,,B. Beal misses 2-pt jump shot from 13 ft,4,3
7,1,10:37.0,Defensive rebound by M. Brogdon,,4,3
8,1,10:21.0,G. Antetokounmpo makes 2-pt layup from 5 ft,,6,3
9,1,10:08.0,,O. Porter misses 2-pt jump shot from 19 ft,6,3
10,1,10:04.0,Defensive rebound by K. Middleton,,6,3
11,1,9:59.0,K. Middleton misses 2-pt layup from 7 ft,,6,3
12,1,9:55.0,Offensive rebound by M. Brogdon,,6,3
13,1,9:52.0,M. Brogdon makes 2-pt jump shot from 16 ft,,8,3
14,1,9:42.0,,Turnover by M. Gortat (bad pass),8,3
15,1,9:32.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,10,3
16,1,9:29.0,,Washington full timeout,10,3
17,1,9:14.0,,J. Wall misses 2-pt layup from 9 ft,10,3
18,1,9:12.0,Defensive rebound by G. Antetokounmpo,,10,3
19,1,9:10.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,10,3
20,1,9:10.0,G. Antetokounmpo misses free throw 1 of 2,,10,3
21,1,9:10.0,Offensive rebound by Team,,10,3
22,1,9:10.0,G. Antetokounmpo makes free throw 2 of 2,,11,3
23,1,9:02.0,,Turnover by J. Wall (bad pass; steal by J. Henson),11,3
24,1,8:58.0,M. Brogdon misses 3-pt jump shot from 25 ft,,11,3
25,1,8:54.0,,Defensive rebound by M. Morris,11,3
26,1,8:44.0,,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),11,5
27,1,8:29.0,K. Middleton misses 2-pt jump shot from 14 ft,,11,5
28,1,8:25.0,,Defensive rebound by M. Gortat,11,5
29,1,8:15.0,,J. Wall misses 2-pt layup from 5 ft,11,5
30,1,8:13.0,Defensive rebound by G. Antetokounmpo,,11,5
31,1,7:57.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,11,5
32,1,7:54.0,,Defensive rebound by O. Porter,11,5
33,1,7:48.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),11,8
34,1,7:28.0,J. Henson misses 2-pt dunk from 1 ft,,11,8
35,1,7:24.0,Offensive rebound by J. Henson,,11,8
36,1,7:24.0,Turnover by J. Henson (bad pass),,11,8
37,1,7:10.0,,M. Gortat misses 2-pt dunk from 2 ft (block by G. Antetokounmpo),11,8
38,1,7:06.0,Defensive rebound by J. Henson,,11,8
39,1,7:02.0,M. Brogdon misses 3-pt jump shot from 23 ft,,11,8
40,1,6:58.0,Offensive rebound by M. Brogdon,,11,8
41,1,6:56.0,J. Henson makes 2-pt dunk from 1 ft (assist by M. Brogdon),,13,8
42,1,6:44.0,,Personal foul by K. Middleton (drawn by O. Porter),13,8
43,1,6:31.0,,B. Beal makes 2-pt jump shot from 8 ft (assist by J. Wall),13,10
44,1,6:11.0,M. Brogdon makes 2-pt layup from 1 ft,,15,10
45,1,5:51.0,,Shooting foul by K. Middleton (drawn by O. Porter),15,10
46,1,5:51.0,,O. Porter makes free throw 1 of 2,15,11
47,1,5:51.0,T. Snell enters the game for K. Middleton,,15,11
48,1,5:51.0,,O. Porter makes free throw 2 of 2,15,12
49,1,5:40.0,G. Antetokounmpo misses 2-pt layup from 7 ft,,15,12
50,1,5:32.0,Offensive rebound by G. Antetokounmpo,,15,12
51,1,5:32.0,G. Antetokounmpo makes 2-pt layup at rim,,17,12
52,1,5:25.0,,B. Beal makes 2-pt jump shot from 3 ft,17,14
53,1,5:25.0,,Shooting foul by M. Brogdon (drawn by B. Beal),17,14
54,1,5:25.0,,B. Beal makes free throw 1 of 1,17,15
55,1,5:11.0,Shooting foul by J. Wall (drawn by G. Antetokounmpo),,17,15
56,1,5:11.0,G. Antetokounmpo makes free throw 1 of 2,,18,15
57,1,5:11.0,G. Antetokounmpo makes free throw 2 of 2,,19,15
58,1,4:59.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Wall),19,17
59,1,4:43.0,Turnover by M. Brogdon (out of bounds lost ball),,19,17
60,1,4:32.0,,Personal foul by T. Snell (drawn by M. Gortat),19,17
61,1,4:32.0,T. Maker enters the game for J. Henson,,19,17
62,1,4:21.0,,J. Wall makes 2-pt jump shot from 17 ft (assist by M. Morris),19,19
63,1,4:05.0,Turnover by T. Snell (bad pass; steal by J. Wall),,19,19
64,1,4:02.0,,J. Wall makes 2-pt layup from 1 ft,19,21
65,1,4:02.0,Milwaukee full timeout,,19,21
66,1,3:51.0,Turnover by G. Antetokounmpo (lost ball; steal by M. Gortat),,19,21
67,1,3:47.0,,Personal foul by E. Bledsoe (drawn by J. Wall),19,21
68,1,3:47.0,,J. Wall makes free throw 2 of 2,19,22
69,1,3:47.0,,J. Wall makes free throw 1 of 2,19,23
70,1,3:26.0,,K. Oubre enters the game for O. Porter,19,23
71,1,3:23.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,19,23
72,1,3:19.0,,Defensive rebound by M. Morris,19,23
73,1,3:14.0,,Turnover by M. Morris (traveling),19,23
74,1,3:04.0,T. Maker makes 2-pt hook shot from 10 ft (assist by E. Bledsoe),,21,23
75,1,2:47.0,,Turnover by B. Beal (bad pass; steal by E. Bledsoe),21,23
76,1,2:47.0,Shooting foul by B. Beal (drawn by E. Bledsoe),,21,23
77,1,2:47.0,E. Bledsoe makes free throw 1 of 2,,22,23
78,1,2:47.0,,M. Scott enters the game for B. Beal,22,23
79,1,2:47.0,,T. Satoranský enters the game for M. Morris,22,23
80,1,2:47.0,M. Dellavedova enters the game for M. Brogdon,,22,23
81,1,2:47.0,E. Bledsoe makes free throw 2 of 2,,23,23
82,1,2:37.0,,J. Wall makes 2-pt layup from 2 ft,23,25
83,1,2:28.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,23,25
84,1,2:25.0,,Defensive rebound by M. Gortat,23,25
85,1,2:15.0,,Offensive foul by M. Gortat (drawn by T. Maker),23,25
86,1,2:15.0,,Turnover by M. Gortat (offensive foul),23,25
87,1,2:15.0,,I. Mahinmi enters the game for M. Gortat,23,25
88,1,2:00.0,T. Snell misses 2-pt jump shot from 21 ft,,23,25
89,1,1:58.0,,Defensive rebound by J. Wall,23,25
90,1,1:37.0,,J. Wall misses 2-pt jump shot from 21 ft,23,25
91,1,1:33.0,,Offensive rebound by T. Satoranský,23,25
92,1,1:30.0,,K. Oubre misses 3-pt jump shot from 25 ft,23,25
93,1,1:26.0,Defensive rebound by E. Bledsoe,,23,25
94,1,1:21.0,T. Snell makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,26,25
95,1,1:06.0,,J. Wall makes 2-pt layup from 2 ft,26,27
96,1,0:55.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,26,27
97,1,0:53.0,,Defensive rebound by J. Wall,26,27
98,1,0:48.0,,Shooting foul by E. Bledsoe (drawn by J. Wall),26,27
99,1,0:48.0,,J. Wall misses free throw 1 of 2,26,27
100,1,0:48.0,,Offensive rebound by Team,26,27
101,1,0:48.0,S. Brown enters the game for E. Bledsoe,,26,27
102,1,0:48.0,,J. Wall makes free throw 2 of 2,26,28
103,1,0:36.0,Shooting foul by M. Scott (drawn by G. Antetokounmpo),,26,28
104,1,0:36.0,G. Antetokounmpo makes free throw 1 of 2,,27,28
105,1,0:36.0,G. Antetokounmpo makes free throw 2 of 2,,28,28
106,1,0:32.0,,J. Wall makes 2-pt jump shot from 15 ft,28,30
107,1,0:08.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft (block by J. Wall),,28,30
108,1,0:06.0,Offensive rebound by Team,,28,30
109,1,0:06.0,Turnover by Team (shot clock),,28,30
110,1,0:00.0,,J. Wall misses 3-pt jump shot from 25 ft,28,30
111,1,0:00.0,,Offensive rebound by Team,28,30
112,2,11:46.0,T. Maker misses 3-pt jump shot from 23 ft,,28,30
113,2,11:41.0,,Defensive rebound by T. Satoranský,28,30
114,2,11:31.0,,Turnover by B. Beal (bad pass),28,30
115,2,11:26.0,Shooting foul by I. Mahinmi (drawn by S. Brown),,28,30
116,2,11:26.0,S. Brown makes free throw 1 of 2,,29,30
117,2,11:26.0,S. Brown makes free throw 2 of 2,,30,30
118,2,11:13.0,,B. Beal makes 2-pt jump shot from 11 ft (assist by T. Satoranský),30,32
119,2,11:13.0,,Shooting foul by S. Brown (drawn by B. Beal),30,32
120,2,11:13.0,,B. Beal makes free throw 1 of 1,30,33
121,2,10:57.0,K. Middleton makes 2-pt jump shot from 14 ft,,32,33
122,2,10:41.0,,Turnover by B. Beal (lost ball; steal by T. Maker),32,33
123,2,10:35.0,Turnover by K. Middleton (bad pass),,32,33
124,2,10:12.0,,T. Satoranský misses 2-pt layup from 3 ft (block by T. Maker),32,33
125,2,10:12.0,,Turnover by T. Satoranský (bad pass; steal by S. Brown),32,33
126,2,10:12.0,,Offensive rebound by T. Satoranský,32,33
127,2,10:05.0,K. Middleton misses 2-pt layup from 4 ft,,32,33
128,2,10:05.0,,Defensive rebound by K. Oubre,32,33
129,2,9:57.0,,T. Satoranský makes 2-pt dunk at rim (assist by B. Beal),32,35
130,2,9:37.0,T. Snell makes 3-pt jump shot from 22 ft (assist by K. Middleton),,35,35
131,2,9:20.0,,Turnover by I. Mahinmi (lost ball; steal by T. Snell),35,35
132,2,9:12.0,Turnover by S. Brown (lost ball; steal by T. Satoranský),,35,35
133,2,9:07.0,,Turnover by M. Scott (lost ball; steal by M. Dellavedova),35,35
134,2,8:42.0,Turnover by Team (shot clock),,35,35
135,2,8:29.0,,Turnover by B. Beal (lost ball; steal by T. Maker),35,35
136,2,8:28.0,Personal foul by I. Mahinmi (drawn by S. Brown),,35,35
137,2,8:17.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,35,35
138,2,8:14.0,,Defensive rebound by M. Scott,35,35
139,2,8:03.0,,Turnover by K. Oubre (out of bounds lost ball),35,35
140,2,7:53.0,T. Maker makes 2-pt jump shot from 20 ft (assist by M. Dellavedova),,37,35
141,2,7:51.0,,Washington full timeout,37,35
142,2,7:51.0,,J. Wall enters the game for I. Mahinmi,37,35
143,2,7:51.0,,M. Morris enters the game for M. Scott,37,35
144,2,7:51.0,,O. Porter enters the game for T. Satoranský,37,35
145,2,7:29.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by M. Morris),37,37
146,2,7:27.0,Personal foul by O. Porter (drawn by T. Maker),,37,37
147,2,7:09.0,K. Middleton misses 2-pt jump shot from 16 ft,,37,37
148,2,7:02.0,,Defensive rebound by O. Porter,37,37
149,2,6:50.0,,M. Morris makes 2-pt hook shot from 13 ft (assist by O. Porter),37,39
150,2,6:32.0,Turnover by K. Middleton (bad pass; steal by O. Porter),,37,39
151,2,6:26.0,,K. Oubre makes 2-pt dunk from 5 ft (assist by J. Wall),37,41
152,2,6:02.0,S. Brown makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),,40,41
153,2,5:43.0,,Turnover by B. Beal (bad pass),40,41
154,2,5:43.0,M. Brogdon enters the game for T. Snell,,40,41
155,2,5:43.0,E. Bledsoe enters the game for M. Dellavedova,,40,41
156,2,5:32.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,40,41
157,2,5:28.0,,Defensive rebound by O. Porter,40,41
158,2,5:18.0,,Personal foul by S. Brown (drawn by J. Wall),40,41
159,2,5:05.0,,J. Wall misses 2-pt layup from 6 ft,40,41
160,2,4:59.0,,Offensive rebound by M. Morris,40,41
161,2,4:59.0,,M. Morris makes 2-pt layup at rim,40,43
162,2,4:36.0,Turnover by E. Bledsoe (bad pass; steal by M. Morris),,40,43
163,2,4:31.0,,Turnover by K. Oubre (lost ball; steal by E. Bledsoe),40,43
164,2,4:27.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,42,43
165,2,4:16.0,,Offensive foul by M. Morris (drawn by S. Brown),42,43
166,2,4:16.0,,Turnover by M. Morris (offensive foul),42,43
167,2,4:16.0,G. Antetokounmpo enters the game for T. Maker,,42,43
168,2,4:16.0,,M. Gortat enters the game for K. Oubre,42,43
169,2,3:53.0,S. Brown misses 2-pt layup from 1 ft (block by M. Morris),,42,43
170,2,3:53.0,,Defensive rebound by M. Morris,42,43
171,2,3:53.0,,Personal foul by S. Brown (drawn by M. Morris),42,43
172,2,3:33.0,,J. Wall misses 2-pt jump shot from 21 ft (block by K. Middleton),42,43
173,2,3:33.0,Defensive rebound by Team,,42,43
174,2,3:33.0,J. Henson enters the game for S. Brown,,42,43
