,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
280,3,4:05.0,Away from play foul by R. Rubio (drawn by W. Cauley-Stein),,65,73
281,3,4:05.0,,Turnover by R. Rubio (turnover),65,73
282,3,4:05.0,W. Cauley-Stein makes free throw 1 of 1,,66,73
283,3,4:04.0,,Personal foul by F. Mason (drawn by R. Rubio),66,73
284,3,4:04.0,,R. Rubio misses free throw 1 of 2,66,73
285,3,4:04.0,,Offensive rebound by Team,66,73
286,3,4:04.0,,R. Rubio makes free throw 2 of 2,66,74
287,3,3:46.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,66,74
288,3,3:41.0,,Defensive rebound by J. Jerebko,66,74
289,3,3:34.0,,Personal block foul by W. Cauley-Stein (drawn by D. Mitchell),66,74
290,3,3:34.0,,D. Mitchell makes free throw 1 of 2,66,75
291,3,3:34.0,,R. O'Neale enters the game for R. Rubio,66,75
292,3,3:34.0,K. Koufos enters the game for W. Cauley-Stein,,66,75
293,3,3:34.0,G. Temple enters the game for B. Bogdanović,,66,75
294,3,3:34.0,,D. Mitchell makes free throw 2 of 2,66,76
295,3,3:17.0,B. Hield makes 3-pt jump shot from 23 ft,,69,76
296,3,3:04.0,,Turnover by D. Mitchell (lost ball; steal by B. Hield),69,76
297,3,2:58.0,B. Hield makes 3-pt jump shot from 24 ft,,72,76
298,3,2:56.0,,Utah full timeout,72,76
299,3,2:37.0,,Shooting foul by K. Koufos (drawn by J. Crowder),72,76
300,3,2:37.0,,J. Crowder makes free throw 1 of 2,72,77
301,3,2:37.0,,J. Crowder makes free throw 2 of 2,72,78
302,3,2:21.0,J. Sampson makes 2-pt layup from 1 ft,,74,78
303,3,2:21.0,Shooting foul by J. Jerebko (drawn by J. Sampson),,74,78
304,3,2:21.0,,D. Favors enters the game for J. Jerebko,74,78
305,3,2:21.0,,D. Exum enters the game for R. Gobert,74,78
306,3,2:21.0,J. Sampson misses free throw 1 of 1,,74,78
307,3,2:19.0,,Defensive rebound by J. Crowder,74,78
308,3,1:59.0,,D. Mitchell makes 2-pt layup from 1 ft,74,80
309,3,1:36.0,G. Temple makes 2-pt jump shot from 23 ft,,76,80
310,3,1:20.0,,D. Exum misses 2-pt layup from 1 ft,76,80
311,3,1:18.0,Defensive rebound by K. Koufos,,76,80
312,3,1:15.0,Shooting foul by D. Mitchell (drawn by J. Sampson),,76,80
313,3,1:15.0,J. Sampson makes free throw 1 of 2,,77,80
314,3,1:15.0,J. Sampson misses free throw 2 of 2,,77,80
315,3,1:13.0,,Defensive rebound by J. Crowder,77,80
316,3,1:00.0,,J. Crowder misses 2-pt jump shot from 10 ft,77,80
317,3,0:58.0,Defensive rebound by B. Hield,,77,80
318,3,0:51.0,K. Koufos makes 2-pt layup from 2 ft (assist by B. Hield),,79,80
319,3,0:51.0,,Violation by D. Favors (def goaltending),79,80
320,3,0:36.0,,D. Exum misses 3-pt jump shot from 24 ft,79,80
321,3,0:34.0,Defensive rebound by F. Mason,,79,80
322,3,0:29.0,F. Mason misses 2-pt jump shot from 23 ft,,79,80
323,3,0:26.0,,Defensive rebound by R. O'Neale,79,80
324,3,0:05.0,,D. Mitchell misses 2-pt jump shot from 19 ft,79,80
325,3,0:02.0,Defensive rebound by F. Mason,,79,80
326,3,0:00.0,B. Hield misses 3-pt jump shot from 28 ft,,79,80
327,3,0:00.0,Offensive rebound by Team,,79,80
328,4,11:37.0,,R. O'Neale misses 2-pt layup from 2 ft,79,80
329,4,11:34.0,Defensive rebound by K. Koufos,,79,80
330,4,11:23.0,Turnover by B. Hield (bad pass; steal by D. Exum),,79,80
331,4,11:17.0,,J. Crowder misses 2-pt layup from 2 ft,79,80
332,4,11:15.0,,Offensive rebound by D. Exum,79,80
333,4,11:13.0,,D. Exum misses 2-pt layup from 3 ft,79,80
334,4,11:13.0,Defensive rebound by J. Sampson,,79,80
335,4,11:04.0,F. Mason makes 2-pt jump shot from 16 ft,,81,80
336,4,10:41.0,,J. Ingles misses 3-pt jump shot from 24 ft,81,80
337,4,10:39.0,Defensive rebound by F. Mason,,81,80
338,4,10:34.0,F. Mason misses 2-pt layup from 3 ft,,81,80
339,4,10:33.0,,Defensive rebound by R. O'Neale,81,80
340,4,10:30.0,,Turnover by R. O'Neale (bad pass),81,80
341,4,10:11.0,G. Temple misses 2-pt jump shot from 6 ft,,81,80
342,4,10:09.0,,Defensive rebound by R. O'Neale,81,80
343,4,10:04.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by J. Ingles),81,82
344,4,10:02.0,Sacramento full timeout,,81,82
345,4,10:02.0,,R. Rubio enters the game for D. Exum,81,82
346,4,10:02.0,,R. Gobert enters the game for D. Favors,81,82
347,4,9:49.0,F. Mason misses 3-pt jump shot from 25 ft,,81,82
348,4,9:46.0,,Defensive rebound by R. O'Neale,81,82
349,4,9:40.0,,R. Rubio misses 2-pt jump shot from 6 ft (block by J. Sampson),81,82
350,4,9:40.0,,Offensive rebound by Team,81,82
351,4,9:33.0,,J. Ingles misses 2-pt layup from 3 ft,81,82
352,4,9:31.0,Defensive rebound by K. Koufos,,81,82
353,4,9:13.0,B. Hield makes 2-pt jump shot from 12 ft (assist by K. Koufos),,83,82
354,4,8:52.0,,R. Rubio misses 3-pt jump shot from 24 ft,83,82
355,4,8:49.0,Defensive rebound by B. Hield,,83,82
356,4,8:35.0,K. Koufos misses 2-pt hook shot from 6 ft,,83,82
357,4,8:33.0,,Defensive rebound by R. Gobert,83,82
358,4,8:29.0,,Personal foul by G. Temple (drawn by J. Ingles),83,82
359,4,8:29.0,,D. Exum enters the game for J. Crowder,83,82
360,4,8:29.0,W. Cauley-Stein enters the game for K. Koufos,,83,82
361,4,8:24.0,,Personal foul by F. Mason (drawn by J. Ingles),83,82
362,4,8:24.0,,D. Mitchell enters the game for R. O'Neale,83,82
363,4,8:14.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Exum),83,84
364,4,7:56.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,83,84
365,4,7:53.0,,Defensive rebound by R. Gobert,83,84
366,4,7:36.0,,J. Ingles misses 3-pt jump shot from 26 ft,83,84
367,4,7:33.0,,Offensive rebound by R. Gobert,83,84
368,4,7:16.0,,Shooting foul by F. Mason (drawn by D. Mitchell),83,84
369,4,7:16.0,,D. Mitchell misses free throw 1 of 2,83,84
370,4,7:16.0,,Offensive rebound by Team,83,84
371,4,7:16.0,,D. Mitchell makes free throw 2 of 2,83,85
372,4,7:08.0,B. Hield misses 3-pt jump shot from 25 ft,,83,85
373,4,7:04.0,,Defensive rebound by R. Rubio,83,85
374,4,6:47.0,,J. Ingles misses 3-pt jump shot from 24 ft,83,85
375,4,6:42.0,Defensive rebound by B. Hield,,83,85
376,4,6:30.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by B. Hield),,86,85
377,4,6:00.0,,D. Mitchell misses 3-pt jump shot from 26 ft,86,85
378,4,5:57.0,Defensive rebound by J. Sampson,,86,85
379,4,5:48.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,86,85
380,4,5:44.0,,Defensive rebound by J. Ingles,86,85
