,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
0,1,11:44.0,,R. Gobert misses 2-pt hook shot from 6 ft,0,0
1,1,11:40.0,,Offensive rebound by D. Favors,0,0
2,1,11:32.0,,Shooting foul by D. Fox (drawn by R. Rubio),0,0
3,1,11:32.0,,R. Rubio makes free throw 1 of 2,0,1
4,1,11:32.0,,R. Rubio makes free throw 2 of 2,0,2
5,1,11:19.0,D. Fox misses 3-pt jump shot from 25 ft,,0,2
6,1,11:15.0,,Defensive rebound by J. Ingles,0,2
7,1,11:02.0,,Turnover by R. Gobert (lost ball; steal by D. Fox),0,2
8,1,10:54.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Bogdanović),,2,2
9,1,10:54.0,Shooting foul by R. Rubio (drawn by W. Cauley-Stein),,2,2
10,1,10:54.0,W. Cauley-Stein makes free throw 1 of 1,,3,2
11,1,10:36.0,,Turnover by D. Mitchell (lost ball; steal by D. Fox),3,2
12,1,10:25.0,B. Bogdanović makes 2-pt jump shot from 20 ft,,5,2
13,1,10:11.0,,J. Ingles misses 3-pt jump shot from 25 ft,5,2
14,1,10:06.0,Defensive rebound by B. Bogdanović,,5,2
15,1,9:53.0,S. Labissière makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,8,2
16,1,9:34.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Rubio),8,5
17,1,9:11.0,Shooting foul by R. Gobert (drawn by W. Cauley-Stein),,8,5
18,1,9:11.0,W. Cauley-Stein misses free throw 1 of 2,,8,5
19,1,9:11.0,Offensive rebound by Team,,8,5
20,1,9:11.0,W. Cauley-Stein makes free throw 2 of 2,,9,5
21,1,8:56.0,,R. Gobert makes 2-pt hook shot from 3 ft (assist by J. Ingles),9,7
22,1,8:56.0,,Shooting foul by W. Cauley-Stein (drawn by R. Gobert),9,7
23,1,8:56.0,,R. Gobert makes free throw 1 of 1,9,8
24,1,8:43.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,11,8
25,1,8:32.0,,D. Mitchell misses 3-pt jump shot from 27 ft,11,8
26,1,8:29.0,,Offensive rebound by J. Ingles,11,8
27,1,8:24.0,,Turnover by J. Ingles (bad pass; steal by W. Cauley-Stein),11,8
28,1,8:18.0,D. Fox makes 2-pt layup from 1 ft (assist by J. Jackson),,13,8
29,1,7:54.0,,D. Favors misses 2-pt jump shot from 19 ft,13,8
30,1,7:54.0,,Offensive rebound by Team,13,8
31,1,7:54.0,,Turnover by Team (shot clock),13,8
32,1,7:54.0,K. Koufos enters the game for W. Cauley-Stein,,13,8
33,1,7:39.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by K. Koufos),,15,8
34,1,7:31.0,,Utah full timeout,15,8
35,1,7:21.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),15,10
36,1,7:00.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jackson),,18,10
37,1,6:45.0,,R. Rubio makes 2-pt jump shot from 11 ft,18,12
38,1,6:32.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,18,12
39,1,6:30.0,,Defensive rebound by R. Rubio,18,12
40,1,6:21.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),18,14
41,1,6:07.0,S. Labissière misses 2-pt jump shot from 15 ft,,18,14
42,1,6:05.0,,Defensive rebound by R. Rubio,18,14
43,1,5:52.0,,D. Mitchell makes 2-pt jump shot from 16 ft (assist by J. Ingles),18,16
44,1,5:26.0,S. Labissière misses 2-pt jump shot from 8 ft,,18,16
45,1,5:24.0,,Defensive rebound by J. Ingles,18,16
46,1,5:19.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),18,18
47,1,5:12.0,Sacramento full timeout,,18,18
48,1,5:12.0,,J. Crowder enters the game for D. Favors,18,18
49,1,5:12.0,J. Sampson enters the game for D. Fox,,18,18
50,1,5:12.0,F. Mason enters the game for S. Labissière,,18,18
51,1,5:03.0,Offensive foul by K. Koufos (drawn by J. Ingles),,18,18
52,1,5:03.0,Turnover by K. Koufos (offensive foul),,18,18
53,1,4:51.0,,Personal foul by J. Sampson (drawn by J. Crowder),18,18
54,1,4:45.0,,D. Mitchell makes 3-pt jump shot from 26 ft,18,21
55,1,4:31.0,Turnover by F. Mason (bad pass; steal by D. Mitchell),,18,21
56,1,4:27.0,,D. Mitchell makes 2-pt layup from 3 ft,18,23
57,1,4:03.0,J. Jackson misses 3-pt jump shot from 24 ft,,18,23
58,1,4:01.0,,Defensive rebound by J. Ingles,18,23
59,1,3:50.0,,R. Gobert makes 2-pt layup from 1 ft,18,25
60,1,3:43.0,Sacramento full timeout,,18,25
61,1,3:43.0,,R. O'Neale enters the game for J. Ingles,18,25
62,1,3:43.0,,J. Jerebko enters the game for R. Rubio,18,25
63,1,3:43.0,B. Hield enters the game for B. Bogdanović,,18,25
64,1,3:43.0,G. Temple enters the game for J. Jackson,,18,25
65,1,3:29.0,B. Hield misses 3-pt jump shot from 25 ft,,18,25
66,1,3:26.0,,Defensive rebound by R. Gobert,18,25
67,1,3:07.0,,D. Mitchell misses 3-pt jump shot from 25 ft,18,25
68,1,3:04.0,Defensive rebound by K. Koufos,,18,25
69,1,2:47.0,G. Temple misses 2-pt jump shot from 21 ft,,18,25
70,1,2:44.0,,Defensive rebound by J. Jerebko,18,25
71,1,2:38.0,,J. Crowder misses 3-pt jump shot from 25 ft,18,25
72,1,2:36.0,Defensive rebound by Team,,18,25
73,1,2:20.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by B. Hield),,20,25
74,1,2:03.0,,J. Crowder misses 3-pt jump shot from 23 ft,20,25
75,1,1:59.0,,Offensive rebound by R. Gobert,20,25
76,1,1:59.0,,R. Gobert makes 2-pt layup at rim,20,27
77,1,1:42.0,K. Koufos makes 2-pt jump shot from 7 ft (assist by F. Mason),,22,27
78,1,1:26.0,,Shooting foul by B. Hield (drawn by D. Mitchell),22,27
79,1,1:26.0,,D. Mitchell makes free throw 1 of 2,22,28
80,1,1:26.0,,D. Favors enters the game for R. Gobert,22,28
81,1,1:26.0,,D. Mitchell makes free throw 2 of 2,22,29
82,1,1:14.0,F. Mason misses 2-pt layup from 7 ft (block by D. Favors),,22,29
83,1,1:12.0,Offensive rebound by Team,,22,29
84,1,1:12.0,,D. Exum enters the game for D. Mitchell,22,29
85,1,1:08.0,K. Koufos misses 2-pt hook shot from 5 ft,,22,29
86,1,1:05.0,,Defensive rebound by D. Favors,22,29
87,1,1:01.0,,D. Exum makes 2-pt layup from 1 ft (assist by D. Favors),22,31
88,1,0:45.0,K. Koufos makes 2-pt hook shot from 11 ft (assist by B. Hield),,24,31
89,1,0:32.0,,J. Jerebko misses 2-pt layup from 3 ft,24,31
90,1,0:31.0,,Offensive rebound by D. Favors,24,31
91,1,0:31.0,,Shooting foul by K. Koufos (drawn by D. Favors),24,31
92,1,0:31.0,,D. Favors misses free throw 1 of 2,24,31
93,1,0:31.0,,Offensive rebound by Team,24,31
94,1,0:31.0,,D. Favors makes free throw 2 of 2,24,32
95,1,0:19.0,G. Temple misses 2-pt jump shot from 21 ft,,24,32
96,1,0:12.0,,Defensive rebound by R. O'Neale,24,32
97,1,0:03.0,,Turnover by D. Exum (bad pass; steal by F. Mason),24,32
98,1,0:00.0,F. Mason makes 3-pt jump shot from 25 ft,,27,32
99,2,11:41.0,B. Hield makes 3-pt jump shot from 25 ft,,30,32
100,2,11:16.0,,D. Favors misses 2-pt dunk from 1 ft (block by J. Sampson),30,32
101,2,11:11.0,,Offensive rebound by D. Favors,30,32
102,2,11:10.0,,D. Favors misses 2-pt layup from 3 ft,30,32
103,2,11:08.0,Defensive rebound by G. Temple,,30,32
104,2,11:06.0,F. Mason makes 3-pt jump shot from 24 ft (assist by G. Temple),,33,32
105,2,10:44.0,,D. Favors misses 2-pt layup from 1 ft (block by J. Sampson),33,32
106,2,10:39.0,Defensive rebound by F. Mason,,33,32
107,2,10:34.0,Turnover by J. Sampson (lost ball; steal by D. Favors),,33,32
108,2,10:33.0,,Personal foul by F. Mason (drawn by J. Crowder),33,32
109,2,10:33.0,W. Cauley-Stein enters the game for F. Mason,,33,32
110,2,10:33.0,D. Fox enters the game for K. Koufos,,33,32
111,2,10:18.0,,Personal foul by J. Sampson (drawn by J. Jerebko),33,32
112,2,10:12.0,,D. Favors makes 2-pt layup at rim (assist by D. Exum),33,34
113,2,10:02.0,Shooting foul by J. Ingles (drawn by D. Fox),,33,34
114,2,10:02.0,D. Fox makes free throw 1 of 2,,34,34
115,2,10:02.0,D. Fox makes free throw 2 of 2,,35,34
116,2,9:57.0,,Personal foul by D. Fox (drawn by D. Exum),35,34
117,2,9:45.0,,Shooting foul by J. Sampson (drawn by D. Favors),35,34
118,2,9:45.0,,D. Favors misses free throw 1 of 2,35,34
119,2,9:45.0,,Offensive rebound by Team,35,34
120,2,9:45.0,,D. Favors makes free throw 2 of 2,35,35
121,2,9:32.0,G. Temple makes 3-pt jump shot from 25 ft (assist by B. Hield),,38,35
122,2,9:14.0,,J. Jerebko misses 3-pt jump shot from 26 ft,38,35
123,2,9:10.0,Defensive rebound by B. Hield,,38,35
124,2,9:01.0,W. Cauley-Stein misses 2-pt layup from 5 ft (block by D. Favors),,38,35
125,2,9:01.0,Offensive rebound by Team,,38,35
126,2,9:01.0,,R. O'Neale enters the game for J. Jerebko,38,35
127,2,9:01.0,,R. Gobert enters the game for J. Crowder,38,35
128,2,9:01.0,S. Labissière enters the game for J. Sampson,,38,35
129,2,9:00.0,Turnover by G. Temple (bad pass),,38,35
130,2,8:49.0,,J. Ingles misses 3-pt jump shot from 26 ft,38,35
131,2,8:48.0,Defensive rebound by Team,,38,35
132,2,8:35.0,B. Hield makes 2-pt jump shot from 16 ft,,40,35
133,2,8:16.0,,Turnover by J. Ingles (bad pass; steal by G. Temple),40,35
134,2,8:16.0,Personal foul by R. O'Neale (drawn by B. Hield),,40,35
135,2,8:16.0,,D. Mitchell enters the game for J. Ingles,40,35
136,2,8:08.0,D. Fox misses 2-pt jump shot from 14 ft,,40,35
137,2,8:05.0,,Defensive rebound by R. Gobert,40,35
138,2,7:58.0,,Turnover by D. Exum (step out of bounds),40,35
139,2,7:33.0,D. Fox misses 2-pt layup from 4 ft,,40,35
140,2,7:31.0,Offensive rebound by D. Fox,,40,35
141,2,7:31.0,Turnover by Team (shot clock),,40,35
142,2,7:26.0,,Utah full timeout,40,35
143,2,7:26.0,,R. Rubio enters the game for D. Exum,40,35
144,2,7:14.0,,Turnover by R. Rubio (bad pass; steal by S. Labissière),40,35
145,2,6:57.0,G. Temple makes 3-pt jump shot from 25 ft (assist by S. Labissière),,43,35
146,2,6:34.0,,D. Mitchell makes 2-pt jump shot from 2 ft,43,37
147,2,6:23.0,Turnover by B. Hield (bad pass; steal by D. Favors),,43,37
148,2,6:18.0,,Shooting block foul by W. Cauley-Stein (drawn by R. O'Neale),43,37
149,2,6:18.0,,R. O'Neale makes free throw 1 of 2,43,38
150,2,6:18.0,B. Bogdanović enters the game for G. Temple,,43,38
151,2,6:18.0,,R. O'Neale makes free throw 2 of 2,43,39
152,2,6:08.0,Personal foul by D. Mitchell (drawn by S. Labissière),,43,39
153,2,5:59.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by R. Gobert),,43,39
154,2,5:56.0,,Defensive rebound by R. Rubio,43,39
155,2,5:50.0,,R. Rubio misses 2-pt layup from 3 ft,43,39
156,2,5:48.0,Defensive rebound by B. Hield,,43,39
157,2,5:43.0,D. Fox makes 2-pt layup from 2 ft (assist by B. Hield),,45,39
158,2,5:36.0,,R. O'Neale misses 2-pt layup from 2 ft (block by W. Cauley-Stein),45,39
159,2,5:33.0,Defensive rebound by S. Labissière,,45,39
160,2,5:30.0,D. Fox misses 2-pt layup from 2 ft (block by D. Favors),,45,39
161,2,5:27.0,Offensive rebound by S. Labissière,,45,39
162,2,5:26.0,B. Hield makes 3-pt jump shot from 24 ft (assist by S. Labissière),,48,39
163,2,5:06.0,,Turnover by D. Mitchell (lost ball; steal by D. Fox),48,39
164,2,5:05.0,,J. Crowder enters the game for D. Favors,48,39
165,2,5:05.0,,J. Ingles enters the game for R. O'Neale,48,39
166,2,5:02.0,Turnover by D. Fox (turnover; steal by D. Mitchell),,48,39
167,2,4:53.0,,D. Mitchell misses 3-pt jump shot from 27 ft,48,39
168,2,4:50.0,Defensive rebound by B. Hield,,48,39
169,2,4:39.0,S. Labissière misses 2-pt jump shot from 15 ft,,48,39
170,2,4:36.0,,Defensive rebound by R. Gobert,48,39
171,2,4:31.0,,Shooting foul by S. Labissière (drawn by J. Crowder),48,39
172,2,4:31.0,,J. Crowder makes free throw 1 of 2,48,40
173,2,4:31.0,,J. Crowder makes free throw 2 of 2,48,41
174,2,4:11.0,B. Hield makes 2-pt jump shot from 15 ft,,50,41
175,2,3:57.0,,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),50,43
176,2,3:46.0,W. Cauley-Stein misses 2-pt dunk from 2 ft,,50,43
177,2,3:45.0,,Defensive rebound by J. Ingles,50,43
178,2,3:39.0,,J. Ingles makes 3-pt jump shot from 27 ft (assist by R. Rubio),50,46
179,2,3:30.0,Sacramento full timeout,,50,46
180,2,3:30.0,F. Mason enters the game for D. Fox,,50,46
181,2,3:30.0,J. Jackson enters the game for B. Hield,,50,46
182,2,3:12.0,Turnover by S. Labissière (lost ball; steal by J. Crowder),,50,46
183,2,3:07.0,,D. Mitchell misses 3-pt jump shot from 25 ft,50,46
184,2,3:04.0,Defensive rebound by F. Mason,,50,46
185,2,2:53.0,Turnover by S. Labissière (out of bounds lost ball),,50,46
186,2,2:37.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),50,48
187,2,2:18.0,B. Bogdanović misses 2-pt layup from 2 ft,,50,48
188,2,2:17.0,,Defensive rebound by J. Crowder,50,48
189,2,2:11.0,,R. Rubio misses 2-pt layup from 3 ft,50,48
190,2,2:08.0,Defensive rebound by F. Mason,,50,48
191,2,2:05.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by F. Mason),,52,48
192,2,1:43.0,,Personal foul by S. Labissière (drawn by R. Gobert),52,48
193,2,1:43.0,,R. Gobert makes free throw 1 of 2,52,49
194,2,1:43.0,J. Sampson enters the game for W. Cauley-Stein,,52,49
195,2,1:43.0,K. Koufos enters the game for S. Labissière,,52,49
196,2,1:43.0,,R. Gobert makes free throw 2 of 2,52,50
197,2,1:22.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,52,50
198,2,1:19.0,,Defensive rebound by D. Mitchell,52,50
199,2,1:12.0,,Turnover by J. Ingles (bad pass; steal by J. Sampson),52,50
200,2,1:10.0,Personal foul by R. Rubio (drawn by F. Mason),,52,50
201,2,0:59.0,K. Koufos misses 2-pt hook shot from 3 ft (block by R. Gobert),,52,50
202,2,0:58.0,,Defensive rebound by Team,52,50
203,2,0:40.0,,J. Crowder misses 3-pt jump shot from 25 ft,52,50
204,2,0:36.0,Defensive rebound by K. Koufos,,52,50
205,2,0:28.0,J. Jackson makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),,54,50
206,2,0:07.0,,D. Mitchell misses 2-pt layup from 2 ft,54,50
207,2,0:06.0,Defensive rebound by K. Koufos,,54,50
208,2,0:00.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,54,50
209,2,0:00.0,Offensive rebound by Team,,54,50
210,3,11:40.0,B. Bogdanović misses 2-pt jump shot from 5 ft,,54,50
211,3,11:37.0,,Defensive rebound by D. Favors,54,50
212,3,11:21.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by R. Rubio),54,52
213,3,11:04.0,Turnover by D. Fox (bad pass; steal by R. Rubio),,54,52
214,3,11:01.0,,Shooting foul by B. Bogdanović (drawn by R. Gobert),54,52
215,3,11:01.0,,R. Gobert makes free throw 1 of 2,54,53
216,3,11:01.0,,R. Gobert misses free throw 2 of 2,54,53
217,3,10:59.0,Defensive rebound by W. Cauley-Stein,,54,53
218,3,10:43.0,S. Labissière makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),,56,53
219,3,10:26.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Ingles),56,55
220,3,10:06.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,56,55
221,3,10:04.0,,Defensive rebound by R. Rubio,56,55
222,3,10:00.0,,Shooting foul by S. Labissière (drawn by R. Rubio),56,55
223,3,10:00.0,,R. Rubio makes free throw 1 of 2,56,56
224,3,10:00.0,,R. Rubio makes free throw 2 of 2,56,57
225,3,9:51.0,D. Fox misses 2-pt jump shot from 12 ft,,56,57
226,3,9:47.0,Offensive rebound by S. Labissière,,56,57
227,3,9:40.0,Def 3 sec tech foul by R. Gobert,,56,57
228,3,9:40.0,B. Bogdanović misses technical free throw,,56,57
229,3,9:40.0,Offensive rebound by Team,,56,57
230,3,9:32.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,56,57
231,3,9:29.0,,Defensive rebound by R. Rubio,56,57
232,3,9:22.0,,R. Rubio misses 2-pt jump shot from 16 ft,56,57
233,3,9:19.0,Defensive rebound by D. Fox,,56,57
234,3,9:14.0,D. Fox misses 2-pt jump shot from 22 ft,,56,57
235,3,9:11.0,,Defensive rebound by D. Favors,56,57
236,3,8:56.0,,D. Mitchell makes 2-pt layup from 2 ft,56,59
237,3,8:44.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,59,59
238,3,8:22.0,,D. Favors makes 2-pt dunk from 1 ft (assist by D. Mitchell),59,61
239,3,8:01.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,59,61
240,3,7:59.0,,Defensive rebound by R. Gobert,59,61
241,3,7:51.0,,J. Ingles makes 2-pt jump shot from 8 ft,59,63
242,3,7:49.0,Sacramento full timeout,,59,63
243,3,7:32.0,Shooting foul by D. Favors (drawn by S. Labissière),,59,63
244,3,7:32.0,S. Labissière makes free throw 1 of 2,,60,63
245,3,7:32.0,S. Labissière makes free throw 2 of 2,,61,63
246,3,7:17.0,Violation by W. Cauley-Stein (kicked ball),,61,63
247,3,7:08.0,,J. Ingles misses 2-pt layup from 3 ft,61,63
248,3,7:07.0,Defensive rebound by Team,,61,63
249,3,6:55.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Fox),,63,63
250,3,6:41.0,,Turnover by R. Rubio (traveling),63,63
251,3,6:41.0,,J. Crowder enters the game for D. Favors,63,63
252,3,6:26.0,S. Labissière misses 2-pt jump shot from 11 ft,,63,63
253,3,6:22.0,,Defensive rebound by D. Mitchell,63,63
254,3,6:17.0,,R. Rubio misses 2-pt jump shot from 5 ft,63,63
255,3,6:15.0,Defensive rebound by W. Cauley-Stein,,63,63
256,3,6:12.0,D. Fox misses 2-pt jump shot from 7 ft (block by R. Gobert),,63,63
257,3,6:12.0,Offensive rebound by Team,,63,63
258,3,5:54.0,B. Bogdanović misses 2-pt jump shot from 12 ft (block by R. Rubio),,63,63
259,3,5:50.0,,Defensive rebound by R. Rubio,63,63
260,3,5:44.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by R. Rubio),63,66
261,3,5:30.0,Turnover by D. Fox (bad pass; steal by R. Rubio),,63,66
262,3,5:29.0,,Personal foul by W. Cauley-Stein (drawn by R. Rubio),63,66
263,3,5:19.0,,D. Mitchell makes 2-pt jump shot from 19 ft,63,68
264,3,5:19.0,,Away from play foul by S. Labissière (drawn by R. Gobert),63,68
265,3,5:19.0,,R. Gobert makes free throw 1 of 1,63,69
266,3,5:00.0,J. Jackson misses 2-pt jump shot from 18 ft,,63,69
267,3,4:55.0,,Defensive rebound by R. Rubio,63,69
268,3,4:46.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Ingles),63,72
269,3,4:37.0,J. Sampson enters the game for S. Labissière,,63,72
270,3,4:37.0,B. Hield enters the game for J. Jackson,,63,72
271,3,4:37.0,,J. Jerebko enters the game for J. Ingles,63,72
272,3,4:31.0,D. Fox misses 2-pt jump shot from 15 ft,,63,72
273,3,4:27.0,,Defensive rebound by R. Gobert,63,72
274,3,4:19.0,,Personal foul by J. Sampson (drawn by R. Gobert),63,72
275,3,4:19.0,,R. Gobert misses free throw 1 of 2,63,72
276,3,4:19.0,,Offensive rebound by Team,63,72
277,3,4:19.0,F. Mason enters the game for D. Fox,,63,72
278,3,4:19.0,,R. Gobert makes free throw 2 of 2,63,73
279,3,4:06.0,B. Hield makes 2-pt layup from 3 ft,,65,73
