,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
0,1,11:51.0,Offensive foul by B. Beal (drawn by K. Lowry),,0,0
1,1,11:51.0,Turnover by B. Beal (offensive foul),,0,0
2,1,11:38.0,,D. DeRozan misses 2-pt jump shot from 9 ft,0,0
3,1,11:36.0,,Offensive rebound by J. Valančiūnas,0,0
4,1,11:34.0,,J. Valančiūnas misses 2-pt layup from 1 ft,0,0
5,1,11:29.0,Defensive rebound by B. Beal,,0,0
6,1,11:25.0,J. Wall misses 2-pt layup from 3 ft,,0,0
7,1,11:22.0,Offensive rebound by M. Gortat,,0,0
8,1,11:18.0,M. Morris makes 2-pt hook shot from 5 ft (assist by B. Beal),,2,0
9,1,10:59.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,2,0
10,1,10:58.0,Defensive rebound by B. Beal,,2,0
11,1,10:42.0,O. Porter makes 2-pt jump shot from 14 ft (assist by M. Gortat),,4,0
12,1,10:26.0,,D. DeRozan makes 2-pt layup at rim (assist by K. Lowry),4,2
13,1,10:05.0,Turnover by M. Gortat (bad pass; steal by O. Anunoby),,4,2
14,1,10:00.0,,O. Anunoby misses 3-pt jump shot from 24 ft,4,2
15,1,9:56.0,Defensive rebound by J. Wall,,4,2
16,1,9:51.0,Personal foul by O. Anunoby (drawn by J. Wall),,4,2
17,1,9:35.0,J. Wall misses 2-pt jump shot from 21 ft,,4,2
18,1,9:32.0,,Defensive rebound by J. Valančiūnas,4,2
19,1,9:20.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by D. DeRozan),4,4
20,1,9:03.0,M. Gortat misses 2-pt jump shot from 14 ft,,4,4
21,1,9:01.0,,Defensive rebound by S. Ibaka,4,4
22,1,8:47.0,,K. Lowry makes 2-pt layup from 1 ft (assist by D. DeRozan),4,6
23,1,8:29.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Gortat),,6,6
24,1,8:04.0,,Turnover by O. Anunoby (lost ball; steal by J. Wall),6,6
25,1,8:01.0,J. Wall makes 2-pt layup from 1 ft,,8,6
26,1,7:47.0,,K. Lowry makes 2-pt jump shot from 9 ft,8,8
27,1,7:39.0,B. Beal misses 2-pt layup from 3 ft (block by O. Anunoby),,8,8
28,1,7:39.0,Offensive rebound by Team,,8,8
29,1,7:31.0,M. Gortat misses 2-pt layup from 5 ft (block by J. Valančiūnas),,8,8
