,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
0,1,11:46.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,0,0
1,1,11:42.0,Defensive rebound by M. Williams,,0,0
2,1,11:33.0,Turnover by D. Howard (bad pass),,0,0
3,1,11:13.0,,A. Crabbe misses 3-pt jump shot from 22 ft,0,0
4,1,11:13.0,,Offensive rebound by J. Allen,0,0
5,1,11:13.0,,Personal foul by J. Lamb (drawn by J. Allen),0,0
6,1,11:04.0,,D. Russell misses 2-pt jump shot from 12 ft,0,0
7,1,11:02.0,Defensive rebound by D. Howard,,0,0
8,1,10:56.0,K. Walker makes 2-pt jump shot from 7 ft,,2,0
9,1,10:34.0,,A. Crabbe misses 2-pt jump shot from 20 ft,2,0
10,1,10:32.0,,Offensive rebound by J. Allen,2,0
11,1,10:29.0,,D. Carroll misses 3-pt jump shot from 24 ft,2,0
12,1,10:26.0,Defensive rebound by D. Howard,,2,0
13,1,10:18.0,D. Howard makes 2-pt layup from 5 ft,,4,0
14,1,10:07.0,,Shooting foul by M. Williams (drawn by R. Hollis-Jefferson),4,0
15,1,10:07.0,,R. Hollis-Jefferson makes free throw 1 of 2,4,1
16,1,10:07.0,,R. Hollis-Jefferson makes free throw 2 of 2,4,2
17,1,9:44.0,D. Howard misses 2-pt jump shot from 22 ft,,4,2
18,1,9:41.0,,Defensive rebound by D. Carroll,4,2
19,1,9:33.0,,D. Russell misses 2-pt jump shot from 14 ft,4,2
20,1,9:32.0,,Offensive rebound by J. Allen,4,2
21,1,9:22.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by A. Crabbe),4,4
22,1,9:12.0,M. Williams misses 2-pt layup from 1 ft,,4,4
23,1,9:10.0,Offensive rebound by D. Howard,,4,4
24,1,9:10.0,Shooting foul by J. Allen (drawn by D. Howard),,4,4
25,1,9:10.0,D. Howard misses free throw 1 of 2,,4,4
26,1,9:10.0,Offensive rebound by Team,,4,4
27,1,9:10.0,D. Howard misses free throw 2 of 2,,4,4
28,1,9:08.0,,Defensive rebound by J. Allen,4,4
29,1,8:53.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,4,4
30,1,8:51.0,Defensive rebound by D. Howard,,4,4
31,1,8:50.0,Shooting block foul by D. Russell (drawn by K. Walker),,4,4
32,1,8:50.0,K. Walker makes free throw 1 of 2,,5,4
33,1,8:50.0,K. Walker makes free throw 2 of 2,,6,4
34,1,8:41.0,,J. Allen makes 2-pt layup from 1 ft (assist by A. Crabbe),6,6
35,1,8:39.0,Turnover by D. Howard (turnover),,6,6
36,1,8:32.0,,A. Crabbe misses 2-pt jump shot from 15 ft,6,6
37,1,8:29.0,Defensive rebound by D. Howard,,6,6
38,1,8:18.0,J. Lamb makes 2-pt jump shot from 19 ft (assist by M. Williams),,8,6
39,1,8:05.0,,D. Russell makes 2-pt jump shot from 8 ft,8,8
40,1,7:54.0,Shooting foul by A. Crabbe (drawn by K. Walker),,8,8
41,1,7:54.0,K. Walker makes free throw 1 of 2,,9,8
42,1,7:54.0,K. Walker makes free throw 2 of 2,,10,8
43,1,7:41.0,,D. Russell makes 2-pt jump shot from 7 ft,10,10
44,1,7:41.0,,Shooting foul by K. Walker (drawn by D. Russell),10,10
45,1,7:41.0,,D. Russell makes free throw 1 of 1,10,11
46,1,7:26.0,Turnover by J. Lamb (traveling),,10,11
47,1,7:11.0,,Turnover by D. Russell (bad pass; steal by M. Williams),10,11
48,1,7:01.0,D. Howard misses 2-pt hook shot from 2 ft (block by A. Crabbe),,10,11
49,1,6:57.0,Offensive rebound by J. Lamb,,10,11
50,1,6:54.0,M. Kidd-Gilchrist makes 2-pt layup from 7 ft (assist by J. Lamb),,12,11
51,1,6:36.0,,D. Carroll makes 2-pt layup from 2 ft,12,13
52,1,6:19.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),,14,13
53,1,6:14.0,,Brooklyn full timeout,14,13
54,1,6:14.0,,Q. Acy enters the game for D. Carroll,14,13
55,1,6:14.0,,S. Dinwiddie enters the game for J. Allen,14,13
56,1,6:05.0,,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by Q. Acy),14,15
57,1,5:46.0,K. Walker makes 2-pt layup from 1 ft,,16,15
58,1,5:38.0,,A. Crabbe misses 3-pt jump shot from 25 ft,16,15
59,1,5:35.0,Defensive rebound by D. Howard,,16,15
60,1,5:19.0,J. Lamb misses 2-pt jump shot from 17 ft,,16,15
61,1,5:15.0,,Defensive rebound by D. Russell,16,15
62,1,5:12.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),16,17
63,1,4:55.0,M. Williams misses 2-pt jump shot from 10 ft,,16,17
64,1,4:54.0,Offensive rebound by D. Howard,,16,17
65,1,4:54.0,Personal foul by D. Russell (drawn by D. Howard),,16,17
66,1,4:54.0,,C. LeVert enters the game for D. Russell,16,17
67,1,4:54.0,,J. Harris enters the game for A. Crabbe,16,17
68,1,4:52.0,Shooting foul by Q. Acy (drawn by D. Howard),,16,17
69,1,4:52.0,D. Howard makes free throw 1 of 2,,17,17
70,1,4:52.0,D. Howard misses free throw 2 of 2,,17,17
71,1,4:50.0,,Defensive rebound by R. Hollis-Jefferson,17,17
72,1,4:28.0,,C. LeVert misses 2-pt jump shot from 8 ft (block by M. Kidd-Gilchrist),17,17
73,1,4:27.0,,Offensive rebound by Team,17,17
74,1,4:27.0,,Turnover by Team (shot clock),17,17
75,1,4:17.0,K. Walker misses 3-pt jump shot from 24 ft (block by R. Hollis-Jefferson),,17,17
76,1,4:17.0,,Defensive rebound by J. Harris,17,17
77,1,4:07.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),17,20
78,1,3:51.0,D. Howard misses 2-pt jump shot from 14 ft,,17,20
79,1,3:48.0,,Defensive rebound by C. LeVert,17,20
80,1,3:46.0,F. Kaminsky enters the game for M. Williams,,17,20
81,1,3:46.0,D. Bacon enters the game for M. Kidd-Gilchrist,,17,20
82,1,3:35.0,,Q. Acy misses 3-pt jump shot from 27 ft,17,20
83,1,3:33.0,Defensive rebound by D. Bacon,,17,20
84,1,3:25.0,D. Bacon makes 2-pt jump shot from 18 ft,,19,20
85,1,3:08.0,,C. LeVert makes 2-pt layup from 2 ft,19,22
86,1,3:08.0,,Shooting foul by F. Kaminsky (drawn by C. LeVert),19,22
87,1,3:08.0,,D. Carroll enters the game for R. Hollis-Jefferson,19,22
88,1,3:08.0,,C. LeVert misses free throw 1 of 1,19,22
89,1,3:08.0,,Offensive rebound by C. LeVert,19,22
90,1,2:57.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),19,25
91,1,2:30.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,19,25
92,1,2:29.0,,Defensive rebound by Team,19,25
93,1,2:29.0,Charlotte full timeout,,19,25
94,1,2:29.0,M. Monk enters the game for K. Walker,,19,25
95,1,2:16.0,,S. Dinwiddie makes 2-pt layup from 1 ft,19,27
96,1,2:03.0,Personal foul by D. Carroll (drawn by D. Howard),,19,27
97,1,2:03.0,D. Howard makes free throw 1 of 2,,20,27
98,1,2:03.0,T. Graham enters the game for J. Lamb,,20,27
99,1,2:03.0,D. Howard misses free throw 2 of 2,,20,27
100,1,2:01.0,,Defensive rebound by D. Carroll,20,27
101,1,1:45.0,,D. Carroll misses 3-pt jump shot from 25 ft,20,27
102,1,1:42.0,Defensive rebound by D. Bacon,,20,27
103,1,1:36.0,Turnover by D. Howard (turnover),,20,27
104,1,1:36.0,W. Hernangómez enters the game for D. Howard,,20,27
105,1,1:21.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by J. Harris),20,30
106,1,1:07.0,Turnover by M. Monk (bad pass; steal by J. Harris),,20,30
107,1,1:02.0,,J. Harris makes 2-pt layup from 1 ft,20,32
108,1,0:49.0,D. Bacon misses 2-pt jump shot from 13 ft,,20,32
109,1,0:47.0,,Defensive rebound by D. Carroll,20,32
110,1,0:33.0,,J. Harris misses 3-pt jump shot from 26 ft,20,32
111,1,0:30.0,Defensive rebound by F. Kaminsky,,20,32
112,1,0:08.0,F. Kaminsky makes 2-pt jump shot from 19 ft (assist by M. Monk),,22,32
113,1,0:01.0,,C. LeVert makes 2-pt jump shot from 11 ft,22,34
114,2,11:50.0,F. Kaminsky misses 2-pt layup from 3 ft (block by J. Allen),,22,34
115,2,11:50.0,Offensive rebound by Team,,22,34
116,2,11:47.0,D. Bacon misses 2-pt jump shot from 10 ft,,22,34
117,2,11:43.0,Offensive rebound by W. Hernangómez,,22,34
118,2,11:37.0,M. Monk misses 3-pt jump shot from 25 ft,,22,34
119,2,11:32.0,Offensive rebound by W. Hernangómez,,22,34
120,2,11:27.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,22,34
121,2,11:24.0,,Defensive rebound by D. Carroll,22,34
122,2,11:15.0,,Offensive foul by S. Dinwiddie (drawn by T. Graham),22,34
123,2,11:15.0,,Turnover by S. Dinwiddie (offensive foul),22,34
124,2,11:04.0,M. Monk misses 3-pt jump shot from 25 ft,,22,34
125,2,11:01.0,,Defensive rebound by D. Carroll,22,34
126,2,10:49.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,22,34
127,2,10:45.0,Defensive rebound by F. Kaminsky,,22,34
128,2,10:35.0,Turnover by D. Bacon (bad pass; steal by J. Harris),,22,34
129,2,10:29.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),22,37
130,2,10:11.0,F. Kaminsky misses 2-pt jump shot from 11 ft,,22,37
131,2,10:09.0,,Defensive rebound by J. Allen,22,37
132,2,10:04.0,,D. Carroll misses 3-pt jump shot from 25 ft,22,37
133,2,10:02.0,,Offensive rebound by J. Allen,22,37
134,2,9:51.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),22,39
135,2,9:42.0,Charlotte full timeout,,22,39
136,2,9:36.0,D. Bacon makes 2-pt jump shot from 8 ft (assist by M. Monk),,24,39
137,2,9:18.0,,C. LeVert misses 3-pt jump shot from 26 ft,24,39
138,2,9:15.0,Defensive rebound by M. Monk,,24,39
139,2,9:07.0,D. Bacon makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),,26,39
140,2,8:49.0,,C. LeVert makes 2-pt layup from 3 ft,26,41
141,2,8:36.0,M. Monk misses 2-pt jump shot from 12 ft,,26,41
142,2,8:34.0,,Defensive rebound by J. Allen,26,41
143,2,8:31.0,,D. Carroll makes 2-pt jump shot from 8 ft (assist by S. Dinwiddie),26,43
144,2,8:31.0,,Shooting foul by F. Kaminsky (drawn by D. Carroll),26,43
145,2,8:31.0,,D. Carroll makes free throw 1 of 1,26,44
146,2,8:21.0,Turnover by M. Monk (bad pass; steal by C. LeVert),,26,44
147,2,8:18.0,,C. LeVert makes 2-pt dunk from 1 ft,26,46
148,2,8:09.0,Turnover by F. Kaminsky (traveling),,26,46
149,2,8:01.0,,J. Harris makes 2-pt layup from 1 ft,26,48
150,2,8:00.0,Charlotte full timeout,,26,48
151,2,8:00.0,,S. Dinwiddie makes technical free throw,26,49
152,2,7:46.0,D. Bacon misses 2-pt jump shot from 16 ft,,26,49
153,2,7:43.0,Offensive rebound by M. Monk,,26,49
