,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
59,1,3:36.0,Defensive rebound by M. Ginóbili,,13,18
60,1,3:26.0,P. Mills makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,15,18
61,1,3:02.0,,M. Kleber makes 3-pt jump shot from 22 ft (assist by W. Matthews),15,21
62,1,2:57.0,San Antonio full timeout,,15,21
63,1,2:57.0,,D. Harris enters the game for Y. Ferrell,15,21
64,1,2:57.0,,J. Barea enters the game for W. Matthews,15,21
65,1,2:57.0,,D. Powell enters the game for M. Kleber,15,21
66,1,2:57.0,,D. Nowitzki enters the game for S. Mejri,15,21
67,1,2:57.0,J. Lauvergne enters the game for L. Aldridge,,15,21
68,1,2:36.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by B. Forbes),,17,21
69,1,2:13.0,,H. Barnes makes 2-pt jump shot from 21 ft (assist by D. Harris),17,23
70,1,2:01.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,17,23
71,1,1:58.0,Offensive rebound by J. Lauvergne,,17,23
72,1,1:49.0,R. Gay makes 3-pt jump shot from 23 ft (assist by P. Mills),,20,23
73,1,1:29.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),20,26
74,1,1:15.0,P. Mills misses 3-pt jump shot from 22 ft,,20,26
75,1,1:12.0,,Defensive rebound by D. Powell,20,26
76,1,1:06.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,20,26
77,1,1:02.0,,Offensive rebound by D. Powell,20,26
78,1,0:54.0,,D. Harris misses 3-pt jump shot from 26 ft,20,26
79,1,0:51.0,Defensive rebound by R. Gay,,20,26
80,1,0:37.0,P. Mills makes 3-pt jump shot from 26 ft,,23,26
81,1,0:33.0,,J. Barea makes 2-pt jump shot from 3 ft,23,28
82,1,0:12.0,P. Mills misses 2-pt jump shot from 17 ft (block by D. Harris),,23,28
83,1,0:12.0,,Defensive rebound by D. Powell,23,28
84,1,0:03.0,,Shooting foul by M. Ginóbili (drawn by D. Harris),23,28
85,1,0:03.0,,D. Harris makes free throw 1 of 2,23,29
86,1,0:03.0,,A. Cleveland enters the game for D. Nowitzki,23,29
87,1,0:03.0,,D. Harris makes free throw 2 of 2,23,30
88,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 40 ft,,23,30
89,1,0:00.0,Offensive rebound by Team,,23,30
90,2,11:47.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),23,32
91,2,11:27.0,Turnover by B. Paul (lost ball; steal by D. Harris),,23,32
92,2,11:23.0,,A. Cleveland misses 2-pt layup from 1 ft (block by R. Gay),23,32
93,2,11:19.0,Defensive rebound by K. Leonard,,23,32
94,2,11:09.0,J. Lauvergne makes 2-pt layup at rim (assist by R. Gay),,25,32
95,2,10:53.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Harris),25,34
96,2,10:37.0,K. Leonard misses 2-pt jump shot from 13 ft (block by A. Cleveland),,25,34
97,2,10:37.0,,Defensive rebound by D. Powell,25,34
98,2,10:34.0,Offensive charge foul by D. Powell (drawn by B. Paul),,25,34
99,2,10:34.0,,Turnover by D. Powell (offensive foul),25,34
100,2,10:17.0,T. Parker makes 2-pt jump shot from 8 ft (assist by K. Leonard),,27,34
101,2,10:03.0,,A. Cleveland misses 3-pt jump shot from 24 ft,27,34
102,2,10:00.0,,Offensive rebound by D. Nowitzki,27,34
103,2,9:58.0,,D. Nowitzki misses 2-pt jump shot from 4 ft,27,34
104,2,9:57.0,,Offensive rebound by D. Powell,27,34
105,2,9:57.0,,D. Powell makes 2-pt layup from 1 ft,27,36
106,2,9:37.0,R. Gay misses 2-pt jump shot from 14 ft,,27,36
107,2,9:35.0,,Defensive rebound by D. Powell,27,36
108,2,9:28.0,,Turnover by J. Barea (bad pass; steal by K. Leonard),27,36
109,2,9:26.0,Shooting foul by J. Barea (drawn by B. Paul),,27,36
110,2,9:26.0,B. Paul misses free throw 1 of 2,,27,36
111,2,9:26.0,Offensive rebound by Team,,27,36
112,2,9:26.0,L. Aldridge enters the game for R. Gay,,27,36
113,2,9:26.0,P. Gasol enters the game for J. Lauvergne,,27,36
114,2,9:26.0,B. Paul misses free throw 2 of 2,,27,36
115,2,9:24.0,,Defensive rebound by D. Powell,27,36
116,2,9:13.0,,Turnover by A. Cleveland (step out of bounds),27,36
117,2,8:55.0,Turnover by L. Aldridge (lost ball; steal by D. Powell),,27,36
118,2,8:50.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,27,36
119,2,8:46.0,Defensive rebound by P. Gasol,,27,36
120,2,8:34.0,T. Parker misses 3-pt jump shot from 22 ft,,27,36
121,2,8:32.0,Offensive rebound by L. Aldridge,,27,36
122,2,8:32.0,Turnover by L. Aldridge (out of bounds lost ball),,27,36
123,2,8:32.0,D. Green enters the game for B. Paul,,27,36
124,2,8:15.0,,D. Harris misses 2-pt jump shot from 11 ft,27,36
125,2,8:11.0,Defensive rebound by L. Aldridge,,27,36
126,2,8:07.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by T. Parker),,30,36
127,2,8:06.0,,Dallas full timeout,30,36
128,2,7:44.0,,J. Barea misses 3-pt jump shot from 25 ft,30,36
129,2,7:42.0,,Offensive rebound by Team,30,36
130,2,7:42.0,,Turnover by Team (shot clock),30,36
131,2,7:22.0,Turnover by D. Green (bad pass; steal by A. Cleveland),,30,36
132,2,7:16.0,,D. Harris misses 2-pt layup from 1 ft,30,36
133,2,7:13.0,,Offensive rebound by D. Harris,30,36
134,2,7:11.0,,D. Harris misses 2-pt layup at rim (block by D. Green),30,36
135,2,7:11.0,Defensive rebound by T. Parker,,30,36
136,2,7:06.0,Personal foul by D. Harris (drawn by L. Aldridge),,30,36
137,2,7:06.0,,W. Matthews enters the game for D. Harris,30,36
138,2,6:51.0,K. Leonard misses 2-pt jump shot from 7 ft,,30,36
139,2,6:50.0,Offensive rebound by L. Aldridge,,30,36
140,2,6:48.0,L. Aldridge makes 2-pt layup from 1 ft,,32,36
141,2,6:39.0,,Turnover by W. Matthews (lost ball; steal by T. Parker),32,36
142,2,6:34.0,K. Leonard misses 3-pt jump shot from 25 ft,,32,36
143,2,6:29.0,,Defensive rebound by W. Matthews,32,36
144,2,6:25.0,,D. Nowitzki misses 2-pt layup from 1 ft (block by K. Leonard),32,36
145,2,6:25.0,Defensive rebound by Team,,32,36
146,2,6:25.0,M. Ginóbili enters the game for K. Leonard,,32,36
147,2,6:09.0,T. Parker misses 2-pt jump shot from 20 ft,,32,36
148,2,6:05.0,,Defensive rebound by J. Barea,32,36
149,2,6:02.0,,Shooting foul by P. Gasol (drawn by D. Powell),32,36
150,2,6:02.0,,D. Powell misses free throw 1 of 2,32,36
151,2,6:02.0,,Offensive rebound by Team,32,36
152,2,6:02.0,,Y. Ferrell enters the game for J. Barea,32,36
153,2,6:02.0,,H. Barnes enters the game for D. Nowitzki,32,36
154,2,6:02.0,P. Mills enters the game for T. Parker,,32,36
155,2,6:02.0,,D. Powell misses free throw 2 of 2,32,36
156,2,5:59.0,Defensive rebound by L. Aldridge,,32,36
157,2,5:48.0,L. Aldridge misses 2-pt jump shot from 21 ft,,32,36
158,2,5:45.0,,Defensive rebound by W. Matthews,32,36
159,2,5:35.0,,H. Barnes makes 2-pt layup from 1 ft,32,38
160,2,5:22.0,L. Aldridge makes 2-pt layup from 1 ft,,34,38
161,2,5:19.0,,Turnover by H. Barnes (bad pass; steal by P. Mills),34,38
162,2,5:13.0,P. Mills misses 2-pt layup from 1 ft,,34,38
163,2,5:11.0,,Defensive rebound by H. Barnes,34,38
164,2,5:11.0,,H. Barnes makes 2-pt jump shot from 21 ft,34,40
165,2,4:58.0,Personal foul by D. Powell (drawn by L. Aldridge),,34,40
166,2,4:58.0,,S. Mejri enters the game for D. Powell,34,40
167,2,4:58.0,,M. Kleber enters the game for A. Cleveland,34,40
168,2,4:44.0,L. Aldridge misses 2-pt jump shot from 11 ft,,34,40
169,2,4:41.0,Offensive rebound by L. Aldridge,,34,40
170,2,4:39.0,L. Aldridge misses 2-pt hook shot from 4 ft,,34,40
171,2,4:37.0,,Defensive rebound by S. Mejri,34,40
172,2,4:22.0,,M. Kleber misses 2-pt jump shot from 12 ft,34,40
173,2,4:20.0,Defensive rebound by P. Gasol,,34,40
174,2,4:14.0,P. Gasol misses 3-pt jump shot from 25 ft,,34,40
175,2,4:10.0,,Defensive rebound by S. Mejri,34,40
176,2,3:58.0,,Y. Ferrell makes 2-pt jump shot from 16 ft,34,42
177,2,3:58.0,San Antonio full timeout,,34,42
178,2,3:58.0,B. Forbes enters the game for D. Green,,34,42
179,2,3:58.0,R. Gay enters the game for P. Gasol,,34,42
180,2,3:42.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,36,42
181,2,3:42.0,Shooting foul by S. Mejri (drawn by L. Aldridge),,36,42
182,2,3:42.0,L. Aldridge makes free throw 1 of 1,,37,42
183,2,3:26.0,,W. Matthews misses 2-pt jump shot from 10 ft,37,42
184,2,3:25.0,,Offensive rebound by S. Mejri,37,42
185,2,3:23.0,,S. Mejri makes 2-pt layup at rim,37,44
186,2,3:02.0,R. Gay makes 2-pt jump shot from 10 ft,,39,44
187,2,2:42.0,,W. Matthews makes 2-pt jump shot from 11 ft,39,46
188,2,2:25.0,R. Gay makes 2-pt jump shot from 11 ft (assist by B. Forbes),,41,46
189,2,2:02.0,,W. Matthews misses 3-pt jump shot from 24 ft,41,46
190,2,1:58.0,,Offensive rebound by M. Kleber,41,46
191,2,1:49.0,,Y. Ferrell misses 2-pt jump shot from 17 ft,41,46
192,2,1:46.0,Defensive rebound by L. Aldridge,,41,46
193,2,1:40.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,41,46
194,2,1:39.0,,Defensive rebound by Team,41,46
195,2,1:15.0,,H. Barnes misses 2-pt layup at rim,41,46
196,2,1:13.0,Defensive rebound by L. Aldridge,,41,46
197,2,0:59.0,Turnover by L. Aldridge (out of bounds lost ball),,41,46
198,2,0:59.0,,D. Nowitzki enters the game for S. Mejri,41,46
199,2,0:48.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,41,46
200,2,0:45.0,Defensive rebound by Team,,41,46
201,2,0:45.0,,S. Mejri enters the game for D. Nowitzki,41,46
202,2,0:28.0,Turnover by P. Mills (lost ball; steal by H. Barnes),,41,46
203,2,0:21.0,,D. Nowitzki enters the game for S. Mejri,41,46
204,2,0:21.0,,D. Harris enters the game for M. Kleber,41,46
205,2,0:21.0,D. Green enters the game for R. Gay,,41,46
206,2,0:11.0,,Y. Ferrell misses 2-pt jump shot from 17 ft,41,46
207,2,0:07.0,Defensive rebound by L. Aldridge,,41,46
208,2,0:00.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),,44,46
209,3,11:36.0,,W. Matthews misses 2-pt jump shot from 9 ft,44,46
210,3,11:34.0,Defensive rebound by T. Parker,,44,46
211,3,11:20.0,Turnover by P. Gasol (lost ball; steal by H. Barnes),,44,46
212,3,11:15.0,,H. Barnes misses 2-pt jump shot from 16 ft,44,46
213,3,11:13.0,Defensive rebound by K. Leonard,,44,46
214,3,11:02.0,L. Aldridge makes 2-pt hook shot from 4 ft,,46,46
215,3,11:02.0,Shooting foul by M. Kleber (drawn by L. Aldridge),,46,46
216,3,11:02.0,L. Aldridge misses free throw 1 of 1,,46,46
217,3,11:00.0,Offensive rebound by P. Gasol,,46,46
218,3,10:56.0,K. Leonard misses 3-pt jump shot from 25 ft,,46,46
219,3,10:52.0,,Defensive rebound by Y. Ferrell,46,46
220,3,10:32.0,,H. Barnes misses 2-pt layup from 2 ft,46,46
221,3,10:29.0,Defensive rebound by K. Leonard,,46,46
222,3,10:25.0,D. Green misses 3-pt jump shot from 23 ft,,46,46
223,3,10:22.0,,Defensive rebound by Y. Ferrell,46,46
224,3,10:17.0,,Personal foul by T. Parker (drawn by Y. Ferrell),46,46
225,3,10:11.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,46,46
226,3,10:08.0,Defensive rebound by P. Gasol,,46,46
227,3,9:51.0,K. Leonard misses 2-pt jump shot from 10 ft,,46,46
228,3,9:50.0,,Defensive rebound by H. Barnes,46,46
229,3,9:44.0,,H. Barnes misses 2-pt layup from 1 ft,46,46
230,3,9:42.0,Defensive rebound by P. Gasol,,46,46
231,3,9:38.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,49,46
232,3,9:20.0,,W. Matthews misses 3-pt jump shot from 25 ft,49,46
233,3,9:18.0,Defensive rebound by P. Gasol,,49,46
234,3,9:00.0,L. Aldridge misses 3-pt jump shot from 25 ft,,49,46
235,3,8:58.0,,Defensive rebound by Y. Ferrell,49,46
236,3,8:50.0,,W. Matthews misses 3-pt jump shot from 24 ft,49,46
237,3,8:47.0,Defensive rebound by P. Gasol,,49,46
238,3,8:40.0,T. Parker makes 2-pt jump shot from 17 ft,,51,46
239,3,8:38.0,,Dallas full timeout,51,46
240,3,8:21.0,,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),51,48
241,3,8:04.0,K. Leonard makes 2-pt layup at rim,,53,48
242,3,7:49.0,,Shooting block foul by D. Green (drawn by D. Nowitzki),53,48
243,3,7:49.0,,D. Nowitzki makes free throw 1 of 2,53,49
244,3,7:49.0,,D. Nowitzki makes free throw 2 of 2,53,50
245,3,7:31.0,K. Leonard misses 3-pt jump shot from 24 ft,,53,50
246,3,7:28.0,,Defensive rebound by W. Matthews,53,50
247,3,7:22.0,,H. Barnes misses 3-pt jump shot from 25 ft,53,50
248,3,7:20.0,Defensive rebound by L. Aldridge,,53,50
249,3,6:59.0,L. Aldridge misses 2-pt jump shot from 11 ft,,53,50
250,3,6:55.0,Offensive rebound by K. Leonard,,53,50
251,3,6:53.0,K. Leonard makes 2-pt jump shot from 9 ft,,55,50
252,3,6:38.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,55,50
253,3,6:36.0,Defensive rebound by L. Aldridge,,55,50
254,3,6:31.0,San Antonio full timeout,,55,50
255,3,6:31.0,,D. Harris enters the game for D. Nowitzki,55,50
256,3,6:31.0,M. Ginóbili enters the game for K. Leonard,,55,50
257,3,6:22.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,57,50
258,3,6:04.0,,Y. Ferrell makes 2-pt jump shot from 18 ft,57,52
259,3,5:49.0,Shooting foul by W. Matthews (drawn by L. Aldridge),,57,52
260,3,5:49.0,L. Aldridge makes free throw 1 of 2,,58,52
261,3,5:49.0,P. Mills enters the game for T. Parker,,58,52
262,3,5:49.0,R. Gay enters the game for P. Gasol,,58,52
263,3,5:49.0,L. Aldridge makes free throw 2 of 2,,59,52
264,3,5:25.0,,Y. Ferrell misses 2-pt jump shot from 6 ft,59,52
265,3,5:23.0,Defensive rebound by D. Green,,59,52
266,3,5:14.0,L. Aldridge misses 2-pt layup at rim,,59,52
267,3,5:12.0,,Defensive rebound by M. Kleber,59,52
268,3,5:05.0,,W. Matthews makes 2-pt layup at rim (assist by Y. Ferrell),59,54
269,3,4:42.0,L. Aldridge makes 2-pt jump shot from 7 ft (assist by D. Green),,61,54
270,3,4:23.0,,W. Matthews makes 3-pt jump shot from 26 ft,61,57
271,3,4:04.0,Turnover by D. Green (lost ball; steal by D. Harris),,61,57
272,3,4:00.0,,W. Matthews misses 2-pt layup from 1 ft (block by D. Green),61,57
273,3,4:00.0,,Offensive rebound by Team,61,57
274,3,4:00.0,,J. Barea enters the game for Y. Ferrell,61,57
275,3,4:00.0,B. Forbes enters the game for D. Green,,61,57
276,3,3:58.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by J. Barea),61,59
277,3,3:55.0,San Antonio full timeout,,61,59
278,3,3:42.0,Personal block foul by D. Harris (drawn by P. Mills),,61,59
279,3,3:33.0,L. Aldridge misses 2-pt hook shot from 5 ft,,61,59
280,3,3:31.0,,Defensive rebound by H. Barnes,61,59
281,3,3:25.0,,D. Harris misses 2-pt layup from 2 ft,61,59
282,3,3:23.0,Defensive rebound by L. Aldridge,,61,59
283,3,3:19.0,B. Forbes misses 3-pt jump shot from 24 ft,,61,59
284,3,3:16.0,Offensive rebound by P. Mills,,61,59
285,3,3:05.0,B. Forbes makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,63,59
286,3,2:45.0,,Turnover by D. Harris (bad pass; steal by R. Gay),63,59
287,3,2:40.0,,D. Powell enters the game for H. Barnes,63,59
288,3,2:40.0,,D. Nowitzki enters the game for M. Kleber,63,59
289,3,2:40.0,P. Gasol enters the game for L. Aldridge,,63,59
290,3,2:38.0,R. Gay makes 2-pt jump shot from 13 ft (assist by P. Gasol),,65,59
291,3,2:22.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,65,59
292,3,2:20.0,Defensive rebound by R. Gay,,65,59
293,3,2:00.0,B. Forbes misses 2-pt jump shot from 11 ft,,65,59
294,3,1:58.0,,Defensive rebound by D. Harris,65,59
295,3,1:49.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Harris),65,62
296,3,1:40.0,Personal foul by D. Harris (drawn by P. Mills),,65,62
297,3,1:40.0,,Y. Ferrell enters the game for W. Matthews,65,62
298,3,1:34.0,P. Mills makes 3-pt jump shot from 22 ft (assist by B. Forbes),,68,62
299,3,1:21.0,,J. Barea makes 3-pt jump shot from 25 ft,68,65
300,3,1:06.0,Shooting foul by D. Nowitzki (drawn by R. Gay),,68,65
301,3,1:06.0,R. Gay misses free throw 1 of 2,,68,65
302,3,1:06.0,Offensive rebound by Team,,68,65
303,3,1:06.0,R. Gay makes free throw 2 of 2,,69,65
304,3,0:58.0,,J. Barea makes 2-pt layup at rim,69,67
305,3,0:40.0,B. Forbes misses 3-pt jump shot from 25 ft,,69,67
306,3,0:37.0,,Defensive rebound by J. Barea,69,67
307,3,0:30.0,,D. Harris misses 2-pt jump shot from 6 ft,69,67
308,3,0:28.0,Defensive rebound by P. Mills,,69,67
309,3,0:07.0,R. Gay misses 2-pt jump shot from 4 ft,,69,67
310,3,0:04.0,Offensive rebound by R. Gay,,69,67
311,3,0:02.0,B. Forbes misses 3-pt jump shot from 24 ft,,69,67
312,3,0:00.0,,Defensive rebound by Team,69,67
313,3,0:00.0,,D. Harris misses 3-pt jump shot from 45 ft,69,67
314,3,0:00.0,,Offensive rebound by Team,69,67
315,4,11:44.0,R. Gay misses 2-pt hook shot from 6 ft,,69,67
316,4,11:43.0,Offensive rebound by R. Gay,,69,67
317,4,11:43.0,Personal foul by D. Powell (drawn by R. Gay),,69,67
318,4,11:37.0,P. Gasol misses 2-pt jump shot from 12 ft,,69,67
319,4,11:34.0,,Defensive rebound by J. Barea,69,67
320,4,11:23.0,,J. Barea misses 2-pt jump shot from 8 ft,69,67
321,4,11:20.0,,Offensive rebound by D. Powell,69,67
322,4,11:19.0,,D. Powell makes 2-pt layup at rim,69,69
323,4,11:08.0,T. Parker misses 2-pt jump shot from 20 ft,,69,69
324,4,11:04.0,,Defensive rebound by Y. Ferrell,69,69
325,4,10:54.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),69,71
326,4,10:35.0,B. Forbes misses 3-pt jump shot from 22 ft,,69,71
327,4,10:32.0,,Defensive rebound by D. Harris,69,71
328,4,10:29.0,,D. Harris misses 2-pt layup from 2 ft,69,71
329,4,10:27.0,,Offensive rebound by D. Powell,69,71
330,4,10:24.0,,Shooting block foul by P. Gasol (drawn by D. Powell),69,71
331,4,10:24.0,,D. Powell makes free throw 1 of 2,69,72
332,4,10:24.0,D. Bertāns enters the game for R. Gay,,69,72
333,4,10:24.0,,D. Powell makes free throw 2 of 2,69,73
334,4,10:11.0,Personal foul by D. Powell (drawn by D. Bertāns),,69,73
335,4,10:11.0,L. Aldridge enters the game for P. Gasol,,69,73
336,4,10:05.0,D. Green misses 3-pt jump shot from 22 ft,,69,73
337,4,10:01.0,,Defensive rebound by Y. Ferrell,69,73
338,4,9:56.0,,Personal foul by D. Bertāns (drawn by D. Nowitzki),69,73
339,4,9:47.0,,D. Powell misses 2-pt hook shot from 5 ft,69,73
340,4,9:44.0,Defensive rebound by T. Parker,,69,73
341,4,9:33.0,L. Aldridge misses 2-pt jump shot from 19 ft,,69,73
342,4,9:31.0,,Defensive rebound by D. Powell,69,73
343,4,9:22.0,,J. Barea misses 2-pt jump shot from 16 ft,69,73
344,4,9:20.0,Defensive rebound by L. Aldridge,,69,73
345,4,9:00.0,L. Aldridge misses 2-pt jump shot from 8 ft,,69,73
346,4,8:58.0,,Defensive rebound by D. Powell,69,73
347,4,8:50.0,,J. Barea makes 2-pt layup from 1 ft,69,75
348,4,8:50.0,San Antonio full timeout,,69,75
349,4,8:50.0,,W. Matthews enters the game for Y. Ferrell,69,75
350,4,8:29.0,D. Green misses 2-pt layup at rim,,69,75
351,4,8:27.0,,Defensive rebound by D. Powell,69,75
352,4,8:10.0,,D. Powell misses 2-pt layup from 1 ft,69,75
353,4,8:08.0,Defensive rebound by T. Parker,,69,75
354,4,8:02.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by T. Parker),,71,75
355,4,7:44.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),71,77
356,4,7:17.0,T. Parker makes 2-pt layup from 1 ft,,73,77
357,4,7:17.0,Shooting foul by D. Powell (drawn by T. Parker),,73,77
358,4,7:17.0,,H. Barnes enters the game for D. Powell,73,77
359,4,7:17.0,,M. Kleber enters the game for D. Harris,73,77
360,4,7:17.0,,Y. Ferrell enters the game for D. Nowitzki,73,77
361,4,7:17.0,R. Gay enters the game for D. Green,,73,77
362,4,7:17.0,T. Parker misses free throw 1 of 1,,73,77
363,4,7:15.0,,Defensive rebound by J. Barea,73,77
364,4,6:57.0,,W. Matthews makes 2-pt jump shot from 5 ft,73,79
365,4,6:43.0,T. Parker misses 2-pt layup from 4 ft,,73,79
366,4,6:43.0,Offensive rebound by Team,,73,79
367,4,6:43.0,,Loose ball foul by J. Barea (drawn by L. Aldridge),73,79
368,4,6:43.0,P. Mills enters the game for T. Parker,,73,79
369,4,6:43.0,M. Ginóbili enters the game for D. Bertāns,,73,79
370,4,6:34.0,L. Aldridge makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),,75,79
371,4,6:12.0,,W. Matthews misses 2-pt jump shot from 7 ft,75,79
372,4,6:12.0,Defensive rebound by B. Forbes,,75,79
373,4,6:12.0,Personal foul by W. Matthews (drawn by B. Forbes),,75,79
374,4,6:12.0,B. Forbes makes free throw 1 of 2,,76,79
375,4,6:12.0,B. Forbes misses free throw 2 of 2,,76,79
376,4,6:09.0,,Defensive rebound by H. Barnes,76,79
377,4,6:03.0,,Y. Ferrell makes 3-pt jump shot from 26 ft,76,82
378,4,5:49.0,P. Mills misses 3-pt jump shot from 25 ft,,76,82
379,4,5:45.0,,Defensive rebound by H. Barnes,76,82
380,4,5:38.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),76,85
381,4,5:14.0,R. Gay makes 2-pt jump shot from 6 ft (assist by P. Mills),,78,85
382,4,5:02.0,,J. Barea makes 2-pt jump shot from 10 ft,78,87
383,4,4:43.0,L. Aldridge misses 2-pt layup from 5 ft,,78,87
384,4,4:42.0,,Defensive rebound by M. Kleber,78,87
