,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
0,1,11:46.0,J. Embiid makes 2-pt layup at rim (assist by J. Redick),,2,0
1,1,11:27.0,,C. Lee makes 2-pt jump shot from 20 ft,2,2
2,1,11:14.0,J. Redick misses 2-pt jump shot from 21 ft,,2,2
3,1,11:11.0,,Defensive rebound by T. Hardaway,2,2
4,1,11:07.0,,E. Mudiay makes 2-pt layup at rim (assist by M. Beasley),2,4
5,1,11:07.0,,Shooting foul by J. Embiid (drawn by E. Mudiay),2,4
6,1,11:07.0,,E. Mudiay makes free throw 1 of 1,2,5
7,1,10:53.0,J. Embiid misses 2-pt jump shot from 13 ft,,2,5
8,1,10:50.0,,Defensive rebound by T. Hardaway,2,5
9,1,10:38.0,,E. Freedom misses 2-pt layup from 2 ft,2,5
10,1,10:34.0,,Offensive rebound by E. Freedom,2,5
11,1,10:34.0,,E. Freedom misses 2-pt layup at rim,2,5
12,1,10:33.0,Defensive rebound by R. Covington,,2,5
13,1,10:29.0,B. Simmons makes 2-pt hook shot from 6 ft,,4,5
14,1,10:16.0,,E. Mudiay misses 2-pt jump shot from 15 ft,4,5
15,1,10:14.0,Defensive rebound by D. Šarić,,4,5
16,1,10:07.0,J. Embiid misses 3-pt jump shot from 25 ft,,4,5
17,1,9:59.0,Offensive rebound by R. Covington,,4,5
18,1,9:52.0,J. Redick makes 2-pt layup from 2 ft,,6,5
19,1,9:27.0,,Turnover by M. Beasley (lost ball; steal by B. Simmons),6,5
20,1,9:25.0,,Violation by E. Mudiay (kicked ball),6,5
21,1,9:22.0,Shooting foul by T. Hardaway (drawn by B. Simmons),,6,5
22,1,9:22.0,B. Simmons makes free throw 1 of 2,,7,5
23,1,9:22.0,B. Simmons makes free throw 2 of 2,,8,5
24,1,9:09.0,,T. Hardaway misses 3-pt jump shot from 25 ft,8,5
25,1,9:06.0,Defensive rebound by R. Covington,,8,5
26,1,8:57.0,D. Šarić misses 3-pt jump shot from 23 ft,,8,5
27,1,8:54.0,,Defensive rebound by E. Freedom,8,5
28,1,8:46.0,,M. Beasley makes 2-pt jump shot from 15 ft,8,7
29,1,8:30.0,J. Embiid makes 3-pt jump shot from 24 ft,,11,7
30,1,8:19.0,,T. Hardaway misses 2-pt jump shot from 21 ft,11,7
31,1,8:16.0,,Offensive rebound by E. Freedom,11,7
32,1,8:11.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by T. Hardaway),11,10
33,1,8:11.0,Philadelphia full timeout,,11,10
34,1,7:49.0,J. Embiid makes 2-pt layup at rim (assist by B. Simmons),,13,10
35,1,7:32.0,,M. Beasley makes 2-pt jump shot from 12 ft (assist by T. Hardaway),13,12
36,1,7:23.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),,16,12
37,1,7:06.0,,E. Mudiay misses 2-pt jump shot from 11 ft,16,12
38,1,7:04.0,,Offensive rebound by M. Beasley,16,12
39,1,7:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,16,12
40,1,6:58.0,,Offensive rebound by E. Freedom,16,12
41,1,6:57.0,,E. Freedom makes 2-pt layup from 1 ft,16,14
42,1,6:48.0,D. Šarić makes 2-pt hook shot from 1 ft,,18,14
43,1,6:29.0,,C. Lee makes 2-pt jump shot from 14 ft (assist by E. Freedom),18,16
44,1,6:17.0,J. Embiid makes 3-pt jump shot from 23 ft (assist by B. Simmons),,21,16
45,1,6:01.0,,T. Hardaway misses 3-pt jump shot from 25 ft,21,16
46,1,5:58.0,Defensive rebound by B. Simmons,,21,16
47,1,5:46.0,Shooting foul by E. Freedom (drawn by J. Embiid),,21,16
48,1,5:46.0,J. Embiid makes free throw 1 of 2,,22,16
49,1,5:46.0,M. Belinelli enters the game for J. Redick,,22,16
50,1,5:46.0,J. Embiid makes free throw 2 of 2,,23,16
51,1,5:32.0,,E. Mudiay makes 2-pt layup from 1 ft,23,18
52,1,5:26.0,Personal foul by E. Freedom (drawn by J. Embiid),,23,18
53,1,5:26.0,A. Johnson enters the game for J. Embiid,,23,18
54,1,5:17.0,Turnover by D. Šarić (bad pass; steal by C. Lee),,23,18
55,1,5:07.0,,Turnover by E. Freedom (bad pass; steal by M. Belinelli),23,18
56,1,5:03.0,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),,25,18
57,1,4:56.0,,C. Lee misses 2-pt layup at rim,25,18
58,1,4:56.0,,Offensive rebound by Team,25,18
59,1,4:55.0,Loose ball foul by D. Šarić (drawn by E. Freedom),,25,18
60,1,4:55.0,,T. Burke enters the game for C. Lee,25,18
61,1,4:55.0,T. McConnell enters the game for R. Covington,,25,18
62,1,4:50.0,,E. Mudiay makes 2-pt layup from 1 ft,25,20
63,1,4:50.0,,Shooting foul by B. Simmons (drawn by E. Mudiay),25,20
64,1,4:50.0,,E. Mudiay makes free throw 1 of 1,25,21
65,1,4:34.0,Turnover by B. Simmons (lost ball; steal by E. Mudiay),,25,21
66,1,4:19.0,,E. Mudiay misses 2-pt jump shot from 18 ft,25,21
67,1,4:16.0,Defensive rebound by B. Simmons,,25,21
68,1,4:08.0,A. Johnson misses 2-pt jump shot from 10 ft,,25,21
69,1,4:06.0,,Defensive rebound by M. Beasley,25,21
70,1,4:03.0,,E. Freedom makes 2-pt layup at rim (assist by M. Beasley),25,23
71,1,3:48.0,D. Šarić misses 3-pt jump shot from 25 ft,,25,23
72,1,3:46.0,,Defensive rebound by E. Freedom,25,23
