,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
99,1,1:03.0,R. Hood misses 2-pt jump shot from 17 ft,,27,24
100,1,1:00.0,,Defensive rebound by D. Augustin,27,24
101,1,0:55.0,,D. Augustin misses 2-pt layup from 3 ft,27,24
102,1,0:55.0,,Offensive rebound by B. Biyombo,27,24
103,1,0:51.0,,B. Biyombo makes 2-pt dunk at rim,27,26
104,1,0:34.0,R. Hood makes 2-pt jump shot from 18 ft,,29,26
105,1,0:12.0,,A. Gordon misses 3-pt jump shot from 25 ft,29,26
106,1,0:09.0,Defensive rebound by R. Hood,,29,26
107,1,0:01.0,R. Hood misses 2-pt jump shot from 22 ft,,29,26
108,1,0:01.0,,Defensive rebound by A. Gordon,29,26
109,2,11:51.0,Personal foul by A. Afflalo (drawn by R. Hood),,29,26
110,2,11:37.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by R. Neto),,32,26
111,2,11:19.0,,M. Hezonja misses 3-pt jump shot from 25 ft,32,26
112,2,11:16.0,Defensive rebound by R. Hood,,32,26
113,2,11:08.0,Turnover by R. Hood (lost ball; steal by M. Hezonja),,32,26
114,2,10:58.0,,A. Afflalo misses 3-pt jump shot from 22 ft,32,26
115,2,10:54.0,Defensive rebound by T. Sefolosha,,32,26
116,2,10:38.0,A. Burks makes 2-pt hook shot from 13 ft (assist by R. Hood),,34,26
117,2,10:24.0,,J. Simmons makes 2-pt layup from 2 ft,34,28
118,2,10:16.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by R. Neto),,36,28
119,2,10:16.0,Shooting foul by M. Hezonja (drawn by T. Sefolosha),,36,28
120,2,10:16.0,T. Sefolosha makes free throw 1 of 1,,37,28
121,2,9:58.0,,D. Augustin misses 3-pt jump shot from 25 ft,37,28
122,2,9:57.0,,Offensive rebound by B. Biyombo,37,28
123,2,9:55.0,,Shooting foul by R. Hood (drawn by B. Biyombo),37,28
124,2,9:55.0,,B. Biyombo makes free throw 1 of 2,37,29
125,2,9:55.0,,B. Biyombo misses free throw 2 of 2,37,29
126,2,9:52.0,Defensive rebound by E. Udoh,,37,29
127,2,9:40.0,R. Neto makes 2-pt layup from 2 ft (assist by T. Sefolosha),,39,29
128,2,9:19.0,,M. Hezonja misses 2-pt hook shot from 9 ft,39,29
129,2,9:16.0,Defensive rebound by E. Udoh,,39,29
130,2,9:13.0,R. Hood makes 3-pt jump shot from 25 ft (assist by A. Burks),,42,29
131,2,9:11.0,,Orlando full timeout,42,29
132,2,9:11.0,,E. Fournier enters the game for M. Hezonja,42,29
133,2,8:50.0,,E. Fournier misses 2-pt hook shot from 7 ft (block by E. Udoh),42,29
134,2,8:49.0,,Offensive rebound by B. Biyombo,42,29
135,2,8:48.0,,Turnover by B. Biyombo (bad pass; steal by R. Neto),42,29
136,2,8:40.0,E. Udoh makes 2-pt dunk from 2 ft (assist by R. Neto),,44,29
137,2,8:30.0,,A. Afflalo misses 3-pt jump shot from 22 ft,44,29
138,2,8:26.0,Defensive rebound by A. Burks,,44,29
139,2,8:20.0,T. Sefolosha misses 2-pt jump shot from 16 ft,,44,29
140,2,8:09.0,,Defensive rebound by B. Biyombo,44,29
141,2,8:00.0,,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),44,31
142,2,7:37.0,A. Burks misses 2-pt jump shot from 5 ft,,44,31
143,2,7:35.0,,Defensive rebound by A. Afflalo,44,31
144,2,7:12.0,,D. Augustin misses 2-pt jump shot from 19 ft,44,31
145,2,7:10.0,Defensive rebound by E. Udoh,,44,31
146,2,6:56.0,R. Hood makes 3-pt jump shot from 27 ft,,47,31
147,2,6:54.0,,Orlando full timeout,47,31
148,2,6:54.0,,E. Payton enters the game for A. Afflalo,47,31
149,2,6:54.0,,T. Ross enters the game for D. Augustin,47,31
150,2,6:54.0,D. Mitchell enters the game for A. Burks,,47,31
151,2,6:54.0,J. Jerebko enters the game for T. Sefolosha,,47,31
152,2,6:54.0,R. Rubio enters the game for R. Neto,,47,31
153,2,6:37.0,,E. Fournier misses 2-pt jump shot from 7 ft,47,31
154,2,6:34.0,Defensive rebound by J. Jerebko,,47,31
155,2,6:16.0,R. Hood misses 3-pt jump shot from 22 ft,,47,31
156,2,6:14.0,,Defensive rebound by E. Fournier,47,31
157,2,6:05.0,,T. Ross makes 2-pt layup from 6 ft,47,33
158,2,5:56.0,R. Hood misses 3-pt jump shot from 23 ft,,47,33
159,2,5:54.0,,Defensive rebound by B. Biyombo,47,33
160,2,5:47.0,,E. Fournier misses 3-pt jump shot from 26 ft,47,33
161,2,5:43.0,Defensive rebound by R. Hood,,47,33
162,2,5:40.0,Utah full timeout,,47,33
163,2,5:40.0,,N. Vučević enters the game for B. Biyombo,47,33
164,2,5:40.0,,A. Gordon enters the game for J. Simmons,47,33
165,2,5:40.0,D. Favors enters the game for R. Hood,,47,33
166,2,5:40.0,J. Ingles enters the game for E. Udoh,,47,33
167,2,5:40.0,A. Burks enters the game for J. Jerebko,,47,33
168,2,5:20.0,Turnover by Team (shot clock),,47,33
169,2,5:08.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by E. Payton),47,35
170,2,4:51.0,R. Rubio misses 2-pt jump shot from 10 ft,,47,35
171,2,4:49.0,Offensive rebound by D. Favors,,47,35
172,2,4:47.0,Turnover by D. Favors (bad pass; steal by T. Ross),,47,35
173,2,4:42.0,,T. Ross makes 2-pt jump shot from 12 ft,47,37
174,2,4:42.0,,Shooting foul by R. Rubio (drawn by T. Ross),47,37
175,2,4:42.0,,T. Ross makes free throw 1 of 1,47,38
176,2,4:30.0,R. Rubio misses 2-pt jump shot from 12 ft,,47,38
177,2,4:26.0,,Defensive rebound by A. Gordon,47,38
178,2,4:15.0,,T. Ross makes 2-pt jump shot from 12 ft (assist by E. Payton),47,40
179,2,3:58.0,A. Burks misses 2-pt layup from 5 ft,,47,40
180,2,3:58.0,Offensive rebound by D. Favors,,47,40
181,2,3:51.0,D. Favors makes 2-pt dunk at rim,,49,40
182,2,3:41.0,,Turnover by E. Fournier (traveling),49,40
183,2,3:41.0,R. Neto enters the game for R. Rubio,,49,40
184,2,3:41.0,R. Hood enters the game for A. Burks,,49,40
185,2,3:24.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Neto),,52,40
186,2,3:10.0,,N. Vučević misses 2-pt hook shot from 8 ft,52,40
187,2,3:07.0,Defensive rebound by D. Favors,,52,40
188,2,2:56.0,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),,54,40
189,2,2:41.0,,E. Fournier makes 2-pt layup from 2 ft,54,42
190,2,2:27.0,D. Favors makes 2-pt layup from 3 ft (assist by J. Ingles),,56,42
191,2,2:16.0,,N. Vučević misses 2-pt hook shot from 7 ft (block by D. Favors),56,42
192,2,2:12.0,Defensive rebound by D. Mitchell,,56,42
193,2,2:09.0,R. Hood makes 2-pt layup from 2 ft (assist by D. Mitchell),,58,42
194,2,1:58.0,,Shooting foul by J. Ingles (drawn by A. Gordon),58,42
195,2,1:58.0,,A. Gordon makes free throw 1 of 2,58,43
196,2,1:58.0,,A. Gordon misses free throw 2 of 2,58,43
197,2,1:54.0,Defensive rebound by D. Mitchell,,58,43
198,2,1:38.0,Turnover by R. Neto (bad pass; steal by N. Vučević),,58,43
199,2,1:35.0,,E. Payton makes 2-pt layup from 4 ft,58,45
200,2,1:35.0,Violation by D. Mitchell (def goaltending),,58,45
201,2,1:24.0,Personal foul by T. Ross (drawn by R. Hood),,58,45
202,2,1:14.0,J. Ingles makes 3-pt jump shot from 26 ft,,61,45
203,2,1:00.0,,N. Vučević misses 2-pt hook shot from 5 ft,61,45
204,2,0:56.0,Defensive rebound by J. Ingles,,61,45
205,2,0:37.0,R. Neto misses 2-pt jump shot from 21 ft,,61,45
206,2,0:34.0,,Defensive rebound by A. Gordon,61,45
207,2,0:19.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by N. Vučević),61,48
208,2,0:00.0,D. Favors makes 2-pt jump shot from 10 ft (assist by D. Mitchell),,63,48
209,3,11:47.0,R. Rubio misses 3-pt jump shot from 23 ft,,63,48
210,3,11:44.0,,Defensive rebound by A. Gordon,63,48
211,3,11:36.0,,A. Gordon misses 2-pt jump shot from 15 ft,63,48
212,3,11:31.0,Defensive rebound by R. Rubio,,63,48
213,3,11:27.0,R. Rubio makes 2-pt jump shot from 15 ft (assist by D. Mitchell),,65,48
214,3,11:27.0,Shooting foul by A. Gordon (drawn by R. Rubio),,65,48
215,3,11:27.0,R. Rubio makes free throw 1 of 1,,66,48
216,3,11:08.0,,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),66,50
217,3,10:45.0,J. Jerebko makes 2-pt layup from 2 ft (assist by J. Ingles),,68,50
218,3,10:31.0,,N. Vučević misses 3-pt jump shot from 26 ft,68,50
219,3,10:28.0,Defensive rebound by R. Rubio,,68,50
220,3,10:18.0,J. Ingles misses 3-pt jump shot from 23 ft,,68,50
221,3,10:15.0,,Defensive rebound by E. Fournier,68,50
222,3,10:14.0,,Personal foul by D. Mitchell (drawn by E. Fournier),68,50
223,3,10:05.0,,E. Payton misses 2-pt jump shot from 20 ft,68,50
224,3,10:02.0,Defensive rebound by D. Mitchell,,68,50
225,3,9:47.0,D. Favors misses 2-pt jump shot from 9 ft,,68,50
226,3,9:44.0,Offensive rebound by R. Rubio,,68,50
227,3,9:42.0,J. Jerebko misses 3-pt jump shot from 26 ft,,68,50
228,3,9:38.0,,Defensive rebound by T. Ross,68,50
229,3,9:27.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by T. Ross),68,53
230,3,9:19.0,Turnover by R. Rubio (bad pass; steal by E. Fournier),,68,53
231,3,9:08.0,,E. Fournier misses 3-pt jump shot from 25 ft,68,53
232,3,9:04.0,Defensive rebound by D. Mitchell,,68,53
233,3,8:44.0,D. Mitchell misses 2-pt layup from 5 ft,,68,53
234,3,8:44.0,Offensive rebound by D. Favors,,68,53
235,3,8:38.0,D. Favors makes 2-pt layup at rim,,70,53
236,3,8:34.0,,Personal foul by R. Rubio (drawn by E. Payton),70,53
237,3,8:34.0,R. Neto enters the game for R. Rubio,,70,53
238,3,8:27.0,,E. Payton makes 2-pt layup from 2 ft,70,55
239,3,8:22.0,Personal foul by E. Payton (drawn by D. Mitchell),,70,55
240,3,8:15.0,Turnover by D. Mitchell (lost ball; steal by E. Payton),,70,55
241,3,8:13.0,,Personal foul by D. Mitchell (drawn by E. Payton),70,55
242,3,8:02.0,,E. Payton misses 2-pt jump shot from 5 ft,70,55
243,3,8:01.0,,Offensive rebound by E. Payton,70,55
244,3,8:01.0,,Shooting foul by R. Neto (drawn by E. Payton),70,55
245,3,8:01.0,,E. Payton makes free throw 1 of 2,70,56
246,3,8:01.0,,E. Payton misses free throw 2 of 2,70,56
247,3,8:01.0,Defensive rebound by J. Ingles,,70,56
248,3,7:40.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,73,56
249,3,7:29.0,,E. Payton misses 2-pt jump shot from 5 ft,73,56
250,3,7:27.0,Defensive rebound by J. Jerebko,,73,56
251,3,7:13.0,J. Jerebko misses 2-pt jump shot from 9 ft,,73,56
252,3,7:13.0,Offensive rebound by J. Jerebko,,73,56
253,3,7:08.0,J. Jerebko misses 2-pt jump shot from 8 ft,,73,56
254,3,7:08.0,Offensive rebound by D. Favors,,73,56
255,3,7:03.0,D. Favors makes 2-pt jump shot from 20 ft (assist by R. Neto),,75,56
256,3,6:50.0,,N. Vučević misses 2-pt jump shot from 20 ft,75,56
257,3,6:50.0,Defensive rebound by D. Mitchell,,75,56
258,3,6:35.0,Turnover by J. Jerebko (bad pass; steal by E. Payton),,75,56
259,3,6:29.0,,Turnover by N. Vučević (lost ball; steal by D. Mitchell),75,56
260,3,6:16.0,D. Mitchell misses 2-pt jump shot from 5 ft (block by N. Vučević),,75,56
261,3,6:12.0,,Defensive rebound by T. Ross,75,56
262,3,6:12.0,,Orlando full timeout,75,56
263,3,6:12.0,R. Hood enters the game for D. Mitchell,,75,56
264,3,6:04.0,,N. Vučević misses 2-pt hook shot from 12 ft,75,56
265,3,6:02.0,Defensive rebound by D. Favors,,75,56
266,3,5:43.0,R. Hood misses 3-pt jump shot from 26 ft,,75,56
267,3,5:40.0,,Defensive rebound by A. Gordon,75,56
268,3,5:40.0,,Personal foul by J. Jerebko (drawn by A. Gordon),75,56
269,3,5:40.0,,A. Gordon makes free throw 1 of 2,75,57
270,3,5:40.0,,A. Gordon makes free throw 2 of 2,75,58
271,3,5:27.0,D. Favors misses 2-pt layup from 4 ft,,75,58
272,3,5:22.0,,Defensive rebound by E. Payton,75,58
273,3,5:19.0,,Turnover by E. Payton (bad pass; steal by R. Hood),75,58
274,3,5:19.0,Personal foul by E. Payton (drawn by R. Hood),,75,58
275,3,5:19.0,,J. Simmons enters the game for T. Ross,75,58
276,3,5:07.0,R. Hood makes 2-pt layup from 2 ft (assist by D. Favors),,77,58
277,3,5:00.0,,Shooting foul by J. Jerebko (drawn by A. Gordon),77,58
278,3,5:00.0,,A. Gordon makes free throw 1 of 2,77,59
279,3,5:00.0,,A. Gordon misses free throw 2 of 2,77,59
280,3,4:56.0,Defensive rebound by D. Favors,,77,59
281,3,4:45.0,Personal foul by N. Vučević (drawn by R. Neto),,77,59
282,3,4:45.0,T. Sefolosha enters the game for J. Jerebko,,77,59
283,3,4:36.0,J. Ingles misses 2-pt layup from 3 ft (block by N. Vučević),,77,59
284,3,4:32.0,,Defensive rebound by E. Fournier,77,59
285,3,4:30.0,,J. Simmons misses 3-pt jump shot from 23 ft,77,59
286,3,4:25.0,Defensive rebound by R. Neto,,77,59
287,3,4:07.0,T. Sefolosha makes 2-pt layup from 3 ft (assist by R. Neto),,79,59
288,3,3:55.0,,N. Vučević misses 2-pt jump shot from 16 ft,79,59
289,3,3:52.0,Defensive rebound by J. Ingles,,79,59
290,3,3:50.0,Utah full timeout,,79,59
291,3,3:50.0,,D. Augustin enters the game for E. Payton,79,59
292,3,3:50.0,,M. Speights enters the game for N. Vučević,79,59
293,3,3:50.0,,A. Afflalo enters the game for E. Fournier,79,59
294,3,3:50.0,E. Udoh enters the game for D. Favors,,79,59
295,3,3:34.0,R. Hood misses 2-pt jump shot from 11 ft,,79,59
296,3,3:32.0,,Defensive rebound by M. Speights,79,59
297,3,3:19.0,,J. Simmons misses 2-pt jump shot from 15 ft (block by E. Udoh),79,59
298,3,3:14.0,Defensive rebound by T. Sefolosha,,79,59
299,3,3:03.0,Personal foul by M. Speights (drawn by R. Neto),,79,59
300,3,3:03.0,R. Neto makes free throw 1 of 2,,80,59
301,3,3:03.0,R. Neto makes free throw 2 of 2,,81,59
302,3,2:42.0,,Turnover by J. Simmons (lost ball; steal by T. Sefolosha),81,59
303,3,2:39.0,R. Neto makes 2-pt layup from 3 ft,,83,59
304,3,2:39.0,Shooting foul by M. Speights (drawn by R. Neto),,83,59
305,3,2:39.0,R. Neto makes free throw 1 of 1,,84,59
306,3,2:39.0,A. Burks enters the game for J. Ingles,,84,59
307,3,2:25.0,,A. Gordon makes 2-pt jump shot from 16 ft,84,61
308,3,2:08.0,R. Hood makes 2-pt jump shot from 13 ft,,86,61
309,3,1:56.0,,A. Gordon makes 2-pt jump shot from 13 ft,86,63
310,3,1:40.0,R. Hood makes 2-pt layup from 3 ft (assist by E. Udoh),,88,63
311,3,1:26.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by A. Afflalo),88,66
312,3,1:03.0,R. Hood makes 3-pt jump shot from 26 ft,,91,66
313,3,0:55.0,,Shooting foul by E. Udoh (drawn by J. Simmons),91,66
314,3,0:55.0,,J. Simmons misses free throw 1 of 2,91,66
315,3,0:55.0,,Offensive rebound by Team,91,66
316,3,0:55.0,,J. Simmons makes free throw 2 of 2,91,67
317,3,0:41.0,R. Hood makes 3-pt jump shot from 26 ft,,94,67
318,3,0:30.0,,M. Speights misses 2-pt layup from 4 ft,94,67
319,3,0:30.0,Defensive rebound by T. Sefolosha,,94,67
320,3,0:13.0,R. Hood makes 3-pt jump shot from 26 ft,,97,67
321,3,0:07.0,,A. Gordon misses 3-pt jump shot from 26 ft,97,67
322,3,0:03.0,Defensive rebound by R. Hood,,97,67
323,3,0:00.0,R. Hood misses 3-pt jump shot from 30 ft,,97,67
324,3,0:00.0,Offensive rebound by Team,,97,67
325,4,11:47.0,,M. Speights misses 3-pt jump shot from 26 ft,97,67
326,4,11:45.0,Defensive rebound by Team,,97,67
327,4,11:31.0,R. Hood makes 3-pt jump shot from 26 ft (assist by E. Udoh),,100,67
328,4,11:07.0,,Turnover by D. Augustin (lost ball; steal by T. Sefolosha),100,67
329,4,10:59.0,A. Burks misses 3-pt jump shot from 26 ft,,100,67
330,4,10:56.0,,Defensive rebound by M. Hezonja,100,67
331,4,10:54.0,,Technical foul by D. Augustin,100,67
332,4,10:54.0,R. Hood misses technical free throw,,100,67
333,4,10:54.0,,Defensive rebound by Team,100,67
334,4,10:54.0,R. Rubio enters the game for R. Neto,,100,67
335,4,10:41.0,,Turnover by M. Speights (lost ball; steal by E. Udoh),100,67
336,4,10:36.0,R. Hood makes 3-pt jump shot from 26 ft (assist by R. Rubio),,103,67
337,4,10:34.0,,Orlando full timeout,103,67
338,4,10:34.0,,B. Biyombo enters the game for M. Speights,103,67
339,4,10:34.0,,S. Mack enters the game for J. Simmons,103,67
340,4,10:10.0,,M. Hezonja misses 2-pt jump shot from 22 ft,103,67
341,4,10:10.0,Defensive rebound by Team,,103,67
342,4,9:57.0,R. Hood misses 3-pt jump shot from 27 ft,,103,67
343,4,9:54.0,,Defensive rebound by S. Mack,103,67
344,4,9:38.0,,Shooting foul by E. Udoh (drawn by A. Afflalo),103,67
345,4,9:38.0,,A. Afflalo misses free throw 1 of 2,103,67
346,4,9:38.0,,Offensive rebound by Team,103,67
347,4,9:38.0,,A. Afflalo makes free throw 2 of 2,103,68
348,4,9:24.0,R. Rubio misses 2-pt layup from 2 ft (block by M. Hezonja),,103,68
349,4,9:21.0,,Defensive rebound by S. Mack,103,68
350,4,9:19.0,,Turnover by M. Hezonja (bad pass),103,68
351,4,9:19.0,J. Jerebko enters the game for T. Sefolosha,,103,68
352,4,8:59.0,A. Burks misses 3-pt jump shot from 25 ft,,103,68
353,4,8:54.0,,Defensive rebound by B. Biyombo,103,68
354,4,8:46.0,,M. Hezonja makes 2-pt layup from 3 ft,103,70
355,4,8:30.0,Personal foul by A. Afflalo (drawn by A. Burks),,103,70
356,4,8:30.0,D. Favors enters the game for E. Udoh,,103,70
357,4,8:30.0,D. Mitchell enters the game for R. Hood,,103,70
358,4,8:18.0,A. Burks misses 2-pt layup from 2 ft,,103,70
359,4,8:13.0,Offensive rebound by D. Favors,,103,70
360,4,8:13.0,D. Favors makes 2-pt layup at rim,,105,70
361,4,8:00.0,,A. Afflalo misses 2-pt jump shot from 16 ft,105,70
362,4,7:57.0,Defensive rebound by R. Rubio,,105,70
363,4,7:40.0,A. Burks misses 3-pt jump shot from 26 ft,,105,70
364,4,7:37.0,,Defensive rebound by S. Mack,105,70
365,4,7:33.0,,Offensive foul by S. Mack (drawn by D. Mitchell),105,70
366,4,7:33.0,,Turnover by S. Mack (offensive foul),105,70
367,4,7:33.0,,M. Speights enters the game for D. Augustin,105,70
368,4,7:21.0,A. Burks misses 3-pt jump shot from 26 ft,,105,70
369,4,7:17.0,,Defensive rebound by A. Afflalo,105,70
370,4,7:10.0,,M. Speights makes 2-pt layup from 2 ft (assist by A. Afflalo),105,72
371,4,7:05.0,J. Jerebko makes 2-pt layup from 2 ft (assist by R. Rubio),,107,72
372,4,6:56.0,,M. Speights misses 3-pt jump shot from 26 ft,107,72
373,4,6:56.0,,Offensive rebound by S. Mack,107,72
374,4,6:52.0,,S. Mack misses 3-pt jump shot from 26 ft,107,72
375,4,6:52.0,Defensive rebound by R. Rubio,,107,72
376,4,6:46.0,D. Mitchell misses 3-pt jump shot from 26 ft,,107,72
377,4,6:46.0,Offensive rebound by J. Jerebko,,107,72
378,4,6:38.0,J. Jerebko misses 2-pt layup at rim,,107,72
379,4,6:36.0,Offensive rebound by J. Jerebko,,107,72
380,4,6:36.0,J. Jerebko makes 2-pt layup at rim,,109,72
381,4,6:21.0,,Turnover by S. Mack (bad pass; steal by J. Jerebko),109,72
382,4,6:20.0,Personal foul by M. Speights (drawn by J. Jerebko),,109,72
383,4,6:20.0,D. Favors makes clear path free throw 2 of 2,,110,72
384,4,6:20.0,D. Favors makes clear path free throw 1 of 2,,111,72
