,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
63,1,5:26.0,,R. Gobert misses free throw 1 of 2,16,10
64,1,5:26.0,,Offensive rebound by Team,16,10
65,1,5:26.0,,A. Burks enters the game for R. Hood,16,10
66,1,5:26.0,,R. Gobert misses free throw 2 of 2,16,10
67,1,5:23.0,Defensive rebound by A. Johnson,,16,10
68,1,5:07.0,Shooting foul by D. Mitchell (drawn by T. Luwawu-Cabarrot),,16,10
69,1,5:07.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,17,10
70,1,5:07.0,J. Anderson enters the game for R. Covington,,17,10
71,1,5:07.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,18,10
72,1,4:58.0,,J. Ingles misses 2-pt jump shot from 16 ft,18,10
73,1,4:55.0,Defensive rebound by D. Šarić,,18,10
74,1,4:45.0,T. McConnell makes 2-pt jump shot from 12 ft,,20,10
75,1,4:36.0,,D. Mitchell misses 2-pt jump shot from 7 ft,20,10
76,1,4:36.0,,Offensive rebound by D. Mitchell,20,10
77,1,4:35.0,,T. Sefolosha enters the game for J. Ingles,20,10
78,1,4:35.0,J. Redick enters the game for T. Luwawu-Cabarrot,,20,10
79,1,4:28.0,,D. Mitchell misses 2-pt jump shot from 12 ft,20,10
80,1,4:26.0,Defensive rebound by D. Šarić,,20,10
81,1,4:16.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Redick),,23,10
82,1,3:57.0,,A. Burks misses 2-pt jump shot from 12 ft,23,10
83,1,3:54.0,,Offensive rebound by R. Gobert,23,10
84,1,3:53.0,,R. Gobert misses 2-pt layup from 1 ft,23,10
85,1,3:50.0,Defensive rebound by T. McConnell,,23,10
86,1,3:44.0,J. Anderson misses 3-pt jump shot from 23 ft,,23,10
87,1,3:40.0,,Defensive rebound by J. Jerebko,23,10
88,1,3:27.0,Offensive charge foul by T. Sefolosha (drawn by J. Anderson),,23,10
89,1,3:27.0,,Turnover by T. Sefolosha (offensive foul),23,10
90,1,3:27.0,Philadelphia full timeout,,23,10
91,1,3:27.0,B. Simmons enters the game for T. McConnell,,23,10
92,1,3:15.0,J. Redick misses 2-pt jump shot from 23 ft,,23,10
93,1,3:11.0,Offensive rebound by A. Johnson,,23,10
94,1,3:08.0,Shooting foul by J. Jerebko (drawn by J. Redick),,23,10
95,1,3:08.0,J. Redick makes free throw 1 of 3,,24,10
96,1,3:08.0,J. Redick makes free throw 2 of 3,,25,10
97,1,3:08.0,J. Okafor enters the game for A. Johnson,,25,10
98,1,3:08.0,,E. Udoh enters the game for R. Gobert,25,10
99,1,3:08.0,J. Redick makes free throw 3 of 3,,26,10
100,1,3:01.0,,Personal foul by J. Okafor (drawn by E. Udoh),26,10
101,1,3:01.0,,E. Udoh makes free throw 1 of 2,26,11
102,1,3:01.0,,E. Udoh makes free throw 2 of 2,26,12
103,1,2:50.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Okafor),,28,12
104,1,2:36.0,,T. Sefolosha misses 2-pt jump shot from 18 ft,28,12
105,1,2:34.0,Defensive rebound by B. Simmons,,28,12
106,1,2:24.0,J. Okafor misses 2-pt jump shot from 19 ft,,28,12
107,1,2:21.0,,Defensive rebound by T. Sefolosha,28,12
108,1,2:15.0,Violation by D. Šarić (kicked ball),,28,12
109,1,2:15.0,,R. Rubio enters the game for A. Burks,28,12
110,1,2:00.0,,Shooting foul by J. Okafor (drawn by E. Udoh),28,12
111,1,2:00.0,,E. Udoh makes free throw 1 of 2,28,13
112,1,2:00.0,,E. Udoh makes free throw 2 of 2,28,14
113,1,2:00.0,Violation by J. Okafor (lane),,28,14
114,1,1:49.0,Turnover by J. Redick (bad pass; steal by R. Rubio),,28,14
115,1,1:42.0,,J. Jerebko makes 3-pt jump shot from 22 ft (assist by T. Sefolosha),28,17
116,1,1:29.0,J. Anderson makes 2-pt dunk from 1 ft (assist by B. Simmons),,30,17
117,1,1:16.0,,D. Mitchell misses 3-pt jump shot from 24 ft,30,17
118,1,1:13.0,Defensive rebound by B. Simmons,,30,17
119,1,1:05.0,Turnover by J. Okafor (lost ball; steal by E. Udoh),,30,17
120,1,0:56.0,,Shooting foul by J. Okafor (drawn by T. Sefolosha),30,17
121,1,0:56.0,,T. Sefolosha makes free throw 1 of 2,30,18
122,1,0:56.0,R. Covington enters the game for D. Šarić,,30,18
123,1,0:56.0,,T. Sefolosha makes free throw 2 of 2,30,19
124,1,0:42.0,Turnover by R. Covington (bad pass; steal by D. Mitchell),,30,19
125,1,0:30.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by R. Rubio),30,21
126,1,0:22.0,J. Okafor misses 2-pt layup from 2 ft (block by D. Mitchell),,30,21
127,1,0:20.0,Defensive rebound by Team,,30,21
128,1,0:05.0,J. Anderson makes 2-pt layup from 3 ft,,32,21
129,1,0:00.0,,D. Mitchell misses 2-pt jump shot from 22 ft,32,21
130,1,0:00.0,,Offensive rebound by Team,32,21
131,2,11:43.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by T. Sefolosha),,32,21
132,2,11:35.0,,Turnover by J. Jerebko (bad pass),32,21
133,2,11:25.0,Personal foul by R. Hood (drawn by J. Redick),,32,21
134,2,11:15.0,R. Covington misses 3-pt jump shot from 26 ft,,32,21
135,2,11:12.0,,Defensive rebound by T. Sefolosha,32,21
136,2,10:55.0,,R. Rubio misses 3-pt jump shot from 24 ft,32,21
137,2,10:52.0,Defensive rebound by J. Redick,,32,21
138,2,10:47.0,J. Redick misses 3-pt jump shot from 27 ft,,32,21
139,2,10:43.0,Offensive rebound by R. Covington,,32,21
140,2,10:41.0,Turnover by R. Covington (lost ball; steal by J. Jerebko),,32,21
141,2,10:33.0,,E. Udoh makes 2-pt dunk from 1 ft (assist by R. Rubio),32,23
142,2,10:23.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),,35,23
143,2,10:01.0,,R. Hood misses 2-pt jump shot from 16 ft,35,23
144,2,9:58.0,Defensive rebound by R. Covington,,35,23
145,2,9:53.0,Shooting foul by R. Rubio (drawn by T. McConnell),,35,23
146,2,9:53.0,T. McConnell misses free throw 1 of 2,,35,23
147,2,9:53.0,Offensive rebound by Team,,35,23
148,2,9:53.0,,D. Favors enters the game for J. Jerebko,35,23
149,2,9:53.0,T. McConnell makes free throw 2 of 2,,36,23
150,2,9:37.0,,T. Sefolosha makes 2-pt layup from 1 ft,36,25
151,2,9:22.0,Offensive foul by A. Johnson (drawn by R. Rubio),,36,25
152,2,9:22.0,Turnover by A. Johnson (offensive foul),,36,25
153,2,9:22.0,R. Holmes enters the game for A. Johnson,,36,25
154,2,9:04.0,,D. Favors misses 3-pt jump shot from 22 ft,36,25
155,2,9:01.0,Defensive rebound by R. Covington,,36,25
156,2,8:57.0,T. McConnell misses 2-pt jump shot from 18 ft,,36,25
157,2,8:55.0,,Defensive rebound by D. Favors,36,25
158,2,8:49.0,,Personal block foul by R. Covington (drawn by R. Rubio),36,25
159,2,8:49.0,,R. Gobert enters the game for T. Sefolosha,36,25
160,2,8:49.0,,J. Ingles enters the game for E. Udoh,36,25
161,2,8:49.0,B. Simmons enters the game for T. McConnell,,36,25
162,2,8:49.0,N. Stauskas enters the game for J. Redick,,36,25
163,2,8:49.0,D. Šarić enters the game for R. Covington,,36,25
164,2,8:42.0,,R. Hood misses 3-pt jump shot from 24 ft,36,25
165,2,8:39.0,Defensive rebound by B. Simmons,,36,25
166,2,8:33.0,Turnover by N. Stauskas (bad pass; steal by R. Gobert),,36,25
167,2,8:09.0,,J. Ingles misses 3-pt jump shot from 25 ft,36,25
168,2,8:05.0,,Offensive rebound by D. Favors,36,25
169,2,7:59.0,,R. Hood misses 2-pt layup from 7 ft,36,25
170,2,7:57.0,,Offensive rebound by R. Hood,36,25
171,2,7:44.0,,R. Rubio makes 2-pt jump shot from 9 ft,36,27
172,2,7:34.0,Shooting foul by D. Favors (drawn by D. Šarić),,36,27
173,2,7:34.0,D. Šarić makes free throw 1 of 2,,37,27
174,2,7:34.0,,R. Neto enters the game for R. Rubio,37,27
175,2,7:34.0,,D. Mitchell enters the game for R. Hood,37,27
176,2,7:34.0,D. Šarić makes free throw 2 of 2,,38,27
177,2,7:23.0,,Shooting foul by R. Holmes (drawn by R. Gobert),38,27
178,2,7:23.0,,R. Gobert makes free throw 1 of 2,38,28
179,2,7:23.0,A. Johnson enters the game for R. Holmes,,38,28
180,2,7:23.0,,R. Gobert misses free throw 2 of 2,38,28
181,2,7:21.0,Defensive rebound by D. Šarić,,38,28
182,2,7:14.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by T. Luwawu-Cabarrot),,41,28
183,2,6:56.0,,J. Ingles makes 2-pt jump shot from 6 ft,41,30
184,2,6:38.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,41,30
185,2,6:37.0,,Defensive rebound by J. Ingles,41,30
186,2,6:36.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Ingles),41,30
187,2,6:36.0,,Utah full timeout,41,30
188,2,6:25.0,,D. Mitchell misses 3-pt jump shot from 24 ft,41,30
189,2,6:21.0,Defensive rebound by A. Johnson,,41,30
190,2,6:09.0,Turnover by T. Luwawu-Cabarrot (bad pass),,41,30
191,2,6:09.0,R. Covington enters the game for T. Luwawu-Cabarrot,,41,30
192,2,5:53.0,,R. Neto makes 2-pt jump shot from 10 ft,41,32
193,2,5:40.0,B. Simmons misses 2-pt jump shot from 15 ft,,41,32
194,2,5:38.0,,Defensive rebound by D. Mitchell,41,32
195,2,5:32.0,,J. Ingles misses 3-pt jump shot from 23 ft,41,32
196,2,5:29.0,Defensive rebound by N. Stauskas,,41,32
197,2,5:21.0,A. Johnson misses 2-pt jump shot from 20 ft,,41,32
198,2,5:19.0,,Defensive rebound by J. Ingles,41,32
199,2,5:10.0,,R. Neto misses 2-pt jump shot from 11 ft,41,32
200,2,5:09.0,,Offensive rebound by Team,41,32
201,2,5:09.0,Loose ball foul by D. Šarić (drawn by D. Favors),,41,32
202,2,5:09.0,T. McConnell enters the game for B. Simmons,,41,32
203,2,4:53.0,,D. Favors makes 3-pt jump shot from 23 ft (assist by D. Mitchell),41,35
204,2,4:35.0,T. McConnell misses 2-pt jump shot from 10 ft (block by D. Favors),,41,35
205,2,4:31.0,Offensive rebound by A. Johnson,,41,35
206,2,4:30.0,A. Johnson misses 3-pt jump shot from 23 ft,,41,35
207,2,4:28.0,,Defensive rebound by R. Gobert,41,35
208,2,4:26.0,,D. Mitchell makes 2-pt layup from 1 ft,41,37
209,2,4:26.0,Philadelphia full timeout,,41,37
210,2,4:26.0,J. Redick enters the game for N. Stauskas,,41,37
211,2,4:09.0,D. Šarić misses 2-pt layup from 2 ft (block by R. Gobert),,41,37
212,2,4:06.0,,Defensive rebound by R. Gobert,41,37
213,2,3:50.0,,R. Neto misses 2-pt layup from 2 ft,41,37
214,2,3:46.0,,Offensive rebound by R. Gobert,41,37
215,2,3:45.0,,R. Gobert misses 2-pt layup from 2 ft,41,37
216,2,3:45.0,,Offensive rebound by R. Gobert,41,37
217,2,3:43.0,,R. Gobert misses 2-pt layup from 2 ft,41,37
218,2,3:43.0,Defensive rebound by D. Šarić,,41,37
219,2,3:43.0,Offensive foul by A. Johnson (drawn by R. Neto),,41,37
220,2,3:43.0,Turnover by A. Johnson (offensive foul),,41,37
221,2,3:43.0,B. Simmons enters the game for A. Johnson,,41,37
222,2,3:32.0,,D. Mitchell misses 3-pt jump shot from 25 ft,41,37
223,2,3:30.0,Defensive rebound by B. Simmons,,41,37
224,2,3:24.0,T. McConnell misses 3-pt jump shot from 25 ft,,41,37
225,2,3:20.0,Offensive rebound by D. Šarić,,41,37
226,2,3:18.0,R. Covington misses 3-pt jump shot from 24 ft,,41,37
227,2,3:15.0,,Defensive rebound by R. Gobert,41,37
228,2,3:04.0,,D. Favors misses 2-pt jump shot from 8 ft (block by R. Covington),41,37
229,2,3:04.0,,Offensive rebound by Team,41,37
230,2,3:04.0,Loose ball foul by D. Šarić,,41,37
231,2,3:04.0,Technical foul by D. Šarić,,41,37
232,2,3:04.0,,D. Mitchell misses technical free throw,41,37
233,2,3:04.0,,Offensive rebound by Team,41,37
234,2,3:04.0,,T. Sefolosha enters the game for D. Favors,41,37
235,2,3:04.0,,R. Gobert makes free throw 1 of 2,41,38
236,2,3:04.0,,R. Gobert makes free throw 2 of 2,41,39
237,2,2:55.0,D. Šarić misses 3-pt jump shot from 24 ft,,41,39
238,2,2:52.0,,Defensive rebound by T. Sefolosha,41,39
239,2,2:36.0,,J. Ingles misses 2-pt jump shot from 7 ft,41,39
240,2,2:34.0,Defensive rebound by R. Covington,,41,39
241,2,2:28.0,D. Šarić misses 3-pt jump shot from 25 ft,,41,39
242,2,2:27.0,,Defensive rebound by Team,41,39
243,2,2:06.0,,R. Neto misses 3-pt jump shot from 23 ft (block by B. Simmons),41,39
244,2,2:03.0,Defensive rebound by T. McConnell,,41,39
245,2,2:01.0,B. Simmons misses 2-pt jump shot from 8 ft,,41,39
246,2,1:58.0,,Defensive rebound by J. Ingles,41,39
247,2,1:53.0,,Personal foul by T. McConnell (drawn by R. Neto),41,39
248,2,1:53.0,,R. Neto makes free throw 1 of 2,41,40
249,2,1:53.0,,R. Neto makes free throw 2 of 2,41,41
250,2,1:42.0,T. McConnell makes 2-pt jump shot from 17 ft,,43,41
251,2,1:29.0,,D. Mitchell misses 2-pt jump shot from 14 ft,43,41
252,2,1:27.0,Defensive rebound by B. Simmons,,43,41
253,2,1:22.0,R. Covington makes 3-pt jump shot from 24 ft (assist by B. Simmons),,46,41
254,2,1:05.0,,Turnover by D. Mitchell (traveling),46,41
255,2,0:50.0,D. Šarić misses 3-pt jump shot from 25 ft,,46,41
256,2,0:48.0,,Defensive rebound by D. Mitchell,46,41
257,2,0:42.0,,J. Ingles misses 3-pt jump shot from 25 ft,46,41
258,2,0:39.0,Defensive rebound by T. McConnell,,46,41
259,2,0:16.0,D. Šarić misses 3-pt jump shot from 25 ft,,46,41
260,2,0:13.0,,Defensive rebound by J. Ingles,46,41
261,2,0:03.0,Violation by D. Šarić (kicked ball),,46,41
262,2,0:03.0,,R. Rubio enters the game for R. Neto,46,41
263,2,0:03.0,J. Anderson enters the game for D. Šarić,,46,41
264,2,0:03.0,T. Luwawu-Cabarrot enters the game for R. Covington,,46,41
265,2,0:01.0,,D. Mitchell makes 3-pt jump shot from 29 ft (assist by R. Rubio),46,44
266,2,0:00.0,B. Simmons misses 3-pt jump shot from 78 ft,,46,44
267,2,0:00.0,Offensive rebound by Team,,46,44
268,3,11:49.0,Turnover by B. Simmons (traveling),,46,44
269,3,11:39.0,,R. Rubio misses 3-pt jump shot from 22 ft,46,44
270,3,11:38.0,,Offensive rebound by Team,46,44
271,3,11:38.0,Loose ball foul by R. Holmes (drawn by R. Gobert),,46,44
272,3,11:38.0,A. Johnson enters the game for R. Holmes,,46,44
273,3,11:31.0,,D. Mitchell misses 2-pt layup from 2 ft,46,44
274,3,11:29.0,Defensive rebound by R. Covington,,46,44
275,3,11:22.0,J. Redick makes 3-pt jump shot from 25 ft (assist by A. Johnson),,49,44
276,3,11:09.0,,R. Rubio misses 2-pt layup from 8 ft,49,44
277,3,11:07.0,Defensive rebound by B. Simmons,,49,44
278,3,11:07.0,Personal foul by D. Mitchell (drawn by B. Simmons),,49,44
279,3,11:02.0,B. Simmons makes 2-pt jump shot from 13 ft,,51,44
280,3,10:41.0,,Personal foul by J. Redick (drawn by D. Mitchell),51,44
281,3,10:31.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),51,47
282,3,10:10.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Redick),,54,47
283,3,9:57.0,,D. Favors misses 2-pt jump shot from 7 ft,54,47
284,3,9:55.0,Defensive rebound by R. Covington,,54,47
285,3,9:49.0,B. Simmons misses 2-pt jump shot from 12 ft,,54,47
286,3,9:45.0,,Defensive rebound by R. Rubio,54,47
287,3,9:37.0,,D. Mitchell misses 3-pt jump shot from 24 ft,54,47
288,3,9:35.0,Defensive rebound by Team,,54,47
289,3,9:19.0,B. Simmons misses 2-pt hook shot from 7 ft,,54,47
290,3,9:17.0,,Defensive rebound by R. Gobert,54,47
291,3,9:13.0,,J. Ingles misses 3-pt jump shot from 25 ft,54,47
292,3,9:12.0,,Offensive rebound by Team,54,47
293,3,9:12.0,Loose ball foul by J. Redick (drawn by D. Favors),,54,47
294,3,9:12.0,T. McConnell enters the game for D. Šarić,,54,47
295,3,9:04.0,,R. Rubio misses 2-pt jump shot from 4 ft (block by A. Johnson),54,47
296,3,9:04.0,,Offensive rebound by Team,54,47
297,3,9:01.0,,Turnover by R. Rubio (bad pass; steal by B. Simmons),54,47
298,3,8:58.0,B. Simmons makes 2-pt dunk from 2 ft,,56,47
299,3,8:40.0,,R. Rubio makes 2-pt jump shot from 20 ft,56,49
300,3,8:30.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. McConnell),,59,49
301,3,8:30.0,,Utah full timeout,59,49
302,3,8:17.0,,J. Ingles misses 2-pt jump shot from 19 ft,59,49
303,3,8:13.0,Defensive rebound by B. Simmons,,59,49
304,3,8:08.0,J. Redick misses 2-pt jump shot from 20 ft,,59,49
305,3,8:06.0,,Defensive rebound by R. Rubio,59,49
306,3,8:01.0,,Turnover by R. Rubio (bad pass),59,49
307,3,7:49.0,J. Redick makes 2-pt jump shot from 18 ft (assist by T. McConnell),,61,49
308,3,7:36.0,,Turnover by R. Gobert (lost ball; steal by A. Johnson),61,49
309,3,7:34.0,Personal foul by R. Gobert (drawn by B. Simmons),,61,49
310,3,7:29.0,J. Redick makes 3-pt jump shot from 27 ft (assist by T. McConnell),,64,49
311,3,7:12.0,,D. Favors misses 2-pt jump shot from 18 ft,64,49
312,3,7:10.0,Defensive rebound by Team,,64,49
313,3,6:53.0,Turnover by B. Simmons (bad pass; steal by D. Favors),,64,49
314,3,6:47.0,,J. Ingles misses 3-pt jump shot from 24 ft,64,49
315,3,6:40.0,,Offensive rebound by R. Gobert,64,49
316,3,6:40.0,,R. Gobert makes 2-pt dunk at rim,64,51
317,3,6:34.0,Personal foul by R. Rubio (drawn by B. Simmons),,64,51
318,3,6:34.0,,R. Hood enters the game for R. Rubio,64,51
319,3,6:34.0,,R. Neto enters the game for D. Mitchell,64,51
320,3,6:34.0,T. Luwawu-Cabarrot enters the game for J. Redick,,64,51
321,3,6:27.0,B. Simmons misses 2-pt jump shot from 15 ft,,64,51
322,3,6:23.0,Offensive rebound by A. Johnson,,64,51
323,3,6:20.0,B. Simmons makes 2-pt layup from 2 ft,,66,51
324,3,5:56.0,,Personal foul by R. Covington (drawn by D. Favors),66,51
325,3,5:56.0,D. Šarić enters the game for B. Simmons,,66,51
326,3,5:49.0,,Turnover by R. Neto (bad pass; steal by R. Covington),66,51
327,3,5:48.0,,Offensive charge foul by R. Covington (drawn by R. Neto),66,51
328,3,5:48.0,Turnover by R. Covington (bad pass),,66,51
329,3,5:48.0,J. Anderson enters the game for R. Covington,,66,51
330,3,5:35.0,,R. Neto misses 2-pt jump shot from 14 ft,66,51
331,3,5:32.0,Defensive rebound by D. Šarić,,66,51
332,3,5:25.0,Shooting foul by R. Gobert (drawn by A. Johnson),,66,51
333,3,5:25.0,A. Johnson makes free throw 1 of 2,,67,51
334,3,5:25.0,,J. Jerebko enters the game for D. Favors,67,51
335,3,5:25.0,A. Johnson misses free throw 2 of 2,,67,51
336,3,5:22.0,,Defensive rebound by R. Hood,67,51
337,3,5:11.0,,J. Ingles makes 2-pt jump shot from 22 ft,67,53
338,3,4:52.0,J. Anderson makes 2-pt layup from 1 ft (assist by D. Šarić),,69,53
339,3,4:38.0,,R. Hood misses 2-pt jump shot from 17 ft,69,53
340,3,4:35.0,,Offensive rebound by J. Jerebko,69,53
341,3,4:29.0,,J. Jerebko misses 3-pt jump shot from 24 ft,69,53
342,3,4:27.0,Defensive rebound by J. Anderson,,69,53
343,3,4:21.0,A. Johnson misses 2-pt layup from 3 ft,,69,53
344,3,4:18.0,,Defensive rebound by R. Gobert,69,53
345,3,4:13.0,,Shooting foul by A. Johnson (drawn by R. Gobert),69,53
346,3,4:13.0,,R. Gobert makes free throw 1 of 2,69,54
347,3,4:13.0,,A. Burks enters the game for J. Ingles,69,54
348,3,4:13.0,B. Simmons enters the game for A. Johnson,,69,54
349,3,4:13.0,,R. Gobert misses free throw 2 of 2,69,54
350,3,4:10.0,Defensive rebound by B. Simmons,,69,54
351,3,3:57.0,D. Šarić misses 2-pt layup from 2 ft (block by R. Gobert),,69,54
352,3,3:57.0,Offensive rebound by Team,,69,54
353,3,3:55.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,72,54
354,3,3:36.0,,R. Hood makes 2-pt hook shot from 6 ft,72,56
355,3,3:36.0,Philadelphia full timeout,,72,56
356,3,3:36.0,,R. Rubio enters the game for J. Jerebko,72,56
357,3,3:36.0,,E. Udoh enters the game for R. Neto,72,56
358,3,3:36.0,,T. Sefolosha enters the game for R. Gobert,72,56
359,3,3:26.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,72,56
360,3,3:22.0,,Defensive rebound by R. Hood,72,56
361,3,3:10.0,,Personal foul by J. Anderson (drawn by R. Hood),72,56
362,3,3:10.0,,R. Hood makes free throw 1 of 2,72,57
363,3,3:10.0,J. Redick enters the game for T. Luwawu-Cabarrot,,72,57
364,3,3:10.0,,R. Hood makes free throw 2 of 2,72,58
365,3,2:58.0,Personal foul by E. Udoh (drawn by J. Redick),,72,58
366,3,2:58.0,J. Redick makes free throw 1 of 2,,73,58
367,3,2:58.0,J. Redick makes free throw 2 of 2,,74,58
368,3,2:48.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),74,61
369,3,2:24.0,Turnover by T. McConnell (bad pass; steal by T. Sefolosha),,74,61
370,3,2:22.0,,Turnover by R. Rubio (bad pass; steal by B. Simmons),74,61
371,3,2:18.0,B. Simmons makes 2-pt dunk from 1 ft,,76,61
372,3,2:12.0,Violation by B. Simmons (kicked ball),,76,61
373,3,2:03.0,,R. Hood misses 2-pt jump shot from 9 ft,76,61
374,3,2:01.0,Defensive rebound by J. Redick,,76,61
375,3,1:57.0,J. Redick misses 3-pt jump shot from 27 ft,,76,61
376,3,1:54.0,,Defensive rebound by T. Sefolosha,76,61
377,3,1:43.0,,R. Rubio makes 2-pt jump shot from 10 ft,76,63
378,3,1:23.0,Personal foul by R. Hood (drawn by D. Šarić),,76,63
379,3,1:23.0,D. Šarić makes free throw 1 of 2,,77,63
380,3,1:23.0,D. Šarić makes free throw 2 of 2,,78,63
381,3,1:14.0,,Personal block foul by J. Anderson (drawn by R. Rubio),78,63
382,3,1:14.0,,R. Rubio makes free throw 1 of 2,78,64
383,3,1:14.0,,R. Rubio makes free throw 2 of 2,78,65
384,3,1:03.0,Turnover by B. Simmons (lost ball; steal by E. Udoh),,78,65
385,3,0:46.0,,Shooting foul by J. Redick (drawn by R. Hood),78,65
