,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
402,4,4:21.0,,K. Thompson enters the game for S. Livingston,86,90
403,4,4:07.0,,D. Green misses 3-pt jump shot from 22 ft,86,90
404,4,4:04.0,Defensive rebound by D. Wade,,86,90
405,4,3:54.0,Personal foul by P. McCaw (drawn by J. Smith),,86,90
406,4,3:54.0,J. Smith makes free throw 1 of 2,,87,90
407,4,3:54.0,,A. Iguodala enters the game for P. McCaw,87,90
408,4,3:54.0,J. Smith makes free throw 2 of 2,,88,90
409,4,3:46.0,,J. Bell makes 2-pt dunk from 1 ft (assist by D. Green),88,92
410,4,3:18.0,L. James misses 3-pt jump shot from 27 ft,,88,92
411,4,3:17.0,Offensive rebound by D. Wade,,88,92
412,4,3:17.0,D. Wade makes 2-pt layup at rim,,90,92
413,4,2:52.0,,Turnover by A. Iguodala (bad pass),90,92
414,4,2:40.0,K. Love misses 2-pt layup from 2 ft,,90,92
415,4,2:39.0,Offensive rebound by J. Smith,,90,92
416,4,2:39.0,Cleveland full timeout,,90,92
417,4,2:32.0,L. James misses 3-pt jump shot from 26 ft,,90,92
418,4,2:28.0,,Defensive rebound by D. Green,90,92
419,4,2:13.0,,Turnover by J. Bell (traveling),90,92
420,4,1:59.0,L. James makes 2-pt jump shot from 5 ft,,92,92
421,4,1:40.0,,K. Durant misses 3-pt jump shot from 25 ft,92,92
422,4,1:34.0,,Offensive rebound by J. Bell,92,92
423,4,1:33.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),92,95
424,4,1:17.0,,Violation by A. Iguodala (kicked ball),92,95
425,4,1:10.0,Turnover by L. James (bad pass),,92,95
426,4,1:10.0,J. Green enters the game for K. Love,,92,95
427,4,0:58.0,,A. Iguodala misses 3-pt jump shot from 26 ft,92,95
428,4,0:55.0,,Offensive rebound by D. Green,92,95
429,4,0:34.0,,J. Bell misses 3-pt jump shot from 26 ft,92,95
430,4,0:30.0,,Offensive rebound by Team,92,95
431,4,0:30.0,K. Love enters the game for J. Green,,92,95
432,4,0:26.0,L. James misses 2-pt jump shot from 6 ft (block by K. Durant),,92,95
433,4,0:24.0,,Defensive rebound by Team,92,95
434,4,0:24.0,J. Green enters the game for K. Love,,92,95
435,4,0:21.0,,Personal foul by J. Smith (drawn by D. Green),92,95
436,4,0:18.0,,Personal foul by J. Green (drawn by K. Thompson),92,95
437,4,0:18.0,,K. Thompson makes free throw 1 of 2,92,96
438,4,0:18.0,K. Love enters the game for D. Wade,,92,96
439,4,0:18.0,K. Korver enters the game for J. Green,,92,96
440,4,0:18.0,,K. Thompson makes free throw 2 of 2,92,97
441,4,0:18.0,Cleveland full timeout,,92,97
442,4,0:18.0,D. Wade enters the game for J. Crowder,,92,97
443,4,0:16.0,K. Love misses 3-pt jump shot from 28 ft,,92,97
444,4,0:13.0,,Defensive rebound by J. Bell,92,97
445,4,0:06.0,,Personal foul by L. James (drawn by K. Thompson),92,97
446,4,0:06.0,,K. Thompson makes free throw 1 of 2,92,98
447,4,0:06.0,,K. Thompson makes free throw 2 of 2,92,99
