,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
0,1,11:43.0,,T. Prince misses 2-pt jump shot from 19 ft,0,0
1,1,11:40.0,Defensive rebound by E. Gordon,,0,0
2,1,11:29.0,R. Anderson misses 3-pt jump shot from 24 ft,,0,0
3,1,11:29.0,,Defensive rebound by T. Prince,0,0
4,1,11:12.0,,K. Bazemore makes 2-pt layup from 1 ft,0,2
5,1,10:52.0,,Violation by M. Muscala (kicked ball),0,2
6,1,10:45.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,3,2
7,1,10:24.0,Offensive charge foul by D. Schröder (drawn by E. Gordon),,3,2
8,1,10:24.0,,Turnover by D. Schröder (offensive foul),3,2
9,1,10:05.0,J. Harden makes 2-pt jump shot from 5 ft,,5,2
10,1,9:54.0,,D. Schröder misses 3-pt jump shot from 25 ft,5,2
11,1,9:48.0,Defensive rebound by R. Anderson,,5,2
12,1,9:36.0,T. Ariza misses 3-pt jump shot from 23 ft,,5,2
13,1,9:31.0,,Defensive rebound by D. Dedmon,5,2
14,1,9:23.0,,T. Prince makes 2-pt layup from 2 ft,5,4
15,1,9:12.0,T. Ariza makes 2-pt dunk from 1 ft (assist by C. Capela),,7,4
16,1,8:56.0,,T. Prince misses 3-pt jump shot from 25 ft,7,4
17,1,8:53.0,Defensive rebound by R. Anderson,,7,4
18,1,8:51.0,Shooting foul by M. Muscala (drawn by C. Capela),,7,4
19,1,8:51.0,C. Capela makes free throw 1 of 2,,8,4
20,1,8:51.0,C. Capela makes free throw 2 of 2,,9,4
21,1,8:41.0,,D. Schröder makes 2-pt layup from 2 ft,9,6
22,1,8:31.0,E. Gordon makes 3-pt jump shot from 25 ft,,12,6
23,1,8:16.0,,Turnover by D. Schröder (bad pass; steal by T. Ariza),12,6
24,1,8:13.0,,Atlanta full timeout,12,6
25,1,8:12.0,T. Ariza makes 2-pt layup from 1 ft,,14,6
26,1,7:54.0,,K. Bazemore makes 2-pt layup from 4 ft,14,8
27,1,7:36.0,C. Capela misses 2-pt hook shot from 9 ft,,14,8
28,1,7:31.0,,Defensive rebound by D. Schröder,14,8
29,1,7:27.0,,M. Muscala misses 3-pt jump shot from 25 ft,14,8
30,1,7:27.0,Defensive rebound by R. Anderson,,14,8
31,1,7:21.0,J. Harden makes 3-pt jump shot from 25 ft,,17,8
32,1,6:57.0,,D. Dedmon makes 2-pt jump shot from 1 ft (assist by K. Bazemore),17,10
33,1,6:57.0,Violation by C. Capela (def goaltending),,17,10
34,1,6:47.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Harden),,20,10
35,1,6:31.0,,Shooting foul by T. Ariza (drawn by K. Bazemore),20,10
36,1,6:31.0,,K. Bazemore misses free throw 1 of 2,20,10
37,1,6:31.0,,Offensive rebound by Team,20,10
38,1,6:31.0,,M. Belinelli enters the game for T. Prince,20,10
39,1,6:31.0,P. Tucker enters the game for R. Anderson,,20,10
40,1,6:31.0,N. Hilário enters the game for C. Capela,,20,10
41,1,6:31.0,L. Mbah a Moute enters the game for E. Gordon,,20,10
42,1,6:31.0,,J. Collins enters the game for D. Dedmon,20,10
43,1,6:31.0,,K. Bazemore makes free throw 2 of 2,20,11
44,1,6:14.0,P. Tucker misses 2-pt jump shot from 13 ft (block by M. Muscala),,20,11
45,1,6:10.0,,Defensive rebound by M. Muscala,20,11
46,1,6:08.0,,Shooting foul by T. Ariza (drawn by D. Schröder),20,11
47,1,6:08.0,,D. Schröder makes free throw 1 of 2,20,12
48,1,6:08.0,,T. Prince enters the game for K. Bazemore,20,12
49,1,6:08.0,,D. Schröder makes free throw 2 of 2,20,13
50,1,5:58.0,J. Harden misses 2-pt layup from 2 ft,,20,13
51,1,5:52.0,,Defensive rebound by M. Belinelli,20,13
52,1,5:48.0,,Turnover by T. Prince (bad pass),20,13
53,1,5:37.0,N. Hilário misses 2-pt dunk from 1 ft,,20,13
54,1,5:34.0,Offensive rebound by J. Harden,,20,13
55,1,5:28.0,Turnover by N. Hilário (bad pass; steal by M. Belinelli),,20,13
56,1,5:18.0,,M. Belinelli misses 3-pt jump shot from 27 ft,20,13
57,1,5:14.0,Defensive rebound by T. Ariza,,20,13
58,1,5:03.0,P. Tucker misses 3-pt jump shot from 24 ft,,20,13
59,1,5:00.0,,Defensive rebound by J. Collins,20,13
60,1,4:56.0,,D. Schröder makes 2-pt jump shot from 2 ft,20,15
61,1,4:56.0,,Personal foul by L. Mbah a Moute (drawn by D. Schröder),20,15
62,1,4:56.0,Turnover by L. Mbah a Moute (turnover),,20,15
63,1,4:56.0,,L. Babbitt enters the game for M. Muscala,20,15
64,1,4:56.0,,D. Schröder misses free throw 1 of 1,20,15
65,1,4:54.0,Defensive rebound by P. Tucker,,20,15
66,1,4:39.0,Shooting foul by T. Prince (drawn by J. Harden),,20,15
67,1,4:39.0,J. Harden makes free throw 1 of 2,,21,15
68,1,4:39.0,J. Harden misses free throw 2 of 2,,21,15
69,1,4:36.0,,Defensive rebound by L. Babbitt,21,15
70,1,4:24.0,,D. Schröder makes 2-pt layup from 1 ft,21,17
71,1,4:13.0,J. Harden misses 3-pt jump shot from 25 ft,,21,17
72,1,4:10.0,,Defensive rebound by M. Belinelli,21,17
73,1,4:02.0,,J. Collins makes 2-pt dunk at rim (assist by M. Belinelli),21,19
74,1,3:48.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by J. Harden),,23,19
75,1,3:28.0,,Turnover by D. Schröder (bad pass),23,19
76,1,3:28.0,,K. Bazemore enters the game for T. Prince,23,19
77,1,3:10.0,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by T. Ariza),,26,19
78,1,2:53.0,,J. Collins misses 2-pt dunk from 2 ft (block by N. Hilário),26,19
79,1,2:47.0,Defensive rebound by L. Mbah a Moute,,26,19
80,1,2:46.0,J. Harden makes 3-pt jump shot from 25 ft,,29,19
81,1,2:46.0,,Atlanta full timeout,29,19
82,1,2:46.0,,I. Taylor enters the game for D. Schröder,29,19
83,1,2:46.0,R. Anderson enters the game for T. Ariza,,29,19
84,1,2:29.0,,M. Belinelli misses 2-pt layup from 19 ft (block by L. Mbah a Moute),29,19
85,1,2:21.0,Defensive rebound by J. Harden,,29,19
86,1,2:19.0,J. Harden misses 3-pt jump shot from 25 ft,,29,19
87,1,2:19.0,,Defensive rebound by I. Taylor,29,19
88,1,2:14.0,,I. Taylor makes 2-pt layup from 2 ft,29,21
89,1,1:54.0,N. Hilário makes 2-pt layup from 3 ft (assist by J. Harden),,31,21
90,1,1:43.0,,K. Bazemore makes 2-pt layup from 2 ft,31,23
91,1,1:43.0,,Shooting foul by P. Tucker (drawn by K. Bazemore),31,23
92,1,1:43.0,,K. Bazemore misses free throw 1 of 1,31,23
93,1,1:40.0,Defensive rebound by R. Anderson,,31,23
94,1,1:27.0,,Violation by J. Collins (kicked ball),31,23
95,1,1:22.0,N. Hilário misses 2-pt layup from 8 ft,,31,23
96,1,1:19.0,Offensive rebound by N. Hilário,,31,23
97,1,1:13.0,Turnover by J. Harden (bad pass; steal by J. Collins),,31,23
98,1,1:03.0,,K. Bazemore makes 2-pt jump shot from 20 ft,31,25
99,1,0:56.0,Shooting foul by J. Collins (drawn by L. Mbah a Moute),,31,25
100,1,0:56.0,L. Mbah a Moute makes free throw 1 of 2,,32,25
101,1,0:56.0,L. Mbah a Moute makes free throw 2 of 2,,33,25
102,1,0:37.0,,K. Bazemore misses 2-pt jump shot from 6 ft,33,25
103,1,0:33.0,,Offensive rebound by J. Collins,33,25
104,1,0:30.0,,M. Belinelli misses 3-pt jump shot from 25 ft,33,25
105,1,0:30.0,Defensive rebound by N. Hilário,,33,25
106,1,0:05.0,J. Harden makes 3-pt jump shot from 25 ft,,36,25
107,2,11:46.0,R. Anderson misses 3-pt jump shot from 27 ft,,36,25
108,2,11:42.0,,Defensive rebound by J. Collins,36,25
109,2,11:35.0,,Personal foul by L. Mbah a Moute (drawn by K. Bazemore),36,25
110,2,11:35.0,,T. Dorsey enters the game for M. Belinelli,36,25
111,2,11:29.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by I. Taylor),36,28
112,2,11:03.0,Turnover by E. Gordon (bad pass; steal by K. Bazemore),,36,28
113,2,10:53.0,,T. Dorsey misses 3-pt jump shot from 22 ft,36,28
114,2,10:50.0,Defensive rebound by T. Black,,36,28
115,2,10:44.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,36,28
116,2,10:41.0,,Defensive rebound by J. Collins,36,28
117,2,10:39.0,Offensive charge foul by I. Taylor (drawn by E. Gordon),,36,28
118,2,10:39.0,,Turnover by I. Taylor (offensive foul),36,28
119,2,10:21.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by E. Gordon),,39,28
120,2,10:04.0,,Turnover by I. Taylor (lost ball; steal by T. Black),39,28
121,2,9:51.0,Def 3 sec tech foul by J. Collins,,39,28
122,2,9:51.0,E. Gordon makes technical free throw,,40,28
123,2,9:51.0,,D. Schröder enters the game for K. Bazemore,40,28
124,2,9:42.0,T. Black misses 2-pt layup from 1 ft,,40,28
125,2,9:38.0,,Defensive rebound by I. Taylor,40,28
126,2,9:29.0,,Turnover by J. Collins (lost ball; steal by E. Gordon),40,28
127,2,9:21.0,Turnover by E. Gordon (bad pass; steal by J. Collins),,40,28
128,2,9:14.0,,D. Schröder misses 2-pt layup from 2 ft (block by E. Gordon),40,28
129,2,9:07.0,,Offensive rebound by D. Schröder,40,28
130,2,9:06.0,,L. Babbitt makes 3-pt jump shot from 22 ft (assist by D. Schröder),40,31
131,2,8:52.0,E. Gordon makes 2-pt layup from 1 ft,,42,31
132,2,8:34.0,,D. Schröder makes 3-pt jump shot from 25 ft,42,34
133,2,8:16.0,T. Black makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),,44,34
134,2,7:52.0,,D. Dedmon enters the game for L. Babbitt,44,34
135,2,7:52.0,,M. Muscala enters the game for J. Collins,44,34
136,2,7:46.0,,D. Schröder misses 3-pt jump shot from 24 ft,44,34
137,2,7:44.0,Defensive rebound by T. Black,,44,34
138,2,7:31.0,R. Anderson makes 2-pt jump shot from 18 ft (assist by P. Tucker),,46,34
139,2,7:20.0,,Shooting foul by T. Black (drawn by T. Dorsey),46,34
140,2,7:20.0,,T. Dorsey makes free throw 1 of 2,46,35
141,2,7:20.0,,T. Dorsey makes free throw 2 of 2,46,36
142,2,7:08.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Black),,49,36
143,2,6:56.0,,Personal foul by P. Tucker (drawn by M. Muscala),49,36
144,2,6:56.0,,Atlanta full timeout,49,36
145,2,6:56.0,C. Capela enters the game for P. Tucker,,49,36
146,2,6:56.0,J. Harden enters the game for L. Mbah a Moute,,49,36
147,2,6:56.0,T. Ariza enters the game for T. Black,,49,36
148,2,6:43.0,,D. Schröder misses 2-pt jump shot from 20 ft,49,36
149,2,6:40.0,Defensive rebound by T. Ariza,,49,36
150,2,6:26.0,E. Gordon misses 3-pt jump shot from 24 ft,,49,36
151,2,6:24.0,,Defensive rebound by M. Muscala,49,36
152,2,6:14.0,,T. Dorsey misses 3-pt jump shot from 25 ft,49,36
153,2,6:09.0,Defensive rebound by C. Capela,,49,36
154,2,6:06.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by E. Gordon),,52,36
155,2,5:52.0,,I. Taylor misses 2-pt layup from 7 ft,52,36
156,2,5:50.0,Defensive rebound by C. Capela,,52,36
157,2,5:50.0,Technical foul by Team,,52,36
158,2,5:50.0,J. Harden makes technical free throw,,53,36
159,2,5:50.0,,T. Prince enters the game for T. Dorsey,53,36
160,2,5:50.0,,K. Bazemore enters the game for I. Taylor,53,36
161,2,5:39.0,J. Harden makes 3-pt jump shot from 24 ft,,56,36
162,2,5:19.0,,D. Schröder makes 2-pt layup from 1 ft,56,38
163,2,5:13.0,Turnover by E. Gordon (lost ball; steal by K. Bazemore),,56,38
164,2,5:02.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),56,41
165,2,4:39.0,Turnover by J. Harden (bad pass; steal by M. Muscala),,56,41
