,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
142,2,8:49.0,,C. LeVert misses 2-pt jump shot from 8 ft,29,24
143,2,8:47.0,Defensive rebound by J. Richardson,,29,24
144,2,8:45.0,Turnover by W. Ellington (out of bounds lost ball),,29,24
145,2,8:26.0,,J. Harris makes 2-pt layup from 1 ft,29,26
146,2,8:05.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by B. Adebayo),,31,26
147,2,7:43.0,,J. Okafor makes 2-pt hook shot from 5 ft,31,28
148,2,7:29.0,K. Olynyk makes 2-pt layup at rim (assist by J. Richardson),,33,28
149,2,7:29.0,,Brooklyn full timeout,33,28
150,2,7:29.0,,R. Hollis-Jefferson enters the game for D. Russell,33,28
151,2,7:29.0,,A. Crabbe enters the game for Q. Acy,33,28
152,2,7:08.0,,J. Okafor makes 2-pt jump shot from 5 ft (assist by J. Harris),33,30
153,2,6:53.0,Shooting foul by J. Okafor (drawn by B. Adebayo),,33,30
154,2,6:53.0,B. Adebayo makes free throw 1 of 2,,34,30
155,2,6:53.0,B. Adebayo makes free throw 2 of 2,,35,30
156,2,6:39.0,,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,35,30
157,2,6:35.0,Defensive rebound by K. Olynyk,,35,30
158,2,6:29.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Richardson),,38,30
159,2,6:20.0,,Personal foul by W. Ellington (drawn by J. Harris),38,30
160,2,6:20.0,,S. Dinwiddie enters the game for J. Harris,38,30
161,2,6:20.0,,D. Carroll enters the game for C. LeVert,38,30
162,2,6:20.0,H. Whiteside enters the game for J. Richardson,,38,30
163,2,6:20.0,G. Dragić enters the game for B. Adebayo,,38,30
164,2,6:14.0,,Offensive foul by J. Okafor (drawn by G. Dragić),38,30
165,2,6:14.0,,Turnover by J. Okafor (offensive foul),38,30
166,2,5:59.0,Shooting foul by S. Dinwiddie (drawn by G. Dragić),,38,30
167,2,5:59.0,G. Dragić misses free throw 1 of 2,,38,30
168,2,5:59.0,Offensive rebound by Team,,38,30
169,2,5:59.0,G. Dragić makes free throw 2 of 2,,39,30
170,2,5:47.0,,S. Dinwiddie makes 2-pt layup from 1 ft,39,32
171,2,5:41.0,G. Dragić misses 2-pt layup from 3 ft (block by J. Okafor),,39,32
172,2,5:41.0,Offensive rebound by Team,,39,32
173,2,5:30.0,J. Winslow makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,42,32
174,2,5:06.0,,Turnover by S. Dinwiddie (bad pass; steal by W. Ellington),42,32
175,2,5:01.0,J. Winslow misses 2-pt layup from 1 ft,,42,32
176,2,4:58.0,,Defensive rebound by J. Okafor,42,32
177,2,4:48.0,,A. Crabbe makes 2-pt jump shot from 9 ft,42,34
178,2,4:33.0,W. Ellington misses 3-pt jump shot from 24 ft,,42,34
179,2,4:31.0,,Defensive rebound by J. Okafor,42,34
180,2,4:28.0,,Brooklyn full timeout,42,34
181,2,4:28.0,,J. Allen enters the game for J. Okafor,42,34
182,2,4:17.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft (block by H. Whiteside),42,34
183,2,4:14.0,Defensive rebound by J. Winslow,,42,34
184,2,4:00.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by G. Dragić),,44,34
185,2,3:35.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft (block by K. Olynyk),44,34
186,2,3:32.0,Defensive rebound by W. Ellington,,44,34
187,2,3:21.0,W. Ellington makes 2-pt jump shot from 15 ft,,46,34
188,2,2:56.0,,D. Carroll misses 2-pt jump shot from 7 ft,46,34
189,2,2:54.0,,Offensive rebound by D. Carroll,46,34
190,2,2:52.0,,D. Carroll makes 2-pt layup from 1 ft,46,36
191,2,2:30.0,Turnover by W. Ellington (lost ball; steal by D. Carroll),,46,36
192,2,2:26.0,,D. Carroll makes 2-pt layup from 1 ft,46,38
193,2,2:05.0,H. Whiteside makes 2-pt dunk at rim,,48,38
194,2,2:04.0,,Brooklyn full timeout,48,38
195,2,2:04.0,J. Richardson enters the game for W. Ellington,,48,38
196,2,2:04.0,J. Johnson enters the game for K. Olynyk,,48,38
197,2,1:48.0,,A. Crabbe misses 2-pt jump shot from 16 ft,48,38
198,2,1:46.0,Defensive rebound by J. Johnson,,48,38
199,2,1:36.0,Offensive foul by G. Dragić (drawn by S. Dinwiddie),,48,38
200,2,1:36.0,Turnover by G. Dragić (offensive foul),,48,38
201,2,1:36.0,,Q. Acy enters the game for J. Allen,48,38
202,2,1:36.0,W. Ellington enters the game for G. Dragić,,48,38
203,2,1:20.0,,Personal foul by J. Winslow (drawn by R. Hollis-Jefferson),48,38
204,2,1:18.0,,Personal foul by J. Johnson (drawn by R. Hollis-Jefferson),48,38
205,2,1:18.0,,R. Hollis-Jefferson makes free throw 1 of 2,48,39
206,2,1:18.0,G. Dragić enters the game for J. Winslow,,48,39
207,2,1:18.0,,R. Hollis-Jefferson misses free throw 2 of 2,48,39
208,2,1:15.0,Defensive rebound by G. Dragić,,48,39
209,2,1:04.0,G. Dragić misses 2-pt layup from 2 ft,,48,39
210,2,1:01.0,,Defensive rebound by D. Carroll,48,39
211,2,0:59.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Carroll),48,41
212,2,0:39.0,G. Dragić misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),,48,41
213,2,0:39.0,Offensive rebound by Team,,48,41
214,2,0:34.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by H. Whiteside),,51,41
215,2,0:24.0,,S. Dinwiddie makes 2-pt layup at rim,51,43
216,2,0:02.0,G. Dragić makes 2-pt jump shot from 15 ft,,53,43
217,2,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 44 ft,53,43
218,2,0:00.0,,Offensive rebound by Team,53,43
219,3,11:40.0,,D. Carroll misses 3-pt jump shot from 24 ft,53,43
220,3,11:37.0,,Offensive rebound by T. Zeller,53,43
221,3,11:20.0,,Turnover by S. Dinwiddie (lost ball; steal by J. Richardson),53,43
222,3,11:18.0,Shooting foul by A. Crabbe (drawn by J. Richardson),,53,43
223,3,11:18.0,J. Richardson makes free throw 1 of 2,,54,43
224,3,11:18.0,J. Richardson makes free throw 2 of 2,,55,43
225,3,11:05.0,,A. Crabbe misses 3-pt jump shot from 24 ft,55,43
226,3,11:03.0,Defensive rebound by H. Whiteside,,55,43
227,3,10:52.0,H. Whiteside makes 2-pt jump shot from 14 ft (assist by J. Richardson),,57,43
228,3,10:29.0,,T. Zeller makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),57,45
229,3,10:08.0,D. Jones misses 2-pt jump shot from 6 ft (block by A. Crabbe),,57,45
230,3,10:06.0,,Defensive rebound by A. Crabbe,57,45
231,3,10:02.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),57,48
232,3,9:41.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Johnson),,59,48
233,3,9:33.0,,Turnover by D. Carroll (bad pass),59,48
234,3,9:25.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,62,48
235,3,9:03.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,62,48
236,3,9:02.0,Defensive rebound by G. Dragić,,62,48
237,3,8:53.0,G. Dragić makes 2-pt jump shot from 22 ft (assist by J. Johnson),,64,48
238,3,8:32.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by A. Crabbe),64,51
239,3,8:17.0,G. Dragić misses 2-pt jump shot from 12 ft,,64,51
240,3,8:13.0,,Defensive rebound by T. Zeller,64,51
241,3,8:06.0,,Personal foul by D. Jones (drawn by R. Hollis-Jefferson),64,51
242,3,8:06.0,,Q. Acy enters the game for T. Zeller,64,51
243,3,7:54.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,64,51
244,3,7:51.0,Defensive rebound by J. Johnson,,64,51
245,3,7:47.0,Shooting foul by S. Dinwiddie (drawn by G. Dragić),,64,51
246,3,7:47.0,G. Dragić makes free throw 1 of 2,,65,51
247,3,7:47.0,G. Dragić makes free throw 2 of 2,,66,51
248,3,7:35.0,Violation by D. Jones (kicked ball),,66,51
249,3,7:35.0,,C. LeVert enters the game for S. Dinwiddie,66,51
250,3,7:30.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,66,51
251,3,7:28.0,,Offensive rebound by D. Carroll,66,51
252,3,7:26.0,,D. Carroll makes 2-pt layup from 1 ft,66,53
253,3,7:12.0,Shooting block foul by Q. Acy (drawn by G. Dragić),,66,53
254,3,7:12.0,G. Dragić makes free throw 1 of 2,,67,53
255,3,7:12.0,G. Dragić misses free throw 2 of 2,,67,53
256,3,7:07.0,Offensive rebound by G. Dragić,,67,53
257,3,6:44.0,J. Richardson misses 3-pt jump shot from 28 ft,,67,53
258,3,6:44.0,,Defensive rebound by Team,67,53
259,3,6:44.0,Loose ball foul by D. Jones (drawn by A. Crabbe),,67,53
260,3,6:44.0,,Brooklyn full timeout,67,53
261,3,6:33.0,,C. LeVert misses 3-pt jump shot from 24 ft,67,53
262,3,6:30.0,Defensive rebound by G. Dragić,,67,53
263,3,6:16.0,J. Richardson misses 3-pt jump shot from 24 ft,,67,53
264,3,6:12.0,,Defensive rebound by A. Crabbe,67,53
265,3,6:09.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,67,53
266,3,6:06.0,Defensive rebound by J. Johnson,,67,53
267,3,5:53.0,H. Whiteside misses 2-pt layup from 5 ft (block by R. Hollis-Jefferson),,67,53
268,3,5:53.0,Offensive rebound by Team,,67,53
269,3,5:53.0,,J. Harris enters the game for A. Crabbe,67,53
270,3,5:53.0,W. Ellington enters the game for J. Richardson,,67,53
271,3,5:51.0,H. Whiteside makes 2-pt jump shot from 10 ft (assist by G. Dragić),,69,53
272,3,5:22.0,,D. Carroll makes 2-pt layup from 1 ft,69,55
273,3,5:08.0,H. Whiteside misses 2-pt jump shot from 7 ft,,69,55
274,3,5:06.0,,Defensive rebound by C. LeVert,69,55
275,3,4:45.0,,C. LeVert misses 3-pt jump shot from 25 ft,69,55
276,3,4:41.0,Defensive rebound by H. Whiteside,,69,55
277,3,4:18.0,J. Johnson misses 2-pt jump shot from 7 ft,,69,55
278,3,4:18.0,,Defensive rebound by Team,69,55
279,3,4:18.0,Loose ball foul by J. Johnson (drawn by Q. Acy),,69,55
280,3,4:18.0,,D. Russell enters the game for R. Hollis-Jefferson,69,55
281,3,4:07.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by D. Russell),69,58
282,3,4:05.0,Miami full timeout,,69,58
283,3,3:50.0,H. Whiteside misses 2-pt hook shot from 7 ft,,69,58
284,3,3:47.0,Offensive rebound by H. Whiteside,,69,58
285,3,3:47.0,H. Whiteside misses 2-pt layup at rim,,69,58
286,3,3:47.0,Offensive rebound by Team,,69,58
287,3,3:45.0,W. Ellington misses 3-pt jump shot from 22 ft,,69,58
288,3,3:42.0,Offensive rebound by D. Jones,,69,58
289,3,3:39.0,Personal foul by J. Harris (drawn by W. Ellington),,69,58
290,3,3:30.0,G. Dragić misses 2-pt jump shot from 13 ft,,69,58
291,3,3:26.0,,Defensive rebound by C. LeVert,69,58
292,3,3:12.0,,Shooting foul by H. Whiteside (drawn by C. LeVert),69,58
293,3,3:12.0,,C. LeVert makes free throw 1 of 2,69,59
294,3,3:12.0,J. Richardson enters the game for G. Dragić,,69,59
295,3,3:12.0,,C. LeVert makes free throw 2 of 2,69,60
296,3,2:56.0,J. Johnson misses 3-pt jump shot from 24 ft,,69,60
297,3,2:53.0,Offensive rebound by J. Richardson,,69,60
298,3,2:53.0,Turnover by J. Richardson (out of bounds lost ball),,69,60
299,3,2:53.0,,R. Hollis-Jefferson enters the game for D. Carroll,69,60
300,3,2:53.0,K. Olynyk enters the game for D. Jones,,69,60
301,3,2:53.0,B. Adebayo enters the game for J. Johnson,,69,60
302,3,2:53.0,J. Winslow enters the game for H. Whiteside,,69,60
303,3,2:37.0,,Personal foul by W. Ellington (drawn by D. Russell),69,60
304,3,2:37.0,,D. Russell misses free throw 1 of 2,69,60
305,3,2:37.0,,Offensive rebound by Team,69,60
306,3,2:37.0,,D. Russell makes free throw 2 of 2,69,61
307,3,2:22.0,B. Adebayo misses 2-pt layup from 4 ft (block by Q. Acy),,69,61
308,3,2:19.0,,Defensive rebound by Q. Acy,69,61
309,3,2:14.0,,D. Russell misses 3-pt jump shot from 26 ft,69,61
310,3,2:10.0,Defensive rebound by K. Olynyk,,69,61
311,3,1:51.0,J. Winslow misses 2-pt jump shot from 15 ft,,69,61
312,3,1:49.0,,Defensive rebound by R. Hollis-Jefferson,69,61
313,3,1:41.0,,J. Harris makes 2-pt jump shot from 20 ft (assist by C. LeVert),69,63
314,3,1:14.0,,Offensive charge foul by J. Richardson (drawn by Q. Acy),69,63
315,3,1:14.0,Turnover by J. Richardson (offensive foul),,69,63
316,3,1:01.0,,Personal block foul by K. Olynyk (drawn by J. Harris),69,63
317,3,1:01.0,,J. Harris makes free throw 1 of 2,69,64
318,3,1:01.0,,J. Harris makes free throw 2 of 2,69,65
319,3,0:38.0,K. Olynyk misses 2-pt jump shot from 10 ft,,69,65
320,3,0:37.0,Offensive rebound by J. Richardson,,69,65
321,3,0:36.0,J. Richardson misses 2-pt layup from 1 ft,,69,65
322,3,0:36.0,,Defensive rebound by R. Hollis-Jefferson,69,65
323,3,0:21.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by W. Ellington),69,65
324,3,0:18.0,,Offensive rebound by Q. Acy,69,65
325,3,0:17.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by D. Russell),69,67
326,3,0:17.0,Miami full timeout,,69,67
327,3,0:17.0,,S. Dinwiddie enters the game for D. Russell,69,67
328,3,0:17.0,,J. Allen enters the game for Q. Acy,69,67
329,3,0:05.0,W. Ellington misses 3-pt jump shot from 24 ft,,69,67
330,3,0:02.0,,Defensive rebound by J. Allen,69,67
331,4,11:42.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,72,67
332,4,11:32.0,,Shooting foul by B. Adebayo (drawn by R. Hollis-Jefferson),72,67
333,4,11:32.0,,R. Hollis-Jefferson makes free throw 1 of 2,72,68
334,4,11:32.0,,R. Hollis-Jefferson makes free throw 2 of 2,72,69
335,4,11:21.0,Personal foul by J. Harris (drawn by W. Ellington),,72,69
336,4,11:14.0,W. Ellington misses 3-pt jump shot from 25 ft,,72,69
337,4,11:11.0,,Defensive rebound by J. Allen,72,69
338,4,11:03.0,,D. Russell misses 2-pt layup from 1 ft,72,69
339,4,11:00.0,Defensive rebound by K. Olynyk,,72,69
340,4,10:56.0,J. Winslow makes 2-pt layup from 1 ft (assist by K. Olynyk),,74,69
341,4,10:39.0,,Shooting foul by W. Ellington (drawn by C. LeVert),74,69
342,4,10:39.0,,C. LeVert makes free throw 1 of 2,74,70
343,4,10:39.0,,S. Dinwiddie enters the game for D. Russell,74,70
344,4,10:39.0,,C. LeVert misses free throw 2 of 2,74,70
345,4,10:36.0,,Offensive rebound by J. Allen,74,70
346,4,10:25.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),74,72
347,4,10:15.0,B. Adebayo makes 2-pt layup at rim,,76,72
348,4,9:52.0,,C. LeVert makes 2-pt jump shot from 5 ft,76,74
349,4,9:44.0,Shooting foul by J. Allen (drawn by B. Adebayo),,76,74
350,4,9:44.0,B. Adebayo makes free throw 1 of 2,,77,74
351,4,9:44.0,,A. Crabbe enters the game for J. Harris,77,74
352,4,9:44.0,B. Adebayo misses free throw 2 of 2,,77,74
353,4,9:42.0,,Defensive rebound by J. Allen,77,74
354,4,9:18.0,,J. Allen makes 2-pt layup at rim (assist by A. Crabbe),77,76
355,4,9:05.0,B. Adebayo misses 2-pt jump shot from 5 ft,,77,76
356,4,9:02.0,,Defensive rebound by J. Allen,77,76
357,4,8:57.0,,C. LeVert makes 3-pt jump shot from 23 ft,77,79
358,4,8:56.0,Miami full timeout,,77,79
359,4,8:43.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Richardson),,79,79
360,4,8:27.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,79,79
361,4,8:26.0,Defensive rebound by J. Winslow,,79,79
362,4,8:11.0,J. Richardson misses 2-pt jump shot from 14 ft,,79,79
363,4,8:06.0,,Defensive rebound by S. Dinwiddie,79,79
364,4,8:03.0,,Personal foul by W. Ellington (drawn by S. Dinwiddie),79,79
365,4,7:58.0,,C. LeVert misses 3-pt jump shot from 25 ft,79,79
366,4,7:54.0,Defensive rebound by J. Winslow,,79,79
367,4,7:38.0,Turnover by B. Adebayo (bad pass; steal by C. LeVert),,79,79
368,4,7:38.0,,Personal foul by J. Winslow (drawn by C. LeVert),79,79
369,4,7:38.0,,D. Carroll enters the game for C. LeVert,79,79
370,4,7:38.0,G. Dragić enters the game for W. Ellington,,79,79
371,4,7:38.0,H. Whiteside enters the game for B. Adebayo,,79,79
372,4,7:27.0,,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft (block by H. Whiteside),79,79
373,4,7:25.0,Defensive rebound by H. Whiteside,,79,79
374,4,7:18.0,K. Olynyk misses 3-pt jump shot from 25 ft,,79,79
375,4,7:16.0,,Defensive rebound by A. Crabbe,79,79
