,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
386,4,6:24.0,,Offensive rebound by W. Selden,98,93
387,4,6:13.0,,M. Gasol misses 2-pt layup from 2 ft,98,93
388,4,6:09.0,Defensive rebound by B. Portis,,98,93
389,4,6:06.0,A. Blakeney misses 2-pt jump shot from 3 ft (block by W. Selden),,98,93
390,4,6:02.0,Offensive rebound by C. Payne,,98,93
391,4,6:01.0,B. Portis makes 2-pt layup from 2 ft (assist by C. Payne),,100,93
392,4,5:54.0,,Memphis full timeout,100,93
393,4,5:54.0,,T. Evans enters the game for B. Weber,100,93
394,4,5:54.0,,J. Martin enters the game for D. Brooks,100,93
395,4,5:54.0,P. Zipser enters the game for B. Portis,,100,93
396,4,5:54.0,N. Vonleh enters the game for D. Valentine,,100,93
397,4,5:40.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by T. Evans),100,95
398,4,5:25.0,N. Vonleh misses 3-pt jump shot from 22 ft,,100,95
399,4,5:23.0,,Defensive rebound by W. Selden,100,95
400,4,5:18.0,,T. Evans misses 2-pt layup from 3 ft (block by C. Felício),100,95
401,4,5:18.0,,Offensive rebound by Team,100,95
402,4,5:07.0,,W. Selden misses 3-pt jump shot from 23 ft,100,95
403,4,5:05.0,,Offensive rebound by M. Gasol,100,95
404,4,5:05.0,,M. Gasol makes 2-pt jump shot from 9 ft,100,97
405,4,5:05.0,,Shooting foul by C. Felício (drawn by M. Gasol),100,97
406,4,5:05.0,,M. Gasol makes free throw 1 of 1,100,98
407,4,4:52.0,Shooting foul by J. Green (drawn by C. Felício),,100,98
408,4,4:52.0,C. Felício misses free throw 1 of 2,,100,98
409,4,4:52.0,Offensive rebound by Team,,100,98
410,4,4:52.0,C. Felício makes free throw 2 of 2,,101,98
411,4,4:27.0,,T. Evans misses 2-pt layup from 3 ft,101,98
412,4,4:25.0,Defensive rebound by N. Vonleh,,101,98
413,4,4:22.0,A. Blakeney misses 3-pt jump shot from 24 ft,,101,98
414,4,4:17.0,,Defensive rebound by T. Evans,101,98
415,4,4:05.0,,T. Evans misses 3-pt jump shot from 25 ft,101,98
416,4,4:00.0,Defensive rebound by C. Felício,,101,98
417,4,3:43.0,C. Payne misses 3-pt jump shot from 22 ft,,101,98
418,4,3:40.0,,Defensive rebound by M. Gasol,101,98
419,4,3:27.0,,M. Gasol misses 3-pt jump shot from 24 ft,101,98
420,4,3:22.0,,Offensive rebound by J. Green,101,98
421,4,3:22.0,,Shooting foul by C. Felício (drawn by W. Selden),101,98
422,4,3:22.0,,W. Selden makes free throw 1 of 2,101,99
423,4,3:22.0,,W. Selden makes free throw 2 of 2,101,100
424,4,3:04.0,C. Payne misses 3-pt jump shot from 25 ft,,101,100
425,4,3:01.0,,Defensive rebound by J. Green,101,100
426,4,2:46.0,,Shooting foul by N. Vonleh (drawn by J. Martin),101,100
427,4,2:46.0,,J. Martin makes free throw 1 of 2,101,101
428,4,2:46.0,,J. Martin misses free throw 2 of 2,101,101
429,4,2:44.0,Defensive rebound by C. Felício,,101,101
430,4,2:32.0,C. Felício makes 2-pt layup from 2 ft (assist by A. Blakeney),,103,101
431,4,2:18.0,,Personal foul by A. Blakeney (drawn by M. Gasol),103,101
432,4,2:18.0,,M. Gasol makes free throw 1 of 2,103,102
433,4,2:18.0,,M. Gasol makes free throw 2 of 2,103,103
434,4,2:07.0,A. Blakeney misses 2-pt jump shot from 20 ft,,103,103
435,4,2:04.0,,Defensive rebound by J. Green,103,103
436,4,1:52.0,,W. Selden makes 3-pt jump shot from 25 ft (assist by J. Martin),103,106
437,4,1:41.0,P. Zipser makes 2-pt layup from 2 ft (assist by C. Payne),,105,106
438,4,1:16.0,,Turnover by M. Gasol (bad pass; steal by A. Blakeney),105,106
439,4,1:13.0,C. Payne makes 2-pt layup from 1 ft,,107,106
440,4,0:51.0,,T. Evans misses 3-pt jump shot from 27 ft,107,106
441,4,0:48.0,,Offensive rebound by M. Gasol,107,106
442,4,0:46.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),107,108
443,4,0:46.0,Chicago full timeout,,107,108
444,4,0:46.0,,B. Weber enters the game for J. Martin,107,108
445,4,0:41.0,C. Felício misses 2-pt layup from 2 ft,,107,108
446,4,0:40.0,Offensive rebound by C. Felício,,107,108
447,4,0:40.0,Shooting foul by M. Gasol (drawn by C. Felício),,107,108
448,4,0:40.0,C. Felício makes free throw 1 of 2,,108,108
449,4,0:40.0,,J. Martin enters the game for B. Weber,108,108
450,4,0:40.0,C. Felício makes free throw 2 of 2,,109,108
451,4,0:40.0,,Memphis full timeout,109,108
452,4,0:24.0,,J. Martin makes 2-pt layup from 2 ft (assist by M. Gasol),109,110
453,4,0:01.0,Shooting foul by T. Evans (drawn by A. Blakeney),,109,110
454,4,0:01.0,A. Blakeney makes free throw 1 of 3,,110,110
455,4,0:01.0,A. Blakeney misses free throw 2 of 3,,110,110
456,4,0:01.0,Offensive rebound by Team,,110,110
457,4,0:01.0,A. Blakeney makes free throw 3 of 3,,111,110
458,4,0:01.0,,Memphis full timeout,111,110
459,4,0:00.0,,M. Gasol misses 2-pt jump shot from 11 ft,111,110
460,4,0:00.0,,Offensive rebound by Team,111,110
