,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DENVER_ACTION,LA LAKERS_SCORE,DENVER_SCORE
115,2,11:10.0,,Offensive foul by D. Arthur (drawn by J. Hart),31,36
116,2,11:10.0,,Turnover by D. Arthur (offensive foul),31,36
117,2,10:51.0,C. Brewer misses 2-pt layup from 5 ft,,31,36
118,2,10:48.0,Offensive rebound by J. Hart,,31,36
119,2,10:41.0,Shooting foul by D. Arthur (drawn by J. Randle),,31,36
120,2,10:41.0,J. Randle misses free throw 1 of 2,,31,36
121,2,10:41.0,Offensive rebound by Team,,31,36
122,2,10:41.0,,K. Faried enters the game for D. Arthur,31,36
123,2,10:41.0,J. Randle makes free throw 2 of 2,,32,36
124,2,10:31.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by E. Mudiay),32,39
125,2,10:20.0,J. Clarkson misses 3-pt jump shot from 25 ft,,32,39
126,2,10:17.0,,Defensive rebound by T. Lyles,32,39
127,2,10:13.0,,W. Barton misses 3-pt jump shot from 25 ft,32,39
128,2,10:11.0,,Offensive rebound by Team,32,39
129,2,10:11.0,Loose ball foul by J. Randle (drawn by K. Faried),,32,39
130,2,9:52.0,,Turnover by W. Barton (discontinued dribble),32,39
131,2,9:45.0,Personal foul by W. Barton (drawn by J. Clarkson),,32,39
132,2,9:36.0,J. Clarkson makes 2-pt dunk from 2 ft,,34,39
133,2,9:07.0,,T. Lyles misses 2-pt layup from 6 ft,34,39
134,2,9:05.0,Defensive rebound by J. Randle,,34,39
135,2,9:00.0,Shooting foul by T. Lyles (drawn by J. Randle),,34,39
136,2,9:00.0,J. Randle misses free throw 1 of 2,,34,39
137,2,9:00.0,Offensive rebound by Team,,34,39
138,2,9:00.0,J. Randle misses free throw 2 of 2,,34,39
139,2,8:59.0,,Defensive rebound by K. Faried,34,39
140,2,8:59.0,Loose ball foul by J. Randle (drawn by K. Faried),,34,39
141,2,8:39.0,,E. Mudiay misses 2-pt layup from 3 ft (block by J. Hart),34,39
142,2,8:33.0,Defensive rebound by J. Randle,,34,39
143,2,8:32.0,J. Hart misses 3-pt jump shot from 25 ft,,34,39
144,2,8:28.0,,Defensive rebound by W. Barton,34,39
145,2,8:25.0,,E. Mudiay makes 3-pt jump shot from 22 ft (assist by R. Jefferson),34,42
146,2,8:08.0,K. Kuzma misses 3-pt jump shot from 25 ft,,34,42
147,2,8:06.0,,Defensive rebound by E. Mudiay,34,42
148,2,7:52.0,,Turnover by W. Barton (bad pass; steal by J. Hart),34,42
149,2,7:47.0,Personal block foul by R. Jefferson (drawn by J. Clarkson),,34,42
150,2,7:47.0,LA Lakers full timeout,,34,42
151,2,7:47.0,B. Lopez enters the game for C. Brewer,,34,42
152,2,7:47.0,L. Ball enters the game for J. Hart,,34,42
153,2,7:47.0,B. Ingram enters the game for J. Randle,,34,42
154,2,7:39.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Ball),,37,42
155,2,7:22.0,,R. Jefferson misses 3-pt jump shot from 24 ft,37,42
156,2,7:19.0,Defensive rebound by K. Kuzma,,37,42
157,2,7:12.0,J. Clarkson misses 2-pt jump shot from 17 ft,,37,42
158,2,7:10.0,,Defensive rebound by K. Faried,37,42
159,2,7:04.0,,E. Mudiay misses 2-pt jump shot from 15 ft,37,42
160,2,7:04.0,Defensive rebound by L. Ball,,37,42
161,2,6:57.0,B. Lopez misses 3-pt jump shot from 24 ft,,37,42
162,2,6:57.0,,Defensive rebound by E. Mudiay,37,42
163,2,6:46.0,,W. Barton misses 3-pt jump shot from 24 ft,37,42
164,2,6:46.0,Defensive rebound by K. Kuzma,,37,42
165,2,6:35.0,B. Ingram misses 2-pt layup from 4 ft (block by W. Barton),,37,42
166,2,6:35.0,Offensive rebound by Team,,37,42
167,2,6:35.0,,M. Plumlee enters the game for T. Lyles,37,42
168,2,6:35.0,,G. Harris enters the game for R. Jefferson,37,42
169,2,6:33.0,Turnover by B. Ingram (turnover; steal by E. Mudiay),,37,42
170,2,6:33.0,,J. Murray enters the game for E. Mudiay,37,42
171,2,6:24.0,,M. Plumlee misses 2-pt layup from 10 ft,37,42
172,2,6:20.0,Defensive rebound by B. Ingram,,37,42
173,2,6:10.0,Shooting foul by K. Faried (drawn by B. Ingram),,37,42
174,2,6:10.0,B. Ingram makes free throw 1 of 2,,38,42
175,2,6:10.0,L. Nance enters the game for K. Kuzma,,38,42
176,2,6:10.0,B. Ingram makes free throw 2 of 2,,39,42
177,2,5:58.0,,Turnover by G. Harris (lost ball; steal by L. Ball),39,42
178,2,5:54.0,B. Ingram makes 2-pt dunk from 2 ft (assist by B. Lopez),,41,42
179,2,5:54.0,,Denver full timeout,41,42
180,2,5:49.0,,Turnover by W. Barton (lost ball; steal by B. Ingram),41,42
181,2,5:45.0,B. Ingram misses 2-pt layup from 2 ft (block by W. Barton),,41,42
182,2,5:45.0,Offensive rebound by Team,,41,42
183,2,5:36.0,B. Ingram makes 2-pt jump shot from 21 ft (assist by B. Lopez),,43,42
184,2,5:19.0,,Turnover by J. Murray (bad pass; steal by L. Ball),43,42
185,2,5:16.0,L. Ball makes 2-pt layup from 2 ft,,45,42
186,2,5:01.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by W. Barton),45,45
187,2,4:48.0,B. Lopez makes 2-pt layup from 2 ft (assist by J. Clarkson),,47,45
188,2,4:34.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Plumlee),47,47
189,2,4:23.0,B. Lopez makes 2-pt layup from 4 ft (assist by L. Ball),,49,47
190,2,4:03.0,,W. Barton misses 2-pt layup from 7 ft,49,47
191,2,4:00.0,Defensive rebound by J. Clarkson,,49,47
192,2,3:56.0,B. Ingram misses 3-pt jump shot from 22 ft,,49,47
193,2,3:56.0,Offensive rebound by L. Nance,,49,47
194,2,3:51.0,L. Nance makes 2-pt layup at rim,,51,47
195,2,3:35.0,,J. Murray misses 2-pt jump shot from 21 ft,51,47
196,2,3:35.0,Defensive rebound by B. Lopez,,51,47
197,2,3:30.0,L. Ball misses 2-pt layup from 2 ft (block by W. Barton),,51,47
198,2,3:30.0,Offensive rebound by B. Ingram,,51,47
199,2,3:25.0,B. Ingram makes 2-pt layup from 2 ft,,53,47
200,2,3:17.0,,Denver full timeout,53,47
201,2,3:17.0,,J. Hernangómez enters the game for W. Barton,53,47
202,2,3:17.0,,T. Lyles enters the game for K. Faried,53,47
203,2,3:17.0,K. Caldwell-Pope enters the game for J. Clarkson,,53,47
204,2,3:09.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),53,49
205,2,2:49.0,Turnover by B. Ingram (lost ball; steal by G. Harris),,53,49
206,2,2:45.0,,G. Harris makes 2-pt dunk from 2 ft (assist by M. Plumlee),53,51
207,2,2:20.0,B. Ingram misses 2-pt layup from 2 ft,,53,51
208,2,2:14.0,Offensive rebound by L. Nance,,53,51
209,2,2:14.0,L. Nance misses 2-pt layup at rim,,53,51
210,2,2:14.0,,Defensive rebound by M. Plumlee,53,51
211,2,2:12.0,,G. Harris misses 3-pt jump shot from 22 ft,53,51
212,2,2:09.0,Defensive rebound by K. Caldwell-Pope,,53,51
213,2,1:57.0,B. Lopez misses 3-pt jump shot from 25 ft,,53,51
214,2,1:55.0,Offensive rebound by L. Ball,,53,51
215,2,1:53.0,Turnover by K. Caldwell-Pope (lost ball; steal by G. Harris),,53,51
216,2,1:49.0,,J. Murray makes 2-pt dunk from 1 ft (assist by G. Harris),53,53
217,2,1:49.0,LA Lakers full timeout,,53,53
218,2,1:34.0,Personal block foul by M. Plumlee (drawn by B. Ingram),,53,53
219,2,1:34.0,B. Ingram makes free throw 1 of 2,,54,53
220,2,1:34.0,B. Ingram makes free throw 2 of 2,,55,53
221,2,1:14.0,,G. Harris misses 3-pt jump shot from 23 ft,55,53
222,2,1:11.0,Defensive rebound by B. Lopez,,55,53
223,2,1:03.0,L. Nance makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),,57,53
224,2,0:46.0,,Shooting foul by B. Ingram (drawn by G. Harris),57,53
225,2,0:46.0,,G. Harris makes free throw 1 of 2,57,54
226,2,0:46.0,J. Hart enters the game for B. Ingram,,57,54
227,2,0:46.0,,G. Harris makes free throw 2 of 2,57,55
228,2,0:29.0,L. Ball misses 2-pt layup from 1 ft,,57,55
229,2,0:29.0,Offensive rebound by L. Ball,,57,55
230,2,0:29.0,L. Ball makes 2-pt layup from 1 ft,,59,55
231,2,0:06.0,,J. Murray misses 2-pt layup from 2 ft,59,55
232,2,0:04.0,Defensive rebound by L. Nance,,59,55
233,2,0:03.0,Turnover by L. Nance (turnover),,59,55
234,2,0:03.0,K. Kuzma enters the game for B. Lopez,,59,55
235,2,0:00.0,,J. Murray misses 3-pt jump shot from 28 ft,59,55
236,2,0:00.0,,Offensive rebound by Team,59,55
237,3,11:39.0,,M. Plumlee misses 2-pt hook shot from 6 ft,59,55
238,3,11:37.0,Defensive rebound by L. Ball,,59,55
239,3,11:35.0,Shooting foul by G. Harris (drawn by B. Ingram),,59,55
240,3,11:35.0,B. Ingram makes free throw 2 of 2,,60,55
241,3,11:35.0,B. Ingram makes free throw 1 of 2,,61,55
242,3,11:18.0,,G. Harris misses 3-pt jump shot from 24 ft,61,55
243,3,11:14.0,Defensive rebound by L. Ball,,61,55
244,3,11:11.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,61,55
245,3,11:08.0,,Defensive rebound by K. Faried,61,55
246,3,10:59.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,61,55
247,3,10:56.0,,Offensive rebound by J. Hernangómez,61,55
248,3,10:48.0,,G. Harris misses 2-pt layup from 1 ft,61,55
249,3,10:45.0,Defensive rebound by L. Ball,,61,55
250,3,10:41.0,B. Lopez makes 2-pt dunk from 1 ft (assist by L. Ball),,63,55
251,3,10:11.0,,J. Murray misses 2-pt jump shot from 6 ft,63,55
252,3,10:09.0,,Offensive rebound by Team,63,55
253,3,9:53.0,,J. Murray makes 3-pt jump shot from 25 ft,63,58
254,3,9:32.0,B. Ingram misses 2-pt jump shot from 14 ft,,63,58
255,3,9:28.0,,Defensive rebound by K. Faried,63,58
256,3,9:15.0,,K. Faried misses 2-pt jump shot from 6 ft,63,58
257,3,9:10.0,Defensive rebound by K. Caldwell-Pope,,63,58
258,3,9:03.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,66,58
259,3,9:02.0,,Denver full timeout,66,58
260,3,8:41.0,,G. Harris makes 2-pt layup from 2 ft,66,60
261,3,8:29.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,66,60
262,3,8:29.0,,Defensive rebound by J. Hernangómez,66,60
263,3,8:08.0,,K. Faried makes 2-pt layup from 2 ft,66,62
264,3,7:55.0,B. Lopez misses 3-pt jump shot from 25 ft,,66,62
265,3,7:50.0,Offensive rebound by L. Ball,,66,62
266,3,7:50.0,L. Ball misses 2-pt layup at rim,,66,62
267,3,7:48.0,Offensive rebound by L. Nance,,66,62
268,3,7:48.0,L. Nance misses 2-pt layup from 1 ft,,66,62
269,3,7:48.0,,Defensive rebound by G. Harris,66,62
270,3,7:43.0,,G. Harris misses 3-pt jump shot from 24 ft,66,62
271,3,7:41.0,,Offensive rebound by K. Faried,66,62
272,3,7:41.0,,K. Faried makes 2-pt layup at rim,66,64
273,3,7:41.0,LA Lakers full timeout,,66,64
274,3,7:33.0,Personal foul by K. Faried (drawn by L. Nance),,66,64
275,3,7:22.0,Turnover by B. Ingram (traveling),,66,64
276,3,7:00.0,,G. Harris misses 2-pt layup from 3 ft,66,64
277,3,7:00.0,Defensive rebound by Team,,66,64
278,3,6:47.0,Offensive foul by B. Lopez (drawn by J. Hernangómez),,66,64
279,3,6:47.0,Turnover by B. Lopez (offensive foul),,66,64
280,3,6:35.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,66,64
281,3,6:31.0,,Offensive rebound by M. Plumlee,66,64
282,3,6:25.0,,Turnover by M. Plumlee (turnover),66,64
283,3,6:07.0,B. Ingram makes 2-pt jump shot from 15 ft,,68,64
284,3,5:52.0,,K. Faried makes 2-pt layup from 2 ft (assist by M. Plumlee),68,66
285,3,5:40.0,,Violation by J. Murray (kicked ball),68,66
286,3,5:36.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,68,66
287,3,5:32.0,,Defensive rebound by J. Murray,68,66
288,3,5:23.0,,J. Murray misses 2-pt layup from 7 ft,68,66
289,3,5:20.0,Defensive rebound by B. Lopez,,68,66
290,3,5:20.0,Turnover by L. Ball (bad pass),,68,66
291,3,5:11.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),68,68
292,3,4:57.0,B. Lopez misses 2-pt jump shot from 12 ft,,68,68
293,3,4:55.0,,Defensive rebound by M. Plumlee,68,68
294,3,4:41.0,,G. Harris misses 3-pt jump shot from 25 ft,68,68
295,3,4:37.0,Defensive rebound by B. Ingram,,68,68
296,3,4:33.0,Turnover by B. Ingram (lost ball; steal by J. Murray),,68,68
297,3,4:30.0,,K. Faried makes 2-pt layup from 3 ft (assist by G. Harris),68,70
298,3,4:30.0,,Shooting foul by K. Caldwell-Pope (drawn by K. Faried),68,70
299,3,4:30.0,J. Hart enters the game for K. Caldwell-Pope,,68,70
300,3,4:30.0,J. Randle enters the game for B. Ingram,,68,70
301,3,4:30.0,J. Clarkson enters the game for B. Lopez,,68,70
302,3,4:30.0,,T. Lyles enters the game for M. Plumlee,68,70
303,3,4:30.0,,K. Faried misses free throw 1 of 1,68,70
304,3,4:28.0,Defensive rebound by J. Randle,,68,70
305,3,4:20.0,Turnover by L. Ball (bad pass; steal by J. Murray),,68,70
306,3,4:12.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Murray),68,72
307,3,3:50.0,J. Hart makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,71,72
308,3,3:36.0,,G. Harris misses 3-pt jump shot from 24 ft,71,72
309,3,3:33.0,Defensive rebound by J. Hart,,71,72
310,3,3:27.0,L. Ball misses 3-pt jump shot from 25 ft,,71,72
311,3,3:23.0,,Defensive rebound by K. Faried,71,72
312,3,3:10.0,,Turnover by K. Faried (turnover),71,72
313,3,3:10.0,,W. Barton enters the game for J. Hernangómez,71,72
314,3,3:10.0,K. Kuzma enters the game for L. Nance,,71,72
315,3,2:50.0,J. Randle makes 3-pt jump shot from 25 ft (assist by L. Ball),,74,72
316,3,2:37.0,,K. Faried makes 2-pt dunk from 1 ft (assist by J. Murray),74,74
317,3,2:13.0,Personal block foul by K. Faried (drawn by J. Randle),,74,74
318,3,2:13.0,,R. Jefferson enters the game for G. Harris,74,74
319,3,2:04.0,J. Clarkson misses 3-pt jump shot from 26 ft,,74,74
320,3,2:01.0,,Defensive rebound by J. Murray,74,74
321,3,1:44.0,,J. Murray makes 2-pt layup from 13 ft,74,76
322,3,1:39.0,Personal foul by J. Murray (drawn by L. Ball),,74,76
323,3,1:32.0,J. Clarkson misses 3-pt jump shot from 23 ft,,74,76
324,3,1:29.0,Offensive rebound by L. Ball,,74,76
325,3,1:23.0,K. Kuzma misses 2-pt layup from 1 ft,,74,76
326,3,1:19.0,Offensive rebound by K. Kuzma,,74,76
327,3,1:18.0,K. Kuzma makes 2-pt layup from 1 ft,,76,76
328,3,1:01.0,,T. Lyles makes 2-pt layup from 4 ft (assist by J. Murray),76,78
329,3,0:51.0,J. Clarkson makes 2-pt layup from 2 ft,,78,78
330,3,0:40.0,,Personal foul by J. Randle (drawn by T. Lyles),78,78
331,3,0:32.0,,J. Murray misses 2-pt jump shot from 19 ft,78,78
332,3,0:29.0,Defensive rebound by L. Ball,,78,78
333,3,0:24.0,J. Clarkson makes 2-pt layup from 2 ft,,80,78
334,3,0:03.0,,J. Murray misses 2-pt layup from 1 ft,80,78
335,3,0:03.0,,Offensive rebound by J. Murray,80,78
336,3,0:03.0,,J. Murray misses 2-pt layup from 1 ft,80,78
337,3,0:03.0,Defensive rebound by K. Kuzma,,80,78
338,4,11:49.0,J. Randle misses 3-pt jump shot from 26 ft,,80,78
339,4,11:45.0,,Defensive rebound by J. Hernangómez,80,78
340,4,11:26.0,,R. Jefferson misses 2-pt jump shot from 16 ft,80,78
341,4,11:23.0,,Offensive rebound by T. Lyles,80,78
342,4,11:22.0,,T. Lyles misses 2-pt jump shot from 3 ft,80,78
343,4,11:22.0,,Offensive rebound by J. Hernangómez,80,78
344,4,11:17.0,,J. Hernangómez makes 2-pt layup at rim,80,80
345,4,11:13.0,Shooting block foul by R. Jefferson (drawn by J. Randle),,80,80
346,4,11:13.0,J. Randle makes free throw 1 of 2,,81,80
347,4,11:13.0,J. Randle misses free throw 2 of 2,,81,80
348,4,11:10.0,,Defensive rebound by R. Jefferson,81,80
349,4,10:56.0,,E. Mudiay misses 2-pt jump shot from 9 ft,81,80
350,4,10:55.0,,Offensive rebound by E. Mudiay,81,80
351,4,10:53.0,,E. Mudiay misses 2-pt layup from 1 ft,81,80
352,4,10:53.0,Defensive rebound by Team,,81,80
353,4,10:35.0,C. Brewer misses 2-pt layup from 3 ft,,81,80
354,4,10:33.0,Offensive rebound by K. Kuzma,,81,80
355,4,10:32.0,K. Kuzma misses 2-pt layup from 1 ft,,81,80
356,4,10:32.0,,Defensive rebound by W. Barton,81,80
357,4,10:21.0,,W. Barton misses 3-pt jump shot from 24 ft,81,80
358,4,10:18.0,Defensive rebound by J. Randle,,81,80
359,4,10:09.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),,84,80
360,4,9:48.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by W. Barton),84,82
361,4,9:37.0,Shooting foul by J. Hernangómez (drawn by K. Kuzma),,84,82
362,4,9:37.0,K. Kuzma makes free throw 1 of 2,,85,82
363,4,9:37.0,K. Kuzma makes free throw 2 of 2,,86,82
364,4,9:21.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by R. Jefferson),86,84
365,4,9:09.0,J. Clarkson misses 2-pt layup from 3 ft,,86,84
366,4,9:07.0,Offensive rebound by J. Clarkson,,86,84
367,4,9:06.0,J. Hart makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,89,84
368,4,8:43.0,Offensive charge foul by W. Barton (drawn by C. Brewer),,89,84
369,4,8:43.0,,Turnover by W. Barton (offensive foul),89,84
370,4,8:35.0,Shooting foul by T. Lyles (drawn by J. Randle),,89,84
371,4,8:35.0,J. Randle makes free throw 1 of 2,,90,84
372,4,8:35.0,J. Randle makes free throw 2 of 2,,91,84
373,4,8:16.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by R. Jefferson),91,87
374,4,8:02.0,,Denver full timeout,91,87
375,4,8:02.0,,M. Plumlee enters the game for R. Jefferson,91,87
376,4,8:02.0,,G. Harris enters the game for J. Hernangómez,91,87
377,4,8:01.0,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Randle),,93,87
378,4,7:44.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Plumlee),93,90
379,4,7:27.0,K. Kuzma makes 2-pt hook shot from 3 ft,,95,90
380,4,7:16.0,,W. Barton misses 3-pt jump shot from 24 ft,95,90
381,4,7:12.0,Defensive rebound by K. Kuzma,,95,90
382,4,7:05.0,Turnover by K. Kuzma (traveling),,95,90
383,4,7:05.0,B. Ingram enters the game for C. Brewer,,95,90
