,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
81,1,1:44.0,,T. Jones enters the game for J. Teague,20,32
82,1,1:44.0,,N. Bjelica enters the game for J. Butler,20,32
83,1,1:44.0,,J. Crawford enters the game for T. Gibson,20,32
84,1,1:44.0,D. Arthur enters the game for N. Jokić,,20,32
85,1,1:36.0,W. Barton makes 2-pt layup from 1 ft,,22,32
86,1,1:36.0,Shooting foul by T. Jones (drawn by W. Barton),,22,32
87,1,1:36.0,W. Barton makes free throw 1 of 1,,23,32
88,1,1:17.0,,J. Crawford makes 2-pt layup at rim,23,34
89,1,1:02.0,T. Lyles misses 2-pt jump shot from 4 ft,,23,34
90,1,1:00.0,,Defensive rebound by T. Jones,23,34
91,1,0:51.0,,N. Bjelica misses 3-pt jump shot from 23 ft,23,34
92,1,0:51.0,Defensive rebound by T. Craig,,23,34
93,1,0:40.0,D. Arthur misses 2-pt hook shot from 5 ft,,23,34
94,1,0:37.0,,Defensive rebound by N. Bjelica,23,34
95,1,0:27.0,,Shooting foul by T. Lyles (drawn by N. Bjelica),23,34
96,1,0:27.0,,N. Bjelica makes free throw 1 of 2,23,35
97,1,0:27.0,,M. Georges-Hunt enters the game for T. Jones,23,35
98,1,0:27.0,,N. Bjelica misses free throw 2 of 2,23,35
99,1,0:25.0,Defensive rebound by T. Lyles,,23,35
100,1,0:08.0,T. Lyles misses 3-pt jump shot from 25 ft,,23,35
101,1,0:06.0,,Defensive rebound by A. Wiggins,23,35
102,1,0:00.0,,J. Crawford misses 3-pt jump shot from 24 ft,23,35
103,1,0:00.0,,Offensive rebound by Team,23,35
104,2,11:51.0,T. Lyles misses 3-pt jump shot from 22 ft,,23,35
105,2,11:48.0,,Defensive rebound by G. Dieng,23,35
106,2,11:33.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Crawford),23,37
107,2,11:22.0,W. Barton misses 2-pt jump shot from 6 ft,,23,37
108,2,11:22.0,,Defensive rebound by K. Towns,23,37
109,2,11:16.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Crawford),23,39
110,2,10:59.0,T. Craig misses 2-pt layup from 2 ft (block by G. Dieng),,23,39
111,2,10:56.0,,Defensive rebound by K. Towns,23,39
112,2,10:46.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Crawford),23,42
113,2,10:29.0,T. Craig misses 3-pt jump shot from 25 ft,,23,42
114,2,10:25.0,,Defensive rebound by N. Bjelica,23,42
115,2,10:19.0,,J. Crawford misses 3-pt jump shot from 24 ft,23,42
116,2,10:19.0,Defensive rebound by D. Arthur,,23,42
117,2,10:13.0,Personal foul by N. Bjelica (drawn by W. Barton),,23,42
118,2,10:13.0,W. Chandler enters the game for T. Craig,,23,42
119,2,10:07.0,T. Lyles makes 2-pt jump shot from 11 ft (assist by J. Murray),,25,42
120,2,9:40.0,,G. Dieng misses 3-pt jump shot from 23 ft,25,42
121,2,9:38.0,,Offensive rebound by K. Towns,25,42
122,2,9:37.0,,Shooting foul by D. Arthur (drawn by G. Dieng),25,42
123,2,9:37.0,,G. Dieng makes free throw 1 of 2,25,43
124,2,9:37.0,,G. Dieng misses free throw 2 of 2,25,43
125,2,9:35.0,Defensive rebound by J. Murray,,25,43
126,2,9:28.0,J. Murray makes 2-pt layup from 2 ft,,27,43
127,2,9:28.0,Shooting foul by G. Dieng (drawn by J. Murray),,27,43
128,2,9:28.0,J. Murray makes free throw 1 of 1,,28,43
129,2,9:12.0,,J. Crawford makes 2-pt jump shot from 15 ft (assist by K. Towns),28,45
130,2,8:55.0,J. Murray misses 3-pt jump shot from 25 ft,,28,45
131,2,8:52.0,,Defensive rebound by N. Bjelica,28,45
132,2,8:47.0,,Turnover by K. Towns (bad pass; steal by W. Chandler),28,45
133,2,8:46.0,Personal foul by G. Dieng (drawn by T. Lyles),,28,45
134,2,8:46.0,,T. Gibson enters the game for G. Dieng,28,45
135,2,8:46.0,N. Jokić enters the game for D. Arthur,,28,45
136,2,8:46.0,M. Plumlee enters the game for T. Lyles,,28,45
137,2,8:34.0,M. Plumlee makes 2-pt layup from 1 ft,,30,45
138,2,8:16.0,,J. Crawford misses 3-pt jump shot from 24 ft,30,45
139,2,8:13.0,,Offensive rebound by K. Towns,30,45
140,2,8:10.0,,J. Crawford makes 2-pt jump shot from 17 ft (assist by K. Towns),30,47
141,2,7:50.0,J. Murray makes 2-pt layup at rim (assist by M. Plumlee),,32,47
142,2,7:36.0,,T. Gibson misses 2-pt jump shot from 10 ft,32,47
143,2,7:35.0,,Offensive rebound by K. Towns,32,47
144,2,7:33.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),32,49
145,2,7:10.0,M. Plumlee misses 2-pt hook shot from 2 ft,,32,49
146,2,7:07.0,,Defensive rebound by T. Jones,32,49
147,2,6:57.0,,T. Jones makes 2-pt jump shot from 21 ft,32,51
148,2,6:43.0,M. Plumlee makes 2-pt layup from 3 ft (assist by W. Barton),,34,51
149,2,6:29.0,,J. Crawford makes 2-pt jump shot from 13 ft,34,53
150,2,6:14.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,37,53
151,2,5:57.0,,T. Jones misses 3-pt jump shot from 23 ft,37,53
152,2,5:55.0,Defensive rebound by W. Chandler,,37,53
153,2,5:46.0,W. Barton makes 2-pt layup from 1 ft (assist by W. Chandler),,39,53
154,2,5:39.0,,Minnesota full timeout,39,53
155,2,5:39.0,,J. Teague enters the game for T. Jones,39,53
156,2,5:39.0,,J. Butler enters the game for N. Bjelica,39,53
157,2,5:39.0,,A. Wiggins enters the game for J. Crawford,39,53
158,2,5:39.0,G. Harris enters the game for W. Barton,,39,53
159,2,5:27.0,,J. Butler misses 2-pt jump shot from 15 ft,39,53
160,2,5:23.0,Defensive rebound by N. Jokić,,39,53
161,2,5:12.0,J. Murray makes 2-pt layup from 1 ft,,41,53
162,2,5:05.0,,Personal foul by G. Harris (drawn by J. Teague),41,53
163,2,4:56.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),41,56
164,2,4:38.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,44,56
165,2,4:11.0,,J. Butler makes 2-pt jump shot from 9 ft,44,58
166,2,3:59.0,J. Murray misses 2-pt layup from 1 ft,,44,58
167,2,3:57.0,Offensive rebound by M. Plumlee,,44,58
168,2,3:57.0,M. Plumlee makes 2-pt layup from 1 ft,,46,58
169,2,3:43.0,,Turnover by K. Towns (bad pass; steal by N. Jokić),46,58
170,2,3:39.0,W. Chandler makes 2-pt layup from 1 ft (assist by G. Harris),,48,58
171,2,3:21.0,,J. Teague makes 2-pt jump shot from 6 ft,48,60
172,2,3:07.0,G. Harris misses 2-pt layup from 4 ft,,48,60
173,2,3:05.0,Offensive rebound by Team,,48,60
174,2,3:05.0,,G. Dieng enters the game for K. Towns,48,60
175,2,3:05.0,T. Lyles enters the game for M. Plumlee,,48,60
176,2,2:55.0,J. Murray misses 2-pt jump shot from 10 ft,,48,60
177,2,2:52.0,,Defensive rebound by G. Dieng,48,60
178,2,2:39.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),48,62
179,2,2:39.0,,Shooting foul by T. Lyles (drawn by T. Gibson),48,62
180,2,2:39.0,Denver full timeout,,48,62
181,2,2:39.0,,T. Gibson makes free throw 1 of 1,48,63
182,2,2:28.0,N. Jokić makes 2-pt jump shot from 12 ft (assist by J. Murray),,50,63
183,2,2:09.0,,G. Dieng misses 2-pt jump shot from 17 ft,50,63
184,2,2:07.0,Defensive rebound by G. Harris,,50,63
185,2,1:53.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by G. Harris),,53,63
186,2,1:37.0,,A. Wiggins misses 2-pt jump shot from 4 ft,53,63
187,2,1:32.0,Defensive rebound by T. Lyles,,53,63
188,2,1:29.0,Offensive foul by W. Chandler (drawn by T. Gibson),,53,63
189,2,1:29.0,Turnover by W. Chandler (offensive foul),,53,63
190,2,1:07.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by J. Teague),53,65
191,2,0:52.0,Shooting foul by T. Gibson (drawn by N. Jokić),,53,65
192,2,0:52.0,N. Jokić makes free throw 1 of 2,,54,65
193,2,0:52.0,T. Craig enters the game for G. Harris,,54,65
194,2,0:52.0,N. Jokić makes free throw 2 of 2,,55,65
195,2,0:43.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by J. Teague),55,68
196,2,0:33.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Murray),,58,68
197,2,0:18.0,,Shooting foul by T. Craig (drawn by J. Butler),58,68
198,2,0:18.0,,J. Butler makes free throw 1 of 3,58,69
199,2,0:18.0,,J. Butler makes free throw 2 of 3,58,70
200,2,0:18.0,,M. Georges-Hunt enters the game for J. Teague,58,70
201,2,0:18.0,G. Harris enters the game for T. Craig,,58,70
202,2,0:18.0,,J. Butler makes free throw 3 of 3,58,71
203,2,0:00.0,J. Murray misses 3-pt jump shot from 23 ft,,58,71
204,2,0:00.0,Offensive rebound by Team,,58,71
205,3,11:46.0,G. Harris makes 3-pt jump shot from 24 ft,,61,71
206,3,11:27.0,,K. Towns misses 2-pt jump shot from 19 ft,61,71
207,3,11:23.0,Defensive rebound by W. Chandler,,61,71
208,3,11:08.0,M. Plumlee misses 2-pt layup from 6 ft (block by K. Towns),,61,71
209,3,11:04.0,Offensive rebound by G. Harris,,61,71
210,3,11:01.0,W. Chandler misses 2-pt jump shot from 7 ft,,61,71
211,3,10:59.0,Offensive rebound by M. Plumlee,,61,71
212,3,10:59.0,M. Plumlee misses 2-pt layup at rim,,61,71
213,3,10:59.0,Offensive rebound by M. Plumlee,,61,71
214,3,10:59.0,Shooting foul by K. Towns (drawn by M. Plumlee),,61,71
215,3,10:59.0,M. Plumlee misses free throw 1 of 2,,61,71
216,3,10:59.0,Offensive rebound by Team,,61,71
217,3,10:59.0,M. Plumlee misses free throw 2 of 2,,61,71
218,3,10:59.0,Offensive rebound by M. Plumlee,,61,71
219,3,10:59.0,Turnover by M. Plumlee (out of bounds lost ball),,61,71
220,3,10:48.0,,T. Gibson makes 2-pt jump shot from 19 ft (assist by J. Butler),61,73
221,3,10:25.0,W. Chandler misses 2-pt jump shot from 4 ft (block by T. Gibson),,61,73
222,3,10:24.0,Offensive rebound by W. Chandler,,61,73
223,3,10:24.0,Offensive foul by W. Chandler (drawn by T. Gibson),,61,73
224,3,10:24.0,Turnover by W. Chandler (offensive foul),,61,73
225,3,10:06.0,,K. Towns misses 2-pt jump shot from 5 ft,61,73
226,3,10:04.0,Defensive rebound by M. Plumlee,,61,73
227,3,9:56.0,M. Plumlee misses 2-pt hook shot from 6 ft,,61,73
228,3,9:54.0,,Defensive rebound by K. Towns,61,73
229,3,9:41.0,,J. Teague misses 2-pt jump shot from 7 ft,61,73
230,3,9:36.0,Defensive rebound by M. Plumlee,,61,73
231,3,9:23.0,G. Harris misses 3-pt jump shot from 25 ft,,61,73
232,3,9:21.0,,Defensive rebound by K. Towns,61,73
233,3,9:06.0,,J. Teague makes 2-pt layup from 1 ft,61,75
234,3,8:49.0,W. Chandler misses 3-pt jump shot from 23 ft,,61,75
235,3,8:47.0,,Defensive rebound by K. Towns,61,75
236,3,8:32.0,,Shooting foul by W. Chandler (drawn by A. Wiggins),61,75
237,3,8:32.0,,A. Wiggins makes free throw 1 of 2,61,76
238,3,8:32.0,,A. Wiggins misses free throw 2 of 2,61,76
239,3,8:29.0,Defensive rebound by N. Jokić,,61,76
240,3,8:17.0,Shooting foul by A. Wiggins (drawn by M. Plumlee),,61,76
241,3,8:17.0,M. Plumlee makes free throw 1 of 2,,62,76
242,3,8:17.0,M. Plumlee makes free throw 2 of 2,,63,76
243,3,8:07.0,,A. Wiggins misses 3-pt jump shot from 26 ft,63,76
244,3,8:02.0,,Offensive rebound by T. Gibson,63,76
245,3,8:02.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by T. Gibson),63,78
246,3,7:36.0,J. Murray makes 2-pt jump shot from 13 ft,,65,78
247,3,7:23.0,,J. Teague misses 2-pt jump shot from 11 ft,65,78
248,3,7:20.0,Defensive rebound by M. Plumlee,,65,78
249,3,7:04.0,Personal foul by T. Gibson (drawn by N. Jokić),,65,78
250,3,6:56.0,N. Jokić misses 3-pt jump shot from 24 ft,,65,78
251,3,6:53.0,,Defensive rebound by T. Gibson,65,78
252,3,6:43.0,,Shooting foul by N. Jokić (drawn by J. Butler),65,78
253,3,6:43.0,,Minnesota full timeout,65,78
254,3,6:43.0,,J. Butler makes free throw 1 of 2,65,79
255,3,6:43.0,,J. Butler makes free throw 2 of 2,65,80
256,3,6:32.0,Personal foul by A. Wiggins (drawn by N. Jokić),,65,80
257,3,6:25.0,Shooting foul by A. Wiggins (drawn by M. Plumlee),,65,80
258,3,6:25.0,M. Plumlee misses free throw 1 of 2,,65,80
259,3,6:25.0,Offensive rebound by Team,,65,80
260,3,6:25.0,M. Plumlee makes free throw 2 of 2,,66,80
261,3,6:07.0,,T. Gibson makes 2-pt jump shot from 9 ft (assist by J. Butler),66,82
262,3,5:40.0,W. Chandler misses 2-pt jump shot from 13 ft,,66,82
263,3,5:38.0,,Defensive rebound by J. Butler,66,82
264,3,5:24.0,,J. Butler misses 3-pt jump shot from 22 ft,66,82
265,3,5:22.0,Defensive rebound by J. Murray,,66,82
266,3,5:11.0,G. Harris misses 3-pt jump shot from 26 ft,,66,82
267,3,5:06.0,,Defensive rebound by T. Gibson,66,82
268,3,5:02.0,,Personal foul by J. Murray (drawn by J. Butler),66,82
269,3,5:02.0,W. Barton enters the game for W. Chandler,,66,82
270,3,5:02.0,T. Lyles enters the game for M. Plumlee,,66,82
271,3,4:53.0,,Turnover by J. Butler (bad pass; steal by N. Jokić),66,82
272,3,4:49.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),,68,82
273,3,4:35.0,,K. Towns makes 2-pt jump shot from 7 ft,68,84
274,3,4:18.0,J. Murray misses 2-pt jump shot from 19 ft,,68,84
275,3,4:16.0,,Defensive rebound by K. Towns,68,84
276,3,4:04.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),68,86
277,3,4:04.0,Denver full timeout,,68,86
278,3,4:04.0,,G. Dieng enters the game for K. Towns,68,86
279,3,3:42.0,T. Lyles makes 2-pt dunk at rim (assist by N. Jokić),,70,86
280,3,3:15.0,,G. Dieng misses 3-pt jump shot from 23 ft,70,86
281,3,3:13.0,Defensive rebound by J. Murray,,70,86
282,3,3:07.0,W. Barton makes 3-pt jump shot from 26 ft (assist by G. Harris),,73,86
283,3,2:41.0,,G. Dieng misses 2-pt jump shot from 6 ft,73,86
284,3,2:39.0,Defensive rebound by T. Lyles,,73,86
285,3,2:33.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Harris),,76,86
286,3,2:31.0,,Minnesota full timeout,76,86
287,3,2:31.0,,J. Crawford enters the game for J. Butler,76,86
288,3,2:20.0,,A. Wiggins misses 2-pt jump shot from 16 ft,76,86
289,3,2:18.0,Defensive rebound by N. Jokić,,76,86
290,3,2:14.0,W. Barton makes 2-pt jump shot from 5 ft,,78,86
291,3,1:45.0,,J. Teague misses 2-pt jump shot from 20 ft,78,86
292,3,1:44.0,,Offensive rebound by Team,78,86
293,3,1:44.0,,N. Bjelica enters the game for T. Gibson,78,86
294,3,1:29.0,,J. Crawford misses 2-pt jump shot from 19 ft (block by T. Lyles),78,86
295,3,1:26.0,Defensive rebound by G. Harris,,78,86
296,3,1:24.0,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),,81,86
297,3,0:59.0,,A. Wiggins misses 2-pt jump shot from 10 ft,81,86
298,3,0:57.0,Defensive rebound by N. Jokić,,81,86
299,3,0:51.0,W. Barton misses 3-pt jump shot from 25 ft (block by A. Wiggins),,81,86
300,3,0:48.0,,Defensive rebound by J. Crawford,81,86
301,3,0:43.0,,J. Crawford makes 2-pt layup at rim,81,88
302,3,0:29.0,T. Lyles misses 3-pt jump shot from 25 ft,,81,88
303,3,0:27.0,Offensive rebound by Team,,81,88
304,3,0:27.0,,Loose ball foul by N. Bjelica (drawn by N. Jokić),81,88
305,3,0:27.0,N. Jokić misses free throw 1 of 2,,81,88
306,3,0:27.0,Offensive rebound by Team,,81,88
307,3,0:27.0,T. Craig enters the game for J. Murray,,81,88
308,3,0:27.0,N. Jokić makes free throw 2 of 2,,82,88
309,3,0:05.0,,A. Wiggins misses 3-pt jump shot from 25 ft,82,88
310,3,0:03.0,Defensive rebound by N. Jokić,,82,88
311,3,0:00.0,W. Barton misses 3-pt jump shot from 29 ft,,82,88
312,3,0:00.0,Offensive rebound by Team,,82,88
313,4,11:47.0,,Shooting foul by T. Craig (drawn by J. Butler),82,88
314,4,11:47.0,,J. Butler makes free throw 1 of 2,82,89
315,4,11:47.0,,J. Butler makes free throw 2 of 2,82,90
316,4,11:27.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by T. Craig),,85,90
317,4,11:27.0,Shooting foul by K. Towns (drawn by T. Lyles),,85,90
318,4,11:27.0,T. Lyles makes free throw 1 of 1,,86,90
319,4,11:15.0,Offensive charge foul by K. Towns (drawn by T. Lyles),,86,90
320,4,11:15.0,,Turnover by K. Towns (offensive foul),86,90
321,4,11:01.0,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),,88,90
322,4,10:38.0,,J. Butler misses 3-pt jump shot from 25 ft,88,90
323,4,10:36.0,Defensive rebound by W. Barton,,88,90
324,4,10:29.0,W. Barton makes 2-pt jump shot from 7 ft,,90,90
325,4,10:29.0,,Minnesota full timeout,90,90
326,4,10:29.0,,T. Gibson enters the game for G. Dieng,90,90
327,4,10:08.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by K. Towns),90,93
328,4,9:43.0,W. Barton misses 2-pt layup from 3 ft (block by K. Towns),,90,93
329,4,9:38.0,Offensive rebound by J. Murray,,90,93
330,4,9:37.0,W. Barton misses 3-pt jump shot from 21 ft,,90,93
331,4,9:37.0,,Defensive rebound by T. Jones,90,93
332,4,9:22.0,,T. Gibson makes 2-pt layup from 1 ft,90,95
333,4,8:56.0,W. Barton makes 2-pt jump shot from 7 ft,,92,95
334,4,8:56.0,Shooting foul by T. Jones (drawn by W. Barton),,92,95
335,4,8:56.0,W. Chandler enters the game for T. Craig,,92,95
336,4,8:56.0,W. Barton misses free throw 1 of 1,,92,95
337,4,8:53.0,Offensive rebound by W. Barton,,92,95
338,4,8:52.0,Turnover by W. Barton (step out of bounds),,92,95
339,4,8:41.0,,Personal foul by W. Chandler (drawn by J. Butler),92,95
340,4,8:35.0,,J. Butler misses 2-pt jump shot from 14 ft,92,95
341,4,8:31.0,Defensive rebound by J. Murray,,92,95
342,4,8:28.0,J. Murray makes 2-pt layup from 1 ft,,94,95
343,4,8:10.0,Offensive charge foul by J. Crawford (drawn by T. Lyles),,94,95
344,4,8:10.0,,Turnover by J. Crawford (offensive foul),94,95
345,4,8:10.0,,J. Teague enters the game for T. Jones,94,95
346,4,7:48.0,J. Murray misses 3-pt jump shot from 24 ft,,94,95
347,4,7:47.0,,Defensive rebound by Team,94,95
348,4,7:47.0,Loose ball foul by J. Murray (drawn by J. Teague),,94,95
349,4,7:33.0,,J. Teague misses 2-pt jump shot from 6 ft,94,95
350,4,7:30.0,Defensive rebound by T. Lyles,,94,95
351,4,7:23.0,Shooting foul by K. Towns (drawn by T. Lyles),,94,95
352,4,7:23.0,T. Lyles makes free throw 1 of 2,,95,95
353,4,7:23.0,,A. Wiggins enters the game for K. Towns,95,95
354,4,7:23.0,G. Harris enters the game for J. Murray,,95,95
355,4,7:23.0,T. Lyles makes free throw 2 of 2,,96,95
356,4,7:01.0,,J. Butler makes 2-pt jump shot from 21 ft,96,97
357,4,6:39.0,Shooting foul by J. Teague (drawn by G. Harris),,96,97
358,4,6:39.0,G. Harris makes free throw 1 of 2,,97,97
359,4,6:39.0,G. Harris makes free throw 2 of 2,,98,97
360,4,6:25.0,,J. Butler makes 2-pt jump shot from 3 ft,98,99
361,4,6:05.0,Turnover by G. Harris (lost ball; steal by J. Crawford),,98,99
362,4,5:47.0,,A. Wiggins makes 2-pt jump shot from 5 ft,98,101
363,4,5:47.0,Denver full timeout,,98,101
364,4,5:47.0,N. Jokić enters the game for T. Lyles,,98,101
365,4,5:47.0,J. Murray enters the game for M. Plumlee,,98,101
366,4,5:33.0,J. Murray misses 3-pt jump shot from 24 ft,,98,101
367,4,5:30.0,,Defensive rebound by J. Teague,98,101
368,4,5:11.0,,J. Butler misses 2-pt jump shot from 19 ft,98,101
369,4,5:08.0,Defensive rebound by J. Murray,,98,101
370,4,4:54.0,W. Chandler misses 3-pt jump shot from 26 ft,,98,101
371,4,4:50.0,,Defensive rebound by J. Teague,98,101
372,4,4:36.0,,J. Butler misses 2-pt layup from 2 ft,98,101
373,4,4:36.0,,Offensive rebound by Team,98,101
374,4,4:36.0,,Minnesota full timeout,98,101
375,4,4:33.0,,J. Crawford misses 3-pt jump shot from 22 ft,98,101
376,4,4:29.0,Defensive rebound by W. Chandler,,98,101
377,4,4:18.0,Personal foul by T. Gibson (drawn by N. Jokić),,98,101
378,4,4:18.0,N. Jokić makes free throw 1 of 2,,99,101
379,4,4:18.0,N. Jokić makes free throw 2 of 2,,100,101
380,4,4:08.0,,Personal foul by N. Jokić (drawn by T. Gibson),100,101
381,4,3:55.0,,J. Teague makes 2-pt layup from 2 ft,100,103
382,4,3:37.0,Turnover by N. Jokić (lost ball; steal by J. Butler),,100,103
383,4,3:19.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),100,105
384,4,3:19.0,Denver full timeout,,100,105
385,4,3:19.0,,K. Towns enters the game for J. Crawford,100,105
