,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
0,1,11:44.0,J. Randle makes 2-pt hook shot from 9 ft (assist by B. Ingram),,2,0
1,1,11:29.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Matthews),2,3
2,1,11:12.0,B. Ingram makes 2-pt jump shot from 13 ft (assist by L. Ball),,4,3
3,1,10:57.0,,D. Smith makes 2-pt layup at rim (assist by Y. Ferrell),4,5
4,1,10:45.0,J. Randle makes 2-pt hook shot from 5 ft,,6,5
5,1,10:25.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,6,5
6,1,10:22.0,Defensive rebound by L. Ball,,6,5
7,1,10:13.0,B. Lopez misses 3-pt jump shot from 25 ft,,6,5
8,1,10:10.0,,Defensive rebound by D. Smith,6,5
9,1,9:58.0,,H. Barnes misses 2-pt jump shot from 9 ft,6,5
10,1,9:55.0,,Offensive rebound by Y. Ferrell,6,5
11,1,9:54.0,,W. Matthews misses 3-pt jump shot from 25 ft,6,5
12,1,9:52.0,Defensive rebound by L. Ball,,6,5
13,1,9:43.0,B. Lopez misses 2-pt hook shot from 7 ft,,6,5
14,1,9:41.0,,Defensive rebound by D. Nowitzki,6,5
15,1,9:25.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,6,5
16,1,9:20.0,Defensive rebound by B. Ingram,,6,5
17,1,9:15.0,J. Randle makes 2-pt layup at rim (assist by B. Ingram),,8,5
18,1,8:56.0,,W. Matthews misses 3-pt jump shot from 25 ft,8,5
19,1,8:54.0,Defensive rebound by L. Ball,,8,5
20,1,8:42.0,B. Lopez misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,8,5
21,1,8:40.0,Offensive rebound by B. Lopez,,8,5
22,1,8:38.0,B. Lopez makes 2-pt jump shot from 9 ft,,10,5
23,1,8:20.0,,D. Smith makes 3-pt jump shot from 29 ft (assist by W. Matthews),10,8
24,1,8:06.0,Turnover by J. Randle (lost ball; steal by H. Barnes),,10,8
25,1,8:00.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),10,11
26,1,7:39.0,B. Ingram makes 2-pt jump shot from 17 ft,,12,11
27,1,7:19.0,,D. Smith misses 2-pt jump shot from 12 ft,12,11
28,1,7:17.0,Defensive rebound by B. Ingram,,12,11
29,1,7:12.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by B. Ingram),,14,11
30,1,6:56.0,,Personal foul by J. Randle (drawn by H. Barnes),14,11
31,1,6:56.0,,Dallas full timeout,14,11
32,1,6:56.0,,S. Mejri enters the game for D. Nowitzki,14,11
33,1,6:44.0,,H. Barnes misses 2-pt jump shot from 23 ft,14,11
34,1,6:40.0,Defensive rebound by B. Ingram,,14,11
35,1,6:34.0,B. Lopez misses 2-pt jump shot from 12 ft,,14,11
36,1,6:34.0,Offensive rebound by Team,,14,11
37,1,6:34.0,,Loose ball foul by S. Mejri (drawn by J. Randle),14,11
38,1,6:28.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,14,11
39,1,6:25.0,,Defensive rebound by H. Barnes,14,11
40,1,6:21.0,,Turnover by D. Smith (bad pass),14,11
41,1,6:00.0,J. Randle makes 2-pt hook shot from 7 ft,,16,11
42,1,5:47.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,16,11
43,1,5:44.0,Defensive rebound by J. Randle,,16,11
44,1,5:33.0,J. Randle misses 2-pt hook shot from 9 ft,,16,11
45,1,5:30.0,Offensive rebound by K. Caldwell-Pope,,16,11
46,1,5:24.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by B. Ingram),,19,11
47,1,5:04.0,,H. Barnes misses 3-pt jump shot from 22 ft,19,11
48,1,5:03.0,Defensive rebound by B. Ingram,,19,11
49,1,5:03.0,K. Kuzma enters the game for L. Ball,,19,11
50,1,5:03.0,T. Ennis enters the game for B. Lopez,,19,11
51,1,4:54.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,19,11
52,1,4:49.0,,Defensive rebound by Y. Ferrell,19,11
53,1,4:48.0,,Personal block foul by K. Caldwell-Pope (drawn by Y. Ferrell),19,11
54,1,4:48.0,,D. Harris enters the game for Y. Ferrell,19,11
