,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
80,1,2:03.0,,G. Dieng misses 3-pt jump shot from 22 ft,27,26
81,1,1:58.0,Defensive rebound by A. Gordon,,27,26
82,1,1:54.0,A. Gordon misses 3-pt jump shot from 25 ft,,27,26
83,1,1:48.0,,Defensive rebound by T. Jones,27,26
84,1,1:47.0,,Shooting foul by A. Gordon (drawn by G. Dieng),27,26
85,1,1:47.0,,G. Dieng misses free throw 1 of 2,27,26
86,1,1:47.0,,Offensive rebound by Team,27,26
87,1,1:47.0,A. Afflalo enters the game for A. Gordon,,27,26
88,1,1:47.0,M. Speights enters the game for E. Fournier,,27,26
89,1,1:47.0,,G. Dieng makes free throw 2 of 2,27,27
90,1,1:38.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by J. Simmons),,29,27
91,1,1:23.0,,G. Dieng misses 2-pt jump shot from 7 ft,29,27
92,1,1:20.0,Defensive rebound by A. Afflalo,,29,27
93,1,1:10.0,M. Speights makes 3-pt jump shot from 25 ft (assist by D. Augustin),,32,27
94,1,0:54.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by T. Jones),32,30
95,1,0:36.0,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Simmons),,35,30
96,1,0:28.0,,J. Crawford misses 2-pt jump shot from 20 ft (block by A. Afflalo),35,30
97,1,0:25.0,Defensive rebound by A. Afflalo,,35,30
98,1,0:06.0,J. Simmons misses 2-pt jump shot from 17 ft,,35,30
99,1,0:03.0,,Defensive rebound by T. Jones,35,30
100,1,0:00.0,,T. Jones misses 3-pt jump shot from 25 ft,35,30
101,1,0:00.0,,Offensive rebound by Team,35,30
102,2,11:48.0,,N. Bjelica misses 3-pt jump shot from 24 ft,35,30
103,2,11:45.0,Defensive rebound by D. Augustin,,35,30
104,2,11:22.0,J. Simmons misses 3-pt jump shot from 28 ft,,35,30
105,2,11:21.0,Offensive rebound by Team,,35,30
106,2,11:21.0,,Loose ball foul by N. Bjelica (drawn by M. Speights),35,30
107,2,11:07.0,D. Augustin misses 2-pt jump shot from 8 ft,,35,30
108,2,11:04.0,,Defensive rebound by T. Jones,35,30
109,2,11:02.0,,Shooting foul by M. Speights (drawn by S. Muhammad),35,30
110,2,11:02.0,,S. Muhammad makes free throw 1 of 2,35,31
111,2,11:02.0,,S. Muhammad makes free throw 2 of 2,35,32
112,2,10:44.0,J. Simmons misses 3-pt jump shot from 22 ft,,35,32
113,2,10:40.0,Offensive rebound by B. Biyombo,,35,32
114,2,10:38.0,Turnover by B. Biyombo (bad pass; steal by N. Bjelica),,35,32
115,2,10:34.0,,J. Crawford misses 2-pt layup from 2 ft (block by B. Biyombo),35,32
116,2,10:32.0,Defensive rebound by B. Biyombo,,35,32
117,2,10:28.0,M. Speights misses 3-pt jump shot from 25 ft,,35,32
118,2,10:28.0,Offensive rebound by J. Simmons,,35,32
119,2,10:23.0,J. Simmons makes 2-pt layup at rim,,37,32
120,2,10:05.0,,N. Bjelica misses 2-pt jump shot from 18 ft,37,32
121,2,10:03.0,Defensive rebound by J. Simmons,,37,32
122,2,9:57.0,Personal foul by J. Crawford (drawn by A. Afflalo),,37,32
123,2,9:57.0,,K. Towns enters the game for G. Dieng,37,32
124,2,9:46.0,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),,39,32
125,2,9:29.0,,J. Crawford misses 3-pt jump shot from 24 ft,39,32
126,2,9:25.0,Defensive rebound by D. Augustin,,39,32
127,2,9:17.0,M. Speights misses 2-pt jump shot from 6 ft,,39,32
128,2,9:11.0,,Defensive rebound by J. Crawford,39,32
129,2,9:10.0,,Shooting foul by A. Afflalo (drawn by S. Muhammad),39,32
130,2,9:10.0,,S. Muhammad makes free throw 1 of 2,39,33
131,2,9:10.0,,T. Gibson enters the game for N. Bjelica,39,33
132,2,9:10.0,,S. Muhammad makes free throw 2 of 2,39,34
133,2,8:58.0,J. Simmons misses 2-pt jump shot from 15 ft,,39,34
134,2,8:54.0,,Defensive rebound by T. Gibson,39,34
135,2,8:50.0,,J. Crawford makes 2-pt jump shot from 17 ft,39,36
136,2,8:50.0,,Shooting foul by B. Biyombo (drawn by J. Crawford),39,36
137,2,8:50.0,,J. Crawford makes free throw 1 of 1,39,37
138,2,8:42.0,D. Augustin makes 2-pt jump shot from 8 ft,,41,37
139,2,8:42.0,Shooting foul by T. Jones (drawn by D. Augustin),,41,37
140,2,8:42.0,,J. Teague enters the game for T. Jones,41,37
141,2,8:42.0,D. Augustin makes free throw 1 of 1,,42,37
142,2,8:31.0,,J. Crawford misses 2-pt jump shot from 17 ft,42,37
143,2,8:28.0,Defensive rebound by B. Biyombo,,42,37
144,2,8:09.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by M. Speights),,45,37
145,2,7:54.0,,Personal foul by A. Afflalo (drawn by J. Teague),45,37
146,2,7:54.0,,J. Butler enters the game for J. Crawford,45,37
147,2,7:39.0,,Turnover by Team (shot clock),45,37
148,2,7:27.0,Turnover by M. Speights (traveling),,45,37
149,2,7:27.0,,A. Wiggins enters the game for S. Muhammad,45,37
150,2,7:17.0,,J. Teague makes 2-pt jump shot from 13 ft,45,39
151,2,7:01.0,Turnover by B. Biyombo (traveling),,45,39
152,2,6:48.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Teague),45,41
153,2,6:47.0,Orlando full timeout,,45,41
154,2,6:47.0,T. Ross enters the game for A. Afflalo,,45,41
155,2,6:47.0,N. Vučević enters the game for B. Biyombo,,45,41
156,2,6:32.0,M. Speights misses 2-pt layup from 1 ft,,45,41
157,2,6:29.0,,Defensive rebound by J. Teague,45,41
158,2,6:27.0,,Shooting foul by D. Augustin (drawn by J. Teague),45,41
159,2,6:27.0,,J. Teague makes free throw 1 of 2,45,42
160,2,6:27.0,E. Payton enters the game for M. Speights,,45,42
161,2,6:27.0,A. Gordon enters the game for D. Augustin,,45,42
162,2,6:27.0,E. Fournier enters the game for J. Simmons,,45,42
163,2,6:27.0,,J. Teague makes free throw 2 of 2,45,43
164,2,6:05.0,N. Vučević misses 2-pt jump shot from 13 ft,,45,43
165,2,6:04.0,Offensive rebound by Team,,45,43
166,2,6:04.0,Turnover by Team (shot clock),,45,43
167,2,5:47.0,,J. Butler misses 2-pt jump shot from 10 ft,45,43
168,2,5:47.0,Defensive rebound by N. Vučević,,45,43
169,2,5:38.0,T. Ross misses 3-pt jump shot from 26 ft,,45,43
170,2,5:38.0,,Defensive rebound by K. Towns,45,43
171,2,5:30.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),45,45
172,2,5:15.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by E. Payton),,48,45
173,2,4:57.0,,K. Towns misses 3-pt jump shot from 24 ft,48,45
174,2,4:54.0,Defensive rebound by N. Vučević,,48,45
175,2,4:49.0,A. Gordon makes 2-pt layup from 2 ft (assist by E. Payton),,50,45
176,2,4:35.0,,J. Teague misses 2-pt hook shot from 6 ft,50,45
177,2,4:33.0,,Offensive rebound by K. Towns,50,45
178,2,4:33.0,,K. Towns makes 2-pt hook shot from 1 ft,50,47
179,2,4:17.0,E. Fournier makes 2-pt jump shot from 23 ft,,52,47
180,2,3:59.0,,J. Teague makes 2-pt jump shot from 3 ft,52,49
181,2,3:42.0,N. Vučević misses 2-pt hook shot from 5 ft,,52,49
182,2,3:40.0,,Defensive rebound by J. Butler,52,49
183,2,3:36.0,,Shooting foul by E. Payton (drawn by J. Butler),52,49
184,2,3:36.0,,J. Butler makes free throw 1 of 2,52,50
185,2,3:36.0,,J. Butler makes free throw 2 of 2,52,51
186,2,3:26.0,Shooting foul by K. Towns (drawn by E. Fournier),,52,51
187,2,3:26.0,E. Fournier makes free throw 1 of 2,,53,51
188,2,3:26.0,E. Fournier makes free throw 2 of 2,,54,51
189,2,3:16.0,,A. Wiggins misses 2-pt jump shot from 12 ft,54,51
190,2,3:14.0,Defensive rebound by A. Gordon,,54,51
191,2,3:06.0,Turnover by N. Vučević (bad pass; steal by J. Teague),,54,51
192,2,3:00.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),54,53
193,2,2:53.0,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Payton),,57,53
194,2,2:32.0,,A. Wiggins misses 2-pt jump shot from 16 ft,57,53
195,2,2:31.0,Defensive rebound by T. Ross,,57,53
196,2,2:22.0,Turnover by E. Payton (bad pass; steal by T. Gibson),,57,53
197,2,2:17.0,,J. Butler makes 2-pt dunk from 1 ft (assist by J. Teague),57,55
198,2,2:05.0,E. Payton misses 2-pt layup from 2 ft (block by J. Teague),,57,55
199,2,2:05.0,Offensive rebound by Team,,57,55
200,2,2:05.0,,Minnesota full timeout,57,55
201,2,2:00.0,E. Fournier misses 2-pt layup from 1 ft,,57,55
202,2,1:56.0,,Defensive rebound by K. Towns,57,55
203,2,1:36.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by J. Teague),57,57
204,2,1:23.0,E. Fournier misses 3-pt jump shot from 23 ft,,57,57
205,2,1:20.0,,Defensive rebound by K. Towns,57,57
206,2,1:13.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Butler),57,60
207,2,1:02.0,Turnover by N. Vučević (lost ball; steal by J. Butler),,57,60
208,2,1:00.0,,J. Butler makes 2-pt dunk from 1 ft,57,62
209,2,0:51.0,Personal foul by K. Towns (drawn by E. Fournier),,57,62
210,2,0:51.0,E. Fournier makes free throw 1 of 2,,58,62
211,2,0:51.0,J. Simmons enters the game for E. Payton,,58,62
212,2,0:51.0,E. Fournier makes free throw 2 of 2,,59,62
213,2,0:38.0,,T. Gibson makes 2-pt jump shot from 6 ft (assist by K. Towns),59,64
214,2,0:27.0,J. Simmons makes 3-pt jump shot from 22 ft (assist by N. Vučević),,62,64
215,2,0:04.0,,Shooting foul by N. Vučević (drawn by T. Gibson),62,64
216,2,0:04.0,,T. Gibson makes free throw 1 of 2,62,65
217,2,0:04.0,M. Speights enters the game for N. Vučević,,62,65
218,2,0:04.0,,T. Gibson misses free throw 2 of 2,62,65
219,2,0:02.0,Defensive rebound by A. Gordon,,62,65
220,2,0:00.0,A. Gordon misses 3-pt jump shot from 30 ft,,62,65
221,2,0:00.0,Offensive rebound by Team,,62,65
222,3,11:47.0,,K. Towns misses 2-pt hook shot from 5 ft,62,65
223,3,11:44.0,Defensive rebound by E. Payton,,62,65
224,3,11:39.0,T. Ross makes 3-pt jump shot from 24 ft (assist by E. Payton),,65,65
225,3,11:11.0,,K. Towns makes 3-pt jump shot from 22 ft (assist by J. Teague),65,68
226,3,10:51.0,N. Vučević misses 3-pt jump shot from 24 ft,,65,68
227,3,10:47.0,,Defensive rebound by T. Gibson,65,68
228,3,10:38.0,,Shooting foul by A. Gordon (drawn by T. Gibson),65,68
229,3,10:38.0,,T. Gibson makes free throw 1 of 2,65,69
230,3,10:38.0,,T. Gibson makes free throw 2 of 2,65,70
231,3,10:24.0,Turnover by N. Vučević (lost ball; steal by J. Teague),,65,70
232,3,10:22.0,,J. Teague makes 2-pt layup from 2 ft,65,72
233,3,10:22.0,Violation by A. Gordon (def goaltending),,65,72
234,3,10:10.0,E. Fournier makes 2-pt layup from 5 ft,,67,72
235,3,9:56.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by T. Gibson),67,75
236,3,9:56.0,,Shooting foul by E. Fournier (drawn by J. Butler),67,75
237,3,9:56.0,,J. Butler makes free throw 1 of 1,67,76
238,3,9:47.0,Shooting foul by J. Butler (drawn by E. Fournier),,67,76
239,3,9:47.0,E. Fournier makes free throw 1 of 2,,68,76
240,3,9:47.0,E. Fournier makes free throw 2 of 2,,69,76
241,3,9:36.0,,T. Gibson misses 2-pt layup from 3 ft (block by N. Vučević),69,76
242,3,9:32.0,Defensive rebound by E. Payton,,69,76
243,3,9:28.0,T. Ross misses 2-pt jump shot from 9 ft,,69,76
244,3,9:23.0,,Defensive rebound by J. Butler,69,76
245,3,9:15.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Butler),69,78
246,3,9:01.0,A. Gordon makes 2-pt layup at rim (assist by N. Vučević),,71,78
247,3,8:50.0,,Shooting foul by A. Gordon (drawn by T. Gibson),71,78
248,3,8:50.0,,T. Gibson makes free throw 1 of 2,71,79
249,3,8:50.0,Orlando full timeout,,71,79
250,3,8:50.0,,T. Gibson misses free throw 2 of 2,71,79
251,3,8:47.0,Defensive rebound by A. Gordon,,71,79
252,3,8:32.0,N. Vučević misses 2-pt jump shot from 10 ft,,71,79
253,3,8:30.0,,Defensive rebound by T. Gibson,71,79
254,3,8:18.0,,Turnover by A. Wiggins (traveling),71,79
255,3,8:10.0,E. Fournier misses 3-pt jump shot from 24 ft,,71,79
256,3,8:06.0,,Defensive rebound by J. Teague,71,79
257,3,8:04.0,,Personal foul by E. Fournier (drawn by A. Wiggins),71,79
258,3,7:54.0,,A. Wiggins makes 2-pt jump shot from 17 ft,71,81
259,3,7:43.0,N. Vučević misses 3-pt jump shot from 24 ft,,71,81
260,3,7:42.0,,Defensive rebound by Team,71,81
261,3,7:25.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by J. Teague),71,84
262,3,7:24.0,Orlando full timeout,,71,84
263,3,7:10.0,N. Vučević misses 2-pt jump shot from 13 ft,,71,84
264,3,7:07.0,,Defensive rebound by T. Gibson,71,84
265,3,6:45.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by J. Teague),71,86
266,3,6:39.0,Shooting foul by J. Teague (drawn by E. Payton),,71,86
267,3,6:39.0,E. Payton misses free throw 1 of 2,,71,86
268,3,6:39.0,Offensive rebound by Team,,71,86
269,3,6:39.0,B. Biyombo enters the game for E. Fournier,,71,86
270,3,6:39.0,J. Simmons enters the game for N. Vučević,,71,86
271,3,6:39.0,E. Payton misses free throw 2 of 2,,71,86
272,3,6:36.0,Offensive rebound by A. Gordon,,71,86
273,3,6:31.0,E. Payton misses 3-pt jump shot from 25 ft,,71,86
274,3,6:28.0,Offensive rebound by A. Gordon,,71,86
275,3,6:25.0,A. Gordon makes 2-pt layup from 1 ft,,73,86
276,3,6:07.0,,K. Towns misses 2-pt hook shot from 7 ft,73,86
277,3,6:05.0,Defensive rebound by T. Ross,,73,86
278,3,5:57.0,Turnover by T. Ross (bad pass; steal by T. Gibson),,73,86
279,3,5:50.0,,A. Wiggins misses 3-pt jump shot from 25 ft,73,86
280,3,5:47.0,,Offensive rebound by K. Towns,73,86
281,3,5:45.0,,Offensive foul by A. Wiggins (drawn by A. Gordon),73,86
282,3,5:45.0,,Turnover by A. Wiggins (offensive foul),73,86
283,3,5:26.0,A. Gordon misses 3-pt jump shot from 22 ft,,73,86
284,3,5:22.0,,Defensive rebound by T. Gibson,73,86
285,3,5:15.0,,Turnover by K. Towns (lost ball; steal by E. Payton),73,86
286,3,5:14.0,,Violation by K. Towns (kicked ball),73,86
287,3,4:57.0,J. Simmons makes 2-pt jump shot from 13 ft,,75,86
288,3,4:34.0,,J. Butler misses 2-pt jump shot from 8 ft,75,86
289,3,4:29.0,,Offensive rebound by K. Towns,75,86
290,3,4:29.0,,K. Towns makes 2-pt dunk at rim,75,88
291,3,4:16.0,A. Gordon misses 2-pt jump shot from 21 ft,,75,88
292,3,4:14.0,,Defensive rebound by K. Towns,75,88
293,3,3:56.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by A. Wiggins),75,90
294,3,3:56.0,Orlando full timeout,,75,90
295,3,3:56.0,A. Afflalo enters the game for A. Gordon,,75,90
296,3,3:56.0,M. Speights enters the game for E. Payton,,75,90
297,3,3:56.0,D. Augustin enters the game for T. Ross,,75,90
298,3,3:47.0,Personal foul by T. Gibson (drawn by M. Speights),,75,90
299,3,3:37.0,M. Speights makes 2-pt jump shot from 13 ft,,77,90
300,3,3:17.0,,Shooting foul by A. Afflalo (drawn by A. Wiggins),77,90
301,3,3:17.0,,A. Wiggins makes free throw 1 of 2,77,91
302,3,3:17.0,,G. Dieng enters the game for K. Towns,77,91
303,3,3:17.0,,A. Wiggins makes free throw 2 of 2,77,92
304,3,3:09.0,D. Augustin makes 3-pt jump shot from 24 ft,,80,92
305,3,2:57.0,,Personal block foul by M. Speights (drawn by J. Teague),80,92
306,3,2:57.0,,J. Teague makes free throw 1 of 2,80,93
307,3,2:57.0,,J. Teague makes free throw 2 of 2,80,94
308,3,2:48.0,M. Speights misses 3-pt jump shot from 24 ft,,80,94
309,3,2:44.0,,Defensive rebound by A. Wiggins,80,94
310,3,2:36.0,,Personal foul by D. Augustin (drawn by J. Teague),80,94
311,3,2:36.0,,J. Teague makes free throw 1 of 2,80,95
312,3,2:36.0,,J. Crawford enters the game for J. Butler,80,95
313,3,2:36.0,,J. Teague makes free throw 2 of 2,80,96
314,3,2:21.0,Personal foul by G. Dieng (drawn by D. Augustin),,80,96
315,3,2:21.0,,T. Jones enters the game for J. Teague,80,96
316,3,2:10.0,B. Biyombo misses 2-pt hook shot from 2 ft,,80,96
317,3,2:08.0,,Defensive rebound by G. Dieng,80,96
318,3,1:54.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Crawford),80,99
319,3,1:33.0,Turnover by J. Simmons (bad pass; steal by A. Wiggins),,80,99
320,3,1:29.0,,Shooting foul by M. Speights (drawn by T. Gibson),80,99
321,3,1:29.0,,T. Gibson makes free throw 1 of 2,80,100
322,3,1:29.0,,T. Gibson makes free throw 2 of 2,80,101
323,3,1:11.0,Turnover by A. Afflalo (lost ball; steal by J. Crawford),,80,101
324,3,0:57.0,,A. Wiggins misses 3-pt jump shot from 23 ft,80,101
325,3,0:55.0,Defensive rebound by J. Simmons,,80,101
326,3,0:43.0,,Offensive charge foul by J. Simmons (drawn by G. Dieng),80,101
327,3,0:43.0,Turnover by J. Simmons (offensive foul),,80,101
328,3,0:34.0,,Turnover by J. Crawford (bad pass; steal by J. Simmons),80,101
329,3,0:29.0,J. Simmons misses 2-pt layup from 3 ft (block by A. Wiggins),,80,101
330,3,0:25.0,,Defensive rebound by A. Wiggins,80,101
331,3,0:23.0,,J. Crawford misses 3-pt jump shot from 26 ft,80,101
332,3,0:23.0,,Offensive rebound by A. Wiggins,80,101
333,3,0:20.0,,A. Wiggins makes 2-pt layup from 2 ft,80,103
334,3,0:20.0,,Shooting foul by B. Biyombo (drawn by A. Wiggins),80,103
335,3,0:20.0,,A. Wiggins misses free throw 1 of 1,80,103
336,3,0:18.0,,Offensive rebound by T. Gibson,80,103
337,3,0:04.0,,J. Crawford makes 2-pt layup from 4 ft,80,105
338,3,0:04.0,,Shooting foul by A. Afflalo (drawn by J. Crawford),80,105
339,3,0:04.0,E. Fournier enters the game for A. Afflalo,,80,105
340,3,0:04.0,,J. Crawford makes free throw 1 of 1,80,106
341,3,0:00.0,M. Speights misses 3-pt jump shot from 27 ft,,80,106
342,3,0:00.0,Offensive rebound by Team,,80,106
343,4,11:40.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,82,106
344,4,11:21.0,,J. Crawford misses 2-pt jump shot from 7 ft,82,106
345,4,11:18.0,,Offensive rebound by G. Dieng,82,106
346,4,11:17.0,,T. Jones misses 3-pt jump shot from 22 ft,82,106
347,4,11:17.0,Defensive rebound by N. Vučević,,82,106
348,4,10:54.0,A. Gordon misses 3-pt jump shot from 26 ft,,82,106
349,4,10:49.0,,Defensive rebound by S. Muhammad,82,106
350,4,10:31.0,,J. Crawford misses 3-pt jump shot from 28 ft,82,106
351,4,10:27.0,Defensive rebound by N. Vučević,,82,106
352,4,10:23.0,E. Payton makes 2-pt layup from 3 ft,,84,106
353,4,10:23.0,,Minnesota full timeout,84,106
354,4,10:06.0,,S. Muhammad misses 2-pt jump shot from 7 ft,84,106
355,4,10:00.0,,Offensive rebound by G. Dieng,84,106
356,4,10:00.0,,G. Dieng misses 2-pt layup at rim,84,106
357,4,9:59.0,Defensive rebound by T. Ross,,84,106
358,4,9:59.0,E. Payton makes 2-pt layup from 2 ft,,86,106
359,4,9:59.0,Shooting foul by G. Dieng (drawn by E. Payton),,86,106
360,4,9:59.0,E. Payton makes free throw 1 of 1,,87,106
361,4,9:39.0,,N. Bjelica misses 3-pt jump shot from 26 ft,87,106
362,4,9:37.0,Defensive rebound by N. Vučević,,87,106
363,4,9:29.0,Shooting foul by N. Bjelica (drawn by T. Ross),,87,106
364,4,9:29.0,T. Ross makes free throw 1 of 3,,88,106
365,4,9:29.0,T. Ross makes free throw 2 of 3,,89,106
366,4,9:29.0,,J. Butler enters the game for T. Jones,89,106
367,4,9:29.0,,J. Teague enters the game for J. Crawford,89,106
368,4,9:29.0,,T. Gibson enters the game for N. Bjelica,89,106
369,4,9:29.0,T. Ross makes free throw 3 of 3,,90,106
370,4,9:14.0,,S. Muhammad misses 3-pt jump shot from 22 ft,90,106
371,4,9:13.0,Defensive rebound by A. Gordon,,90,106
372,4,9:13.0,Personal foul by G. Dieng (drawn by A. Gordon),,90,106
373,4,9:13.0,,K. Towns enters the game for G. Dieng,90,106
374,4,9:13.0,,A. Wiggins enters the game for S. Muhammad,90,106
375,4,9:00.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Payton),,93,106
376,4,8:37.0,,J. Teague misses 2-pt jump shot from 4 ft,93,106
377,4,8:36.0,Defensive rebound by T. Ross,,93,106
378,4,8:29.0,T. Ross makes 2-pt jump shot from 9 ft,,95,106
379,4,8:11.0,,J. Teague misses 3-pt jump shot from 27 ft,95,106
380,4,8:08.0,Defensive rebound by E. Payton,,95,106
381,4,8:01.0,E. Payton misses 2-pt layup from 2 ft,,95,106
382,4,7:59.0,,Personal foul by N. Vučević,95,106
383,4,7:59.0,Technical foul by N. Vučević,,95,106
384,4,7:59.0,,K. Towns makes technical free throw,95,107
385,4,7:58.0,,Defensive rebound by K. Towns,95,107
386,4,7:42.0,,J. Butler misses 2-pt jump shot from 4 ft,95,107
