,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
0,1,11:44.0,E. Freedom misses 2-pt layup at rim,,0,0
1,1,11:41.0,Offensive rebound by E. Freedom,,0,0
2,1,11:41.0,E. Freedom misses 2-pt layup from 2 ft (block by D. Collison),,0,0
3,1,11:41.0,,Defensive rebound by D. Collison,0,0
4,1,11:37.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by D. Dotson),0,0
5,1,11:37.0,,Offensive rebound by Team,0,0
6,1,11:16.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,0,2
7,1,11:03.0,C. Lee makes 2-pt jump shot from 10 ft (assist by D. Dotson),,2,2
8,1,10:49.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),2,4
9,1,10:37.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),,4,4
10,1,10:20.0,,T. Young makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),4,7
11,1,10:04.0,Personal foul by D. Collison (drawn by J. Jack),,4,7
12,1,9:53.0,M. Beasley makes 2-pt jump shot from 6 ft,,6,7
13,1,9:41.0,,Turnover by M. Turner (bad pass),6,7
14,1,9:23.0,Turnover by M. Beasley (traveling),,6,7
15,1,9:07.0,,D. Collison makes 2-pt jump shot from 19 ft,6,9
16,1,8:50.0,Turnover by M. Beasley (bad pass; steal by M. Turner),,6,9
17,1,8:44.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Bogdanović),6,11
18,1,8:22.0,E. Freedom misses 2-pt layup from 7 ft (block by M. Turner),,6,11
19,1,8:20.0,Offensive rebound by E. Freedom,,6,11
20,1,8:19.0,M. Beasley misses 2-pt jump shot from 19 ft,,6,11
21,1,8:15.0,,Defensive rebound by M. Turner,6,11
22,1,8:05.0,,T. Young makes 2-pt hook shot from 7 ft (assist by D. Collison),6,13
23,1,7:58.0,New York full timeout,,6,13
