,QUARTER,TIME_REMAINING,DENVER_ACTION,TORONTO_ACTION,DENVER_SCORE,TORONTO_SCORE
372,4,2:59.0,Personal foul by P. Siakam (drawn by P. Millsap),,99,107
373,4,2:59.0,,Toronto full timeout,99,107
374,4,2:52.0,N. Jokić misses 2-pt jump shot from 12 ft,,99,107
375,4,2:50.0,,Defensive rebound by P. Siakam,99,107
376,4,2:33.0,,F. VanVleet misses 3-pt jump shot from 22 ft,99,107
377,4,2:29.0,Defensive rebound by J. Murray,,99,107
378,4,2:20.0,J. Murray makes 2-pt jump shot from 14 ft,,101,107
379,4,1:57.0,,J. Poeltl makes 2-pt jump shot from 12 ft (assist by P. Siakam),101,109
380,4,1:44.0,,Offensive charge foul by W. Barton (drawn by D. Wright),101,109
381,4,1:44.0,Turnover by W. Barton (offensive foul),,101,109
382,4,1:30.0,,Turnover by P. Siakam (bad pass; steal by J. Murray),101,109
383,4,1:25.0,J. Murray misses 2-pt jump shot from 1 ft,,101,109
384,4,1:21.0,,Defensive rebound by P. Siakam,101,109
385,4,1:03.0,,F. VanVleet misses 2-pt layup from 1 ft,101,109
386,4,1:03.0,,Offensive rebound by J. Poeltl,101,109
387,4,1:03.0,,J. Poeltl makes 2-pt layup at rim,101,111
388,4,1:03.0,Denver full timeout,,101,111
389,4,0:53.0,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),,104,111
390,4,0:31.0,,P. Siakam misses 2-pt layup from 2 ft,104,111
391,4,0:30.0,Defensive rebound by N. Jokić,,104,111
392,4,0:18.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Jokić),,107,111
393,4,0:15.0,,Personal take foul by J. Murray (drawn by D. Wright),107,111
394,4,0:13.0,,Personal take foul by W. Chandler (drawn by F. VanVleet),107,111
395,4,0:13.0,,F. VanVleet makes free throw 1 of 2,107,112
396,4,0:13.0,,F. VanVleet makes free throw 2 of 2,107,113
397,4,0:13.0,Denver full timeout,,107,113
398,4,0:11.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Chandler),,110,113
399,4,0:10.0,,Toronto full timeout,110,113
400,4,0:10.0,,J. Valančiūnas enters the game for J. Poeltl,110,113
401,4,0:10.0,,C. Miles enters the game for P. Siakam,110,113
402,4,0:09.0,,Personal take foul by P. Millsap (drawn by J. Valančiūnas),110,113
403,4,0:09.0,,J. Valančiūnas misses free throw 1 of 2,110,113
404,4,0:09.0,,Offensive rebound by Team,110,113
405,4,0:09.0,,P. Siakam enters the game for C. Miles,110,113
406,4,0:09.0,,J. Valančiūnas makes free throw 2 of 2,110,114
407,4,0:05.0,Personal take foul by F. VanVleet (drawn by W. Barton),,110,114
408,4,0:05.0,,J. Poeltl enters the game for J. Valančiūnas,110,114
409,4,0:01.0,J. Murray misses 3-pt jump shot from 25 ft,,110,114
410,4,0:01.0,,Defensive rebound by K. Lowry,110,114
