,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:46.0,Turnover by J. Teague (lost ball; steal by T. Ulis),,0,0
1,1,11:22.0,,T. Warren misses 2-pt jump shot from 21 ft,0,0
2,1,11:18.0,Defensive rebound by K. Towns,,0,0
3,1,11:16.0,Turnover by J. Teague (bad pass),,0,0
4,1,11:04.0,,T. Warren misses 3-pt jump shot from 23 ft,0,0
5,1,11:00.0,Defensive rebound by J. Teague,,0,0
6,1,10:52.0,Offensive foul by K. Towns (drawn by M. Chriss),,0,0
7,1,10:52.0,Turnover by K. Towns (offensive foul),,0,0
8,1,10:39.0,,J. Jackson misses 2-pt layup from 4 ft,0,0
9,1,10:37.0,Defensive rebound by Team,,0,0
10,1,10:37.0,,Loose ball foul by J. Jackson (drawn by K. Towns),0,0
11,1,10:24.0,J. Butler misses 2-pt jump shot from 19 ft,,0,0
12,1,10:20.0,,Defensive rebound by T. Chandler,0,0
13,1,10:09.0,,T. Warren misses 2-pt jump shot from 13 ft,0,0
14,1,10:06.0,Defensive rebound by K. Towns,,0,0
15,1,10:03.0,,Offensive charge foul by A. Wiggins (drawn by J. Jackson),0,0
16,1,10:03.0,Turnover by A. Wiggins (offensive foul),,0,0
17,1,9:47.0,,T. Ulis misses 2-pt jump shot from 15 ft,0,0
18,1,9:44.0,Defensive rebound by J. Teague,,0,0
19,1,9:39.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by J. Teague),,3,0
20,1,9:19.0,,M. Chriss misses 3-pt jump shot from 24 ft,3,0
21,1,9:17.0,Defensive rebound by K. Towns,,3,0
22,1,9:08.0,Shooting foul by J. Jackson (drawn by T. Gibson),,3,0
23,1,9:08.0,T. Gibson makes free throw 2 of 2,,4,0
24,1,9:08.0,T. Gibson misses free throw 1 of 2,,4,0
25,1,9:08.0,Offensive rebound by Team,,4,0
26,1,8:58.0,,Shooting foul by T. Gibson (drawn by M. Chriss),4,0
27,1,8:58.0,,M. Chriss makes free throw 1 of 2,4,1
28,1,8:58.0,,M. Chriss misses free throw 2 of 2,4,1
29,1,8:54.0,Defensive rebound by K. Towns,,4,1
30,1,8:44.0,J. Teague makes 2-pt jump shot from 16 ft,,6,1
31,1,8:37.0,,Turnover by M. Chriss (traveling),6,1
32,1,8:25.0,Turnover by J. Teague (bad pass),,6,1
33,1,8:08.0,,J. Jackson misses 3-pt jump shot from 25 ft,6,1
34,1,8:08.0,Defensive rebound by J. Butler,,6,1
35,1,8:01.0,K. Towns makes 2-pt layup at rim (assist by J. Butler),,8,1
36,1,7:49.0,,T. Warren misses 2-pt jump shot from 19 ft,8,1
37,1,7:49.0,Defensive rebound by A. Wiggins,,8,1
38,1,7:36.0,J. Teague makes 2-pt jump shot from 11 ft,,10,1
39,1,7:35.0,,Phoenix full timeout,10,1
40,1,7:35.0,,I. Canaan enters the game for J. Jackson,10,1
41,1,7:35.0,,T. Daniels enters the game for T. Ulis,10,1
42,1,7:22.0,,Shooting foul by T. Gibson (drawn by M. Chriss),10,1
43,1,7:22.0,,M. Chriss misses free throw 1 of 2,10,1
44,1,7:22.0,,Offensive rebound by Team,10,1
45,1,7:22.0,,M. Chriss makes free throw 2 of 2,10,2
46,1,7:13.0,A. Wiggins makes 2-pt jump shot from 19 ft,,12,2
47,1,6:50.0,,M. Chriss makes 2-pt layup at rim (assist by I. Canaan),12,4
48,1,6:35.0,A. Wiggins misses 2-pt layup from 1 ft,,12,4
49,1,6:33.0,,Defensive rebound by T. Chandler,12,4
50,1,6:29.0,,T. Warren misses 2-pt jump shot from 11 ft,12,4
51,1,6:26.0,Defensive rebound by J. Teague,,12,4
52,1,6:13.0,Shooting foul by T. Daniels (drawn by J. Butler),,12,4
53,1,6:13.0,J. Butler makes free throw 1 of 2,,13,4
54,1,6:13.0,,A. Len enters the game for M. Chriss,13,4
55,1,6:13.0,,D. Bender enters the game for T. Chandler,13,4
56,1,6:13.0,J. Butler makes free throw 2 of 2,,14,4
57,1,5:53.0,,T. Warren makes 2-pt layup from 1 ft (assist by I. Canaan),14,6
58,1,5:43.0,J. Butler makes 2-pt layup at rim (assist by J. Teague),,16,6
59,1,5:33.0,,Turnover by T. Warren (step out of bounds),16,6
60,1,5:19.0,A. Wiggins misses 2-pt jump shot from 20 ft,,16,6
61,1,5:16.0,,Defensive rebound by A. Len,16,6
62,1,5:12.0,,Turnover by I. Canaan (bad pass),16,6
63,1,4:58.0,J. Butler makes 2-pt dunk from 1 ft (assist by K. Towns),,18,6
64,1,4:33.0,,T. Daniels misses 2-pt jump shot from 12 ft (block by K. Towns),18,6
65,1,4:33.0,Defensive rebound by Team,,18,6
66,1,4:33.0,,Loose ball foul by T. Daniels (drawn by K. Towns),18,6
67,1,4:33.0,,D. House enters the game for T. Warren,18,6
68,1,4:33.0,G. Dieng enters the game for K. Towns,,18,6
69,1,4:17.0,Personal foul by D. Bender (drawn by J. Butler),,18,6
70,1,4:17.0,J. Butler makes free throw 1 of 2,,19,6
71,1,4:17.0,J. Butler makes free throw 2 of 2,,20,6
72,1,4:04.0,,T. Daniels misses 3-pt jump shot from 25 ft,20,6
73,1,4:00.0,Defensive rebound by T. Gibson,,20,6
74,1,3:56.0,Shooting foul by A. Len (drawn by J. Butler),,20,6
75,1,3:56.0,J. Butler makes free throw 1 of 2,,21,6
76,1,3:56.0,J. Butler makes free throw 2 of 2,,22,6
77,1,3:42.0,,A. Len makes 2-pt dunk from 1 ft (assist by I. Canaan),22,8
78,1,3:21.0,Turnover by A. Wiggins (bad pass),,22,8
79,1,3:21.0,J. Crawford enters the game for J. Butler,,22,8
80,1,3:21.0,Loose ball foul by A. Wiggins (drawn by A. Len),,22,8
81,1,3:09.0,,D. Bender makes 2-pt layup at rim,22,10
82,1,2:54.0,J. Teague misses 2-pt jump shot from 10 ft,,22,10
83,1,2:54.0,,Defensive rebound by A. Len,22,10
84,1,2:50.0,,T. Daniels misses 3-pt jump shot from 27 ft,22,10
85,1,2:50.0,Defensive rebound by J. Teague,,22,10
86,1,2:46.0,Personal foul by I. Canaan (drawn by J. Teague),,22,10
87,1,2:46.0,Minnesota full timeout,,22,10
88,1,2:46.0,J. Teague makes free throw 1 of 2,,23,10
89,1,2:46.0,J. Teague makes free throw 2 of 2,,24,10
90,1,2:32.0,T. Jones enters the game for J. Teague,,24,10
91,1,2:28.0,,Shooting foul by T. Jones (drawn by I. Canaan),24,10
92,1,2:28.0,,I. Canaan makes free throw 1 of 3,24,11
