,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:40.0,R. Westbrook misses 2-pt jump shot from 18 ft,,0,0
1,1,11:38.0,,Defensive rebound by R. Rubio,0,0
2,1,11:23.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by R. Rubio),0,2
3,1,11:06.0,Personal foul by J. Ingles (drawn by P. George),,0,2
4,1,10:57.0,R. Westbrook misses 2-pt layup from 3 ft,,0,2
5,1,10:55.0,,Defensive rebound by D. Mitchell,0,2
6,1,10:48.0,,Turnover by D. Mitchell (bad pass),0,2
7,1,10:32.0,C. Anthony makes 3-pt jump shot from 22 ft (assist by P. George),,3,2
8,1,10:11.0,,J. Ingles misses 3-pt jump shot from 24 ft,3,2
9,1,10:06.0,Defensive rebound by C. Brewer,,3,2
10,1,9:59.0,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,5,2
11,1,9:45.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),5,4
12,1,9:25.0,P. George makes 3-pt jump shot from 24 ft,,8,4
13,1,9:09.0,,Personal foul by C. Brewer (drawn by R. Gobert),8,4
14,1,9:00.0,,J. Ingles makes 2-pt layup from 1 ft (assist by R. Rubio),8,6
15,1,8:54.0,C. Anthony misses 3-pt jump shot from 25 ft,,8,6
16,1,8:51.0,,Defensive rebound by Team,8,6
17,1,8:51.0,Loose ball foul by S. Adams (drawn by R. Gobert),,8,6
18,1,8:40.0,,R. Rubio makes 2-pt jump shot from 18 ft (assist by J. Ingles),8,8
19,1,8:23.0,C. Anthony makes 2-pt jump shot from 17 ft,,10,8
20,1,8:07.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Favors),10,11
21,1,8:00.0,Turnover by R. Westbrook (bad pass),,10,11
22,1,8:00.0,,J. Crowder enters the game for J. Ingles,10,11
23,1,8:00.0,P. Patterson enters the game for S. Adams,,10,11
24,1,7:41.0,,R. Rubio makes 2-pt jump shot from 14 ft (assist by R. Gobert),10,13
25,1,7:28.0,P. George misses 3-pt jump shot from 25 ft,,10,13
26,1,7:25.0,,Defensive rebound by R. Gobert,10,13
27,1,7:15.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Rubio),10,16
28,1,7:14.0,Oklahoma City full timeout,,10,16
29,1,7:00.0,Offensive foul by P. George (drawn by R. Rubio),,10,16
30,1,7:00.0,Turnover by P. George (offensive foul),,10,16
31,1,6:44.0,,Turnover by D. Favors (lost ball; steal by C. Anthony),10,16
32,1,6:40.0,R. Westbrook misses 2-pt jump shot from 18 ft,,10,16
33,1,6:36.0,,Defensive rebound by D. Mitchell,10,16
34,1,6:20.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),10,18
35,1,6:06.0,R. Westbrook makes 2-pt jump shot from 17 ft,,12,18
36,1,5:50.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Favors),12,20
37,1,5:39.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,15,20
38,1,5:22.0,,D. Mitchell misses 3-pt jump shot from 25 ft,15,20
39,1,5:20.0,Defensive rebound by C. Brewer,,15,20
40,1,5:16.0,Turnover by C. Brewer (out of bounds lost ball),,15,20
41,1,5:16.0,,R. O'Neale enters the game for D. Favors,15,20
42,1,5:01.0,,D. Mitchell misses 3-pt jump shot from 25 ft,15,20
43,1,4:59.0,Defensive rebound by R. Westbrook,,15,20
44,1,4:48.0,R. Westbrook makes 2-pt layup from 2 ft,,17,20
45,1,4:30.0,,Turnover by R. Rubio (bad pass; steal by P. George),17,20
46,1,4:12.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by P. George),,20,20
47,1,4:00.0,,Personal foul by C. Brewer (drawn by D. Mitchell),20,20
48,1,3:52.0,Offensive charge foul by D. Mitchell (drawn by C. Brewer),,20,20
49,1,3:52.0,,Turnover by D. Mitchell (offensive foul),20,20
50,1,3:42.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,23,20
51,1,3:31.0,,Utah full timeout,23,20
52,1,3:31.0,,D. Exum enters the game for R. Rubio,23,20
53,1,3:31.0,Á. Abrines enters the game for C. Brewer,,23,20
54,1,3:31.0,S. Adams enters the game for C. Anthony,,23,20
55,1,3:22.0,,D. Mitchell misses 2-pt hook shot from 7 ft,23,20
56,1,3:20.0,Defensive rebound by R. Westbrook,,23,20
57,1,3:09.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,25,20
58,1,2:40.0,,R. O'Neale misses 3-pt jump shot from 27 ft,25,20
59,1,2:37.0,Defensive rebound by R. Westbrook,,25,20
60,1,2:32.0,Á. Abrines misses 3-pt jump shot from 23 ft,,25,20
61,1,2:28.0,,Defensive rebound by D. Exum,25,20
62,1,2:21.0,,J. Crowder makes 2-pt jump shot from 12 ft (assist by R. O'Neale),25,22
63,1,1:57.0,R. Westbrook misses 3-pt jump shot from 23 ft,,25,22
64,1,1:55.0,,Defensive rebound by D. Mitchell,25,22
65,1,1:50.0,,D. Mitchell misses 2-pt layup from 2 ft,25,22
66,1,1:49.0,Defensive rebound by P. Patterson,,25,22
67,1,1:45.0,Turnover by R. Westbrook (lost ball; steal by R. O'Neale),,25,22
68,1,1:33.0,,D. Exum misses 2-pt layup from 3 ft,25,22
69,1,1:32.0,Defensive rebound by S. Adams,,25,22
70,1,1:28.0,Personal foul by R. O'Neale (drawn by P. George),,25,22
71,1,1:28.0,,J. Jerebko enters the game for R. O'Neale,25,22
72,1,1:28.0,,D. Favors enters the game for R. Gobert,25,22
73,1,1:28.0,,J. Ingles enters the game for D. Mitchell,25,22
74,1,1:28.0,R. Felton enters the game for P. George,,25,22
75,1,1:24.0,Personal foul by D. Exum (drawn by R. Westbrook),,25,22
76,1,1:24.0,R. Westbrook makes free throw 1 of 2,,26,22
77,1,1:24.0,R. Westbrook makes free throw 2 of 2,,27,22
78,1,1:00.0,,J. Ingles misses 3-pt jump shot from 25 ft,27,22
79,1,0:57.0,Defensive rebound by P. Patterson,,27,22
80,1,0:50.0,R. Felton makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,30,22
81,1,0:36.0,,Turnover by D. Exum (out of bounds lost ball),30,22
82,1,0:30.0,Turnover by R. Westbrook (bad pass; steal by J. Jerebko),,30,22
83,1,0:26.0,,Turnover by J. Jerebko (lost ball; steal by P. Patterson),30,22
84,1,0:05.0,Turnover by R. Westbrook (bad pass; steal by J. Crowder),,30,22
85,1,0:02.0,,J. Crowder misses 3-pt jump shot from 24 ft,30,22
86,1,0:02.0,Defensive rebound by R. Felton,,30,22
87,2,11:47.0,,D. Exum makes 2-pt layup from 2 ft,30,24
88,2,11:32.0,R. Felton makes 3-pt jump shot from 24 ft,,33,24
89,2,11:16.0,,Personal foul by S. Adams (drawn by D. Exum),33,24
90,2,11:02.0,,D. Exum makes 2-pt jump shot from 10 ft,33,26
91,2,10:41.0,S. Adams makes 2-pt hook shot from 8 ft,,35,26
92,2,10:25.0,Violation by S. Adams (kicked ball),,35,26
93,2,10:11.0,,D. Exum misses 3-pt jump shot from 24 ft,35,26
94,2,10:08.0,,Offensive rebound by J. Jerebko,35,26
95,2,10:02.0,,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),35,28
96,2,9:48.0,S. Adams misses 2-pt jump shot from 8 ft,,35,28
97,2,9:47.0,Offensive rebound by J. Grant,,35,28
98,2,9:47.0,Shooting foul by J. Jerebko (drawn by J. Grant),,35,28
99,2,9:47.0,J. Grant makes free throw 1 of 2,,36,28
100,2,9:47.0,,R. Gobert enters the game for J. Jerebko,36,28
101,2,9:47.0,J. Grant makes free throw 2 of 2,,37,28
102,2,9:37.0,,Turnover by D. Exum (bad pass; steal by P. George),37,28
103,2,9:34.0,P. George makes 2-pt dunk from 1 ft,,39,28
104,2,9:20.0,,Shooting foul by S. Adams (drawn by R. Gobert),39,28
105,2,9:20.0,,R. Gobert makes free throw 1 of 2,39,29
106,2,9:20.0,,R. Rubio enters the game for D. Exum,39,29
107,2,9:20.0,P. Patterson enters the game for S. Adams,,39,29
108,2,9:20.0,,R. Gobert misses free throw 2 of 2,39,29
109,2,9:18.0,,Offensive rebound by Team,39,29
110,2,9:08.0,,J. Crowder misses 3-pt jump shot from 25 ft,39,29
111,2,9:06.0,,Offensive rebound by R. Gobert,39,29
112,2,8:52.0,,J. Crowder makes 2-pt jump shot from 10 ft,39,31
113,2,8:37.0,Shooting foul by J. Crowder (drawn by P. George),,39,31
114,2,8:37.0,P. George makes free throw 1 of 2,,40,31
115,2,8:37.0,,D. Mitchell enters the game for J. Ingles,40,31
116,2,8:37.0,,R. O'Neale enters the game for D. Favors,40,31
117,2,8:37.0,C. Anthony enters the game for R. Felton,,40,31
118,2,8:37.0,R. Westbrook enters the game for J. Grant,,40,31
119,2,8:37.0,P. George makes free throw 2 of 2,,41,31
120,2,8:15.0,,D. Mitchell makes 2-pt layup from 3 ft,41,33
121,2,8:03.0,C. Anthony makes 2-pt dunk from 1 ft (assist by R. Westbrook),,43,33
122,2,7:59.0,,Utah full timeout,43,33
123,2,7:59.0,C. Brewer enters the game for P. George,,43,33
124,2,7:36.0,,R. Rubio misses 3-pt jump shot from 25 ft,43,33
125,2,7:34.0,Defensive rebound by C. Brewer,,43,33
