,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
0,1,11:46.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,0,0
1,1,11:43.0,Defensive rebound by J. Brown,,0,0
2,1,11:31.0,J. Brown makes 2-pt jump shot from 10 ft,,2,0
3,1,11:12.0,,K. Lowry makes 3-pt jump shot from 29 ft (assist by J. Valančiūnas),2,3
4,1,11:00.0,K. Irving misses 2-pt layup from 2 ft (block by J. Valančiūnas),,2,3
5,1,10:58.0,,Defensive rebound by J. Valančiūnas,2,3
6,1,10:53.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),2,5
7,1,10:26.0,Turnover by J. Brown (bad pass; steal by O. Anunoby),,2,5
8,1,10:21.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by O. Anunoby),2,8
9,1,10:00.0,A. Baynes makes 2-pt dunk from 1 ft (assist by K. Irving),,4,8
10,1,9:39.0,,D. DeRozan misses 2-pt jump shot from 18 ft,4,8
11,1,9:38.0,Defensive rebound by Team,,4,8
12,1,9:38.0,,Loose ball foul by S. Ibaka (drawn by J. Brown),4,8
13,1,9:16.0,K. Irving makes 2-pt jump shot from 12 ft,,6,8
14,1,8:55.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,6,8
15,1,8:53.0,Defensive rebound by A. Baynes,,6,8
16,1,8:48.0,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Brown),,9,8
17,1,8:33.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by D. DeRozan),9,10
18,1,8:19.0,J. Brown makes 2-pt jump shot from 12 ft,,11,10
19,1,8:12.0,,Personal foul by J. Brown (drawn by D. DeRozan),11,10
20,1,7:57.0,,S. Ibaka makes 2-pt jump shot from 20 ft (assist by D. DeRozan),11,12
21,1,7:40.0,J. Tatum misses 2-pt jump shot from 13 ft,,11,12
22,1,7:39.0,,Defensive rebound by K. Lowry,11,12
23,1,7:34.0,,K. Lowry makes 3-pt jump shot from 26 ft,11,15
24,1,7:20.0,J. Tatum misses 3-pt jump shot from 26 ft,,11,15
25,1,7:16.0,,Defensive rebound by J. Valančiūnas,11,15
26,1,7:13.0,,K. Lowry misses 3-pt jump shot from 25 ft,11,15
27,1,7:09.0,Defensive rebound by A. Baynes,,11,15
28,1,6:56.0,Turnover by A. Horford (bad pass),,11,15
29,1,6:56.0,,Toronto full timeout,11,15
30,1,6:41.0,,J. Valančiūnas misses 2-pt jump shot from 2 ft,11,15
31,1,6:39.0,Defensive rebound by A. Baynes,,11,15
32,1,6:33.0,J. Brown misses 2-pt jump shot from 2 ft,,11,15
33,1,6:29.0,,Defensive rebound by J. Valančiūnas,11,15
34,1,6:15.0,,J. Valančiūnas misses 2-pt jump shot from 9 ft,11,15
35,1,6:11.0,,Offensive rebound by K. Lowry,11,15
36,1,6:01.0,,D. DeRozan misses 2-pt layup from 2 ft (block by A. Horford),11,15
37,1,5:59.0,Defensive rebound by A. Baynes,,11,15
38,1,5:56.0,J. Tatum misses 2-pt layup from 1 ft,,11,15
39,1,5:54.0,,Defensive rebound by O. Anunoby,11,15
40,1,5:48.0,,Personal foul by A. Horford (drawn by S. Ibaka),11,15
41,1,5:48.0,T. Rozier enters the game for K. Irving,,11,15
42,1,5:48.0,M. Morris enters the game for A. Baynes,,11,15
43,1,5:39.0,,S. Ibaka makes 2-pt jump shot from 10 ft (assist by D. DeRozan),11,17
44,1,5:16.0,J. Tatum misses 2-pt jump shot from 17 ft,,11,17
45,1,5:14.0,,Defensive rebound by S. Ibaka,11,17
46,1,4:57.0,,Turnover by S. Ibaka (lost ball; steal by T. Rozier),11,17
47,1,4:54.0,T. Rozier misses 2-pt layup at rim,,11,17
48,1,4:52.0,,Defensive rebound by S. Ibaka,11,17
49,1,4:45.0,,Turnover by S. Ibaka (traveling),11,17
50,1,4:30.0,A. Horford misses 2-pt jump shot from 20 ft,,11,17
51,1,4:28.0,,Defensive rebound by K. Lowry,11,17
52,1,4:07.0,,D. DeRozan misses 2-pt jump shot from 16 ft,11,17
53,1,4:05.0,,Offensive rebound by O. Anunoby,11,17
54,1,4:03.0,,O. Anunoby makes 2-pt jump shot from 2 ft,11,19
55,1,3:46.0,Personal foul by J. Valančiūnas (drawn by A. Horford),,11,19
56,1,3:46.0,,J. Poeltl enters the game for O. Anunoby,11,19
57,1,3:46.0,,F. VanVleet enters the game for J. Valančiūnas,11,19
58,1,3:46.0,S. Ojeleye enters the game for J. Tatum,,11,19
59,1,3:36.0,M. Morris misses 2-pt jump shot from 13 ft,,11,19
60,1,3:34.0,,Defensive rebound by S. Ibaka,11,19
61,1,3:25.0,,D. DeRozan misses 3-pt jump shot from 22 ft,11,19
62,1,3:22.0,Defensive rebound by M. Morris,,11,19
63,1,3:08.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Morris),,14,19
64,1,2:57.0,,Shooting foul by S. Ojeleye (drawn by K. Lowry),14,19
65,1,2:57.0,Boston full timeout,,14,19
66,1,2:57.0,,K. Lowry makes free throw 1 of 2,14,20
67,1,2:57.0,,K. Lowry misses free throw 2 of 2,14,20
68,1,2:55.0,Defensive rebound by S. Ojeleye,,14,20
69,1,2:32.0,A. Horford misses 2-pt jump shot from 16 ft,,14,20
70,1,2:30.0,,Defensive rebound by K. Lowry,14,20
71,1,2:25.0,,K. Lowry misses 2-pt layup at rim (block by J. Brown),14,20
72,1,2:22.0,Defensive rebound by A. Horford,,14,20
73,1,2:18.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,16,20
74,1,2:00.0,,Turnover by F. VanVleet (out of bounds lost ball),16,20
75,1,2:00.0,,P. Siakam enters the game for K. Lowry,16,20
76,1,2:00.0,,D. Wright enters the game for S. Ibaka,16,20
77,1,2:00.0,D. Theis enters the game for A. Horford,,16,20
78,1,1:35.0,T. Rozier makes 2-pt jump shot from 14 ft (assist by S. Ojeleye),,18,20
79,1,1:18.0,,D. Wright makes 2-pt jump shot from 6 ft,18,22
80,1,0:55.0,M. Morris misses 3-pt jump shot from 25 ft,,18,22
81,1,0:54.0,,Defensive rebound by D. Wright,18,22
82,1,0:30.0,,D. Wright misses 3-pt jump shot from 23 ft,18,22
83,1,0:27.0,,Offensive rebound by Team,18,22
84,1,0:27.0,,C. Miles enters the game for P. Siakam,18,22
85,1,0:04.0,,C. Miles misses 3-pt jump shot from 25 ft,18,22
86,1,0:01.0,Defensive rebound by S. Ojeleye,,18,22
87,2,11:46.0,M. Morris misses 3-pt jump shot from 26 ft,,18,22
88,2,11:42.0,,Defensive rebound by F. VanVleet,18,22
89,2,11:30.0,,C. Miles makes 2-pt jump shot from 14 ft (assist by D. Wright),18,24
90,2,11:15.0,Shooting foul by F. VanVleet (drawn by K. Irving),,18,24
91,2,11:15.0,K. Irving makes free throw 1 of 2,,19,24
92,2,11:15.0,K. Irving makes free throw 2 of 2,,20,24
93,2,10:56.0,,P. Siakam makes 2-pt layup from 2 ft (assist by C. Miles),20,26
94,2,10:44.0,S. Ojeleye misses 3-pt jump shot from 24 ft,,20,26
95,2,10:42.0,,Defensive rebound by Team,20,26
96,2,10:25.0,,Turnover by J. Poeltl (traveling),20,26
97,2,10:13.0,M. Morris makes 2-pt jump shot from 13 ft (assist by K. Irving),,22,26
98,2,9:51.0,,D. Wright makes 2-pt layup from 2 ft,22,28
99,2,9:33.0,D. Theis makes 2-pt dunk at rim (assist by K. Irving),,24,28
100,2,9:22.0,,C. Miles misses 3-pt jump shot from 23 ft,24,28
101,2,9:18.0,,Offensive rebound by J. Poeltl,24,28
102,2,9:17.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by J. Poeltl),24,31
103,2,8:55.0,M. Morris misses 2-pt jump shot from 13 ft,,24,31
104,2,8:53.0,,Defensive rebound by F. VanVleet,24,31
105,2,8:47.0,,Personal foul by S. Ojeleye (drawn by J. Poeltl),24,31
106,2,8:47.0,J. Tatum enters the game for T. Rozier,,24,31
107,2,8:43.0,Offensive charge foul by J. Poeltl (drawn by M. Morris),,24,31
108,2,8:43.0,,Turnover by J. Poeltl (offensive foul),24,31
109,2,8:28.0,S. Ojeleye misses 2-pt layup from 1 ft (block by P. Siakam),,24,31
110,2,8:28.0,Offensive rebound by Team,,24,31
111,2,8:24.0,J. Tatum makes 2-pt layup from 2 ft (assist by S. Ojeleye),,26,31
112,2,8:11.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by F. VanVleet),26,34
113,2,7:53.0,J. Tatum misses 2-pt layup from 3 ft (block by J. Poeltl),,26,34
114,2,7:53.0,Offensive rebound by Team,,26,34
115,2,7:50.0,K. Irving makes 3-pt jump shot from 23 ft,,29,34
116,2,7:26.0,,D. Wright makes 3-pt jump shot from 25 ft,29,37
117,2,7:17.0,K. Irving misses 3-pt jump shot from 26 ft,,29,37
118,2,7:14.0,,Defensive rebound by C. Miles,29,37
119,2,7:02.0,,J. Poeltl misses 2-pt layup from 1 ft,29,37
120,2,7:02.0,,Offensive rebound by Team,29,37
121,2,7:02.0,,Toronto full timeout,29,37
122,2,6:50.0,,F. VanVleet makes 2-pt layup from 2 ft,29,39
123,2,6:33.0,Turnover by M. Morris (bad pass; steal by P. Siakam),,29,39
124,2,6:28.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by D. Wright),29,41
125,2,6:04.0,S. Ojeleye misses 2-pt layup at rim,,29,41
126,2,6:02.0,,Defensive rebound by J. Poeltl,29,41
127,2,5:53.0,,D. Wright makes 2-pt jump shot from 6 ft,29,43
128,2,5:29.0,M. Morris misses 2-pt jump shot from 19 ft,,29,43
129,2,5:26.0,,Defensive rebound by J. Poeltl,29,43
130,2,5:21.0,,Shooting foul by D. Theis (drawn by F. VanVleet),29,43
131,2,5:21.0,,F. VanVleet makes free throw 1 of 2,29,44
132,2,5:21.0,,J. Valančiūnas enters the game for C. Miles,29,44
133,2,5:21.0,,S. Ibaka enters the game for J. Poeltl,29,44
134,2,5:21.0,,D. DeRozan enters the game for P. Siakam,29,44
135,2,5:21.0,A. Horford enters the game for K. Irving,,29,44
136,2,5:21.0,A. Baynes enters the game for M. Morris,,29,44
137,2,5:21.0,T. Rozier enters the game for D. Theis,,29,44
138,2,5:21.0,J. Brown enters the game for S. Ojeleye,,29,44
139,2,5:21.0,,F. VanVleet makes free throw 2 of 2,29,45
140,2,5:03.0,,Offensive charge foul by J. Brown (drawn by D. Wright),29,45
141,2,5:03.0,Turnover by J. Brown (offensive foul),,29,45
142,2,5:03.0,,K. Lowry enters the game for F. VanVleet,29,45
143,2,4:43.0,,S. Ibaka misses 2-pt jump shot from 17 ft,29,45
144,2,4:40.0,Defensive rebound by T. Rozier,,29,45
145,2,4:36.0,Turnover by T. Rozier (lost ball; steal by D. Wright),,29,45
146,2,4:33.0,,D. Wright makes 2-pt dunk from 1 ft,29,47
147,2,4:09.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by A. Horford),,32,47
148,2,3:43.0,,Turnover by K. Lowry (bad pass; steal by T. Rozier),32,47
149,2,3:39.0,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),,34,47
150,2,3:14.0,,Turnover by S. Ibaka (traveling),34,47
151,2,2:59.0,Turnover by A. Baynes (offensive goaltending),,34,47
152,2,2:59.0,Boston full timeout,,34,47
153,2,2:59.0,,F. VanVleet enters the game for D. Wright,34,47
154,2,2:42.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by S. Ibaka),34,49
155,2,2:29.0,T. Rozier makes 3-pt jump shot from 26 ft,,37,49
156,2,2:15.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. DeRozan),37,52
157,2,1:49.0,J. Tatum misses 2-pt jump shot from 21 ft,,37,52
158,2,1:48.0,,Defensive rebound by D. DeRozan,37,52
159,2,1:41.0,,Personal foul by T. Rozier (drawn by D. DeRozan),37,52
160,2,1:41.0,M. Morris enters the game for J. Tatum,,37,52
161,2,1:37.0,,D. DeRozan makes 3-pt jump shot from 25 ft,37,55
162,2,1:19.0,T. Rozier misses 2-pt jump shot from 15 ft,,37,55
163,2,1:18.0,,Defensive rebound by D. DeRozan,37,55
164,2,1:02.0,,K. Lowry misses 2-pt jump shot from 17 ft,37,55
165,2,1:00.0,Defensive rebound by A. Horford,,37,55
166,2,0:53.0,T. Rozier misses 2-pt jump shot from 3 ft,,37,55
167,2,0:50.0,,Defensive rebound by D. DeRozan,37,55
168,2,0:47.0,,Shooting foul by J. Brown (drawn by K. Lowry),37,55
169,2,0:47.0,,K. Lowry makes free throw 1 of 3,37,56
170,2,0:47.0,,K. Lowry makes free throw 2 of 3,37,57
171,2,0:47.0,,K. Lowry makes free throw 3 of 3,37,58
172,2,0:33.0,Turnover by T. Rozier (traveling),,37,58
173,2,0:16.0,,D. DeRozan misses 3-pt jump shot from 26 ft,37,58
174,2,0:11.0,,Offensive rebound by K. Lowry,37,58
175,2,0:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,37,58
176,2,0:01.0,Defensive rebound by A. Horford,,37,58
177,2,0:00.0,M. Morris misses 3-pt jump shot from 47 ft,,37,58
178,2,0:00.0,Offensive rebound by Team,,37,58
179,3,11:51.0,,Violation by S. Ibaka (kicked ball),37,58
180,3,11:44.0,A. Horford misses 3-pt jump shot from 26 ft,,37,58
181,3,11:41.0,,Defensive rebound by O. Anunoby,37,58
182,3,11:33.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,37,58
183,3,11:31.0,Defensive rebound by J. Tatum,,37,58
184,3,11:26.0,K. Irving misses 3-pt jump shot from 25 ft,,37,58
185,3,11:23.0,,Defensive rebound by K. Lowry,37,58
186,3,11:07.0,,D. DeRozan misses 2-pt jump shot from 16 ft,37,58
187,3,11:04.0,Defensive rebound by A. Horford,,37,58
188,3,10:59.0,Turnover by J. Tatum (lost ball; steal by D. DeRozan),,37,58
189,3,10:59.0,,Turnover by S. Ibaka (traveling),37,58
