,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
391,4,6:12.0,,J. Holland misses 3-pt jump shot from 25 ft,93,80
392,4,6:12.0,Defensive rebound by Team,,93,80
393,4,6:12.0,,K. Perkins enters the game for C. Osman,93,80
394,4,5:54.0,J. Jack makes 2-pt jump shot from 13 ft (assist by I. Hicks),,95,80
395,4,5:36.0,,Shooting foul by L. Kornet (drawn by L. Perrantes),95,80
396,4,5:36.0,,L. Perrantes makes free throw 1 of 2,95,81
397,4,5:36.0,D. Dotson enters the game for J. Jack,,95,81
398,4,5:36.0,,L. Perrantes makes free throw 2 of 2,95,82
399,4,5:16.0,Turnover by L. Kornet (lost ball; steal by L. Perrantes),,95,82
400,4,5:01.0,,A. Žižić misses 2-pt jump shot from 9 ft,95,82
401,4,4:59.0,Defensive rebound by D. Dotson,,95,82
402,4,4:47.0,L. Kornet misses 2-pt layup from 4 ft,,95,82
403,4,4:44.0,,Defensive rebound by T. Thompson,95,82
404,4,4:33.0,,L. Perrantes misses 3-pt jump shot from 24 ft,95,82
405,4,4:30.0,Defensive rebound by D. Dotson,,95,82
406,4,4:20.0,F. Ntilikina makes 2-pt jump shot from 21 ft (assist by I. Hicks),,97,82
407,4,4:01.0,,A. Žižić makes 2-pt hook shot from 6 ft,97,84
408,4,3:37.0,L. Kornet makes 3-pt jump shot from 24 ft (assist by T. Burke),,100,84
409,4,3:34.0,,Cleveland full timeout,100,84
410,4,3:34.0,,C. Osman enters the game for T. Thompson,100,84
411,4,3:17.0,,K. Perkins makes 2-pt hook shot from 7 ft,100,86
412,4,3:02.0,F. Ntilikina misses 2-pt layup from 1 ft,,100,86
413,4,2:59.0,Offensive rebound by F. Ntilikina,,100,86
414,4,2:58.0,F. Ntilikina makes 2-pt layup from 2 ft,,102,86
415,4,2:39.0,,A. Žižić makes 2-pt hook shot from 7 ft,102,88
416,4,2:21.0,T. Burke makes 3-pt jump shot from 26 ft (assist by I. Hicks),,105,88
417,4,2:06.0,,Shooting foul by I. Hicks (drawn by K. Perkins),105,88
418,4,2:06.0,,K. Perkins makes free throw 1 of 2,105,89
419,4,2:06.0,,K. Perkins misses free throw 2 of 2,105,89
420,4,2:05.0,,Offensive rebound by Team,105,89
421,4,2:03.0,,Shooting foul by T. Burke (drawn by J. Holland),105,89
422,4,2:03.0,,J. Holland makes free throw 1 of 2,105,90
423,4,2:03.0,,J. Holland makes free throw 2 of 2,105,91
424,4,1:45.0,Turnover by L. Kornet (bad pass; steal by K. Perkins),,105,91
425,4,1:38.0,,Turnover by K. Perkins (bad pass; steal by F. Ntilikina),105,91
426,4,1:37.0,Personal foul by K. Perkins (drawn by I. Hicks),,105,91
427,4,1:26.0,Turnover by T. Burke (lost ball; steal by A. Žižić),,105,91
428,4,1:26.0,,Personal foul by T. Burke (drawn by A. Žižić),105,91
429,4,1:26.0,,A. Žižić makes free throw 1 of 2,105,92
430,4,1:26.0,,A. Žižić makes free throw 2 of 2,105,93
431,4,1:19.0,D. Dotson makes 3-pt jump shot from 26 ft (assist by L. Kornet),,108,93
432,4,1:09.0,,A. Žižić makes 2-pt layup from 1 ft (assist by K. Perkins),108,95
433,4,0:50.0,I. Hicks makes 2-pt layup at rim (assist by D. Dotson),,110,95
434,4,0:37.0,,J. Holland makes 3-pt jump shot from 26 ft (assist by C. Osman),110,98
435,4,0:17.0,L. Kornet misses 3-pt jump shot from 26 ft,,110,98
436,4,0:13.0,,Defensive rebound by K. Perkins,110,98
437,4,0:04.0,,C. Osman misses 3-pt jump shot from 28 ft,110,98
438,4,0:04.0,Defensive rebound by D. Dotson,,110,98
