,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
0,1,11:47.0,,R. Rondo makes 2-pt layup from 2 ft,0,2
1,1,11:30.0,D. Mitchell misses 3-pt jump shot from 24 ft,,0,2
2,1,11:27.0,Offensive rebound by D. Favors,,0,2
3,1,11:15.0,R. Rubio misses 2-pt jump shot from 13 ft,,0,2
4,1,11:13.0,,Defensive rebound by R. Rondo,0,2
5,1,11:07.0,,J. Holiday misses 2-pt layup from 3 ft,0,2
6,1,11:05.0,Defensive rebound by R. Gobert,,0,2
7,1,10:57.0,J. Ingles makes 2-pt layup at rim,,2,2
8,1,10:46.0,,R. Rondo misses 2-pt jump shot from 17 ft,2,2
9,1,10:46.0,Defensive rebound by Team,,2,2
10,1,10:35.0,D. Favors makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,5,2
11,1,10:24.0,,N. Mirotić makes 2-pt jump shot from 21 ft (assist by J. Holiday),5,4
12,1,10:10.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),,8,4
13,1,9:53.0,,N. Mirotić misses 3-pt jump shot from 24 ft,8,4
14,1,9:51.0,Defensive rebound by J. Ingles,,8,4
15,1,9:40.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by R. Gobert),,10,4
16,1,9:29.0,,R. Rondo misses 3-pt jump shot from 22 ft,10,4
17,1,9:24.0,Defensive rebound by J. Ingles,,10,4
18,1,9:15.0,J. Ingles misses 2-pt layup from 2 ft (block by A. Davis),,10,4
19,1,9:11.0,,Defensive rebound by J. Holiday,10,4
20,1,9:08.0,,J. Holiday misses 3-pt jump shot from 25 ft,10,4
21,1,9:08.0,Defensive rebound by J. Ingles,,10,4
22,1,8:53.0,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),,12,4
23,1,8:53.0,Shooting foul by N. Mirotić (drawn by R. Gobert),,12,4
24,1,8:53.0,R. Gobert makes free throw 1 of 1,,13,4
25,1,8:39.0,,A. Davis misses 2-pt jump shot from 11 ft,13,4
26,1,8:37.0,Defensive rebound by R. Gobert,,13,4
27,1,8:30.0,Turnover by D. Mitchell (bad pass; steal by R. Rondo),,13,4
