,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
390,4,5:27.0,,K. Love makes free throw 2 of 2,102,111
391,4,5:14.0,J. Randle makes 2-pt layup from 1 ft,,104,111
392,4,4:57.0,,J. Green misses 2-pt jump shot from 8 ft,104,111
393,4,4:55.0,Defensive rebound by L. Ball,,104,111
394,4,4:47.0,J. Randle misses 2-pt jump shot from 7 ft (block by L. James),,104,111
395,4,4:47.0,,Defensive rebound by L. James,104,111
396,4,4:41.0,,D. Wade makes 2-pt layup at rim (assist by L. James),104,113
397,4,4:29.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),,106,113
398,4,4:03.0,,L. James misses 3-pt jump shot from 25 ft,106,113
399,4,3:59.0,Defensive rebound by J. Hart,,106,113
400,4,3:54.0,K. Kuzma makes 2-pt jump shot from 7 ft (assist by B. Ingram),,108,113
401,4,3:54.0,,Cleveland full timeout,108,113
402,4,3:54.0,,J. Smith enters the game for J. Green,108,113
403,4,3:30.0,,L. James misses 2-pt jump shot from 13 ft (block by J. Randle),108,113
404,4,3:30.0,,K. Love misses 2-pt layup from 1 ft,108,113
405,4,3:30.0,,Offensive rebound by Team,108,113
406,4,3:30.0,,Offensive rebound by K. Love,108,113
407,4,3:29.0,,Turnover by Team (shot clock),108,113
408,4,3:19.0,K. Kuzma misses 2-pt jump shot from 8 ft (block by K. Korver),,108,113
409,4,3:15.0,,Defensive rebound by L. James,108,113
410,4,3:07.0,,K. Love misses 3-pt jump shot from 25 ft,108,113
411,4,3:07.0,Defensive rebound by J. Hart,,108,113
412,4,2:55.0,J. Hart misses 3-pt jump shot from 26 ft,,108,113
413,4,2:51.0,,Defensive rebound by K. Love,108,113
414,4,2:44.0,,L. James misses 2-pt layup from 1 ft,108,113
415,4,2:41.0,Defensive rebound by K. Kuzma,,108,113
416,4,2:36.0,B. Ingram misses 3-pt jump shot from 24 ft,,108,113
417,4,2:32.0,,Defensive rebound by D. Wade,108,113
418,4,2:20.0,,L. James makes 2-pt dunk at rim (assist by K. Love),108,115
419,4,2:13.0,Personal foul by K. Korver (drawn by B. Ingram),,108,115
420,4,2:04.0,L. Ball misses 3-pt jump shot from 31 ft,,108,115
421,4,2:04.0,,Defensive rebound by K. Love,108,115
422,4,1:38.0,,L. James makes 2-pt jump shot from 5 ft,108,117
423,4,1:31.0,Personal foul by D. Wade (drawn by B. Ingram),,108,117
424,4,1:31.0,LA Lakers full timeout,,108,117
425,4,1:31.0,,J. Green enters the game for K. Love,108,117
426,4,1:22.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. Ball),,110,117
427,4,0:58.0,,Shooting foul by B. Ingram (drawn by J. Green),110,117
428,4,0:58.0,,J. Green makes free throw 1 of 2,110,118
429,4,0:58.0,J. Clarkson enters the game for J. Hart,,110,118
430,4,0:58.0,,J. Green makes free throw 2 of 2,110,119
431,4,0:50.0,J. Clarkson misses 3-pt jump shot from 26 ft,,110,119
432,4,0:46.0,Offensive rebound by K. Kuzma,,110,119
433,4,0:42.0,K. Kuzma makes 2-pt layup from 1 ft,,112,119
434,4,0:38.0,,Personal foul by K. Kuzma (drawn by L. James),112,119
435,4,0:38.0,,L. James makes free throw 1 of 2,112,120
436,4,0:38.0,,L. James makes free throw 2 of 2,112,121
437,4,0:29.0,K. Kuzma misses 3-pt jump shot from 26 ft,,112,121
438,4,0:26.0,,Defensive rebound by J. Green,112,121
439,4,0:03.0,,Turnover by Team (shot clock),112,121
