,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
207,2,1:39.0,,J. Winslow enters the game for B. Adebayo,45,45
208,2,1:39.0,,T. Johnson enters the game for J. Johnson,45,45
209,2,1:29.0,,K. Olynyk makes 2-pt jump shot from 5 ft,45,47
210,2,1:14.0,C. Zeller makes 2-pt jump shot from 16 ft (assist by M. Monk),,47,47
211,2,0:52.0,,D. Waiters makes 2-pt layup from 1 ft,47,49
212,2,0:39.0,M. Monk makes 2-pt layup at rim (assist by C. Zeller),,49,49
213,2,0:39.0,Shooting foul by T. Johnson (drawn by M. Monk),,49,49
214,2,0:39.0,M. Monk misses free throw 1 of 1,,49,49
215,2,0:38.0,,Defensive rebound by J. Winslow,49,49
216,2,0:24.0,,Personal foul by C. Zeller (drawn by K. Olynyk),49,49
217,2,0:24.0,,K. Olynyk misses free throw 1 of 2,49,49
218,2,0:24.0,,Offensive rebound by Team,49,49
219,2,0:24.0,,K. Olynyk makes free throw 2 of 2,49,50
220,2,0:04.0,J. Lamb misses 3-pt jump shot from 26 ft,,49,50
221,2,0:00.0,,Defensive rebound by J. Winslow,49,50
222,2,0:00.0,,J. Winslow misses 3-pt jump shot from 43 ft,49,50
223,2,0:00.0,,Offensive rebound by Team,49,50
224,3,11:49.0,,Turnover by G. Dragić (bad pass),49,50
225,3,11:29.0,D. Howard makes 2-pt jump shot from 14 ft (assist by N. Batum),,51,50
226,3,11:09.0,,J. Richardson makes 2-pt layup from 1 ft,51,52
227,3,11:05.0,Offensive foul by D. Howard (drawn by B. Adebayo),,51,52
228,3,11:05.0,Turnover by D. Howard (offensive foul),,51,52
229,3,10:51.0,,Turnover by B. Adebayo (out of bounds lost ball),51,52
230,3,10:36.0,M. Williams makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),,53,52
231,3,10:26.0,,Def 3 sec tech foul by D. Howard,53,52
232,3,10:26.0,,G. Dragić misses technical free throw,53,52
233,3,10:26.0,,Offensive rebound by Team,53,52
234,3,10:20.0,,G. Dragić makes 2-pt jump shot from 11 ft (assist by D. Waiters),53,54
235,3,10:05.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,53,54
236,3,10:02.0,,Defensive rebound by J. Winslow,53,54
237,3,9:51.0,,J. Winslow misses 2-pt layup at rim,53,54
238,3,9:49.0,Defensive rebound by D. Howard,,53,54
239,3,9:45.0,M. Williams misses 3-pt jump shot from 23 ft,,53,54
240,3,9:41.0,,Defensive rebound by G. Dragić,53,54
241,3,9:39.0,,G. Dragić misses 2-pt jump shot from 16 ft,53,54
242,3,9:33.0,Defensive rebound by M. Kidd-Gilchrist,,53,54
243,3,9:33.0,M. Williams makes 2-pt layup from 2 ft,,55,54
244,3,9:33.0,Shooting foul by D. Waiters (drawn by M. Williams),,55,54
245,3,9:33.0,M. Williams makes free throw 1 of 1,,56,54
246,3,9:18.0,,J. Winslow makes 2-pt layup from 1 ft (assist by G. Dragić),56,56
247,3,9:03.0,N. Batum makes 2-pt jump shot from 19 ft,,58,56
248,3,8:44.0,,B. Adebayo misses 2-pt jump shot from 10 ft,58,56
249,3,8:32.0,,Offensive rebound by B. Adebayo,58,56
250,3,8:27.0,,G. Dragić misses 3-pt jump shot from 23 ft,58,56
251,3,8:18.0,Defensive rebound by D. Howard,,58,56
252,3,8:13.0,Turnover by D. Howard (step out of bounds),,58,56
253,3,7:59.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),58,59
254,3,7:44.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,,58,59
255,3,7:41.0,,Defensive rebound by G. Dragić,58,59
256,3,7:39.0,,Shooting foul by D. Howard (drawn by B. Adebayo),58,59
257,3,7:39.0,,B. Adebayo makes free throw 1 of 2,58,60
258,3,7:39.0,C. Zeller enters the game for D. Howard,,58,60
259,3,7:39.0,,B. Adebayo misses free throw 2 of 2,58,60
260,3,7:36.0,Defensive rebound by M. Williams,,58,60
261,3,7:31.0,Offensive foul by M. Williams (drawn by J. Richardson),,58,60
262,3,7:31.0,Turnover by M. Williams (offensive foul),,58,60
263,3,7:25.0,,Turnover by G. Dragić (bad pass),58,60
264,3,7:06.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,60,60
265,3,6:52.0,,Turnover by D. Waiters (bad pass),60,60
266,3,6:52.0,,Miami full timeout,60,60
267,3,6:39.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,62,60
268,3,6:21.0,,D. Waiters misses 3-pt jump shot from 23 ft,62,60
269,3,6:17.0,,Offensive rebound by G. Dragić,62,60
270,3,6:15.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by G. Dragić),62,63
271,3,5:55.0,M. Williams makes 2-pt jump shot from 20 ft (assist by N. Batum),,64,63
272,3,5:26.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by G. Dragić),64,66
273,3,5:13.0,Shooting foul by D. Waiters (drawn by M. Carter-Williams),,64,66
274,3,5:13.0,M. Carter-Williams makes free throw 1 of 2,,65,66
275,3,5:13.0,M. Carter-Williams makes free throw 2 of 2,,66,66
276,3,5:06.0,,Offensive foul by G. Dragić (drawn by M. Carter-Williams),66,66
277,3,5:06.0,,Turnover by G. Dragić (offensive foul),66,66
278,3,5:06.0,,T. Johnson enters the game for G. Dragić,66,66
279,3,4:51.0,M. Carter-Williams makes 2-pt jump shot from 13 ft,,68,66
280,3,4:31.0,,D. Waiters misses 2-pt jump shot from 15 ft,68,66
281,3,4:29.0,Defensive rebound by M. Williams,,68,66
282,3,4:25.0,M. Kidd-Gilchrist misses 2-pt layup at rim,,68,66
283,3,4:22.0,,Defensive rebound by J. Richardson,68,66
284,3,4:18.0,,D. Waiters misses 3-pt jump shot from 23 ft,68,66
285,3,4:14.0,Defensive rebound by M. Kidd-Gilchrist,,68,66
286,3,4:10.0,Offensive foul by C. Zeller (drawn by J. Richardson),,68,66
287,3,4:10.0,Turnover by C. Zeller (offensive foul),,68,66
288,3,4:10.0,,J. Johnson enters the game for J. Winslow,68,66
289,3,3:57.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by D. Waiters),68,69
290,3,3:45.0,Personal foul by B. Adebayo (drawn by M. Williams),,68,69
291,3,3:45.0,M. Monk enters the game for M. Carter-Williams,,68,69
292,3,3:37.0,M. Monk misses 2-pt jump shot from 18 ft,,68,69
293,3,3:32.0,Offensive rebound by C. Zeller,,68,69
294,3,3:32.0,C. Zeller makes 2-pt layup at rim,,70,69
295,3,3:15.0,,Turnover by T. Johnson (bad pass; steal by M. Kidd-Gilchrist),70,69
296,3,3:11.0,M. Williams makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),,73,69
297,3,2:48.0,,T. Johnson makes 2-pt jump shot from 8 ft,73,71
298,3,2:36.0,Personal foul by J. Richardson (drawn by N. Batum),,73,71
299,3,2:36.0,Charlotte full timeout,,73,71
300,3,2:36.0,,W. Ellington enters the game for D. Waiters,73,71
301,3,2:36.0,,K. Olynyk enters the game for B. Adebayo,73,71
302,3,2:36.0,J. Lamb enters the game for N. Batum,,73,71
303,3,2:32.0,M. Monk misses 2-pt jump shot from 12 ft,,73,71
304,3,2:29.0,,Defensive rebound by T. Johnson,73,71
305,3,2:09.0,,J. Richardson makes 2-pt dunk at rim,73,73
306,3,1:50.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by J. Lamb),,75,73
307,3,1:35.0,,T. Johnson makes 2-pt dunk at rim (assist by K. Olynyk),75,75
308,3,1:21.0,J. Lamb misses 2-pt jump shot from 13 ft,,75,75
309,3,1:21.0,,Defensive rebound by Team,75,75
310,3,1:21.0,Loose ball foul by C. Zeller (drawn by K. Olynyk),,75,75
311,3,1:00.0,,J. Richardson makes 2-pt jump shot from 18 ft,75,77
312,3,0:39.0,J. Lamb misses 2-pt jump shot from 18 ft (block by J. Richardson),,75,77
313,3,0:37.0,,Defensive rebound by J. Johnson,75,77
314,3,0:30.0,,J. Richardson makes 2-pt jump shot from 20 ft (assist by J. Johnson),75,79
315,3,0:09.0,M. Monk misses 3-pt jump shot from 25 ft,,75,79
316,3,0:08.0,,Defensive rebound by W. Ellington,75,79
317,3,0:00.0,,W. Ellington misses 2-pt layup from 7 ft,75,79
318,3,0:00.0,,Offensive rebound by Team,75,79
319,4,11:49.0,M. Monk makes 2-pt layup at rim,,77,79
320,4,11:26.0,Offensive charge foul by K. Olynyk (drawn by C. Zeller),,77,79
321,4,11:26.0,,Turnover by K. Olynyk (offensive foul),77,79
322,4,11:17.0,M. Monk misses 3-pt jump shot from 23 ft,,77,79
323,4,11:12.0,Offensive rebound by C. Zeller,,77,79
324,4,11:03.0,Shooting foul by W. Ellington (drawn by J. Lamb),,77,79
325,4,11:03.0,J. Lamb makes free throw 1 of 2,,78,79
326,4,11:03.0,J. Lamb makes free throw 2 of 2,,79,79
327,4,10:51.0,,Turnover by K. Olynyk (lost ball; steal by C. Zeller),79,79
328,4,10:45.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,79,79
329,4,10:41.0,,Defensive rebound by J. Winslow,79,79
330,4,10:35.0,,W. Ellington makes 2-pt layup from 1 ft,79,81
331,4,10:18.0,Turnover by F. Kaminsky (bad pass; steal by W. Ellington),,79,81
332,4,10:13.0,,W. Ellington misses 3-pt jump shot from 23 ft,79,81
333,4,10:09.0,Defensive rebound by N. Batum,,79,81
334,4,10:03.0,J. Lamb makes 2-pt jump shot from 18 ft,,81,81
335,4,9:51.0,,Shooting foul by C. Zeller (drawn by J. Johnson),81,81
336,4,9:51.0,,J. Johnson makes free throw 1 of 2,81,82
337,4,9:51.0,,J. Johnson makes free throw 2 of 2,81,83
338,4,9:31.0,N. Batum makes 3-pt jump shot from 25 ft,,84,83
339,4,9:19.0,,J. Johnson misses 2-pt layup from 1 ft,84,83
340,4,9:18.0,Defensive rebound by Team,,84,83
341,4,9:07.0,C. Zeller misses 2-pt layup at rim,,84,83
342,4,9:04.0,,Defensive rebound by W. Ellington,84,83
343,4,8:54.0,,K. Olynyk misses 3-pt jump shot from 24 ft,84,83
344,4,8:50.0,Defensive rebound by J. Lamb,,84,83
345,4,8:41.0,J. Lamb makes 2-pt layup from 1 ft,,86,83
346,4,8:28.0,,Personal foul by M. Monk (drawn by T. Johnson),86,83
347,4,8:13.0,,Turnover by Team (shot clock),86,83
348,4,8:02.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,86,83
349,4,7:59.0,Offensive rebound by N. Batum,,86,83
350,4,7:55.0,J. Lamb misses 2-pt jump shot from 15 ft,,86,83
351,4,7:51.0,,Defensive rebound by J. Winslow,86,83
352,4,7:43.0,,K. Olynyk makes 2-pt layup at rim (assist by W. Ellington),86,85
353,4,7:25.0,M. Monk misses 3-pt jump shot from 24 ft,,86,85
354,4,7:23.0,,Defensive rebound by J. Winslow,86,85
355,4,7:23.0,,Personal foul by J. Lamb (drawn by J. Winslow),86,85
356,4,7:23.0,,G. Dragić enters the game for W. Ellington,86,85
357,4,7:09.0,,J. Winslow misses 3-pt jump shot from 23 ft,86,85
358,4,7:05.0,Defensive rebound by J. Lamb,,86,85
359,4,6:50.0,Shooting foul by T. Johnson (drawn by F. Kaminsky),,86,85
360,4,6:50.0,,Miami full timeout,86,85
361,4,6:50.0,,J. Richardson enters the game for J. Winslow,86,85
362,4,6:50.0,F. Kaminsky makes free throw 1 of 2,,87,85
363,4,6:50.0,F. Kaminsky makes free throw 2 of 2,,88,85
364,4,6:37.0,,K. Olynyk misses 3-pt jump shot from 24 ft,88,85
365,4,6:33.0,Defensive rebound by J. Lamb,,88,85
366,4,6:17.0,N. Batum misses 3-pt jump shot from 24 ft,,88,85
367,4,6:14.0,,Defensive rebound by T. Johnson,88,85
368,4,5:58.0,,Turnover by T. Johnson (lost ball; steal by C. Zeller),88,85
369,4,5:51.0,Turnover by J. Lamb (traveling),,88,85
370,4,5:51.0,,D. Waiters enters the game for T. Johnson,88,85
371,4,5:51.0,M. Carter-Williams enters the game for M. Monk,,88,85
372,4,5:43.0,,G. Dragić misses 2-pt jump shot from 16 ft,88,85
373,4,5:37.0,,Offensive rebound by K. Olynyk,88,85
374,4,5:37.0,,K. Olynyk misses 2-pt layup at rim,88,85
375,4,5:36.0,,Offensive rebound by K. Olynyk,88,85
