,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
0,1,11:42.0,T. Snell misses 2-pt jump shot from 7 ft (block by M. Turner),,0,0
1,1,11:40.0,Offensive rebound by J. Henson,,0,0
2,1,11:39.0,Turnover by J. Henson (bad pass; steal by T. Young),,0,0
3,1,11:26.0,,V. Oladipo misses 2-pt jump shot from 19 ft,0,0
4,1,11:23.0,Defensive rebound by G. Antetokounmpo,,0,0
5,1,11:10.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by T. Snell),,3,0
6,1,10:47.0,,T. Young makes 2-pt layup from 1 ft (assist by M. Turner),3,2
7,1,10:25.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,3,2
8,1,10:23.0,,Defensive rebound by Team,3,2
9,1,10:06.0,,B. Bogdanović makes 2-pt layup from 1 ft,3,4
10,1,9:41.0,J. Henson misses 2-pt jump shot from 18 ft,,3,4
11,1,9:39.0,,Defensive rebound by T. Young,3,4
12,1,9:36.0,,Turnover by V. Oladipo (lost ball; steal by G. Antetokounmpo),3,4
13,1,9:32.0,E. Bledsoe makes 2-pt layup at rim,,5,4
14,1,9:11.0,,Shooting foul by E. Bledsoe (drawn by B. Bogdanović),5,4
15,1,9:11.0,,B. Bogdanović makes free throw 1 of 2,5,5
16,1,9:11.0,,B. Bogdanović makes free throw 2 of 2,5,6
17,1,8:57.0,K. Middleton misses 2-pt jump shot from 18 ft,,5,6
18,1,8:55.0,,Defensive rebound by T. Young,5,6
19,1,8:48.0,,T. Young misses 3-pt jump shot from 26 ft,5,6
20,1,8:46.0,Defensive rebound by J. Henson,,5,6
21,1,8:32.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,5,6
22,1,8:28.0,,Defensive rebound by V. Oladipo,5,6
23,1,8:20.0,,M. Turner misses 2-pt layup from 2 ft (block by G. Antetokounmpo),5,6
24,1,8:20.0,,Offensive rebound by Team,5,6
25,1,8:08.0,,V. Oladipo misses 2-pt layup from 1 ft (block by G. Antetokounmpo),5,6
26,1,8:08.0,,Offensive rebound by Team,5,6
27,1,8:08.0,,Turnover by V. Oladipo (bad pass),5,6
28,1,7:47.0,T. Snell misses 3-pt jump shot from 22 ft,,5,6
29,1,7:44.0,,Defensive rebound by T. Young,5,6
30,1,7:31.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by C. Joseph),5,8
31,1,7:15.0,G. Antetokounmpo misses 2-pt layup from 6 ft,,5,8
32,1,7:13.0,Offensive rebound by J. Henson,,5,8
33,1,7:09.0,Turnover by J. Henson (turnover; steal by M. Turner),,5,8
34,1,7:02.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,5,8
35,1,6:59.0,Defensive rebound by T. Snell,,5,8
36,1,6:47.0,K. Middleton misses 2-pt jump shot from 16 ft,,5,8
37,1,6:45.0,,Defensive rebound by V. Oladipo,5,8
38,1,6:41.0,,V. Oladipo misses 2-pt jump shot from 20 ft,5,8
39,1,6:38.0,Defensive rebound by K. Middleton,,5,8
40,1,6:34.0,Personal foul by V. Oladipo (drawn by K. Middleton),,5,8
41,1,6:34.0,,Indiana full timeout,5,8
42,1,6:34.0,T. Maker enters the game for J. Henson,,5,8
43,1,6:16.0,K. Middleton misses 2-pt jump shot from 21 ft,,5,8
44,1,6:13.0,,Defensive rebound by Team,5,8
45,1,6:00.0,,T. Young misses 2-pt layup from 5 ft,5,8
46,1,5:58.0,Defensive rebound by T. Maker,,5,8
47,1,5:53.0,Turnover by E. Bledsoe (out of bounds lost ball),,5,8
48,1,5:53.0,J. Parker enters the game for G. Antetokounmpo,,5,8
