,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
32,1,7:48.0,Offensive rebound by B. Beal,,0,10
33,1,7:38.0,B. Beal makes 2-pt layup from 2 ft,,2,10
34,1,7:22.0,,P. George misses 2-pt jump shot from 16 ft,2,10
35,1,7:20.0,Defensive rebound by M. Morris,,2,10
36,1,7:16.0,J. Wall misses 2-pt layup from 1 ft (block by A. Roberson),,2,10
37,1,7:16.0,Offensive rebound by Team,,2,10
38,1,7:12.0,M. Morris misses 2-pt jump shot from 17 ft,,2,10
39,1,7:09.0,Offensive rebound by O. Porter,,2,10
40,1,7:08.0,J. Wall misses 3-pt jump shot from 25 ft,,2,10
41,1,7:04.0,Offensive rebound by O. Porter,,2,10
42,1,7:03.0,O. Porter misses 2-pt jump shot from 7 ft,,2,10
43,1,7:01.0,,Defensive rebound by C. Anthony,2,10
44,1,6:55.0,,C. Anthony misses 3-pt jump shot from 25 ft,2,10
45,1,6:52.0,Defensive rebound by M. Gortat,,2,10
46,1,6:42.0,J. Wall misses 3-pt jump shot from 22 ft,,2,10
47,1,6:39.0,,Defensive rebound by C. Anthony,2,10
48,1,6:35.0,,P. George misses 2-pt layup from 1 ft (block by J. Wall),2,10
49,1,6:32.0,Defensive rebound by B. Beal,,2,10
50,1,6:26.0,O. Porter makes 2-pt layup at rim (assist by B. Beal),,4,10
51,1,6:03.0,,S. Adams makes 2-pt hook shot from 10 ft (assist by R. Westbrook),4,12
52,1,5:51.0,Offensive foul by M. Morris (drawn by A. Roberson),,4,12
53,1,5:51.0,Turnover by M. Morris (offensive foul),,4,12
54,1,5:51.0,I. Mahinmi enters the game for M. Gortat,,4,12
55,1,5:41.0,,Turnover by R. Westbrook (lost ball; steal by M. Morris),4,12
56,1,5:36.0,J. Wall makes 3-pt jump shot from 25 ft,,7,12
57,1,5:22.0,,Personal foul by I. Mahinmi (drawn by R. Westbrook),7,12
58,1,5:22.0,,Oklahoma City full timeout,7,12
59,1,5:16.0,,R. Westbrook makes 2-pt jump shot from 7 ft,7,14
60,1,4:49.0,M. Morris makes 2-pt layup at rim (assist by J. Wall),,9,14
61,1,4:49.0,Shooting foul by P. George (drawn by M. Morris),,9,14
62,1,4:49.0,M. Morris misses free throw 1 of 1,,9,14
63,1,4:47.0,,Defensive rebound by R. Westbrook,9,14
64,1,4:37.0,,Shooting foul by I. Mahinmi (drawn by R. Westbrook),9,14
65,1,4:37.0,,R. Westbrook misses free throw 1 of 2,9,14
66,1,4:37.0,,Offensive rebound by Team,9,14
67,1,4:37.0,,R. Westbrook makes free throw 2 of 2,9,15
68,1,4:22.0,O. Porter misses 2-pt layup from 2 ft,,9,15
69,1,4:20.0,,Defensive rebound by S. Adams,9,15
70,1,4:16.0,,A. Roberson misses 2-pt layup from 1 ft,9,15
71,1,4:13.0,Defensive rebound by B. Beal,,9,15
72,1,4:08.0,Personal foul by A. Roberson (drawn by B. Beal),,9,15
73,1,4:01.0,B. Beal makes 2-pt jump shot from 20 ft (assist by I. Mahinmi),,11,15
74,1,3:52.0,T. Satoranský enters the game for J. Wall,,11,15
75,1,3:42.0,,P. George makes 2-pt layup at rim,11,17
76,1,3:26.0,Turnover by B. Beal (bad pass; steal by S. Adams),,11,17
77,1,3:14.0,,C. Anthony misses 2-pt jump shot from 17 ft,11,17
78,1,3:12.0,Defensive rebound by M. Morris,,11,17
79,1,3:01.0,M. Morris misses 2-pt jump shot from 10 ft,,11,17
80,1,2:58.0,Offensive rebound by I. Mahinmi,,11,17
81,1,2:57.0,I. Mahinmi makes 2-pt dunk at rim,,13,17
82,1,2:32.0,,P. George misses 2-pt jump shot from 17 ft,13,17
83,1,2:32.0,,Offensive rebound by Team,13,17
84,1,2:32.0,Loose ball foul by I. Mahinmi (drawn by C. Anthony),,13,17
85,1,2:32.0,,R. Felton enters the game for R. Westbrook,13,17
86,1,2:32.0,K. Oubre enters the game for O. Porter,,13,17
87,1,2:32.0,M. Scott enters the game for I. Mahinmi,,13,17
88,1,2:32.0,,J. Grant enters the game for C. Anthony,13,17
89,1,2:17.0,,Shooting foul by T. Satoranský (drawn by J. Grant),13,17
90,1,2:17.0,,J. Grant misses free throw 1 of 2,13,17
91,1,2:17.0,,Offensive rebound by Team,13,17
92,1,2:17.0,,J. Grant makes free throw 2 of 2,13,18
93,1,2:04.0,,T. Ferguson enters the game for A. Roberson,13,18
94,1,1:56.0,B. Beal misses 3-pt jump shot from 24 ft,,13,18
95,1,1:52.0,,Defensive rebound by J. Grant,13,18
96,1,1:49.0,,P. George misses 2-pt jump shot from 15 ft,13,18
97,1,1:44.0,,Offensive rebound by T. Ferguson,13,18
98,1,1:44.0,,T. Ferguson misses 2-pt layup at rim,13,18
99,1,1:43.0,Defensive rebound by M. Morris,,13,18
100,1,1:33.0,Shooting foul by R. Felton (drawn by M. Morris),,13,18
101,1,1:33.0,M. Morris makes free throw 1 of 2,,14,18
102,1,1:33.0,,P. Patterson enters the game for S. Adams,14,18
103,1,1:33.0,M. Morris makes free throw 2 of 2,,15,18
104,1,1:17.0,,P. George makes 2-pt layup at rim,15,20
105,1,0:50.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,18,20
106,1,0:34.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),18,22
107,1,0:16.0,,Violation by J. Grant (kicked ball),18,22
108,1,0:06.0,B. Beal makes 2-pt jump shot from 16 ft,,20,22
109,1,0:00.0,,P. George makes 3-pt jump shot from 25 ft,20,25
110,2,12:00.0,,Technical foul by P. George,20,25
111,2,12:00.0,B. Beal misses technical free throw,,20,25
112,2,12:00.0,Offensive rebound by Team,,20,25
113,2,11:36.0,K. Oubre makes 2-pt layup from 2 ft (assist by B. Beal),,22,25
114,2,11:23.0,,Turnover by R. Felton (bad pass; steal by K. Oubre),22,25
115,2,11:13.0,Turnover by B. Beal (bad pass; steal by P. Patterson),,22,25
116,2,11:06.0,,J. Huestis misses 3-pt jump shot from 23 ft,22,25
117,2,11:03.0,,Offensive rebound by R. Felton,22,25
118,2,10:56.0,,T. Ferguson makes 2-pt layup at rim (assist by R. Felton),22,27
119,2,10:32.0,M. Scott misses 2-pt jump shot from 9 ft (block by P. Patterson),,22,27
120,2,10:27.0,,Defensive rebound by P. Patterson,22,27
121,2,10:23.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Felton),22,29
122,2,10:22.0,Washington full timeout,,22,29
123,2,10:22.0,J. Smith enters the game for B. Beal,,22,29
124,2,10:22.0,O. Porter enters the game for M. Morris,,22,29
125,2,10:04.0,Turnover by T. Satoranský (bad pass),,22,29
126,2,9:49.0,,T. Ferguson makes 3-pt jump shot from 24 ft (assist by J. Grant),22,32
127,2,9:31.0,M. Scott misses 2-pt jump shot from 8 ft,,22,32
128,2,9:31.0,,Defensive rebound by P. Patterson,22,32
129,2,9:20.0,,R. Felton misses 2-pt layup from 1 ft,22,32
130,2,9:18.0,Defensive rebound by J. Smith,,22,32
131,2,9:14.0,M. Scott misses 2-pt layup at rim (block by J. Grant),,22,32
132,2,9:11.0,,Offensive rebound by Team,22,32
133,2,8:56.0,,T. Ferguson misses 3-pt jump shot from 24 ft,22,32
134,2,8:52.0,Defensive rebound by J. Smith,,22,32
135,2,8:34.0,Turnover by T. Satoranský (bad pass; steal by J. Huestis),,22,32
136,2,8:31.0,,Shooting foul by J. Smith (drawn by J. Grant),22,32
137,2,8:31.0,,J. Grant makes free throw 1 of 2,22,33
138,2,8:31.0,,R. Westbrook enters the game for R. Felton,22,33
139,2,8:31.0,,A. Roberson enters the game for T. Ferguson,22,33
140,2,8:31.0,J. Wall enters the game for T. Satoranský,,22,33
141,2,8:31.0,,J. Grant makes free throw 2 of 2,22,34
142,2,8:17.0,J. Smith misses 2-pt layup from 2 ft (block by J. Grant),,22,34
143,2,8:14.0,,Defensive rebound by P. Patterson,22,34
144,2,8:10.0,,J. Huestis misses 3-pt jump shot from 24 ft,22,34
145,2,8:07.0,Defensive rebound by M. Scott,,22,34
146,2,7:58.0,Personal foul by J. Huestis (drawn by J. Wall),,22,34
147,2,7:55.0,Turnover by J. Smith (bad pass; steal by R. Westbrook),,22,34
148,2,7:52.0,,R. Westbrook makes 2-pt layup from 2 ft,22,36
149,2,7:52.0,Washington full timeout,,22,36
150,2,7:52.0,M. Morris enters the game for J. Smith,,22,36
151,2,7:52.0,B. Beal enters the game for M. Scott,,22,36
152,2,7:41.0,M. Morris misses 2-pt layup from 3 ft (block by J. Huestis),,22,36
153,2,7:38.0,,Defensive rebound by P. Patterson,22,36
154,2,7:35.0,,Shooting foul by J. Wall (drawn by R. Westbrook),22,36
155,2,7:35.0,,R. Westbrook makes free throw 1 of 2,22,37
156,2,7:35.0,,R. Westbrook makes free throw 2 of 2,22,38
157,2,7:14.0,B. Beal makes 2-pt dunk from 1 ft (assist by O. Porter),,24,38
158,2,7:14.0,Shooting foul by A. Roberson (drawn by B. Beal),,24,38
159,2,7:14.0,,C. Anthony enters the game for J. Grant,24,38
160,2,7:14.0,,S. Adams enters the game for P. Patterson,24,38
161,2,7:14.0,B. Beal makes free throw 1 of 1,,25,38
162,2,7:04.0,,R. Westbrook makes 2-pt jump shot from 16 ft,25,40
163,2,6:49.0,O. Porter misses 2-pt jump shot from 18 ft,,25,40
164,2,6:46.0,,Defensive rebound by R. Westbrook,25,40
165,2,6:41.0,,Personal foul by K. Oubre (drawn by S. Adams),25,40
166,2,6:41.0,,P. George enters the game for J. Huestis,25,40
167,2,6:35.0,,R. Westbrook misses 2-pt jump shot from 19 ft,25,40
168,2,6:31.0,Defensive rebound by K. Oubre,,25,40
169,2,6:20.0,K. Oubre misses 3-pt jump shot from 22 ft,,25,40
170,2,6:18.0,,Defensive rebound by C. Anthony,25,40
171,2,6:18.0,,Personal foul by K. Oubre (drawn by C. Anthony),25,40
172,2,6:18.0,,T. Ferguson enters the game for A. Roberson,25,40
173,2,6:04.0,,C. Anthony misses 2-pt jump shot from 12 ft,25,40
174,2,6:01.0,,Offensive rebound by S. Adams,25,40
175,2,6:00.0,,S. Adams makes 2-pt layup at rim,25,42
176,2,5:45.0,Shooting foul by S. Adams (drawn by M. Morris),,25,42
177,2,5:45.0,M. Morris makes free throw 1 of 2,,26,42
178,2,5:45.0,M. Gortat enters the game for K. Oubre,,26,42
179,2,5:45.0,M. Morris makes free throw 2 of 2,,27,42
180,2,5:33.0,,R. Westbrook misses 2-pt jump shot from 20 ft,27,42
181,2,5:31.0,Defensive rebound by B. Beal,,27,42
182,2,5:22.0,O. Porter misses 3-pt jump shot from 23 ft,,27,42
183,2,5:19.0,Offensive rebound by M. Morris,,27,42
184,2,5:02.0,J. Wall misses 2-pt jump shot from 13 ft,,27,42
185,2,5:02.0,,Defensive rebound by R. Westbrook,27,42
186,2,4:54.0,,Turnover by P. George (lost ball; steal by B. Beal),27,42
187,2,4:53.0,Personal take foul by S. Adams (drawn by B. Beal),,27,42
188,2,4:37.0,M. Gortat misses 2-pt hook shot from 6 ft,,27,42
189,2,4:35.0,,Defensive rebound by S. Adams,27,42
190,2,4:28.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),27,45
191,2,4:13.0,B. Beal makes 2-pt layup from 1 ft,,29,45
192,2,4:13.0,Shooting foul by T. Ferguson (drawn by B. Beal),,29,45
193,2,4:13.0,,Oklahoma City full timeout,29,45
194,2,4:13.0,B. Beal makes free throw 1 of 1,,30,45
195,2,3:58.0,,R. Westbrook makes 2-pt layup from 1 ft,30,47
196,2,3:37.0,Turnover by M. Gortat (offensive goaltending),,30,47
197,2,3:19.0,,Shooting foul by M. Gortat (drawn by C. Anthony),30,47
198,2,3:19.0,,C. Anthony makes free throw 1 of 2,30,48
199,2,3:19.0,,C. Anthony makes free throw 2 of 2,30,49
200,2,3:08.0,J. Wall makes 2-pt layup from 1 ft,,32,49
201,2,2:53.0,,P. George misses 3-pt jump shot from 27 ft,32,49
202,2,2:49.0,,Offensive rebound by S. Adams,32,49
203,2,2:49.0,,S. Adams misses 2-pt layup at rim,32,49
204,2,2:47.0,Defensive rebound by O. Porter,,32,49
205,2,2:35.0,B. Beal misses 3-pt jump shot from 22 ft,,32,49
206,2,2:35.0,Offensive rebound by B. Beal,,32,49
207,2,2:30.0,M. Morris makes 2-pt layup at rim (assist by B. Beal),,34,49
208,2,2:14.0,,C. Anthony misses 2-pt dunk from 2 ft (block by M. Morris),34,49
209,2,2:13.0,,Offensive rebound by S. Adams,34,49
210,2,2:13.0,,Shooting foul by M. Morris (drawn by P. George),34,49
211,2,2:13.0,,S. Adams makes free throw 1 of 2,34,50
212,2,2:13.0,,A. Roberson enters the game for T. Ferguson,34,50
213,2,2:13.0,,S. Adams misses free throw 2 of 2,34,50
214,2,2:11.0,,Offensive rebound by S. Adams,34,50
215,2,2:02.0,,Turnover by P. George (bad pass; steal by O. Porter),34,50
216,2,1:53.0,Shooting foul by R. Westbrook (drawn by O. Porter),,34,50
217,2,1:53.0,O. Porter makes free throw 1 of 2,,35,50
218,2,1:53.0,O. Porter misses free throw 2 of 2,,35,50
219,2,1:51.0,Offensive rebound by Team,,35,50
220,2,1:30.0,J. Wall misses 3-pt jump shot from 24 ft,,35,50
221,2,1:28.0,,Defensive rebound by A. Roberson,35,50
222,2,1:18.0,,R. Westbrook makes 2-pt jump shot from 11 ft,35,52
223,2,1:11.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,38,52
224,2,0:59.0,,R. Westbrook makes 2-pt layup from 1 ft,38,54
225,2,0:43.0,Turnover by M. Morris (lost ball; steal by A. Roberson),,38,54
226,2,0:37.0,,P. George misses 3-pt jump shot from 23 ft,38,54
227,2,0:31.0,Defensive rebound by O. Porter,,38,54
228,2,0:29.0,B. Beal makes 2-pt jump shot from 13 ft,,40,54
229,2,0:11.0,,Turnover by R. Westbrook (bad pass; steal by O. Porter),40,54
230,2,0:00.0,M. Morris misses 3-pt jump shot from 25 ft,,40,54
231,2,0:00.0,Offensive rebound by Team,,40,54
232,3,11:42.0,O. Porter misses 3-pt jump shot from 25 ft,,40,54
233,3,11:38.0,,Defensive rebound by C. Anthony,40,54
234,3,11:36.0,,Turnover by R. Westbrook (lost ball; steal by B. Beal),40,54
235,3,11:36.0,Personal foul by R. Westbrook (drawn by B. Beal),,40,54
236,3,11:25.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,43,54
237,3,11:04.0,,C. Anthony misses 2-pt jump shot from 16 ft,43,54
238,3,11:02.0,,Offensive rebound by A. Roberson,43,54
239,3,10:53.0,,P. George makes 2-pt jump shot from 12 ft (assist by R. Westbrook),43,56
240,3,10:42.0,Turnover by J. Wall (bad pass; steal by A. Roberson),,43,56
241,3,10:42.0,,Personal take foul by O. Porter (drawn by R. Westbrook),43,56
242,3,10:22.0,,P. George misses 2-pt layup from 5 ft,43,56
243,3,10:19.0,Defensive rebound by M. Morris,,43,56
244,3,10:11.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,46,56
245,3,10:01.0,,P. George misses 3-pt jump shot from 23 ft,46,56
246,3,10:01.0,,Offensive rebound by Team,46,56
247,3,10:01.0,Loose ball foul by M. Gortat (drawn by S. Adams),,46,56
248,3,9:54.0,,Shooting foul by M. Morris (drawn by C. Anthony),46,56
249,3,9:54.0,,C. Anthony makes free throw 1 of 2,46,57
250,3,9:54.0,,C. Anthony makes free throw 2 of 2,46,58
251,3,9:46.0,Turnover by M. Gortat (bad pass; steal by A. Roberson),,46,58
252,3,9:40.0,,A. Roberson makes 2-pt layup from 2 ft,46,60
253,3,9:20.0,Turnover by M. Morris (bad pass; steal by R. Westbrook),,46,60
254,3,9:18.0,,Shooting foul by J. Wall (drawn by R. Westbrook),46,60
255,3,9:18.0,,R. Westbrook misses free throw 1 of 2,46,60
256,3,9:18.0,,Offensive rebound by Team,46,60
257,3,9:18.0,,R. Westbrook makes free throw 2 of 2,46,61
258,3,9:07.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,48,61
259,3,8:56.0,,R. Westbrook misses 2-pt jump shot from 16 ft,48,61
260,3,8:54.0,Defensive rebound by M. Morris,,48,61
261,3,8:48.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),,51,61
262,3,8:47.0,,Oklahoma City full timeout,51,61
263,3,8:34.0,,Turnover by P. George (bad pass),51,61
264,3,8:20.0,Shooting foul by R. Westbrook (drawn by J. Wall),,51,61
265,3,8:20.0,J. Wall makes free throw 1 of 2,,52,61
266,3,8:20.0,J. Wall makes free throw 2 of 2,,53,61
267,3,8:05.0,,C. Anthony misses 3-pt jump shot from 22 ft,53,61
268,3,8:02.0,Defensive rebound by J. Wall,,53,61
269,3,7:50.0,O. Porter makes 2-pt jump shot from 14 ft (assist by M. Gortat),,55,61
270,3,7:36.0,,R. Westbrook misses 2-pt jump shot from 22 ft,55,61
271,3,7:33.0,Defensive rebound by M. Morris,,55,61
272,3,7:25.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,57,61
273,3,7:14.0,,Shooting foul by O. Porter (drawn by P. George),57,61
274,3,7:14.0,,P. George makes free throw 1 of 2,57,62
275,3,7:14.0,,P. George makes free throw 2 of 2,57,63
276,3,6:59.0,J. Wall makes 2-pt jump shot from 15 ft,,59,63
277,3,6:43.0,,R. Westbrook makes 2-pt jump shot from 11 ft,59,65
278,3,6:27.0,B. Beal misses 3-pt jump shot from 24 ft,,59,65
279,3,6:24.0,,Defensive rebound by R. Westbrook,59,65
280,3,6:21.0,,Shooting foul by M. Gortat (drawn by R. Westbrook),59,65
281,3,6:21.0,,R. Westbrook misses free throw 1 of 2,59,65
282,3,6:21.0,,Offensive rebound by Team,59,65
283,3,6:21.0,,R. Westbrook makes free throw 2 of 2,59,66
284,3,6:08.0,Turnover by B. Beal (bad pass; steal by P. George),,59,66
285,3,6:05.0,,R. Westbrook makes 2-pt dunk at rim (assist by P. George),59,68
286,3,5:40.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,62,68
287,3,5:26.0,,P. George misses 3-pt jump shot from 25 ft,62,68
288,3,5:24.0,Defensive rebound by M. Morris,,62,68
289,3,5:13.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),,65,68
290,3,4:59.0,,Turnover by R. Westbrook (bad pass; steal by J. Wall),65,68
291,3,4:59.0,,Loose ball foul by A. Roberson (drawn by O. Porter),65,68
292,3,4:59.0,,T. Ferguson enters the game for A. Roberson,65,68
293,3,4:43.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,67,68
294,3,4:32.0,,R. Westbrook misses 2-pt jump shot from 9 ft,67,68
295,3,4:29.0,,Offensive rebound by Team,67,68
296,3,4:26.0,Loose ball foul by M. Gortat (drawn by S. Adams),,67,68
297,3,4:26.0,,Technical foul by S. Adams,67,68
298,3,4:26.0,B. Beal makes technical free throw,,68,68
299,3,4:26.0,,S. Adams makes free throw 1 of 2,68,69
300,3,4:26.0,I. Mahinmi enters the game for M. Gortat,,68,69
301,3,4:26.0,,Turnover by C. Anthony (turnover),68,69
302,3,4:14.0,J. Wall misses 2-pt jump shot from 14 ft,,68,69
303,3,4:11.0,,Defensive rebound by P. George,68,69
304,3,4:09.0,Violation by O. Porter (kicked ball),,68,69
305,3,4:09.0,K. Oubre enters the game for O. Porter,,68,69
306,3,3:58.0,,P. George misses 2-pt jump shot from 14 ft,68,69
307,3,3:55.0,Defensive rebound by B. Beal,,68,69
308,3,3:36.0,J. Wall misses 2-pt jump shot from 20 ft,,68,69
309,3,3:32.0,Offensive rebound by I. Mahinmi,,68,69
310,3,3:27.0,Turnover by J. Wall (bad pass; steal by P. George),,68,69
311,3,3:21.0,,R. Westbrook makes 2-pt layup at rim,68,71
312,3,3:06.0,K. Oubre misses 3-pt jump shot from 22 ft,,68,71
313,3,3:03.0,,Defensive rebound by C. Anthony,68,71
314,3,2:57.0,,C. Anthony makes 3-pt jump shot from 25 ft,68,74
315,3,2:43.0,M. Morris makes 2-pt jump shot from 9 ft (assist by B. Beal),,70,74
316,3,2:30.0,,Personal foul by K. Oubre (drawn by P. George),70,74
317,3,2:30.0,Washington full timeout,,70,74
318,3,2:30.0,,J. Grant enters the game for R. Westbrook,70,74
319,3,2:30.0,,R. Felton enters the game for S. Adams,70,74
320,3,2:30.0,M. Scott enters the game for J. Wall,,70,74
321,3,2:30.0,T. Satoranský enters the game for M. Morris,,70,74
322,3,2:30.0,,P. George makes free throw 1 of 2,70,75
323,3,2:30.0,,P. George makes free throw 2 of 2,70,76
324,3,2:13.0,T. Satoranský misses 2-pt jump shot from 20 ft,,70,76
325,3,2:11.0,Offensive rebound by B. Beal,,70,76
326,3,2:09.0,B. Beal makes 2-pt jump shot from 10 ft,,72,76
327,3,1:46.0,,R. Felton makes 3-pt jump shot from 25 ft,72,79
328,3,1:30.0,Turnover by I. Mahinmi (bad pass),,72,79
329,3,1:30.0,,P. Patterson enters the game for C. Anthony,72,79
330,3,1:19.0,,R. Felton makes 3-pt jump shot from 26 ft,72,82
331,3,0:58.0,B. Beal misses 2-pt jump shot from 20 ft,,72,82
332,3,0:56.0,,Defensive rebound by P. Patterson,72,82
333,3,0:45.0,,Turnover by P. George (traveling),72,82
334,3,0:32.0,B. Beal misses 2-pt layup from 1 ft,,72,82
335,3,0:32.0,Offensive rebound by I. Mahinmi,,72,82
336,3,0:32.0,I. Mahinmi makes 2-pt layup at rim,,74,82
337,3,0:21.0,,P. George misses 3-pt jump shot from 26 ft,74,82
338,3,0:18.0,Defensive rebound by M. Scott,,74,82
339,3,0:08.0,Personal take foul by R. Felton (drawn by T. Satoranský),,74,82
340,3,0:00.0,B. Beal misses 3-pt jump shot from 25 ft,,74,82
341,3,0:00.0,Offensive rebound by Team,,74,82
342,4,11:42.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Felton),74,84
343,4,11:28.0,K. Oubre makes 2-pt layup from 2 ft (assist by I. Mahinmi),,76,84
344,4,11:12.0,,R. Felton misses 3-pt jump shot from 25 ft,76,84
345,4,11:09.0,Defensive rebound by B. Beal,,76,84
346,4,11:00.0,T. Satoranský makes 2-pt layup from 1 ft (assist by B. Beal),,78,84
347,4,10:42.0,,Turnover by R. Felton (out of bounds lost ball),78,84
348,4,10:23.0,B. Beal makes 2-pt layup at rim,,80,84
349,4,10:07.0,,T. Ferguson misses 3-pt jump shot from 23 ft,80,84
350,4,10:04.0,Defensive rebound by K. Oubre,,80,84
351,4,9:57.0,M. Scott misses 2-pt jump shot from 8 ft,,80,84
352,4,9:57.0,,Defensive rebound by R. Felton,80,84
353,4,9:42.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. Patterson),80,87
354,4,9:20.0,B. Beal misses 2-pt jump shot from 16 ft (block by P. Patterson),,80,87
355,4,9:16.0,,Defensive rebound by J. Grant,80,87
356,4,9:12.0,,Personal foul by I. Mahinmi (drawn by J. Grant),80,87
357,4,9:12.0,,R. Westbrook enters the game for T. Ferguson,80,87
358,4,9:12.0,,A. Roberson enters the game for J. Huestis,80,87
359,4,9:12.0,O. Porter enters the game for I. Mahinmi,,80,87
360,4,9:07.0,,Shooting foul by B. Beal (drawn by J. Grant),80,87
361,4,9:07.0,,J. Grant makes free throw 1 of 2,80,88
362,4,9:07.0,J. Wall enters the game for T. Satoranský,,80,88
363,4,9:07.0,,J. Grant misses free throw 2 of 2,80,88
364,4,9:07.0,Defensive rebound by Team,,80,88
365,4,8:55.0,K. Oubre misses 2-pt layup from 2 ft,,80,88
366,4,8:51.0,Offensive rebound by K. Oubre,,80,88
367,4,8:51.0,K. Oubre makes 2-pt layup at rim,,82,88
368,4,8:39.0,,J. Grant misses 3-pt jump shot from 22 ft,82,88
369,4,8:39.0,Defensive rebound by B. Beal,,82,88
370,4,8:23.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,85,88
371,4,8:22.0,,Oklahoma City full timeout,85,88
372,4,8:22.0,,S. Adams enters the game for J. Grant,85,88
373,4,8:08.0,,R. Westbrook makes 2-pt jump shot from 20 ft,85,90
374,4,8:06.0,,Personal foul by M. Scott (drawn by S. Adams),85,90
375,4,8:06.0,Turnover by M. Scott (turnover),,85,90
376,4,7:58.0,,R. Westbrook makes 2-pt dunk at rim,85,92
377,4,7:57.0,Washington full timeout,,85,92
378,4,7:57.0,M. Gortat enters the game for M. Scott,,85,92
379,4,7:49.0,Turnover by J. Wall (bad pass; steal by S. Adams),,85,92
380,4,7:47.0,,Shooting foul by B. Beal (drawn by A. Roberson),85,92
381,4,7:47.0,,A. Roberson makes free throw 1 of 2,85,93
382,4,7:47.0,,A. Roberson misses free throw 2 of 2,85,93
383,4,7:43.0,,Offensive rebound by R. Felton,85,93
384,4,7:33.0,,R. Westbrook misses 2-pt jump shot from 15 ft,85,93
385,4,7:33.0,,Offensive rebound by Team,85,93
386,4,7:33.0,Loose ball foul by M. Gortat (drawn by S. Adams),,85,93
387,4,7:20.0,,P. Patterson makes 2-pt jump shot from 4 ft (assist by A. Roberson),85,95
388,4,7:06.0,B. Beal makes 3-pt jump shot from 22 ft (assist by J. Wall),,88,95
389,4,7:06.0,Shooting foul by A. Roberson (drawn by B. Beal),,88,95
390,4,7:06.0,,P. George enters the game for R. Felton,88,95
