,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
29,1,8:04.0,,Turnover by W. Chandler (bad pass; steal by R. Westbrook),14,7
30,1,8:00.0,R. Westbrook misses 2-pt dunk from 4 ft (block by P. Millsap),,14,7
31,1,7:56.0,,Defensive rebound by N. Jokić,14,7
32,1,7:54.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Chandler),14,10
33,1,7:54.0,Oklahoma City full timeout,,14,10
34,1,7:29.0,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),,16,10
35,1,7:14.0,,N. Jokić misses 2-pt layup from 6 ft (block by C. Anthony),16,10
36,1,7:11.0,Defensive rebound by P. George,,16,10
37,1,7:10.0,Shooting foul by G. Harris (drawn by S. Adams),,16,10
38,1,7:10.0,S. Adams makes free throw 2 of 2,,17,10
39,1,7:10.0,S. Adams misses free throw 1 of 2,,17,10
40,1,7:10.0,Offensive rebound by Team,,17,10
41,1,6:45.0,,N. Jokić misses 2-pt jump shot from 11 ft,17,10
42,1,6:45.0,Defensive rebound by A. Roberson,,17,10
43,1,6:35.0,R. Westbrook misses 2-pt jump shot from 18 ft,,17,10
44,1,6:31.0,,Defensive rebound by J. Murray,17,10
45,1,6:16.0,,P. Millsap misses 2-pt jump shot from 10 ft,17,10
46,1,6:14.0,Defensive rebound by R. Westbrook,,17,10
47,1,6:10.0,R. Westbrook makes 2-pt layup from 2 ft,,19,10
48,1,5:51.0,,Turnover by J. Murray (lost ball; steal by P. George),19,10
49,1,5:48.0,P. George makes 2-pt layup from 2 ft,,21,10
50,1,5:48.0,Shooting foul by W. Chandler (drawn by P. George),,21,10
51,1,5:48.0,,Denver full timeout,21,10
52,1,5:48.0,,W. Barton enters the game for N. Jokić,21,10
53,1,5:48.0,,E. Mudiay enters the game for W. Chandler,21,10
54,1,5:48.0,,M. Plumlee enters the game for J. Murray,21,10
55,1,5:48.0,P. George misses free throw 1 of 1,,21,10
56,1,5:45.0,Offensive rebound by S. Adams,,21,10
57,1,5:40.0,Turnover by P. George (bad pass; steal by W. Barton),,21,10
58,1,5:36.0,,G. Harris misses 3-pt jump shot from 24 ft,21,10
59,1,5:32.0,Defensive rebound by R. Westbrook,,21,10
60,1,5:19.0,C. Anthony misses 3-pt jump shot from 25 ft,,21,10
61,1,5:15.0,,Defensive rebound by E. Mudiay,21,10
62,1,5:13.0,,P. Millsap makes 2-pt dunk from 2 ft (assist by E. Mudiay),21,12
63,1,4:54.0,S. Adams misses 2-pt layup from 3 ft (block by P. Millsap),,21,12
64,1,4:49.0,Offensive rebound by R. Westbrook,,21,12
65,1,4:46.0,Turnover by Team (shot clock),,21,12
66,1,4:46.0,Á. Abrines enters the game for P. George,,21,12
67,1,4:32.0,,Turnover by E. Mudiay (bad pass),21,12
68,1,4:12.0,Shooting foul by G. Harris (drawn by C. Anthony),,21,12
69,1,4:12.0,C. Anthony makes free throw 1 of 2,,22,12
70,1,4:12.0,,W. Chandler enters the game for G. Harris,22,12
71,1,4:12.0,C. Anthony makes free throw 2 of 2,,23,12
72,1,3:58.0,,E. Mudiay makes 2-pt jump shot from 9 ft (assist by W. Barton),23,14
73,1,3:48.0,Turnover by R. Westbrook (lost ball; steal by P. Millsap),,23,14
74,1,3:42.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by P. Millsap),23,17
75,1,3:21.0,R. Westbrook misses 2-pt layup from 3 ft (block by P. Millsap),,23,17
76,1,3:21.0,Offensive rebound by Team,,23,17
77,1,3:20.0,J. Grant enters the game for R. Westbrook,,23,17
78,1,3:20.0,R. Felton enters the game for C. Anthony,,23,17
79,1,3:06.0,R. Felton misses 3-pt jump shot from 24 ft,,23,17
80,1,2:59.0,Offensive rebound by A. Roberson,,23,17
81,1,2:59.0,A. Roberson makes 2-pt layup at rim,,25,17
82,1,2:48.0,,W. Barton misses 3-pt jump shot from 25 ft,25,17
83,1,2:45.0,,Offensive rebound by W. Chandler,25,17
84,1,2:25.0,,W. Barton misses 3-pt jump shot from 25 ft,25,17
85,1,2:23.0,Defensive rebound by A. Roberson,,25,17
86,1,2:08.0,,Offensive charge foul by J. Grant (drawn by P. Millsap),25,17
87,1,2:08.0,Turnover by J. Grant (offensive foul),,25,17
88,1,2:08.0,,N. Jokić enters the game for P. Millsap,25,17
89,1,2:08.0,P. George enters the game for A. Roberson,,25,17
90,1,1:50.0,,Turnover by E. Mudiay (bad pass; steal by J. Grant),25,17
91,1,1:43.0,J. Grant misses 3-pt jump shot from 24 ft,,25,17
92,1,1:37.0,,Defensive rebound by N. Jokić,25,17
93,1,1:29.0,,Def 3 sec tech foul by S. Adams,25,17
94,1,1:29.0,,W. Barton makes technical free throw,25,18
95,1,1:29.0,P. Patterson enters the game for S. Adams,,25,18
96,1,1:27.0,,Personal foul by P. George (drawn by W. Chandler),25,18
97,1,1:13.0,,W. Chandler misses 2-pt jump shot from 20 ft,25,18
98,1,1:11.0,,Offensive rebound by M. Plumlee,25,18
99,1,1:09.0,,W. Chandler misses 2-pt layup from 2 ft,25,18
100,1,1:09.0,Defensive rebound by P. George,,25,18
101,1,1:08.0,Turnover by P. George (turnover),,25,18
102,1,1:02.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by E. Mudiay),25,20
103,1,0:40.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Felton),,28,20
104,1,0:23.0,,M. Plumlee makes 2-pt hook shot from 5 ft (assist by E. Mudiay),28,22
105,1,0:00.0,P. George misses 2-pt jump shot from 19 ft,,28,22
106,1,0:00.0,Offensive rebound by Team,,28,22
107,2,11:43.0,,N. Jokić misses 2-pt layup from 4 ft,28,22
108,2,11:40.0,Defensive rebound by J. Grant,,28,22
109,2,11:40.0,Turnover by J. Grant (lost ball; steal by M. Plumlee),,28,22
110,2,11:40.0,,M. Plumlee misses 2-pt layup from 3 ft (block by P. George),28,22
111,2,11:40.0,,Offensive rebound by Team,28,22
112,2,11:34.0,,M. Plumlee misses 2-pt layup from 2 ft,28,22
113,2,11:34.0,,Offensive rebound by M. Plumlee,28,22
114,2,11:34.0,,M. Plumlee makes 2-pt layup from 2 ft,28,24
115,2,11:34.0,,Shooting foul by J. Grant (drawn by M. Plumlee),28,24
116,2,11:34.0,A. Roberson enters the game for Á. Abrines,,28,24
117,2,11:34.0,,M. Plumlee makes free throw 1 of 1,28,25
118,2,11:24.0,,Violation by M. Plumlee (kicked ball),28,25
119,2,11:14.0,P. George misses 2-pt jump shot from 15 ft,,28,25
120,2,11:10.0,,Defensive rebound by M. Beasley,28,25
121,2,11:06.0,,M. Beasley makes 2-pt layup from 3 ft (assist by W. Barton),28,27
122,2,11:06.0,,Shooting foul by A. Roberson (drawn by M. Beasley),28,27
123,2,11:06.0,,M. Beasley misses free throw 1 of 1,28,27
124,2,11:03.0,Defensive rebound by J. Grant,,28,27
125,2,10:46.0,P. Patterson misses 3-pt jump shot from 23 ft,,28,27
126,2,10:42.0,,Defensive rebound by M. Beasley,28,27
127,2,10:36.0,,Turnover by M. Beasley (bad pass; steal by P. Patterson),28,27
128,2,10:31.0,P. George makes 2-pt layup from 1 ft (assist by R. Felton),,30,27
129,2,10:22.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by N. Jokić),30,29
130,2,10:22.0,,Shooting foul by R. Felton (drawn by E. Mudiay),30,29
131,2,10:22.0,,E. Mudiay makes free throw 1 of 1,30,30
132,2,10:14.0,P. Patterson misses 2-pt jump shot from 14 ft,,30,30
133,2,10:12.0,,Defensive rebound by Team,30,30
134,2,10:01.0,Offensive charge foul by N. Jokić (drawn by J. Grant),,30,30
135,2,10:01.0,,Turnover by N. Jokić (offensive foul),30,30
136,2,10:01.0,Oklahoma City full timeout,,30,30
137,2,10:01.0,,P. Millsap enters the game for N. Jokić,30,30
138,2,9:50.0,R. Felton misses 2-pt layup from 2 ft,,30,30
139,2,9:44.0,Offensive rebound by J. Grant,,30,30
140,2,9:44.0,J. Grant makes 2-pt dunk at rim,,32,30
141,2,9:33.0,,Turnover by P. Millsap (bad pass; steal by J. Grant),32,30
142,2,9:19.0,A. Roberson misses 3-pt jump shot from 24 ft,,32,30
143,2,9:14.0,,Defensive rebound by M. Beasley,32,30
144,2,9:06.0,,Turnover by M. Plumlee (lost ball; steal by R. Felton),32,30
145,2,9:01.0,R. Felton makes 2-pt layup from 2 ft (assist by A. Roberson),,34,30
146,2,8:59.0,,Denver full timeout,34,30
147,2,8:59.0,,G. Harris enters the game for M. Beasley,34,30
148,2,8:59.0,R. Westbrook enters the game for A. Roberson,,34,30
149,2,8:38.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by P. Millsap),34,32
150,2,8:38.0,,Shooting foul by P. Patterson (drawn by M. Plumlee),34,32
151,2,8:38.0,,M. Plumlee makes free throw 1 of 1,34,33
152,2,8:20.0,J. Grant makes 3-pt jump shot from 24 ft (assist by P. Patterson),,37,33
153,2,8:04.0,,G. Harris misses 2-pt layup from 7 ft (block by P. Patterson),37,33
154,2,8:01.0,,Offensive rebound by P. Millsap,37,33
155,2,7:57.0,,W. Chandler enters the game for M. Plumlee,37,33
156,2,7:57.0,C. Anthony enters the game for P. Patterson,,37,33
157,2,7:56.0,,W. Barton misses 2-pt layup from 5 ft (block by J. Grant),37,33
158,2,7:56.0,,Offensive rebound by Team,37,33
159,2,7:53.0,,E. Mudiay makes 3-pt jump shot from 24 ft,37,36
160,2,7:38.0,Def 3 sec tech foul by W. Chandler,,37,36
161,2,7:38.0,P. George misses technical free throw,,37,36
162,2,7:38.0,Offensive rebound by Team,,37,36
163,2,7:26.0,C. Anthony misses 2-pt layup from 4 ft (block by P. Millsap),,37,36
164,2,7:25.0,Offensive rebound by J. Grant,,37,36
165,2,7:25.0,Shooting foul by W. Chandler (drawn by J. Grant),,37,36
166,2,7:25.0,J. Grant makes free throw 1 of 2,,38,36
167,2,7:25.0,A. Roberson enters the game for P. George,,38,36
168,2,7:25.0,J. Grant makes free throw 2 of 2,,39,36
169,2,7:07.0,,P. Millsap misses 2-pt layup from 3 ft,39,36
170,2,7:07.0,Defensive rebound by Team,,39,36
171,2,7:07.0,S. Adams enters the game for J. Grant,,39,36
172,2,6:55.0,R. Westbrook misses 2-pt layup from 2 ft,,39,36
173,2,6:50.0,Offensive rebound by S. Adams,,39,36
174,2,6:50.0,S. Adams misses 2-pt layup at rim (block by P. Millsap),,39,36
175,2,6:48.0,Offensive rebound by S. Adams,,39,36
176,2,6:48.0,S. Adams makes 2-pt layup at rim,,41,36
177,2,6:34.0,,G. Harris misses 2-pt layup from 2 ft,41,36
178,2,6:33.0,,Offensive rebound by G. Harris,41,36
179,2,6:31.0,,G. Harris makes 2-pt layup from 2 ft,41,38
180,2,6:24.0,R. Westbrook misses 2-pt layup from 4 ft,,41,38
181,2,6:21.0,,Defensive rebound by E. Mudiay,41,38
182,2,6:20.0,,Shooting foul by C. Anthony (drawn by W. Barton),41,38
183,2,6:20.0,,W. Barton makes free throw 1 of 2,41,39
184,2,6:20.0,P. George enters the game for R. Felton,,41,39
185,2,6:20.0,,W. Barton makes free throw 2 of 2,41,40
186,2,6:00.0,P. George misses 2-pt layup from 5 ft (block by P. Millsap),,41,40
187,2,5:57.0,,Defensive rebound by W. Chandler,41,40
188,2,5:53.0,,Turnover by E. Mudiay (bad pass; steal by P. George),41,40
189,2,5:40.0,C. Anthony misses 2-pt jump shot from 14 ft,,41,40
190,2,5:35.0,Offensive rebound by R. Westbrook,,41,40
191,2,5:30.0,P. George misses 3-pt jump shot from 23 ft,,41,40
192,2,5:27.0,,Defensive rebound by W. Chandler,41,40
193,2,5:11.0,,W. Barton makes 2-pt layup from 2 ft,41,42
194,2,4:57.0,R. Westbrook misses 3-pt jump shot from 25 ft,,41,42
195,2,4:55.0,Offensive rebound by A. Roberson,,41,42
196,2,4:52.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by A. Roberson),,44,42
197,2,4:36.0,,Shooting foul by S. Adams (drawn by W. Barton),44,42
198,2,4:36.0,,W. Barton makes free throw 1 of 2,44,43
199,2,4:36.0,,W. Barton makes free throw 2 of 2,44,44
200,2,4:34.0,Personal take foul by E. Mudiay (drawn by R. Westbrook),,44,44
201,2,4:34.0,,N. Jokić enters the game for W. Barton,44,44
202,2,4:25.0,S. Adams misses 2-pt layup from 3 ft,,44,44
203,2,4:24.0,Offensive rebound by S. Adams,,44,44
204,2,4:22.0,Turnover by S. Adams (turnover),,44,44
205,2,4:09.0,,N. Jokić misses 3-pt jump shot from 24 ft,44,44
206,2,4:06.0,,Offensive rebound by E. Mudiay,44,44
207,2,3:57.0,,Turnover by P. Millsap (lost ball; steal by P. George),44,44
208,2,3:54.0,Turnover by A. Roberson (lost ball; steal by N. Jokić),,44,44
209,2,3:48.0,,N. Jokić makes 2-pt layup from 5 ft (assist by W. Chandler),44,46
210,2,3:46.0,Oklahoma City full timeout,,44,46
211,2,3:33.0,Shooting foul by N. Jokić (drawn by R. Westbrook),,44,46
212,2,3:33.0,R. Westbrook misses free throw 1 of 2,,44,46
213,2,3:33.0,Offensive rebound by Team,,44,46
214,2,3:33.0,,M. Plumlee enters the game for N. Jokić,44,46
215,2,3:33.0,R. Westbrook misses free throw 2 of 2,,44,46
216,2,3:21.0,Offensive rebound by R. Westbrook,,44,46
217,2,3:21.0,R. Westbrook makes 2-pt layup from 2 ft,,46,46
218,2,3:06.0,,Personal foul by A. Roberson (drawn by M. Plumlee),46,46
219,2,3:06.0,,M. Plumlee makes free throw 1 of 2,46,47
220,2,3:06.0,,M. Plumlee misses free throw 2 of 2,46,47
221,2,3:06.0,Violation by A. Roberson (lane),,46,47
222,2,3:02.0,Offensive rebound by C. Anthony,,46,47
223,2,2:50.0,C. Anthony makes 2-pt jump shot from 18 ft,,48,47
224,2,2:22.0,,Turnover by G. Harris (lost ball; steal by C. Anthony),48,47
225,2,2:14.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,51,47
226,2,1:58.0,,G. Harris misses 3-pt jump shot from 25 ft,51,47
227,2,1:54.0,Defensive rebound by P. George,,51,47
228,2,1:42.0,P. George makes 2-pt layup from 2 ft,,53,47
229,2,1:36.0,,Denver full timeout,53,47
230,2,1:36.0,,W. Barton enters the game for G. Harris,53,47
231,2,1:23.0,,W. Barton misses 2-pt layup from 2 ft (block by S. Adams),53,47
232,2,1:18.0,Defensive rebound by S. Adams,,53,47
233,2,1:16.0,C. Anthony misses 3-pt jump shot from 26 ft,,53,47
234,2,1:12.0,,Defensive rebound by W. Barton,53,47
235,2,1:05.0,,Shooting foul by C. Anthony (drawn by P. Millsap),53,47
236,2,1:05.0,,P. Millsap makes free throw 1 of 2,53,48
237,2,1:05.0,,P. Millsap makes free throw 2 of 2,53,49
238,2,0:42.0,C. Anthony misses 2-pt jump shot from 22 ft,,53,49
239,2,0:40.0,,Defensive rebound by P. Millsap,53,49
240,2,0:33.0,,M. Plumlee misses 2-pt hook shot from 5 ft,53,49
241,2,0:30.0,Defensive rebound by A. Roberson,,53,49
242,2,0:28.0,R. Westbrook misses 3-pt jump shot from 24 ft,,53,49
243,2,0:24.0,,Defensive rebound by P. Millsap,53,49
244,2,0:03.0,,P. Millsap makes 2-pt layup from 2 ft,53,51
245,2,0:00.0,,Offensive charge foul by R. Westbrook (drawn by W. Barton),53,51
246,2,0:00.0,Turnover by R. Westbrook (offensive foul),,53,51
247,3,11:42.0,,P. Millsap misses 2-pt jump shot from 18 ft,53,51
248,3,11:39.0,,Offensive rebound by N. Jokić,53,51
249,3,11:35.0,,P. Millsap misses 2-pt layup from 3 ft,53,51
250,3,11:35.0,Defensive rebound by P. George,,53,51
251,3,11:14.0,R. Westbrook misses 2-pt jump shot from 17 ft,,53,51
252,3,11:10.0,,Defensive rebound by G. Harris,53,51
253,3,11:02.0,,P. Millsap misses 3-pt jump shot from 24 ft,53,51
254,3,10:59.0,Defensive rebound by S. Adams,,53,51
255,3,10:54.0,C. Anthony misses 3-pt jump shot from 24 ft,,53,51
256,3,10:51.0,,Defensive rebound by N. Jokić,53,51
257,3,10:36.0,,Turnover by G. Harris (bad pass; steal by R. Westbrook),53,51
258,3,10:33.0,R. Westbrook makes 2-pt dunk from 2 ft,,55,51
259,3,10:09.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),55,54
260,3,9:50.0,P. George misses 3-pt jump shot from 26 ft,,55,54
261,3,9:47.0,,Defensive rebound by N. Jokić,55,54
262,3,9:39.0,,Shooting foul by P. George (drawn by W. Chandler),55,54
263,3,9:39.0,,W. Chandler misses free throw 1 of 2,55,54
264,3,9:39.0,,Offensive rebound by Team,55,54
265,3,9:39.0,,W. Chandler misses free throw 2 of 2,55,54
266,3,9:36.0,Defensive rebound by C. Anthony,,55,54
267,3,9:28.0,P. George misses 3-pt jump shot from 24 ft,,55,54
268,3,9:25.0,,Defensive rebound by J. Murray,55,54
269,3,9:13.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),55,57
270,3,8:49.0,C. Anthony misses 2-pt jump shot from 17 ft,,55,57
271,3,8:45.0,,Defensive rebound by N. Jokić,55,57
272,3,8:42.0,,J. Murray misses 3-pt jump shot from 24 ft,55,57
273,3,8:38.0,Defensive rebound by S. Adams,,55,57
274,3,8:34.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,57,57
275,3,8:16.0,Violation by S. Adams (kicked ball),,57,57
276,3,8:10.0,,G. Harris misses 3-pt jump shot from 25 ft,57,57
277,3,8:07.0,Defensive rebound by S. Adams,,57,57
278,3,7:51.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,60,57
279,3,7:22.0,,N. Jokić misses 2-pt jump shot from 6 ft,60,57
280,3,7:20.0,,Offensive rebound by N. Jokić,60,57
281,3,7:19.0,,N. Jokić makes 2-pt layup from 2 ft,60,59
282,3,7:00.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by A. Roberson),,63,59
283,3,6:40.0,,P. Millsap makes 2-pt hook shot from 7 ft (assist by W. Chandler),63,61
284,3,6:36.0,Turnover by C. Anthony (bad pass; steal by J. Murray),,63,61
285,3,6:33.0,,J. Murray misses 3-pt jump shot from 25 ft,63,61
286,3,6:30.0,,Offensive rebound by G. Harris,63,61
287,3,6:20.0,,P. Millsap misses 3-pt jump shot from 25 ft,63,61
288,3,6:17.0,,Offensive rebound by G. Harris,63,61
289,3,6:09.0,,G. Harris makes 2-pt layup from 2 ft (assist by J. Murray),63,63
290,3,6:09.0,Oklahoma City full timeout,,63,63
291,3,5:57.0,S. Adams misses 2-pt layup from 2 ft,,63,63
292,3,5:55.0,,Defensive rebound by N. Jokić,63,63
293,3,5:50.0,,Turnover by J. Murray (bad pass; steal by A. Roberson),63,63
294,3,5:39.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,65,63
295,3,5:17.0,,N. Jokić misses 3-pt jump shot from 24 ft,65,63
296,3,5:14.0,Defensive rebound by C. Anthony,,65,63
297,3,5:10.0,Turnover by R. Westbrook (turnover),,65,63
298,3,4:57.0,,J. Murray makes 2-pt layup from 3 ft,65,65
299,3,4:38.0,Turnover by P. George (bad pass; steal by J. Murray),,65,65
300,3,4:34.0,,Turnover by N. Jokić (bad pass; steal by P. George),65,65
301,3,4:28.0,P. George misses 2-pt layup from 3 ft,,65,65
302,3,4:25.0,Offensive rebound by P. George,,65,65
303,3,4:13.0,R. Westbrook misses 3-pt jump shot from 24 ft,,65,65
304,3,4:11.0,,Defensive rebound by J. Murray,65,65
305,3,4:04.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by P. Millsap),65,68
306,3,3:50.0,,M. Plumlee enters the game for P. Millsap,65,68
307,3,3:50.0,,W. Barton enters the game for W. Chandler,65,68
308,3,3:50.0,J. Grant enters the game for S. Adams,,65,68
309,3,3:50.0,Á. Abrines enters the game for P. George,,65,68
310,3,3:39.0,R. Westbrook makes 2-pt jump shot from 19 ft,,67,68
311,3,3:15.0,,J. Murray misses 2-pt layup from 4 ft (block by C. Anthony),67,68
312,3,3:15.0,,Offensive rebound by Team,67,68
313,3,3:15.0,P. Patterson enters the game for R. Westbrook,,67,68
314,3,3:15.0,R. Felton enters the game for C. Anthony,,67,68
315,3,3:13.0,,N. Jokić misses 3-pt jump shot from 22 ft,67,68
316,3,3:10.0,Defensive rebound by R. Felton,,67,68
317,3,2:59.0,R. Felton makes 2-pt jump shot from 20 ft,,69,68
318,3,2:43.0,,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),69,70
319,3,2:27.0,Def 3 sec tech foul by W. Barton,,69,70
320,3,2:27.0,,Denver full timeout,69,70
321,3,2:27.0,P. George enters the game for A. Roberson,,69,70
322,3,2:27.0,Á. Abrines makes technical free throw,,70,70
323,3,2:16.0,J. Grant misses 2-pt jump shot from 7 ft,,70,70
324,3,2:14.0,,Defensive rebound by M. Plumlee,70,70
325,3,2:11.0,,Personal foul by P. Patterson (drawn by N. Jokić),70,70
326,3,2:06.0,,Personal foul by P. George (drawn by N. Jokić),70,70
327,3,2:00.0,,Shooting foul by R. Felton (drawn by J. Murray),70,70
328,3,2:00.0,,J. Murray misses free throw 1 of 2,70,70
329,3,2:00.0,,Offensive rebound by Team,70,70
330,3,2:00.0,,J. Murray makes free throw 2 of 2,70,71
331,3,1:53.0,Personal foul by W. Barton (drawn by P. George),,70,71
332,3,1:42.0,P. George makes 2-pt layup from 2 ft,,72,71
333,3,1:24.0,,N. Jokić misses 3-pt jump shot from 24 ft,72,71
334,3,1:22.0,Defensive rebound by Team,,72,71
335,3,1:07.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by J. Grant),,75,71
336,3,0:46.0,,N. Jokić makes 2-pt layup from 4 ft (assist by W. Barton),75,73
337,3,0:33.0,J. Grant misses 2-pt hook shot from 4 ft,,75,73
338,3,0:31.0,,Defensive rebound by N. Jokić,75,73
339,3,0:08.0,,W. Barton makes 2-pt layup from 2 ft,75,75
340,3,0:00.0,P. Patterson misses 3-pt jump shot from 23 ft,,75,75
341,3,0:00.0,Offensive rebound by Team,,75,75
342,4,11:42.0,R. Felton makes 2-pt jump shot from 22 ft,,77,75
343,4,11:17.0,,W. Barton misses 3-pt jump shot from 24 ft,77,75
344,4,11:13.0,Defensive rebound by Á. Abrines,,77,75
345,4,11:08.0,R. Felton makes 2-pt jump shot from 21 ft,,79,75
346,4,11:07.0,,Denver full timeout,79,75
347,4,10:49.0,,P. Millsap makes 2-pt layup from 6 ft (assist by W. Barton),79,77
348,4,10:34.0,R. Felton makes 2-pt jump shot from 14 ft,,81,77
349,4,10:21.0,,Turnover by P. Millsap (bad pass; steal by P. Patterson),81,77
350,4,10:10.0,R. Felton misses 2-pt layup from 2 ft,,81,77
351,4,10:07.0,,Defensive rebound by M. Plumlee,81,77
352,4,9:51.0,,E. Mudiay makes 3-pt jump shot from 22 ft (assist by M. Plumlee),81,80
353,4,9:30.0,Shooting block foul by P. Millsap (drawn by J. Grant),,81,80
354,4,9:30.0,J. Grant misses free throw 1 of 2,,81,80
355,4,9:30.0,Offensive rebound by Team,,81,80
356,4,9:30.0,J. Grant makes free throw 2 of 2,,82,80
357,4,9:13.0,,Turnover by W. Barton (lost ball; steal by R. Felton),82,80
358,4,9:00.0,Offensive foul by P. Patterson (drawn by M. Beasley),,82,80
359,4,9:00.0,Turnover by P. Patterson (offensive foul),,82,80
360,4,9:00.0,R. Westbrook enters the game for Á. Abrines,,82,80
361,4,9:00.0,,G. Harris enters the game for M. Beasley,82,80
362,4,8:47.0,,P. Millsap misses 2-pt jump shot from 10 ft,82,80
363,4,8:47.0,,Offensive rebound by Team,82,80
364,4,8:47.0,,Personal foul by R. Felton (drawn by M. Plumlee),82,80
365,4,8:40.0,,M. Plumlee misses 2-pt layup from 3 ft,82,80
366,4,8:38.0,Defensive rebound by R. Westbrook,,82,80
367,4,8:29.0,R. Westbrook misses 2-pt jump shot from 16 ft (block by M. Plumlee),,82,80
368,4,8:26.0,,Defensive rebound by P. Millsap,82,80
369,4,8:24.0,,W. Barton makes 2-pt layup from 1 ft (assist by P. Millsap),82,82
370,4,8:11.0,Turnover by P. George (lost ball; steal by P. Millsap),,82,82
371,4,8:04.0,,W. Barton misses 3-pt jump shot from 25 ft,82,82
372,4,8:00.0,,Offensive rebound by G. Harris,82,82
373,4,7:59.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by G. Harris),82,85
374,4,7:35.0,Personal block foul by M. Plumlee (drawn by J. Grant),,82,85
375,4,7:35.0,C. Anthony enters the game for R. Felton,,82,85
376,4,7:35.0,A. Roberson enters the game for J. Grant,,82,85
377,4,7:35.0,S. Adams enters the game for P. Patterson,,82,85
378,4,7:25.0,C. Anthony misses 3-pt jump shot from 23 ft,,82,85
379,4,7:23.0,,Defensive rebound by E. Mudiay,82,85
380,4,7:02.0,,P. Millsap makes 2-pt jump shot from 13 ft,82,87
381,4,6:45.0,R. Westbrook misses 2-pt jump shot from 12 ft,,82,87
382,4,6:43.0,Offensive rebound by R. Westbrook,,82,87
383,4,6:43.0,R. Westbrook misses 2-pt layup from 2 ft,,82,87
384,4,6:43.0,,Defensive rebound by E. Mudiay,82,87
385,4,6:35.0,,E. Mudiay makes 2-pt layup from 3 ft,82,89
386,4,6:35.0,Oklahoma City full timeout,,82,89
387,4,6:11.0,C. Anthony makes 2-pt jump shot from 14 ft,,84,89
