,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
378,4,2:42.0,S. Johnson misses 2-pt jump shot from 19 ft,,88,110
379,4,2:38.0,,Defensive rebound by J. Clarkson,88,110
380,4,2:22.0,,Shooting foul by S. Johnson (drawn by J. Randle),88,110
381,4,2:22.0,,J. Randle makes free throw 1 of 2,88,111
382,4,2:22.0,,C. Brewer enters the game for K. Kuzma,88,111
383,4,2:22.0,,I. Zubac enters the game for K. Caldwell-Pope,88,111
384,4,2:22.0,,T. Ennis enters the game for J. Clarkson,88,111
385,4,2:22.0,,J. Hart enters the game for B. Ingram,88,111
386,4,2:22.0,L. Galloway enters the game for A. Bradley,,88,111
387,4,2:22.0,,J. Randle misses free throw 2 of 2,88,111
388,4,2:19.0,Defensive rebound by E. Moreland,,88,111
389,4,2:01.0,S. Johnson misses 3-pt jump shot from 26 ft,,88,111
390,4,1:57.0,,Defensive rebound by J. Hart,88,111
391,4,1:39.0,,I. Zubac misses 2-pt hook shot from 2 ft,88,111
392,4,1:35.0,,Offensive rebound by I. Zubac,88,111
393,4,1:33.0,,T. Ennis misses 3-pt jump shot from 25 ft,88,111
394,4,1:33.0,Defensive rebound by H. Ellenson,,88,111
395,4,1:33.0,,Loose ball foul by I. Zubac (drawn by H. Ellenson),88,111
396,4,1:33.0,,K. Kuzma enters the game for J. Randle,88,111
397,4,1:16.0,L. Galloway makes 2-pt jump shot from 17 ft,,90,111
398,4,1:08.0,,I. Zubac misses 2-pt jump shot from 15 ft,90,111
399,4,1:04.0,Defensive rebound by I. Smith,,90,111
400,4,0:50.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by E. Moreland),,93,111
401,4,0:37.0,,Turnover by I. Zubac (lost ball; steal by E. Moreland),93,111
402,4,0:33.0,Shooting foul by T. Ennis (drawn by E. Moreland),,93,111
403,4,0:33.0,E. Moreland misses free throw 1 of 2,,93,111
404,4,0:33.0,Offensive rebound by Team,,93,111
405,4,0:33.0,E. Moreland misses free throw 2 of 2,,93,111
406,4,0:31.0,,Defensive rebound by K. Kuzma,93,111
407,4,0:09.0,,T. Ennis makes 2-pt layup from 1 ft (assist by K. Kuzma),93,113
408,4,0:05.0,S. Johnson misses 3-pt jump shot from 25 ft,,93,113
409,4,0:02.0,,Defensive rebound by K. Kuzma,93,113
