,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
15,1,10:09.0,Turnover by J. Harden (bad pass; steal by T. Hardaway),,3,2
16,1,10:03.0,,T. Hardaway makes 3-pt jump shot from 26 ft,3,5
17,1,9:49.0,T. Ariza makes 2-pt jump shot from 5 ft,,5,5
18,1,9:34.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,5,5
19,1,9:29.0,Defensive rebound by C. Capela,,5,5
20,1,9:24.0,R. Anderson misses 3-pt jump shot from 22 ft,,5,5
21,1,9:20.0,,Defensive rebound by E. Freedom,5,5
22,1,9:17.0,,C. Lee makes 3-pt jump shot from 24 ft,5,8
23,1,8:56.0,E. Gordon makes 3-pt jump shot from 33 ft (assist by J. Harden),,8,8
24,1,8:35.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,8,8
25,1,8:31.0,Defensive rebound by T. Ariza,,8,8
26,1,8:24.0,Shooting foul by E. Freedom (drawn by J. Harden),,8,8
27,1,8:24.0,J. Harden misses free throw 1 of 2,,8,8
28,1,8:24.0,Offensive rebound by Team,,8,8
29,1,8:24.0,J. Harden makes free throw 2 of 2,,9,8
30,1,8:09.0,,E. Freedom makes 2-pt layup at rim (assist by K. Porziņģis),9,10
31,1,7:56.0,J. Harden misses 3-pt jump shot from 26 ft,,9,10
32,1,7:56.0,,Defensive rebound by C. Lee,9,10
33,1,7:49.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,9,12
34,1,7:36.0,T. Ariza misses 3-pt jump shot from 25 ft,,9,12
35,1,7:34.0,Offensive rebound by Team,,9,12
36,1,7:26.0,J. Harden misses 3-pt jump shot from 25 ft,,9,12
37,1,7:21.0,,Defensive rebound by E. Freedom,9,12
38,1,7:17.0,,T. Hardaway misses 3-pt jump shot from 25 ft,9,12
39,1,7:14.0,Defensive rebound by C. Capela,,9,12
40,1,7:04.0,E. Gordon misses 2-pt hook shot from 14 ft,,9,12
41,1,7:01.0,,Defensive rebound by T. Hardaway,9,12
42,1,6:58.0,,T. Hardaway misses 2-pt layup from 1 ft,9,12
43,1,6:55.0,Defensive rebound by J. Harden,,9,12
44,1,6:52.0,Turnover by J. Harden (lost ball; steal by T. Hardaway),,9,12
45,1,6:48.0,,E. Freedom makes 2-pt layup at rim (assist by T. Hardaway),9,14
46,1,6:33.0,R. Anderson makes 3-pt jump shot from 22 ft (assist by J. Harden),,12,14
47,1,6:14.0,,K. Porziņģis misses 2-pt hook shot from 9 ft,12,14
48,1,6:11.0,Defensive rebound by T. Ariza,,12,14
49,1,5:56.0,J. Harden misses 3-pt jump shot from 25 ft,,12,14
50,1,5:53.0,,Defensive rebound by C. Lee,12,14
51,1,5:49.0,,New York full timeout,12,14
52,1,5:49.0,N. Hilário enters the game for E. Gordon,,12,14
53,1,5:49.0,L. Mbah a Moute enters the game for C. Capela,,12,14
54,1,5:49.0,P. Tucker enters the game for R. Anderson,,12,14
55,1,5:34.0,,J. Jack misses 2-pt jump shot from 19 ft,12,14
56,1,5:30.0,Defensive rebound by N. Hilário,,12,14
57,1,5:16.0,Turnover by N. Hilário (traveling),,12,14
58,1,5:16.0,,K. O'Quinn enters the game for E. Freedom,12,14
59,1,5:02.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,12,16
60,1,4:53.0,L. Mbah a Moute misses 2-pt layup at rim,,12,16
61,1,4:51.0,,Defensive rebound by K. Porziņģis,12,16
62,1,4:48.0,,C. Lee makes 2-pt jump shot from 23 ft (assist by K. Porziņģis),12,18
63,1,4:30.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,12,18
64,1,4:27.0,,Defensive rebound by T. Hardaway,12,18
65,1,4:20.0,,Turnover by T. Hardaway (bad pass),12,18
66,1,4:20.0,,F. Ntilikina enters the game for J. Jack,12,18
67,1,4:06.0,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by P. Tucker),,15,18
68,1,3:46.0,,Turnover by K. O'Quinn (bad pass; steal by P. Tucker),15,18
69,1,3:36.0,P. Tucker misses 3-pt jump shot from 25 ft,,15,18
70,1,3:33.0,,Defensive rebound by T. Hardaway,15,18
71,1,3:25.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,15,20
72,1,3:19.0,T. Ariza misses 3-pt jump shot from 25 ft,,15,20
73,1,3:19.0,,Defensive rebound by K. O'Quinn,15,20
