,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
60,1,3:29.0,,K. Oubre enters the game for O. Porter,23,17
61,1,3:18.0,W. Cauley-Stein makes 2-pt layup from 5 ft,,25,17
62,1,3:05.0,,Turnover by J. Wall (lost ball; steal by G. Temple),25,17
63,1,2:59.0,G. Hill makes 2-pt layup from 2 ft (assist by B. Bogdanović),,27,17
64,1,2:46.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),27,19
65,1,2:46.0,,Shooting foul by B. Bogdanović (drawn by M. Gortat),27,19
66,1,2:46.0,Sacramento full timeout,,27,19
67,1,2:46.0,,T. Frazier enters the game for J. Wall,27,19
68,1,2:46.0,D. Fox enters the game for W. Cauley-Stein,,27,19
69,1,2:46.0,K. Koufos enters the game for G. Temple,,27,19
70,1,2:46.0,,M. Gortat makes free throw 1 of 1,27,20
71,1,2:32.0,Z. Randolph misses 2-pt jump shot from 15 ft,,27,20
72,1,2:28.0,,Defensive rebound by K. Oubre,27,20
73,1,2:08.0,,B. Beal misses 2-pt layup from 3 ft,27,20
74,1,2:05.0,,Offensive rebound by M. Gortat,27,20
75,1,2:04.0,,M. Gortat makes 2-pt hook shot from 2 ft,27,22
76,1,1:49.0,Personal foul by T. Frazier (drawn by G. Hill),,27,22
77,1,1:49.0,G. Hill makes free throw 1 of 2,,28,22
78,1,1:49.0,,I. Mahinmi enters the game for B. Beal,28,22
79,1,1:49.0,,J. Meeks enters the game for M. Gortat,28,22
80,1,1:49.0,B. Hield enters the game for B. Bogdanović,,28,22
81,1,1:49.0,G. Hill makes free throw 2 of 2,,29,22
82,1,1:30.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by K. Oubre),29,25
83,1,1:11.0,G. Hill makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,31,25
84,1,0:51.0,,K. Oubre misses 3-pt jump shot from 25 ft,31,25
85,1,0:48.0,Defensive rebound by B. Hield,,31,25
86,1,0:42.0,D. Fox misses 3-pt jump shot from 23 ft,,31,25
87,1,0:38.0,,Defensive rebound by K. Oubre,31,25
88,1,0:30.0,,K. Oubre misses 2-pt jump shot from 10 ft,31,25
89,1,0:28.0,Defensive rebound by Z. Randolph,,31,25
90,1,0:14.0,G. Hill misses 2-pt jump shot from 19 ft,,31,25
91,1,0:12.0,Offensive rebound by Team,,31,25
92,1,0:12.0,,Loose ball foul by I. Mahinmi (drawn by Z. Randolph),31,25
93,1,0:12.0,Z. Randolph makes free throw 1 of 2,,32,25
94,1,0:12.0,J. Jackson enters the game for K. Koufos,,32,25
95,1,0:12.0,Z. Randolph misses free throw 2 of 2,,32,25
96,1,0:11.0,,Defensive rebound by I. Mahinmi,32,25
97,1,0:01.0,,T. Frazier misses 2-pt layup from 3 ft,32,25
98,1,0:01.0,,Offensive rebound by Team,32,25
99,2,11:40.0,B. Hield misses 2-pt layup from 3 ft,,32,25
100,2,11:36.0,,Defensive rebound by I. Mahinmi,32,25
101,2,11:34.0,,J. Meeks misses 3-pt jump shot from 26 ft,32,25
102,2,11:31.0,,Offensive rebound by I. Mahinmi,32,25
103,2,11:29.0,,J. Meeks makes 2-pt jump shot from 1 ft (assist by I. Mahinmi),32,27
104,2,11:16.0,J. Jackson misses 2-pt jump shot from 11 ft,,32,27
105,2,11:13.0,,Defensive rebound by K. Oubre,32,27
106,2,11:04.0,,J. Meeks makes 2-pt jump shot from 8 ft (assist by T. Frazier),32,29
107,2,10:47.0,B. Hield misses 2-pt jump shot from 20 ft,,32,29
108,2,10:44.0,,Defensive rebound by K. Oubre,32,29
109,2,10:36.0,,K. Oubre misses 2-pt jump shot from 1 ft,32,29
110,2,10:34.0,,Offensive rebound by K. Oubre,32,29
111,2,10:33.0,,K. Oubre makes 2-pt layup from 1 ft,32,31
112,2,10:27.0,Sacramento full timeout,,32,31
113,2,10:18.0,Turnover by D. Fox (lost ball; steal by K. Oubre),,32,31
114,2,10:13.0,,Shooting foul by K. Koufos (drawn by K. Oubre),32,31
115,2,10:13.0,,K. Oubre misses free throw 1 of 2,32,31
116,2,10:13.0,,Offensive rebound by Team,32,31
117,2,10:13.0,,K. Oubre makes free throw 2 of 2,32,32
118,2,10:04.0,Shooting foul by I. Mahinmi (drawn by K. Koufos),,32,32
119,2,10:04.0,K. Koufos misses free throw 1 of 2,,32,32
120,2,10:04.0,Offensive rebound by Team,,32,32
121,2,10:04.0,K. Koufos misses free throw 2 of 2,,32,32
122,2,10:01.0,,Defensive rebound by I. Mahinmi,32,32
123,2,9:50.0,,I. Mahinmi misses 2-pt jump shot from 19 ft,32,32
124,2,9:46.0,Defensive rebound by S. Labissière,,32,32
125,2,9:40.0,K. Koufos makes 2-pt layup from 1 ft (assist by B. Hield),,34,32
126,2,9:20.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by T. Frazier),34,34
127,2,9:13.0,D. Fox misses 2-pt jump shot from 14 ft,,34,34
128,2,9:10.0,,Defensive rebound by M. Scott,34,34
129,2,9:08.0,,K. Oubre makes 2-pt dunk at rim (assist by T. Frazier),34,36
130,2,8:52.0,S. Labissière misses 2-pt jump shot from 17 ft,,34,36
131,2,8:50.0,,Defensive rebound by M. Scott,34,36
132,2,8:40.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by K. Oubre),34,38
133,2,8:38.0,Sacramento full timeout,,34,38
134,2,8:21.0,Turnover by D. Fox (bad pass; steal by K. Oubre),,34,38
135,2,8:17.0,,K. Oubre makes 2-pt layup at rim,34,40
136,2,8:02.0,S. Labissière makes 2-pt hook shot from 11 ft,,36,40
137,2,7:41.0,,Turnover by M. Scott (out of bounds lost ball),36,40
138,2,7:22.0,Personal foul by M. Scott (drawn by S. Labissière),,36,40
139,2,7:17.0,S. Labissière makes 2-pt jump shot from 19 ft (assist by D. Fox),,38,40
140,2,7:07.0,,J. Meeks misses 3-pt jump shot from 29 ft,38,40
141,2,7:03.0,Defensive rebound by D. Fox,,38,40
142,2,6:53.0,B. Hield makes 3-pt jump shot from 23 ft (assist by D. Fox),,41,40
143,2,6:34.0,,J. Meeks misses 2-pt jump shot from 9 ft,41,40
144,2,6:33.0,Defensive rebound by K. Koufos,,41,40
145,2,6:30.0,B. Hield makes 2-pt layup from 3 ft (assist by D. Fox),,43,40
146,2,6:29.0,,Washington full timeout,43,40
147,2,6:29.0,,J. Wall enters the game for T. Frazier,43,40
148,2,6:29.0,,B. Beal enters the game for J. Meeks,43,40
149,2,6:29.0,,M. Gortat enters the game for I. Mahinmi,43,40
150,2,6:29.0,,O. Porter enters the game for M. Scott,43,40
151,2,6:08.0,,O. Porter misses 3-pt jump shot from 24 ft,43,40
152,2,6:04.0,Defensive rebound by Team,,43,40
153,2,5:54.0,Turnover by B. Hield (bad pass; steal by B. Beal),,43,40
154,2,5:49.0,,J. Wall makes 2-pt layup at rim,43,42
155,2,5:49.0,,Shooting foul by K. Koufos (drawn by J. Wall),43,42
156,2,5:49.0,,J. Wall makes free throw 1 of 1,43,43
157,2,5:39.0,K. Koufos misses 2-pt layup from 3 ft,,43,43
158,2,5:36.0,,Defensive rebound by K. Oubre,43,43
159,2,5:28.0,,K. Oubre misses 3-pt jump shot from 23 ft,43,43
160,2,5:23.0,,Offensive rebound by M. Gortat,43,43
161,2,5:19.0,,B. Beal makes 2-pt layup from 1 ft,43,45
162,2,5:00.0,D. Fox misses 2-pt jump shot from 20 ft,,43,45
163,2,4:55.0,,Defensive rebound by K. Oubre,43,45
164,2,4:47.0,,O. Porter makes 2-pt jump shot from 8 ft (assist by B. Beal),43,47
165,2,4:26.0,,M. Morris enters the game for K. Oubre,43,47
166,2,4:26.0,W. Cauley-Stein enters the game for D. Fox,,43,47
167,2,4:26.0,G. Hill enters the game for K. Koufos,,43,47
168,2,4:20.0,J. Jackson misses 2-pt jump shot from 5 ft (block by M. Gortat),,43,47
169,2,4:15.0,,Defensive rebound by M. Gortat,43,47
170,2,4:04.0,,M. Morris misses 3-pt jump shot from 25 ft,43,47
171,2,4:01.0,Defensive rebound by G. Hill,,43,47
172,2,3:54.0,J. Jackson misses 2-pt jump shot from 14 ft,,43,47
173,2,3:50.0,Offensive rebound by W. Cauley-Stein,,43,47
174,2,3:49.0,W. Cauley-Stein misses 2-pt jump shot from 2 ft,,43,47
175,2,3:49.0,,Defensive rebound by O. Porter,43,47
176,2,3:46.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),43,50
177,2,3:32.0,W. Cauley-Stein makes 2-pt hook shot from 5 ft,,45,50
178,2,3:17.0,,M. Gortat misses 2-pt hook shot from 15 ft,45,50
179,2,3:14.0,G. Temple enters the game for B. Hield,,45,50
180,2,3:12.0,Offensive rebound by Team,,45,50
181,2,2:52.0,G. Hill makes 3-pt jump shot from 26 ft,,48,50
182,2,2:34.0,,O. Porter misses 3-pt jump shot from 25 ft (block by S. Labissière),48,50
183,2,2:31.0,Offensive foul by J. Jackson (drawn by B. Beal),,48,50
184,2,2:31.0,Turnover by J. Jackson (offensive foul),,48,50
185,2,2:31.0,Z. Randolph enters the game for S. Labissière,,48,50
186,2,2:31.0,B. Bogdanović enters the game for J. Jackson,,48,50
187,2,2:30.0,Defensive rebound by W. Cauley-Stein,,48,50
188,2,2:10.0,,B. Beal makes 2-pt layup from 1 ft,48,52
189,2,2:10.0,,Shooting foul by W. Cauley-Stein (drawn by B. Beal),48,52
190,2,2:10.0,,B. Beal makes free throw 1 of 1,48,53
191,2,1:51.0,Turnover by Z. Randolph (bad pass; steal by O. Porter),,48,53
192,2,1:45.0,,M. Morris misses 2-pt layup from 1 ft (block by W. Cauley-Stein),48,53
193,2,1:42.0,,Offensive rebound by O. Porter,48,53
194,2,1:42.0,,O. Porter makes 2-pt layup at rim,48,55
195,2,1:25.0,Z. Randolph misses 2-pt jump shot from 12 ft,,48,55
196,2,1:25.0,,Defensive rebound by B. Beal,48,55
197,2,1:07.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),48,57
198,2,0:45.0,Personal foul by J. Wall (drawn by G. Hill),,48,57
199,2,0:40.0,G. Temple misses 3-pt jump shot from 22 ft,,48,57
200,2,0:36.0,Offensive rebound by Z. Randolph,,48,57
201,2,0:35.0,Z. Randolph makes 2-pt layup from 1 ft,,50,57
202,2,0:35.0,Shooting foul by M. Gortat (drawn by Z. Randolph),,50,57
203,2,0:35.0,Z. Randolph makes free throw 1 of 1,,51,57
204,2,0:15.0,,Turnover by J. Wall (bad pass; steal by G. Hill),51,57
205,2,0:01.0,W. Cauley-Stein misses 3-pt jump shot from 22 ft,,51,57
206,2,0:01.0,,Defensive rebound by O. Porter,51,57
207,3,11:45.0,W. Cauley-Stein misses 2-pt hook shot from 12 ft,,51,57
208,3,11:40.0,,Defensive rebound by M. Gortat,51,57
209,3,11:29.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),51,60
210,3,11:00.0,G. Temple makes 3-pt jump shot from 22 ft,,54,60
211,3,10:36.0,,M. Gortat makes 2-pt hook shot from 10 ft (assist by M. Morris),54,62
212,3,10:22.0,Personal foul by J. Wall (drawn by Z. Randolph),,54,62
213,3,10:10.0,G. Temple makes 2-pt jump shot from 18 ft,,56,62
214,3,9:48.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by B. Beal),56,64
215,3,9:37.0,G. Temple misses 2-pt jump shot from 18 ft,,56,64
216,3,9:34.0,,Defensive rebound by B. Beal,56,64
217,3,9:21.0,,B. Beal makes 2-pt jump shot from 19 ft,56,66
218,3,9:03.0,Z. Randolph misses 3-pt jump shot from 25 ft,,56,66
219,3,8:57.0,,Defensive rebound by B. Beal,56,66
220,3,8:45.0,,Shooting foul by W. Cauley-Stein (drawn by M. Gortat),56,66
221,3,8:45.0,,M. Gortat makes free throw 1 of 2,56,67
222,3,8:45.0,,M. Gortat makes free throw 2 of 2,56,68
223,3,8:32.0,Turnover by W. Cauley-Stein (bad pass),,56,68
224,3,8:16.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),56,70
225,3,8:15.0,Sacramento full timeout,,56,70
226,3,7:59.0,Z. Randolph misses 2-pt jump shot from 18 ft,,56,70
227,3,7:55.0,,Defensive rebound by B. Beal,56,70
228,3,7:42.0,,M. Morris misses 3-pt jump shot from 24 ft,56,70
229,3,7:38.0,Defensive rebound by G. Hill,,56,70
230,3,7:20.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft,,56,70
231,3,7:17.0,,Defensive rebound by J. Wall,56,70
232,3,7:13.0,,M. Gortat misses 2-pt layup from 2 ft (block by W. Cauley-Stein),56,70
233,3,7:13.0,,Offensive rebound by Team,56,70
234,3,7:11.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by O. Porter),56,72
235,3,6:54.0,Turnover by W. Cauley-Stein (traveling),,56,72
236,3,6:31.0,,J. Wall misses 2-pt jump shot from 11 ft,56,72
237,3,6:29.0,Defensive rebound by Z. Randolph,,56,72
238,3,6:21.0,Personal foul by M. Morris (drawn by G. Hill),,56,72
239,3,6:13.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,56,72
240,3,6:12.0,Offensive rebound by G. Hill,,56,72
241,3,6:12.0,G. Hill misses 2-pt layup at rim,,56,72
242,3,6:12.0,Offensive rebound by Z. Randolph,,56,72
243,3,6:12.0,,Loose ball foul by O. Porter (drawn by Z. Randolph),56,72
244,3,6:00.0,G. Temple makes 3-pt jump shot from 25 ft (assist by G. Hill),,59,72
245,3,5:36.0,,M. Gortat misses 2-pt hook shot from 9 ft,59,72
246,3,5:34.0,Defensive rebound by B. Bogdanović,,59,72
247,3,5:12.0,G. Hill misses 2-pt jump shot from 5 ft,,59,72
248,3,5:10.0,,Defensive rebound by O. Porter,59,72
249,3,4:58.0,,M. Gortat makes 2-pt hook shot from 10 ft (assist by J. Wall),59,74
250,3,4:44.0,Z. Randolph misses 2-pt layup from 9 ft,,59,74
251,3,4:40.0,Offensive rebound by Z. Randolph,,59,74
252,3,4:40.0,Z. Randolph misses 2-pt layup at rim,,59,74
253,3,4:39.0,,Defensive rebound by M. Gortat,59,74
254,3,4:36.0,,J. Wall makes 3-pt jump shot from 28 ft (assist by M. Gortat),59,77
255,3,4:19.0,Shooting foul by M. Morris (drawn by Z. Randolph),,59,77
256,3,4:19.0,Z. Randolph makes free throw 1 of 2,,60,77
257,3,4:19.0,,M. Scott enters the game for M. Morris,60,77
258,3,4:19.0,J. Jackson enters the game for B. Bogdanović,,60,77
259,3,4:19.0,Z. Randolph makes free throw 2 of 2,,61,77
260,3,4:10.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),61,79
261,3,3:55.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,61,79
262,3,3:52.0,,Defensive rebound by M. Scott,61,79
263,3,3:49.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),61,81
264,3,3:49.0,,Shooting foul by G. Temple (drawn by M. Gortat),61,81
265,3,3:49.0,S. Labissière enters the game for Z. Randolph,,61,81
266,3,3:49.0,,M. Gortat makes free throw 1 of 1,61,82
267,3,3:39.0,Turnover by J. Jackson (lost ball; steal by J. Wall),,61,82
268,3,3:34.0,,Turnover by J. Wall (lost ball; steal by J. Jackson),61,82
269,3,3:26.0,Personal foul by B. Beal (drawn by S. Labissière),,61,82
270,3,3:26.0,S. Labissière misses free throw 1 of 2,,61,82
271,3,3:26.0,Offensive rebound by Team,,61,82
272,3,3:26.0,B. Hield enters the game for G. Hill,,61,82
273,3,3:26.0,D. Fox enters the game for G. Temple,,61,82
274,3,3:26.0,S. Labissière makes free throw 2 of 2,,62,82
275,3,3:04.0,,Personal foul by S. Labissière (drawn by M. Gortat),62,82
276,3,3:04.0,,T. Frazier enters the game for J. Wall,62,82
277,3,2:53.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by T. Frazier),62,84
278,3,2:39.0,J. Jackson misses 2-pt jump shot from 12 ft,,62,84
279,3,2:35.0,,Defensive rebound by O. Porter,62,84
280,3,2:19.0,,Turnover by M. Scott (traveling),62,84
281,3,2:19.0,,Washington full timeout,62,84
282,3,2:19.0,K. Koufos enters the game for W. Cauley-Stein,,62,84
283,3,2:03.0,D. Fox makes 2-pt jump shot from 17 ft,,64,84
284,3,1:45.0,,M. Scott misses 3-pt jump shot from 24 ft,64,84
285,3,1:41.0,Defensive rebound by K. Koufos,,64,84
286,3,1:31.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Hield),,67,84
287,3,1:11.0,,M. Scott misses 2-pt jump shot from 16 ft,67,84
288,3,1:07.0,,Offensive rebound by O. Porter,67,84
289,3,1:07.0,,O. Porter makes 2-pt layup at rim,67,86
290,3,0:47.0,J. Jackson misses 2-pt layup from 7 ft,,67,86
291,3,0:45.0,,Defensive rebound by M. Scott,67,86
292,3,0:35.0,,O. Porter misses 3-pt jump shot from 25 ft,67,86
293,3,0:32.0,Defensive rebound by K. Koufos,,67,86
294,3,0:28.0,Shooting foul by T. Frazier (drawn by D. Fox),,67,86
295,3,0:28.0,D. Fox misses free throw 1 of 2,,67,86
296,3,0:28.0,Offensive rebound by Team,,67,86
297,3,0:28.0,,K. Oubre enters the game for M. Gortat,67,86
298,3,0:28.0,D. Fox makes free throw 2 of 2,,68,86
299,3,0:16.0,,Personal take foul by D. Fox (drawn by T. Frazier),68,86
300,3,0:16.0,G. Temple enters the game for S. Labissière,,68,86
301,3,0:09.0,,Turnover by B. Beal (lost ball; steal by G. Temple),68,86
302,3,0:04.0,B. Hield makes 3-pt jump shot from 25 ft (assist by J. Jackson),,71,86
303,3,0:00.0,,B. Beal misses 3-pt jump shot from 35 ft,71,86
304,3,0:00.0,,Offensive rebound by Team,71,86
305,4,11:46.0,,T. Frazier misses 3-pt jump shot from 25 ft,71,86
306,4,11:42.0,,Offensive rebound by I. Mahinmi,71,86
307,4,11:40.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),71,89
308,4,11:14.0,J. Jackson misses 3-pt jump shot from 26 ft,,71,89
309,4,11:12.0,,Defensive rebound by I. Mahinmi,71,89
310,4,11:00.0,,K. Oubre makes 2-pt dunk at rim,71,91
311,4,10:47.0,Personal foul by T. Frazier (drawn by D. Fox),,71,91
312,4,10:31.0,D. Fox makes 3-pt jump shot from 32 ft (assist by B. Hield),,74,91
313,4,10:08.0,,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by K. Oubre),74,93
314,4,9:54.0,B. Hield misses 3-pt jump shot from 24 ft,,74,93
315,4,9:51.0,,Defensive rebound by M. Scott,74,93
316,4,9:45.0,,Shooting foul by D. Fox (drawn by T. Frazier),74,93
317,4,9:45.0,,T. Frazier makes free throw 1 of 2,74,94
318,4,9:45.0,,T. Frazier makes free throw 2 of 2,74,95
319,4,9:32.0,J. Jackson makes 2-pt layup from 3 ft,,76,95
320,4,9:19.0,,J. Meeks misses 3-pt jump shot from 24 ft,76,95
321,4,9:13.0,,Offensive rebound by I. Mahinmi,76,95
322,4,9:03.0,,K. Oubre misses 3-pt jump shot from 26 ft,76,95
323,4,9:02.0,Defensive rebound by Team,,76,95
324,4,9:02.0,,Loose ball foul by I. Mahinmi (drawn by K. Koufos),76,95
325,4,8:41.0,B. Hield misses 2-pt jump shot from 13 ft,,76,95
326,4,8:39.0,Offensive rebound by Team,,76,95
327,4,8:39.0,,Loose ball foul by K. Oubre (drawn by K. Koufos),76,95
328,4,8:29.0,D. Fox misses 3-pt jump shot from 23 ft,,76,95
329,4,8:26.0,Offensive rebound by J. Jackson,,76,95
330,4,8:23.0,Shooting foul by T. Frazier (drawn by D. Fox),,76,95
331,4,8:23.0,D. Fox makes free throw 1 of 2,,77,95
332,4,8:23.0,D. Fox makes free throw 2 of 2,,78,95
333,4,8:13.0,,Personal foul by B. Hield (drawn by M. Scott),78,95
334,4,8:01.0,,Turnover by M. Scott (lost ball; steal by B. Hield),78,95
335,4,7:44.0,D. Fox misses 3-pt jump shot from 23 ft,,78,95
336,4,7:41.0,Offensive rebound by B. Hield,,78,95
337,4,7:40.0,B. Hield makes 2-pt jump shot from 5 ft,,80,95
338,4,7:20.0,,T. Frazier misses 2-pt jump shot from 21 ft,80,95
339,4,7:18.0,Defensive rebound by B. Hield,,80,95
340,4,7:10.0,B. Hield misses 3-pt jump shot from 24 ft,,80,95
341,4,7:05.0,,Defensive rebound by I. Mahinmi,80,95
342,4,6:49.0,,Turnover by I. Mahinmi (bad pass; steal by S. Labissière),80,95
343,4,6:43.0,Turnover by B. Hield (lost ball; steal by T. Frazier),,80,95
344,4,6:26.0,,J. Meeks misses 2-pt dunk from 2 ft,80,95
345,4,6:26.0,Defensive rebound by S. Labissière,,80,95
346,4,6:26.0,Sacramento full timeout,,80,95
347,4,6:12.0,S. Labissière misses 2-pt jump shot from 16 ft,,80,95
348,4,6:08.0,,Defensive rebound by I. Mahinmi,80,95
349,4,5:55.0,Personal foul by I. Mahinmi (drawn by S. Labissière),,80,95
350,4,5:55.0,S. Labissière makes free throw 1 of 2,,81,95
351,4,5:55.0,,J. Wall enters the game for T. Frazier,81,95
352,4,5:55.0,,B. Beal enters the game for I. Mahinmi,81,95
353,4,5:55.0,,M. Gortat enters the game for J. Meeks,81,95
354,4,5:55.0,S. Labissière misses free throw 2 of 2,,81,95
355,4,5:54.0,,Turnover by K. Oubre (bad pass; steal by B. Hield),81,95
356,4,5:53.0,,Offensive rebound by M. Gortat,81,95
357,4,5:41.0,,M. Scott makes 2-pt jump shot from 9 ft (assist by J. Wall),81,97
358,4,5:23.0,S. Labissière makes 2-pt jump shot from 12 ft (assist by D. Fox),,83,97
359,4,5:06.0,,B. Beal misses 3-pt jump shot from 25 ft,83,97
360,4,5:02.0,Defensive rebound by D. Fox,,83,97
361,4,4:52.0,K. Koufos misses 2-pt hook shot from 8 ft,,83,97
362,4,4:50.0,,Defensive rebound by K. Oubre,83,97
363,4,4:40.0,,J. Wall makes 2-pt layup from 1 ft,83,99
364,4,4:21.0,S. Labissière makes 3-pt jump shot from 26 ft (assist by D. Fox),,86,99
365,4,4:07.0,,Personal foul by B. Hield (drawn by B. Beal),86,99
366,4,3:58.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Wall),86,102
367,4,3:45.0,D. Fox misses 2-pt jump shot from 14 ft,,86,102
368,4,3:44.0,,Defensive rebound by Team,86,102
369,4,3:44.0,Loose ball foul by K. Koufos (drawn by M. Gortat),,86,102
370,4,3:21.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),86,105
371,4,3:10.0,S. Labissière misses 2-pt jump shot from 15 ft,,86,105
372,4,3:08.0,,Defensive rebound by B. Beal,86,105
373,4,3:08.0,,Personal foul by S. Labissière (drawn by B. Beal),86,105
374,4,3:08.0,,B. Beal makes free throw 1 of 2,86,106
375,4,3:08.0,,C. McCullough enters the game for J. Wall,86,106
376,4,3:08.0,,T. Satoranský enters the game for M. Gortat,86,106
377,4,3:08.0,G. Papagiannis enters the game for K. Koufos,,86,106
378,4,3:08.0,,B. Beal makes free throw 2 of 2,86,107
