,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
368,4,4:18.0,Offensive charge foul by R. Hollis-Jefferson (drawn by G. Hill),,97,95
369,4,4:18.0,,Turnover by R. Hollis-Jefferson (offensive foul),97,95
370,4,4:18.0,,D. Carroll enters the game for J. Harris,97,95
371,4,4:18.0,W. Cauley-Stein enters the game for J. Jackson,,97,95
372,4,4:18.0,Z. Randolph enters the game for K. Koufos,,97,95
373,4,4:02.0,Z. Randolph makes 2-pt hook shot from 11 ft,,99,95
374,4,3:36.0,,J. Allen misses 2-pt jump shot from 12 ft,99,95
375,4,3:36.0,,Offensive rebound by Team,99,95
376,4,3:36.0,,Turnover by Team (shot clock),99,95
377,4,3:19.0,Z. Randolph misses 3-pt jump shot from 25 ft,,99,95
378,4,3:16.0,,Defensive rebound by D. Carroll,99,95
379,4,3:07.0,,A. Crabbe misses 3-pt jump shot from 22 ft,99,95
380,4,3:04.0,Defensive rebound by Z. Randolph,,99,95
381,4,3:01.0,Sacramento full timeout,,99,95
382,4,3:01.0,,Q. Acy enters the game for J. Allen,99,95
383,4,2:44.0,G. Temple misses 3-pt jump shot from 24 ft,,99,95
384,4,2:41.0,Offensive rebound by Z. Randolph,,99,95
385,4,2:27.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,99,95
386,4,2:17.0,Turnover by G. Hill (lost ball; steal by S. Dinwiddie),,99,95
387,4,2:11.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,99,95
388,4,2:06.0,Defensive rebound by W. Cauley-Stein,,99,95
389,4,1:52.0,Turnover by W. Cauley-Stein (traveling),,99,95
390,4,1:38.0,,Shooting foul by G. Temple (drawn by S. Dinwiddie),99,95
391,4,1:38.0,,S. Dinwiddie misses free throw 1 of 2,99,95
392,4,1:38.0,,Offensive rebound by Team,99,95
393,4,1:38.0,,S. Dinwiddie makes free throw 2 of 2,99,96
394,4,1:24.0,Personal foul by Q. Acy (drawn by Z. Randolph),,99,96
395,4,1:17.0,Shooting foul by R. Hollis-Jefferson (drawn by Z. Randolph),,99,96
396,4,1:17.0,Z. Randolph makes free throw 1 of 2,,100,96
397,4,1:17.0,Z. Randolph makes free throw 2 of 2,,101,96
398,4,1:10.0,,S. Dinwiddie makes 2-pt layup at rim,101,98
399,4,1:10.0,,Shooting foul by G. Temple (drawn by S. Dinwiddie),101,98
400,4,1:10.0,,S. Dinwiddie makes free throw 1 of 1,101,99
401,4,1:01.0,Offensive foul by G. Temple (drawn by S. Dinwiddie),,101,99
402,4,1:01.0,Turnover by G. Temple (offensive foul),,101,99
403,4,0:53.0,,A. Crabbe misses 2-pt jump shot from 18 ft,101,99
404,4,0:48.0,Defensive rebound by G. Hill,,101,99
405,4,0:30.0,G. Temple misses 3-pt jump shot from 24 ft,,101,99
406,4,0:27.0,Offensive rebound by W. Cauley-Stein,,101,99
407,4,0:25.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,101,99
408,4,0:23.0,,Defensive rebound by R. Hollis-Jefferson,101,99
409,4,0:19.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,101,99
410,4,0:16.0,,Offensive rebound by D. Carroll,101,99
411,4,0:14.0,,D. Carroll misses 2-pt jump shot from 3 ft,101,99
412,4,0:14.0,,Offensive rebound by R. Hollis-Jefferson,101,99
413,4,0:11.0,,Turnover by Q. Acy (out of bounds lost ball),101,99
414,4,0:11.0,,C. LeVert enters the game for Q. Acy,101,99
415,4,0:11.0,F. Mason enters the game for W. Cauley-Stein,,101,99
416,4,0:10.0,Personal foul by A. Crabbe (drawn by B. Bogdanović),,101,99
417,4,0:10.0,B. Bogdanović misses free throw 1 of 2,,101,99
418,4,0:10.0,Offensive rebound by Team,,101,99
419,4,0:10.0,,J. Allen enters the game for D. Carroll,101,99
420,4,0:10.0,W. Cauley-Stein enters the game for Z. Randolph,,101,99
421,4,0:10.0,J. Jackson enters the game for F. Mason,,101,99
422,4,0:10.0,B. Bogdanović makes free throw 2 of 2,,102,99
423,4,0:10.0,,Brooklyn full timeout,102,99
424,4,0:10.0,,D. Carroll enters the game for C. LeVert,102,99
425,4,0:10.0,,J. Harris enters the game for R. Hollis-Jefferson,102,99
426,4,0:10.0,,Q. Acy enters the game for J. Allen,102,99
427,4,0:05.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,102,99
428,4,0:04.0,,Offensive rebound by Team,102,99
429,4,0:04.0,,Brooklyn full timeout,102,99
430,4,0:03.0,,Turnover by J. Harris (bad pass),102,99
431,4,0:03.0,,R. Hollis-Jefferson enters the game for A. Crabbe,102,99
432,4,0:03.0,,C. LeVert enters the game for J. Harris,102,99
433,4,0:03.0,Z. Randolph enters the game for W. Cauley-Stein,,102,99
434,4,0:02.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,102,99
435,4,0:02.0,G. Hill makes free throw 1 of 2,,103,99
436,4,0:02.0,,A. Crabbe enters the game for C. LeVert,103,99
437,4,0:02.0,G. Hill makes free throw 2 of 2,,104,99
