,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
27,1,8:12.0,Turnover by Team (shot clock),,11,9
28,1,7:59.0,,Shooting foul by N. Powell (drawn by S. Curry),11,9
29,1,7:59.0,,S. Curry makes free throw 1 of 2,11,10
30,1,7:59.0,D. Wright enters the game for N. Powell,,11,10
31,1,7:59.0,,S. Curry makes free throw 2 of 2,11,11
32,1,7:48.0,Personal foul by K. Durant (drawn by K. Lowry),,11,11
33,1,7:42.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,14,11
34,1,7:34.0,,S. Curry misses 2-pt jump shot from 6 ft,14,11
35,1,7:28.0,,Offensive rebound by D. Green,14,11
36,1,7:27.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by D. Wright),14,11
37,1,7:20.0,Defensive rebound by S. Ibaka,,14,11
38,1,7:18.0,K. Lowry misses 3-pt jump shot from 25 ft,,14,11
39,1,7:16.0,,Defensive rebound by Z. Pachulia,14,11
40,1,7:16.0,,Shooting foul by D. Wright (drawn by D. Green),14,11
41,1,7:16.0,,D. Green makes free throw 1 of 2,14,12
42,1,7:16.0,,D. Green makes free throw 2 of 2,14,13
43,1,7:08.0,Turnover by P. Siakam (step out of bounds),,14,13
44,1,6:58.0,,Turnover by K. Thompson (bad pass; steal by K. Lowry),14,13
45,1,6:41.0,S. Ibaka misses 3-pt jump shot from 26 ft,,14,13
46,1,6:37.0,,Defensive rebound by Z. Pachulia,14,13
47,1,6:34.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),14,13
48,1,6:29.0,,Golden State full timeout,14,13
49,1,6:28.0,D. DeRozan makes 2-pt layup from 2 ft,,16,13
50,1,6:23.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),16,15
51,1,6:03.0,P. Siakam misses 2-pt hook shot from 5 ft,,16,15
52,1,5:59.0,,Defensive rebound by Z. Pachulia,16,15
53,1,5:57.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),16,18
54,1,5:38.0,S. Ibaka misses 3-pt jump shot from 25 ft,,16,18
55,1,5:35.0,,Defensive rebound by K. Thompson,16,18
56,1,5:18.0,,S. Curry makes 2-pt layup from 1 ft,16,20
57,1,5:06.0,S. Ibaka makes 2-pt jump shot from 11 ft,,18,20
58,1,4:54.0,,Shooting foul by S. Ibaka (drawn by Z. Pachulia),18,20
59,1,4:54.0,,Z. Pachulia misses free throw 1 of 2,18,20
60,1,4:54.0,,Offensive rebound by Team,18,20
61,1,4:54.0,,A. Iguodala enters the game for K. Durant,18,20
62,1,4:54.0,O. Anunoby enters the game for P. Siakam,,18,20
63,1,4:54.0,,Z. Pachulia makes free throw 2 of 2,18,21
64,1,4:45.0,O. Anunoby misses 3-pt jump shot from 22 ft,,18,21
65,1,4:42.0,,Defensive rebound by D. Green,18,21
66,1,4:41.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),18,21
67,1,4:35.0,,J. Bell enters the game for Z. Pachulia,18,21
68,1,4:35.0,,P. McCaw enters the game for K. Thompson,18,21
69,1,4:28.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by D. DeRozan),,20,21
70,1,4:18.0,,P. McCaw makes 2-pt layup from 2 ft (assist by D. Green),20,23
71,1,4:03.0,Turnover by O. Anunoby (traveling),,20,23
72,1,3:52.0,,S. Curry misses 3-pt jump shot from 25 ft,20,23
73,1,3:45.0,,Offensive rebound by D. Green,20,23
74,1,3:38.0,,S. Curry misses 3-pt jump shot from 25 ft,20,23
75,1,3:34.0,Defensive rebound by D. Wright,,20,23
76,1,3:17.0,K. Lowry misses 3-pt jump shot from 25 ft,,20,23
77,1,3:12.0,,Defensive rebound by D. Green,20,23
78,1,3:08.0,,D. Green misses 2-pt jump shot from 7 ft,20,23
79,1,3:04.0,,Offensive rebound by J. Bell,20,23
80,1,3:04.0,,J. Bell misses 2-pt layup from 2 ft (block by K. Lowry),20,23
81,1,3:04.0,,Offensive rebound by D. Green,20,23
82,1,3:04.0,C. Miles enters the game for K. Lowry,,20,23
83,1,2:55.0,,S. Curry makes 2-pt jump shot from 18 ft,20,25
84,1,2:45.0,Toronto full timeout,,20,25
85,1,2:45.0,J. Poeltl enters the game for S. Ibaka,,20,25
86,1,2:39.0,D. DeRozan makes 2-pt jump shot from 14 ft,,22,25
87,1,2:39.0,Shooting foul by J. Bell (drawn by D. DeRozan),,22,25
88,1,2:39.0,D. DeRozan misses free throw 1 of 1,,22,25
89,1,2:36.0,Offensive rebound by J. Poeltl,,22,25
90,1,2:20.0,Turnover by D. Wright (bad pass; steal by D. Green),,22,25
91,1,2:13.0,,Turnover by J. Bell (bad pass; steal by C. Miles),22,25
92,1,1:55.0,D. DeRozan misses 2-pt jump shot from 18 ft,,22,25
93,1,1:51.0,Offensive rebound by J. Poeltl,,22,25
94,1,1:48.0,C. Miles misses 3-pt jump shot from 30 ft,,22,25
95,1,1:45.0,,Defensive rebound by S. Curry,22,25
96,1,1:43.0,,S. Curry misses 2-pt layup from 1 ft,22,25
97,1,1:38.0,Defensive rebound by C. Miles,,22,25
98,1,1:35.0,J. Poeltl makes 2-pt layup from 1 ft (assist by C. Miles),,24,25
99,1,1:20.0,,J. Bell makes 2-pt dunk from 1 ft (assist by A. Iguodala),24,27
100,1,1:04.0,Turnover by D. DeRozan (bad pass; steal by J. Bell),,24,27
101,1,0:52.0,,D. Green misses 3-pt jump shot from 29 ft,24,27
102,1,0:50.0,Defensive rebound by Team,,24,27
103,1,0:50.0,F. VanVleet enters the game for D. DeRozan,,24,27
104,1,0:26.0,J. Poeltl makes 2-pt hook shot from 6 ft (assist by C. Miles),,26,27
105,1,0:05.0,,S. Curry misses 3-pt jump shot from 26 ft,26,27
106,1,0:03.0,,Offensive rebound by D. Green,26,27
107,1,0:03.0,,D. Green makes 2-pt dunk at rim,26,29
108,1,0:00.0,D. Wright misses 3-pt jump shot from 29 ft,,26,29
109,1,0:00.0,Offensive rebound by Team,,26,29
110,2,11:45.0,,D. West misses 2-pt hook shot from 6 ft,26,29
111,2,11:39.0,Defensive rebound by J. Poeltl,,26,29
112,2,11:30.0,C. Miles misses 3-pt jump shot from 24 ft,,26,29
113,2,11:25.0,,Defensive rebound by K. Durant,26,29
114,2,11:23.0,,K. Durant misses 3-pt jump shot from 26 ft,26,29
115,2,11:14.0,Defensive rebound by J. Poeltl,,26,29
116,2,11:12.0,C. Miles makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,29,29
117,2,10:54.0,,K. Thompson misses 2-pt jump shot from 11 ft,29,29
118,2,10:50.0,Defensive rebound by F. VanVleet,,29,29
119,2,10:47.0,Shooting foul by D. West (drawn by C. Miles),,29,29
120,2,10:47.0,C. Miles makes free throw 1 of 2,,30,29
121,2,10:47.0,C. Miles makes free throw 2 of 2,,31,29
122,2,10:33.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),31,32
123,2,10:10.0,C. Miles misses 3-pt jump shot from 24 ft,,31,32
124,2,10:05.0,,Defensive rebound by K. Thompson,31,32
125,2,9:59.0,,Turnover by K. Thompson (bad pass),31,32
126,2,9:58.0,Turnover by D. Wright (bad pass; steal by D. West),,31,32
127,2,9:38.0,,D. West makes 2-pt dunk from 1 ft (assist by K. Thompson),31,34
128,2,9:27.0,Personal foul by A. Iguodala (drawn by J. Poeltl),,31,34
129,2,9:13.0,D. Wright misses 3-pt jump shot from 26 ft (block by D. West),,31,34
130,2,9:11.0,Offensive rebound by O. Anunoby,,31,34
131,2,9:11.0,Turnover by Team (shot clock),,31,34
132,2,8:53.0,,K. Durant makes 2-pt jump shot from 8 ft,31,36
133,2,8:49.0,N. Powell enters the game for D. Wright,,31,36
134,2,8:46.0,C. Miles makes 3-pt jump shot from 26 ft (assist by N. Powell),,34,36
135,2,8:20.0,,K. Thompson makes 2-pt jump shot from 18 ft,34,38
136,2,7:56.0,N. Powell misses 3-pt jump shot from 25 ft,,34,38
137,2,7:44.0,Offensive rebound by J. Poeltl,,34,38
138,2,7:44.0,J. Poeltl makes 2-pt layup at rim,,36,38
139,2,7:35.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),36,40
140,2,7:18.0,,Offensive charge foul by J. Poeltl (drawn by S. Livingston),36,40
141,2,7:18.0,Turnover by J. Poeltl (offensive foul),,36,40
142,2,7:18.0,K. Lowry enters the game for F. VanVleet,,36,40
143,2,7:08.0,,Turnover by D. West (bad pass),36,40
144,2,6:52.0,C. Miles makes 2-pt jump shot from 11 ft,,38,40
145,2,6:37.0,,K. Durant misses 3-pt jump shot from 25 ft,38,40
146,2,6:33.0,Defensive rebound by C. Miles,,38,40
147,2,6:29.0,C. Miles misses 3-pt jump shot from 31 ft,,38,40
148,2,6:24.0,Offensive rebound by O. Anunoby,,38,40
149,2,6:24.0,O. Anunoby misses 2-pt layup at rim,,38,40
150,2,6:23.0,Offensive rebound by O. Anunoby,,38,40
151,2,6:21.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by N. Powell),,41,40
152,2,6:21.0,,Golden State full timeout,41,40
153,2,6:21.0,,S. Curry enters the game for D. West,41,40
154,2,6:21.0,,D. Green enters the game for A. Iguodala,41,40
155,2,6:21.0,D. DeRozan enters the game for O. Anunoby,,41,40
156,2,6:12.0,,Personal foul by N. Powell (drawn by K. Thompson),41,40
157,2,6:05.0,,K. Durant misses 2-pt layup from 1 ft (block by J. Poeltl),41,40
158,2,5:57.0,Defensive rebound by N. Powell,,41,40
159,2,5:51.0,K. Lowry makes 2-pt layup at rim (assist by D. DeRozan),,43,40
160,2,5:39.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),43,43
161,2,5:25.0,K. Lowry misses 2-pt jump shot from 7 ft,,43,43
162,2,5:19.0,Offensive rebound by J. Poeltl,,43,43
163,2,5:19.0,J. Poeltl misses 2-pt layup at rim,,43,43
164,2,5:17.0,,Defensive rebound by S. Curry,43,43
165,2,5:14.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by S. Curry),43,46
166,2,5:02.0,Turnover by D. DeRozan (bad pass; steal by K. Durant),,43,46
167,2,4:56.0,,Turnover by S. Curry (bad pass; steal by D. DeRozan),43,46
168,2,4:51.0,C. Miles misses 3-pt jump shot from 22 ft,,43,46
169,2,4:43.0,Offensive rebound by J. Poeltl,,43,46
170,2,4:26.0,Turnover by K. Lowry (bad pass; steal by D. Green),,43,46
171,2,4:20.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),43,49
172,2,4:19.0,Toronto full timeout,,43,49
173,2,4:19.0,D. Wright enters the game for C. Miles,,43,49
174,2,4:19.0,S. Ibaka enters the game for N. Powell,,43,49
175,2,4:19.0,P. Siakam enters the game for J. Poeltl,,43,49
176,2,4:12.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by K. Lowry),,45,49
177,2,3:59.0,,K. Thompson misses 3-pt jump shot from 25 ft,45,49
178,2,3:54.0,Defensive rebound by D. Wright,,45,49
179,2,3:50.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,47,49
180,2,3:32.0,,Shooting foul by D. Wright (drawn by K. Durant),47,49
181,2,3:32.0,,K. Durant makes free throw 1 of 2,47,50
182,2,3:32.0,,A. Iguodala enters the game for S. Livingston,47,50
183,2,3:32.0,,K. Durant makes free throw 2 of 2,47,51
184,2,3:12.0,D. DeRozan misses 2-pt jump shot from 16 ft,,47,51
185,2,3:07.0,,Defensive rebound by A. Iguodala,47,51
186,2,3:03.0,,D. Green makes 2-pt jump shot from 10 ft (assist by A. Iguodala),47,53
187,2,2:51.0,Turnover by S. Ibaka (traveling),,47,53
188,2,2:47.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),47,55
189,2,2:22.0,K. Lowry misses 2-pt jump shot from 10 ft,,47,55
190,2,2:17.0,,Defensive rebound by K. Thompson,47,55
191,2,2:15.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),47,55
192,2,2:12.0,D. Wright misses 3-pt jump shot from 25 ft,,47,55
193,2,2:12.0,,Defensive rebound by Team,47,55
194,2,1:57.0,,K. Durant misses 2-pt jump shot from 17 ft,47,55
195,2,1:49.0,Defensive rebound by S. Ibaka,,47,55
196,2,1:42.0,Shooting foul by S. Curry (drawn by D. DeRozan),,47,55
197,2,1:42.0,D. DeRozan makes free throw 1 of 2,,48,55
198,2,1:42.0,D. DeRozan makes free throw 2 of 2,,49,55
199,2,1:31.0,,K. Durant misses 2-pt layup from 1 ft,49,55
200,2,1:27.0,Defensive rebound by P. Siakam,,49,55
201,2,1:24.0,K. Lowry misses 3-pt jump shot from 26 ft,,49,55
202,2,1:19.0,,Defensive rebound by K. Thompson,49,55
203,2,1:19.0,,Shooting foul by P. Siakam (drawn by S. Curry),49,55
204,2,1:19.0,,S. Curry makes free throw 1 of 2,49,56
205,2,1:19.0,,S. Curry makes free throw 2 of 2,49,57
206,2,1:03.0,S. Ibaka misses 2-pt jump shot from 15 ft,,49,57
207,2,0:58.0,,Defensive rebound by K. Durant,49,57
208,2,0:57.0,,Personal foul by K. Lowry (drawn by S. Curry),49,57
209,2,0:57.0,,S. Curry makes free throw 2 of 2,49,58
210,2,0:57.0,,S. Curry makes free throw 1 of 2,49,59
211,2,0:37.0,D. DeRozan misses 2-pt jump shot from 12 ft,,49,59
212,2,0:29.0,,Defensive rebound by D. Green,49,59
213,2,0:27.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),49,59
214,2,0:24.0,P. Siakam makes 2-pt layup from 2 ft (assist by D. DeRozan),,51,59
215,2,0:06.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),51,61
216,2,0:02.0,K. Lowry makes 2-pt layup from 2 ft,,53,61
217,3,11:49.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),53,64
218,3,11:27.0,S. Ibaka misses 3-pt jump shot from 26 ft,,53,64
219,3,11:22.0,,Defensive rebound by K. Thompson,53,64
220,3,11:18.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Thompson),53,67
221,3,10:57.0,D. DeRozan makes 2-pt jump shot from 12 ft,,55,67
222,3,10:42.0,,K. Thompson makes 2-pt layup from 1 ft (assist by Z. Pachulia),55,69
223,3,10:28.0,P. Siakam makes 2-pt layup from 2 ft (assist by N. Powell),,57,69
224,3,10:15.0,,Z. Pachulia misses 2-pt jump shot from 6 ft (block by S. Ibaka),57,69
225,3,10:11.0,Defensive rebound by D. DeRozan,,57,69
226,3,10:07.0,S. Ibaka misses 3-pt jump shot from 24 ft,,57,69
227,3,10:00.0,,Defensive rebound by K. Thompson,57,69
228,3,9:54.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by D. Green),57,71
229,3,9:26.0,Shooting foul by K. Durant (drawn by S. Ibaka),,57,71
230,3,9:26.0,S. Ibaka makes free throw 1 of 2,,58,71
231,3,9:26.0,S. Ibaka makes free throw 2 of 2,,59,71
232,3,9:21.0,,Turnover by S. Curry (bad pass),59,71
233,3,9:15.0,K. Lowry misses 3-pt jump shot from 25 ft,,59,71
234,3,9:09.0,,Defensive rebound by D. Green,59,71
235,3,9:06.0,,Personal foul by K. Lowry (drawn by K. Thompson),59,71
236,3,8:55.0,,K. Durant misses 2-pt layup from 3 ft,59,71
237,3,8:54.0,Defensive rebound by Team,,59,71
238,3,8:31.0,S. Ibaka makes 2-pt layup from 1 ft,,61,71
239,3,8:24.0,,S. Curry makes 2-pt layup from 2 ft,61,73
240,3,8:12.0,P. Siakam makes 2-pt hook shot from 3 ft (assist by K. Lowry),,63,73
241,3,8:12.0,,Golden State full timeout,63,73
242,3,8:02.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by Z. Pachulia),63,75
243,3,7:47.0,Turnover by D. DeRozan (traveling),,63,75
244,3,7:32.0,,K. Durant misses 2-pt jump shot from 18 ft (block by K. Lowry),63,75
245,3,7:32.0,Defensive rebound by K. Lowry,,63,75
246,3,7:27.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,65,75
247,3,7:13.0,,Turnover by K. Thompson (bad pass; steal by N. Powell),65,75
248,3,7:03.0,P. Siakam makes 2-pt layup at rim (assist by N. Powell),,67,75
249,3,6:46.0,Offensive charge foul by K. Thompson (drawn by K. Lowry),,67,75
250,3,6:46.0,,Turnover by K. Thompson (offensive foul),67,75
251,3,6:46.0,,A. Iguodala enters the game for K. Durant,67,75
252,3,6:27.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,70,75
253,3,6:07.0,,Turnover by Z. Pachulia (turnover),70,75
254,3,5:49.0,S. Ibaka misses 2-pt jump shot from 18 ft,,70,75
255,3,5:45.0,,Defensive rebound by A. Iguodala,70,75
256,3,5:38.0,,D. Green misses 2-pt jump shot from 8 ft,70,75
257,3,5:33.0,Defensive rebound by S. Ibaka,,70,75
258,3,5:29.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,73,75
259,3,5:07.0,,Turnover by D. Green (bad pass; steal by D. DeRozan),73,75
260,3,5:01.0,Turnover by N. Powell (bad pass; steal by S. Curry),,73,75
261,3,4:59.0,,P. McCaw enters the game for K. Thompson,73,75
262,3,4:59.0,,J. Bell enters the game for Z. Pachulia,73,75
263,3,4:48.0,,P. McCaw makes 2-pt layup from 1 ft (assist by D. Green),73,77
264,3,4:25.0,K. Lowry makes 2-pt layup from 1 ft (assist by P. Siakam),,75,77
265,3,4:14.0,,J. Bell makes 2-pt layup from 2 ft (assist by D. Green),75,79
266,3,4:14.0,Toronto full timeout,,75,79
267,3,4:14.0,C. Miles enters the game for S. Ibaka,,75,79
268,3,4:14.0,J. Poeltl enters the game for N. Powell,,75,79
269,3,3:51.0,J. Poeltl misses 2-pt layup from 2 ft (block by J. Bell),,75,79
270,3,3:45.0,,Defensive rebound by J. Bell,75,79
271,3,3:33.0,,S. Curry misses 2-pt jump shot from 17 ft,75,79
272,3,3:28.0,Defensive rebound by D. DeRozan,,75,79
273,3,3:22.0,P. Siakam misses 2-pt hook shot from 10 ft,,75,79
274,3,3:17.0,,Defensive rebound by D. Green,75,79
275,3,3:13.0,,J. Bell makes 2-pt layup from 2 ft (assist by A. Iguodala),75,81
276,3,2:59.0,K. Lowry makes 2-pt jump shot from 17 ft,,77,81
277,3,2:40.0,,S. Curry makes 2-pt layup from 2 ft,77,83
278,3,2:31.0,D. DeRozan makes 2-pt layup from 3 ft (assist by K. Lowry),,79,83
279,3,2:12.0,,S. Curry misses 2-pt jump shot from 11 ft,79,83
280,3,2:06.0,Defensive rebound by K. Lowry,,79,83
281,3,2:03.0,K. Lowry misses 3-pt jump shot from 77 ft (block by S. Curry),,79,83
282,3,2:03.0,,Defensive rebound by S. Curry,79,83
283,3,1:58.0,,Shooting foul by C. Miles (drawn by D. Green),79,83
284,3,1:58.0,,D. Green makes free throw 1 of 2,79,84
285,3,1:58.0,O. Anunoby enters the game for K. Lowry,,79,84
286,3,1:58.0,D. Wright enters the game for P. Siakam,,79,84
287,3,1:58.0,,D. Green makes free throw 2 of 2,79,85
288,3,1:44.0,O. Anunoby misses 3-pt jump shot from 23 ft,,79,85
289,3,1:43.0,Offensive rebound by Team,,79,85
290,3,1:43.0,,K. Durant enters the game for D. Green,79,85
291,3,1:33.0,D. Wright makes 2-pt layup from 1 ft,,81,85
292,3,1:33.0,Shooting foul by J. Bell (drawn by D. Wright),,81,85
293,3,1:33.0,D. Wright makes free throw 1 of 1,,82,85
294,3,1:17.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by A. Iguodala),82,88
295,3,1:04.0,D. DeRozan makes 2-pt jump shot from 12 ft,,84,88
296,3,0:52.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),84,91
297,3,0:31.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by O. Anunoby),,86,91
298,3,0:28.0,,S. Curry misses 3-pt jump shot from 26 ft,86,91
299,3,0:18.0,Defensive rebound by J. Poeltl,,86,91
300,3,0:04.0,D. DeRozan misses 2-pt jump shot from 21 ft,,86,91
301,3,0:04.0,Offensive rebound by J. Poeltl,,86,91
302,3,0:02.0,J. Poeltl misses 2-pt layup at rim,,86,91
303,3,0:02.0,Offensive rebound by J. Poeltl,,86,91
304,3,0:01.0,J. Poeltl misses 2-pt layup at rim,,86,91
305,3,0:01.0,,Defensive rebound by K. Durant,86,91
306,4,11:41.0,K. Lowry misses 2-pt hook shot from 7 ft,,86,91
307,4,11:35.0,,Defensive rebound by D. West,86,91
308,4,11:22.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Livingston),86,93
309,4,11:06.0,Turnover by C. Miles (bad pass; steal by K. Thompson),,86,93
310,4,11:01.0,,D. West makes 2-pt layup from 2 ft (assist by S. Livingston),86,95
311,4,10:43.0,Turnover by D. Wright (bad pass; steal by A. Iguodala),,86,95
312,4,10:32.0,,D. West makes 2-pt dunk at rim (assist by K. Durant),86,97
313,4,10:30.0,Toronto full timeout,,86,97
314,4,10:17.0,J. Poeltl makes 2-pt hook shot from 3 ft (assist by O. Anunoby),,88,97
315,4,9:52.0,,A. Iguodala misses 3-pt jump shot from 22 ft,88,97
316,4,9:48.0,Defensive rebound by C. Miles,,88,97
317,4,9:43.0,K. Lowry misses 2-pt jump shot from 11 ft,,88,97
318,4,9:36.0,Offensive rebound by O. Anunoby,,88,97
319,4,9:27.0,O. Anunoby makes 3-pt jump shot from 28 ft (assist by D. Wright),,91,97
320,4,9:02.0,,K. Thompson misses 2-pt jump shot from 9 ft,91,97
321,4,8:54.0,,Offensive rebound by D. West,91,97
322,4,8:54.0,,D. West makes 2-pt dunk at rim,91,99
323,4,8:43.0,C. Miles misses 3-pt jump shot from 24 ft (block by D. West),,91,99
324,4,8:43.0,O. Anunoby makes 2-pt layup at rim (assist by J. Poeltl),,93,99
325,4,8:39.0,Offensive rebound by J. Poeltl,,93,99
326,4,8:27.0,,Personal foul by J. Poeltl (drawn by K. Durant),93,99
327,4,8:27.0,D. DeRozan enters the game for C. Miles,,93,99
328,4,8:19.0,,Turnover by D. West (bad pass),93,99
329,4,8:08.0,K. Lowry misses 3-pt jump shot from 26 ft,,93,99
330,4,8:04.0,Offensive rebound by J. Poeltl,,93,99
331,4,8:04.0,J. Poeltl makes 2-pt layup from 2 ft,,95,99
332,4,8:04.0,,D. Green enters the game for D. West,95,99
333,4,7:48.0,,K. Durant misses 2-pt jump shot from 20 ft,95,99
334,4,7:44.0,Defensive rebound by D. Wright,,95,99
335,4,7:38.0,D. DeRozan misses 2-pt jump shot from 9 ft (block by A. Iguodala),,95,99
336,4,7:31.0,Offensive rebound by D. Wright,,95,99
337,4,7:25.0,Shooting foul by D. Green (drawn by D. Wright),,95,99
338,4,7:25.0,D. Wright makes free throw 1 of 2,,96,99
339,4,7:25.0,D. Wright makes free throw 2 of 2,,97,99
340,4,7:13.0,,Turnover by D. Green (lost ball; steal by J. Poeltl),97,99
341,4,7:10.0,D. Wright makes 2-pt layup from 1 ft (assist by K. Lowry),,99,99
342,4,7:10.0,,Golden State full timeout,99,99
343,4,7:10.0,,S. Curry enters the game for A. Iguodala,99,99
344,4,6:56.0,,K. Durant makes 2-pt jump shot from 16 ft,99,101
345,4,6:38.0,Shooting foul by S. Livingston (drawn by D. DeRozan),,99,101
346,4,6:38.0,D. DeRozan makes free throw 1 of 2,,100,101
347,4,6:38.0,D. DeRozan makes free throw 2 of 2,,101,101
348,4,6:26.0,,Shooting foul by J. Poeltl (drawn by D. Green),101,101
349,4,6:26.0,,D. Green makes free throw 1 of 2,101,102
350,4,6:26.0,S. Ibaka enters the game for O. Anunoby,,101,102
351,4,6:26.0,,D. Green makes free throw 2 of 2,101,103
352,4,6:03.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,104,103
353,4,5:50.0,,Shooting foul by K. Lowry (drawn by K. Durant),104,103
354,4,5:50.0,,K. Durant misses free throw 1 of 2,104,103
355,4,5:50.0,,Offensive rebound by Team,104,103
356,4,5:50.0,,K. Durant makes free throw 2 of 2,104,104
357,4,5:37.0,D. DeRozan misses 2-pt jump shot from 17 ft,,104,104
358,4,5:33.0,Offensive rebound by J. Poeltl,,104,104
359,4,5:30.0,D. Wright misses 3-pt jump shot from 25 ft,,104,104
360,4,5:26.0,,Defensive rebound by S. Curry,104,104
361,4,5:21.0,,K. Durant misses 3-pt jump shot from 25 ft,104,104
362,4,5:15.0,Defensive rebound by K. Lowry,,104,104
363,4,5:13.0,K. Lowry misses 3-pt jump shot from 28 ft,,104,104
364,4,5:11.0,Offensive rebound by Team,,104,104
365,4,5:11.0,,Loose ball foul by S. Livingston (drawn by J. Poeltl),104,104
366,4,4:58.0,D. DeRozan misses 2-pt jump shot from 21 ft,,104,104
367,4,4:53.0,Offensive rebound by J. Poeltl,,104,104
368,4,4:43.0,D. DeRozan misses 2-pt jump shot from 7 ft,,104,104
369,4,4:39.0,,Defensive rebound by D. Green,104,104
370,4,4:36.0,,Shooting foul by K. Lowry (drawn by K. Durant),104,104
371,4,4:36.0,,K. Durant misses free throw 1 of 2,104,104
372,4,4:36.0,,Offensive rebound by Team,104,104
373,4,4:36.0,,A. Iguodala enters the game for S. Livingston,104,104
374,4,4:36.0,Toronto full timeout,,104,104
375,4,4:36.0,,K. Durant makes free throw 2 of 2,104,105
376,4,4:22.0,J. Poeltl makes 2-pt hook shot from 4 ft (assist by K. Lowry),,106,105
377,4,4:03.0,,K. Thompson misses 3-pt jump shot from 25 ft,106,105
