,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
0,1,11:45.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by G. Harris),0,3
1,1,11:24.0,A. Davis makes 2-pt jump shot from 9 ft (assist by J. Holiday),,2,3
2,1,11:11.0,,T. Craig misses 3-pt jump shot from 23 ft,2,3
3,1,11:07.0,Defensive rebound by A. Davis,,2,3
4,1,10:57.0,R. Rondo misses 3-pt jump shot from 24 ft,,2,3
5,1,10:53.0,,Defensive rebound by M. Plumlee,2,3
6,1,10:46.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by G. Harris),2,5
7,1,10:30.0,E. Moore misses 3-pt jump shot from 23 ft,,2,5
8,1,10:27.0,,Defensive rebound by J. Murray,2,5
9,1,10:13.0,,J. Murray misses 2-pt jump shot from 19 ft,2,5
10,1,10:10.0,Defensive rebound by A. Davis,,2,5
11,1,10:06.0,E. Moore makes 2-pt layup from 5 ft (assist by R. Rondo),,4,5
12,1,9:50.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by M. Plumlee),4,8
13,1,9:37.0,Turnover by A. Davis (bad pass; steal by J. Murray),,4,8
14,1,9:28.0,,G. Harris makes 2-pt layup from 5 ft (assist by J. Murray),4,10
15,1,9:23.0,New Orleans full timeout,,4,10
16,1,9:16.0,E. Moore makes 2-pt dunk from 1 ft (assist by J. Holiday),,6,10
17,1,8:53.0,,W. Chandler misses 3-pt jump shot from 25 ft,6,10
18,1,8:49.0,Defensive rebound by J. Holiday,,6,10
19,1,8:38.0,J. Holiday misses 3-pt jump shot from 22 ft,,6,10
20,1,8:35.0,Offensive rebound by A. Davis,,6,10
21,1,8:24.0,A. Davis misses 2-pt jump shot from 14 ft,,6,10
22,1,8:21.0,,Defensive rebound by T. Craig,6,10
23,1,8:04.0,,J. Murray misses 3-pt jump shot from 24 ft,6,10
24,1,8:00.0,Defensive rebound by E. Moore,,6,10
25,1,7:58.0,Personal foul by W. Chandler (drawn by D. Cousins),,6,10
26,1,7:50.0,J. Holiday makes 3-pt jump shot from 24 ft,,9,10
27,1,7:26.0,,W. Chandler misses 2-pt layup from 2 ft (block by D. Cousins),9,10
28,1,7:26.0,Defensive rebound by Team,,9,10
29,1,7:11.0,J. Holiday misses 2-pt hook shot from 4 ft,,9,10
30,1,7:11.0,,Defensive rebound by T. Craig,9,10
31,1,7:04.0,,Shooting foul by J. Holiday (drawn by T. Craig),9,10
32,1,7:04.0,,T. Craig misses free throw 1 of 2,9,10
33,1,7:04.0,,Offensive rebound by Team,9,10
34,1,7:04.0,,T. Craig makes free throw 2 of 2,9,11
35,1,6:47.0,,Violation by G. Harris (kicked ball),9,11
36,1,6:42.0,Shooting foul by M. Plumlee (drawn by A. Davis),,9,11
37,1,6:42.0,A. Davis makes free throw 1 of 2,,10,11
38,1,6:42.0,A. Davis makes free throw 2 of 2,,11,11
39,1,6:32.0,,J. Murray misses 2-pt layup from 2 ft,11,11
40,1,6:30.0,Defensive rebound by J. Holiday,,11,11
41,1,6:24.0,Turnover by D. Cousins (bad pass; steal by T. Craig),,11,11
42,1,6:19.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by T. Craig),11,14
43,1,6:07.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by J. Holiday),,14,14
44,1,5:47.0,,M. Plumlee misses 2-pt layup from 1 ft (block by A. Davis),14,14
45,1,5:44.0,Defensive rebound by E. Moore,,14,14
46,1,5:38.0,Personal foul by W. Chandler (drawn by D. Cousins),,14,14
47,1,5:38.0,,T. Lyles enters the game for W. Chandler,14,14
48,1,5:38.0,,W. Barton enters the game for T. Craig,14,14
49,1,5:34.0,Turnover by D. Cousins (bad pass; steal by T. Lyles),,14,14
50,1,5:32.0,,Shooting foul by D. Cousins (drawn by T. Lyles),14,14
51,1,5:32.0,,T. Lyles makes free throw 1 of 2,14,15
52,1,5:32.0,J. Nelson enters the game for D. Cousins,,14,15
53,1,5:32.0,D. Cunningham enters the game for R. Rondo,,14,15
54,1,5:32.0,,N. Jokić enters the game for M. Plumlee,14,15
55,1,5:32.0,D. Miller enters the game for E. Moore,,14,15
56,1,5:32.0,,T. Lyles misses free throw 2 of 2,14,15
57,1,5:30.0,Defensive rebound by J. Nelson,,14,15
58,1,5:19.0,A. Davis makes 2-pt dunk from 2 ft,,16,15
59,1,5:19.0,Shooting foul by N. Jokić (drawn by A. Davis),,16,15
60,1,5:19.0,A. Davis makes free throw 1 of 1,,17,15
61,1,5:00.0,,T. Lyles misses 2-pt jump shot from 8 ft,17,15
62,1,4:58.0,Defensive rebound by A. Davis,,17,15
63,1,4:51.0,J. Holiday makes 2-pt layup from 3 ft (assist by J. Nelson),,19,15
64,1,4:34.0,,N. Jokić makes 2-pt hook shot from 4 ft,19,17
65,1,4:17.0,A. Davis makes 2-pt dunk from 2 ft (assist by J. Nelson),,21,17
66,1,4:03.0,,N. Jokić misses 2-pt jump shot from 23 ft,21,17
67,1,4:01.0,Defensive rebound by D. Cunningham,,21,17
68,1,3:54.0,A. Davis makes 2-pt jump shot from 22 ft,,23,17
69,1,3:52.0,,Denver full timeout,23,17
70,1,3:30.0,,G. Harris misses 3-pt jump shot from 25 ft,23,17
71,1,3:26.0,Defensive rebound by J. Holiday,,23,17
72,1,3:13.0,A. Davis misses 2-pt jump shot from 11 ft,,23,17
73,1,3:10.0,,Defensive rebound by J. Murray,23,17
74,1,3:07.0,,T. Lyles misses 3-pt jump shot from 24 ft,23,17
75,1,3:03.0,Defensive rebound by J. Holiday,,23,17
76,1,2:58.0,J. Holiday makes 2-pt jump shot from 11 ft,,25,17
77,1,2:40.0,,W. Barton misses 3-pt jump shot from 25 ft,25,17
78,1,2:40.0,Defensive rebound by D. Cunningham,,25,17
79,1,2:31.0,J. Holiday makes 2-pt layup from 1 ft (assist by J. Nelson),,27,17
80,1,2:05.0,,N. Jokić misses 2-pt jump shot from 7 ft,27,17
81,1,2:03.0,Defensive rebound by A. Davis,,27,17
82,1,1:56.0,J. Nelson makes 3-pt jump shot from 24 ft,,30,17
83,1,1:55.0,,Denver full timeout,30,17
84,1,1:55.0,,E. Mudiay enters the game for G. Harris,30,17
85,1,1:55.0,,M. Beasley enters the game for J. Murray,30,17
86,1,1:40.0,,N. Jokić misses 2-pt hook shot from 4 ft (block by A. Davis),30,17
87,1,1:37.0,Defensive rebound by A. Davis,,30,17
88,1,1:28.0,Turnover by D. Miller (traveling),,30,17
89,1,1:07.0,,N. Jokić misses 2-pt layup from 3 ft,30,17
