,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:53.0,B. Simmons makes 2-pt dunk from 1 ft (assist by R. Covington),,2,0
1,1,11:35.0,,J. Johnson misses 2-pt layup from 1 ft,2,0
2,1,11:32.0,,Offensive rebound by G. Dragić,2,0
3,1,11:28.0,,G. Dragić misses 2-pt jump shot from 4 ft,2,0
4,1,11:24.0,,Offensive rebound by H. Whiteside,2,0
5,1,11:22.0,,H. Whiteside makes 2-pt layup from 1 ft,2,2
6,1,11:10.0,Turnover by B. Simmons (bad pass; steal by J. Johnson),,2,2
7,1,11:06.0,,T. Johnson misses 3-pt jump shot from 23 ft,2,2
8,1,11:01.0,Defensive rebound by J. Redick,,2,2
9,1,11:01.0,Turnover by D. Šarić (step out of bounds),,2,2
10,1,10:47.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by H. Whiteside),2,5
11,1,10:35.0,J. Redick misses 2-pt jump shot from 22 ft,,2,5
12,1,10:32.0,,Defensive rebound by H. Whiteside,2,5
13,1,10:28.0,,J. Johnson makes 2-pt dunk from 1 ft,2,7
14,1,10:08.0,B. Simmons misses 2-pt hook shot from 3 ft,,2,7
15,1,10:06.0,,Defensive rebound by J. Johnson,2,7
16,1,9:56.0,,J. Richardson misses 2-pt jump shot from 16 ft,2,7
17,1,9:53.0,Defensive rebound by B. Simmons,,2,7
18,1,9:47.0,Shooting foul by J. Richardson (drawn by D. Šarić),,2,7
19,1,9:47.0,D. Šarić misses free throw 1 of 2,,2,7
20,1,9:47.0,Offensive rebound by Team,,2,7
21,1,9:47.0,D. Šarić makes free throw 2 of 2,,3,7
22,1,9:38.0,,Turnover by H. Whiteside (step out of bounds),3,7
23,1,9:29.0,J. Embiid misses 2-pt jump shot from 21 ft,,3,7
24,1,9:25.0,,Defensive rebound by J. Richardson,3,7
25,1,9:15.0,,G. Dragić misses 3-pt jump shot from 24 ft,3,7
26,1,9:11.0,Defensive rebound by R. Covington,,3,7
27,1,9:07.0,B. Simmons makes 2-pt dunk from 1 ft (assist by R. Covington),,5,7
28,1,8:51.0,,H. Whiteside makes 2-pt jump shot from 14 ft (assist by G. Dragić),5,9
29,1,8:41.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,5,9
30,1,8:41.0,J. Embiid makes free throw 1 of 2,,6,9
31,1,8:41.0,J. Embiid makes free throw 2 of 2,,7,9
32,1,8:31.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Johnson),7,12
33,1,8:18.0,Turnover by D. Šarić (lost ball; steal by G. Dragić),,7,12
34,1,8:14.0,,G. Dragić misses 2-pt layup from 1 ft (block by R. Covington),7,12
35,1,8:14.0,,Offensive rebound by Team,7,12
36,1,8:06.0,,H. Whiteside makes 2-pt hook shot from 8 ft,7,14
37,1,7:40.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by R. Covington),,10,14
38,1,7:17.0,,H. Whiteside makes 2-pt jump shot from 9 ft,10,16
39,1,7:09.0,B. Simmons misses 2-pt jump shot from 3 ft (block by J. Johnson),,10,16
40,1,7:08.0,,Defensive rebound by T. Johnson,10,16
41,1,7:08.0,,Personal foul by R. Covington (drawn by T. Johnson),10,16
42,1,7:08.0,,J. Winslow enters the game for J. Johnson,10,16
43,1,7:08.0,M. Belinelli enters the game for J. Redick,,10,16
44,1,6:58.0,,G. Dragić misses 2-pt jump shot from 8 ft,10,16
45,1,6:56.0,Defensive rebound by D. Šarić,,10,16
46,1,6:50.0,Shooting foul by G. Dragić (drawn by D. Šarić),,10,16
47,1,6:50.0,,Miami full timeout,10,16
48,1,6:50.0,A. Johnson enters the game for J. Embiid,,10,16
49,1,6:50.0,D. Šarić makes free throw 1 of 2,,11,16
50,1,6:50.0,D. Šarić makes free throw 2 of 2,,12,16
51,1,6:33.0,,Turnover by H. Whiteside (bad pass),12,16
52,1,6:21.0,Turnover by M. Belinelli (bad pass; steal by G. Dragić),,12,16
53,1,6:17.0,,T. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),12,18
54,1,6:08.0,Personal foul by J. Richardson (drawn by D. Šarić),,12,18
55,1,6:08.0,,D. Wade enters the game for J. Richardson,12,18
56,1,5:58.0,M. Belinelli misses 2-pt jump shot from 20 ft,,12,18
57,1,5:56.0,,Defensive rebound by H. Whiteside,12,18
58,1,5:42.0,,T. Johnson misses 2-pt layup from 1 ft (block by B. Simmons),12,18
59,1,5:42.0,Defensive rebound by R. Covington,,12,18
60,1,5:23.0,A. Johnson makes 2-pt jump shot from 10 ft (assist by B. Simmons),,14,18
61,1,5:06.0,,Turnover by D. Wade (bad pass; steal by B. Simmons),14,18
62,1,5:03.0,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),,16,18
63,1,5:03.0,Shooting foul by J. Winslow (drawn by D. Šarić),,16,18
64,1,5:03.0,T. McConnell enters the game for R. Covington,,16,18
65,1,5:03.0,D. Šarić makes free throw 1 of 1,,17,18
66,1,4:49.0,,Shooting foul by B. Simmons (drawn by H. Whiteside),17,18
67,1,4:49.0,,H. Whiteside makes free throw 1 of 2,17,19
68,1,4:49.0,,H. Whiteside misses free throw 2 of 2,17,19
69,1,4:46.0,Defensive rebound by D. Šarić,,17,19
70,1,4:31.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,20,19
71,1,4:07.0,,D. Wade makes 3-pt jump shot from 22 ft,20,22
72,1,3:54.0,B. Simmons misses 2-pt layup from 1 ft,,20,22
73,1,3:52.0,,Defensive rebound by D. Wade,20,22
74,1,3:48.0,,T. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),20,24
75,1,3:48.0,Philadelphia full timeout,,20,24
76,1,3:48.0,E. İlyasova enters the game for A. Johnson,,20,24
77,1,3:48.0,J. Embiid enters the game for D. Šarić,,20,24
78,1,3:48.0,J. Redick enters the game for B. Simmons,,20,24
79,1,3:48.0,,B. Adebayo enters the game for H. Whiteside,20,24
