,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
0,1,11:39.0,Z. Randolph misses 3-pt jump shot from 23 ft,,0,0
1,1,11:36.0,,Defensive rebound by W. Chandler,0,0
2,1,11:22.0,,W. Chandler misses 2-pt jump shot from 13 ft,0,0
3,1,11:19.0,,Offensive rebound by W. Chandler,0,0
4,1,11:16.0,,G. Harris misses 3-pt jump shot from 26 ft,0,0
5,1,11:14.0,,Offensive rebound by W. Chandler,0,0
6,1,11:12.0,,J. Murray misses 3-pt jump shot from 26 ft,0,0
7,1,11:10.0,Defensive rebound by Z. Randolph,,0,0
8,1,10:51.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),,3,0
9,1,10:37.0,,G. Harris makes 2-pt dunk from 3 ft (assist by N. Jokić),3,2
10,1,10:09.0,G. Hill misses 3-pt jump shot from 25 ft,,3,2
11,1,10:07.0,,Defensive rebound by N. Jokić,3,2
12,1,10:00.0,,Personal foul by Z. Randolph (drawn by P. Millsap),3,2
13,1,9:57.0,,G. Harris misses 2-pt jump shot from 16 ft,3,2
14,1,9:53.0,Defensive rebound by Z. Randolph,,3,2
15,1,9:37.0,Turnover by G. Hill (turnover),,3,2
16,1,9:25.0,,W. Chandler makes 2-pt layup from 5 ft (assist by P. Millsap),3,4
17,1,9:03.0,Turnover by J. Jackson (traveling),,3,4
18,1,8:55.0,,G. Harris makes 2-pt dunk from 3 ft (assist by N. Jokić),3,6
19,1,8:33.0,Z. Randolph misses 2-pt layup from 4 ft,,3,6
20,1,8:30.0,,Defensive rebound by P. Millsap,3,6
21,1,8:28.0,,Turnover by P. Millsap (bad pass),3,6
22,1,8:15.0,Personal foul by W. Chandler (drawn by B. Hield),,3,6
23,1,8:01.0,W. Cauley-Stein misses 2-pt layup from 5 ft,,3,6
24,1,7:58.0,,Defensive rebound by N. Jokić,3,6
