,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
0,1,11:43.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),0,2
1,1,11:22.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,2,2
2,1,11:10.0,,Turnover by K. Lowry (bad pass; steal by N. Vučević),2,2
3,1,11:05.0,D. Augustin misses 3-pt jump shot from 25 ft,,2,2
4,1,11:01.0,,Defensive rebound by N. Powell,2,2
5,1,10:54.0,,Turnover by N. Powell (bad pass; steal by M. Hezonja),2,2
6,1,10:49.0,W. Iwundu makes 2-pt layup from 1 ft (assist by M. Hezonja),,4,2
7,1,10:41.0,,Toronto full timeout,4,2
8,1,10:41.0,,D. Wright enters the game for N. Powell,4,2
9,1,10:24.0,,Turnover by O. Anunoby (bad pass; steal by N. Vučević),4,2
10,1,10:12.0,D. Augustin misses 2-pt layup from 1 ft,,4,2
11,1,10:09.0,,Defensive rebound by L. Nogueira,4,2
12,1,10:03.0,,O. Anunoby makes 3-pt jump shot from 22 ft (assist by D. Wright),4,5
13,1,9:45.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by D. Augustin),,6,5
14,1,9:31.0,,O. Anunoby misses 3-pt jump shot from 25 ft,6,5
15,1,9:28.0,Defensive rebound by N. Vučević,,6,5
16,1,9:23.0,N. Vučević misses 3-pt jump shot from 24 ft,,6,5
17,1,9:19.0,,Defensive rebound by O. Anunoby,6,5
18,1,8:59.0,,S. Ibaka makes 2-pt hook shot from 2 ft,6,7
19,1,8:35.0,M. Hezonja misses 2-pt hook shot from 3 ft (block by S. Ibaka),,6,7
20,1,8:34.0,Offensive rebound by Team,,6,7
21,1,8:33.0,Turnover by Team (shot clock),,6,7
22,1,8:21.0,,K. Lowry misses 3-pt jump shot from 28 ft,6,7
23,1,8:19.0,,Offensive rebound by L. Nogueira,6,7
24,1,8:17.0,,L. Nogueira makes 2-pt layup from 1 ft,6,9
25,1,8:04.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,9,9
26,1,7:45.0,,D. Wright makes 3-pt jump shot from 24 ft (assist by L. Nogueira),9,12
27,1,7:33.0,Turnover by D. Augustin (lost ball; steal by K. Lowry),,9,12
