,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
137,2,7:14.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by M. Monk),,56,31
138,2,6:54.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by S. Mack),56,34
139,2,6:33.0,F. Kaminsky misses 2-pt layup from 3 ft,,56,34
140,2,6:33.0,Offensive rebound by Team,,56,34
141,2,6:33.0,Personal foul by R. Purvis (drawn by W. Hernangómez),,56,34
142,2,6:33.0,,Orlando full timeout,56,34
143,2,6:33.0,,M. Hezonja enters the game for A. Afflalo,56,34
144,2,6:28.0,M. Monk makes 3-pt jump shot from 25 ft,,59,34
145,2,6:13.0,,R. Purvis misses 3-pt jump shot from 25 ft,59,34
146,2,6:10.0,Defensive rebound by W. Hernangómez,,59,34
147,2,6:01.0,F. Kaminsky misses 2-pt layup from 3 ft,,59,34
148,2,5:55.0,Offensive rebound by W. Hernangómez,,59,34
149,2,5:55.0,W. Hernangómez misses 2-pt layup at rim,,59,34
150,2,5:55.0,,Defensive rebound by B. Biyombo,59,34
151,2,5:51.0,,M. Hezonja makes 3-pt jump shot from 23 ft (assist by S. Mack),59,37
152,2,5:28.0,M. Monk misses 2-pt jump shot from 9 ft,,59,37
153,2,5:26.0,,Defensive rebound by B. Biyombo,59,37
154,2,5:15.0,,B. Biyombo misses 2-pt layup from 1 ft,59,37
155,2,5:12.0,Defensive rebound by W. Hernangómez,,59,37
156,2,5:08.0,J. Lamb misses 3-pt jump shot from 24 ft,,59,37
157,2,5:06.0,,Defensive rebound by B. Biyombo,59,37
158,2,4:57.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by S. Mack),59,40
159,2,4:49.0,Charlotte full timeout,,59,40
160,2,4:49.0,,D. Augustin enters the game for S. Mack,59,40
161,2,4:49.0,,K. Birch enters the game for B. Biyombo,59,40
162,2,4:49.0,,W. Iwundu enters the game for R. Purvis,59,40
163,2,4:49.0,M. Kidd-Gilchrist enters the game for J. Lamb,,59,40
164,2,4:49.0,M. Williams enters the game for J. Stone,,59,40
165,2,4:49.0,K. Walker enters the game for F. Kaminsky,,59,40
166,2,4:40.0,W. Hernangómez makes 2-pt hook shot from 9 ft (assist by M. Williams),,61,40
167,2,4:19.0,,Turnover by M. Hezonja (bad pass; steal by M. Williams),61,40
168,2,4:16.0,Shooting foul by M. Speights (drawn by M. Monk),,61,40
169,2,4:16.0,M. Monk makes free throw 1 of 2,,62,40
170,2,4:16.0,,J. Artis enters the game for M. Speights,62,40
171,2,4:16.0,D. Howard enters the game for W. Hernangómez,,62,40
172,2,4:16.0,M. Monk makes free throw 2 of 2,,63,40
173,2,4:04.0,,M. Hezonja misses 2-pt jump shot from 23 ft,63,40
174,2,4:02.0,Defensive rebound by D. Howard,,63,40
175,2,3:56.0,M. Monk makes 2-pt jump shot from 20 ft,,65,40
176,2,3:31.0,,D. Augustin misses 2-pt jump shot from 11 ft,65,40
177,2,3:28.0,Defensive rebound by D. Howard,,65,40
178,2,3:27.0,Turnover by K. Walker (out of bounds lost ball),,65,40
179,2,3:27.0,N. Batum enters the game for M. Monk,,65,40
180,2,3:13.0,,D. Augustin makes 2-pt jump shot from 18 ft,65,42
181,2,2:58.0,N. Batum makes 2-pt jump shot from 17 ft (assist by K. Walker),,67,42
182,2,2:41.0,,J. Artis misses 2-pt hook shot from 15 ft,67,42
183,2,2:35.0,Defensive rebound by N. Batum,,67,42
184,2,2:32.0,,Offensive charge foul by D. Howard (drawn by K. Birch),67,42
185,2,2:32.0,Turnover by D. Howard (offensive foul),,67,42
186,2,2:07.0,,Turnover by Team (shot clock),67,42
187,2,1:53.0,K. Walker misses 2-pt layup from 3 ft,,67,42
188,2,1:53.0,Offensive rebound by D. Howard,,67,42
189,2,1:53.0,Shooting foul by K. Birch (drawn by D. Howard),,67,42
190,2,1:53.0,D. Howard misses free throw 1 of 2,,67,42
191,2,1:53.0,Offensive rebound by Team,,67,42
192,2,1:53.0,,B. Biyombo enters the game for K. Birch,67,42
193,2,1:53.0,D. Howard makes free throw 2 of 2,,68,42
194,2,1:33.0,,D. Augustin misses 3-pt jump shot from 25 ft,68,42
195,2,1:27.0,,Offensive rebound by W. Iwundu,68,42
196,2,1:27.0,,W. Iwundu makes 2-pt layup at rim,68,44
197,2,1:15.0,K. Walker misses 3-pt jump shot from 24 ft,,68,44
198,2,1:13.0,,Defensive rebound by Team,68,44
199,2,0:54.0,,D. Augustin makes 2-pt jump shot from 14 ft,68,46
200,2,0:41.0,M. Kidd-Gilchrist makes 2-pt hook shot from 6 ft (assist by K. Walker),,70,46
201,2,0:33.0,,Personal foul by M. Williams (drawn by M. Hezonja),70,46
202,2,0:31.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by W. Iwundu),70,49
203,2,0:14.0,D. Howard makes 2-pt dunk from 1 ft (assist by K. Walker),,72,49
204,2,0:00.0,,J. Artis misses 3-pt jump shot from 22 ft,72,49
205,2,0:00.0,,Offensive rebound by Team,72,49
206,3,11:48.0,,Turnover by J. Artis (bad pass; steal by K. Walker),72,49
207,3,11:48.0,Shooting foul by M. Hezonja (drawn by M. Williams),,72,49
208,3,11:48.0,M. Williams makes free throw 1 of 2,,73,49
209,3,11:48.0,M. Williams makes free throw 2 of 2,,74,49
210,3,11:26.0,,B. Biyombo misses 2-pt layup from 4 ft (block by D. Howard),74,49
211,3,11:20.0,,Offensive rebound by W. Iwundu,74,49
212,3,11:20.0,,W. Iwundu misses 2-pt jump shot from 3 ft,74,49
213,3,11:18.0,Defensive rebound by D. Howard,,74,49
214,3,11:10.0,D. Howard makes 2-pt layup from 1 ft,,76,49
215,3,10:54.0,,M. Hezonja misses 2-pt layup from 4 ft,76,49
216,3,10:54.0,Defensive rebound by D. Howard,,76,49
217,3,10:53.0,Personal foul by J. Artis (drawn by K. Walker),,76,49
218,3,10:43.0,M. Williams misses 2-pt layup from 2 ft (block by J. Artis),,76,49
219,3,10:38.0,Offensive rebound by M. Williams,,76,49
220,3,10:37.0,M. Williams makes 2-pt layup from 1 ft,,78,49
221,3,10:20.0,,M. Hezonja makes 2-pt jump shot from 23 ft,78,51
222,3,10:00.0,Turnover by N. Batum (bad pass; steal by M. Hezonja),,78,51
223,3,9:53.0,,J. Artis misses 2-pt jump shot from 5 ft,78,51
224,3,9:50.0,,Offensive rebound by J. Artis,78,51
225,3,9:50.0,,J. Artis misses 2-pt layup at rim,78,51
226,3,9:50.0,Defensive rebound by D. Howard,,78,51
227,3,9:50.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by M. Hezonja),78,51
228,3,9:50.0,Turnover by M. Kidd-Gilchrist (offensive foul),,78,51
229,3,9:39.0,,D. Augustin makes 2-pt jump shot from 2 ft (assist by M. Hezonja),78,53
230,3,9:39.0,Violation by D. Howard (def goaltending),,78,53
231,3,9:31.0,N. Batum misses 2-pt jump shot from 17 ft,,78,53
232,3,9:26.0,,Defensive rebound by M. Hezonja,78,53
233,3,9:16.0,,Turnover by B. Biyombo (bad pass; steal by M. Kidd-Gilchrist),78,53
234,3,9:05.0,D. Howard misses 2-pt hook shot from 11 ft (block by B. Biyombo),,78,53
235,3,9:01.0,Offensive rebound by D. Howard,,78,53
236,3,9:01.0,Turnover by N. Batum (traveling),,78,53
237,3,8:48.0,,J. Artis makes 2-pt jump shot from 11 ft (assist by B. Biyombo),78,55
238,3,8:32.0,M. Williams makes 3-pt jump shot from 22 ft (assist by N. Batum),,81,55
239,3,8:12.0,,D. Augustin makes 2-pt jump shot from 21 ft,81,57
240,3,8:00.0,Personal foul by B. Biyombo (drawn by D. Howard),,81,57
241,3,7:55.0,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),,84,57
242,3,7:41.0,,D. Augustin misses 2-pt layup from 3 ft (block by D. Howard),84,57
243,3,7:38.0,,Offensive rebound by B. Biyombo,84,57
244,3,7:36.0,,B. Biyombo makes 2-pt dunk from 1 ft,84,59
245,3,7:22.0,K. Walker misses 2-pt layup from 1 ft,,84,59
246,3,7:17.0,,Defensive rebound by B. Biyombo,84,59
247,3,7:15.0,,J. Artis misses 3-pt jump shot from 23 ft,84,59
248,3,7:12.0,Defensive rebound by M. Williams,,84,59
249,3,7:04.0,M. Williams makes 2-pt dunk from 1 ft (assist by N. Batum),,86,59
250,3,6:45.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),86,61
251,3,6:18.0,D. Howard misses 2-pt hook shot from 7 ft,,86,61
252,3,6:16.0,,Defensive rebound by M. Hezonja,86,61
253,3,6:06.0,,Shooting foul by D. Howard (drawn by B. Biyombo),86,61
254,3,6:06.0,,Orlando full timeout,86,61
255,3,6:06.0,,S. Mack enters the game for D. Augustin,86,61
256,3,6:06.0,,B. Biyombo makes free throw 1 of 2,86,62
257,3,6:06.0,,B. Biyombo misses free throw 2 of 2,86,62
258,3,6:03.0,Defensive rebound by D. Howard,,86,62
259,3,5:47.0,K. Walker makes 2-pt jump shot from 10 ft,,88,62
260,3,5:25.0,,M. Hezonja misses 3-pt jump shot from 24 ft,88,62
261,3,5:20.0,Defensive rebound by D. Howard,,88,62
262,3,5:04.0,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,,88,62
263,3,5:01.0,,Defensive rebound by B. Biyombo,88,62
264,3,4:49.0,,M. Hezonja misses 2-pt jump shot from 7 ft,88,62
265,3,4:48.0,,Offensive rebound by B. Biyombo,88,62
266,3,4:48.0,,Personal foul by M. Kidd-Gilchrist (drawn by B. Biyombo),88,62
267,3,4:48.0,,M. Speights enters the game for J. Artis,88,62
268,3,4:48.0,,K. Birch enters the game for B. Biyombo,88,62
269,3,4:40.0,,S. Mack misses 2-pt jump shot from 12 ft,88,62
270,3,4:38.0,,Offensive rebound by S. Mack,88,62
271,3,4:36.0,,Turnover by W. Iwundu (traveling),88,62
272,3,4:17.0,N. Batum misses 3-pt jump shot from 23 ft,,88,62
273,3,4:12.0,,Defensive rebound by M. Hezonja,88,62
274,3,4:03.0,,K. Birch makes 2-pt hook shot from 6 ft (assist by S. Mack),88,64
275,3,3:45.0,N. Batum misses 2-pt jump shot from 8 ft,,88,64
276,3,3:41.0,Offensive rebound by M. Kidd-Gilchrist,,88,64
277,3,3:40.0,Turnover by D. Howard (turnover),,88,64
278,3,3:40.0,F. Kaminsky enters the game for M. Williams,,88,64
279,3,3:40.0,J. Lamb enters the game for N. Batum,,88,64
280,3,3:27.0,,M. Hezonja misses 2-pt layup from 6 ft,88,64
281,3,3:24.0,Defensive rebound by D. Howard,,88,64
282,3,3:21.0,Shooting foul by M. Hezonja (drawn by K. Walker),,88,64
283,3,3:21.0,K. Walker makes free throw 1 of 2,,89,64
284,3,3:21.0,,R. Purvis enters the game for M. Hezonja,89,64
285,3,3:21.0,J. Stone enters the game for M. Kidd-Gilchrist,,89,64
286,3,3:21.0,K. Walker makes free throw 2 of 2,,90,64
287,3,3:04.0,,R. Purvis makes 2-pt jump shot from 22 ft (assist by S. Mack),90,66
288,3,2:58.0,Personal foul by M. Speights (drawn by D. Howard),,90,66
289,3,2:58.0,Charlotte full timeout,,90,66
290,3,2:58.0,M. Monk enters the game for K. Walker,,90,66
291,3,2:58.0,D. Howard makes free throw 1 of 2,,91,66
292,3,2:58.0,D. Howard makes free throw 2 of 2,,92,66
293,3,2:46.0,,M. Speights makes 2-pt jump shot from 12 ft (assist by S. Mack),92,68
294,3,2:31.0,Turnover by F. Kaminsky (bad pass; steal by M. Speights),,92,68
295,3,2:26.0,,M. Speights misses 3-pt jump shot from 24 ft,92,68
296,3,2:22.0,Defensive rebound by Team,,92,68
297,3,2:06.0,J. Lamb makes 3-pt jump shot from 25 ft,,95,68
298,3,1:47.0,,M. Speights misses 2-pt jump shot from 9 ft,95,68
299,3,1:44.0,Defensive rebound by D. Howard,,95,68
300,3,1:33.0,M. Monk makes 3-pt jump shot from 24 ft (assist by J. Lamb),,98,68
301,3,1:16.0,,R. Purvis makes 3-pt jump shot from 24 ft (assist by S. Mack),98,71
302,3,1:06.0,F. Kaminsky makes 2-pt jump shot from 16 ft (assist by M. Monk),,100,71
303,3,0:53.0,,M. Speights makes 2-pt layup from 3 ft (assist by S. Mack),100,73
304,3,0:40.0,M. Monk makes 3-pt jump shot from 26 ft,,103,73
305,3,0:26.0,,R. Purvis misses 2-pt jump shot from 14 ft,103,73
306,3,0:23.0,,Offensive rebound by K. Birch,103,73
307,3,0:13.0,,K. Birch makes 2-pt jump shot from 12 ft (assist by M. Speights),103,75
308,3,0:00.0,M. Monk misses 2-pt jump shot from 14 ft,,103,75
309,3,0:00.0,Offensive rebound by Team,,103,75
310,4,11:43.0,W. Hernangómez makes 2-pt dunk at rim (assist by M. Monk),,105,75
311,4,11:21.0,,R. Purvis misses 2-pt jump shot from 18 ft,105,75
312,4,11:17.0,Defensive rebound by F. Kaminsky,,105,75
313,4,11:10.0,M. Monk makes 2-pt jump shot from 21 ft,,107,75
314,4,10:53.0,,J. Artis misses 2-pt jump shot from 4 ft,107,75
315,4,10:50.0,Defensive rebound by J. Stone,,107,75
316,4,10:50.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Stone),,109,75
317,4,10:50.0,Shooting foul by R. Purvis (drawn by F. Kaminsky),,109,75
318,4,10:50.0,F. Kaminsky makes free throw 1 of 1,,110,75
319,4,10:50.0,,A. Afflalo enters the game for J. Artis,110,75
320,4,10:31.0,,K. Birch misses 2-pt jump shot from 14 ft,110,75
321,4,10:26.0,Defensive rebound by W. Hernangómez,,110,75
322,4,10:23.0,M. Monk misses 2-pt jump shot from 22 ft,,110,75
323,4,10:23.0,,Defensive rebound by Team,110,75
324,4,10:13.0,Loose ball foul by W. Hernangómez (drawn by M. Speights),,110,75
325,4,9:56.0,,S. Mack misses 3-pt jump shot from 27 ft,110,75
326,4,9:56.0,Defensive rebound by M. Monk,,110,75
327,4,9:48.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,110,75
328,4,9:48.0,,Defensive rebound by S. Mack,110,75
329,4,9:43.0,,K. Birch makes 2-pt dunk at rim (assist by S. Mack),110,77
330,4,9:22.0,W. Hernangómez makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,113,77
331,4,9:13.0,Offensive charge foul by S. Mack (drawn by M. Monk),,113,77
332,4,9:13.0,,Turnover by S. Mack (offensive foul),113,77
333,4,9:04.0,Shooting foul by S. Mack (drawn by M. Monk),,113,77
334,4,9:04.0,M. Monk makes free throw 1 of 2,,114,77
335,4,9:04.0,M. Monk makes free throw 2 of 2,,115,77
336,4,8:48.0,,A. Afflalo misses 2-pt jump shot from 10 ft,115,77
337,4,8:44.0,Defensive rebound by W. Hernangómez,,115,77
338,4,8:37.0,M. Monk makes 3-pt jump shot from 23 ft,,118,77
339,4,8:36.0,,Orlando full timeout,118,77
340,4,8:36.0,,W. Iwundu enters the game for S. Mack,118,77
341,4,8:36.0,,J. Artis enters the game for A. Afflalo,118,77
342,4,8:22.0,,M. Speights misses 3-pt jump shot from 26 ft,118,77
343,4,8:16.0,,Offensive rebound by J. Artis,118,77
344,4,8:15.0,,R. Purvis misses 2-pt dunk from 2 ft,118,77
345,4,8:13.0,Defensive rebound by W. Hernangómez,,118,77
346,4,8:07.0,Personal foul by M. Speights (drawn by J. Lamb),,118,77
347,4,8:07.0,Offensive foul by M. Monk (drawn by W. Iwundu),,118,77
348,4,8:07.0,Turnover by M. Monk (offensive foul),,118,77
349,4,7:51.0,,M. Speights misses 2-pt jump shot from 7 ft,118,77
350,4,7:45.0,,Offensive rebound by K. Birch,118,77
351,4,7:45.0,,K. Birch makes 2-pt dunk at rim,118,79
352,4,7:36.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,118,79
353,4,7:34.0,,Defensive rebound by R. Purvis,118,79
354,4,7:21.0,,Turnover by J. Artis (bad pass; steal by W. Hernangómez),118,79
355,4,7:17.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Monk),,120,79
356,4,7:17.0,Shooting foul by W. Iwundu (drawn by F. Kaminsky),,120,79
357,4,7:17.0,F. Kaminsky makes free throw 1 of 1,,121,79
358,4,7:02.0,,R. Purvis misses 2-pt jump shot from 15 ft,121,79
359,4,6:58.0,Defensive rebound by J. Lamb,,121,79
360,4,6:51.0,J. Lamb misses 2-pt jump shot from 19 ft,,121,79
361,4,6:48.0,,Defensive rebound by M. Speights,121,79
362,4,6:34.0,,M. Speights misses 2-pt jump shot from 22 ft,121,79
363,4,6:32.0,Defensive rebound by W. Hernangómez,,121,79
364,4,6:28.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by M. Monk),,124,79
365,4,6:27.0,,Orlando full timeout,124,79
366,4,6:27.0,M. Paige enters the game for J. Lamb,,124,79
367,4,6:08.0,,J. Artis makes 3-pt jump shot from 25 ft (assist by R. Purvis),124,82
368,4,5:53.0,F. Kaminsky misses 2-pt jump shot from 18 ft,,124,82
369,4,5:50.0,,Defensive rebound by M. Speights,124,82
370,4,5:47.0,,J. Artis makes 2-pt layup from 2 ft,124,84
371,4,5:39.0,M. Monk misses 3-pt jump shot from 22 ft,,124,84
372,4,5:39.0,,Defensive rebound by J. Artis,124,84
373,4,5:21.0,,R. Purvis misses 2-pt jump shot from 16 ft,124,84
374,4,5:21.0,,Offensive rebound by R. Purvis,124,84
375,4,5:16.0,,Shooting foul by W. Hernangómez (drawn by K. Birch),124,84
376,4,5:16.0,,K. Birch makes free throw 1 of 2,124,85
377,4,5:16.0,,K. Birch makes free throw 2 of 2,124,86
378,4,4:53.0,M. Paige misses 3-pt jump shot from 26 ft,,124,86
