,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
83,1,1:53.0,J. Johnson misses 2-pt jump shot from 4 ft,,21,20
84,1,1:50.0,,Defensive rebound by L. Kennard,21,20
85,1,1:43.0,,I. Smith makes 2-pt jump shot from 13 ft,21,22
86,1,1:21.0,R. Neto makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,24,22
87,1,0:58.0,,I. Smith misses 2-pt jump shot from 16 ft,24,22
88,1,0:55.0,Defensive rebound by D. Favors,,24,22
89,1,0:49.0,R. O'Neale misses 2-pt jump shot from 12 ft,,24,22
90,1,0:46.0,,Defensive rebound by A. Drummond,24,22
91,1,0:42.0,,L. Kennard misses 3-pt jump shot from 26 ft,24,22
92,1,0:42.0,Defensive rebound by A. Burks,,24,22
93,1,0:31.0,Turnover by A. Burks (lost ball; steal by A. Drummond),,24,22
94,1,0:26.0,,A. Bradley misses 3-pt jump shot from 25 ft,24,22
95,1,0:22.0,,Offensive rebound by L. Kennard,24,22
96,1,0:21.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),24,24
97,1,0:01.0,,B. Marjanović enters the game for A. Drummond,24,24
98,1,0:01.0,,S. Johnson enters the game for A. Bradley,24,24
99,1,0:00.0,D. Favors misses 2-pt jump shot from 18 ft,,24,24
100,1,0:00.0,Offensive rebound by Team,,24,24
101,2,11:43.0,A. Burks misses 3-pt jump shot from 28 ft,,24,24
102,2,11:40.0,,Defensive rebound by I. Smith,24,24
103,2,11:38.0,,Shooting foul by R. Neto (drawn by I. Smith),24,24
104,2,11:38.0,,I. Smith makes free throw 1 of 2,24,25
105,2,11:38.0,,I. Smith misses free throw 2 of 2,24,25
106,2,11:35.0,Defensive rebound by J. Johnson,,24,25
107,2,11:26.0,D. Favors misses 2-pt jump shot from 15 ft,,24,25
108,2,11:23.0,,Defensive rebound by B. Marjanović,24,25
109,2,11:15.0,,I. Smith misses 2-pt layup from 5 ft,24,25
110,2,11:11.0,Defensive rebound by R. O'Neale,,24,25
111,2,10:55.0,Shooting foul by S. Johnson (drawn by A. Burks),,24,25
112,2,10:55.0,A. Burks makes free throw 1 of 2,,25,25
113,2,10:55.0,A. Burks makes free throw 2 of 2,,26,25
114,2,10:44.0,,Personal foul by D. Favors (drawn by B. Marjanović),26,25
115,2,10:30.0,,S. Johnson misses 3-pt jump shot from 29 ft,26,25
116,2,10:26.0,Defensive rebound by R. Neto,,26,25
117,2,10:11.0,D. Favors misses 2-pt jump shot from 18 ft,,26,25
118,2,10:07.0,,Defensive rebound by L. Kennard,26,25
119,2,10:01.0,,B. Marjanović misses 2-pt hook shot from 4 ft (block by R. Neto),26,25
120,2,10:01.0,,Offensive rebound by Team,26,25
121,2,9:53.0,,Turnover by I. Smith (bad pass),26,25
122,2,9:35.0,R. O'Neale misses 3-pt jump shot from 25 ft,,26,25
123,2,9:31.0,,Defensive rebound by B. Marjanović,26,25
124,2,9:25.0,,B. Marjanović makes 2-pt hook shot from 6 ft (assist by A. Tolliver),26,27
125,2,9:12.0,Turnover by A. Burks (bad pass; steal by I. Smith),,26,27
126,2,9:08.0,,I. Smith makes 2-pt layup from 1 ft (assist by L. Kennard),26,29
127,2,9:08.0,Utah full timeout,,26,29
128,2,9:08.0,R. Gobert enters the game for A. Burks,,26,29
129,2,9:08.0,R. Rubio enters the game for D. Favors,,26,29
130,2,9:08.0,D. Mitchell enters the game for R. Neto,,26,29
131,2,8:55.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,29,29
132,2,8:34.0,,L. Kennard makes 2-pt jump shot from 1 ft,29,31
133,2,8:17.0,R. Rubio misses 3-pt jump shot from 25 ft,,29,31
134,2,8:13.0,,Defensive rebound by B. Marjanović,29,31
135,2,8:08.0,,I. Smith makes 3-pt jump shot from 22 ft (assist by L. Kennard),29,34
136,2,7:45.0,R. Rubio misses 2-pt jump shot from 13 ft,,29,34
137,2,7:45.0,,Defensive rebound by L. Kennard,29,34
138,2,7:32.0,,Turnover by B. Marjanović (turnover),29,34
139,2,7:32.0,J. Ingles enters the game for R. O'Neale,,29,34
140,2,7:13.0,Turnover by J. Ingles (bad pass; steal by B. Marjanović),,29,34
141,2,7:08.0,,I. Smith makes 2-pt layup from 1 ft,29,36
142,2,6:47.0,D. Mitchell makes 2-pt jump shot from 17 ft,,31,36
143,2,6:36.0,,I. Smith misses 2-pt layup at rim,31,36
144,2,6:36.0,Defensive rebound by Team,,31,36
145,2,6:36.0,Personal foul by B. Marjanović (drawn by R. Gobert),,31,36
146,2,6:36.0,,A. Bradley enters the game for L. Kennard,31,36
147,2,6:36.0,J. Jerebko enters the game for J. Johnson,,31,36
148,2,6:27.0,Shooting foul by B. Marjanović (drawn by R. Gobert),,31,36
149,2,6:27.0,R. Gobert makes free throw 1 of 2,,32,36
150,2,6:27.0,R. Gobert makes free throw 2 of 2,,33,36
151,2,6:10.0,,S. Johnson makes 2-pt layup from 3 ft,33,38
152,2,5:53.0,D. Mitchell misses 2-pt jump shot from 13 ft,,33,38
153,2,5:50.0,Offensive rebound by D. Mitchell,,33,38
154,2,5:50.0,,L. Galloway enters the game for I. Smith,33,38
155,2,5:50.0,,T. Harris enters the game for A. Tolliver,33,38
156,2,5:44.0,J. Ingles misses 2-pt layup from 4 ft,,33,38
157,2,5:40.0,,Defensive rebound by B. Marjanović,33,38
158,2,5:25.0,,B. Marjanović makes 2-pt hook shot from 4 ft (assist by S. Johnson),33,40
159,2,5:06.0,J. Jerebko misses 2-pt layup from 5 ft,,33,40
160,2,5:02.0,,Defensive rebound by B. Marjanović,33,40
161,2,4:59.0,,L. Galloway misses 3-pt jump shot from 24 ft,33,40
162,2,4:59.0,Defensive rebound by R. Gobert,,33,40
163,2,4:46.0,J. Jerebko makes 2-pt jump shot from 20 ft (assist by R. Rubio),,35,40
164,2,4:21.0,,T. Harris misses 2-pt jump shot from 15 ft,35,40
165,2,4:17.0,Defensive rebound by D. Mitchell,,35,40
166,2,4:12.0,Shooting foul by T. Harris (drawn by D. Mitchell),,35,40
167,2,4:12.0,D. Mitchell makes free throw 1 of 2,,36,40
168,2,4:12.0,,A. Drummond enters the game for B. Marjanović,36,40
169,2,4:12.0,D. Mitchell makes free throw 2 of 2,,37,40
170,2,3:59.0,,A. Drummond makes 2-pt layup from 1 ft (assist by L. Galloway),37,42
171,2,3:59.0,,Shooting foul by R. Gobert (drawn by A. Drummond),37,42
172,2,3:59.0,,A. Drummond makes free throw 1 of 1,37,43
173,2,3:48.0,D. Mitchell makes 2-pt layup from 1 ft,,39,43
174,2,3:34.0,,T. Harris misses 2-pt jump shot from 21 ft,39,43
175,2,3:32.0,Defensive rebound by R. Gobert,,39,43
176,2,3:18.0,J. Jerebko misses 2-pt layup from 5 ft,,39,43
177,2,3:15.0,,Defensive rebound by T. Harris,39,43
178,2,3:02.0,,L. Kennard enters the game for S. Johnson,39,43
179,2,2:54.0,,L. Galloway misses 2-pt layup from 9 ft (block by R. Gobert),39,43
180,2,2:51.0,Defensive rebound by R. Rubio,,39,43
181,2,2:44.0,Turnover by R. Rubio (lost ball; steal by A. Drummond),,39,43
182,2,2:43.0,,Personal foul by D. Mitchell (drawn by L. Galloway),39,43
183,2,2:43.0,,Detroit full timeout,39,43
184,2,2:43.0,J. Johnson enters the game for J. Jerebko,,39,43
185,2,2:32.0,,T. Harris makes 2-pt jump shot from 5 ft (assist by A. Drummond),39,45
186,2,2:09.0,J. Ingles misses 3-pt jump shot from 22 ft,,39,45
187,2,2:06.0,,Defensive rebound by T. Harris,39,45
188,2,2:02.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by T. Harris),39,47
189,2,1:39.0,R. Gobert misses 2-pt layup from 2 ft,,39,47
190,2,1:37.0,Offensive rebound by R. Gobert,,39,47
191,2,1:35.0,R. Gobert makes 2-pt dunk from 1 ft,,41,47
192,2,1:17.0,,L. Kennard misses 2-pt jump shot from 15 ft,41,47
193,2,1:15.0,Defensive rebound by R. Rubio,,41,47
194,2,1:05.0,R. Gobert makes 2-pt layup from 1 ft,,43,47
195,2,1:05.0,Shooting foul by A. Drummond (drawn by R. Gobert),,43,47
196,2,1:05.0,,B. Marjanović enters the game for A. Drummond,43,47
197,2,1:05.0,R. Gobert misses free throw 1 of 1,,43,47
198,2,1:02.0,,Defensive rebound by B. Marjanović,43,47
199,2,0:48.0,,L. Kennard makes 2-pt jump shot from 13 ft (assist by B. Marjanović),43,49
200,2,0:33.0,D. Mitchell misses 2-pt layup from 2 ft,,43,49
201,2,0:29.0,Offensive rebound by R. Gobert,,43,49
202,2,0:23.0,D. Mitchell misses 3-pt jump shot from 23 ft,,43,49
203,2,0:20.0,,Defensive rebound by L. Kennard,43,49
204,2,0:00.0,,L. Galloway misses 2-pt jump shot from 19 ft,43,49
205,2,0:00.0,Defensive rebound by J. Ingles,,43,49
206,3,11:42.0,Turnover by D. Favors (lost ball; steal by T. Harris),,43,49
207,3,11:27.0,,T. Harris misses 3-pt jump shot from 25 ft,43,49
208,3,11:23.0,Defensive rebound by D. Favors,,43,49
209,3,11:07.0,D. Mitchell makes 2-pt layup from 3 ft,,45,49
210,3,10:50.0,,A. Bradley misses 2-pt jump shot from 17 ft,45,49
211,3,10:49.0,,Offensive rebound by A. Drummond,45,49
212,3,10:49.0,,A. Drummond makes 2-pt dunk at rim,45,51
213,3,10:22.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,47,51
214,3,10:08.0,,S. Johnson misses 3-pt jump shot from 23 ft,47,51
215,3,10:05.0,,Offensive rebound by A. Drummond,47,51
216,3,10:02.0,,A. Bradley makes 2-pt layup from 1 ft (assist by L. Galloway),47,53
217,3,9:45.0,R. Gobert misses 2-pt layup from 3 ft (block by A. Drummond),,47,53
218,3,9:41.0,,Defensive rebound by S. Johnson,47,53
219,3,9:39.0,,T. Harris misses 3-pt jump shot from 25 ft,47,53
220,3,9:35.0,Defensive rebound by R. Rubio,,47,53
221,3,9:31.0,J. Ingles makes 3-pt jump shot from 27 ft (assist by R. Rubio),,50,53
222,3,9:11.0,,S. Johnson misses 2-pt layup from 4 ft (block by D. Favors),50,53
223,3,9:07.0,Defensive rebound by D. Favors,,50,53
224,3,9:04.0,D. Mitchell misses 3-pt jump shot from 25 ft,,50,53
225,3,9:04.0,,Defensive rebound by Team,50,53
226,3,9:04.0,,Personal foul by R. Gobert (drawn by A. Drummond),50,53
227,3,8:39.0,,S. Johnson makes 2-pt jump shot from 16 ft,50,55
228,3,8:17.0,R. Gobert misses 2-pt layup from 3 ft,,50,55
229,3,8:13.0,Offensive rebound by D. Favors,,50,55
230,3,8:12.0,D. Favors misses 2-pt layup from 2 ft,,50,55
231,3,8:12.0,Offensive rebound by R. Gobert,,50,55
232,3,8:07.0,D. Favors misses 2-pt jump shot from 15 ft,,50,55
233,3,8:04.0,,Defensive rebound by A. Bradley,50,55
234,3,7:53.0,,S. Johnson misses 3-pt jump shot from 26 ft,50,55
235,3,7:49.0,Defensive rebound by R. Gobert,,50,55
236,3,7:39.0,J. Jerebko enters the game for D. Favors,,50,55
237,3,7:39.0,D. Favors misses 2-pt layup at rim (block by S. Johnson),,50,55
238,3,7:39.0,Offensive rebound by Team,,50,55
239,3,7:27.0,Turnover by Team (shot clock),,50,55
240,3,7:12.0,,L. Galloway misses 2-pt layup from 4 ft,50,55
241,3,7:09.0,,Offensive rebound by A. Drummond,50,55
242,3,7:06.0,,A. Drummond misses 2-pt jump shot from 4 ft (block by R. Gobert),50,55
243,3,7:06.0,Defensive rebound by R. Rubio,,50,55
244,3,7:00.0,R. Rubio makes 2-pt jump shot from 14 ft,,52,55
245,3,6:43.0,,Turnover by A. Drummond (bad pass),52,55
246,3,6:43.0,,Detroit full timeout,52,55
247,3,6:34.0,Turnover by D. Mitchell (lost ball; steal by A. Bradley),,52,55
248,3,6:32.0,,A. Bradley makes 2-pt layup from 1 ft,52,57
249,3,6:32.0,Violation by D. Mitchell (def goaltending),,52,57
250,3,6:27.0,Personal foul by A. Bradley (drawn by D. Mitchell),,52,57
251,3,6:20.0,Turnover by D. Mitchell (bad pass; steal by S. Johnson),,52,57
252,3,6:20.0,Loose ball foul by J. Ingles (drawn by S. Johnson),,52,57
253,3,6:11.0,,A. Drummond misses 2-pt hook shot from 13 ft,52,57
254,3,6:08.0,Defensive rebound by R. Rubio,,52,57
255,3,5:48.0,J. Jerebko misses 2-pt layup from 8 ft (block by A. Drummond),,52,57
256,3,5:46.0,,Defensive rebound by A. Drummond,52,57
257,3,5:45.0,,Turnover by A. Drummond (bad pass; steal by J. Ingles),52,57
258,3,5:37.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by J. Ingles),,55,57
259,3,5:20.0,,Turnover by A. Bradley (bad pass; steal by R. Rubio),55,57
260,3,5:15.0,Turnover by J. Jerebko (bad pass; steal by A. Bradley),,55,57
261,3,5:06.0,,T. Harris makes 2-pt dunk from 1 ft (assist by S. Johnson),55,59
262,3,4:47.0,D. Mitchell misses 3-pt jump shot from 28 ft,,55,59
263,3,4:43.0,,Defensive rebound by S. Johnson,55,59
264,3,4:40.0,,Turnover by S. Johnson (bad pass; steal by D. Mitchell),55,59
265,3,4:32.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,57,59
266,3,4:15.0,,A. Bradley makes 2-pt layup at rim (assist by A. Drummond),57,61
267,3,4:12.0,Utah full timeout,,57,61
268,3,4:12.0,,I. Smith enters the game for S. Johnson,57,61
269,3,4:12.0,,L. Kennard enters the game for L. Galloway,57,61
270,3,4:12.0,A. Burks enters the game for J. Ingles,,57,61
271,3,4:12.0,D. Favors enters the game for R. Gobert,,57,61
272,3,3:51.0,D. Mitchell misses 2-pt jump shot from 6 ft,,57,61
273,3,3:48.0,,Defensive rebound by A. Drummond,57,61
274,3,3:26.0,,Turnover by Team (shot clock),57,61
275,3,3:17.0,A. Burks makes 2-pt dunk from 1 ft (assist by R. Rubio),,59,61
276,3,2:57.0,,Turnover by L. Kennard (bad pass),59,61
277,3,2:41.0,R. Rubio misses 3-pt jump shot from 23 ft,,59,61
278,3,2:40.0,,Defensive rebound by Team,59,61
279,3,2:40.0,R. Neto enters the game for R. Rubio,,59,61
280,3,2:32.0,,A. Bradley misses 3-pt jump shot from 27 ft,59,61
281,3,2:28.0,Defensive rebound by D. Favors,,59,61
282,3,2:12.0,A. Burks misses 2-pt layup from 4 ft,,59,61
283,3,2:09.0,Offensive rebound by D. Favors,,59,61
284,3,2:07.0,D. Favors makes 2-pt dunk from 1 ft,,61,61
285,3,1:54.0,,Shooting foul by A. Burks (drawn by L. Kennard),61,61
286,3,1:54.0,,L. Kennard makes free throw 1 of 3,61,62
287,3,1:54.0,,L. Kennard makes free throw 2 of 3,61,63
288,3,1:54.0,,B. Marjanović enters the game for A. Drummond,61,63
289,3,1:54.0,,S. Johnson enters the game for A. Bradley,61,63
290,3,1:54.0,R. O'Neale enters the game for J. Jerebko,,61,63
291,3,1:54.0,J. Johnson enters the game for D. Mitchell,,61,63
292,3,1:54.0,,L. Kennard makes free throw 3 of 3,61,64
293,3,1:32.0,D. Favors makes 2-pt layup at rim (assist by A. Burks),,63,64
294,3,1:20.0,,Turnover by B. Marjanović (lost ball; steal by D. Favors),63,64
295,3,1:13.0,A. Burks makes 2-pt jump shot from 14 ft,,65,64
296,3,0:50.0,,L. Kennard misses 2-pt jump shot from 6 ft,65,64
297,3,0:47.0,,Offensive rebound by L. Kennard,65,64
298,3,0:44.0,,L. Kennard misses 3-pt jump shot from 22 ft,65,64
299,3,0:40.0,Defensive rebound by D. Favors,,65,64
300,3,0:32.0,R. O'Neale misses 3-pt jump shot from 25 ft,,65,64
301,3,0:28.0,,Defensive rebound by L. Kennard,65,64
302,3,0:24.0,,I. Smith misses 2-pt jump shot from 20 ft,65,64
303,3,0:20.0,Defensive rebound by A. Burks,,65,64
304,3,0:03.0,A. Burks misses 2-pt jump shot from 14 ft,,65,64
305,3,0:03.0,,Defensive rebound by S. Johnson,65,64
306,3,0:00.0,,S. Johnson misses 3-pt jump shot from 57 ft,65,64
307,3,0:00.0,,Offensive rebound by Team,65,64
308,4,11:38.0,,I. Smith misses 2-pt jump shot from 19 ft,65,64
309,4,11:32.0,Defensive rebound by Team,,65,64
310,4,11:31.0,Shooting foul by I. Smith (drawn by R. O'Neale),,65,64
311,4,11:31.0,R. O'Neale makes free throw 1 of 2,,66,64
312,4,11:31.0,R. O'Neale makes free throw 2 of 2,,67,64
313,4,11:21.0,,I. Smith makes 2-pt layup at rim,67,66
314,4,11:04.0,D. Favors makes 2-pt hook shot from 2 ft (assist by J. Johnson),,69,66
315,4,10:51.0,,Turnover by I. Smith (bad pass; steal by D. Favors),69,66
316,4,10:45.0,R. Neto makes 3-pt jump shot from 24 ft (assist by J. Johnson),,72,66
317,4,10:39.0,,Detroit full timeout,72,66
318,4,10:26.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by L. Kennard),72,69
319,4,10:12.0,J. Johnson makes 2-pt jump shot from 7 ft,,74,69
320,4,9:59.0,,Turnover by A. Tolliver (bad pass; steal by D. Favors),74,69
321,4,9:53.0,R. Neto misses 2-pt layup from 1 ft,,74,69
322,4,9:51.0,,Defensive rebound by A. Tolliver,74,69
323,4,9:39.0,,B. Marjanović misses 2-pt hook shot from 4 ft (block by D. Favors),74,69
324,4,9:34.0,Defensive rebound by R. Neto,,74,69
325,4,9:30.0,R. O'Neale misses 3-pt jump shot from 23 ft,,74,69
326,4,9:26.0,,Defensive rebound by S. Johnson,74,69
327,4,9:17.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),74,72
328,4,9:17.0,Utah full timeout,,74,72
329,4,9:17.0,,A. Drummond enters the game for B. Marjanović,74,72
330,4,9:17.0,R. Rubio enters the game for A. Burks,,74,72
331,4,9:17.0,D. Mitchell enters the game for R. Neto,,74,72
332,4,9:09.0,Turnover by R. Rubio (bad pass),,74,72
333,4,8:59.0,,L. Kennard misses 3-pt jump shot from 25 ft,74,72
334,4,8:56.0,Defensive rebound by R. O'Neale,,74,72
335,4,8:48.0,D. Mitchell misses 2-pt jump shot from 20 ft,,74,72
336,4,8:45.0,Offensive rebound by D. Favors,,74,72
337,4,8:43.0,D. Favors misses 2-pt layup from 3 ft,,74,72
338,4,8:41.0,,Defensive rebound by A. Drummond,74,72
339,4,8:37.0,,A. Tolliver misses 3-pt jump shot from 25 ft,74,72
340,4,8:33.0,,Offensive rebound by I. Smith,74,72
341,4,8:32.0,,Shooting foul by D. Favors (drawn by A. Drummond),74,72
342,4,8:32.0,,A. Drummond makes free throw 1 of 2,74,73
343,4,8:32.0,R. Gobert enters the game for D. Favors,,74,73
344,4,8:32.0,,A. Drummond makes free throw 2 of 2,74,74
345,4,8:14.0,J. Johnson makes 2-pt jump shot from 11 ft,,76,74
346,4,7:53.0,,Turnover by S. Johnson (bad pass; steal by R. O'Neale),76,74
347,4,7:48.0,Personal foul by S. Johnson (drawn by R. O'Neale),,76,74
348,4,7:48.0,J. Jerebko enters the game for J. Johnson,,76,74
349,4,7:41.0,D. Mitchell misses 2-pt layup from 3 ft,,76,74
350,4,7:38.0,,Defensive rebound by A. Tolliver,76,74
351,4,7:33.0,,Shooting foul by J. Jerebko (drawn by A. Drummond),76,74
352,4,7:33.0,,A. Drummond makes free throw 1 of 2,76,75
353,4,7:33.0,,A. Drummond makes free throw 2 of 2,76,76
354,4,7:15.0,J. Jerebko misses 3-pt jump shot from 26 ft,,76,76
355,4,7:11.0,,Defensive rebound by A. Drummond,76,76
356,4,7:08.0,,I. Smith makes 2-pt layup from 1 ft,76,78
357,4,7:08.0,,Shooting foul by R. Rubio (drawn by I. Smith),76,78
358,4,7:08.0,,A. Bradley enters the game for L. Kennard,76,78
359,4,7:08.0,J. Ingles enters the game for R. O'Neale,,76,78
360,4,7:08.0,D. Favors enters the game for R. Gobert,,76,78
361,4,7:08.0,,I. Smith misses free throw 1 of 1,76,78
362,4,7:05.0,Defensive rebound by J. Jerebko,,76,78
363,4,6:48.0,J. Jerebko misses 3-pt jump shot from 25 ft,,76,78
364,4,6:46.0,,Defensive rebound by A. Tolliver,76,78
365,4,6:33.0,,Turnover by A. Tolliver (lost ball; steal by J. Jerebko),76,78
366,4,6:28.0,Personal foul by I. Smith (drawn by R. Rubio),,76,78
367,4,6:19.0,Offensive foul by J. Jerebko (drawn by A. Drummond),,76,78
368,4,6:19.0,Turnover by J. Jerebko (offensive foul),,76,78
369,4,6:05.0,,A. Drummond misses 2-pt layup from 2 ft (block by D. Favors),76,78
370,4,6:05.0,Defensive rebound by Team,,76,78
371,4,6:05.0,R. Gobert enters the game for D. Favors,,76,78
372,4,5:50.0,J. Jerebko misses 3-pt jump shot from 22 ft,,76,78
373,4,5:47.0,,Defensive rebound by A. Drummond,76,78
374,4,5:33.0,,I. Smith misses 2-pt jump shot from 13 ft,76,78
375,4,5:31.0,Defensive rebound by J. Jerebko,,76,78
376,4,5:31.0,Personal foul by A. Tolliver (drawn by R. Rubio),,76,78
377,4,5:31.0,,T. Harris enters the game for A. Tolliver,76,78
378,4,5:31.0,R. O'Neale enters the game for R. Rubio,,76,78
379,4,5:18.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,79,78
380,4,4:57.0,,Shooting foul by R. Gobert (drawn by A. Drummond),79,78
381,4,4:57.0,,A. Drummond misses free throw 1 of 2,79,78
382,4,4:57.0,,Offensive rebound by Team,79,78
383,4,4:57.0,,A. Drummond makes free throw 2 of 2,79,79
384,4,4:44.0,D. Mitchell misses 2-pt jump shot from 7 ft,,79,79
385,4,4:42.0,,Defensive rebound by A. Drummond,79,79
