,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
71,1,2:05.0,B. Biyombo enters the game for D. Augustin,,22,22
72,1,1:59.0,E. Fournier misses 3-pt jump shot from 23 ft,,22,22
73,1,1:57.0,,Defensive rebound by Team,22,22
74,1,1:39.0,,D. Mitchell misses 2-pt layup from 4 ft (block by J. Isaac),22,22
75,1,1:37.0,Defensive rebound by E. Fournier,,22,22
76,1,1:34.0,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Fournier),,24,22
77,1,1:17.0,,J. Crowder misses 3-pt jump shot from 24 ft,24,22
78,1,1:15.0,Defensive rebound by B. Biyombo,,24,22
79,1,1:06.0,J. Isaac misses 2-pt jump shot from 10 ft,,24,22
80,1,1:05.0,,Defensive rebound by D. Mitchell,24,22
81,1,0:59.0,,Turnover by A. Burks (step out of bounds),24,22
82,1,0:50.0,E. Fournier misses 3-pt jump shot from 25 ft,,24,22
83,1,0:47.0,,Defensive rebound by E. Udoh,24,22
84,1,0:43.0,,A. Burks makes 3-pt jump shot from 25 ft,24,25
85,1,0:35.0,S. Mack makes 3-pt jump shot from 27 ft,,27,25
86,1,0:17.0,,R. O'Neale misses 3-pt jump shot from 23 ft,27,25
87,1,0:15.0,Defensive rebound by Team,,27,25
88,1,0:15.0,,Loose ball foul by E. Udoh (drawn by B. Biyombo),27,25
89,1,0:15.0,W. Iwundu enters the game for E. Fournier,,27,25
90,1,0:00.0,M. Hezonja makes 2-pt layup from 7 ft,,29,25
91,2,11:49.0,M. Hezonja misses 3-pt jump shot from 24 ft,,29,25
92,2,11:45.0,,Defensive rebound by J. Crowder,29,25
93,2,11:41.0,,Turnover by J. Crowder (lost ball; steal by J. Isaac),29,25
94,2,11:35.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by S. Mack),,31,25
95,2,11:14.0,,E. Udoh misses 2-pt layup from 2 ft (block by J. Isaac),31,25
96,2,11:08.0,Defensive rebound by S. Mack,,31,25
97,2,10:56.0,B. Biyombo misses 2-pt jump shot from 11 ft,,31,25
98,2,10:52.0,,Defensive rebound by A. Burks,31,25
99,2,10:47.0,,A. Burks misses 3-pt jump shot from 24 ft,31,25
100,2,10:46.0,,Offensive rebound by A. Burks,31,25
101,2,10:36.0,,Turnover by R. O'Neale (out of bounds lost ball),31,25
102,2,10:23.0,M. Hezonja misses 2-pt layup from 2 ft (block by E. Udoh),,31,25
103,2,10:19.0,,Defensive rebound by A. Burks,31,25
104,2,10:19.0,Offensive charge foul by A. Burks (drawn by J. Isaac),,31,25
105,2,10:19.0,,Turnover by A. Burks (offensive foul),31,25
106,2,10:06.0,B. Biyombo misses 2-pt hook shot from 7 ft (block by E. Udoh),,31,25
107,2,10:06.0,Offensive rebound by Team,,31,25
108,2,10:02.0,S. Mack misses 3-pt jump shot from 26 ft,,31,25
109,2,9:59.0,Offensive rebound by J. Isaac,,31,25
110,2,9:48.0,J. Isaac misses 2-pt jump shot from 10 ft,,31,25
111,2,9:46.0,,Defensive rebound by E. Udoh,31,25
112,2,9:38.0,,J. Crowder misses 2-pt dunk from 3 ft,31,25
113,2,9:38.0,,Offensive rebound by Team,31,25
114,2,9:26.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by R. O'Neale),31,28
115,2,9:07.0,W. Iwundu makes 2-pt layup from 1 ft,,33,28
116,2,8:58.0,,Personal foul by M. Hezonja (drawn by E. Udoh),33,28
117,2,8:58.0,,J. Jerebko enters the game for E. Udoh,33,28
118,2,8:58.0,,R. Gobert enters the game for J. Crowder,33,28
119,2,8:42.0,,A. Burks misses 2-pt jump shot from 20 ft,33,28
120,2,8:39.0,Defensive rebound by B. Biyombo,,33,28
121,2,8:29.0,J. Isaac misses 3-pt jump shot from 24 ft,,33,28
122,2,8:25.0,Offensive rebound by B. Biyombo,,33,28
123,2,8:25.0,Personal foul by R. Neto (drawn by B. Biyombo),,33,28
124,2,8:25.0,Orlando full timeout,,33,28
125,2,8:25.0,,J. Ingles enters the game for A. Burks,33,28
126,2,8:17.0,Turnover by M. Hezonja (bad pass),,33,28
127,2,8:01.0,,R. O'Neale makes 2-pt layup from 1 ft (assist by J. Ingles),33,30
128,2,7:47.0,B. Biyombo misses 2-pt jump shot from 18 ft,,33,30
129,2,7:46.0,,Defensive rebound by Team,33,30
130,2,7:46.0,,R. Rubio enters the game for R. Neto,33,30
131,2,7:30.0,Violation by B. Biyombo (kicked ball),,33,30
132,2,7:30.0,,D. Mitchell enters the game for R. O'Neale,33,30
133,2,7:22.0,,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),33,32
134,2,7:10.0,S. Mack makes 2-pt layup from 5 ft (assist by B. Biyombo),,35,32
135,2,7:04.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),35,35
136,2,6:51.0,S. Mack misses 2-pt jump shot from 13 ft,,35,35
137,2,6:48.0,Offensive rebound by S. Mack,,35,35
138,2,6:48.0,Shooting foul by R. Gobert (drawn by S. Mack),,35,35
139,2,6:48.0,S. Mack makes free throw 1 of 2,,36,35
140,2,6:48.0,J. Simmons enters the game for W. Iwundu,,36,35
141,2,6:48.0,S. Mack makes free throw 2 of 2,,37,35
142,2,6:33.0,,J. Jerebko misses 3-pt jump shot from 23 ft,37,35
143,2,6:31.0,Defensive rebound by J. Isaac,,37,35
144,2,6:23.0,B. Biyombo misses 2-pt jump shot from 6 ft (block by R. Gobert),,37,35
145,2,6:19.0,Offensive rebound by B. Biyombo,,37,35
146,2,6:18.0,B. Biyombo makes 2-pt layup from 2 ft,,39,35
147,2,6:04.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Rubio),39,38
148,2,5:52.0,Turnover by S. Mack (bad pass; steal by J. Jerebko),,39,38
149,2,5:52.0,,Personal foul by S. Mack (drawn by J. Jerebko),39,38
150,2,5:52.0,A. Gordon enters the game for J. Isaac,,39,38
151,2,5:52.0,N. Vučević enters the game for B. Biyombo,,39,38
152,2,5:38.0,,D. Mitchell makes 2-pt jump shot from 13 ft,39,40
153,2,5:20.0,M. Hezonja misses 3-pt jump shot from 24 ft,,39,40
154,2,5:18.0,,Defensive rebound by R. Gobert,39,40
155,2,5:11.0,,R. Rubio misses 3-pt jump shot from 23 ft,39,40
156,2,5:01.0,,Offensive rebound by R. Gobert,39,40
157,2,5:01.0,,R. Gobert makes 2-pt dunk at rim,39,42
158,2,4:51.0,N. Vučević misses 2-pt jump shot from 10 ft,,39,42
159,2,4:48.0,,Defensive rebound by J. Ingles,39,42
160,2,4:38.0,,J. Ingles makes 2-pt layup from 4 ft,39,44
161,2,4:38.0,Orlando full timeout,,39,44
162,2,4:38.0,,J. Crowder enters the game for J. Jerebko,39,44
163,2,4:38.0,D. Augustin enters the game for S. Mack,,39,44
164,2,4:38.0,E. Fournier enters the game for M. Hezonja,,39,44
165,2,4:14.0,A. Gordon misses 2-pt layup at rim,,39,44
166,2,4:12.0,Offensive rebound by A. Gordon,,39,44
167,2,4:09.0,A. Gordon misses 2-pt jump shot from 4 ft,,39,44
168,2,4:08.0,,Defensive rebound by R. Gobert,39,44
169,2,3:48.0,,J. Ingles makes 3-pt jump shot from 27 ft,39,47
170,2,3:21.0,E. Fournier misses 2-pt jump shot from 9 ft (block by D. Mitchell),,39,47
171,2,3:18.0,,Defensive rebound by R. Gobert,39,47
172,2,3:13.0,,J. Crowder misses 3-pt jump shot from 22 ft,39,47
173,2,3:10.0,,Offensive rebound by R. Gobert,39,47
174,2,3:09.0,,Personal foul by J. Simmons (drawn by R. Gobert),39,47
175,2,3:04.0,,J. Ingles misses 3-pt jump shot from 25 ft,39,47
176,2,3:01.0,Defensive rebound by N. Vučević,,39,47
177,2,2:54.0,Turnover by D. Augustin (bad pass),,39,47
178,2,2:38.0,,J. Crowder misses 3-pt jump shot from 23 ft,39,47
179,2,2:36.0,Defensive rebound by D. Augustin,,39,47
180,2,2:28.0,Personal foul by R. Gobert (drawn by A. Gordon),,39,47
181,2,2:14.0,E. Fournier misses 3-pt jump shot from 24 ft,,39,47
182,2,2:13.0,Offensive rebound by Team,,39,47
183,2,2:13.0,,Loose ball foul by J. Ingles (drawn by N. Vučević),39,47
184,2,2:01.0,Shooting foul by R. Rubio (drawn by A. Gordon),,39,47
185,2,2:01.0,A. Gordon makes free throw 1 of 2,,40,47
186,2,2:01.0,,R. O'Neale enters the game for R. Rubio,40,47
187,2,2:01.0,A. Gordon makes free throw 2 of 2,,41,47
188,2,1:50.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),41,49
189,2,1:36.0,E. Fournier misses 2-pt jump shot from 9 ft,,41,49
190,2,1:34.0,,Defensive rebound by R. Gobert,41,49
191,2,1:18.0,,Personal foul by J. Simmons (drawn by J. Crowder),41,49
192,2,1:18.0,,Utah full timeout,41,49
193,2,1:18.0,S. Mack enters the game for J. Simmons,,41,49
194,2,1:08.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),41,51
195,2,0:51.0,N. Vučević makes 3-pt jump shot from 24 ft (assist by D. Augustin),,44,51
196,2,0:44.0,,D. Mitchell misses 3-pt jump shot from 25 ft,44,51
197,2,0:42.0,Defensive rebound by A. Gordon,,44,51
198,2,0:37.0,A. Gordon misses 3-pt jump shot from 24 ft,,44,51
199,2,0:34.0,,Defensive rebound by R. O'Neale,44,51
200,2,0:18.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),44,54
201,2,0:00.0,D. Augustin misses 3-pt jump shot from 27 ft,,44,54
202,2,0:00.0,Offensive rebound by Team,,44,54
203,3,11:42.0,A. Gordon misses 2-pt jump shot from 16 ft,,44,54
204,3,11:40.0,,Defensive rebound by D. Mitchell,44,54
205,3,11:35.0,,R. Rubio makes 2-pt layup from 1 ft (assist by D. Mitchell),44,56
206,3,11:16.0,J. Isaac misses 2-pt jump shot from 10 ft,,44,56
207,3,11:14.0,,Defensive rebound by R. Gobert,44,56
208,3,10:54.0,,Personal foul by E. Fournier (drawn by D. Mitchell),44,56
209,3,10:42.0,,R. Gobert makes 2-pt jump shot from 14 ft (assist by D. Mitchell),44,58
210,3,10:20.0,E. Fournier misses 2-pt jump shot from 22 ft,,44,58
211,3,10:18.0,,Defensive rebound by R. Rubio,44,58
212,3,10:10.0,,R. Rubio misses 2-pt jump shot from 10 ft,44,58
213,3,10:07.0,Defensive rebound by A. Gordon,,44,58
214,3,10:00.0,Turnover by A. Gordon (bad pass; steal by R. Rubio),,44,58
215,3,9:58.0,,Shooting foul by E. Fournier (drawn by J. Jerebko),44,58
216,3,9:58.0,,J. Jerebko misses free throw 1 of 2,44,58
217,3,9:58.0,,Offensive rebound by Team,44,58
218,3,9:58.0,,J. Jerebko makes free throw 2 of 2,44,59
219,3,9:42.0,A. Gordon misses 3-pt jump shot from 24 ft,,44,59
220,3,9:39.0,,Defensive rebound by D. Mitchell,44,59
221,3,9:29.0,,R. Rubio misses 3-pt jump shot from 24 ft,44,59
222,3,9:27.0,,Offensive rebound by J. Jerebko,44,59
223,3,9:19.0,,Turnover by R. Gobert (out of bounds lost ball),44,59
224,3,9:08.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by D. Augustin),,46,59
225,3,8:54.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Rubio),46,62
226,3,8:42.0,D. Augustin misses 3-pt jump shot from 25 ft,,46,62
227,3,8:40.0,,Defensive rebound by J. Jerebko,46,62
228,3,8:33.0,,Personal foul by A. Gordon (drawn by J. Jerebko),46,62
229,3,8:26.0,,D. Mitchell misses 3-pt jump shot from 25 ft,46,62
230,3,8:22.0,Defensive rebound by A. Gordon,,46,62
231,3,8:16.0,Shooting block foul by J. Jerebko (drawn by A. Gordon),,46,62
232,3,8:16.0,A. Gordon makes free throw 1 of 2,,47,62
233,3,8:16.0,A. Gordon makes free throw 2 of 2,,48,62
234,3,8:06.0,,Turnover by R. Rubio (bad pass),48,62
235,3,7:45.0,N. Vučević misses 2-pt jump shot from 16 ft,,48,62
236,3,7:42.0,,Defensive rebound by J. Ingles,48,62
237,3,7:34.0,,J. Ingles misses 2-pt layup from 6 ft,48,62
238,3,7:32.0,Defensive rebound by N. Vučević,,48,62
239,3,7:29.0,A. Gordon makes 2-pt dunk from 2 ft (assist by E. Fournier),,50,62
240,3,7:13.0,,Shooting foul by A. Gordon (drawn by R. Gobert),50,62
241,3,7:13.0,,R. Gobert makes free throw 1 of 2,50,63
242,3,7:13.0,,R. Gobert misses free throw 2 of 2,50,63
243,3,7:09.0,Defensive rebound by N. Vučević,,50,63
244,3,6:56.0,D. Augustin makes 2-pt layup from 2 ft (assist by N. Vučević),,52,63
245,3,6:56.0,,Utah full timeout,52,63
246,3,6:56.0,,J. Crowder enters the game for J. Jerebko,52,63
247,3,6:40.0,,D. Mitchell misses 2-pt jump shot from 10 ft,52,63
248,3,6:37.0,Defensive rebound by J. Isaac,,52,63
249,3,6:27.0,E. Fournier misses 2-pt jump shot from 13 ft,,52,63
250,3,6:27.0,Offensive rebound by Team,,52,63
251,3,6:27.0,,Loose ball foul by D. Mitchell (drawn by N. Vučević),52,63
252,3,6:10.0,D. Augustin makes 3-pt jump shot from 25 ft,,55,63
253,3,5:52.0,,D. Mitchell makes 2-pt jump shot from 13 ft,55,65
254,3,5:38.0,N. Vučević misses 2-pt hook shot from 10 ft,,55,65
255,3,5:38.0,Offensive rebound by Team,,55,65
256,3,5:38.0,,Loose ball foul by J. Ingles (drawn by J. Isaac),55,65
257,3,5:38.0,,R. O'Neale enters the game for J. Ingles,55,65
258,3,5:38.0,J. Simmons enters the game for J. Isaac,,55,65
259,3,5:28.0,Offensive foul by N. Vučević (drawn by R. Rubio),,55,65
260,3,5:28.0,Turnover by N. Vučević (offensive foul),,55,65
261,3,5:19.0,,Personal block foul by A. Gordon (drawn by R. Gobert),55,65
262,3,5:19.0,,R. Gobert misses free throw 1 of 2,55,65
263,3,5:19.0,,Offensive rebound by Team,55,65
264,3,5:19.0,,R. Gobert misses free throw 2 of 2,55,65
265,3,5:17.0,Defensive rebound by E. Fournier,,55,65
266,3,5:04.0,N. Vučević misses 2-pt layup from 3 ft (block by R. Gobert),,55,65
267,3,5:04.0,Offensive rebound by Team,,55,65
268,3,5:01.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),,57,65
269,3,4:48.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),57,67
270,3,4:27.0,A. Gordon makes 2-pt jump shot from 12 ft,,59,67
271,3,4:07.0,,R. Rubio makes 2-pt jump shot from 18 ft,59,69
272,3,3:50.0,E. Fournier misses 3-pt jump shot from 24 ft,,59,69
273,3,3:48.0,,Defensive rebound by R. Rubio,59,69
274,3,3:41.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),59,71
275,3,3:41.0,Orlando full timeout,,59,71
276,3,3:41.0,,J. Ingles enters the game for R. Rubio,59,71
277,3,3:41.0,S. Mack enters the game for E. Fournier,,59,71
278,3,3:41.0,M. Hezonja enters the game for D. Augustin,,59,71
279,3,3:33.0,Personal foul by J. Crowder (drawn by A. Gordon),,59,71
280,3,3:27.0,A. Gordon misses 2-pt jump shot from 11 ft,,59,71
281,3,3:24.0,,Defensive rebound by R. Gobert,59,71
282,3,3:10.0,,Shooting foul by J. Simmons (drawn by D. Mitchell),59,71
283,3,3:10.0,,D. Mitchell misses free throw 1 of 2,59,71
284,3,3:10.0,,Offensive rebound by Team,59,71
285,3,3:10.0,,D. Mitchell makes free throw 2 of 2,59,72
286,3,2:50.0,Personal foul by R. O'Neale (drawn by J. Simmons),,59,72
287,3,2:50.0,J. Simmons makes free throw 1 of 2,,60,72
288,3,2:50.0,,E. Udoh enters the game for R. Gobert,60,72
289,3,2:50.0,B. Biyombo enters the game for N. Vučević,,60,72
290,3,2:50.0,J. Simmons misses free throw 2 of 2,,60,72
291,3,2:48.0,,Defensive rebound by D. Mitchell,60,72
292,3,2:29.0,,J. Ingles misses 3-pt jump shot from 24 ft,60,72
293,3,2:26.0,Defensive rebound by M. Hezonja,,60,72
294,3,2:18.0,Shooting foul by E. Udoh (drawn by J. Simmons),,60,72
295,3,2:18.0,J. Simmons makes free throw 1 of 2,,61,72
296,3,2:18.0,,R. Neto enters the game for D. Mitchell,61,72
297,3,2:18.0,J. Simmons misses free throw 2 of 2,,61,72
298,3,2:16.0,,Defensive rebound by E. Udoh,61,72
299,3,1:59.0,,J. Crowder misses 2-pt layup from 3 ft (block by B. Biyombo),61,72
300,3,1:58.0,Defensive rebound by Team,,61,72
301,3,1:47.0,Turnover by S. Mack (bad pass; steal by J. Ingles),,61,72
302,3,1:40.0,,J. Crowder misses 3-pt jump shot from 22 ft,61,72
303,3,1:36.0,Defensive rebound by M. Hezonja,,61,72
304,3,1:28.0,M. Hezonja makes 3-pt jump shot from 25 ft,,64,72
305,3,1:16.0,,Turnover by J. Crowder (lost ball; steal by S. Mack),64,72
306,3,1:13.0,Turnover by S. Mack (out of bounds lost ball),,64,72
307,3,1:13.0,W. Iwundu enters the game for A. Gordon,,64,72
308,3,1:00.0,,J. Ingles misses 3-pt jump shot from 24 ft,64,72
309,3,0:57.0,Defensive rebound by B. Biyombo,,64,72
310,3,0:48.0,M. Hezonja makes 3-pt jump shot from 27 ft (assist by S. Mack),,67,72
311,3,0:33.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Ingles),67,74
312,3,0:27.0,M. Hezonja misses 3-pt jump shot from 26 ft,,67,74
313,3,0:23.0,,Defensive rebound by J. Ingles,67,74
314,3,0:03.0,,J. Ingles misses 2-pt layup from 5 ft,67,74
315,3,0:01.0,,Offensive rebound by E. Udoh,67,74
316,4,11:39.0,,Turnover by E. Udoh (step out of bounds),67,74
317,4,11:19.0,S. Mack misses 2-pt layup from 4 ft (block by J. Ingles),,67,74
318,4,11:19.0,Offensive rebound by Team,,67,74
319,4,11:19.0,,D. Mitchell enters the game for J. Ingles,67,74
320,4,11:14.0,J. Simmons misses 3-pt jump shot from 24 ft,,67,74
321,4,11:10.0,,Defensive rebound by J. Jerebko,67,74
322,4,10:58.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by R. O'Neale),67,77
323,4,10:33.0,S. Mack misses 2-pt jump shot from 9 ft,,67,77
324,4,10:30.0,,Defensive rebound by R. O'Neale,67,77
325,4,10:19.0,,Turnover by R. O'Neale (lost ball; steal by M. Hezonja),67,77
326,4,10:08.0,B. Biyombo misses 2-pt jump shot from 12 ft,,67,77
327,4,10:04.0,,Defensive rebound by E. Udoh,67,77
328,4,9:56.0,,J. Jerebko misses 3-pt jump shot from 26 ft,67,77
329,4,9:52.0,Defensive rebound by M. Hezonja,,67,77
330,4,9:40.0,M. Hezonja misses 3-pt jump shot from 26 ft,,67,77
331,4,9:38.0,,Defensive rebound by D. Mitchell,67,77
332,4,9:30.0,,R. O'Neale misses 3-pt jump shot from 22 ft,67,77
333,4,9:28.0,Defensive rebound by B. Biyombo,,67,77
334,4,9:19.0,Shooting foul by E. Udoh (drawn by S. Mack),,67,77
335,4,9:19.0,S. Mack makes free throw 1 of 2,,68,77
336,4,9:19.0,,R. Gobert enters the game for R. O'Neale,68,77
337,4,9:19.0,,J. Ingles enters the game for E. Udoh,68,77
338,4,9:19.0,S. Mack misses free throw 2 of 2,,68,77
339,4,9:17.0,,Defensive rebound by R. Gobert,68,77
340,4,8:59.0,,Personal foul by W. Iwundu (drawn by R. Gobert),68,77
341,4,8:52.0,Offensive charge foul by D. Mitchell (drawn by M. Hezonja),,68,77
342,4,8:52.0,,Turnover by D. Mitchell (offensive foul),68,77
343,4,8:38.0,B. Biyombo makes 2-pt dunk from 2 ft (assist by J. Simmons),,70,77
344,4,8:13.0,,J. Jerebko makes 2-pt jump shot from 12 ft,70,79
345,4,7:49.0,J. Simmons misses 2-pt jump shot from 18 ft,,70,79
346,4,7:46.0,,Defensive rebound by J. Ingles,70,79
347,4,7:32.0,,Offensive foul by R. Gobert (drawn by W. Iwundu),70,79
348,4,7:32.0,,Turnover by R. Gobert (offensive foul),70,79
349,4,7:32.0,E. Fournier enters the game for B. Biyombo,,70,79
350,4,7:32.0,N. Vučević enters the game for W. Iwundu,,70,79
351,4,7:15.0,N. Vučević misses 2-pt jump shot from 15 ft,,70,79
352,4,7:13.0,,Defensive rebound by J. Ingles,70,79
353,4,7:03.0,,Shooting foul by J. Simmons (drawn by D. Mitchell),70,79
354,4,7:03.0,,D. Mitchell makes free throw 1 of 2,70,80
355,4,7:03.0,,D. Mitchell misses free throw 2 of 2,70,80
356,4,7:00.0,Defensive rebound by N. Vučević,,70,80
357,4,6:50.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by S. Mack),,73,80
358,4,6:48.0,,Utah full timeout,73,80
359,4,6:48.0,,J. Crowder enters the game for R. Rubio,73,80
360,4,6:31.0,,Shooting foul by N. Vučević (drawn by R. Gobert),73,80
361,4,6:31.0,,R. Gobert makes free throw 1 of 2,73,81
362,4,6:31.0,,R. Rubio enters the game for J. Jerebko,73,81
363,4,6:31.0,,R. Gobert makes free throw 2 of 2,73,82
364,4,6:15.0,E. Fournier misses 3-pt jump shot from 25 ft,,73,82
365,4,6:13.0,,Defensive rebound by R. Gobert,73,82
366,4,6:06.0,,Personal foul by M. Hezonja (drawn by D. Mitchell),73,82
367,4,6:06.0,A. Gordon enters the game for S. Mack,,73,82
368,4,6:06.0,D. Augustin enters the game for M. Hezonja,,73,82
369,4,5:57.0,,Shooting foul by N. Vučević (drawn by J. Crowder),73,82
370,4,5:57.0,,J. Crowder makes free throw 1 of 2,73,83
371,4,5:57.0,,J. Crowder makes free throw 2 of 2,73,84
372,4,5:45.0,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),,75,84
373,4,5:28.0,,Shooting foul by J. Simmons (drawn by D. Mitchell),75,84
374,4,5:28.0,,D. Mitchell makes free throw 1 of 2,75,85
375,4,5:28.0,J. Isaac enters the game for J. Simmons,,75,85
376,4,5:28.0,,D. Mitchell makes free throw 2 of 2,75,86
377,4,5:10.0,A. Gordon misses 2-pt jump shot from 19 ft,,75,86
378,4,5:07.0,,Defensive rebound by R. Gobert,75,86
379,4,4:58.0,,Shooting foul by E. Fournier (drawn by D. Mitchell),75,86
