,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,P. Mills makes 2-pt jump shot from 20 ft,0,2
1,1,11:17.0,C. Parsons misses 2-pt jump shot from 18 ft,,0,2
2,1,11:14.0,,Defensive rebound by D. Murray,0,2
3,1,10:57.0,,D. Murray misses 2-pt layup from 1 ft,0,2
4,1,10:54.0,Defensive rebound by J. Green,,0,2
5,1,10:51.0,K. Simmons misses 2-pt jump shot from 15 ft,,0,2
6,1,10:51.0,,Defensive rebound by P. Gasol,0,2
7,1,10:34.0,,L. Aldridge makes 2-pt jump shot from 9 ft,0,4
8,1,10:19.0,D. Brooks makes 2-pt layup at rim (assist by J. Green),,2,4
9,1,10:05.0,,K. Anderson misses 2-pt jump shot from 6 ft,2,4
10,1,10:02.0,Defensive rebound by M. Gasol,,2,4
11,1,9:59.0,Turnover by D. Brooks (bad pass),,2,4
12,1,9:41.0,,P. Mills misses 3-pt jump shot from 27 ft,2,4
13,1,9:37.0,Defensive rebound by K. Simmons,,2,4
14,1,9:33.0,D. Brooks makes 2-pt layup from 1 ft (assist by K. Simmons),,4,4
15,1,9:19.0,,Shooting foul by K. Simmons (drawn by P. Mills),4,4
16,1,9:19.0,,P. Mills makes free throw 1 of 2,4,5
17,1,9:19.0,,T. Parker enters the game for D. Murray,4,5
18,1,9:19.0,,P. Mills makes free throw 2 of 2,4,6
19,1,9:02.0,J. Green makes 2-pt dunk from 2 ft (assist by C. Parsons),,6,6
20,1,8:46.0,,L. Aldridge misses 2-pt jump shot from 16 ft,6,6
21,1,8:42.0,Defensive rebound by M. Gasol,,6,6
22,1,8:31.0,Turnover by C. Parsons (lost ball; steal by K. Anderson),,6,6
23,1,8:25.0,,Turnover by L. Aldridge (lost ball; steal by M. Gasol),6,6
24,1,8:14.0,Def 3 sec tech foul by L. Aldridge,,6,6
25,1,8:14.0,M. Gasol makes technical free throw,,7,6
26,1,8:14.0,M. Henry enters the game for D. Brooks,,7,6
27,1,8:06.0,J. Green misses 2-pt layup from 4 ft (block by P. Gasol),,7,6
28,1,7:59.0,,Defensive rebound by P. Gasol,7,6
29,1,7:52.0,,P. Mills misses 2-pt layup from 5 ft (block by J. Green),7,6
30,1,7:47.0,Defensive rebound by J. Green,,7,6
31,1,7:44.0,Turnover by J. Green (bad pass; steal by P. Gasol),,7,6
32,1,7:36.0,,T. Parker misses 2-pt jump shot from 14 ft,7,6
33,1,7:33.0,Defensive rebound by M. Gasol,,7,6
34,1,7:32.0,K. Simmons makes 2-pt jump shot from 11 ft,,9,6
35,1,7:11.0,,T. Parker misses 3-pt jump shot from 22 ft,9,6
36,1,7:11.0,Defensive rebound by M. Gasol,,9,6
37,1,6:54.0,M. Henry makes 2-pt dunk from 1 ft (assist by J. Green),,11,6
38,1,6:47.0,,San Antonio full timeout,11,6
39,1,6:47.0,,M. Ginóbili enters the game for P. Mills,11,6
40,1,6:40.0,,Personal foul by M. Henry (drawn by T. Parker),11,6
41,1,6:34.0,,Shooting foul by K. Simmons (drawn by T. Parker),11,6
42,1,6:34.0,,T. Parker misses free throw 1 of 2,11,6
43,1,6:34.0,,Offensive rebound by Team,11,6
44,1,6:34.0,X. Rathan-Mayes enters the game for K. Simmons,,11,6
45,1,6:34.0,,T. Parker makes free throw 2 of 2,11,7
46,1,6:17.0,X. Rathan-Mayes misses 3-pt jump shot from 27 ft,,11,7
47,1,6:15.0,,Defensive rebound by K. Anderson,11,7
48,1,6:03.0,,T. Parker makes 2-pt jump shot from 20 ft (assist by P. Gasol),11,9
49,1,5:42.0,J. Green makes 3-pt jump shot from 24 ft (assist by X. Rathan-Mayes),,14,9
50,1,5:27.0,,P. Gasol misses 2-pt jump shot from 22 ft,14,9
51,1,5:27.0,,Offensive rebound by L. Aldridge,14,9
52,1,5:14.0,,T. Parker makes 2-pt jump shot from 8 ft (assist by P. Gasol),14,11
53,1,4:55.0,M. Gasol misses 2-pt hook shot from 5 ft (block by P. Gasol),,14,11
54,1,4:55.0,,Defensive rebound by L. Aldridge,14,11
55,1,4:50.0,,Shooting foul by X. Rathan-Mayes (drawn by T. Parker),14,11
56,1,4:50.0,,T. Parker makes free throw 1 of 2,14,12
57,1,4:50.0,,R. Gay enters the game for K. Anderson,14,12
58,1,4:50.0,,D. Green enters the game for L. Aldridge,14,12
59,1,4:50.0,D. Brooks enters the game for J. Green,,14,12
60,1,4:50.0,I. Rabb enters the game for C. Parsons,,14,12
61,1,4:50.0,,T. Parker makes free throw 2 of 2,14,13
62,1,4:37.0,D. Brooks misses 3-pt jump shot from 22 ft,,14,13
63,1,4:37.0,,Defensive rebound by R. Gay,14,13
64,1,4:29.0,,T. Parker makes 2-pt layup from 1 ft,14,15
65,1,4:08.0,Shooting foul by P. Gasol (drawn by M. Gasol),,14,15
66,1,4:08.0,M. Gasol misses free throw 1 of 2,,14,15
67,1,4:08.0,Offensive rebound by Team,,14,15
68,1,4:08.0,M. Gasol makes free throw 2 of 2,,15,15
69,1,3:56.0,,P. Gasol misses 2-pt jump shot from 10 ft,15,15
70,1,3:56.0,Defensive rebound by D. Brooks,,15,15
71,1,3:45.0,Turnover by M. Henry (bad pass; steal by P. Gasol),,15,15
72,1,3:37.0,,R. Gay misses 2-pt jump shot from 10 ft,15,15
73,1,3:33.0,Defensive rebound by I. Rabb,,15,15
74,1,3:32.0,Memphis full timeout,,15,15
75,1,3:32.0,,J. Lauvergne enters the game for P. Gasol,15,15
76,1,3:29.0,Shooting block foul by R. Gay (drawn by M. Gasol),,15,15
77,1,3:29.0,M. Gasol makes free throw 1 of 2,,16,15
78,1,3:29.0,M. Gasol makes free throw 2 of 2,,17,15
79,1,3:07.0,,J. Lauvergne makes 2-pt hook shot from 7 ft (assist by M. Ginóbili),17,17
80,1,2:41.0,Turnover by X. Rathan-Mayes (bad pass; steal by T. Parker),,17,17
81,1,2:31.0,,T. Parker makes 2-pt jump shot from 18 ft,17,19
82,1,2:14.0,D. Brooks makes 2-pt layup from 3 ft,,19,19
83,1,1:56.0,,T. Parker misses 2-pt jump shot from 19 ft,19,19
84,1,1:56.0,Defensive rebound by M. Gasol,,19,19
85,1,1:46.0,M. Gasol misses 3-pt jump shot from 25 ft,,19,19
86,1,1:46.0,,Defensive rebound by D. Green,19,19
87,1,1:33.0,,Turnover by T. Parker (bad pass; steal by M. Henry),19,19
88,1,1:26.0,Turnover by D. Brooks (bad pass; steal by R. Gay),,19,19
89,1,1:21.0,,T. Parker misses 3-pt jump shot from 23 ft,19,19
90,1,1:17.0,Defensive rebound by I. Rabb,,19,19
