,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
0,1,11:31.0,B. Simmons misses 2-pt jump shot from 10 ft,,0,0
1,1,11:29.0,Offensive rebound by B. Simmons,,0,0
2,1,11:28.0,J. Embiid makes 2-pt layup at rim (assist by B. Simmons),,2,0
3,1,11:07.0,,T. Harris misses 3-pt jump shot from 26 ft,2,0
4,1,11:03.0,Defensive rebound by B. Simmons,,2,0
5,1,10:56.0,J. Bayless misses 2-pt jump shot from 10 ft,,2,0
6,1,10:53.0,,Defensive rebound by A. Drummond,2,0
7,1,10:43.0,,T. Harris misses 2-pt layup from 3 ft,2,0
8,1,10:35.0,,Offensive rebound by A. Drummond,2,0
9,1,10:35.0,,A. Drummond misses 2-pt layup at rim,2,0
10,1,10:34.0,Defensive rebound by J. Bayless,,2,0
11,1,10:33.0,R. Covington makes 3-pt jump shot from 24 ft (assist by B. Simmons),,5,0
12,1,10:07.0,,R. Jackson misses 3-pt jump shot from 27 ft,5,0
13,1,10:03.0,Defensive rebound by R. Covington,,5,0
14,1,9:52.0,J. Embiid makes 2-pt layup from 1 ft,,7,0
15,1,9:38.0,,R. Jackson makes 2-pt jump shot from 6 ft,7,2
16,1,9:27.0,J. Redick misses 2-pt jump shot from 19 ft,,7,2
17,1,9:27.0,,Defensive rebound by A. Drummond,7,2
18,1,9:04.0,,A. Bradley misses 3-pt jump shot from 26 ft,7,2
19,1,9:02.0,,Offensive rebound by A. Drummond,7,2
20,1,9:02.0,,Shooting foul by R. Covington (drawn by A. Drummond),7,2
21,1,9:02.0,,A. Drummond makes free throw 1 of 2,7,3
22,1,9:02.0,M. Fultz enters the game for J. Bayless,,7,3
23,1,9:02.0,,A. Drummond misses free throw 2 of 2,7,3
24,1,8:58.0,Defensive rebound by B. Simmons,,7,3
25,1,8:47.0,J. Embiid misses 2-pt jump shot from 6 ft,,7,3
26,1,8:46.0,,Defensive rebound by A. Drummond,7,3
27,1,8:38.0,,T. Harris makes 2-pt jump shot from 7 ft,7,5
28,1,8:20.0,B. Simmons misses 2-pt layup from 2 ft,,7,5
29,1,8:18.0,,Defensive rebound by T. Harris,7,5
30,1,8:14.0,,A. Bradley makes 2-pt layup from 1 ft (assist by R. Jackson),7,7
31,1,7:58.0,B. Simmons makes 2-pt hook shot from 10 ft,,9,7
32,1,7:36.0,,A. Bradley misses 3-pt jump shot from 25 ft,9,7
33,1,7:34.0,Defensive rebound by J. Embiid,,9,7
34,1,7:24.0,Shooting foul by A. Drummond (drawn by J. Embiid),,9,7
35,1,7:24.0,J. Embiid makes free throw 1 of 2,,10,7
36,1,7:24.0,J. Embiid makes free throw 2 of 2,,11,7
37,1,7:07.0,,T. Harris misses 3-pt jump shot from 27 ft,11,7
38,1,7:04.0,Defensive rebound by R. Covington,,11,7
39,1,7:00.0,Turnover by M. Fultz (turnover),,11,7
40,1,7:00.0,A. Johnson enters the game for J. Embiid,,11,7
41,1,6:48.0,,R. Jackson misses 2-pt layup from 1 ft,11,7
42,1,6:48.0,,Offensive rebound by Team,11,7
43,1,6:48.0,,Detroit full timeout,11,7
44,1,6:36.0,,T. Harris misses 2-pt layup from 8 ft,11,7
45,1,6:34.0,Defensive rebound by J. Redick,,11,7
46,1,6:20.0,M. Fultz misses 2-pt jump shot from 13 ft,,11,7
47,1,6:20.0,,Defensive rebound by A. Drummond,11,7
48,1,6:06.0,,S. Johnson misses 3-pt jump shot from 24 ft,11,7
49,1,6:06.0,Defensive rebound by J. Redick,,11,7
50,1,5:55.0,B. Simmons makes 2-pt jump shot from 7 ft (assist by J. Redick),,13,7
51,1,5:55.0,,Violation by A. Drummond (def goaltending),13,7
52,1,5:42.0,,A. Bradley misses 2-pt jump shot from 19 ft,13,7
53,1,5:38.0,Defensive rebound by A. Johnson,,13,7
54,1,5:32.0,B. Simmons makes 2-pt jump shot from 15 ft,,15,7
55,1,5:16.0,,Turnover by R. Jackson (bad pass),15,7
56,1,5:16.0,T. McConnell enters the game for B. Simmons,,15,7
57,1,5:03.0,R. Covington misses 3-pt jump shot from 25 ft,,15,7
58,1,5:00.0,,Defensive rebound by A. Drummond,15,7
59,1,4:51.0,,A. Drummond makes 2-pt hook shot from 7 ft (assist by A. Bradley),15,9
60,1,4:34.0,A. Johnson makes 3-pt jump shot from 23 ft (assist by M. Fultz),,18,9
61,1,4:13.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Jackson),18,12
62,1,4:02.0,J. Redick makes 2-pt jump shot from 14 ft (assist by T. McConnell),,20,12
63,1,3:49.0,,R. Jackson misses 2-pt layup from 4 ft,20,12
64,1,3:41.0,,Offensive rebound by A. Drummond,20,12
65,1,3:41.0,,A. Drummond makes 2-pt layup at rim,20,14
66,1,3:36.0,T. McConnell misses 2-pt layup from 3 ft (block by A. Drummond),,20,14
67,1,3:36.0,Philadelphia full timeout,,20,14
68,1,3:36.0,,L. Kennard enters the game for A. Drummond,20,14
69,1,3:36.0,,J. Leuer enters the game for R. Jackson,20,14
70,1,3:36.0,,I. Smith enters the game for S. Johnson,20,14
71,1,3:36.0,J. Bayless enters the game for J. Redick,,20,14
72,1,3:36.0,T. Luwawu-Cabarrot enters the game for M. Fultz,,20,14
73,1,3:35.0,Offensive rebound by Team,,20,14
74,1,3:31.0,T. McConnell makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,22,14
75,1,3:16.0,,A. Bradley misses 2-pt jump shot from 20 ft,22,14
76,1,3:13.0,Defensive rebound by A. Johnson,,22,14
77,1,3:07.0,A. Johnson misses 3-pt jump shot from 26 ft,,22,14
78,1,3:04.0,Offensive rebound by T. Luwawu-Cabarrot,,22,14
79,1,3:01.0,J. Bayless misses 3-pt jump shot from 25 ft,,22,14
80,1,2:58.0,,Defensive rebound by L. Kennard,22,14
81,1,2:49.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by L. Kennard),22,17
82,1,2:38.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,22,17
83,1,2:33.0,Offensive rebound by A. Johnson,,22,17
84,1,2:26.0,T. McConnell misses 2-pt jump shot from 11 ft (block by I. Smith),,22,17
85,1,2:24.0,Offensive rebound by A. Johnson,,22,17
86,1,2:21.0,A. Johnson misses 2-pt layup from 1 ft,,22,17
87,1,2:21.0,,Defensive rebound by I. Smith,22,17
88,1,2:15.0,,T. Harris misses 3-pt jump shot from 25 ft,22,17
89,1,2:13.0,Defensive rebound by A. Johnson,,22,17
90,1,1:59.0,R. Covington misses 2-pt layup from 4 ft,,22,17
91,1,1:57.0,,Defensive rebound by J. Leuer,22,17
92,1,1:52.0,,Personal foul by A. Johnson (drawn by L. Kennard),22,17
93,1,1:52.0,,S. Johnson enters the game for A. Bradley,22,17
94,1,1:52.0,,A. Drummond enters the game for T. Harris,22,17
95,1,1:52.0,B. Simmons enters the game for A. Johnson,,22,17
96,1,1:52.0,D. Šarić enters the game for T. McConnell,,22,17
97,1,1:52.0,J. Embiid enters the game for R. Covington,,22,17
98,1,1:43.0,,Turnover by I. Smith (bad pass; steal by J. Embiid),22,17
99,1,1:28.0,Shooting foul by I. Smith (drawn by T. Luwawu-Cabarrot),,22,17
100,1,1:28.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,23,17
101,1,1:28.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,24,17
102,1,1:15.0,,A. Drummond makes 2-pt layup from 1 ft,24,19
103,1,1:04.0,Shooting foul by J. Leuer (drawn by B. Simmons),,24,19
104,1,1:04.0,B. Simmons makes free throw 1 of 2,,25,19
105,1,1:04.0,B. Simmons makes free throw 2 of 2,,26,19
106,1,0:54.0,,Personal foul by T. Luwawu-Cabarrot (drawn by L. Kennard),26,19
107,1,0:54.0,,L. Kennard misses free throw 2 of 2,26,19
108,1,0:54.0,Defensive rebound by J. Bayless,,26,19
109,1,0:54.0,,L. Kennard makes free throw 1 of 2,26,20
110,1,0:37.0,B. Simmons makes 2-pt hook shot from 4 ft,,28,20
111,1,0:22.0,,L. Kennard makes 2-pt jump shot from 15 ft,28,22
112,1,0:03.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),,31,22
113,1,0:00.0,,I. Smith misses 3-pt jump shot from 36 ft,31,22
114,1,0:00.0,,Offensive rebound by Team,31,22
115,2,11:46.0,,I. Smith misses 2-pt jump shot from 12 ft,31,22
116,2,11:42.0,Defensive rebound by J. Embiid,,31,22
117,2,11:28.0,J. Embiid misses 2-pt jump shot from 7 ft,,31,22
118,2,11:26.0,,Defensive rebound by L. Kennard,31,22
119,2,11:19.0,,I. Smith makes 2-pt jump shot from 11 ft,31,24
120,2,11:12.0,Turnover by B. Simmons (traveling),,31,24
121,2,11:02.0,,L. Kennard misses 3-pt jump shot from 23 ft,31,24
122,2,11:00.0,Defensive rebound by B. Simmons,,31,24
123,2,10:51.0,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),,33,24
124,2,10:46.0,,Detroit full timeout,33,24
125,2,10:33.0,,L. Kennard misses 2-pt layup from 5 ft,33,24
126,2,10:30.0,A. Johnson enters the game for J. Embiid,,33,24
127,2,10:27.0,Defensive rebound by J. Redick,,33,24
128,2,10:14.0,Turnover by J. Bayless (bad pass; steal by A. Drummond),,33,24
129,2,10:10.0,,Turnover by L. Kennard (step out of bounds),33,24
130,2,10:10.0,,A. Tolliver enters the game for A. Drummond,33,24
131,2,10:10.0,M. Fultz enters the game for J. Bayless,,33,24
132,2,9:54.0,D. Šarić misses 2-pt layup from 3 ft,,33,24
133,2,9:51.0,,Defensive rebound by J. Leuer,33,24
134,2,9:44.0,,J. Leuer misses 3-pt jump shot from 27 ft,33,24
135,2,9:42.0,Defensive rebound by B. Simmons,,33,24
136,2,9:27.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,36,24
137,2,9:12.0,,I. Smith makes 2-pt jump shot from 10 ft,36,26
138,2,8:58.0,J. Redick misses 3-pt jump shot from 24 ft,,36,26
139,2,8:55.0,Offensive rebound by A. Johnson,,36,26
140,2,8:54.0,Personal foul by S. Johnson (drawn by B. Simmons),,36,26
141,2,8:45.0,Def 3 sec tech foul by I. Smith,,36,26
142,2,8:45.0,J. Redick makes technical free throw,,37,26
143,2,8:34.0,D. Šarić misses 2-pt jump shot from 19 ft,,37,26
144,2,8:34.0,Offensive rebound by Team,,37,26
145,2,8:34.0,Personal foul by J. Leuer (drawn by A. Johnson),,37,26
146,2,8:27.0,J. Redick makes 2-pt jump shot from 20 ft,,39,26
147,2,8:13.0,,A. Tolliver misses 3-pt jump shot from 25 ft,39,26
148,2,8:11.0,Defensive rebound by A. Johnson,,39,26
149,2,8:02.0,Personal foul by S. Johnson (drawn by A. Johnson),,39,26
150,2,8:02.0,,T. Harris enters the game for S. Johnson,39,26
151,2,7:46.0,D. Šarić makes 2-pt jump shot from 18 ft,,41,26
152,2,7:33.0,,A. Tolliver misses 3-pt jump shot from 26 ft,41,26
153,2,7:30.0,Defensive rebound by B. Simmons,,41,26
154,2,7:26.0,,Personal foul by A. Johnson (drawn by A. Tolliver),41,26
155,2,7:26.0,,R. Jackson enters the game for L. Kennard,41,26
156,2,7:26.0,,A. Bradley enters the game for I. Smith,41,26
157,2,7:26.0,R. Covington enters the game for D. Šarić,,41,26
158,2,7:26.0,T. McConnell enters the game for B. Simmons,,41,26
159,2,7:18.0,,A. Bradley makes 2-pt layup from 1 ft,41,28
160,2,6:52.0,T. McConnell misses 2-pt jump shot from 8 ft,,41,28
161,2,6:48.0,,Defensive rebound by A. Tolliver,41,28
162,2,6:45.0,,Personal foul by T. McConnell (drawn by R. Jackson),41,28
163,2,6:45.0,,A. Drummond enters the game for J. Leuer,41,28
164,2,6:45.0,J. Embiid enters the game for A. Johnson,,41,28
165,2,6:45.0,J. Bayless enters the game for M. Fultz,,41,28
166,2,6:33.0,,Turnover by T. Harris (bad pass; steal by R. Covington),41,28
167,2,6:24.0,J. Redick misses 3-pt jump shot from 24 ft,,41,28
168,2,6:22.0,,Defensive rebound by R. Jackson,41,28
169,2,6:07.0,,T. Harris misses 3-pt jump shot from 26 ft,41,28
170,2,6:07.0,Defensive rebound by J. Embiid,,41,28
171,2,5:51.0,J. Embiid makes 2-pt dunk at rim (assist by J. Bayless),,43,28
172,2,5:38.0,,R. Jackson makes 2-pt jump shot from 15 ft,43,30
173,2,5:15.0,J. Embiid makes 2-pt jump shot from 10 ft (assist by R. Covington),,45,30
174,2,5:00.0,,R. Jackson misses 2-pt layup from 4 ft,45,30
175,2,4:56.0,Defensive rebound by J. Embiid,,45,30
176,2,4:41.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by T. McConnell),,48,30
177,2,4:14.0,,Turnover by A. Drummond (bad pass; steal by J. Embiid),48,30
178,2,4:07.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by T. McConnell),,51,30
179,2,3:55.0,,Detroit full timeout,51,30
180,2,3:55.0,,L. Galloway enters the game for A. Tolliver,51,30
181,2,3:55.0,D. Šarić enters the game for J. Redick,,51,30
182,2,3:55.0,,Turnover by L. Galloway (turnover),51,30
183,2,3:42.0,Turnover by J. Embiid (turnover),,51,30
184,2,3:35.0,B. Simmons enters the game for T. McConnell,,51,30
185,2,3:25.0,,T. Harris makes 2-pt jump shot from 9 ft,51,32
186,2,3:06.0,J. Embiid makes 2-pt layup from 1 ft (assist by D. Šarić),,53,32
187,2,2:55.0,,R. Jackson misses 3-pt jump shot from 27 ft,53,32
188,2,2:53.0,Defensive rebound by R. Covington,,53,32
189,2,2:49.0,Offensive foul by J. Embiid (drawn by A. Drummond),,53,32
190,2,2:49.0,Turnover by J. Embiid (offensive foul),,53,32
191,2,2:39.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by R. Jackson),53,35
192,2,2:22.0,Personal foul by R. Jackson (drawn by B. Simmons),,53,35
193,2,2:22.0,A. Johnson enters the game for J. Embiid,,53,35
194,2,2:22.0,Philadelphia full timeout,,53,35
195,2,2:16.0,B. Simmons makes 2-pt hook shot from 7 ft,,55,35
196,2,2:00.0,,Turnover by L. Galloway (lost ball; steal by J. Bayless),55,35
197,2,1:57.0,J. Bayless misses 3-pt jump shot from 25 ft,,55,35
198,2,1:54.0,,Defensive rebound by R. Jackson,55,35
199,2,1:47.0,,R. Jackson makes 2-pt jump shot from 7 ft,55,37
200,2,1:31.0,D. Šarić misses 3-pt jump shot from 26 ft,,55,37
201,2,1:28.0,,Defensive rebound by R. Jackson,55,37
202,2,1:25.0,,L. Galloway makes 3-pt jump shot from 28 ft (assist by R. Jackson),55,40
