,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
0,1,11:39.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),,2,0
1,1,11:22.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),2,2
2,1,11:01.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Anderson),,5,2
3,1,10:44.0,,Turnover by N. Jokić (traveling),5,2
4,1,10:23.0,Turnover by P. Gasol (bad pass; steal by G. Harris),,5,2
5,1,10:19.0,,Turnover by G. Harris (lost ball; steal by P. Mills),5,2
6,1,10:16.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Murray),,8,2
7,1,9:59.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by G. Harris),8,5
8,1,9:36.0,D. Murray misses 2-pt jump shot from 10 ft,,8,5
9,1,9:34.0,,Defensive rebound by J. Murray,8,5
10,1,9:31.0,,J. Murray misses 2-pt jump shot from 8 ft,8,5
11,1,9:28.0,,Offensive rebound by J. Murray,8,5
12,1,9:19.0,,J. Murray misses 3-pt jump shot from 27 ft,8,5
13,1,9:17.0,Defensive rebound by Team,,8,5
14,1,9:08.0,P. Gasol misses 2-pt jump shot from 18 ft,,8,5
15,1,9:06.0,,Defensive rebound by W. Chandler,8,5
16,1,8:59.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Jokić),8,8
17,1,8:33.0,K. Anderson makes 2-pt layup from 2 ft (assist by P. Gasol),,10,8
18,1,8:24.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),10,11
19,1,8:11.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,12,11
20,1,7:58.0,,W. Barton misses 3-pt jump shot from 24 ft,12,11
21,1,7:55.0,Defensive rebound by P. Gasol,,12,11
22,1,7:45.0,L. Aldridge misses 2-pt jump shot from 10 ft,,12,11
23,1,7:42.0,,Defensive rebound by G. Harris,12,11
24,1,7:38.0,,W. Chandler misses 2-pt layup from 3 ft,12,11
25,1,7:37.0,,Offensive rebound by Team,12,11
26,1,7:37.0,Loose ball foul by K. Anderson (drawn by W. Chandler),,12,11
27,1,7:27.0,,G. Harris makes 2-pt jump shot from 7 ft (assist by N. Jokić),12,13
28,1,7:10.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by D. Murray),,15,13
29,1,6:47.0,,N. Jokić makes 2-pt hook shot from 1 ft,15,15
30,1,6:35.0,D. Murray misses 2-pt jump shot from 20 ft,,15,15
31,1,6:30.0,Offensive rebound by K. Anderson,,15,15
32,1,6:30.0,K. Anderson makes 2-pt layup at rim,,17,15
33,1,6:25.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),17,17
34,1,6:15.0,P. Mills misses 3-pt jump shot from 25 ft,,17,17
35,1,6:11.0,Offensive rebound by P. Mills,,17,17
36,1,5:55.0,,Denver full timeout,17,17
37,1,5:55.0,D. Bertāns enters the game for K. Anderson,,17,17
38,1,5:55.0,T. Parker enters the game for P. Gasol,,17,17
39,1,5:55.0,M. Ginóbili enters the game for D. Murray,,17,17
40,1,5:49.0,T. Parker makes 2-pt layup from 2 ft,,19,17
41,1,5:22.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by J. Murray),19,20
42,1,5:04.0,D. Bertāns misses 2-pt layup from 3 ft,,19,20
43,1,5:02.0,,Defensive rebound by N. Jokić,19,20
44,1,4:52.0,,Personal foul by L. Aldridge (drawn by N. Jokić),19,20
45,1,4:45.0,,Turnover by G. Harris (bad pass; steal by T. Parker),19,20
46,1,4:39.0,T. Parker misses 2-pt layup from 1 ft (block by W. Barton),,19,20
47,1,4:39.0,Offensive rebound by Team,,19,20
48,1,4:39.0,,D. Harris enters the game for W. Barton,19,20
49,1,4:39.0,R. Gay enters the game for P. Mills,,19,20
50,1,4:39.0,,W. Barton enters the game for J. Murray,19,20
51,1,4:37.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Bertāns),,21,20
52,1,4:17.0,,N. Jokić misses 2-pt jump shot from 19 ft,21,20
53,1,4:14.0,Defensive rebound by R. Gay,,21,20
54,1,4:09.0,Personal foul by W. Barton (drawn by M. Ginóbili),,21,20
55,1,4:01.0,R. Gay misses 2-pt jump shot from 22 ft,,21,20
56,1,3:57.0,Offensive rebound by L. Aldridge,,21,20
57,1,3:50.0,L. Aldridge makes 2-pt dunk from 2 ft (assist by T. Parker),,23,20
58,1,3:50.0,,Denver full timeout,23,20
59,1,3:50.0,P. Gasol enters the game for L. Aldridge,,23,20
60,1,3:34.0,,W. Chandler misses 2-pt layup from 2 ft,23,20
61,1,3:33.0,,Offensive rebound by W. Chandler,23,20
62,1,3:30.0,,W. Chandler makes 2-pt layup from 1 ft,23,22
63,1,3:20.0,T. Parker misses 2-pt jump shot from 21 ft,,23,22
