,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
27,1,7:51.0,D. Dedmon misses 2-pt jump shot from 20 ft,,7,9
28,1,7:48.0,,Defensive rebound by J. Mickey,7,9
29,1,7:37.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by J. Johnson),7,12
30,1,7:36.0,Atlanta full timeout,,7,12
31,1,7:21.0,Turnover by M. Delaney (bad pass; steal by J. Johnson),,7,12
32,1,7:14.0,,D. Waiters misses 2-pt jump shot from 2 ft,7,12
33,1,7:11.0,Defensive rebound by D. Dedmon,,7,12
34,1,7:00.0,M. Muscala misses 2-pt layup from 2 ft,,7,12
35,1,6:58.0,,Defensive rebound by J. Mickey,7,12
36,1,6:56.0,,Offensive foul by D. Waiters (drawn by M. Delaney),7,12
37,1,6:56.0,,Turnover by D. Waiters (offensive foul),7,12
38,1,6:56.0,,T. Johnson enters the game for D. Waiters,7,12
39,1,6:56.0,M. Belinelli enters the game for K. Bazemore,,7,12
40,1,6:33.0,M. Belinelli misses 2-pt jump shot from 21 ft,,7,12
41,1,6:31.0,,Defensive rebound by J. Johnson,7,12
42,1,6:23.0,,T. Johnson misses 3-pt jump shot from 25 ft,7,12
43,1,6:22.0,Defensive rebound by T. Prince,,7,12
44,1,6:01.0,Turnover by Team (shot clock),,7,12
45,1,5:45.0,,G. Dragić misses 2-pt jump shot from 21 ft,7,12
46,1,5:42.0,Defensive rebound by T. Prince,,7,12
47,1,5:30.0,Turnover by T. Prince (bad pass; steal by T. Johnson),,7,12
48,1,5:21.0,,Turnover by J. Johnson (out of bounds lost ball),7,12
49,1,5:21.0,L. Babbitt enters the game for M. Muscala,,7,12
50,1,5:07.0,Turnover by L. Babbitt (bad pass; steal by J. Richardson),,7,12
51,1,5:00.0,,J. Richardson makes 2-pt layup from 1 ft,7,14
52,1,4:47.0,T. Prince makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,10,14
53,1,4:35.0,,Personal foul by M. Belinelli (drawn by T. Johnson),10,14
54,1,4:35.0,I. Taylor enters the game for D. Dedmon,,10,14
55,1,4:35.0,J. Collins enters the game for M. Delaney,,10,14
56,1,4:26.0,,G. Dragić makes 2-pt layup from 2 ft,10,16
57,1,4:09.0,M. Belinelli misses 2-pt jump shot from 22 ft,,10,16
58,1,4:05.0,,Defensive rebound by J. Mickey,10,16
59,1,4:01.0,,J. Richardson makes 2-pt jump shot from 14 ft,10,18
60,1,3:47.0,T. Prince misses 2-pt layup from 1 ft (block by J. Richardson),,10,18
61,1,3:43.0,Offensive rebound by J. Collins,,10,18
62,1,3:42.0,J. Collins misses 2-pt jump shot from 3 ft (block by J. Mickey),,10,18
63,1,3:42.0,Offensive rebound by J. Collins,,10,18
64,1,3:39.0,J. Collins makes 2-pt layup from 3 ft,,12,18
65,1,3:33.0,,K. Olynyk enters the game for J. Johnson,12,18
66,1,3:33.0,,J. Winslow enters the game for J. Mickey,12,18
67,1,3:33.0,,Miami full timeout,12,18
68,1,3:18.0,,Turnover by T. Johnson (bad pass; steal by T. Prince),12,18
69,1,3:12.0,T. Prince makes 2-pt jump shot from 1 ft,,14,18
70,1,2:59.0,,J. Winslow misses 3-pt jump shot from 22 ft,14,18
71,1,2:57.0,,Offensive rebound by K. Olynyk,14,18
72,1,2:51.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),14,21
73,1,2:35.0,L. Babbitt makes 3-pt jump shot from 23 ft,,17,21
74,1,2:23.0,,Shooting foul by J. Collins (drawn by K. Olynyk),17,21
75,1,2:23.0,,K. Olynyk misses free throw 1 of 2,17,21
76,1,2:23.0,,Offensive rebound by Team,17,21
77,1,2:23.0,,W. Ellington enters the game for G. Dragić,17,21
78,1,2:23.0,K. Bazemore enters the game for T. Prince,,17,21
79,1,2:23.0,,K. Olynyk misses free throw 2 of 2,17,21
80,1,2:16.0,Defensive rebound by M. Belinelli,,17,21
81,1,2:07.0,Shooting foul by J. Winslow (drawn by I. Taylor),,17,21
82,1,2:07.0,I. Taylor makes free throw 1 of 2,,18,21
83,1,2:07.0,I. Taylor makes free throw 2 of 2,,19,21
84,1,1:59.0,,Offensive foul by K. Olynyk (drawn by K. Bazemore),19,21
85,1,1:59.0,,Turnover by K. Olynyk (offensive foul),19,21
86,1,1:47.0,K. Bazemore misses 2-pt jump shot from 15 ft,,19,21
87,1,1:47.0,,Defensive rebound by Team,19,21
88,1,1:37.0,,T. Johnson misses 2-pt jump shot from 19 ft,19,21
89,1,1:35.0,Defensive rebound by J. Collins,,19,21
90,1,1:17.0,J. Collins makes 2-pt layup at rim (assist by I. Taylor),,21,21
91,1,1:04.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Richardson),21,24
92,1,0:49.0,Turnover by I. Taylor (bad pass; steal by K. Olynyk),,21,24
93,1,0:45.0,,J. Richardson misses 2-pt layup from 1 ft,21,24
94,1,0:42.0,,Offensive rebound by W. Ellington,21,24
95,1,0:39.0,,W. Ellington misses 2-pt jump shot from 3 ft,21,24
96,1,0:39.0,Defensive rebound by J. Collins,,21,24
97,1,0:31.0,L. Babbitt makes 2-pt jump shot from 17 ft,,23,24
98,1,0:14.0,,T. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),23,26
99,1,0:00.0,K. Bazemore misses 2-pt jump shot from 13 ft,,23,26
100,1,0:00.0,Offensive rebound by Team,,23,26
101,2,11:44.0,,Turnover by K. Olynyk (bad pass),23,26
102,2,11:24.0,J. Collins makes 2-pt dunk from 2 ft (assist by K. Bazemore),,25,26
103,2,11:03.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by W. Ellington),25,29
104,2,10:48.0,K. Bazemore misses 3-pt jump shot from 23 ft,,25,29
105,2,10:43.0,,Defensive rebound by J. Winslow,25,29
106,2,10:34.0,,J. Winslow misses 3-pt jump shot from 23 ft,25,29
107,2,10:31.0,Defensive rebound by J. Collins,,25,29
108,2,10:25.0,Personal foul by W. Ellington (drawn by T. Dorsey),,25,29
109,2,10:25.0,M. Delaney enters the game for J. Collins,,25,29
110,2,10:25.0,D. Dedmon enters the game for I. Taylor,,25,29
111,2,10:13.0,M. Delaney misses 2-pt jump shot from 18 ft,,25,29
112,2,10:10.0,,Defensive rebound by W. Ellington,25,29
113,2,10:03.0,,W. Ellington makes 3-pt jump shot from 27 ft (assist by D. Waiters),25,32
114,2,9:39.0,K. Bazemore misses 3-pt jump shot from 26 ft,,25,32
115,2,9:35.0,,Defensive rebound by D. Waiters,25,32
116,2,9:32.0,,W. Ellington misses 3-pt jump shot from 25 ft,25,32
117,2,9:28.0,,Offensive rebound by J. Winslow,25,32
118,2,9:23.0,,D. Waiters makes 2-pt layup from 1 ft,25,34
119,2,9:23.0,Atlanta full timeout,,25,34
120,2,9:23.0,M. Muscala enters the game for L. Babbitt,,25,34
121,2,9:03.0,K. Bazemore misses 2-pt layup from 2 ft,,25,34
122,2,9:00.0,,Defensive rebound by K. Olynyk,25,34
123,2,8:52.0,,Violation by W. Ellington (kicked ball),25,34
124,2,8:43.0,,J. Winslow misses 2-pt jump shot from 15 ft,25,34
125,2,8:40.0,Defensive rebound by T. Dorsey,,25,34
126,2,8:36.0,Turnover by T. Dorsey (traveling),,25,34
127,2,8:36.0,T. Prince enters the game for K. Bazemore,,25,34
128,2,8:21.0,,Turnover by K. Olynyk (traveling),25,34
129,2,7:55.0,M. Muscala misses 2-pt jump shot from 8 ft,,25,34
130,2,7:52.0,,Defensive rebound by K. Olynyk,25,34
131,2,7:46.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Olynyk),25,37
132,2,7:27.0,M. Muscala misses 3-pt jump shot from 25 ft,,25,37
133,2,7:24.0,,Defensive rebound by K. Olynyk,25,37
134,2,7:15.0,,T. Johnson misses 3-pt jump shot from 22 ft,25,37
135,2,7:12.0,Defensive rebound by D. Dedmon,,25,37
136,2,7:07.0,Shooting foul by D. Waiters (drawn by M. Delaney),,25,37
137,2,7:07.0,M. Delaney misses free throw 1 of 2,,25,37
138,2,7:07.0,Offensive rebound by Team,,25,37
139,2,7:07.0,,G. Dragić enters the game for D. Waiters,25,37
140,2,7:07.0,M. Belinelli enters the game for T. Dorsey,,25,37
141,2,7:07.0,M. Delaney makes free throw 2 of 2,,26,37
142,2,6:55.0,,W. Ellington makes 3-pt jump shot from 25 ft,26,40
143,2,6:31.0,M. Delaney makes 2-pt jump shot from 16 ft,,28,40
144,2,6:12.0,,J. Winslow makes 2-pt layup from 2 ft (assist by G. Dragić),28,42
145,2,6:00.0,T. Prince makes 2-pt layup from 2 ft,,30,42
146,2,5:36.0,,W. Ellington makes 3-pt jump shot from 25 ft,30,45
147,2,5:20.0,T. Prince makes 2-pt jump shot from 20 ft,,32,45
148,2,5:08.0,,Personal foul by T. Prince (drawn by W. Ellington),32,45
149,2,5:01.0,,Turnover by W. Ellington (traveling),32,45
150,2,4:46.0,T. Prince makes 2-pt layup from 1 ft,,34,45
151,2,4:33.0,,J. Winslow misses 2-pt layup from 1 ft,34,45
152,2,4:31.0,Defensive rebound by M. Belinelli,,34,45
153,2,4:25.0,M. Belinelli makes 2-pt jump shot from 16 ft,,36,45
154,2,4:25.0,,Miami full timeout,36,45
155,2,4:25.0,,J. Richardson enters the game for T. Johnson,36,45
156,2,4:25.0,,J. Johnson enters the game for J. Winslow,36,45
157,2,4:25.0,L. Babbitt enters the game for D. Dedmon,,36,45
158,2,4:25.0,J. Collins enters the game for M. Muscala,,36,45
159,2,4:15.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),36,48
160,2,4:03.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Collins),,39,48
161,2,3:45.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by G. Dragić),39,51
162,2,3:35.0,M. Belinelli misses 3-pt jump shot from 25 ft,,39,51
163,2,3:32.0,,Defensive rebound by J. Johnson,39,51
164,2,3:27.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),39,54
165,2,3:06.0,M. Delaney misses 2-pt layup from 2 ft,,39,54
166,2,3:02.0,,Defensive rebound by K. Olynyk,39,54
167,2,2:59.0,,Turnover by G. Dragić (bad pass; steal by M. Delaney),39,54
168,2,2:51.0,L. Babbitt makes 2-pt layup from 1 ft,,41,54
169,2,2:30.0,,K. Olynyk misses 3-pt jump shot from 25 ft,41,54
170,2,2:27.0,Defensive rebound by J. Collins,,41,54
171,2,2:14.0,J. Collins misses 2-pt jump shot from 3 ft (block by K. Olynyk),,41,54
172,2,2:09.0,Offensive rebound by J. Collins,,41,54
173,2,2:07.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by J. Collins),,43,54
174,2,1:52.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),43,56
175,2,1:32.0,M. Delaney misses 2-pt jump shot from 4 ft,,43,56
176,2,1:29.0,,Defensive rebound by J. Johnson,43,56
177,2,1:27.0,,W. Ellington makes 3-pt jump shot from 22 ft (assist by J. Johnson),43,59
178,2,1:26.0,Atlanta full timeout,,43,59
179,2,1:26.0,,J. Mickey enters the game for K. Olynyk,43,59
180,2,1:26.0,K. Bazemore enters the game for M. Delaney,,43,59
181,2,1:26.0,,W. Ellington makes free throw 1 of 1,43,60
182,2,1:26.0,,Technical foul by Team,43,60
183,2,0:59.0,,G. Dragić misses 2-pt jump shot from 18 ft,43,60
184,2,0:57.0,,Offensive rebound by J. Mickey,43,60
185,2,0:50.0,,J. Mickey misses 3-pt jump shot from 26 ft,43,60
186,2,0:48.0,Defensive rebound by L. Babbitt,,43,60
187,2,0:32.0,J. Collins misses 2-pt dunk from 2 ft,,43,60
188,2,0:30.0,,Defensive rebound by J. Johnson,43,60
189,2,0:26.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),43,62
190,2,0:11.0,Shooting foul by J. Mickey (drawn by K. Bazemore),,43,62
191,2,0:11.0,K. Bazemore makes free throw 1 of 2,,44,62
192,2,0:11.0,I. Taylor enters the game for M. Belinelli,,44,62
193,2,0:11.0,M. Delaney enters the game for L. Babbitt,,44,62
194,2,0:11.0,K. Bazemore misses free throw 2 of 2,,44,62
195,2,0:07.0,,Defensive rebound by J. Johnson,44,62
196,3,11:41.0,,J. Mickey misses 2-pt jump shot from 7 ft,44,62
197,3,11:38.0,Defensive rebound by M. Muscala,,44,62
198,3,11:27.0,Turnover by M. Delaney (bad pass),,44,62
199,3,11:11.0,,G. Dragić makes 3-pt jump shot from 25 ft,44,65
200,3,11:02.0,Turnover by M. Muscala (lost ball; steal by J. Johnson),,44,65
201,3,10:57.0,,G. Dragić misses 2-pt layup from 1 ft,44,65
202,3,10:53.0,Defensive rebound by D. Dedmon,,44,65
203,3,10:50.0,Personal foul by J. Richardson (drawn by M. Muscala),,44,65
204,3,10:37.0,Shooting foul by G. Dragić (drawn by M. Delaney),,44,65
205,3,10:37.0,M. Delaney makes free throw 1 of 2,,45,65
206,3,10:37.0,M. Delaney makes free throw 2 of 2,,46,65
207,3,10:26.0,,D. Waiters misses 3-pt jump shot from 26 ft,46,65
208,3,10:24.0,Defensive rebound by D. Dedmon,,46,65
209,3,10:18.0,Turnover by T. Prince (bad pass),,46,65
210,3,10:08.0,,Turnover by G. Dragić (lost ball; steal by D. Dedmon),46,65
211,3,10:01.0,T. Prince misses 3-pt jump shot from 23 ft,,46,65
212,3,9:58.0,Offensive rebound by M. Muscala,,46,65
213,3,9:57.0,M. Muscala makes 2-pt layup from 2 ft,,48,65
214,3,9:45.0,,Turnover by J. Johnson (out of bounds lost ball),48,65
215,3,9:32.0,K. Bazemore misses 2-pt layup from 2 ft (block by J. Mickey),,48,65
216,3,9:28.0,,Defensive rebound by D. Waiters,48,65
217,3,9:21.0,,J. Richardson misses 2-pt jump shot from 17 ft,48,65
218,3,9:19.0,Defensive rebound by M. Muscala,,48,65
219,3,9:07.0,T. Prince makes 3-pt jump shot from 22 ft,,51,65
220,3,8:54.0,,J. Johnson misses 3-pt jump shot from 25 ft,51,65
221,3,8:49.0,,Offensive rebound by J. Mickey,51,65
222,3,8:49.0,,Offensive foul by J. Mickey (drawn by T. Prince),51,65
223,3,8:49.0,,Turnover by J. Mickey (offensive foul),51,65
224,3,8:38.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by M. Delaney),,54,65
225,3,8:37.0,,Miami full timeout,54,65
226,3,8:25.0,,J. Richardson misses 3-pt jump shot from 26 ft,54,65
227,3,8:25.0,Technical foul by T. Prince,,54,65
228,3,8:24.0,,Defensive rebound by Team,54,65
229,3,8:23.0,,Technical foul by G. Dragić,54,65
230,3,8:23.0,,Technical foul by D. Waiters,54,65
231,3,8:23.0,K. Bazemore misses free throw 1 of 1,,54,65
232,3,8:23.0,Offensive rebound by Team,,54,65
233,3,8:23.0,,G. Dragić misses free throw 2 of 2,54,65
234,3,8:23.0,,Offensive rebound by Team,54,65
235,3,8:23.0,,G. Dragić misses free throw 1 of 2,54,65
236,3,8:23.0,,Offensive rebound by Team,54,65
237,3,8:23.0,Technical foul by D. Dedmon,,54,65
238,3,8:11.0,,J. Johnson makes 2-pt jump shot from 14 ft (assist by G. Dragić),54,67
239,3,7:54.0,Turnover by T. Prince (traveling),,54,67
240,3,7:37.0,,Turnover by D. Waiters (bad pass; steal by T. Prince),54,67
241,3,7:32.0,Turnover by T. Prince (lost ball; steal by G. Dragić),,54,67
242,3,7:27.0,,J. Mickey misses 2-pt layup from 1 ft,54,67
243,3,7:26.0,Defensive rebound by Team,,54,67
244,3,7:26.0,,Loose ball foul by J. Mickey (drawn by M. Muscala),54,67
245,3,7:16.0,Shooting foul by J. Richardson (drawn by K. Bazemore),,54,67
246,3,7:16.0,K. Bazemore makes free throw 1 of 2,,55,67
247,3,7:16.0,,K. Olynyk enters the game for J. Mickey,55,67
248,3,7:16.0,K. Bazemore misses free throw 2 of 2,,55,67
249,3,7:12.0,,Defensive rebound by J. Richardson,55,67
250,3,6:57.0,,D. Waiters makes 2-pt jump shot from 10 ft,55,69
251,3,6:43.0,M. Delaney makes 2-pt layup from 1 ft (assist by K. Bazemore),,57,69
252,3,6:31.0,,Turnover by J. Richardson (bad pass; steal by K. Bazemore),57,69
253,3,6:26.0,D. Dedmon misses 3-pt jump shot from 22 ft,,57,69
254,3,6:15.0,Offensive rebound by Team,,57,69
255,3,6:15.0,Turnover by T. Prince (lost ball; steal by K. Olynyk),,57,69
256,3,6:09.0,,G. Dragić misses 2-pt layup from 2 ft,57,69
257,3,6:08.0,Defensive rebound by M. Delaney,,57,69
258,3,6:08.0,Turnover by M. Delaney (turnover),,57,69
259,3,6:08.0,Loose ball foul by M. Delaney (drawn by D. Waiters),,57,69
260,3,6:08.0,M. Belinelli enters the game for D. Dedmon,,57,69
261,3,6:08.0,J. Collins enters the game for K. Bazemore,,57,69
262,3,5:56.0,,J. Johnson makes 2-pt dunk from 1 ft,57,71
263,3,5:41.0,Shooting foul by J. Johnson (drawn by J. Collins),,57,71
264,3,5:41.0,J. Collins makes free throw 1 of 2,,58,71
265,3,5:41.0,,T. Johnson enters the game for J. Richardson,58,71
266,3,5:41.0,L. Babbitt enters the game for M. Muscala,,58,71
267,3,5:41.0,J. Collins makes free throw 2 of 2,,59,71
268,3,5:33.0,,J. Johnson makes 2-pt dunk from 1 ft,59,73
269,3,5:14.0,J. Collins makes 2-pt dunk at rim (assist by T. Prince),,61,73
270,3,4:57.0,,D. Waiters misses 2-pt layup from 1 ft (block by J. Collins),61,73
271,3,4:53.0,Defensive rebound by T. Prince,,61,73
272,3,4:52.0,T. Prince misses 2-pt layup from 1 ft,,61,73
273,3,4:45.0,,Defensive rebound by K. Olynyk,61,73
274,3,4:44.0,,Turnover by K. Olynyk (lost ball; steal by M. Delaney),61,73
275,3,4:38.0,M. Delaney makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,64,73
276,3,4:35.0,,Miami full timeout,64,73
277,3,4:30.0,,Personal foul by M. Delaney (drawn by K. Olynyk),64,73
278,3,4:19.0,,K. Olynyk misses 2-pt hook shot from 6 ft,64,73
279,3,4:13.0,Defensive rebound by T. Prince,,64,73
280,3,4:01.0,T. Prince makes 2-pt layup from 1 ft,,66,73
281,3,3:39.0,,G. Dragić misses 3-pt jump shot from 25 ft,66,73
282,3,3:33.0,Defensive rebound by M. Delaney,,66,73
283,3,3:25.0,M. Belinelli misses 3-pt jump shot from 23 ft,,66,73
284,3,3:21.0,,Defensive rebound by G. Dragić,66,73
285,3,3:04.0,,T. Johnson misses 3-pt jump shot from 25 ft,66,73
286,3,3:01.0,Defensive rebound by M. Delaney,,66,73
287,3,2:52.0,,W. Ellington enters the game for D. Waiters,66,73
288,3,2:52.0,,J. Winslow enters the game for J. Johnson,66,73
289,3,2:52.0,I. Taylor enters the game for M. Delaney,,66,73
290,3,2:40.0,,G. Dragić misses 2-pt layup from 2 ft,66,73
291,3,2:37.0,Defensive rebound by T. Prince,,66,73
292,3,2:35.0,I. Taylor makes 2-pt layup from 1 ft (assist by T. Prince),,68,73
293,3,2:27.0,,Personal foul by L. Babbitt (drawn by G. Dragić),68,73
294,3,2:16.0,,Turnover by K. Olynyk (bad pass; steal by M. Belinelli),68,73
295,3,2:11.0,Turnover by M. Belinelli (lost ball; steal by T. Johnson),,68,73
296,3,2:09.0,,Shooting foul by L. Babbitt (drawn by T. Johnson),68,73
297,3,2:09.0,,T. Johnson makes free throw 1 of 2,68,74
298,3,2:09.0,K. Bazemore enters the game for T. Prince,,68,74
299,3,2:09.0,,T. Johnson makes free throw 2 of 2,68,75
300,3,2:09.0,,J. Richardson enters the game for G. Dragić,68,75
301,3,1:53.0,J. Collins misses 2-pt jump shot from 15 ft,,68,75
302,3,1:48.0,,Defensive rebound by K. Olynyk,68,75
303,3,1:31.0,,T. Johnson misses 2-pt jump shot from 15 ft,68,75
304,3,1:24.0,Defensive rebound by J. Collins,,68,75
305,3,1:19.0,K. Bazemore misses 2-pt jump shot from 15 ft,,68,75
306,3,1:13.0,,Defensive rebound by K. Olynyk,68,75
307,3,1:03.0,,Turnover by T. Johnson (bad pass; steal by K. Bazemore),68,75
308,3,1:02.0,K. Bazemore makes 2-pt layup from 1 ft,,70,75
309,3,1:02.0,Shooting foul by K. Olynyk (drawn by K. Bazemore),,70,75
310,3,1:02.0,K. Bazemore makes free throw 1 of 1,,71,75
311,3,0:44.0,,J. Winslow makes 2-pt layup from 2 ft (assist by J. Richardson),71,77
312,3,0:35.0,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),,73,77
313,3,0:21.0,,T. Johnson misses 2-pt jump shot from 16 ft,73,77
314,3,0:17.0,Defensive rebound by J. Collins,,73,77
315,3,0:01.0,J. Collins misses 2-pt layup from 2 ft (block by J. Richardson),,73,77
316,3,0:00.0,,Defensive rebound by J. Winslow,73,77
317,4,11:34.0,L. Babbitt makes 2-pt layup from 2 ft (assist by I. Taylor),,75,77
318,4,11:16.0,,T. Johnson misses 3-pt jump shot from 25 ft,75,77
319,4,11:10.0,,Offensive rebound by T. Johnson,75,77
320,4,11:09.0,,W. Ellington misses 3-pt jump shot from 25 ft,75,77
321,4,11:06.0,Defensive rebound by J. Collins,,75,77
322,4,10:56.0,M. Belinelli makes 2-pt jump shot from 16 ft,,77,77
323,4,10:41.0,,J. Richardson makes 2-pt jump shot from 15 ft,77,79
324,4,10:34.0,K. Bazemore misses 2-pt layup from 1 ft,,77,79
325,4,10:25.0,Offensive rebound by J. Collins,,77,79
326,4,10:24.0,J. Collins makes 2-pt layup from 1 ft,,79,79
327,4,10:20.0,M. Delaney enters the game for M. Belinelli,,79,79
328,4,10:17.0,,K. Olynyk makes 2-pt layup from 1 ft,79,81
329,4,10:17.0,,Shooting foul by J. Collins (drawn by K. Olynyk),79,81
330,4,10:17.0,D. Dedmon enters the game for J. Collins,,79,81
331,4,10:17.0,,K. Olynyk makes free throw 1 of 1,79,82
332,4,10:03.0,M. Delaney misses 3-pt jump shot from 24 ft,,79,82
333,4,9:59.0,,Defensive rebound by T. Johnson,79,82
334,4,9:56.0,,Personal foul by M. Delaney (drawn by T. Johnson),79,82
335,4,9:46.0,,K. Olynyk makes 2-pt jump shot from 20 ft (assist by W. Ellington),79,84
336,4,9:24.0,L. Babbitt misses 2-pt jump shot from 10 ft,,79,84
337,4,9:20.0,,Defensive rebound by J. Winslow,79,84
338,4,9:18.0,,J. Winslow makes 2-pt layup from 2 ft,79,86
339,4,9:18.0,Atlanta full timeout,,79,86
340,4,9:18.0,T. Prince enters the game for L. Babbitt,,79,86
341,4,9:18.0,M. Muscala enters the game for I. Taylor,,79,86
342,4,8:56.0,Personal foul by J. Winslow (drawn by K. Bazemore),,79,86
343,4,8:42.0,D. Dedmon misses 2-pt jump shot from 9 ft,,79,86
344,4,8:42.0,Offensive rebound by Team,,79,86
345,4,8:27.0,Shooting foul by K. Olynyk (drawn by K. Bazemore),,79,86
346,4,8:27.0,K. Bazemore makes free throw 1 of 2,,80,86
347,4,8:27.0,K. Bazemore makes free throw 2 of 2,,81,86
348,4,8:15.0,,K. Olynyk misses 3-pt jump shot from 25 ft,81,86
349,4,8:11.0,,Offensive rebound by K. Olynyk,81,86
350,4,8:09.0,,J. Richardson misses 3-pt jump shot from 25 ft,81,86
351,4,8:06.0,Defensive rebound by K. Bazemore,,81,86
352,4,7:48.0,,Offensive charge foul by M. Muscala (drawn by T. Johnson),81,86
353,4,7:48.0,Turnover by M. Muscala (offensive foul),,81,86
354,4,7:48.0,M. Belinelli enters the game for K. Bazemore,,81,86
355,4,7:36.0,,T. Johnson misses 2-pt layup from 1 ft,81,86
356,4,7:32.0,,Offensive rebound by T. Johnson,81,86
357,4,7:20.0,,J. Richardson misses 3-pt jump shot from 24 ft,81,86
358,4,7:16.0,Defensive rebound by T. Prince,,81,86
359,4,7:04.0,M. Delaney misses 2-pt layup from 1 ft,,81,86
360,4,7:00.0,,Defensive rebound by T. Johnson,81,86
361,4,6:47.0,,Def 3 sec tech foul by T. Prince,81,86
362,4,6:47.0,,W. Ellington makes technical free throw,81,87
363,4,6:47.0,I. Taylor enters the game for M. Delaney,,81,87
364,4,6:41.0,,Shooting foul by D. Dedmon (drawn by J. Richardson),81,87
365,4,6:41.0,,J. Richardson makes free throw 1 of 2,81,88
366,4,6:41.0,,J. Richardson makes free throw 2 of 2,81,89
367,4,6:26.0,T. Prince misses 2-pt jump shot from 6 ft,,81,89
368,4,6:21.0,,Defensive rebound by J. Richardson,81,89
369,4,6:15.0,,J. Richardson misses 2-pt layup from 1 ft,81,89
370,4,6:12.0,Defensive rebound by I. Taylor,,81,89
371,4,6:08.0,Turnover by T. Prince (bad pass; steal by W. Ellington),,81,89
372,4,6:00.0,,Personal foul by I. Taylor (drawn by J. Winslow),81,89
373,4,6:00.0,,G. Dragić enters the game for T. Johnson,81,89
374,4,6:00.0,K. Bazemore enters the game for I. Taylor,,81,89
375,4,5:49.0,Violation by D. Dedmon (kicked ball),,81,89
376,4,5:39.0,,K. Olynyk misses 2-pt jump shot from 5 ft,81,89
377,4,5:35.0,Defensive rebound by D. Dedmon,,81,89
378,4,5:30.0,K. Bazemore makes 2-pt jump shot from 11 ft,,83,89
379,4,5:16.0,,J. Richardson misses 3-pt jump shot from 22 ft,83,89
380,4,5:07.0,Defensive rebound by D. Dedmon,,83,89
381,4,5:05.0,K. Bazemore misses 2-pt jump shot from 16 ft,,83,89
382,4,5:00.0,,Defensive rebound by K. Olynyk,83,89
383,4,4:43.0,,G. Dragić misses 3-pt jump shot from 23 ft,83,89
