,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
0,1,11:34.0,M. Turner misses 2-pt layup from 2 ft,,0,0
1,1,11:32.0,,Defensive rebound by R. Jackson,0,0
2,1,11:28.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),0,2
3,1,11:07.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,0,2
4,1,11:04.0,,Defensive rebound by A. Drummond,0,2
5,1,10:56.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Bullock),0,5
6,1,10:36.0,V. Oladipo makes 2-pt jump shot from 15 ft,,2,5
7,1,10:18.0,,A. Drummond makes 2-pt layup from 4 ft (assist by R. Jackson),2,7
8,1,10:05.0,D. Collison makes 3-pt jump shot from 26 ft (assist by M. Turner),,5,7
9,1,9:39.0,,Turnover by A. Drummond (lost ball; steal by V. Oladipo),5,7
10,1,9:37.0,Turnover by M. Turner (lost ball; steal by R. Bullock),,5,7
11,1,9:31.0,,R. Bullock makes 2-pt layup from 1 ft,5,9
12,1,9:23.0,D. Collison misses 3-pt jump shot from 28 ft,,5,9
13,1,9:16.0,,Defensive rebound by T. Harris,5,9
14,1,9:13.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by T. Harris),5,11
15,1,9:13.0,,Shooting foul by M. Turner (drawn by A. Drummond),5,11
16,1,9:13.0,,A. Drummond makes free throw 1 of 1,5,12
17,1,8:50.0,Turnover by M. Turner (bad pass),,5,12
18,1,8:36.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by R. Jackson),5,15
19,1,8:30.0,Indiana full timeout,,5,15
20,1,8:16.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,8,15
21,1,7:58.0,,Personal foul by M. Turner (drawn by A. Drummond),8,15
22,1,7:47.0,,R. Bullock misses 3-pt jump shot from 27 ft,8,15
23,1,7:43.0,Defensive rebound by M. Turner,,8,15
24,1,7:35.0,Turnover by V. Oladipo (bad pass),,8,15
25,1,7:24.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Jackson),8,18
26,1,7:01.0,M. Turner misses 3-pt jump shot from 24 ft,,8,18
27,1,6:58.0,,Defensive rebound by L. Kennard,8,18
28,1,6:51.0,,R. Bullock makes 2-pt layup from 2 ft (assist by R. Jackson),8,20
29,1,6:28.0,Shooting foul by L. Kennard (drawn by M. Turner),,8,20
30,1,6:28.0,M. Turner makes free throw 1 of 2,,9,20
31,1,6:28.0,M. Turner misses free throw 2 of 2,,9,20
32,1,6:27.0,,Defensive rebound by A. Drummond,9,20
33,1,6:21.0,,L. Kennard makes 3-pt jump shot from 22 ft (assist by R. Jackson),9,23
34,1,6:20.0,Indiana full timeout,,9,23
35,1,6:20.0,D. Sabonis enters the game for M. Turner,,9,23
36,1,6:11.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,9,23
37,1,6:09.0,,Defensive rebound by R. Jackson,9,23
38,1,6:05.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),9,26
39,1,5:40.0,D. Sabonis misses 2-pt jump shot from 16 ft,,9,26
40,1,5:38.0,,Defensive rebound by A. Drummond,9,26
41,1,5:30.0,,Shooting foul by D. Sabonis (drawn by T. Harris),9,26
42,1,5:30.0,,T. Harris makes free throw 1 of 2,9,27
43,1,5:30.0,L. Stephenson enters the game for B. Bogdanović,,9,27
44,1,5:30.0,,S. Johnson enters the game for L. Kennard,9,27
45,1,5:30.0,,T. Harris makes free throw 2 of 2,9,28
46,1,5:16.0,Turnover by L. Stephenson (bad pass; steal by T. Harris),,9,28
47,1,5:08.0,,R. Jackson misses 2-pt layup from 4 ft,9,28
48,1,5:04.0,Defensive rebound by T. Young,,9,28
49,1,5:03.0,T. Young makes 2-pt layup from 1 ft,,11,28
50,1,4:45.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by R. Bullock),11,30
51,1,4:20.0,Turnover by V. Oladipo (out of bounds lost ball),,11,30
52,1,4:20.0,,I. Smith enters the game for R. Jackson,11,30
53,1,4:20.0,C. Joseph enters the game for D. Collison,,11,30
54,1,3:58.0,,I. Smith misses 2-pt layup from 9 ft (block by T. Young),11,30
55,1,3:55.0,Defensive rebound by D. Sabonis,,11,30
56,1,3:53.0,V. Oladipo misses 2-pt layup from 2 ft,,11,30
57,1,3:51.0,,Defensive rebound by T. Harris,11,30
58,1,3:47.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),11,33
59,1,3:28.0,D. Sabonis makes 2-pt dunk at rim (assist by V. Oladipo),,13,33
60,1,3:09.0,,R. Bullock misses 3-pt jump shot from 25 ft,13,33
61,1,3:05.0,Defensive rebound by T. Young,,13,33
62,1,3:01.0,T. Young misses 2-pt jump shot from 8 ft,,13,33
63,1,3:00.0,,Defensive rebound by A. Drummond,13,33
64,1,2:52.0,,S. Johnson misses 3-pt jump shot from 26 ft,13,33
65,1,2:48.0,Defensive rebound by L. Stephenson,,13,33
66,1,2:42.0,Turnover by L. Stephenson (bad pass; steal by S. Johnson),,13,33
67,1,2:35.0,,T. Harris makes 2-pt dunk at rim (assist by S. Johnson),13,35
68,1,2:11.0,D. Sabonis misses 2-pt jump shot from 13 ft,,13,35
69,1,2:08.0,,Defensive rebound by T. Harris,13,35
70,1,2:02.0,,R. Bullock misses 3-pt jump shot from 26 ft,13,35
71,1,2:02.0,Defensive rebound by Team,,13,35
72,1,2:02.0,,E. Moreland enters the game for A. Drummond,13,35
73,1,2:02.0,A. Poythress enters the game for T. Young,,13,35
74,1,1:47.0,C. Joseph makes 2-pt jump shot from 18 ft (assist by D. Sabonis),,15,35
75,1,1:25.0,,I. Smith misses 2-pt layup from 1 ft,15,35
76,1,1:21.0,,Offensive rebound by E. Moreland,15,35
77,1,1:21.0,,E. Moreland misses 2-pt layup from 2 ft,15,35
78,1,1:20.0,,Offensive rebound by E. Moreland,15,35
79,1,1:19.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by E. Moreland),15,38
80,1,0:59.0,D. Sabonis makes 2-pt layup from 4 ft (assist by L. Stephenson),,17,38
81,1,0:46.0,,R. Bullock makes 2-pt layup from 1 ft (assist by E. Moreland),17,40
82,1,0:34.0,Personal foul by E. Moreland (drawn by C. Joseph),,17,40
83,1,0:25.0,C. Joseph makes 2-pt layup from 2 ft,,19,40
84,1,0:06.0,,Personal foul by A. Poythress (drawn by T. Harris),19,40
85,1,0:01.0,,I. Smith misses 2-pt jump shot from 9 ft,19,40
86,1,0:01.0,,Offensive rebound by Team,19,40
87,2,11:43.0,,L. Galloway misses 2-pt jump shot from 20 ft,19,40
88,2,11:42.0,,Offensive rebound by Team,19,40
89,2,11:42.0,Loose ball foul by D. Sabonis (drawn by E. Moreland),,19,40
90,2,11:28.0,,I. Smith misses 2-pt layup from 2 ft,19,40
91,2,11:26.0,Defensive rebound by D. Sabonis,,19,40
92,2,11:12.0,D. Sabonis misses 2-pt layup from 2 ft,,19,40
93,2,11:12.0,Offensive rebound by D. Sabonis,,19,40
94,2,11:07.0,D. Sabonis makes 2-pt layup at rim,,21,40
95,2,10:53.0,,Turnover by A. Tolliver (bad pass),21,40
96,2,10:39.0,,Violation by I. Smith (kicked ball),21,40
97,2,10:30.0,C. Joseph misses 2-pt jump shot from 14 ft,,21,40
98,2,10:28.0,Offensive rebound by Team,,21,40
99,2,10:23.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. Sabonis),,23,40
100,2,10:05.0,,Turnover by A. Tolliver (bad pass; steal by B. Bogdanović),23,40
101,2,10:03.0,B. Bogdanović misses 2-pt layup at rim,,23,40
102,2,10:01.0,,Defensive rebound by Team,23,40
103,2,9:47.0,,Turnover by I. Smith (lost ball; steal by A. Poythress),23,40
104,2,9:44.0,Personal foul by S. Johnson (drawn by B. Bogdanović),,23,40
105,2,9:33.0,B. Bogdanović makes 2-pt hook shot from 7 ft,,25,40
106,2,9:27.0,,Detroit full timeout,25,40
107,2,9:06.0,,S. Johnson misses 3-pt jump shot from 25 ft,25,40
108,2,9:06.0,,Offensive rebound by Team,25,40
109,2,9:06.0,,Turnover by Team (shot clock),25,40
110,2,8:50.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,28,40
111,2,8:26.0,,Shooting foul by D. Sabonis (drawn by S. Johnson),28,40
112,2,8:26.0,,S. Johnson makes free throw 1 of 2,28,41
113,2,8:26.0,M. Turner enters the game for D. Sabonis,,28,41
114,2,8:26.0,,S. Johnson misses free throw 2 of 2,28,41
115,2,8:26.0,Defensive rebound by Team,,28,41
116,2,8:26.0,,Loose ball foul by E. Moreland (drawn by M. Turner),28,41
117,2,8:18.0,Turnover by B. Bogdanović (bad pass; steal by L. Galloway),,28,41
118,2,8:17.0,,Personal foul by C. Joseph (drawn by I. Smith),28,41
119,2,8:07.0,,I. Smith makes 2-pt layup from 1 ft,28,43
120,2,7:43.0,C. Joseph misses 3-pt jump shot from 29 ft,,28,43
121,2,7:42.0,Offensive rebound by Team,,28,43
122,2,7:42.0,,Loose ball foul by L. Galloway (drawn by B. Bogdanović),28,43
123,2,7:36.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by M. Turner),,30,43
124,2,7:21.0,,L. Galloway misses 3-pt jump shot from 26 ft,30,43
125,2,7:18.0,Defensive rebound by A. Poythress,,30,43
126,2,7:13.0,A. Poythress makes 2-pt layup from 1 ft (assist by L. Stephenson),,32,43
127,2,7:13.0,,Violation by E. Moreland (def goaltending),32,43
128,2,7:03.0,,I. Smith makes 2-pt layup at rim,32,45
129,2,6:51.0,B. Bogdanović misses 2-pt layup from 1 ft (block by E. Moreland),,32,45
130,2,6:51.0,Offensive rebound by Team,,32,45
131,2,6:51.0,,A. Drummond enters the game for I. Smith,32,45
132,2,6:51.0,,R. Jackson enters the game for E. Moreland,32,45
133,2,6:45.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,32,45
134,2,6:42.0,Offensive rebound by A. Poythress,,32,45
135,2,6:35.0,L. Stephenson makes 2-pt layup from 1 ft,,34,45
136,2,6:12.0,,R. Jackson misses 2-pt jump shot from 18 ft,34,45
137,2,6:09.0,Defensive rebound by L. Stephenson,,34,45
138,2,5:56.0,L. Stephenson misses 2-pt jump shot from 14 ft,,34,45
139,2,5:53.0,,Defensive rebound by A. Drummond,34,45
140,2,5:37.0,,A. Tolliver misses 3-pt jump shot from 25 ft,34,45
141,2,5:35.0,Defensive rebound by M. Turner,,34,45
142,2,5:25.0,M. Turner makes 3-pt jump shot from 24 ft (assist by C. Joseph),,37,45
143,2,5:16.0,,Detroit full timeout,37,45
144,2,5:16.0,,T. Harris enters the game for L. Galloway,37,45
145,2,5:16.0,,R. Bullock enters the game for A. Tolliver,37,45
146,2,5:16.0,,Turnover by Team (turnover),37,45
147,2,4:59.0,M. Turner misses 3-pt jump shot from 25 ft,,37,45
148,2,4:57.0,,Defensive rebound by S. Johnson,37,45
149,2,4:41.0,,S. Johnson misses 3-pt jump shot from 26 ft,37,45
150,2,4:38.0,Defensive rebound by C. Joseph,,37,45
151,2,4:29.0,L. Stephenson misses 2-pt layup from 3 ft,,37,45
152,2,4:28.0,,Defensive rebound by A. Drummond,37,45
153,2,4:24.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by R. Jackson),37,48
154,2,4:08.0,A. Poythress misses 3-pt jump shot from 22 ft,,37,48
155,2,4:05.0,,Defensive rebound by S. Johnson,37,48
156,2,3:57.0,,Turnover by A. Drummond (bad pass; steal by B. Bogdanović),37,48
157,2,3:53.0,B. Bogdanović makes 2-pt layup at rim,,39,48
158,2,3:28.0,,R. Jackson makes 2-pt jump shot from 20 ft,39,50
159,2,3:13.0,Shooting foul by A. Drummond (drawn by B. Bogdanović),,39,50
160,2,3:13.0,B. Bogdanović makes free throw 1 of 2,,40,50
161,2,3:13.0,T. Young enters the game for A. Poythress,,40,50
162,2,3:13.0,B. Bogdanović misses free throw 2 of 2,,40,50
163,2,3:11.0,,Defensive rebound by A. Drummond,40,50
164,2,2:50.0,,T. Harris misses 3-pt jump shot from 25 ft,40,50
165,2,2:47.0,Defensive rebound by L. Stephenson,,40,50
166,2,2:37.0,Turnover by L. Stephenson (bad pass; steal by A. Drummond),,40,50
167,2,2:34.0,,A. Drummond misses 2-pt layup from 1 ft,40,50
168,2,2:33.0,,Offensive rebound by R. Bullock,40,50
169,2,2:17.0,,R. Jackson makes 2-pt layup from 2 ft,40,52
170,2,2:01.0,C. Joseph misses 2-pt jump shot from 5 ft,,40,52
171,2,1:59.0,,Defensive rebound by T. Harris,40,52
172,2,1:51.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),40,54
173,2,1:51.0,Indiana full timeout,,40,54
174,2,1:51.0,D. Collison enters the game for C. Joseph,,40,54
175,2,1:51.0,V. Oladipo enters the game for B. Bogdanović,,40,54
176,2,1:37.0,V. Oladipo misses 2-pt jump shot from 15 ft,,40,54
177,2,1:37.0,,Defensive rebound by A. Drummond,40,54
178,2,1:15.0,,A. Drummond misses 2-pt jump shot from 7 ft,40,54
179,2,1:15.0,,Offensive rebound by S. Johnson,40,54
180,2,1:11.0,,R. Bullock misses 2-pt layup from 4 ft (block by V. Oladipo),40,54
181,2,1:11.0,,Offensive rebound by S. Johnson,40,54
182,2,0:56.0,,R. Bullock misses 3-pt jump shot from 24 ft,40,54
183,2,0:50.0,Defensive rebound by L. Stephenson,,40,54
184,2,0:49.0,A. Poythress enters the game for M. Turner,,40,54
185,2,0:47.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,43,54
186,2,0:38.0,,R. Jackson misses 3-pt jump shot from 26 ft,43,54
187,2,0:36.0,,Offensive rebound by Team,43,54
188,2,0:35.0,,R. Bullock makes 2-pt layup from 1 ft (assist by R. Jackson),43,56
189,2,0:16.0,D. Collison makes 2-pt jump shot from 19 ft,,45,56
190,2,0:02.0,,T. Harris makes 2-pt jump shot from 12 ft (assist by R. Jackson),45,58
191,2,0:00.0,V. Oladipo misses 3-pt jump shot from 51 ft,,45,58
192,2,0:00.0,Offensive rebound by Team,,45,58
193,3,11:43.0,,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),45,60
194,3,11:19.0,D. Collison misses 3-pt jump shot from 25 ft,,45,60
195,3,11:15.0,,Defensive rebound by A. Drummond,45,60
196,3,11:12.0,,Turnover by R. Jackson (bad pass),45,60
197,3,10:54.0,M. Turner makes 2-pt layup from 2 ft (assist by V. Oladipo),,47,60
198,3,10:42.0,,R. Jackson makes 2-pt layup from 1 ft,47,62
199,3,10:22.0,T. Young makes 3-pt jump shot from 23 ft (assist by M. Turner),,50,62
