,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
0,1,11:34.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),0,2
1,1,11:09.0,J. Nurkić makes 2-pt jump shot from 13 ft,,2,2
2,1,10:56.0,,C. Capela misses 2-pt dunk at rim,2,2
3,1,10:54.0,Defensive rebound by E. Turner,,2,2
4,1,10:48.0,J. Nurkić makes 2-pt dunk at rim (assist by E. Turner),,4,2
5,1,10:44.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Paul),4,5
6,1,10:16.0,J. Nurkić misses 2-pt jump shot from 4 ft,,4,5
7,1,10:12.0,Offensive rebound by A. Aminu,,4,5
8,1,10:12.0,A. Aminu misses 2-pt layup at rim,,4,5
9,1,10:12.0,Offensive rebound by A. Aminu,,4,5
10,1,10:10.0,A. Aminu makes 2-pt dunk from 1 ft,,6,5
11,1,9:54.0,,P. Tucker misses 3-pt jump shot from 26 ft,6,5
12,1,9:50.0,,Offensive rebound by C. Capela,6,5
13,1,9:37.0,,C. Capela misses 2-pt layup from 2 ft,6,5
14,1,9:35.0,Defensive rebound by A. Aminu,,6,5
15,1,9:26.0,E. Turner misses 2-pt layup from 3 ft,,6,5
16,1,9:20.0,Offensive rebound by J. Nurkić,,6,5
17,1,9:20.0,J. Nurkić makes 2-pt layup at rim,,8,5
18,1,9:11.0,,C. Paul makes 2-pt jump shot from 16 ft,8,7
19,1,8:52.0,Turnover by J. Nurkić (bad pass),,8,7
20,1,8:40.0,,C. Paul makes 2-pt layup from 2 ft,8,9
21,1,8:31.0,Turnover by C. McCollum (bad pass),,8,9
22,1,8:25.0,,C. Paul misses 3-pt jump shot from 26 ft,8,9
23,1,8:21.0,Defensive rebound by A. Aminu,,8,9
24,1,8:11.0,C. McCollum misses 2-pt jump shot from 16 ft,,8,9
25,1,8:08.0,,Defensive rebound by J. Harden,8,9
26,1,8:05.0,,C. Paul makes 2-pt jump shot from 5 ft,8,11
27,1,8:05.0,,Shooting foul by S. Napier (drawn by C. Paul),8,11
28,1,8:05.0,,C. Paul makes free throw 1 of 1,8,12
29,1,7:51.0,C. McCollum misses 2-pt jump shot from 5 ft,,8,12
30,1,7:49.0,,Defensive rebound by C. Capela,8,12
31,1,7:33.0,,T. Ariza misses 3-pt jump shot from 23 ft,8,12
32,1,7:29.0,,Offensive rebound by C. Capela,8,12
33,1,7:29.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by C. Capela),8,15
34,1,7:09.0,S. Napier misses 3-pt jump shot from 26 ft,,8,15
35,1,7:07.0,,Defensive rebound by C. Capela,8,15
36,1,6:53.0,,C. Paul misses 2-pt jump shot from 7 ft,8,15
37,1,6:49.0,Defensive rebound by S. Napier,,8,15
38,1,6:45.0,A. Aminu misses 2-pt jump shot from 21 ft,,8,15
39,1,6:41.0,,Defensive rebound by C. Capela,8,15
40,1,6:36.0,,J. Harden makes 3-pt jump shot from 26 ft,8,18
41,1,6:34.0,Portland full timeout,,8,18
42,1,6:34.0,,L. Mbah a Moute enters the game for C. Paul,8,18
43,1,6:20.0,J. Nurkić makes 2-pt jump shot from 5 ft (assist by E. Turner),,10,18
44,1,6:01.0,,T. Ariza misses 2-pt jump shot from 12 ft (block by C. McCollum),10,18
45,1,5:58.0,Defensive rebound by A. Aminu,,10,18
46,1,5:55.0,E. Turner makes 2-pt layup from 3 ft (assist by C. McCollum),,12,18
47,1,5:37.0,,Personal foul by A. Aminu (drawn by J. Harden),12,18
48,1,5:37.0,Z. Collins enters the game for E. Turner,,12,18
49,1,5:26.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Harden),12,21
50,1,5:10.0,Personal foul by T. Ariza (drawn by J. Nurkić),,12,21
51,1,5:05.0,C. McCollum misses 3-pt jump shot from 25 ft,,12,21
52,1,5:01.0,,Defensive rebound by C. Capela,12,21
53,1,4:55.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),12,23
54,1,4:40.0,C. McCollum misses 2-pt jump shot from 21 ft,,12,23
55,1,4:35.0,Offensive rebound by J. Nurkić,,12,23
56,1,4:32.0,,J. Johnson enters the game for T. Ariza,12,23
57,1,4:32.0,,G. Green enters the game for P. Tucker,12,23
58,1,4:32.0,P. Connaughton enters the game for S. Napier,,12,23
59,1,4:26.0,C. McCollum misses 2-pt layup from 1 ft (block by C. Capela),,12,23
60,1,4:23.0,Offensive rebound by J. Nurkić,,12,23
61,1,4:19.0,Personal foul by L. Mbah a Moute (drawn by J. Nurkić),,12,23
62,1,4:08.0,P. Connaughton misses 3-pt jump shot from 25 ft,,12,23
63,1,4:04.0,,Defensive rebound by L. Mbah a Moute,12,23
64,1,3:59.0,,J. Harden misses 3-pt jump shot from 27 ft,12,23
65,1,3:55.0,,Offensive rebound by J. Harden,12,23
66,1,3:46.0,,Shooting foul by P. Connaughton (drawn by J. Harden),12,23
67,1,3:46.0,,J. Harden misses free throw 1 of 3,12,23
68,1,3:46.0,,Offensive rebound by Team,12,23
69,1,3:46.0,,J. Harden makes free throw 2 of 3,12,24
70,1,3:46.0,,T. Black enters the game for C. Capela,12,24
71,1,3:46.0,,J. Harden makes free throw 3 of 3,12,25
72,1,3:33.0,C. McCollum misses 2-pt jump shot from 21 ft,,12,25
73,1,3:30.0,,Defensive rebound by J. Johnson,12,25
74,1,3:19.0,,Shooting foul by A. Aminu (drawn by L. Mbah a Moute),12,25
75,1,3:19.0,,L. Mbah a Moute misses free throw 1 of 2,12,25
76,1,3:19.0,,Offensive rebound by Team,12,25
77,1,3:19.0,M. Leonard enters the game for A. Aminu,,12,25
78,1,3:19.0,W. Baldwin enters the game for J. Nurkić,,12,25
79,1,3:19.0,,L. Mbah a Moute misses free throw 2 of 2,12,25
80,1,3:19.0,Defensive rebound by M. Leonard,,12,25
81,1,3:04.0,Turnover by Z. Collins (bad pass; steal by L. Mbah a Moute),,12,25
82,1,2:56.0,,T. Black makes 2-pt dunk from 1 ft (assist by J. Harden),12,27
83,1,2:39.0,C. McCollum makes 2-pt layup from 2 ft (assist by W. Baldwin),,14,27
84,1,2:23.0,,Shooting foul by Z. Collins (drawn by L. Mbah a Moute),14,27
85,1,2:23.0,,Houston full timeout,14,27
86,1,2:23.0,,C. Paul enters the game for J. Harden,14,27
87,1,2:23.0,,T. Black misses free throw 1 of 2,14,27
88,1,2:23.0,,Offensive rebound by Team,14,27
89,1,2:23.0,,T. Black misses free throw 2 of 2,14,27
90,1,2:21.0,Defensive rebound by Z. Collins,,14,27
91,1,2:06.0,Shooting foul by T. Black (drawn by Z. Collins),,14,27
92,1,2:06.0,Z. Collins misses free throw 1 of 2,,14,27
93,1,2:06.0,Offensive rebound by Team,,14,27
94,1,2:06.0,Z. Collins makes free throw 2 of 2,,15,27
95,1,1:46.0,,G. Green misses 2-pt jump shot from 21 ft,15,27
96,1,1:43.0,Defensive rebound by M. Leonard,,15,27
97,1,1:32.0,Turnover by C. McCollum (bad pass; steal by L. Mbah a Moute),,15,27
98,1,1:27.0,,C. Paul makes 3-pt jump shot from 26 ft,15,30
99,1,1:11.0,C. McCollum misses 2-pt layup from 3 ft (block by T. Black),,15,30
100,1,1:09.0,,Defensive rebound by G. Green,15,30
101,1,1:05.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by G. Green),15,33
102,1,0:38.0,M. Leonard makes 2-pt hook shot from 8 ft (assist by W. Baldwin),,17,33
103,1,0:28.0,,C. Paul misses 3-pt jump shot from 26 ft,17,33
104,1,0:25.0,,Offensive rebound by T. Black,17,33
105,1,0:04.0,,G. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),17,36
106,2,11:48.0,S. Napier misses 2-pt jump shot from 18 ft,,17,36
107,2,11:42.0,,Defensive rebound by J. Johnson,17,36
108,2,11:33.0,,J. Johnson makes 2-pt jump shot from 5 ft,17,38
109,2,11:15.0,Personal foul by G. Green (drawn by C. Swanigan),,17,38
110,2,11:15.0,J. Nurkić enters the game for Z. Collins,,17,38
111,2,11:02.0,W. Baldwin misses 2-pt layup from 1 ft,,17,38
112,2,10:59.0,,Defensive rebound by T. Black,17,38
113,2,10:49.0,,Personal foul by C. Swanigan (drawn by T. Black),17,38
114,2,10:41.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,17,38
115,2,10:39.0,Defensive rebound by S. Napier,,17,38
116,2,10:33.0,S. Napier misses 2-pt jump shot from 3 ft,,17,38
117,2,10:31.0,,Defensive rebound by J. Johnson,17,38
118,2,10:28.0,,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),17,41
119,2,10:07.0,W. Baldwin makes 2-pt jump shot from 3 ft,,19,41
120,2,9:51.0,,Turnover by G. Green (bad pass; steal by J. Nurkić),19,41
121,2,9:47.0,J. Nurkić makes 2-pt hook shot from 8 ft,,21,41
122,2,9:36.0,,Turnover by C. Paul (out of bounds lost ball),21,41
123,2,9:28.0,Turnover by W. Baldwin (traveling),,21,41
124,2,9:28.0,,C. Capela enters the game for T. Black,21,41
125,2,9:09.0,,C. Paul makes 3-pt jump shot from 22 ft,21,44
126,2,8:57.0,S. Napier makes 3-pt jump shot from 28 ft (assist by J. Nurkić),,24,44
127,2,8:57.0,Shooting foul by C. Capela (drawn by S. Napier),,24,44
128,2,8:57.0,S. Napier makes free throw 1 of 1,,25,44
129,2,8:38.0,,C. Paul makes 2-pt layup from 3 ft,25,46
130,2,8:29.0,Shooting foul by G. Green (drawn by S. Napier),,25,46
131,2,8:29.0,S. Napier makes free throw 1 of 2,,26,46
132,2,8:29.0,S. Napier makes free throw 2 of 2,,27,46
133,2,8:06.0,,G. Green misses 3-pt jump shot from 23 ft,27,46
134,2,8:04.0,Defensive rebound by E. Turner,,27,46
135,2,7:56.0,W. Baldwin makes 3-pt jump shot from 25 ft (assist by E. Turner),,30,46
136,2,7:43.0,,C. Paul misses 2-pt jump shot from 10 ft,30,46
137,2,7:41.0,,Offensive rebound by C. Capela,30,46
138,2,7:39.0,,J. Johnson misses 3-pt jump shot from 26 ft,30,46
139,2,7:39.0,Defensive rebound by J. Nurkić,,30,46
140,2,7:28.0,Shooting foul by L. Mbah a Moute (drawn by C. Swanigan),,30,46
141,2,7:28.0,,Houston full timeout,30,46
142,2,7:28.0,,T. Ariza enters the game for J. Johnson,30,46
143,2,7:28.0,,P. Tucker enters the game for L. Mbah a Moute,30,46
144,2,7:28.0,,J. Harden enters the game for G. Green,30,46
145,2,7:28.0,C. Swanigan makes free throw 1 of 2,,31,46
146,2,7:28.0,C. Swanigan makes free throw 2 of 2,,32,46
147,2,7:05.0,,Offensive foul by T. Ariza (drawn by E. Turner),32,46
148,2,7:05.0,,Turnover by T. Ariza (offensive foul),32,46
149,2,6:51.0,Turnover by C. Swanigan (bad pass; steal by T. Ariza),,32,46
150,2,6:28.0,,C. Paul misses 3-pt jump shot from 30 ft,32,46
151,2,6:26.0,Defensive rebound by C. Swanigan,,32,46
152,2,6:22.0,Turnover by E. Turner (bad pass),,32,46
153,2,5:56.0,,Turnover by P. Tucker (bad pass; steal by S. Napier),32,46
154,2,5:53.0,Shooting foul by P. Tucker (drawn by C. Swanigan),,32,46
155,2,5:53.0,C. Swanigan misses free throw 1 of 2,,32,46
156,2,5:53.0,Offensive rebound by Team,,32,46
157,2,5:53.0,,G. Green enters the game for C. Paul,32,46
158,2,5:53.0,C. Swanigan makes free throw 2 of 2,,33,46
159,2,5:36.0,,J. Harden makes 2-pt layup from 1 ft,33,48
160,2,5:18.0,W. Baldwin misses 2-pt jump shot from 11 ft,,33,48
161,2,5:13.0,,Defensive rebound by P. Tucker,33,48
162,2,5:08.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by G. Green),33,51
163,2,5:07.0,Portland full timeout,,33,51
164,2,5:07.0,C. McCollum enters the game for S. Napier,,33,51
165,2,5:07.0,A. Aminu enters the game for C. Swanigan,,33,51
166,2,4:52.0,J. Nurkić misses 2-pt hook shot from 8 ft,,33,51
167,2,4:49.0,,Defensive rebound by T. Ariza,33,51
168,2,4:36.0,,Turnover by J. Harden (lost ball; steal by W. Baldwin),33,51
169,2,4:30.0,W. Baldwin makes 2-pt dunk at rim,,35,51
170,2,4:22.0,,Turnover by G. Green (bad pass; steal by W. Baldwin),35,51
171,2,4:08.0,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),,37,51
172,2,3:44.0,,J. Harden misses 2-pt layup from 3 ft,37,51
173,2,3:42.0,Defensive rebound by J. Nurkić,,37,51
174,2,3:34.0,W. Baldwin makes 3-pt jump shot from 25 ft (assist by C. McCollum),,40,51
175,2,3:33.0,,Houston full timeout,40,51
176,2,3:22.0,,Shooting foul by W. Baldwin (drawn by J. Harden),40,51
177,2,3:22.0,,J. Harden makes free throw 1 of 2,40,52
178,2,3:22.0,,C. Paul enters the game for G. Green,40,52
179,2,3:22.0,,J. Harden makes free throw 2 of 2,40,53
180,2,3:07.0,Personal foul by T. Ariza (drawn by J. Nurkić),,40,53
181,2,3:07.0,J. Nurkić misses free throw 1 of 2,,40,53
182,2,3:07.0,Offensive rebound by Team,,40,53
183,2,3:07.0,,L. Mbah a Moute enters the game for T. Ariza,40,53
184,2,3:07.0,J. Nurkić misses free throw 2 of 2,,40,53
185,2,3:07.0,,Defensive rebound by J. Harden,40,53
186,2,2:53.0,,Personal foul by J. Nurkić (drawn by L. Mbah a Moute),40,53
187,2,2:45.0,,J. Harden makes 3-pt jump shot from 25 ft,40,56
188,2,2:20.0,C. McCollum makes 2-pt layup from 1 ft,,42,56
189,2,1:59.0,,C. Paul makes 2-pt jump shot from 17 ft,42,58
190,2,1:42.0,E. Turner misses 2-pt jump shot from 10 ft,,42,58
191,2,1:38.0,,Defensive rebound by C. Capela,42,58
192,2,1:37.0,,Personal foul by W. Baldwin (drawn by J. Harden),42,58
193,2,1:37.0,S. Napier enters the game for W. Baldwin,,42,58
194,2,1:29.0,,Shooting foul by E. Turner (drawn by L. Mbah a Moute),42,58
195,2,1:29.0,,L. Mbah a Moute makes free throw 1 of 2,42,59
196,2,1:29.0,,L. Mbah a Moute makes free throw 2 of 2,42,60
197,2,1:17.0,C. McCollum makes 2-pt jump shot from 15 ft,,44,60
198,2,0:59.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by C. Paul),44,63
